"recordnum_license","license_no","business_name","address","city","state","postal_code","latitude","longitude","phone_number","license_status","recordnum_insp","insp_type","insp_subtype","action_date","action_sequence","action_status","code","violation_description","violation_comments","violation_key","last_table_update","neighborhood","community_council_neighborhood"
"H200800833","FSO-007421-C3S","""WHITE CASTLE #39""","3030 CENTRAL PKWY","CINCINNATI","OH","45225","39.13897290044774","-84.5326014362833","513-861-3222","LICENSE","CFSI203370","ROUTINE","STANDARD INSPECTION","2020-11-04T00:00:00.000","A023431637","Abated","3717-1-06.4(K)","""3717-1-06.4(K) - Violation - Facilities: Pest control: 

The presence of insects, rodents, and other pests is not being adequately controlled or minimized.""","""Violation has been abated""","HF18452645","2020-11-04T00:00:00.000","CUF",
"H200801062","FSO-008942-C4S","""SKYLINE CHILI""","3714 WARSAW AV","CINCINNATI","OH","45205","39.11231483310326","-84.5739435753964","513-471-2445","LICENSE","CFSI220813","ROUTINE","STANDARD INSPECTION","2022-08-18T00:00:00.000","A025983875","Not Abated","3717-1-05.1(O)(1)","""3717-1-05.1(O)(1) - Violation - Using a handwashing facility-Accessibility

Access to handwashing facility blocked. ""","""OBSERVATION: Using a handwashing facility-Accessibility

Access to prep area handwash station was blocked due to the presence of several bread racks stacked in front of the hand sink basin.


CORRECTIVE ACTION: PIC immediately removed the items blocking the handwash station in the food prep area, allowing access to the handwash station.""","HF18101925","2022-08-18T00:00:00.000","EAST PRICE HILL",
"H200801062","FSO-008942-C4S","""SKYLINE CHILI""","3714 WARSAW AV","CINCINNATI","OH","45205","39.11231483310326","-84.5739435753964","513-471-2445","LICENSE","CFSI220813","ROUTINE","STANDARD INSPECTION","2022-08-18T00:00:00.000","A025983958","Abated On-Site","3717-1-02.4(C)(17)","""3717-1-02.4(C)(17) - Violation - PIC Duties -response plan for vomiting/diarrhea

No/inadequate written procedures for response to vomiting/diarrheal events.""","""PIC Duties -response plan for vomiting/diarrhea

The PIC prodouced a clean-up kit but I was unable to identify a written procedure for the response to vomiting, diarrheal or Norovirus event.""","HF18010253","2022-08-18T00:00:00.000","EAST PRICE HILL",
"H202100178","FSO-024861-C3S","""TQL - NORTH POPCORN/PRETZEL""","1501 CENTRAL PKWY","CINCINNATI","OH","45214","39.11110885820604","-84.5207977276283","513-328-1901","PAID","CFSI223627","ROUTINE","STANDARD INSPECTION","2022-05-16T00:00:00.000","A025564992","Not Abated","3717-1-03.2(D)","""3717-1-03.2(D) - Violation - Food Storage containers-common name ID

Working containers of food are not properly labeled.""","""Food Storage containers-common name ID

Working containers of food are not properly labeled.   ID label Bulk containers""","HF18440495","2022-05-16T00:00:00.000","WEST END",
"H202200025","FSO-025259-C4S","""DUSMESH RESTARUANT, LLC""","944 LUDLOW AV","CINCINNATI","OH","45220","39.15222191025734","-84.5344448042625","513-652-5706","LICENSE","CFSI222377","ROUTINE","STANDARD INSPECTION","2022-08-03T00:00:00.000","A025916545","Not Abated","3717-1-06.4(D)(1)","""3717-1-06.4(D)(1) - Violation - Facilities: Ventilation systems: Cleaning

Intake and exhaust air ducts are a source of contamination by dust, dirt, and other materials.""","""Observed dust build up on the ceiling tiles and HVAC grates. 

Clean the ceiling area, ensure proper HVAC function.""","HF18632600","2022-08-03T00:00:00.000","CLIFTON",
"H200801062","FSO-008942-C4S","""SKYLINE CHILI""","3714 WARSAW AV","CINCINNATI","OH","45205","39.11231483310326","-84.5739435753964","513-471-2445","LICENSE","CFSI220813","ROUTINE","STANDARD INSPECTION","2022-08-18T00:00:00.000","A025983874","Not Abated","3717-1-02.4(C)(17)","""3717-1-02.4(C)(17) - Violation - PIC Duties -response plan for vomiting/diarrhea

No/inadequate written procedures for response to vomiting/diarrheal events.""","""PIC Duties -response plan for vomiting/diarrhea

The PIC prodouced a clean-up kit but I was unable to identify a written procedure for the response to vomiting, diarrheal or Norovirus event.""","HF18010253","2022-08-18T00:00:00.000","EAST PRICE HILL",
"H202200303","FSO-025546-C4S","""LAROSA'S""","5830 HAMILTON AV","CINCINNATI","OH","45224","39.19795306184841","-84.5460542328965","513-541-8221","LICENSE","CFSI223763","ROUTINE","STANDARD INSPECTION","2022-08-18T00:00:00.000","A025982941","Not Abated","3717-1-04.1(M)","""3717-1-04.1(M) - Violation - Dish Machine-Pressure Guage Accuracy

Pressure measuring devices on the dish machine were not accurate or were not properly scaled.""","""Dish Machine-Pressure Gage Accuracy

Pressure measuring devices on the dish machine were not functioning at the time of the inspection.""","HF18551115","2022-08-18T00:00:00.000","COLLEGE HILL",
"H201600128","FSO-021743-C4S","""PANERA BREAD #4908""","5555 GLENWAY AV","CINCINNATI","OH","45238","39.13097544427144","-84.6103696338289","(513) 347-6887","LICENSE","CFSI165071","ROUTINE","STANDARD INSPECTION","2016-10-11T00:00:00.000","A017291875","Abated","3717-1-03.2(J)","""3717-1-03.2(J) - Violation - Food Contact with equipment and utensils

Food is contacting an unclean surface.

""","""Violation has been abated""","HLE160530V","2016-10-12T00:00:00.000","WESTWOOD",
"H201800080","FSO-023050-C4S","""SACRED BEAST""","1437 VINE ST","CINCINNATI","OH","45202","39.11156498731486","-84.515738109408","513-263-1169","LICENSE","CFSI222616","ROUTINE","STANDARD INSPECTION","2022-08-11T00:00:00.000","A025951777","Not Abated","3717-1-03.4(I)(1)","""3717-1-03.4(I)(1) - Violation - Time as a public health control

Written procedures for time as a public health control improper or unavailable.""","""The facility is perfoming time as a public health control without policy approval from the licensor.

Discontinue performing time as a public health control on the potatoes, eggs, and pancakes until the procedure/s.o.p. is approved by the licensor.""","HF18240865","2022-08-11T00:00:00.000","OVER-THE-RHINE",
"H201700626","FSO-022876-C3S","""RAISING CANE'S CHICKEN FINGERS""","3315 IBSEN AV","CINCINNATI","OH","45209","39.160546306627914","-84.4242120541815","513-592-3775","LICENSE","CFSI223706","ROUTINE","STANDARD INSPECTION","2022-08-11T00:00:00.000","A025952163","Abated","3717-1-02.3(C)","""3717-1-02.3(C)  - Violation - Hair restraints,  effectiveness

Food employee(s) did not have their hair effectively restrained.""","""Violation has been abated""","HF18470100","2022-08-11T00:00:00.000","OAKLEY",
"H201400132","FSO-020572-C3S","""CHEAPSIDE CAFE""","326 E 8TH ST","CINCINNATI","OH","45202","39.10554957882305","-84.5077229065485","513-403-2051","LICENSE","CFSI154505","ROUTINE","STANDARD INSPECTION","2016-08-10T00:00:00.000","A017018162","Abated","3717-1-03.2(Y)","""3717-1-03.2(Y) - Violation - Miscellaneous sources of contamination

Miscellaneous sources of contamination observed.

""","""Violation has been abated""","HLE130650V","2016-08-12T00:00:00.000","DOWNTOWN",
"H202200025","FSO-025259-C4S","""DUSMESH RESTARUANT, LLC""","944 LUDLOW AV","CINCINNATI","OH","45220","39.15222191025734","-84.5344448042625","513-652-5706","LICENSE","CFSI222377","ROUTINE","STANDARD INSPECTION","2022-08-03T00:00:00.000","A025916544","Not Abated","3717-1-06.4(B)(1)","""3717-1-06.4(B)(1) - Violation - Facilities: Cleaning: Frequency 

The physical facilities are not cleaned as often as necessary to keep them clean.""","""Clean the floor area behind the cooking equipment.

Observed grease and food debris beneath/behind the cooking equipment.""","HF18622585","2022-08-03T00:00:00.000","CLIFTON",
"H201700096","FSO-022332-C4S","""PATRICKS SPORTS BAR & GRILL""","5060 CROOKSHANK RD","CINCINNATI","OH","45238","39.128109650930526","-84.6077236910865","513-347-3107","LICENSE","CFSI221932","ROUTINE","STANDARD INSPECTION","2022-04-25T00:00:00.000","A025479773","Abated","3717-1-03.2(M)(2)(a)","""3717-1-03.2(M)(2)(a)  - Violation - Wiping cloths-use limitation

Wet wiping cloth was not maintained in a sanitizer solution between uses.""","""Violation has been abated""","HF18480550","2022-04-26T00:00:00.000","WESTWOOD",
"H201500007","FSO-021001-C3S","""ELI'S BBQ""","133 W ELDER ST","CINCINNATI","OH","45202","39.11493093471897","-84.5195855394098","513-421-1957","LICENSE","CFSI164230","ROUTINE","STANDARD INSPECTION","2016-08-09T00:00:00.000","A017018138","Not Abated","3717-1-03.2(D)","""3717-1-03.2(D) - Violation - Food Storage containers-common name ID

Working containers of food are not properly labeled.

""","""Observed unlabeled food containers or bottles.""","HLE160495V","2016-08-12T00:00:00.000","OVER-THE-RHINE",
"H201700096","FSO-022332-C4S","""PATRICKS SPORTS BAR & GRILL""","5060 CROOKSHANK RD","CINCINNATI","OH","45238","39.128109650930526","-84.6077236910865","513-347-3107","LICENSE","CFSI221932","ROUTINE","STANDARD INSPECTION","2022-04-25T00:00:00.000","A025479779","Abated","3717-1-03.2(Q)","""3717-1-03.2(Q) - Violation - Food Storage-preventing contamination form the premises

Food items are not protected from contamination during storage.""","""Violation has been abated""","HF18460600","2022-04-26T00:00:00.000","WESTWOOD",
"H201700096","FSO-022332-C4S","""PATRICKS SPORTS BAR & GRILL""","5060 CROOKSHANK RD","CINCINNATI","OH","45238","39.128109650930526","-84.6077236910865","513-347-3107","LICENSE","CFSI221932","ROUTINE","STANDARD INSPECTION","2022-04-25T00:00:00.000","A025479778","Abated","3717-1-04.5(A)(1)","""3717-1-04.5(A)(1)(2) - Violation - Equipment cleanliness-food contact

Food-contact surfaces were dirty.""","""Violation has been abated""","HF18161460","2022-04-26T00:00:00.000","WESTWOOD",
"H201700096","FSO-022332-C4S","""PATRICKS SPORTS BAR & GRILL""","5060 CROOKSHANK RD","CINCINNATI","OH","45238","39.128109650930526","-84.6077236910865","513-347-3107","LICENSE","CFSI221932","ROUTINE","STANDARD INSPECTION","2022-04-25T00:00:00.000","A025479777","Abated","3717-1-05.1(O)(1)","""3717-1-05.1(O)(1) - Violation - Using a handwashing facility-Accessibility

Access to handwashing facility blocked. ""","""Violation has been abated""","HF18101925","2022-04-26T00:00:00.000","WESTWOOD",
"H201700096","FSO-022332-C4S","""PATRICKS SPORTS BAR & GRILL""","5060 CROOKSHANK RD","CINCINNATI","OH","45238","39.128109650930526","-84.6077236910865","513-347-3107","LICENSE","CFSI221932","ROUTINE","STANDARD INSPECTION","2022-04-25T00:00:00.000","A025479772","Abated","3717-1-02.4(A)(2)","""3717-1-02.4(A)(2) - Violation - PIC-Level 2 Certification

No manager has level 2 certification in food protection.""","""Violation has been abated""","HF18020112","2022-04-26T00:00:00.000","WESTWOOD",
"H201700096","FSO-022332-C4S","""PATRICKS SPORTS BAR & GRILL""","5060 CROOKSHANK RD","CINCINNATI","OH","45238","39.128109650930526","-84.6077236910865","513-347-3107","LICENSE","CFSI221932","ROUTINE","STANDARD INSPECTION","2022-04-25T00:00:00.000","A025479776","Abated","3717-1-02.4(C)(17)","""3717-1-02.4(C)(17) - Violation - PIC Duties -response plan for vomiting/diarrhea

No/inadequate written procedures for response to vomiting/diarrheal events.""","""Violation has been abated""","HF18010253","2022-04-26T00:00:00.000","WESTWOOD",
"H201900545","RFE-024231-C2S","""EMMA""","3227 RIVERSIDE DR","CINCINNATI","OH","45226","39.11859696222845","-84.4441218621382","513-834-5255","LICENSE","CFSI223927","ROUTINE","STANDARD INSPECTION","2022-08-18T00:00:00.000","A025989369","Abated On-Site","3717-1-02.4(C)(15)","""3717-1-02.4(C)(15) - Violation - PIC Duties -employees informed of their responsibilities

Food employees and conditional employees are not informed in a verifiable manner of their responsibilities to report to the person in charge, information about their health as it relates to diseases transmissible through food.""","""OBSERVATION:  PIC Duties -employees informed of their responsibilities

Food employees and conditional employees are not informed in a verifiable manner of their responsibilities to report to the person in charge, information about their health as it relates to diseases transmissible through food.
CORRECTIVE ACTION: Sample employee health reporting policy was provided and reviewed with only on site employee who said they would go over information in meeting.""","HF18010251","2022-08-19T00:00:00.000","EAST END",
"H202200025","FSO-025259-C4S","""DUSMESH RESTARUANT, LLC""","944 LUDLOW AV","CINCINNATI","OH","45220","39.15222191025734","-84.5344448042625","513-652-5706","LICENSE","CFSI222377","ROUTINE","STANDARD INSPECTION","2022-08-03T00:00:00.000","A025916543","Not Abated","3717-1-03.2(Y)","""3717-1-03.2(Y) - Violation - Miscellaneous sources of contamination

Miscellaneous sources of contamination observed.""","""Observed food items being stored in grocery bags. 

Do not store food items in direct contact with grocery bags. 

Store food in approved NSF containers or appoved storage bags.""","HF18460650","2022-08-03T00:00:00.000","CLIFTON",
"H201500259","FSO-021270-C4S","""ROOTED JUICERY & KITCHEN""","3010 MADISON RD","CINCINNATI","OH","45209","39.15102375534123","-84.4340247247635","513-351-2900","LICENSE","CFSI222416","ROUTINE","STANDARD INSPECTION","2022-08-18T00:00:00.000","A025983124","Not Abated","3717-1-05.0(H)(1)","""3717-1-05.0(H)(1) - Violation - Water capacity for peak demand

Water source and system capacity is insufficient to meet peak water demands.""","""Water capacity for peak demand

Water source and system capacity is insufficient to meet peak water demands.

-Observed the water in 3-compartment sink measuring at 97 °F. The required temperature of the rinse water in the 3-compartment sink is a minimum of 110 degrees Fahrenheit
-Observed the water being dispensed at the prep sink measuring at a temperature of 97°F.""","HF18571790","2022-08-18T00:00:00.000","OAKLEY",
"H200800717","RFE-006348-C1S","""WALGREEN'S #05716""","1776 SEYMOUR AV","CINCINNATI","OH",,"39.19039894908829","-84.4641563827028","513-351-3931","LICENSE","CFSI220511","ROUTINE","STANDARD INSPECTION","2022-05-02T00:00:00.000","A025521613","Not Abated","3717-1-06.4(A)","""3717-1-06.4(A) - Violation - Facilities: Maintenance: Good repair

The physical facilities were not maintained in good repair.""","""Damaged celling tiles in the display area.""","HF18622580","2022-05-05T00:00:00.000","ROSELAWN",
"H201700672","FSO-022946-C4S","""BALADI RESTAURANT AND BAKERY""","3307 CLIFTON AV","CINCINNATI","OH","45220","39.14143137716225","-84.5196872895685","(513) 221-7222","LICENSE","CFSI222596","ROUTINE","STANDARD INSPECTION","2022-08-11T00:00:00.000","A025951405","Not Abated","3717-1-05.4(G)(3)","""3717-1-05.4(G)(3) - Violation - Refuse-hand sink receptacles 

Refuse receptacle is not provided at each hand sink where using paper towels.""","""Refuse-hand sink receptacles 

Refuse receptacle is not provided at each hand sink where using paper towels.

Observed no refuse receptacle at kitchen hand washing station.

Provide and maintain.""","HF18612185","2022-08-11T00:00:00.000","CLIFTON",
"H200800717","RFE-006348-C1S","""WALGREEN'S #05716""","1776 SEYMOUR AV","CINCINNATI","OH",,"39.19039894908829","-84.4641563827028","513-351-3931","LICENSE","CFSI220511","ROUTINE","STANDARD INSPECTION","2022-05-02T00:00:00.000","A025521600","Not Abated","901:3-4-02 (G)","""901:3-4-02 (G) - Violation - Display of License

RFE License not displayed.""","""Display of License

RFE License not displayed.""","HF18653100","2022-05-05T00:00:00.000","ROSELAWN",
"H201700672","FSO-022946-C4S","""BALADI RESTAURANT AND BAKERY""","3307 CLIFTON AV","CINCINNATI","OH","45220","39.14143137716225","-84.5196872895685","(513) 221-7222","LICENSE","CFSI222596","ROUTINE","STANDARD INSPECTION","2022-08-11T00:00:00.000","A025953744","Not Abated","3717-1-05.4(N)(2)","""3717-1-05.4(N)(2) - Violation - Refuse/recyclables/returnables-covered outside

Outdoor refuse/recyclables/returnables receptacles are not covered with tight fitting lids or doors.""","""Refuse/recyclables/returnables-covered outside

Outdoor refuse/recyclables/returnables receptacles are not covered with tight fitting lids or doors.""","HF18612235","2022-08-11T00:00:00.000","CLIFTON",
"H201700672","FSO-022946-C4S","""BALADI RESTAURANT AND BAKERY""","3307 CLIFTON AV","CINCINNATI","OH","45220","39.14143137716225","-84.5196872895685","(513) 221-7222","LICENSE","CFSI222596","ROUTINE","STANDARD INSPECTION","2022-08-11T00:00:00.000","A025953669","Not Abated","3717-1-06.1(C)(1)","""3717-1-06.1(C)(1) - Violation - Facilities-floor and wall juncture covered

Floor and wall junctures not coved or not closed to no larger than =1/32 inch.""","""Facilities-floor and wall juncture covered

Floor and wall junctures not coved or not closed to no larger than =1/32 inch.

Observed areas of floor/wall coving missing and/or inadequately closed.

Provide necessary repairs.""","HF18622340","2022-08-11T00:00:00.000","CLIFTON",
"H200800717","RFE-006348-C1S","""WALGREEN'S #05716""","1776 SEYMOUR AV","CINCINNATI","OH",,"39.19039894908829","-84.4641563827028","513-351-3931","LICENSE","CFSI220511","ROUTINE","STANDARD INSPECTION","2022-05-02T00:00:00.000","A025521626","Abated On-Site","901:3-4-02 (G)","""901:3-4-02 (G) - Violation - Display of License

RFE License not displayed.""","""Display of License

RFE License not displayed.""","HF18653100","2022-05-05T00:00:00.000","ROSELAWN",
