"fiscal_year","revenue_source","revenue_type","department","unit","fund","fund_type","adopted_amount","uniqueid"
"2021","Gain/loss On Investments","Miscellaneous Revenues","Sustainable Development","G.e.z.d.a","G.e.z.d.a. Fund","Special Revenue Funds","102","20216006366606620101r"
"2021","Transfer From General Fund (001)","Non-Revenues","Sustainable Development","Neighborhood Notification Tool","General Capital Projects Fund","Capital Projects Funds","37500","2021740838660m605302c"
"2021","Building Permits","Permits, Fees & Special Assessments","Sustainable Development","Building Inspection","Florida Building Code Enforcement Enterprise Fund","Enterprise Funds","1780319.74","20211201326606670416e"
"2021","Miscellaneous Permits","Permits, Fees & Special Assessments","Sustainable Development","Building Inspection","Florida Building Code Enforcement Enterprise Fund","Enterprise Funds","13096.01","20211202326606670416e"
"2021","Contractors Exam. Fees","Permits, Fees & Special Assessments","Sustainable Development","Building Inspection","Florida Building Code Enforcement Enterprise Fund","Enterprise Funds","521.5","20211203326606670416e"
"2021","Special Inspection Revenues","Permits, Fees & Special Assessments","Sustainable Development","Building Inspection","Florida Building Code Enforcement Enterprise Fund","Enterprise Funds","49061.7","20211204326606670416e"
"2021","Electric,plumbing&gas Permits","Permits, Fees & Special Assessments","Sustainable Development","Building Inspection","Florida Building Code Enforcement Enterprise Fund","Enterprise Funds","333295.31","20211401326606670416e"
"2021","Competency Renewals","Permits, Fees & Special Assessments","Sustainable Development","Building Inspection","Florida Building Code Enforcement Enterprise Fund","Enterprise Funds","7103.12","20211406326606670416e"
"2021","Interest On Investments","Miscellaneous Revenues","Sustainable Development","Building Inspection","Florida Building Code Enforcement Enterprise Fund","Enterprise Funds","75384","20216001366606670416e"
"2021","Local Option Gas Tax","Taxes","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds","1747854","20210201316806810450e"
"2021","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds","3050000","20211602336806810450e"
"2021","Fed Grant-Public Safety","Intergovernmental Revenues","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds","5840791","20211630336806810450e"
"2021","Fdot - Block Grant","Intergovernmental Revenues","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds","2228783","20212204336806810450e"
"2021","St Grant-Transportation","Intergovernmental Revenues","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds","500000","20212240336806810450e"
"2021","Rebate 6.7 Cts Gas Tax","Intergovernmental Revenues","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds","298746","20212408336806810450e"
"2021","County Transit Agreement","Intergovernmental Revenues","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds","439396","20212802336806810450e"
"2021","County Contribution","Intergovernmental Revenues","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds","583376","20212804336806810450e"
"2021","Daily Bus Fare","Charges For Services","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds","605605","20214018346806810450e"
"2021","Shuttle Services","Charges For Services","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds","3000","20214020346806810450e"
"2021","Student Pass","Charges For Services","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds","20000","20214023346806810450e"
"2021","Adult Pass","Charges For Services","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds","300000","20214024346806810450e"
"2021","Main Bus-Advertising","Charges For Services","Regional Transit System","Marketing & Communications, Rts","Regional Transit System Fund","Enterprise Funds","575000","20214025346806811450e"
"2021","Fed Grant-Fema","Intergovernmental Revenues","Fire Rescue","Fema Wellness/cancer Grant","Misc. Grants Fund","Special Revenue Funds","0","2021165133820x778115r"
"2021","St Grant-Public Safety","Intergovernmental Revenues","Fire Rescue","Domestic Preparedness Grant-2005","Misc. Grants Fund","Special Revenue Funds","0","2021223033820x438115r"
"2021","St Grant-Public Safety","Intergovernmental Revenues","Fire Rescue","State Homeland Shsgp Grant","Misc. Grants Fund","Special Revenue Funds","0","2021223033820x451115r"
"2021","St Grant-Public Safety","Intergovernmental Revenues","Fire Rescue","State Homeland Security Grant Program","Misc. Grants Fund","Special Revenue Funds","0","2021223033820x459115r"
"2021","St Grant-Public Safety","Intergovernmental Revenues","Fire Rescue","State Homeland Security Grant Program 09/10","Misc. Grants Fund","Special Revenue Funds","0","2021223033820x571115r"
"2021","St Grant-Public Safety","Intergovernmental Revenues","Fire Rescue","State Homeland Security Grant - Hazmat Critical Needs","Misc. Grants Fund","Special Revenue Funds","0","2021223033820x670115r"
"2021","St Grant-Public Safety","Intergovernmental Revenues","Fire Rescue","Fy2015 Ems Grant (C3001) Program","Misc. Grants Fund","Special Revenue Funds","0","2021223033820x701115r"
"2021","St Grant-Public Safety","Intergovernmental Revenues","Fire Rescue","Fy2014 State Homeland Security (Cfda#97.067)  Grant","Misc. Grants Fund","Special Revenue Funds","0","2021223033820x765115r"
"2021","St Grant-Public Safety","Intergovernmental Revenues","Fire Rescue","Shsgp For Hazmat Sustainment & Maintenance - Fy17","Misc. Grants Fund","Special Revenue Funds","0","2021223033820x771115r"
"2021","St Grant-Public Safety","Intergovernmental Revenues","Fire Rescue","Shsgp For Hazmat Sustainment & Maintenance - Fy18","Misc. Grants Fund","Special Revenue Funds","0","2021223033820x777115r"
"2021","St Grant-Public Safety","Intergovernmental Revenues","Fire Rescue","Shsgp - Hazmat Sustainment & Maintenance Equipment - Fy20","Misc. Grants Fund","Special Revenue Funds","0","2021223033820x786115r"
"2021","Grants-Other Local Units","Intergovernmental Revenues","Parks, Recreation & Cultural Affairs","Florida Exotic Pest Plant Grant","Misc. Grants Fund","Special Revenue Funds","0","2021190033850x224115r"
"2021","St Grant-Physical Environment","Intergovernmental Revenues","Parks, Recreation & Cultural Affairs","Cchp Mini-Grnt Tbm Walking Trl","Misc. Grants Fund","Special Revenue Funds","0","2021223533850x215115r"
"2021","St Grant-Cultural/recreation","Intergovernmental Revenues","Parks, Recreation & Cultural Affairs","Laa Grant - Fy05/06","Misc. Grants Fund","Special Revenue Funds","0","2021227033850x218115r"
"2021","St Grant-Cultural/recreation","Intergovernmental Revenues","Parks, Recreation & Cultural Affairs","Laa Grant - Fy07/08","Misc. Grants Fund","Special Revenue Funds","0","2021227033850x225115r"
"2021","St Grant-Cultural/recreation","Intergovernmental Revenues","Parks, Recreation & Cultural Affairs","Florida Humanities Council Grant","Misc. Grants Fund","Special Revenue Funds","0","2021227033850x387115r"
"2021","St Grant-Cultural/recreation","Intergovernmental Revenues","Parks, Recreation & Cultural Affairs","Possum Creek Park","Misc. Grants Fund","Special Revenue Funds","0","2021227033850x391115r"
"2021","St Grant-Cultural/recreation","Intergovernmental Revenues","Parks, Recreation & Cultural Affairs","Pavilion Open Air Classroom-Morningside","Misc. Grants Fund","Special Revenue Funds","0","2021227033850x453115r"
"2021","St Grant-Cultural/recreation","Intergovernmental Revenues","Parks, Recreation & Cultural Affairs","Historic Preservation Small-Matching Grant","Misc. Grants Fund","Special Revenue Funds","0","2021227033850x582115r"
"2021","St Grant-Cultural/recreation","Intergovernmental Revenues","Parks, Recreation & Cultural Affairs","Dca - General Program Support Grant Fy19-20","Misc. Grants Fund","Special Revenue Funds","0","2021227033850x627115r"
"2021","Contrib For Cultural Events","Intergovernmental Revenues","Parks, Recreation & Cultural Affairs","Sites Grant","Misc. Grants Fund","Special Revenue Funds","0","2021281433850x539115r"
"2021","Other Contributions&donations","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Transformation Through Imagination Prca Grant","Misc. Grants Fund","Special Revenue Funds","0","2021700236850x618115r"
"2021","Other Contributions&donations","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Gap Foundation For Laptops- Porters Commuinity","Misc. Grants Fund","Special Revenue Funds","0","2021700236850x779115r"
"2021","State Grants - Capital Proj.","Intergovernmental Revenues","Facilities Management","Retrofit Senior Rec. Grant","Misc. Grants Fund","Special Revenue Funds","0","2021220233910x226115r"
"2021","Other Miscellaneous Revenues","Miscellaneous Revenues","Office Of Housing & Community Development","Ship Program Fy19/20","Ship Grant Fund","Special Revenue Funds","0","2021720136620x488119r"
"2021","County Contribution","Intergovernmental Revenues","Office Of Housing & Community Development","One-Stop Center-Operations","Misc. Special Revenues","Special Revenue Funds","0","2021280433620g119123r"
"2021","T/f  Elect.-Incentive","Non-Revenues","Budget & Finance Department","Accounting","The General Fund","The General Fund","0","20217611387707780001g"
"2021","T/f Water Surcharge","Non-Revenues","Budget & Finance Department","Accounting","The General Fund","The General Fund","0","20217613387707780001g"
"2021","T/f Wastewater Surcharge","Non-Revenues","Budget & Finance Department","Accounting","The General Fund","The General Fund","0","20217616387707780001g"
"2021","Fed Grant-Fema","Intergovernmental Revenues","Budget & Finance Department","Accounting","Emergency Disaster Fund","Special Revenue Funds","0","20211651337707780120r"
"2021","St Grant-Disaster Relief","Intergovernmental Revenues","Budget & Finance Department","Accounting","Emergency Disaster Fund","Special Revenue Funds","0","20212231337707780120r"
"2021","Other Miscellaneous Revenues","Miscellaneous Revenues","Budget & Finance Department","Accounting","Emergency Disaster Fund","Special Revenue Funds","0","20217201367707780120r"
"2021","Trans From Solid Waste (420)","Non-Revenues","Budget & Finance Department","Accounting","Emergency Disaster Fund","Special Revenue Funds","0","20217420387707780120r"
"2021","Fed Grant-Fema","Intergovernmental Revenues","Budget & Finance Department","Accounting","Contingency Reserve For Declared Emergencies","Special Revenue Funds","0","20211651337707780141r"
"2021","Litigation Settlement","Miscellaneous Revenues","Budget & Finance Department","Treasury","Capital Imp-Beazer Settlement","Capital Projects Funds","0","20217276367707770355c"
"2021","Proceeds-Surplus Equip.","Miscellaneous Revenues","Budget & Finance Department","Surplus","Fleet Replacement Fund","Internal Service Funds","0","20216801367700070501i"
"2021","Gain/loss:disposition Of F/a","Miscellaneous Revenues","Budget & Finance Department","Cip","General Fixed Assets Group","Gen Fixed Asset Group","0","20216610367700080901f"
"2021","Document Reprod. Fees","Charges For Services","Equity & Inclusion","Equal Opportunity","The General Fund","The General Fund","0","20213405347807810001g"
"2021","Other Miscellaneous Revenues","Miscellaneous Revenues","Equity & Inclusion","Equal Opportunity","The General Fund","The General Fund","0","20217201367807810001g"
"2021","Other Miscellaneous Revenues","Miscellaneous Revenues","Gainesville Community Redevelopement Agency","Demolitions/lot Clearing","The General Fund","The General Fund","0","20217201367907933001g"
"2021","Interest - Arlington Note","Miscellaneous Revenues","Gainesville Community Redevelopement Agency","Cra-Operating","The General Fund","The General Fund","0","20217341367906510001g"
"2021","Interest - Arlington Note","Miscellaneous Revenues","Gainesville Community Redevelopement Agency","Cra - College Park/univ Height","The General Fund","The General Fund","0","20217341367906550001g"
"2021","Interest - Commerce Note","Miscellaneous Revenues","Gainesville Community Redevelopement Agency","Cra-Operating","The General Fund","The General Fund","0","20217343367906510001g"
"2021","Interest - Commerce Note","Miscellaneous Revenues","Gainesville Community Redevelopement Agency","Cra - College Park/univ Height","The General Fund","The General Fund","0","20217343367906550001g"
