"fund","department","unit","vendor","expenditure_type","expenditure_detail","transaction_amount","transaction_date","month_name","fiscal_month_number","fiscal_year","pmt_method"
"Regional Transit System Fund","Regional Transit System","Rts - Operations","Lewis Oil Company Inc","Transit Systems","Gasoline, Oil, Grease","3571.81","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Operations","Lewis Oil Company Inc","Transit Systems","Gasoline, Oil, Grease","3601.46","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Operations","Lewis Oil Company Inc","Transit Systems","Gasoline, Oil, Grease","3637.16","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Operations","Lewis Oil Company Inc","Transit Systems","Diesel Fuel","3712.84","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Operations","Lewis Oil Company Inc","Transit Systems","Diesel Fuel","3712.84","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Operations","Lewis Oil Company Inc","Transit Systems","Diesel Fuel","3762.47","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Operations","Lewis Oil Company Inc","Transit Systems","Diesel Fuel","3791.38","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Operations","Lewis Oil Company Inc","Transit Systems","Diesel Fuel","3791.38","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Maintenance","Dales Tire Inc","Transit Systems","Tires And Tubes","12991.20","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Operations","Lewis Oil Company Inc","Transit Systems","Diesel Fuel","13106.69","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Operations","Lewis Oil Company Inc","Transit Systems","Diesel Fuel","19169.52","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Operations","Lewis Oil Company Inc","Transit Systems","Diesel Fuel","19405.40","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Operations","Lewis Oil Company Inc","Transit Systems","Diesel Fuel","19566.47","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Regional Transit System Fund","Regional Transit System","Rts - Operations","Lewis Oil Company Inc","Transit Systems","Diesel Fuel","19760.43","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Senior Recreation Center","Parks, Recreation & Cultural Affairs","Northside Park Improvements","Mckellips Associates Inc","Parks & Recreation","Improvements Other Than Bldg","4250.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"SHIP Grant Fund","Neighborhood Improvement","SHIP FHOP","Hoffman Construction Inc","Housing & Urban Development","Other Contractual Services","6560.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Solid Waste Enterprise Fund","Public Works","Refuse Collection","Gainesville Regional Utilities","Garbage/Solid Waste Disposal","T.R.S. Access Charge","62.38","2011-10-23T00:00:00.000","October","1","2012","Payables"
"State-Law Enf. Cont. Forfeit.","Police","Legal Office Expenses","West Publishing","Law Enforcement","Professional Services","199.53","2011-10-23T00:00:00.000","October","1","2012","Payables"
"State-Law Enf. Cont. Forfeit.","Police","Summer Heatwave","Black On Black Crime Task Force","Law Enforcement","Materials And Supplies","320.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Stormwater Management Utility","Public Works","Environmental Management","Copyfax Of Gainesville Inc","Flood Control","Printing And Binding","13.34","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Stormwater Management Utility","Public Works","Environmental Management","Copyfax Of Gainesville Inc","Flood Control","Printing And Binding","24.36","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Stormwater Management Utility","Public Works","Open Watercourse Maintenance","Gainesville Regional Utilities","Flood Control","Utilities-Elect,Sewer,Water","32.95","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Stormwater Management Utility","Public Works","Open Watercourse Maintenance","Gainesville Regional Utilities","Flood Control","Utilities-Elect,Sewer,Water","49.68","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Stormwater Management Utility","Public Works","Open Watercourse Maintenance","Gainesville Regional Utilities","Flood Control","Utilities-Elect,Sewer,Water","58.63","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Stormwater Management Utility","Public Works","Environmental Management","Ricoh Americas Corporation","Flood Control","Printing And Binding","78.96","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Stormwater Management Utility","Public Works","Environmental Management","Gainesville Regional Utilities","Flood Control","T.R.S. Access Charge","124.76","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Stormwater Management Utility","Public Works","Operations-Support Services","Gainesville Regional Utilities","Flood Control","Utilities-Elect,Sewer,Water","276.16","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Stormwater Management Utility","Public Works","Vegetative Management","Water And Air Research Inc","Flood Control","Other Contractual Services","460.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Stormwater Management Utility","Public Works","Open Watercourse Maintenance","Florida Green Keepers Showcase Nursery Inc","Flood Control","Materials And Supplies","490.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Stormwater Management Utility","Public Works","Environmental Management","Temp Force Inc","Flood Control","Other Contractual Services","535.04","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Stormwater Management Utility","Public Works","Vegetative Management","Crop Production Services Inc","Flood Control","Materials And Supplies","556.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Stormwater Management Utility","Public Works","Environmental Management","Vanlandingham Durscher & Vanlandingham Inc","Flood Control","External Legal Services","623.90","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Stormwater Management Utility","Public Works","Operations-Support Services","Gainesville Regional Utilities","Flood Control","T.R.S. Access Charge","1684.26","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Stormwater Management Utility","Public Works","N.P.D.E.S. Project-Public Outreach","Current Problems Inc","Flood Control","Other Contractual Services","3250.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Tax Increment - 5th Ave/P.St.","Community Redevelopment Agency","5th Ave Commercial Building-FAPS","Crime Prevention Security Sytems Llc","Industry Development","Other Contractual Services","1.28","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Tax Increment - 5th Ave/P.St.","Community Redevelopment Agency","5th Ave Commercial Building-FAPS","Crime Prevention Security Sytems Llc","Industry Development","Other Contractual Services","1.76","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Tax Increment - 5th Ave/P.St.","Community Redevelopment Agency","5th Ave Commercial Building-FAPS","Crime Prevention Security Sytems Llc","Industry Development","Other Contractual Services","2.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Tax Increment - 5th Ave/P.St.","Community Redevelopment Agency","Facade/Paint Program","Temp Force Inc","Industry Development","Other Contractual Services","62.68","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Tax Increment - College Pk./Uh","Community Redevelopment Agency","5th Ave Commercial Building-CPUH","Crime Prevention Security Sytems Llc","Industry Development","Improvements Other Than Bldg","8.77","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Tax Increment - College Pk./Uh","Community Redevelopment Agency","5th Ave Commercial Building-CPUH","Crime Prevention Security Sytems Llc","Industry Development","Improvements Other Than Bldg","12.10","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Tax Increment - College Pk./Uh","Community Redevelopment Agency","5th Ave Commercial Building-CPUH","Crime Prevention Security Sytems Llc","Industry Development","Improvements Other Than Bldg","13.75","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Tax Increment - Downtown","Community Redevelopment Agency","5th Ave Commercial Building-Downtown","Crime Prevention Security Sytems Llc","Industry Development","Buildings","4.15","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Tax Increment - Downtown","Community Redevelopment Agency","5th Ave Commercial Building-Downtown","Crime Prevention Security Sytems Llc","Industry Development","Buildings","5.72","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Tax Increment - Downtown","Community Redevelopment Agency","5th Ave Commercial Building-Downtown","Crime Prevention Security Sytems Llc","Industry Development","Buildings","6.50","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Tax Increment - Downtown","Community Redevelopment Agency","Power District Redevelopment","Temp Force Inc","Industry Development","Professional Services","501.44","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Tax Increment - Eastside","Community Redevelopment Agency","5th Ave Commercial Building-Eastside","Crime Prevention Security Sytems Llc","Industry Development","Other Contractual Services","1.75","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Tax Increment - Eastside","Community Redevelopment Agency","5th Ave Commercial Building-Eastside","Crime Prevention Security Sytems Llc","Industry Development","Other Contractual Services","2.42","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Tax Increment - Eastside","Community Redevelopment Agency","5th Ave Commercial Building-Eastside","Crime Prevention Security Sytems Llc","Industry Development","Other Contractual Services","2.75","2011-10-23T00:00:00.000","October","1","2012","Payables"
"Tax Increment - Eastside","Community Redevelopment Agency","Hawthorne Road Cafe","Temp Force Inc","Industry Development","Buildings","62.68","2011-10-23T00:00:00.000","October","1","2012","Payables"
"The General Fund","Budget & Finance Department","Budget","Gainesville Sun","Financial & Administrative","Advertising","1631.91","2011-10-23T00:00:00.000","October","1","2012","Payables"
"The General Fund","City Attorney","Municipal Court Costs","Alachua County Clerk Of Circuit Court","Legal Counsel","In House Litigation Expense","50.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"The General Fund","City Attorney","City Attorney","City Of Gainesville","Legal Counsel","Dues, Memberships, Publication","80.00","2011-10-23T00:00:00.000","October","1","2012","Payables"
"The General Fund","City Attorney","City Attorney","West Publishing","Legal Counsel","Books & Films","207.50","2011-10-23T00:00:00.000","October","1","2012","Payables"
"The General Fund","City Attorney","City Attorney","Copytronics Inc","Legal Counsel","Rental-Equipment","222.95","2011-10-23T00:00:00.000","October","1","2012","Payables"
"The General Fund","City Attorney","City Attorney","Konica Minolta Business Solutions","Legal Counsel","Rental-Equipment","399.80","2011-10-23T00:00:00.000","October","1","2012","Payables"
