"fiscal_year","revenue_source","revenue_type","department","unit","fund","fund_type","proposed_amount","adopted_amount","amended_amount","actual_amount","unique_id"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Sef - Adp Software - Fy2018 Uafg (Fl-2018-094-00)","Regional Transit System Fund","Enterprise Funds",,"350854","647533","19500","2020160233680UI24450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Sef - Mob Surv/security - Fy2018 Uafg (Fl-2018-094-00)","Regional Transit System Fund","Enterprise Funds",,"64643","64643","15247","2020160233680UI25450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Sce - Radios - Fy2018 Uafg (Fl-2018-032-00)","Regional Transit System Fund","Enterprise Funds",,"375","375","0","2020160233680UI19450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Bus - Replc 40ft Bus - Fy2018 Uafg (Fl-2018-094-00)","Regional Transit System Fund","Enterprise Funds",,"1000000","1000000","1000000","2020160233680UI21450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Bus - Passenger Shelters - Fy2018 Uafg (Fl-2018-094-00)","Regional Transit System Fund","Enterprise Funds",,"75000","75000","74740","2020160233680UI22450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Bus - Service Van - Fy2018 Uafg (Fl-2018-032-00)","Regional Transit System Fund","Enterprise Funds",,"5618","5618","0","2020160233680UI16450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Sef - Mobile Sec. Equip - Fy2018 Uafg (Fl-2018-032-00)","Regional Transit System Fund","Enterprise Funds",,"7672","7672","7672","2020160233680UI17450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Sef - Misc Support Equipment - Fy2018 Uafg (Fl-2018-032-00)","Regional Transit System Fund","Enterprise Funds",,"74515","74515","0","2020160233680UI18450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Bus - Replc 40ft Bus - Fy2018 Uafg (Fl-2018-032-00)","Regional Transit System Fund","Enterprise Funds",,"17849","17849","11043","2020160233680UI14450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Bus - Replacement Van - Fy2018 Uafg (Fl-2018-032-00)","Regional Transit System Fund","Enterprise Funds",,"2006","2006","0","2020160233680UI15450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Oci - Preventative Maint. - Fy2017 Uafg (Fl-2018-009-00)","Regional Transit System Fund","Enterprise Funds",,"400000","400000","143616","2020160233680UI10450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Sef - Misc Support Equipment - Fy2017 Uafg (Fl-2018-009-00)","Regional Transit System Fund","Enterprise Funds",,"58509","58509","12005","2020160233680UI08450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Bus - Passenger Shelters - Fy2017 Uafg (Fl-2018-009-00)","Regional Transit System Fund","Enterprise Funds",,"75000","75000","0","2020160233680UI04450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Sef - Adp Hardware - Fy2017 Uafg (Fl-2018-009-00)","Regional Transit System Fund","Enterprise Funds",,"45373","45373","900","2020160233680UI05450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Sce - Purchase Radios Fy2016 (Fl 2016-026-01-00)","Regional Transit System Fund","Enterprise Funds",,"0","0","-0.11","2020160233680UH89450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Bus - Replc 40ft Bus - Fy2017 Uafg (Fl-2018-009-00)","Regional Transit System Fund","Enterprise Funds",,"1000000","1000000","1000","2020160233680UI02450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Bus - Route Signing - Fy2017 Uafg (Fl-2018-009-00)","Regional Transit System Fund","Enterprise Funds",,"75000","75000","0","2020160233680UI03450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Rts-Administration","Regional Transit System Fund","Enterprise Funds",,"2650000","2650000","0","20201602336806810450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Sef - Mob Surv/security - Fy2016 Uafg (Fl-2016-026-01-00)","Regional Transit System Fund","Enterprise Funds",,"0","0","-34720","2020160233680UH63450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Bus - Assoc Cap Maint- Fy2016 Uafg (Fl-2016-026-00)","Regional Transit System Fund","Enterprise Funds",,"72701","72700.73","72700.73","2020160233680UH60450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Bus - Replc 40ft Bus - Fy2016 Uafg (Fl-2016-026-00)","Regional Transit System Fund","Enterprise Funds",,"652","0.43","0.43","2020160233680UH61450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Bus - Passenger Shelters - (Fl-2016-026-00)","Regional Transit System Fund","Enterprise Funds",,"1","0.95","0.95","2020160233680UH41450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Sef - Acquire Adp Hrdware Fy2015 Uafg (Fl-90-X889-00)","Regional Transit System Fund","Enterprise Funds",,"19965","15533.67","15533.67","2020160233680UG62450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Sef: Acquire Adp Software - Fy2015 Uafg (Fl-90-X889-00)","Regional Transit System Fund","Enterprise Funds",,"6938","0","0","2020160233680UG64450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Sef: Acquire Support Vehicles - Fy2014 Uafg (Fl-90-X851-00)","Regional Transit System Fund","Enterprise Funds",,"20088","0","0","2020160233680UF64450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Bus - Rolling Stock - Fy2014 Uafg (Fl-90-X851-00)","Regional Transit System Fund","Enterprise Funds",,"9746","0","0","2020160233680UF62450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Sef: Acquire Support Vehicles - Fy2013 Uafg (Fl-90-X824-00)","Regional Transit System Fund","Enterprise Funds",,"122500","0","0","2020160233680UF43450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Sef: Acquire Shop Equipment - Fy2012 Uafg (Fl-90-X798-00)","Regional Transit System Fund","Enterprise Funds",,"7546.57","7546.57","0","2020160233680UE41450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Sef: Acquire Mob Surv/security - Fy2012 Uafg (Fl-90-X798-00)","Regional Transit System Fund","Enterprise Funds",,"11006.64","11006.64","0","2020160233680UE42450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Sef: Acquire Misc Support Eqpt - Fy2010 Uafg (Fl-90-X737-00)","Regional Transit System Fund","Enterprise Funds",,"0.2","0","0","2020160233680UB84450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Sef: Acquire Mobile Surv/securi- Fy2010 Uafg (Fl-90-X737-00)","Regional Transit System Fund","Enterprise Funds",,"18","0","0","2020160233680UB83450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Bus - Rolling Stock - Fy2010 Uafg (Fl-90-X737-00)","Regional Transit System Fund","Enterprise Funds",,"0.04","0","0","2020160233680UB75450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Station/stops/terminals - Fy2010 Uafg (Fl-90-X737-00)","Regional Transit System Fund","Enterprise Funds",,"2954","0","0","2020160233680UB76450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","X510-Radio Equipment","Regional Transit System Fund","Enterprise Funds",,"13400","0","0","2020160233680U705450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","0246 - Multimodal Center","Regional Transit System Fund","Enterprise Funds",,"166928.89","0","0","2020160233680U693450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","X510-Bus Shelters","Regional Transit System Fund","Enterprise Funds",,"8567","0","0","2020160233680U701450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","X510-Shop Equipment","Regional Transit System Fund","Enterprise Funds",,"19706","0","0","2020160233680U702450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","X478 Support Vehicles","Regional Transit System Fund","Enterprise Funds",,"9950","0","0","2020160233680U687450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","X447 Bus Shelters","Regional Transit System Fund","Enterprise Funds",,"4101.41","0","0","2020160233680U690450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","X447 Shop Equipment","Regional Transit System Fund","Enterprise Funds",,"24975","0","0","2020160233680U691450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","X478 Rolling Stock","Regional Transit System Fund","Enterprise Funds",,"233","0","0","2020160233680U684450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","X478 Bus Shelters","Regional Transit System Fund","Enterprise Funds",,"23","0","0","2020160233680U685450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","X478 Shop Equipment","Regional Transit System Fund","Enterprise Funds",,"18997.31","0","0","2020160233680U686450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Van (4) Purchase (X384)","Regional Transit System Fund","Enterprise Funds",,"44475","0","0","2020160233680U672450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Shop Equipment (X412)","Regional Transit System Fund","Enterprise Funds",,"2664","0","0","2020160233680U681450E"
"2020","Fta 5307 Urbanized Formula Grant","Intergovernmental Revenues","Regional Transit System","Bus Shelters (X412)","Regional Transit System Fund","Enterprise Funds",,"4729","0","0","2020160233680U683450E"
"2020","Home Investment Grant","Intergovernmental Revenues","Office Of Housing & Community Development","Block Grant Administration","Home Grant Fund","Special Revenue Funds",,"0","0","-72051.54","20201605336206210104R"
"2020","Home Investment Grant","Intergovernmental Revenues","Office Of Housing & Community Development","Fy19 Home Program","Home Grant Fund","Special Revenue Funds",,"0","0","95443.97","2020160533620HM01104R"
"2020","Home Investment Grant","Intergovernmental Revenues","Office Of Housing & Community Development","Fy20 Home Program","Home Grant Fund","Special Revenue Funds",,"530141","530141","0","2020160533620HM08104R"
"2020","Fta-Sec 5309 Capital Program Grant","Intergovernmental Revenues","Regional Transit System","Misc Support Equipment (Fl-04-0175-00)","Regional Transit System Fund","Enterprise Funds",,"0.07","0","0","2020160833680UE84450E"
"2020","Fta-Sec 5309 Capital Program Grant","Intergovernmental Revenues","Regional Transit System","Real Estate Acquisition - Sect 5309 (Fl-04-0089-00)","Regional Transit System Fund","Enterprise Funds",,"25289.16","0","0","2020160833680UA22450E"
"2020","Fta-Sec 5309 Capital Program Grant","Intergovernmental Revenues","Regional Transit System","Fta Earmark-E2007","Regional Transit System Fund","Enterprise Funds",,"6000","0","0","2020160833680U755450E"
"2020","Fta-Sec 5309 Capital Program Grant","Intergovernmental Revenues","Regional Transit System","0268-Bus Purchase","Regional Transit System Fund","Enterprise Funds",,"296920","0","0","2020160833680U710450E"
"2020","Fta-Sec 5309 Capital Program Grant","Intergovernmental Revenues","Regional Transit System","Buses-(Fy05-Sec 5309)","Regional Transit System Fund","Enterprise Funds",,"1218140","0","0","2020160833680U740450E"
"2020","Fta-Sec 5309 Capital Program Grant","Intergovernmental Revenues","Regional Transit System","Brt Study-(Fy06-Sec 5309)","Regional Transit System Fund","Enterprise Funds",,"195499","0","0","2020160833680U744450E"
"2020","Fed Grant-Public Safety","Intergovernmental Revenues","Police","Fy2018 Ebm Jag Dj-Bx-0799","Misc. Grants Fund","Special Revenue Funds",,"104097","104097","1815.04","2020163033810X758115R"
"2020","Fed Grant-Public Safety","Intergovernmental Revenues","Police","Fy2019 Ebm Jag Speed Trailer/message Board","Misc. Grants Fund","Special Revenue Funds",,"9253","9253","9253","2020163033810X759115R"
"2020","Fed Grant-Public Safety","Intergovernmental Revenues","Police","Fy2019 Fdle Ebm Jag Problem Oriented Policing (Pop)","Misc. Grants Fund","Special Revenue Funds",,"13500","13500","0","2020163033810X763115R"
"2020","Fed Grant-Public Safety","Intergovernmental Revenues","Police","Fy2019 Distracted Driver Prog Grant Fdot","Misc. Grants Fund","Special Revenue Funds",,"5000","5000","-317.3","2020163033810X754115R"
"2020","Fed Grant-Public Safety","Intergovernmental Revenues","Police","Fy2016 Ebm Jag Sexual Predator And Offender Program","Misc. Grants Fund","Special Revenue Funds",,"2040.71","0","0","2020163033810X755115R"
"2020","Fed Grant-Public Safety","Intergovernmental Revenues","Police","Fy2017 Ebm Jag Local Solicitation Dj-Bx-0930","Misc. Grants Fund","Special Revenue Funds",,"101857","101857","58378","2020163033810X757115R"
"2020","Fed Grant-Public Safety","Intergovernmental Revenues","Police","Fy19 Fdle Ebm Jag Brave Overt Leaders Of Distinction (Bold)","Misc. Grants Fund","Special Revenue Funds",,"10000","10000","9539.5","2020163033810X749115R"
"2020","Fed Grant-Public Safety","Intergovernmental Revenues","Police","Fy2018 Fdot Motorcycle/scooter Safety & Education Prog Grant","Misc. Grants Fund","Special Revenue Funds",,"27896.46","27896.46","0","2020163033810X752115R"
