"indicator","unit","unit_num","stub_name","stub_name_num","stub_label","stub_label_num","year","year_num","age","age_num","estimate","se","flag"
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Female: Married","3.4","2005","13","14-64 years","2.2","4.7","0.2",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Female: Divorced, separated, widowed","3.5","2005","13","14-64 years","2.2","14.6","0.6",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Female: Never married","3.6","2005","13","14-64 years","2.2","17.3","0.5",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Race","4","White only","4.1","2005","13","Under 65 years","4","11","0.2",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Race","4","Black or African American only","4.2","2005","13","Under 65 years","4","24.9","0.8",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Race","4","American Indian or Alaska Native only","4.3","2005","13","Under 65 years","4","24.2","2.8",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Race","4","Asian only","4.4","2005","13","Under 65 years","4","8.2","0.9",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Race","4","Native Hawaiian or Other Pacific Islander only","4.5","2005","13","Under 65 years","4",,,"*"
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Race","4","2 or more races","4.6","2005","13","Under 65 years","4","22","1.5",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: All races","5.1","2005","13","Under 65 years","4","22.9","0.5",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: Mexican: All races","5.11","2005","13","Under 65 years","4","23","0.7",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: Puerto Rican: All races","5.12","2005","13","Under 65 years","4","31.9","2",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: Cuban: All races","5.13","2005","13","Under 65 years","4","17.7","2.3",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: Other: All races","5.14","2005","13","Under 65 years","4","19.7","1",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Hispanic origin and race","5","Not Hispanic or Latino: All races","5.2","2005","13","Under 65 years","4","11.1","0.3",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Hispanic origin and race","5","Not Hispanic or Latino: Black or African American only","5.21","2005","13","Under 65 years","4","24.8","0.8",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Hispanic origin and race","5","Not Hispanic or Latino: White only","5.22","2005","13","Under 65 years","4","8.5","0.3",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: Below 100%","6.11","2005","13","Under 65 years","4","45.7","0.9",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: 100%-199%","6.12","2005","13","Under 65 years","4","23.4","0.6",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: 100%-133%","6.121","2005","13","Under 65 years","4","30.6","1.1",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: 134%-199%","6.122","2005","13","Under 65 years","4","19.5","0.7",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: 200%-399%","6.13","2005","13","Under 65 years","4","6.6","0.3",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 65 years: 400% or more","6.14","2005","13","Under 65 years","4","1.5","0.1",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: Below 100%","6.21","2005","13","Under 19 years","1","69.4","1.2",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: 100%-199%","6.22","2005","13","Under 19 years","1","41.7","1.1",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: 100%-133%","6.221","2005","13","Under 19 years","1","51","1.9",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: 134%-199%","6.222","2005","13","Under 19 years","1","36.2","1.3",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: 200%-399%","6.23","2005","13","Under 19 years","1","13","0.6",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 19 years: 400% or more","6.24","2005","13","Under 19 years","1","2.9","0.4",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: Below 100%","6.31","2005","13","Under 18 years","2","71.2","1.2",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: 100%-199%","6.32","2005","13","Under 18 years","2","42.5","1.1",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: 100%-133%","6.321","2005","13","Under 18 years","2","52","1.9",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: 134%-199%","6.322","2005","13","Under 18 years","2","36.9","1.4",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: 200%-399%","6.33","2005","13","Under 18 years","2","13.3","0.6",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","Under 18 years: 400% or more","6.34","2005","13","Under 18 years","2","2.9","0.4",
"Medicaid coverage among persons under age 65 additional information added","Percent of population, crude","2","Age and percent of poverty level","6","18-64 years: Below 100%","6.41","2005","13","18-64 years","3","29.6","0.9",
