Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,2010 House Districts,2010 Senate Districts,Counties
Oregon Geographic Information Council Quarterly Meeting,,07/27/2022 01:00:00 PM,07/27/2022 03:30:00 PM,Virtual Teams Meeting,Salem,OR,https://www.oregon.gov/geo/Pages/ogic.aspx,yes,Rachel L. Smith,,rachel.l.smith@das.oregon.gov,,,,,,,true,https://teams.microsoft.com/l/meetup-join/19%3ameeting_OTk1OWIxZDgtZjY1OS00MmI5LWJhYmEtOGMyMDg1OTRlZjUz%40thread.v2/0?context=%7b%22Tid%22%3a%22aa3f6932-fa7c-47b4-a0ce-a598cad161cf%22%2c%22Oid%22%3a%221aef30b6-abff-43fb-80f6-857b7022ac63%22%7d,,,https://www.oregon.gov/geo/OGIC%20Documents/20220727_OGIC_Mtg_Agenda.pdf,,,,,,
Oregon Nurse Staffing Advisory Board Quarterly Meeting,NSAB Quarterly meeting,07/27/2022 01:00:00 PM,07/27/2022 04:00:00 PM,Zoom,Portland,OR,,Yes,Kimberly Voelker,971-803-0914,mailbox.nursestaffing@odhsoha.oregon.gov,,,,,,,,,,,www.healthoregon.org/nursestaffing (http://www.healthoregon.org/nursestaffing),,,,,,
Racial Justice Council | RJC Environmental Equity Committee Meeting,A monthly meeting for one of the Governor's committees.,07/27/2022 11:00:00 AM,07/27/2022 12:30:00 PM,Zoom,Salem,OR,,,Nolan,,Nolan.douglass@oregon.gov,,,,,,,,,,,,,,,,,
TIC Finance Committee ,Review of the agency's monthly financial reports and recommendations to the full Council on approved expenditures and contracts.,07/27/2022 11:00:00 AM,07/27/2022 12:00:00 PM,"Teams - 1500 Liberty St. SE, Suite 150, Salem, OR 97302",Salem,OR,,,Jessica Carbone,5033730155,jessica.carbone@tic.oregon.gov,,,,,,,,,,,,,,,,,
 OSATC (FRO) July 27 2022,,07/27/2022 09:00:00 AM,,"Remotely, Online",Portland,OR,,,Amy Pilikowski,,amy.pilikowski@boli.oregon.gov,,,,,,,true,https://teams.microsoft.com/l/meetup-join/19%3ameeting_ZjJjZDM4MGQtN2Y0OS00MmJlLWFmZDAtMGJjNDc5ODAxZjY1%40thread.v2/0?context=%7b%22Tid%22%3a%22aa3f6932-fa7c-47b4-a0ce-a598cad161cf%22%2c%22Oid%22%3a%22d4d0586f-d611-420e-8af8-f27ac37c6e21%22%7d%20,"+1 503-446-4951,,858364776#",858 364 776# ,https://www.oregon.gov/boli/apprenticeship/Pages/oregon-state-apprenticeship-and-training-council.aspx,,,,,,
Strategic Planning Committee,,07/26/2022 02:00:00 PM,07/26/2022 02:30:00 PM,Virtual ,Salem,OR,,,Elizabeth Boxall,5033730946,elizabeth.boxall@tic.oregon.gov,,,,,,,,,,,,,,,,,
Canceled Special Public Meeting UM 1930 Recommendation Regarding Use of Agent Subscription Model in the Community Solar Program,,07/26/2022 01:30:00 PM,07/26/2022 04:00:00 PM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,,,,
Assessment Price Set Call,,07/26/2022 12:00:00 PM,07/26/2022 12:30:00 PM,zoom,Portland,OR,,,Randi Alexander-Rolison,,oregonstrawberries@gmail.com,,,,,,,,https://zoom.us/j/96454077249,,,,,,,,,
Oregon Hemp Commission Administrative Rules Hearing,"Accepting comments on proposed rules Chapter 648, Division 10 (Assessments), 40 (Commissioner Per Diem), and 50 (Commission Ownership of Intellectual Property",07/26/2022 11:30:00 AM,07/26/2022 12:30:00 PM,Virtual,Portland,OR,,Yes,Kristyn Anderson,503-970-3260,kris.anderson@oda.oregon.gov,,,,,,,,https://oda.fyi/7nc,"+1 503-446-4951,,664892393#   ",664 892 393# ,,,,,,,
OregonServes Commission Executive Committee Meeting,,07/26/2022 11:00:00 AM,07/26/2022 12:00:00 PM,Online,Salem,OR,,Yes,Brittany,971 375 2761,brittany.e.melzer@hecc.oregon.gov,,,,,,,,,,,https://www.oregon.gov/highered/institutions-programs/workforce/Pages/oregon-volunteers-meetings.aspx,,,,,,
PCS Advisory Council Meeting,,07/26/2022 10:00:00 AM,07/26/2022 12:00:00 PM,Video Conference link on the agenda,Salem,OR,,,Tiffany Caldwell,,tiffany.caldwell@state.or.us,,,,Tiffany Caldwell,5039475716,tiffany.caldwell@state.or.us,,,,,,,,,,,
Possible Interviews for Executive Director,Possible Interviews for Executive Director,07/26/2022 10:00:00 AM,07/26/2022 04:00:00 PM,3218 Pringle Rd SE,Salem,OR,"This date is being set aside for the Board to conduct interviews for the executive director position. The Board may or not meet on this day. If interviews are not conducted on July 26th, they will be conducted at the August 3rd Board Meeting in executive session.",No,Howard Moyes,503-378-4034,howard.moyes@tax.oregon.gov,,,,,,,true,,,,,,,,,,
Public Meeting,,07/26/2022 09:30:00 AM,07/26/2022 11:30:00 AM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,,,,
Special Public Meeting Executive Session in ADV 1412 PacifiCorp's Advice No. 22-008,,07/26/2022 08:30:00 AM,07/26/2022 09:15:00 AM,Video Conference,Salem,OR,"Special Public Meeting
Executive Session 
ADV 1412 PacifiCorp's Advice No. 22-008
Executive Session Docket ADV 1412. The PUC will hold an executive session to consider written legal advice from counsel, information that is exempt from disclosure under ORS 192.660(2)(f). Executive sessions are closed to members of the public, except the news media. See ORS 192.610(2) and 192.660(1) & (3).
",,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,,,,
"Board Meeting - July 26 & 27, 2022","Oregon Watershed Enhancement Board will hold a hybrid 2-day board meeting, July 26 & 27 in Enterprise Or.",07/26/2022 08:00:00 AM,07/27/2022 01:00:00 PM,Hybrid,Enterprise,OR,"Eagle View Inn & Suites
1200 Highland Avenue
Enterprise, OR 97828","All comment requests should be sent to April Mack at April.mack@OWEB.oregon.gov no later than 4:00 p.m. Thursday, July 21.",April Mack,9713457001,april.mack@oweb.oregon.gov,,https://goo.gl/maps/3YprbAtd77MBkzzo9  (https://goo.gl/maps/3YprbAtd77MBkzzo9%20),,,,,,https://www.youtube.com/channel/UC0dl-TOwLt4Sp--i1KEa_OA.  (https://www.youtube.com/channel/UC0dl-TOwLt4Sp--i1KEa_OA.%20),,,https://www.oregon.gov/oweb/Documents/2022-Jul-Agenda.pdf,,,,,,
Financial Estimate Committee,,07/25/2022 01:00:00 PM,07/25/2022 02:00:00 PM,Virtual,Salem,OR,,No,Elections Division,503-986-1518,elections.sos@sos.oregon.gov,,,,,,,true,https://www.oregonlegislature.gov/citizen_engagement/Pages/NonLegislative_Video.aspx,,,https://sos.oregon.gov/elections/Pages/committee-meetings.aspx,,,,,,
Board of Electrologists and Body Art Practitioners Meeting,,07/25/2022 10:00:00 AM,07/25/2022 02:00:00 PM,"1430 Tandem Ave NE, Suite 180",Salem,OR,,,April Fleming,,april.fleming@dhsoha.state.or.us,,,,,,,,,,,,,,,,,
Board of Electrologists and Body Art Practitioners Meeting-Electrology Rules Advisory Committee Meeting,New meeting entry under current office name of Health Licensing Office,07/25/2022 10:00:00 AM,07/25/2022 01:00:00 PM,"1430 Tandem Ave NE, Suite 180",Salem,OR,,Yes,April Fleming,,april.fleming@dhsoha.state.or.us,,,,,,,,,503-934-3605,791607,https://www.oregon.gov/oha/PH/HLO/Board%20Meeting%20Documents/EBAP/2022/EBAP-Rules_Advisory_Committee_Meeting_Documents-07-25-2022.pdf,,,,,,
Quarterly Board Meeting,,07/25/2022 09:00:00 AM,07/25/2022 11:00:00 AM,conference call, Salem,OR,,,Jacki Fish,,jacki.fish@aclb.oregon.gov,,,,,,,,,,,,,,,,,
Restorative Justice Grant Advisory Committee Meeting ,Review/approval of Deschutes County and Conflict Artistry applications ,07/22/2022 01:30:00 PM,07/22/2022 02:30:00 PM,Remote/Microsoft Teams ,Salem,OR,"Please see CJC Calendar for login information.  
oregon.gov/cjc",Yes ,Jeni Deuchars ,,jeni.deuchars@cjc.oregon.gov ,,,,,,,,,,,,,,,,,
CPC Committee Meeting,,07/22/2022 01:00:00 PM,07/22/2022 03:00:00 PM,Morrow Crane Building –Video Conference ,Salem,OR,,,Randy Harnisch,503-378-5735,oregon.blsw@blsw.oregon.gov,,,,,,,,,,,,,,,,,
PERS Audit Committee Meeting ,,07/22/2022 12:00:00 PM,07/22/2022 01:30:00 PM,11410 SW 68th Parkway,Tigard,OR,Audit Committee meetings will begin directly after the PERS Board meeting. Start times may vary.,,Katie Brogan,,Kathryn.BROGAN@pers.oregon.gov,,,,,,,,,,,,,,,,,
Public Hearing for the Financing of Multi-Family Housing Development with Proceeds from the Sale of Tax-Exempt Revenue Bonds,TEFRA Hearing,07/22/2022 11:15:00 AM,07/22/2022 11:30:00 AM,725 Summer St NE Suite B,Salem,OR,,,Kathie Connor,,kathie.connor@hcs.oregon.gov,,,,,,,,,,,,,,,,,
Public Hearing for the Financing of Multi-Family Housing Development with Proceeds from the Sale of Tax-Exempt Revenue Bonds,TEFRA Hearing,07/22/2022 11:00:00 AM,07/22/2022 11:15:00 AM,725 Summer St NE Suite B,Salem,OR,,,Kathie Connor,,kathie.connor@hcs.oregon.gov,,,,,,,,,,,,,,,,,
Public Hearing for the Financing of Multi-Family Housing Development with Proceeds from the Sale of Tax-Exempt Revenue Bonds,TEFRA Hearing,07/22/2022 10:45:00 AM,07/22/2022 11:00:00 AM,725 Summer St NE Suite B,Salem,OR,,,Kathie Connor,,kathie.connor@hcs.oregon.gov,,,,,,,,,,,,,,,,,
Public Hearing for the Financing of Multi-Family Housing Development with Proceeds from the Sale of Tax-Exempt Revenue Bonds,TEFRA Hearing,07/22/2022 10:30:00 AM,07/22/2022 10:45:00 AM,725 Summer St NE Suite B,Salem,OR,,,Kathie Connor,,kathie.connor@hcs.oregon.gov,,,,,,,,,,,,,,,,,
Oregon State Lottery Commission Meeting,Monthly commission meeting,07/22/2022 10:00:00 AM,07/22/2022 12:00:00 PM,Live stream,Live stream,OR,"Commissioners will attend the July 22, 2022 OSL Commission Meeting via web meeting/telephone.

Written public comment will be accepted and provided to the commissioners. Comments under three minutes will be read. Comments longer than three minutes will be summarized during the meeting to be entered into the record. All submitted public comments will also be posted in their entirety on the meeting webpage and will become part of the permanent record.

Public comment can be submitted via email to Lottery.Commissioners@lottery.oregon.gov or mailed to OSL Commission-Public Comment, PO Box 12649, Salem, OR 97309. Please include your name.  If you mail public comment, please allow ample delivery time and have your comment to the office by 5 pm on Wed., July 20.  Comments received after this date will be provided to the commissioners but may not be included in the public comment portion of the meeting.
","Yes, written comment only",Alisa Zavala,5035401490,alisa.zavala@lottery.oregon.gov,,,,Alisa Zavala,503-540-1490,alisa.zavala@lottery.oregon.gov,,https://www.oregonlottery.org/about/how-we-operate/commission-and-director-info/,,,https://www.oregonlottery.org/about/how-we-operate/commission-and-director-info/,,,,,,
Quarterly Board Meeting,,07/22/2022 09:00:00 AM,07/22/2022 11:00:00 AM,ZOOM meeting Only,Portland,OR,,,Stacy Katler,9716730216,stacy.l.katler@state.or.us,,,,,,,,,,,,,,,,,
PERS Board Meeting ,,07/22/2022 09:00:00 AM,07/22/2022 12:00:00 PM,11410 SW 68th Parkway,Tigard,OR,,,Katie Brogan,,Kathryn.BROGAN@pers.oregon.gov ,,,,,,,,,,,,,,,,,
Area Trauma Advisory Board - 2 (ATAB 2),,07/21/2022 06:00:00 PM,07/21/2022 09:00:00 PM,Audio and videoconference,Videoconference,OR,,,Stella Rausch-Scott,,stella.m.rausch-scott@dhsoha.state.or.us,,,https://www.oregon.gov/oha/PH/ProviderPartnerResources/EMSTraumaSystems/TraumaSystems/Pages/atab.aspx,,,,,,,,https://www.oregon.gov/oha/PH/ProviderPartnerResources/EMSTraumaSystems/TraumaSystems/Pages/atab.aspx,,,,,,
Special Public Meeting UM 2178 Natural Gas Fact Finding ,,07/21/2022 01:30:00 PM,07/21/2022 03:30:00 PM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,,,,
Oregon Commission on Historic Cemeteries Regular meeting,Regular meeting of the commission. Public comment is welcome. ,07/21/2022 01:00:00 PM,07/21/2022 04:00:00 PM,Teleconference,Salem,OR,,Yes,Kuri Gill,503-986-0685,kuri.gill@oprd.oregon.gov,,,,Denise Warburton,,Denise.warburton@oregon.gov,true,https://us06web.zoom.us/webinar/register/WN_LdY8zugTRp-jzYd2-_LmiA,,,https://www-auth.oregon.gov/oprd/OH/Documents/2022JulyConCallOCHCAgenda.pdf,,,,,,
Commission Meeting - Statewide Law Enforcement Standards of Conduct & Discipline,,07/21/2022 01:00:00 PM,07/21/2022 03:00:00 PM,Zoom,Virtual,OR,,,Toni Kemple,,ORLawEnfCommission@doj.state.or.us,,,,,,,,,,,,,,,,,
Safe Routes to School Advisory Committee (SRAC),,07/21/2022 01:00:00 PM,07/21/2022 04:00:00 PM,Zoom (virtual meeting),Salem,OR,,Yes,LeeAnne Fergason,5039108994,LeeAnne.Fergason@odot.oregon.gov,,,,,,,true,https://us02web.zoom.us/j/88572984756?pwd=ZHBKbzd2MlljUldFanpKWjJjUGFnZz09,,,,,,,,,
Public hearing on proposed rule amendment,A proposed rule amendment to OAR 462-220-0030 (3)(c) would amend language to provide additional minimum requirements for responsible wagering programs for hub operators licensed in Oregon.  ,07/21/2022 11:00:00 AM,07/21/2022 12:00:00 PM,via Zoom,Portland,OR,"Join Zoom Meeting 
https://us06web.zoom.us/j/83261856143?pwd=VWs3a1lNVkx0TWlCdzhBMThCK1hSQT09 
Meeting ID: 832 6185 6143 
Passcode: fden9Y 
Dial by your location 
        +1 346 248 7799 US (Houston) 
        +1 720 707 2699 US (Denver) 
        +1 253 215 8782 US (Tacoma) 
        +1 312 626 6799 US (Chicago) 
        +1 646 558 8656 US (New York) 
        +1 301 715 8592 US (Washington DC) 
Meeting ID: 832 6185 6143 
Passcode: 567011 
",yes,Karen Pate,971-673-0211,karen.pate@orc.oregon.gov,,,,,,,true,https://us06web.zoom.us/j/83261856143?pwd=VWs3a1lNVkx0TWlCdzhBMThCK1hSQT09,,,,,,,,,
"Transfer Council Meeting July 21, 2022",,07/21/2022 10:00:00 AM,07/21/2022 12:30:00 PM,https://bluecc.zoom.us/j/94939686079,Salem,OR,,yes,Jennifer Markey,503-979-5162,jennifer.markey@hecc.oregon.gov,,,https://bluecc.zoom.us/j/94939686079,Jennifer Markey,503-979-5162,jennifer.markey@hecc.oregon.gov,,https://bluecc.zoom.us/j/94939686079,346 248 7799,949 3968 6079,https://www.oregon.gov/highered/about/Pages/current-materials.aspx,,,,,,
OFRI Board Meeting,,07/21/2022 09:00:00 AM,07/21/2022 02:00:00 PM,"Peavy Hall, Oregon State University",Corvallis,OR,,,Kathy Storm,,storm@ofri.org,,,,,,,,,,,,,,,,,
Regular Board Meeting,"July 21, 2022 Public Board Meeting",07/21/2022 08:30:00 AM,07/21/2022 03:30:00 PM,"OBCE Admin Office, 530 Center St NE, Ste 620",Salem,OR,,"Yes, with sign up pre-meeting","Cass McLeod-Skinner, Executive Director",,cass.mcleod-skinner@obce.oregon.gov,,,,ADA Accessible,,,true,https://us06web.zoom.us/j/89906583151?pwd=M3hBaDkvUXEvQnBnSXBsaGRLbXZaQT09,,,https://www.oregon.gov/obce/Documents/Agenda_20220721.pdf,,,,,,
Land Conservation and Development Commission (LCDC) meeting,,07/21/2022 08:30:00 AM,07/22/2022 05:00:00 PM,"Hybrid Meeting (Salem and Virtual) Basement Hearing Room, Department of Agriculture Building. 635 Capitol St NE, Salem, OR 97301​",Salem,OR,"Reminder: Climate Friendly and Equitable Communities Rulemaking: written comments will be accepted through 11:59 p.m. July 1, 2022. Email: esther.johnson@dlcd.oregon.gov​. Oral testimony will not be accepted at the meeting.​​

More information/links:
https://www.oregon.gov/lcd/Commission/Pages/Meetings.aspx",,Esther Johnson,,esther.johnson@dlcd.oregon.gov,,,,,,,,,,,,,,,,,
Regular Board Meeting,,07/20/2022 06:00:00 PM,07/20/2022 08:00:00 PM,Clover Ridge School,Albany,OR,,,Lisa Schoen,541-812-2601,lisa.schoen@lblesd.k12.or.us,,,,,,,,,,,,,,,,,
Board of Directors Organizational Meeting,,07/20/2022 06:00:00 PM,07/20/2022 08:00:00 PM,101 North Grape Street,Medford,OR,,,Jessica Bach,541-776-8590,jessica_bach@soesd.k12.or.us,,,,,,,,,,,http://www.soesd.k12.or.us/agendas-minutes/,,,,,,
HB 2100 Task Force Meeting,,07/20/2022 05:00:00 PM,07/20/2022 06:30:00 PM,Microsoft Teams,Salem,OR,,No,Leann Knapp,971 720 8616,leann.knapp@hcs.oregon.gov,,,,,,,,https://gcc02.safelinks.protection.outlook.com/ap/t-59584e83/?url=https%253A%252F%252Fteams.microsoft.com%252Fl%252Fmeetup-join%252F19%25253ameeting_NDY3YzY0MjUtZDAyMC00ZTg3LWE0NmYtZDA0ZWViZDQwMTJj%252540thread.v2%252F0%253Fcontext%253D%25257b%252522Tid%252522%25253a%252522cf90b97b-be46-4a00-9700-81ce4ff1b7f6%252522%25252c%252522Oid%252522%25253a%2525229929ab59-d8a5-4ee9-8bb7-3cceb3949aea%252522%25257d&data=05%257C01%257CLeann.KNAPP%2540hcs.oregon.gov%257Cae3cf2dc60314e5da46308da4a3d89bd%257Caa3f6932fa7c47b4a0cea598cad161cf%257C0%257C0%257C637903925426422951%257CUnknown%257CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%253D%257C3000%257C%257C%257C&sdata=y53Xbcyu5DNYdwscYVjqhPGHDEI9I7esZwX7Fie5daM%253D&reserved=0,+1 571-348-5774,878108049#,https://www.oregon.gov/ohcs/get-involved/Documents/HB%202100%20Task%20Force%20Agenda-%20July%2020%2c%202022.pdf,,,,,,
Admin Rules - Public Hearing - Energy Conservation Helping Oregonians (ECHO) Weatherization,,07/20/2022 02:30:00 PM,07/20/2022 03:00:00 PM,Join Zoom Meeting https://us02web.zoom.us/j/85494013212 Meeting ID: 854 9401 3212,Salem,OR,"Join Zoom Meeting
https://us02web.zoom.us/j/85494013212
Meeting ID: 854 9401 3212
One tap mobile
+12532158782,,85494013212# US (Tacoma)
+13462487799,,85494013212# US (Houston)",Yes,Jacqueline Ladewig,9713010359,jacqueline.ladewig@hcs.oregon.gov,,,,,,,,https://us02web.zoom.us/j/85494013212,,,,,,,,,
Racial Justice Council ,A monthly meeting for the Governor's Racial Justice Council,07/20/2022 02:00:00 PM,07/20/2022 04:00:00 PM,Zoom,Salem,OR,,,Nolan,,nolan.douglass@oregon.gov,,,,,,,,https://us06web.zoom.us/webinar/register/WN_43yTXYlVTW6M9_QRvAX_Kg,,,,,,,,,
Workforce & Talent Development Board Executive Committee Meeting,,07/20/2022 01:30:00 PM,07/20/2022 03:00:00 PM,Virtual,salem,OR,,,Sydney King,,owigeneral@hecc.oregon.gov,,,,,,,,,,,https://www.oregon.gov/workforceboard/board/Pages/publicmeetings.aspx,,,,,,
Growth Board Meeting,,07/20/2022 01:00:00 PM,07/20/2022 04:00:00 PM,Video Call Only,Portland,OR,,,Ricardo Lopez,,ricardo.lopez@biz.oregon.gov,,,,,,,true,https://www.oregon.gov/biz/aboutus/boards/OGB/Pages/schedule.aspx,,,https://www.oregon.gov/biz/aboutus/boards/OGB/Pages/schedule.aspx,,,,,,
