"agency","short_description","start_date_time","end_date_time","meeting_location","city","state","details","public_comment_accepted","contact_name","phone_number","contact_email","web_link","map_link","calendar_link","ada_contact","ada_contact_phone","ada_contact_email","webinar","call_in_phone_number","call_in_access_code","agenda"
"Aviation Department","Aviation Review Committee (ARC) Meeting","2020-01-15T10:00:00.000","2020-01-15T11:00:00.000","Oregon Department of Aviation, 3040 25th Street SE","Salem","OR","The Aviation Review Committee (ARC) will be meeting to review and make recommendations for funding of 2019-20 COAR grants and 2020-21 SOAR projects. These recommendations will later be provided to the State Aviation Board for final approval at the February 11, 2020 board meeting.

Participation for this meeting will be in person at ODA and via teleconference through the GoToMeeting website.

In person:
January 15, 2020 at 10:00 AM
Oregon Department of Aviation
3040 25th Street SE
Salem, OR 97302

Teleconference from your computer, tablet or smartphone.
https://www.gotomeet.me/ODACOARGrants 
United States: +1 (646) 749-3122 
Access Code: 686-343-221","","Nohemi Ramos","","nohemi.ramos@aviation.state.or.us",," ()"," ()","","","",,"+1 (646) 749-3122","686-343-221"," ()"
"Aviation Department","February 2020 Oregon State Aviation Board Meeting","2020-02-11T11:30:00.000","2020-02-11T15:30:00.000","Salem Convention Center 201 Liberty Street SE Salem, OR 97301"," Salem","OR","The Oregon Aviation Board will be holding a board meeting Thursday, February 11, 2020 at 11:30 AM. This meeting will be held at Salem Convention Center located in Salem, Oregon. The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation. Members of the public are welcome to attend the board meeting.","Yes","Mary Buell","503-378-2217","mary.buell@aviation.state.or.us",," ()"," ()","","","",,"888-251-2909","5634428"," ()"
"Aviation Department","January 2020 Oregon Aviation Board Meeting","2020-01-09T10:00:00.000","2020-01-09T14:00:00.000","Oregon Department of Aviation, 3040 25th Street SE","Salem","OR","The Oregon Aviation Board will be holding a board meeting Thursday, January 9, 2020 from 10:00 AM to 2:00 PM at the Oregon Department of Aviation located in Salem, Oregon. The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.","Yes","Mary Buell","5033782217","mary.buell@aviation.state.or.us",,"https://goo.gl/maps/f26Kc9HxCcawvWXs9 (https://goo.gl/maps/f26Kc9HxCcawvWXs9)","https://www.oregon.gov/aviation/AVB/Pages/AVB.aspx (https://www.oregon.gov/aviation/AVB/Pages/AVB.aspx)",,,,"true","8882512909","5634428",
"Aviation Department","December 2019 Oregon State Aviation Board Meeting","2019-12-05T10:00:00.000","2019-12-05T14:30:00.000","Oregon State University, Memorial Union, Room 104 2501 SW Jefferson Way"," Corvallis","OR","The Oregon Aviation Board will be holding a board meeting Thursday, December 5, 2019 10:00 a.m. This meeting will be held at Oregon State University, Memorial Union Room 104 located in Corvallis, Oregon. The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation. Members of the public are welcome to attend the board meeting.","Yes","Mary Buell","5033782217","mary.buell@aviation.state.or.us",,"https://goo.gl/maps/MnXcGYFDGTiWK5H67 (https://goo.gl/maps/MnXcGYFDGTiWK5H67)",,,,,"true","8882512909","5634428",
"Aviation Department","September 2015 Meeting of the Oregon State Aviation Board","2015-09-15T09:30:00.000","2015-09-15T11:30:00.000","Aurora State Airport"," Aurora","OR","The Oregon Aviation Board will be holding a board meeting Tuesday, September 15, 2015, from 9:30 a.m. to 11:30 a.m. This meeting will be held at Aurora State Airport (UAO) in the Columbia Aviation Association clubhouse located at 14323 Stenbock Way N.E. Access to the clubhouse is through the purple gate. The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.","Yes","Roger Sponseller","503-378-2211","roger.sponseller@state.or.us",,,,,,,,,,
"Aviation Department","October 2015 Teleconference of the Oregon State Aviation Board","2015-10-09T08:30:00.000","2015-10-09T09:30:00.000","Teleconference","Teleconference","OR","The Oregon Aviation Board will be holding a teleconference board meeting on Friday, October 9, 2015, from 8:30 a.m. to 9:30 a.m. The dial-in phone number is 1-866-244-8528, participant code 576475. 

The Aviation Board is a seven-member body that gives policy guidance and oversight to the Oregon Department of Aviation.

Members of the public are welcome to participate in the board teleconference.
","Yes","Roger Sponseller","503-378-4880","roger.sponseller@state.or.us",,,,,,,,,,
"Aviation Department","May Meeting of the Oregon State Aviation Board","2015-05-12T10:00:00.000","2015-05-12T13:30:00.000","Multnomah Room, PDX Conference Center"," Portland","OR","The Oregon Aviation Board will be holding a board meeting Tuesday, May 12, 2015, from 10:00 a.m. to 1:30 p.m.  This meeting will be held at Portland International Airport (PDX) in the Multnomah Room located within the conference center inside the airport terminal building.  The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.","Yes","Roger Sponseller","503-378-2211","roger.sponseller@state.or.us",,,,,,,,,,"http://www.oregon.gov/aviation/docs/agendas/AVB_15_05_12_Agenda.pdf"
"Aviation Department","February Meeting of the Oregon State Aviation Board","2015-02-19T11:00:00.000","2015-02-19T14:00:00.000","St. Helens Room ""B"" - PDX Conference Center"," Portland","OR","The Oregon Aviation Board will be holding a board meeting Thursday, February 19, 2015, from 11:00 a.m. to 2:00 p.m. This meeting will be held at Portland International Airport (PDX) in the St. Helens “B” conference room located within the conference center inside the airport terminal building. The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.","Yes","Roger Sponseller","503-378-2211","roger.sponseller@state.or.us",,,,,,,,,,
"Aviation Department","October Meeting of the Oregon State Aviation Board","2014-10-16T10:00:00.000","2014-10-16T14:00:00.000","Multnomah Room - PDX Conference Center"," Portland","OR","The Oregon State Aviation Board will be holding a board meeting Thursday, October 16, 2014, from 10:00 a.m. to 2:00 p.m.  This meeting will be held at Portland International Airport (PDX) in the Multnomah Room located within the conference center inside the airport terminal building.  The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation..","Yes","Roger Sponseller","503-378-2211","roger.sponseller@state.or.us",,,,,,,,,,"http://www.oregon.gov/aviation/docs/agendas/Agenda_14_10_16.pdf (http://www.oregon.gov/aviation/docs/agendas/Agenda_14_10_16.pdf)"
"Aviation Department","March Meeting of the Oregon State Aviation Board","2015-03-09T16:00:00.000","2015-03-09T19:00:00.000","Salem Conference Center","Salem","OR","The Oregon State Aviation Board will be holding a board meeting Monday, March 9, 2015, from 4:00 p.m. to 7:00 p.m.  This meeting will be held at Salem Conference Center located in downtown Salem, Oregon.  The Aviation Board is a seven-member body that gives policy guidance and oversight to the Oregon Department of Aviation.","Yes","Roger Sponseller","503-378-2211","roger.sponseller@state.or.us",,,,,,,,,,
"Aviation Department","December Meeting of the Oregon State Aviation Board","2015-12-08T11:00:00.000","2015-12-08T14:00:00.000","Portland International Airport Conference Center","Portland","OR","The Oregon Aviation Board will be holding a board meeting Tuesday, December 8, 2015, from 11:00 a.m. to 2:00 p.m.  This meeting will be held at Portland International Airport (PDX) in the Multnomah Room located within the conference center inside the airport terminal building.  The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.","Yes","Roger Sponseller","503-378-4880","Roger.Sponseller@state.or.us",,,,,,,,,,
"Aviation Department",,"2018-10-18T12:00:00.000","2018-10-18T16:00:00.000","Salem Municipal Airport, Airport Terminal, 2990 25th St SE","Salem","OR","The Oregon Aviation Board will be holding a board meeting Thursday, October 18, 2018, from 12:00 p.m. to 4:00 p.m at the Salem Municipal Airport Terminal located in Salem, Oregon. The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.",,"Mary Buell","5033782217","mary.bornstedt@aviation.state.or.us",,,,,,,,,,"https://www.oregon.gov/aviation/Aviation%20Board%202018/AVB_2018_10_18_Agenda%20%28FINAL%29.pdf (https://www.oregon.gov/aviation/Aviation%20Board%202018/AVB_2018_10_18_Agenda%20%28FINAL%29.pdf)"
"Aviation Department","Oregon State Aviation Board February 2019 Meeting","2019-02-12T13:00:00.000","2019-02-12T15:00:00.000","Salem Convention Center, 200 Commercial St SE"," Salem","OR","The Oregon Aviation Board will be holding a board meeting Friday, February 12, 2019, from 1:00 p.m. to 3:00 p.m at the ODA/OAMA Spring Conference in the Salem Convention Center located in Salem, Oregon. The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.","Yes","Mary Buell","5033782217","mary.buell@aviation.state.or.us",,,,,,,,"(888) 251-2909 ","5634428",
"Aviation Department","June 2016 Meeting of the Oregon State Aviation Board","2016-06-29T10:00:00.000","2016-06-29T14:00:00.000","St. Helens ""A"" Conference Room - PDX Conference Center","Portland","OR","The Oregon Aviation Board will be holding a board meeting Wednesday, June 29, 2016, from 10:00 a.m. to 2:00 p.m.  This meeting will be held at Portland International Airport (PDX) in the St. Helens “A” Conference Room located within the conference center inside the airport terminal building.  The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.","Yes","Roger Sponseller","503-378-4880","roger.sponseller@state.or.us",,,,,,,,,,"http://www.oregon.gov/aviation/docs/meetings/AVB_16_06_29_Agenda.pdf (http://www.oregon.gov/aviation/docs/meetings/AVB_16_06_29_Agenda.pdf)"
"Aviation Department","ODA is hosting a community meeting regarding the Pacific City Airport to receive input from the community.","2018-03-09T18:30:00.000","2018-03-09T20:30:00.000","34600 Cape Kiwanda Dr","Pacific City","OR","ODA is hosting a community meeting regarding the Pacific City Airport to receive input from the community.","Yes","Mary Bornstedt","(503)378-2217","mary.bornstedt@aviation.state.or.us",,,,,,,,,,
"Aviation Department",,"2018-09-20T13:00:00.000","2018-09-20T16:00:00.000","Salem Municipal Airport, Airport Terminal, 2990 25th St SE"," Salem","OR","The Oregon Aviation Board will be holding a board meeting Thursday, September 20, 2018, from 1:00 p.m. to 4:00 p.m in conjunction with OAMA. This meeting will be held at the Salem Municipal Airport Terminal located in Salem, Oregon. The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.","Yes","Mary Bornstedt","(503)378-2217","mary.bornstedt@aviation.state.or.us",,,,,,,,"(888) 251-2909","5634428",
"Aviation Department","February 2018 meeting of the Oregon State Aviation Board","2018-02-13T12:00:00.000","2018-02-13T16:00:00.000","Salem Conference Center - Willamette Ballroom"," Salem","OR","The Oregon State Aviation Board will be holding a board meeting Monday, February 13, 2018 from 12:00 p.m. to 4:00 p.m. This meeting will be held at Willamette Ballroom of the Salem Conference Center located in downtown Salem, Oregon. The Aviation Board is a seven-member body that gives policy guidance and oversight to the Oregon Department of Aviation.","Yes","Mary Bornstedt","(503)378-2217","mary.bornstedt@aviation.state.or.us",,,,,,,,,,
"Aviation Department","June 2016 Meeting of the Oregon State Aviation Board","2016-06-29T10:00:00.000","2016-06-29T14:00:00.000","St. Helens ""A"" Conference Room - PDX Conference Center","Portland","OR","The Oregon Aviation Board will be holding a board meeting Wednesday, June 29, 2016, from 10:00 a.m. to 2:00 p.m.  This meeting will be held at Portland International Airport (PDX) in the St. Helens “A” Conference Room located within the conference center inside the airport terminal building.  The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.","Yes","Roger Sponseller","503-378-4880","roger.sponseller@state.or.us",,,,,,,,,,"http://www.oregon.gov/aviation/docs/meetings/AVB_16_06_29_Agenda.pdf (http://www.oregon.gov/aviation/docs/meetings/AVB_16_06_29_Agenda.pdf)"
"Aviation Department","March 2018 meeting of the Oregon State Aviation Board","2018-03-15T09:00:00.000","2018-03-15T12:00:00.000","Rogue Valley International-Medford Airport"," Medford","OR","The Oregon Aviation Board will be holding a board meeting Thursday, March 15, 2018, from 9:00 a.m. to 12:00 p.m. This meeting will be held at the Rogue Valley International-Medford Airport in the Conference Room located in Medford, Oregon. The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.","Yes","Mary Bornstedt","(503)378-2217","mary.bornstedt@aviation.state.or.us",,,,,,,,"(888) 251-2909","5634428","http://www.oregon.gov/aviation/docs/AVB_2018_03_15_Agenda.pdf (http://www.oregon.gov/aviation/docs/AVB_2018_03_15_Agenda.pdf)"
"Aviation Department","June 2016 Meeting of the Oregon State Aviation Board","2016-06-29T10:00:00.000","2016-06-29T14:00:00.000","St. Helens Conference Room ""A"" - PDX Conference Center"," Portland","OR","The Oregon Aviation Board will be holding a board meeting Wednesday, June 29, 2016, from 10:00 a.m. to 2:00 p.m.  This meeting will be held at Portland International Airport (PDX) in the St. Helens “A” Conference Room located within the conference center inside the airport terminal building.  The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.","Yes","Roger Sponseller",,"roger.sponseller@state.or.us",,,,,,,,,,"http://www.oregon.gov/aviation/docs/meetings/AVB_16_06_29_Agenda.pdf (http://www.oregon.gov/aviation/docs/meetings/AVB_16_06_29_Agenda.pdf)"
"Aviation Department","January 2018 meeting of the Oregon State Aviation Board","2018-01-18T11:00:00.000","2018-01-18T14:00:00.000","Portland International Airport (PDX) Conference Center, Multnomah Conference Room"," Portland","OR","The Oregon Aviation Board will be holding a board meeting Thursday, January 18, 2018, from 11:00 p.m. to 2:00 p.m.  This meeting will be held at Portland International Airport (PDX) in the Multnomah Conference Room located within the conference center inside the airport terminal building.  The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.","Yes","David Astorga","5033782211","david.astorga@aviation.state.or.us",,,,,,,,,,"http://www.oregon.gov/aviation/docs/AVB_18_01_18_Agenda-%20Final.pdf (http://www.oregon.gov/aviation/docs/AVB_18_01_18_Agenda-%20Final.pdf)"
"Aviation Department","September Meeting of the Oregon State Aviation Board","2016-09-01T10:00:00.000","2016-09-01T14:00:00.000","Multnomah Room, PDX Conference Center, Portland Int. Airport"," Portland","OR","The Oregon Aviation Board will be holding a board meeting Thursday, September 1, 2016, from 10:00 a.m. to 2:00 p.m.  This meeting will be held at Portland International Airport (PDX) in the Multnomah Conference Room located within the conference center inside the airport terminal building.  The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.","Yes","Roger Sponseller","503-378-4880","Roger.Sponseller@state.or.us",,,,,,,,,,
"Aviation Department","This is a meeting of the Oregon State Aviation Board","2016-04-22T10:00:00.000","2016-04-22T14:00:00.000","Umatilla Room, PDX Conference Center","Portland","OR","The Oregon Aviation Board will be holding a board meeting Friday, April 22, 2016, from 10:00 a.m. to 2:00 p.m.  This meeting will be held at Portland International Airport (PDX) in the Umatilla Room located within the conference center inside the airport terminal building.  The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.","Yes","Roger Sponseller","503-378-4880","roger.sponseller@state.or.us",,,,,,,,,,
"Aviation Department","Oregon State Aviation Board Retreat","2016-05-16T09:00:00.000","2016-05-16T14:00:00.000","Salishan Spa & Resort ","Lincoln City","OR","The Oregon Aviation Board will be holding a retreat Monday, May 16, 2016, from 9:00 a.m. to 2:00 p.m.  This retreat will be held in Lincoln City, Oregon at the Salishan Spa & Resort in the Lincoln/Pine Conference Room.  The Aviation Board is a seven-member body that gives policy guidance and oversight to the Oregon Department of Aviation.","Yes","Roger Sponseller","503-378-4880","Roger.Sponseller@state.or.us",,,,,,,,,,
"Aviation Department","Oregon State Aviation Board January 2019 Meeting","2019-01-18T10:00:00.000","2019-01-18T14:00:00.000","Oregon Department of Aviation, 3040 25th Street SE","Salem","OR","The Oregon Aviation Board will be holding a board meeting Friday, January 18, 2019, from 10:00 a.m. to 2:00 p.m at the Oregon Department of Aviation located in Salem, Oregon. The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.","yes","Mary Buell","(503) 385-3934","mary.buell@aviation.state.or.us",,,,,,,,"(888) 251-2909","5634428",
"Aviation Department","Meeting of the Oregon State Aviation Board","2016-03-01T10:00:00.000","2016-03-01T16:00:00.000","Port of Portland HQ Building at Portland Intl Airport (PDX)"," Portland","OR","The Oregon Aviation Board will be holding a board meeting Tuesday, March 1, 2016 from 10:00 a.m. to 4:00 p.m.  This meeting will be held at Portland International Airport (PDX) in the Chinook Conference Room located within the Port of Portland’s Headquarters building.  The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.","Yes","Roger Sponseller","503-378-4880","Roger.Sponseller@state.or.us",,,,,,,,,,
"Aviation Department",,"2016-10-27T10:00:00.000","2016-10-27T14:00:00.000","Multnomah Room, PDX Conference Center","Portland","OR","The Oregon Aviation Board will be holding a board meeting Thursday, October 27, 2016, from 10:00 a.m. to 2:00 p.m.  This meeting will be held at Portland International Airport (PDX) in the Multnomah Conference Room located within the conference center inside the airport terminal building.  The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.","Yes","Roger Sponseller","504-378-4880","Roger.Sponseller@state.or.us",,,,,,,,,,
"Aviation Department","May 2018 meeting of the Oregon State Aviation Board","2018-05-17T10:00:00.000","2018-05-17T13:00:00.000","Western Antique Aeroplane & Automobile Museum (WAAAM), 1600 Air Museum Road, Hood River, OR 97031"," Hood River","OR","The Oregon Aviation Board will be holding a board meeting Thursday, May 17, 2018, from 10:00 a.m. to 1:00 p.m. This meeting will be held at the Western Antique Aeroplane & Automobile Museum (WAAAM) located in Hood River, Oregon. The Aviation Board is a seven member body that gives policy guidance and oversight to the Oregon Department of Aviation.","Yes","Mary Bornstedt","5033782217","mary.bornstedt@aviation.state.or.us",,,,,,,,"(888) 251-2909"," 5634428","http://www.oregon.gov/aviation/Pages/AVB_18_05_17.aspx (http://www.oregon.gov/aviation/Pages/AVB_18_05_17.aspx)"
