"reference_no_","status","date_open","date_closed","respondent","address_1","address_2","city","state","zip","contactflagonaddr1","business_type","complaint_description","closing_description","location_by_zip","geo_data_location"
"FF5246-19","Closed","2019-10-15T00:00:00.000","2019-11-19T00:00:00.000","HSI SECURITY SYSTEMS, INC","3424 NE 35TH AVE",,"PORTLAND","OR","97212",,"Security Systems Services, except Locksmiths","Collected or attempted to collect for goods or services the complainant never ordered","Reviewed and Closed","
,  97212
(45.544114, -122.643657)",
"FF5231-19","Closed","2019-10-15T00:00:00.000","2019-10-15T00:00:00.000","WYNDHAM VACATION OWNERSHIP INC*","CONSUMER AFFAIRS","6277 SEA HARBOR DRIVE","ORLANDO","FL","32821",,"Recreation: Timeshares","Acted unconscionably by employing unfair and overly aggressive sales tactics","Referred Complainant Elsewhere","
,  32821
(28.38873, -81.477513)",
"FF5241-19","Closed","2019-10-15T00:00:00.000","2019-10-15T00:00:00.000","TAZAHAN.COM","11923 NE SUMNER ST STE 830477",,"PORTLAND","OR",,,"Telecommunications: Internet Related Business","Business versus Business","Information Only",,
"FF5233-19","Closed","2019-10-15T00:00:00.000","2019-10-15T00:00:00.000","XTREME AMATEUR GAMES","619 S. MADISON ST. STE. 100",,"OREGON CITY","OR","97045",,"Performing Arts: Promoters of Entertainment Events w/o Facility","Failed to deliver goods, services or refund despite demand by complainant","DOJ has No Jurisdiction","
,  97045
(45.335936, -122.554514)",
"FF5225-19","Closed","2019-10-15T00:00:00.000","2019-10-17T00:00:00.000","FRONTIER COMMUNICATIONS NORTHWEST INC*","CONSUMER RELATIONS DEPT","1398 SOUTH WOODLAND BLVD","DELANO","FL","32720",,"Telecommunications: Internet Retailer","Complainant suffered damage/injury beyond the original transaction - ""consequential"" damages","Voluntarily Resolved","
,  32720
(29.02782, -81.344851)",
"FF5234-19","Closed","2019-10-15T00:00:00.000","2019-11-01T00:00:00.000","ACE AUTOMOTIVE CONSULTING LLC*","16625 SW ASTOR AVE",,"LAKE OSWEGO","OR","97035",,"Autos: Used Car Dealers","False or misleading representation of the identity of the respondent","Information Only","
,  97035
(45.414576, -122.725679)",
"FF5229-19","Closed","2019-10-15T00:00:00.000","2019-12-27T00:00:00.000","FRED MEYER INC*","PO BOX 42121",,"PORTLAND","OR","97242",,"Department Stores","False or misleading representation of a particular standard, quality, grade, model or style","Voluntarily Resolved","
,  97242
(45.516018, -122.681425)",
"FF5248-19","Closed","2019-10-15T00:00:00.000","2019-10-15T00:00:00.000","SOCIAL SECURITY IMPOSTER",,,,,,,"Fraudulent Entity","False or misleading representation of the identity of the respondent","Information Only",,
"FF5232-19","Closed","2019-10-15T00:00:00.000","2019-10-24T00:00:00.000","RON TONKIN HONDA*","300 SE 122ND AVE",,"PORTLAND","OR","97233",,"Autos: New car dealer selling USED cars","Failed to disclose prior damage or other material defect","Voluntarily Resolved","
,  97233
(45.514346, -122.500779)",
"FF5227-19","Closed","2019-10-15T00:00:00.000","2019-10-15T00:00:00.000","TAYLOR AND TAYLOR PAINTING","602 WOODLAND  AVE",,"GEARHART","OR","97138",,"Construction Contractors, Painting & Wall Covering","General allegation of unlawful conduct","Referred Complainant Elsewhere","
,  97138
(45.894159, -123.676483)",
"FF5213-19","Closed","2019-10-14T00:00:00.000","2019-12-13T00:00:00.000","ON TRACK AUTO TRUCKS & TIRE LLC","2540 NE 2ND STREET",,"BEND","OR","97701",,"Repair: Automotive Mechanical & Electrical","Failed to deliver goods, services or refund despite demand by complainant","Reviewed and Closed","
,  97701
(44.109551, -121.302315)",
"FF5198-19","Closed","2019-10-14T00:00:00.000","2019-10-14T00:00:00.000","ADVANTAGE MEDIA PARTNERS LLC","8700 SW CREEKSIDE PL SUITE C",,"BEAVERTON","OR","97008",,"Advertising Agency","Failed to fulfill contract","DOJ has No Jurisdiction","
,  97008
(45.460518, -122.806409)",
"FF5207-19","Closed","2019-10-14T00:00:00.000","2019-10-29T00:00:00.000","AT&T MOBILITY LLC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, RM 1110","DALLAS","TX","75202",,"Telecommunications: Satellite","Failed to deliver goods, services or refund despite demand by complainant","Voluntarily Resolved","
,  75202
(32.779989, -96.803609)",
"FF5211-19","Closed","2019-10-14T00:00:00.000","2019-10-14T00:00:00.000","LEAFLY HOLDINGS INC","333 ELLIOTT AVE W",,"SEATTLE","WA","98119",,"Publishers: Database and Directory","Lost or mishandled consumer's personal data","Information Only","
,  98119
(47.639264, -122.367721)",
"FF5191-19","Closed","2019-10-14T00:00:00.000","2019-10-14T00:00:00.000","AT&T MOBILITY LLC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, RM 1110","DALLAS","TX","75202",,"Telecommunications: Cellular & Other Wireless","Failed to deliver goods, services or refund despite demand by complainant","Referred Complainant Elsewhere","
,  75202
(32.779989, -96.803609)",
"FF5199-19","Closed","2019-10-14T00:00:00.000","2019-10-14T00:00:00.000","STATEWIDE RESTORATION, INC","19140 NE PORTAL WAY",,"PORTLAND","OR","97230",,"Construction Contractors, Generally","False or misleading representation of a particular standard, quality, grade, model or style","Referred Complainant Elsewhere","
,  97230
(45.541205, -122.502699)",
"FF5214-19","Closed","2019-10-14T00:00:00.000","2019-11-27T00:00:00.000","SECURITY BANK",,,"BEND","OR",,,"Credit/Lending: Real Estate Credit","General allegation of unlawful conduct","DOJ has No Jurisdiction",,
"FF5193-19","Closed","2019-10-14T00:00:00.000","2019-10-14T00:00:00.000","BERTOLUCCI MANAGEMENT INC","2385 LIBERTY ST SE",,"SALEM","OR","97301",,"Real Estate: Residential Property Managers","Failed to deliver goods, services or refund despite demand by complainant","DOJ has No Jurisdiction","
,  97301
(44.948512, -123.006732)",
"FF5218-19","Closed","2019-10-14T00:00:00.000","2019-10-14T00:00:00.000","SWEEPSTAKES IMPOSTER VICTIM",,,,,,,"Private Party - No Jurisdiction","General allegation of unlawful conduct","Information Only",,
"FF5219-19","Closed","2019-10-14T00:00:00.000","2019-10-14T00:00:00.000","CAR WRAP SCAM",,,,,,,"Fraudulent Entity","General allegation of unlawful conduct","Information Only",,
"FF5196-19","Closed","2019-10-14T00:00:00.000","2019-11-22T00:00:00.000","TAFT LAW SCHOOL","3700 S. SUSAN STREET, OFFICE 200",,"CA","OR","92704",,"Education: Colleges, Universities & Professional Schools","False or misleading description of quality, quantity, or nature of goods or services","Voluntarily Resolved","
,  92704
(33.722392, -117.907257)",
"FF5194-19","Closed","2019-10-14T00:00:00.000","2019-10-14T00:00:00.000","GET CAR PART","2222 SPENCER HIGHWAY",,"PASADENA","TX","77504",,"Fraudulent Entity","Senior Citizen","Information Only","
,  77504
(29.648486, -95.187845)",
"FF5190-19","Closed","2019-10-14T00:00:00.000","2019-10-14T00:00:00.000","SOUTH PACIFIC FINANCIAL CORPORATION DATA BREACH","100 PACIFICA DRIVE SUITE 100",,"IRVINE","CA","92618",,"Credit/Lending: Mortgage Loan Servicing","Lost or mishandled consumer's personal data","Information Only","
,  92618
(33.670881, -117.737624)",
"FF5212-19","Closed","2019-10-14T00:00:00.000","2019-10-14T00:00:00.000","FCA US LLC*","1000 CHRYSLER DR",,"AUBURN HILLS","MI","48326",,"Manufacturing: Automobile & Light Duty Motor Vehicle","Acted unconscionably by delivering a dangerous product","Private Lawsuit (UTPA)","
,  48326
(42.669637, -83.246116)",
"FF5215-19","Closed","2019-10-14T00:00:00.000","2019-10-14T00:00:00.000","LETGO SCAM VICTIM",,,,,,,"Private Party - No Jurisdiction","General allegation of unlawful conduct","Information Only",,
"FF5217-19","Closed","2019-10-14T00:00:00.000","2019-10-14T00:00:00.000","OVERPAYMENT SCAM VICTIM",,,,,,,"Private Party - No Jurisdiction","General allegation of unlawful conduct","Information Only",,
"FF5216-19","Closed","2019-10-14T00:00:00.000","2019-11-01T00:00:00.000","VVR MOTORS","7501 NE 21ST AVE",,"PORTLAND","OR","97211",,"Autos: Used Car Dealers","False or misleading representation of affiliation, connection, association","Information Only","
,  97211
(45.56877, -122.646398)",
"FF5185-19","Closed","2019-10-13T00:00:00.000","2019-10-13T00:00:00.000","JOHNSON & JOHNSON",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5186-19","Closed","2019-10-13T00:00:00.000","2019-10-13T00:00:00.000","BLOOMBERG LP",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5187-19","Closed","2019-10-13T00:00:00.000","2019-10-13T00:00:00.000","TIMEPAYMENT CORPORATON",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5188-19","Closed","2019-10-13T00:00:00.000","2019-10-13T00:00:00.000","MARRIOTT VACATIONS WORLDWIDE CORP.",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5178-19","Closed","2019-10-11T00:00:00.000","2019-11-14T00:00:00.000","PDX CLEANING","818 SW 3RD AVE., #1119",,"PORTLAND","OR","97204",,"Janitorial Services","False or misleading description of quality, quantity, or nature of goods or services","Consumer Pursuing Own Resolution","
,  97204
(45.518464, -122.67482)",
"FF5177-19","Closed","2019-10-11T00:00:00.000","2019-12-02T00:00:00.000","FRONTIER COMMUNICATIONS NORTHWEST INC*","CONSUMER RELATIONS DEPT","1398 SOUTH WOODLAND BLVD","DELANO","FL","32720",,"Telecommunications: Internet Service Provider (ISP)","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Reviewed and Closed","
,  32720
(29.02782, -81.344851)",
"FF5175-19","Closed","2019-10-11T00:00:00.000","2019-11-01T00:00:00.000","MAX AUTO","3121 NE COLUMBIA BLVD",,"PORTLAND","OR","97211",,"Autos: Used Car Dealers","False or misleading representation of source, sponsorship, approval, certification","Information Only","
,  97211
(45.56877, -122.646398)",
"FF5183-19","Closed","2019-10-11T00:00:00.000","2019-10-11T00:00:00.000","MACY'S WEST STORES, INC.",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5182-19","Closed","2019-10-11T00:00:00.000","2019-10-11T00:00:00.000","THE PIXIE PROJECT","1532 SW MORRISON ST #1000",,"PORTLAND","OR","97205",,"Pet Care (except Veterinary) Services","False or misleading description of quality, quantity, or nature of goods or services","Referred Complainant Elsewhere","
,  97205
(45.519107, -122.697996)",
"FF5173-19","Closed","2019-10-11T00:00:00.000","2019-10-11T00:00:00.000","MAD MOTHER METER'S WAX POUR HAUS","5302 W BASELINE RD. APT. 357",,"HILLSBORO","OR",,,"Telecommunications: Internet Retailer","Service quality lower than what the complainant ordered or expected","DOJ has No Jurisdiction",,
"FF5172-19","Closed","2019-10-11T00:00:00.000","2019-10-11T00:00:00.000","AT&T MOBILITY LLC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, RM 1110","DALLAS","TX","75202",,"Telecommunication: Retail sale of telephone equipment, including cellular e","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Referred Complainant Elsewhere","
,  75202
(32.779989, -96.803609)",
"FF5174-19","Closed","2019-10-11T00:00:00.000","2019-11-01T00:00:00.000","VENTURE MOTORS LLC","7122 SE 72ND AVE",,"PORTLAND","OR","97266",,"Autos: Used Car Dealers","False or misleading representation of source, sponsorship, approval, certification","Information Only","
,  97266
(45.482832, -122.560119)",
"FF5184-19","Closed","2019-10-11T00:00:00.000","2019-11-01T00:00:00.000","MAX AUTO","3121 NE COLUMBIA BLVD",,"PORTLAND","OR","97211",,"Autos: Used Car Dealers","False or misleading representation of source, sponsorship, approval, certification","Information Only","
,  97211
(45.56877, -122.646398)",
"FF5171-19","Closed","2019-10-11T00:00:00.000","2019-10-11T00:00:00.000","CASCADE MANAGEMENT, INC*","13221 SW 68TH PARKWAY, SUITE 310",,"PORTLAND","OR","97223",,"Real Estate: Residential Property Managers","Service quality lower than what the complainant ordered or expected","DOJ has No Jurisdiction","
,  97223
(45.44045, -122.780269)",
"FF5155-19","Closed","2019-10-10T00:00:00.000","2019-10-29T00:00:00.000","CREDITORS COLLECTION SERVICE INC*","PO BOX 628","3294 PACIFIC PL SW","ALBANY","OR","97321",,"Credit/Lending: Collection Agencies","Acted unconscionably during collection activity","Reviewed and Closed","
,  97321
(44.646016, -123.121922)",
"FF5168-19","Closed","2019-10-10T00:00:00.000","2019-10-15T00:00:00.000","OREGONIAN PUBLISHING CO*","1320 SW BROADWAY",,"PORTLAND","OR","97201",,"Publishers: Newspaper","Respondent sent an unsolicited e-mail advertisement (""spamming"")","Voluntarily Resolved","
,  97201
(45.508743, -122.689238)",
"FF5151-19","Closed","2019-10-10T00:00:00.000","2019-10-10T00:00:00.000","FIRST CALL HEATING & COOLING","13154 CLACKAMAS RIVER DR",,"OREGON CITY","OR","97045",,"Construction Contractors, Plumbing & Heating Contractors, except air-condit","False or misleading ""invoice""","Referred Complainant Elsewhere","
,  97045
(45.335936, -122.554514)",
"FF5162-19","Closed","2019-10-10T00:00:00.000","2019-10-31T00:00:00.000","MERCEDES-BENZ OF PORTLAND*","1605 SW NAITO PKWY",,"PORTLAND","OR","97201",,"Autos: New car dealer selling USED cars","Acted unconscionably","Information Only","
,  97201
(45.508743, -122.689238)",
"FF5146-19","Closed","2019-10-10T00:00:00.000","2019-10-28T00:00:00.000","MAX AUTO","3121 NE COLUMBIA BLVD",,"PORTLAND","OR","97211",,"Autos: Used Car Dealers","Acted unconscionably","Information Only","
,  97211
(45.56877, -122.646398)",
"FF5163-19","Closed","2019-10-10T00:00:00.000","2019-10-10T00:00:00.000","PROVIDENCE HEALTH & SERVICES*","PO BOX 3299",,"PORTLAND","OR","97208",,"Health: Offices of Physicians, Mental Health","Service quality lower than what the complainant ordered or expected","Referred Complainant Elsewhere","
,  97208
(45.527305, -122.678918)",
"FF5145-19","Closed","2019-10-10T00:00:00.000","2019-10-23T00:00:00.000","LANCASTER AUTO GROUP","1860 SW MULTNOMAH BLVD",,"PORTLAND","OR","97219",,"Autos: Used Car Dealers","Acted unconscionably","Information Only","
,  97219
(45.456622, -122.705771)",
"FF5164-19","Closed","2019-10-10T00:00:00.000","2019-10-14T00:00:00.000","FRONTIER COMMUNICATIONS NORTHWEST INC*","CONSUMER RELATIONS DEPT","1398 SOUTH WOODLAND BLVD","DELANO","FL","32720",,"Telecommunications: Internet Service Provider (ISP)","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Voluntarily Resolved","
,  32720
(29.02782, -81.344851)",
"FF5148-19","Closed","2019-10-10T00:00:00.000","2019-10-28T00:00:00.000","VENTURE MOTORS LLC","7122 SE 72ND AVE",,"PORTLAND","OR","97266",,"Autos: Used Car Dealers","Acted unconscionably","Information Only","
,  97266
(45.482832, -122.560119)",
"FF5161-19","Closed","2019-10-10T00:00:00.000","2019-10-10T00:00:00.000","CITIBANK (SOUTH DAKOTA) N.A.*","OFFICE OF THE PRESIDENT","PO BOX 6000","SIOUX FALLS","SD","57117",,"Department Stores","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Referred Complainant Elsewhere","
,  57117
(43.54731, -96.731297)",
"FF5157-19","Closed","2019-10-10T00:00:00.000","2019-12-09T00:00:00.000","NEXT BARGAIN STORE","11293 NE SUMNER ST. STE#806135",,"PORTLAND","OR","97220",,"Telecommunications: Internet Retailer","Failed to deliver goods, services or refund despite demand by complainant","Respondent Failed to Answer & no further investigation taken","
,  97220
(45.548188, -122.559729)",
"FF5147-19","Closed","2019-10-10T00:00:00.000","2019-10-10T00:00:00.000","GENESIS BANKCARD SERVICES INC.*","PO BOX 4499",,"BEAVERTON","OR","97076",,"Credit/Lending: Credit Card Issuing","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Referred Complainant Elsewhere","
,  97076
(45.48652, -122.795841)",
"FF5166-19","Closed","2019-10-10T00:00:00.000","2019-10-17T00:00:00.000","MAN DATA INC*","PO BOX 40580","1730 WILLOW CREEK CIR STE 200","EUGENE","OR","97404",,"Credit/Lending: Collection Agencies","Acted unconscionably during collection activity","Reviewed and Closed","
,  97404
(44.102049, -123.136132)",
"FF5160-19","Closed","2019-10-10T00:00:00.000","2019-10-22T00:00:00.000","MY TIMESHARE EXPERT","2885 SANFORD AVE SW",,"GRANDVILLE","MI","49418",,"Real Estate: Resellers of Campgrounds & Timeshares","Service quality lower than what the complainant ordered or expected","Voluntarily Resolved","
,  49418
(42.883139, -85.766175)",
"FF5170-19","Closed","2019-10-10T00:00:00.000","2019-10-24T00:00:00.000","AT&T MOBILITY LLC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, RM 1110","DALLAS","TX","75202",,"Telecommunications: Satellite","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Voluntarily Resolved","
,  75202
(32.779989, -96.803609)",
"FF5144-19","Closed","2019-10-10T00:00:00.000","2019-10-14T00:00:00.000","GORDON, AYLWORTH & TAMI, PC","PO BOX 22338","4023 W 1ST AVE","EUGENE","OR","97402",,"Credit/Lending: Collection Agencies","Collected or attempted to collect debt in violation of Unlawful Debt Collection Act","Reviewed and Closed","
,  97402
(44.056548, -123.191955)",
"FF5154-19","Closed","2019-10-10T00:00:00.000","2019-11-13T00:00:00.000","SPORTS MEDIA GROUP INTL","5123 SW BEAVERTON HILLSDALE HWY",,"PORTLAND","OR","97221",,"Advertising Agency","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Insufficient Information From Consumer","
,  97221
(45.496296, -122.727923)",
"FF5169-19","Closed","2019-10-10T00:00:00.000","2019-11-25T00:00:00.000","POLARIS DENTAL","925 COMMERCIAL ST SE SUITE 240",,"SALEM","OR","97302",,"Health: Offices of Dentists","Failed to deliver goods, services or refund despite demand by complainant","Consumer Pursuing Own Resolution","
,  97302
(44.903639, -123.051956)",
"FF5165-19","Closed","2019-10-10T00:00:00.000","2019-10-10T00:00:00.000","PHISHING SCHEME",,,,,,,"Private Party Elder Fraud","Elder Financial Exploitation","Information Only",,
"FF5167-19","Closed","2019-10-10T00:00:00.000","2019-10-14T00:00:00.000","CRUSADE SURPLUS RECOVERY SVCS",,,,,,,"Legal: Office Notaries","Failed to fulfill contract","Voluntarily Resolved",,
