"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Public Call-In Number,Call-in Access Code,Agenda URL,Webinar/Webcast Link,Map Location,Owner,Agenda Upload,Weblink to Meeting Minutes/Summaries
Transportation Department,Safety and Mobility Policy Advisory Committee,,04/27/2022 10:00:00 AM,04/27/2022 11:30:00 AM,Virtual,Salem,"The purpose of the Safety and Mobility Policy Advisory Committee is to advise ODOT through collaboration amongst diverse stakeholders united to enhance work zone safety and mobility policy. Stakeholder involvement in project development and implementation is an important part of ODOT’s commitment to provide a safe and reliable multimodal transportation system that connects people and helps Oregon's communities and economy thrive.
Committee priorities:
-Advise ODOT in pursuit of its mission to provide a safe and reliable multimodal transportation system that connects people and helps Oregon's communities and economy thrive.
-Provide policy oversight for the Mobility Advisory Committee (MAC).
Ensure stakeholder involvement in high-level policy development to better coordinate and advance project management practices across the agency.
-Ensure development, construction, and maintenance activities enhance work zone safety and mobility in a balanced and comprehensive fashion, advancing ODOT’s safety goal of zero fatalities and injuries, while efficiently moving people and goods.",,Bill Gross,503-934-1624,william.p.gross@odot.oregon.gov,,,,,,,,,,https://www.oregon.gov/odot/Get-Involved/Pages/SMPAC.aspx,,,,,https://www.oregon.gov/odot/Get-Involved/Pages/SMPAC.aspx
Transportation Department,Public Transportation Advisory Committee,,05/02/2022 01:00:00 PM,05/02/2022 04:30:00 PM,Virtual Meeting on Zoom,Salem,,https://www.cognitoforms.com/ODOT2/publiccomment,Jaimie Baldwin,5033836733,Jaimie.Baldwin@odot.state.or.us,,,,,,,,,,,,,,,https://www.oregon.gov/ODOT/RPTD/Pages/PTAC.aspx
Transportation Department,Mobility Advisory Committee,,05/12/2022 01:00:00 PM,05/12/2022 04:30:00 PM,Virtual,Salem,"The purpose of the Mobility Advisory Committee (MAC) is to review and provide feedback on agency projects through the lens of mobility and work zone safety as it applies to both temporary and permanent impacts. The MAC provides a platform for stakeholders to inform balanced and transparent decision-making by the Oregon Department of Transportation on designs in planning, project development and construction that impact permanent or temporary height, width, length, or weight restrictions, or impose traffic delays. The committee’s purpose is also focused on upholding the agency’s work zone safety goal of zero fatalities and injuries, including ODOT employees, contractors, public safety professionals and the traveling public while efficiently moving people and goods.",,Bill Gross,503-934-1624,william.p.gross@odot.oregon.gov,,,,Katie Scott,971-372-0791,Katie.SCOTT@odot.oregon.gov,,,,https://www.oregon.gov/odot/Get-Involved/Pages/MobilityRecords.aspx,,,,,https://www.oregon.gov/odot/Get-Involved/Pages/MobilityRecords.aspx
Transportation Department,Historic Albina Advisory Board,I-5 Rose Quarter Improvement Project Historic Albina Advisory Board (HAAB),05/17/2022 04:30:00 PM,05/17/2022 06:00:00 PM,YouTube Livestream,Portland,The HAAB makes recommendations on I-5 Rose Quarter Improvement Project design elements and provides advice on outreach to the Black community at regular monthly meetings.,Yes,Rose Gerber,503-470-3127,i5rosequarter@odot.oregon.gov,,,,,,,true,971-247-1195,Meeting ID: 869 3533 4143     Passcode: 445546,https://i5rosequarter.org/community/events-meetings.aspx,https://www.youtube.com/watch?v=_MOiD6GWA_0,,,,https://i5rosequarter.org/community/events-meetings.aspx
Transportation Department,Rail Advisory Committee Membership Refresh,Approve the proposed permanent seats for the Rail Advisory Committee.,05/18/2022 01:00:00 PM,05/18/2022 02:00:00 PM,Virtual Teams meeting,SALEM,,,Kathy Holmes,503-400-4944,Kathy.C.HOLMES@odot.oregon.gov,,,,,,,,,,,,,,,
Transportation Department,Community Oversight Advisory Committee,I-5 Rose Quarter Improvement Project Community Oversight Advisory Committee (COAC),05/19/2022 04:00:00 PM,05/19/2022 06:00:00 PM,YouTube Livestream,Portland,The COAC provides guidance for creating workforce opportunities and maximizing jobs for diverse contractors and small businesses.,Yes,Rose Gerber,503-470-3127,i5rosequarter@odot.oregon.gov,,,,,,,true,971-247-1195,Meeting ID: 880 3045 7705     Passcode: 518722,https://i5rosequarter.org/community/events-meetings.aspx,https://www.youtube.com/watch?v=JZ8Mxzr9Gxc,,,,https://i5rosequarter.org/community/events-meetings.aspx
Transportation Department,Region 1 Area Commission on Transportation,"The Region 1 Area Commission on Transportation, also known as R1ACT, is an advisory body established to provide a forum for stakeholders to collaborate on transportation issues affecting Oregon Department of Transportation Region 1.",06/06/2022 05:30:00 PM,06/06/2022 07:30:00 PM,Zoom,Portland,,,Chris Ford,,Chris.Ford@odot.oregon.gov,,,,,503-731-4128,,true,1 253 215 8782,813 2400 4342,https://www.oregon.gov/odot/Get-Involved/Documents/06062022-R1ACT-agenda.pdf,https://us02web.zoom.us/j/81324004342,,,,
Transportation Department,Mobility Advisory Committee,,06/09/2022 01:00:00 PM,06/09/2022 04:30:00 PM,Virtual - WebEx,Salem,"The purpose of the Mobility Advisory Committee (MAC) is to review and provide feedback on agency projects through the lens of mobility and work zone safety as it applies to both temporary and permanent impacts. The MAC provides a platform for stakeholders to inform balanced and transparent decision-making by the Oregon Department of Transportation on designs in planning, project development and construction that impact permanent or temporary height, width, length, or weight restrictions, or impose traffic delays. The committee’s purpose is also focused on upholding the agency’s work zone safety goal of zero fatalities and injuries, including ODOT employees, contractors, public safety professionals and the traveling public while efficiently moving people and goods.",,Bill Gross,503-934-1624,william.p.gross@odot.oregon.gov,,,,Katie Scott,971-372-0791,Katie.SCOTT@odot.oregon.gov,,,,https://www.oregon.gov/odot/Get-Involved/Pages/MobilityRecords.aspx,,,,,https://www.oregon.gov/odot/Get-Involved/Pages/MobilityRecords.aspx
Transportation Department,Historic Columbia River Highway Advisory Committee,"The Oregon Legislature created the Historic Columbia River Highway Advisory Committee in 1987 (ORS 366.550) to make recommendations to ODOT and OPRD concerning the Historic Highway.  Membership includes representatives from ODOT, OPRD, the State Historic Preservation Office, and the Oregon Tourism Commission. Six private citizens are on the committee, two from each of the three counties (Multnomah, Hood River and Wasco).",06/16/2022 11:00:00 AM,06/16/2022 03:00:00 PM,"234 SW Kendall Ct, Troutdale, and Online via Zoom",Troutdale,,,Terra Lingley,,Terra.m.lingley@odot.oregon.gov,,,,,,,true,,,https://www.oregon.gov/odot/Regions/Pages/HCRH-Advisory-Committee.aspx,https://us02web.zoom.us/j/84239291875?pwd=MlJmZXR5TWFMTXZJTFpEY2VxdkRvUT09  (https://us02web.zoom.us/j/84239291875?pwd=MlJmZXR5TWFMTXZJTFpEY2VxdkRvUT09%20),,,,
Transportation Department,Rail Advisory Committee,,06/21/2022 09:00:00 AM,06/21/2022 12:00:00 PM,Virtual,Salem,"MEETING INFORMATION UPDATE:
This meeting was previously planned at an in-person meeting, but has been changed to a virtual meeting.
",,Kathy Holmes,5034004944,Kathy.C.HOLMES@odot.oregon.gov,,,,,,,,669-900-6833,725163#,,https://us02web.zoom.us/j/88535081306?pwd=R3cvajlUOHRtQlhkbHczdlkrZ3dGdz09,,,,
Transportation Department,Historic Albina Advisory Board,I-5 Rose Quarter Improvement Project Historic Albina Advisory Board (HAAB),06/21/2022 04:00:00 PM,06/21/2022 06:05:00 PM,YouTube Livestream,Portland,The HAAB makes recommendations on I-5 Rose Quarter Improvement Project design elements and provides advice on outreach to the Black community at regular monthly meetings.,Yes,Rose Gerber,503-470-3127,i5rosequarter@odot.oregon.gov,,,,,,,,971-247-1195,Meeting ID: 869 3533 4143     Passcode: 445546,https://i5rosequarter.org/community/events-meetings.aspx,https://www.youtube.com/watch?v=ZCMBtT65OK4,,,,https://i5rosequarter.org/community/events-meetings.aspx
Transportation Department,Safety and Mobility Policy Advisory Committee,,06/22/2022 10:30:00 AM,06/22/2022 12:00:00 PM,Virtual,Salem,"The purpose of the Safety and Mobility Policy Advisory Committee is to advise ODOT through collaboration amongst diverse stakeholders united to enhance work zone safety and mobility policy. Stakeholder involvement in project development and implementation is an important part of ODOT’s commitment to provide a safe and reliable multimodal transportation system that connects people and helps Oregon's communities and economy thrive.
Committee priorities:
-Advise ODOT in pursuit of its mission to provide a safe and reliable multimodal transportation system that connects people and helps Oregon's communities and economy thrive.
-Provide policy oversight for the Mobility Advisory Committee (MAC).
Ensure stakeholder involvement in high-level policy development to better coordinate and advance project management practices across the agency.
-Ensure development, construction, and maintenance activities enhance work zone safety and mobility in a balanced and comprehensive fashion, advancing ODOT’s safety goal of zero fatalities and injuries, while efficiently moving people and goods.",,Bill Gross,503-934-1624,william.p.gross@odot.oregon.gov,,,,,,,,,,https://www.oregon.gov/odot/Get-Involved/Pages/SMPAC.aspx,,,,,https://www.oregon.gov/odot/Get-Involved/Pages/SMPAC.aspx
Transportation Department,Policy Coordinating Committee meeting on Oregon Transportation Plan Update,,06/29/2022 01:00:00 PM,06/29/2022 04:00:00 PM,Virtual - Zoom,Salem,"Meeting details, agenda and access can be found at https://www.oregon.gov/odot/Planning/Pages/otp-update-pcc.aspx

Leave a comment at https://www.cognitoforms.com/ODOT2/oregontransportationplancommentsubmission",yes,Adam Argo,,Adam.ARGO@odot.oregon.gov,,,,,,,,,,,,,,,
Transportation Department,Policy Coordinating Committee meeting on Oregon Transportation Plan Update,,06/29/2022 01:00:00 PM,06/29/2022 04:00:00 PM,Virtual - Zoom,Salem,"Meeting details, agenda and access can be found at https://www.oregon.gov/odot/Planning/Pages/otp-update-pcc.aspx

Leave a comment at https://www.cognitoforms.com/ODOT2/oregontransportationplancommentsubmission",yes,Adam Argo,,Adam.ARGO@odot.oregon.gov,,,,,,,,,,,,,,,
Transportation Department,Public Transportation Advisory Committee,,07/11/2022 01:00:00 PM,07/11/2022 04:30:00 PM,Virtual Meeting on Zoom,Salem,,https://www.cognitoforms.com/ODOT2/publiccomment,Jaimie Baldwin,5033836733,Jaimie.Baldwin@odot.state.or.us,,,,,,,,,,,,,,,https://www.oregon.gov/ODOT/RPTD/Pages/PTAC.aspx
Transportation Department,Oregon Freight Advisory Committee Meeting,,07/13/2022 11:00:00 AM,07/13/2022 02:00:00 PM,Virtual,Salem,Additional details and agenda will be posted on the OFAC page: https://www.oregon.gov/ODOT/Get-Involved/Pages/OFAC.aspx,,Sunshine Mancuso,,Sunshine.MANCUSO@odot.oregon.gov,,,,,,,,,,https://www.oregon.gov/ODOT/Get-Involved/Pages/OFAC.aspx,,,,,
Transportation Department,Mobility Advisory Committee,,07/14/2022 01:00:00 PM,07/14/2022 03:30:00 PM,Virtual,Salem,"The purpose of the Mobility Advisory Committee (MAC) is to review and provide feedback on agency projects through the lens of mobility and work zone safety as it applies to both temporary and permanent impacts. The MAC provides a platform for stakeholders to inform balanced and transparent decision-making by the Oregon Department of Transportation on designs in planning, project development and construction that impact permanent or temporary height, width, length, or weight restrictions, or impose traffic delays. The committee’s purpose is also focused on upholding the agency’s work zone safety goal of zero fatalities and injuries, including ODOT employees, contractors, public safety professionals and the traveling public while efficiently moving people and goods.",,Bill Gross,503-934-1624,william.p.gross@odot.oregon.gov,,,,Katie Scott,971-372-0791,Katie.SCOTT@odot.oregon.gov,true,971-277-1965 ,Phone Conference ID: 262 699 010#,https://www.oregon.gov/odot/Get-Involved/Pages/MobilityRecords.aspx,https://teams.microsoft.com/l/meetup-join/19%3ameeting_MzQwYjc5NjItMjdiMS00M2MzLTlkMzItZDljYTgxMDdhODE2%40thread.v2/0?context=%7b%22Tid%22%3a%2228b0d013-46bc-4a64-8d86-1c8a31cf590d%22%2c%22Oid%22%3a%22e5154d95-51d1-49a6-9c3a-9c1fe1cd1190%22%7d,,,,https://www.oregon.gov/odot/Get-Involved/Pages/MobilityRecords.aspx
Transportation Department,Oregon Traffic Control Devices Committee,Bi-monthly meeting ,07/15/2022 09:00:00 AM,07/15/2022 12:00:00 PM,"Virtually through TEAMS & in person at ODOT, TLC Bldg., Alsea Conf. Rm., 4040 Fairview Industrial Drive",Salem,,yes,Laura Prusakiewicz,503-949-1156,laura.prusakiewicz@odot.oregon.gov,,https://www.oregon.gov/odot/Get-Involved/OTCDC/TLC-Map.pdf,,Laura Prusakiewicz,503-949-1156,laura.prusakiewicz@odot.oregon.gov,,+1 971-277-1965,,,,,,,https://www.oregon.gov/ODOT/Get-Involved/Pages/Traffic-Control-Cmte.aspx
Transportation Department,Winter Recreation Advisory Committee,,07/20/2022 08:30:00 AM,07/20/2022 09:00:00 AM,455 Airport Road Building K,Salem,The Winter Recreation Advisory Committee meets throughout the year to advise the Department of Transportation on matters related to the winter recreation parking (Sno-Park) program.,,Karen Morrison,,karen.j.morrison@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Oregon Highway Plan Amendment: Tolling Public Hearing,,07/20/2022 01:00:00 PM,07/20/2022 05:00:00 PM,Virtual - Zoom,Salem,"Visit the website for details on signing up to comment, or to submit a comment to be read at the hearing, as well as for links to access the meeting via Zoom. You can also find a presentation on the amendment to learn more about the process and goals.

https://www.oregon.gov/odot/Planning/Pages/Oregon-Highway-Plan-Update.aspx",Yes,Roseann O'Laughlin,503-986-3525 ,Roseann.OLAUGHLIN@odot.oregon.gov,,,,,,,true,,,,,,,,https://www.oregon.gov/odot/Planning/Pages/Oregon-Highway-Plan-Update.aspx
Transportation Department,Safe Routes to School Advisory Committee (SRAC),,07/21/2022 01:00:00 PM,07/21/2022 04:00:00 PM,Zoom (virtual meeting),Salem,,Yes,LeeAnne Fergason,5039108994,LeeAnne.Fergason@odot.oregon.gov,,,,,,,true,,,,https://us02web.zoom.us/j/88572984756?pwd=ZHBKbzd2MlljUldFanpKWjJjUGFnZz09,,,,https://www.oregon.gov/odot/Programs/Pages/SRTS-SRAC.aspx
Transportation Department,Policy Coordinating Committee meeting on Oregon Transportation Plan Update,Meeting #6,07/27/2022 01:00:00 PM,07/27/2022 04:00:00 PM,Virtual - Zoom,Salem,"Meeting details, agenda and access can be found at https://www.oregon.gov/odot/Planning/Pages/otp-update-pcc.aspx

Leave a comment at https://www.cognitoforms.com/ODOT2/oregontransportationplancommentsubmission",,Adam Argo,,Adam.ARGO@odot.oregon.gov,,,,,,,,,,,,,,,
Transportation Department,Region 1 Area Commission on Transportation,"The Region 1 Area Commission on Transportation, also known as R1ACT, is an advisory body established to provide a forum for stakeholders to collaborate on transportation issues affecting Oregon Department of Transportation Region 1.",08/01/2022 05:30:00 PM,08/01/2022 07:30:00 PM,Zoom,Portland,,Yes,Chris Ford,,Chris.Ford@odot.oregon.gov,,,,,,,true,,,,,,,,https://www.oregon.gov/odot/Get-Involved/Pages/ACT-R1.aspx
Transportation Department,Speed Zone Review Panel,Discuss and decide on contested speed zone cases,08/03/2022 01:00:00 PM,08/03/2022 05:00:00 PM,"Virtually through TEAMS with in person option at ODOT, TLC Bldg., Alsea Conf. Rm., 4040 Fairview Industrial Drive",Salem,The Speed Zone Review Panel will hear and decide on contested speed cases. The cases being heard will be for Iron Mountain Boulevard in Lake Oswego and on NE Gertz Road in Portland. ODOT will also update the SZRP on the status of implementing OAR 734-020-0013 for delegated authority. ,yes,Laura Prusakiewicz,503-949-1156,laura.prusakiewicz@odot.oregon.gov,,,,,,,,+1 971-277-1965,364 746 005# ,,,,,,
