"year","quarter","locationabbr","locationdesc","topicdesc","policytopic","datasource","setting","title","status","citation","statusaltvalue","datatype","comments","enacteddate","effectivedate","geolocation","displayorder","policytypeid","healthtopicid","policytopicid","settingid","provisionid"
"2009","1","NY","New York","Nutrition","Appropriations","DNPAO","Community","Mixed Use and Age Integrated Communities","Dead","A1717","3","Text","(Abstract - Authorizes cities, towns and villages to establish mixed-use age-integrated communities by permitting the development of sites to combine residential units, commercial space and/or services for a multi-age population, directs that 30% of such residential units shall be for persons 60 years of age or older, and at least 10% thereof shall be affordable by persons at 60% or less of the area median income.), (BillHistory - 01/09/2009 - INTRODUCED.;01/09/2009 - To ASSEMBLY Committee on LOCAL GOVERNMENTS.)",,,"(42.827001032, -75.543970427)","2","LEG","001NUT","002APP","002COM","2277"
"2011","1","RI","Rhode Island","Physical Activity","Bicycling","DNPAO","Community","Planning and Land Use","Enacted","S21","1","Text","(Abstract - Relates to planning and land use, requires participation by municipalities in the formulation of certain state goals, requires maintenance of data, requires comprehensive plans to include certain goals and policies, including policies consistent with public health protection, drinking water safety, and subsidized housing promotion, and maps identifying natural resources and conservation, open space and outdoor recreation, and housing and street patterns, provides for comprehensive plan adoption procedures. Plans must take into account housing, including government subsidized housing for persons and families of low and moderate income, development of land for residential, commercial, industrial, open space or recreation, and transportation, including transit, bikeways, and pedestrians.   ), (BillHistory - 01/11/2011 - INTRODUCED.;01/11/2011 - To SENATE Committee on HOUSING AND MUNICIPAL GOVERNMENT.;03/10/2011 - Scheduled for hearing and/or consideration.;03/10/2011 - In SENATE Committee on HOUSING AND MUNICIPAL GOVERNMENT: Committee recommends measure to be held for further study.;03/15/2011 - Scheduled for hearing and/or consideration.;03/15/2011 - From SENATE Committee on HOUSING AND MUNICIPAL GOVERNMENT:  Recommended as substituted and amended.;03/22/2011 - Amended on SENATE floor.;03/22/2011 - Passed SENATE.  *****To HOUSE.;03/23/2011 - To HOUSE Committee on MUNICIPAL GOVERNMENT.;06/22/2011 - Scheduled for hearing and/or consideration.;06/22/2011 - From HOUSE Committee on MUNICIPAL GOVERNMENT:  Recommended as substituted.;06/28/2011 - Passed HOUSE.  *****To SENATE for concurrence.;06/29/2011 - SENATE concurred in HOUSE amendments.;06/29/2011 - *****To GOVERNOR.;07/01/2011 - Signed by GOVERNOR.;07/01/2011 - Public Law No. 2011-215)","2011-01-01T00:00:00.000",,"(41.708280193, -71.522470314)","50","LEG","003PA","005BIK","002COM","4545"
"2009","1","GA","Georgia","Obesity","Menu Labeling","DNPAO","School/After School","Regional Planning","Enacted","R5242","1","Text","(Abstract - Repeals and replaces rules concerning developments of regional impact, regionally important resources, alternative dispute resolution for inter-jurisdictional conflicts, and planning standards and procedures. Addresses land for mixed use development and takes into account alternate modes of transportation and location of facilities, such as schools.), (BillHistory - )","2009-01-01T00:00:00.000",,"(32.839681093, -83.627580346)","41","REG","002OB","032MNL","004SAS","2387"
"2011","1","NY","New York","Physical Activity","Media Campaigns","DNPAO","Work Place","New York State Governors Council on Physical Fitness","Dead","S2856","3","Text","(Abstract - Creates the New York state governor's council on physical fitness, sports and health, establishes the membership of such council, creates the New York state governor's council on physical fitness, sports and health fund. Allows for the collection and dissemination of pertinent fitness information through public service advertisements, website, brochures and newsletters, and for the establishment of recommendations for employee fitness programs in public agencies and private companies to increase worksite health promotion policies, among other responsibilities.  ), (BillHistory - 02/02/2011 - INTRODUCED.;02/02/2011 - To SENATE Committee on HEALTH.;03/29/2011 - From SENATE Committee on HEALTH.;03/29/2011 - To SENATE Committee on FINANCE.;04/25/2011 - Amended in SENATE Committee on FINANCE.;05/03/2011 - From SENATE Committee on FINANCE.;06/14/2011 - Passed SENATE.  *****To ASSEMBLY.;06/14/2011 - To ASSEMBLY Committee on HEALTH.)",,,"(42.827001032, -75.543970427)","57","LEG","003PA","031MDC","005WKP","4392"
"2011","1","IN","Indiana","Nutrition","Appropriations","DNPAO","Restaurant/Retail","Local Food and Farm Task Force","Dead","H1375","3","Text","(Abstract - Relates to Local Food and Farm Task Force, establishes the Local Food and Farm Task Force to create a plan to expand and support a system under which raw agricultural products are produced, processed, distributed, and sold. The task force shall develop a plan that include both policies and funding. One of the aspects of the plan would be to expand the development of farmers' markets, roadside markets, and local grocery stores in unserved and underserved areas.   ), (BillHistory - 01/18/2011 - INTRODUCED.;01/18/2011 - To HOUSE Committee on AGRICULTURE AND RURAL DEVELOPMENT.)",,,"(39.766910452, -86.149960194)","2","LEG","001NUT","002APP","006RES","3887"
"2009","1","VT","Vermont","Nutrition","Appropriations","DNPAO","Community","Economic Development","Dead","H231","3","Text","(Abstract - Creates the Farm-to-Plate Corporation to foster economic development and job growth in the farm and food sectors by providing coordination, technical advice, and financial support at all levels of the food system.), (BillHistory - 02/13/2009 - INTRODUCED.;02/17/2009 - To HOUSE Committee on COMMERCE AND ECONOMIC DEVELOPMENT.;03/31/2009 - HOUSE Committee on COMMERCE AND ECONOMIC DEVELOPMENT relieved of further consideration.;03/31/2009 - To HOUSE Committee on AGRICULTURE.;04/15/2009 - From HOUSE Committee on AGRICULTURE:  Recommended with amendment.;04/15/2009 - To HOUSE Committee on APPROPRIATIONS.)",,,"(43.625381239, -72.517640791)","2","LEG","001NUT","002APP","002COM","1249"
"2007","1","NC","North Carolina","Nutrition","Task Forces/Councils","DNPAO","Community","Appropriations Act of 2007","Enacted","H2437","1","Text","(Abstract - Makes continuing appropriations and extend certain budget provisions until July 15, 2008, at 11:59 p.m.; Provides funding through Maternal and Child Health block grant of $100,000 to establish a state Task Force on Childhood Obesity to undertake strategic planning to include following:  (1) Providing healthier foods to students; (2) Improving the availability of healthy foods at home and in the community;  (3) Increasing the frequency, intensity, and duration of physical activity in schools;  (4) Encouraging communities to establish a master plan for pedestrian and bicycle pathways;  (5) Improving access to safe places where children can play; and (6) Developing activities or programs that limit children's screen time,  including limits on video games and television. ), (BillHistory - 05/21/2008 - FILED.;05/26/2008 - INTRODUCED.;05/26/2008 - To HOUSE Committee on APPROPRIATIONS.;06/30/2008 - From HOUSE Committee on APPROPRIATIONS:  Reported favorably with substitute.;06/30/2008 - In HOUSE.  APPROPRIATIONS committee substitute adopted on HOUSE floor.;06/30/2008 - In HOUSE.  Read second and third time.  Passed HOUSE.  *****To SENATE.;06/30/2008 - In SENATE.  Read second and third time.  Passed SENATE.;06/30/2008 - RATIFIED for presentation.;06/30/2008 - *****To GOVERNOR.;06/30/2008 - Signed by GOVERNOR.;06/30/2008 - Session Law Number 2008-34)","2007-01-01T00:00:00.000",,"(35.466220975, -79.159250463)","23","LEG","001NUT","047TFC","002COM","1064"
"2010","1","NM","New Mexico","Obesity","Access to Drinking Water","DNPAO","Early Care and Education","Child Care Assistance Programs","Enacted","R5464","1","Text","(Abstract - Amends rules concerning requirements for child care assistance programs for clients and child care providers.  Revises provisions relating to child care centers, out of school time programs, family child care homes, and other early care and education programs. Provides for outdoor and indoor activity space; limits screen time to less than one hour a day; . A center that provides daily meals and snacks shall plan these to meet the  USDA's current dietary guidelines for Americans; only 100-percent fruit or vegetable juice shall be served; a wide variety of fruits and vegetables shall be served; breast milk will be stored. ), (BillHistory - )","2010-01-01T00:00:00.000",,"(34.520880952, -106.240580985)","33","REG","002OB","014ADW","001ECE","3406"
"2014","1","NJ","New Jersey","Physical Activity","Safe Routes to Schools","DNPAO","School/After School","Safe Routes to School Fund","Introduced","AB959","0","Text","(Abstract - Establishes the “Safe Routes to School Fund,” which allocates 10 percent of all fines, penalties, and forefeitures collected on motor vehicle violations to be deposited in the fund. The fund reimburses county and municipal governments or school districts that create infrastructure or enable children to walk and bicycle to school safely.), (BillHistory - 01/14/2014 FILED.01/16/2014 INTRODUCED.01/16/2014 To ASSEMBLY Committee on EDUCATION.)",,,"(40.130570048, -74.273691288)","64","LEG","003PA","041SRS","004SAS","6747"
"2011","1","WA","Washington","Obesity","Appropriations","DNPAO","Community","Public Transportation Systems","Enacted","H1967","1","Text","(Abstract - Relates to public transportation systems, modifies the date by which municipalities and regional transit authorities must prepare six-year transit development plans and the date by which a Department of Transportation report must be made available, requires the Department report to include certain information, provides that new state facilities may only be sited after consultation with a public transportation system.   ), (BillHistory - 02/14/2011 - INTRODUCED.;02/15/2011 - To HOUSE Committee on TRANSPORTATION.;02/22/2011 - Public hearing scheduled.;02/24/2011 - From HOUSE Committee on TRANSPORTATION:  Do pass as substituted.;03/05/2011 - Committee substitute adopted on HOUSE floor.;03/05/2011 - Amended on HOUSE floor.;03/05/2011 - Rules suspended. Placed on Third Reading.;03/05/2011 - Passed HOUSE.  *****To SENATE.;03/08/2011 - To SENATE Committee on TRANSPORTATION.;03/28/2011 - Public hearing scheduled.;03/29/2011 - From SENATE Committee on TRANSPORTATION:  Do pass as amended.;03/30/2011 - Placed on 2nd Reading by RULES Committee.;04/09/2011 - Committee amendment adopted on SENATE floor.;04/09/2011 - Rules suspended.;04/09/2011 - Passed SENATE.  *****To HOUSE for concurrence.;04/14/2011 - HOUSE concurred in SENATE amendment.;04/14/2011 - Eligible for GOVERNOR'S desk.;04/19/2011 - *****To GOVERNOR.;05/16/2011 - Line Item Vetoed by GOVERNOR.;05/16/2011 - Chapter No. 371)","2011-01-01T00:00:00.000",,"(47.522278629, -120.47001079)","28","LEG","002OB","002APP","002COM","4755"
"2011","1","WA","Washington","Physical Activity","Bicycling","DNPAO","Community","Additive Transportation Funding","Dead","H2053","3","Text","(Abstract - Increases fees for certain vehicle services and certain drivers' licenses and permits administered by the department of licensing, establishes fees for examinations and applications for drivers' instructional permits, original issue of license plates, and new tires sold that contain studs, makes appropriations. Appropriates funds to highway maintenance, public transportation, safe routes to schools program projects, and pedestrian and bicycle safety program projects.   ), (BillHistory - 04/06/2011 - INTRODUCED.;04/07/2011 - To HOUSE Committee on TRANSPORTATION.;04/11/2011 - Public hearing scheduled.;04/14/2011 - From HOUSE Committee on TRANSPORTATION:  Do pass as substituted.;04/19/2011 - Placed on 2nd Reading by RULES Committee.;04/26/2011 - 2011 FIRST SPECIAL SESSION ACTION.;04/26/2011 - By Order of Resolution -  Reintroduced and retained in present status.;05/25/2011 - Committee substitute adopted on HOUSE floor.;05/25/2011 - Amended on HOUSE floor.;05/25/2011 - Rules suspended.;05/25/2011 - Passed HOUSE.  *****To SENATE.;05/25/2011 - Rules suspended.;05/25/2011 - Placed on Second Reading.;05/25/2011 - To SENATE Committee on RULES.;05/25/2011 - By order of Resolution - Returned to House for Third Reading.)",,,"(47.522278629, -120.47001079)","50","LEG","003PA","005BIK","002COM","4756"
"2010","1","MD","Maryland","Nutrition","Disparities/Equity","DNPAO","Community","Health Disparities","Dead","H561","3","Text","(Abstract - Requires the Office of Minority Health and Health Disparities to develop a process for mapping health disparities in Prince George's County, requires the Office to use specified information, define geographic boundaries, and identify and use any appropriate information and means to map health disparities. ), (BillHistory - 02/03/2010 - INTRODUCED.;02/03/2010 - To HOUSE Committee on HEALTH AND GOVERNMENT OPERATIONS.;03/26/2010 - From HOUSE Committee on HEALTH AND GOVERNMENT OPERATIONS:  Reported unfavorably.)",,,"(39.290580964, -76.609260111)","7","LEG","001NUT","013DEQ","002COM","2734"
