"accession_number","artist_ful","last_name","first_name","title","series","actual_address","location","location_type_main","location_type","additional_location_info","latitude","longitude","the_geom","google_map","art_year","major_conservation","featured","display_term","detailed_m","website_category","object_type","dimensions","interior_exterior","permission_required","permission_type","neighborhood","tags_keywords_main","tag_keywords","tour_card","conservation_status","temporary_permanent","photo_website_url","short_desc"
"CAC.92.03.11","Nancy Webb","Webb","Nancy","(Coral Bells)","Untitled",,"Charles Park","Park","Park; Pathway","Intersection at Edwin H. Land Blvd. and Charles Street","42.36622492","-71.07655843","POINT (-71.07655842971077 42.36622492003476)","https://www.google.com/maps/search/?api=1&query=42.36622492,-71.07655843","1992","0","no",,"Bronze","Sculpture","Bronze Relief","Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.)","Exterior","no",,"East Cambridge","nature","plant; flower; nature; tiny; treasure; look close","Look Close! Find a Tiny Treasure",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_11_Webb.jpg",
"CAC.83.06","Mags Harries","Harries","Mags","Gateway",,"158 Spring Street","Kennedy-Longfellow School","School","School; Public Building","Library
1st floor","42.36956585","-71.08664012","POINT (-71.08664012049356 42.36956585027589)","https://www.google.com/maps/search/?api=1&query=42.36956585,-71.08664012","1983","0","no",,"Wood, enamel and lights","Sculpture","Large Wooden Gateway","116""""(h) x 120”(w) x 60”(d)","Interior","yes","Call Public Art Administrator, 617-349-4388","East Cambridge","play","play; education",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Hamrol_CAC_86_09ac_GateHouse.jpg",
"CAC.01.04e-f","William Reimann","Reimann","William","(Norris Street, east and west columns)","Untitled",,"Reverend Thomas J. Williams Park","Park","Park; Pathway; Playground","Columns are located at the 3 entrances to the park","42.39532862","-71.12997683","POINT (-71.12997682970298 42.39532861973987)","https://www.google.com/maps/search/?api=1&query=42.39532862,-71.12997683","2000","0","no",,"Granite (sandblasted) and paint","Sculpture","Stone","47”(h) x 15”(w) x 15”(d) (each)","Exterior","no",,"North Cambridge","insect","butterfly; insect; entryway; wings; soar; fly; flight","Take Flight",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_01_04f_Reimann.JPG",
"CAC.92.02l","Edward Levine","Levine","Edward","(Ground inlay)","Floating Stones",,"Roethlisberger Park","Park","Park;Playground","St. Peter’s Ball Field (right of right-field),","42.38719835","-71.13365926","POINT (-71.13365926055683 42.38719835022805)","https://www.google.com/maps/search/?api=1&query=42.38719835,-71.13365926","1992","0","no",,"Granite blocks with steel inlay, polished-granite inlays (in ground)","Sculpture","Stone","24”(h) x 25”(w) x 25” (each block); 849” x 513” overall","Exterior","no",,"Neighborhood Nine","abstract","stone; abstract; landscape",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_02_Levine.JPG",
"CAC.92.02i","Edward Levine","Levine","Edward","(Block)","Floating Stones",,"Roethlisberger Park","Park","Park;Playground","St. Peter’s Ball Field (right of right-field),","42.38726921","-71.13355919","POINT (-71.13355919038304 42.38726920958123)","https://www.google.com/maps/search/?api=1&query=42.38726921,-71.13355919","1992","0","no",,"Granite blocks with steel inlay, polished-granite inlays (in ground)","Sculpture","Stone","24”(h) x 25”(w) x 25” (each block); 849” x 513” overall","Exterior","no",,"Neighborhood Nine","abstract","stone; abstract; landscape",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_02_Levine.JPG",
"CAC.89.04c","Lilli Ann Rosenberg","Rosenberg","Lilli Ann",,"Turtles",,"Edward Alden Park","Playground","Playground; Park","Play area; Intersection at Sacramento Street and Oxford Street","42.38283534","-71.11647515","POINT (-71.11647515022895 42.38283534041183)","https://www.google.com/maps/search/?api=1&query=42.38283534,-71.11647515","1989","0","no",,"Ceramic tiles (glazed), natural shell, glass, millefiori in concrete forms","Sculpture","Sculpture","5.5”(h) x 33”(L) x 24”(w)","Exterior","no",,"Agassiz","animal","turtle; animal; ocean; water; sea; sea creature","Ode to the Ocean",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_82_04c_Rosenberg.jpg",
"CAC.96.01c","Nancy O'Neil","O'Neil","Nancy","(Maria Baldwin portrait and elm tree leaves)","Untitled","85 Oxford Street","Maria L. Baldwin Elementary School","School","School; Public Building","Stairwell, levels 1-2 (left)","42.38234493","-71.11637995","POINT (-71.11637995042403 42.382344929802294)","https://www.google.com/maps/search/?api=1&query=42.38234493,-71.11637995","1996","0","no",,"Hand-painted stained glass","Stained Glass","Stained glass","28”(h) x 22”(w)","Interior","yes","Call Public Art Administrator, 617-349-4388","Agassiz","light","glass, color, light",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_96_01c_ONeil.JPG",
"CAC.02.01k","Mags Harries & Lajos Heder","Harries; Heder","Mags; Lajos","(Valve plate)","Drawn Water","110 Cushing Street","Haggerty Elementary School","School","School; Public Building; Pathway","Bronze relief in sidewalk outside of building","42.37807052","-71.15217327","POINT (-71.15217327049746 42.37807052012586)","https://www.google.com/maps/search/?api=1&query=42.37807052,-71.15217327","2002","0","no",,"Bronze","Sculpture","Bronze Relief","8"""" (dia.)","Exterior","no",,"Strawberry Hill","water","water; play; spirit; fun","This Way to Play",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/HarriesHeder_CAC0201k_Haggerty.JPG",
"CAC.99.08k","William Reimann","Reimann","William","(Column with least tern)","Untitled",,"Corporal Burns Park","Park","Park; Pathway","Intersection at Memorial Drive and Flagg Street","42.36765801","-71.11491814","POINT (-71.11491813998508 42.36765800970954)","https://www.google.com/maps/search/?api=1&query=42.36765801,-71.11491814","1999","2020","yes",,"Granite (sandblasted) and paint","Sculpture","Stone","38”(h) x 9”(w) x 9”(d)","Exterior","no",,"Riverside","animal","bird; nature; animal; critter; creature","Inspect a Cantabridgian Creature",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_99_08_k_Reimann.JPG",
"CAC.03.01","Murray Dewart","Dewart","Murray",,"The Late Flower Alphabet","495 Franklin Street","Franklin Street Park","Park","Park","In a pocket park","42.36771962","-71.11045386","POINT (-71.1104538605612 42.36771962035026)","https://www.google.com/maps/search/?api=1&query=42.36771962,-71.11045386","2003","0","no",,"Granite and Bronze","Sculpture","Bronze",,"Exterior","no",,"Riverside","abstract","abstract; symbol; garden; plant; grow; nurture","Plant Yourself in a Garden",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Dewart_TheLateFlowerAlphabet_c_KyrieGate.JPG",
"CAC.79.09c","David Judelson","Judelson","David",,"Untitled","45 Pearl Street","Central Square Branch Library","Library","Library; Public Building","Interior lobby in floor","42.36384818","-71.1036278","POINT (-71.10362779939679 42.363848179832424)","https://www.google.com/maps/search/?api=1&query=42.36384818,-71.1036278","1979","0","no",,"Ceramic tiles, glazed","Mosaic","Tile Floor Inlay","19""""(h)x 60""""(w)","Exterior","no",,"Cambridgeport","abstract","floor; library; abstract",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_79_09c_Judelson.JPG",
"CAC.80.08","David Phillips","Phillips","David",,"Stone Work",,"Riverside Press Park","Park","Park; Playground","Intersection of River Street and Memorial Drive","42.36229334","-71.11525714","POINT (-71.11525713956141 42.362293339930375)","https://www.google.com/maps/search/?api=1&query=42.36229334,-71.11525714","1980","0","no",,"Silicon bronze and granite","Sculpture","Sculpture and Bronze Relief",,"Exterior","no",,"Riverside","nature","dragonfly; insect; stone; nature; outdoors; land; flora; fauna","Next Stop Nature",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC8008a__StoneWork.JPG",
"CAC.02.01L","Mags Harries & Lajos Heder","Harries; Heder","Mags; Lajos","(Valve plate)","Drawn Water","850 Cambridge Street","King Open School","School","School; Public Building; Pathway","Bronze relief in sidewalk outside of building","42.37239169","-71.09115461","POINT (-71.09115460974026 42.37239168967495)","https://www.google.com/maps/search/?api=1&query=42.37239169,-71.09115461","2002","0","no",,"Bronze","Sculpture","Bronze Relief","8"""" (dia.)","Exterior","no",,"Wellington-Harrington","nature","water; nature; tree; play; spirit; fun","This Way to Play",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/HarriesHeder_CAC0201L_KingOpen.jpg",
"CAC.81.12b","Robin Shores","Shores","Robin","(Bollard with arms folded)","Untitled","359 Broadway","King Open School (until 2020), the Ola Portuguese Dual Language Immersion Program","School","School; Public Building; Pathway","On sidewalk in front of school","42.37071164","-71.10427452","POINT (-71.10427452008365 42.37071164029944)","https://www.google.com/maps/search/?api=1&query=42.37071164,-71.10427452","1981","0","no",,"Concrete","Sculpture","Sculpted Concrete Bollard","33""""(h) x 18""""(dia.) (each)","Exterior","no",,"Mid-Cambridge","children","body language; children",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Shores_CAC8112b.JPG",
"CAC.05.02c","Jay Coogan","Coogan","Jay","(Running black cat)","Untitled (Dogs and Cats)","61 Willow Street","Donnelly Field","Playground","Park; Playground","Outside of Frisoli Youth Center","42.37140363","-71.09199589","POINT (-71.09199588965713 42.371403630002085)","https://www.google.com/maps/search/?api=1&query=42.37140363,-71.09199589","2005","0","no",,"Painted aluminum","Sculpture","Metal","17.5""""""""(h) x 46""""(w) x 4""""(d)","Exterior","no",,"Wellington-Harrington","animal","cats; dogs; animal; critter; creature","Inspect a Cantabridgian Creature","hide","Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Coogan_CAC_05_02cb_Untitled.JPG",
"CAC.07.01","Nancy Selvage","Selvage","Nancy","Water Wall",,,"Trolley Square","Public Square","Public Square","Intersection at Massachusetts Avenue and Cameron Avenue","42.3974418","-71.13001788","POINT (-71.13001787952355 42.39744179978591)","https://www.google.com/maps/search/?api=1&query=42.3974418,-71.13001788","2007","0","no",,"Perforated stainless steel","Sculpture","Metal","72”(h) x 33""""(w) x 336”(d)","Exterior","no",,"North Cambridge","abstract","abstract; metal; landscape; biking; bike path; light","Push Those Pedals",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_07_01_Selvage.JPG",
"CAC.95.06b","Lilli Ann Rosenberg","Rosenberg","Lilli Ann","(Girl)","Untitled","110 Cushing Street","Haggerty School","School","School; Public Building","Front lobby","42.37809388","-71.15233129","POINT (-71.1523312897224 42.37809388025385)","https://www.google.com/maps/search/?api=1&query=42.37809388,-71.15233129","1995","0","no",,"Ceramic tiles, glazed","Mosaic","Mosaic mural; Sculpture","43.75""""(h) x 27.75""""(w) x 1.25""""(d)","Interior","yes","Call Public Art Administrator, 617-349-4388","Strawberry Hill","children","animal; color; play; kids; children; community",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Rosenberg_CAC9506b_Girl_PerspectivePhoto.JPG",
"CAC.92.03.37","Nancy Webb","Webb","Nancy","(Yellow jacket and chicory)","Untitled",,"Charles Park","Park","Park; Pathway","Intersection at Edwin H. Land Blvd. and Charles Street","42.36686084","-71.07605107","POINT (-71.0760510705596 42.36686084035206)","https://www.google.com/maps/search/?api=1&query=42.36686084,-71.07605107","1992","0","no",,"Bronze","Sculpture","Bronze","Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.)","Exterior","no",,"East Cambridge","nature","plant; flower; nature; tiny; treasure; look close","Look Close! Find a Tiny Treasure",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_37_Webb.jpg",
"CAC.99.08q","William Reimann","Reimann","William","(Column with Baltimore oriole)","Untitled",,"Corporal Burns Park","Park","Park; Pathway","Intersection at Memorial Drive and Flagg Street","42.36742876","-71.11485356","POINT (-71.1148535594249 42.36742875984898)","https://www.google.com/maps/search/?api=1&query=42.36742876,-71.11485356","1999","2020","yes",,"Granite (sandblasted) and paint","Sculpture","Stone","38”(h) x 9”(w) x 9”(d)","Exterior","no",,"Riverside","animal","bird; nature; animal; critter; creature","Inspect a Cantabridgian Creature",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_99_08_q_Reimann.JPG",
"CAC.1979.05j","Lilli Ann Rosenberg","Rosenberg","Lilli Ann","(Small square group of animals)","Untitled","673 Cambridge Street","Millers River Apartments","Non-city building","Non-city building","On building facade","42.37211815","-71.08728279","POINT (-71.08728278940225 42.37211815044335)","https://www.google.com/maps/search/?api=1&query=42.37211815,-71.08728279","1979","0","no",,"Ceramic tiles, glazed","Mosaic","Mosaic mural; Sculpture","6.5”(h) x 6.5”(w)","Exterior","no",,"East Cambridge","community","neighborhood; family; community; city; tree; nature; bird; animal; fish; sports; truck",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC7905j_SmallSquareGroupofAnimals_Rosenberg_MillersRiver_2019.JPG",
"CAC.10.01.4","Mike Mandel","Mandel","Mike","Hastings Square","Sidewalk Histories","308 Brookline Street","Brookline Street (119-222 )","Pathway","Pathway","In sidewalk","42.35645038","-71.10891401","POINT (-71.1089140097734 42.35645038033983)","https://www.google.com/maps/search/?api=1&query=42.35645038,-71.10891401","2010","0","no",,"Ceramic tiles","Mosaic","Tile Mosaic","53.5""""(h) x 48""""(w)","Exterior","no",,"Cambridgeport","history","history; neighborhood; community","Time Out for History",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_10_01_4_Mandel.jpg",
"CAC.11.01f","Nancy Simonds","Simonds","Nancy",,"Beacon of Color",,"First Street Garage","Pathway","Public Building; Pathway","Corner of First and Spring St.","42.36868374","-71.07763414","POINT (-71.07763413979411 42.368683740307475)","https://www.google.com/maps/search/?api=1&query=42.36868374,-71.07763414","2011","0","no",,"Acrylic on Sintra","Mural","Painted Mural","62”(h) x 59”(w) (each)","Exterior","no",,"East Cambridge","abstract","abstract; shape; color",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_11_01f_Simonds.jpg",
"CAC.92.03.3","Nancy Webb","Webb","Nancy","(Ladybird Beetle)","Untitled",,"Charles Park","Park","Park; Pathway","Intersection at Edwin H. Land Blvd. and Charles Street","42.36610427","-71.07664467","POINT (-71.07664466960459 42.36610427028188)","https://www.google.com/maps/search/?api=1&query=42.36610427,-71.07664467","1992","0","no",,"Bronze","Sculpture","Bronze Relief","Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.)","Exterior","no",,"East Cambridge","nature","insect; beetle; nature; tiny; treasure; look close","Look Close! Find a Tiny Treasure",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_3_Webb.jpg",
"CAC0.2.01r","Mags Harries & Lajos Heder","Harries; Heder","Mags; Lajos","(Valve plate)","Drawn Water","44 Linnaean Street","Graham & Parks Elementary School","School","School; Public Building; Pathway","Bronze relief in sidewalk outside of building","42.38316521","-71.12412815","POINT (-71.1241281499133 42.38316520970937)","https://www.google.com/maps/search/?api=1&query=42.38316521,-71.12412815","2002","0","no",,"Bronze","Sculpture","Bronze Relief","8"""" (dia.)","Exterior","no",,"Neighborhood Nine","water","water; snow; ice; play; spirit; fun","This Way to Play",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/HarriesHeder_CAC0201r_GrahamParks.jpg",
