"the_geom","block_face","globalidte","globalid","globalid_1","ns_ew","street_1","from_sor_1","to_nore_1","side_1","location_i","total_sp_1","spaces_by_","space_reg","order_","metered","limits","reg_code","definition","enforce_be","enforce_en","enforce_da","meter_rate","permit_typ","notes","feet","enforcebeg","enforceend","parkingt"
"MULTILINESTRING ((-122.27155429010973 37.80197974725497, -122.27141921220878 37.80192726209396))","131748","{5EE8C34D-D6EA-4F37-B9E9-CCF5AF0AF640}","{EFA37B56-B7DE-450B-BFDF-EF7CF2B81961}","{EFA37B56-B7DE-450B-BFDF-EF7CF2B81961}_2","E-W","11th","FRANKLIN","BROADWAY","North","11th from FRANKLIN to BROADWAY , North","6.0","2.0","Yellow Curb","2.0",,,,,,,,,,,"43.4543426773","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27191618944727 37.80212036375838, -122.27164226322938 37.80201392950571))","131748","{5EE8C34D-D6EA-4F37-B9E9-CCF5AF0AF640}","{EFA37B56-B7DE-450B-BFDF-EF7CF2B81961}","{EFA37B56-B7DE-450B-BFDF-EF7CF2B81961}_4","E-W","11th","FRANKLIN","BROADWAY","North","11th from FRANKLIN to BROADWAY , North","6.0","4.0","Meter","4.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"88.1213403418","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27120316299317 37.802042017124755, -122.2711397511829 37.80214349321423))","131814","{21069A25-F1D8-4F58-A1C3-EA2FEFD592FA}","{2F329B46-5A3F-4E9B-AC76-B75E74593467}","{2F329B46-5A3F-4E9B-AC76-B75E74593467}_3","N-S","FRANKLIN","12th","11th","West","FRANKLIN from 12th to 11th , West","6.0","0.0","No Parking","3.0",,,,,,,,,,,"41.2423789151","","",
"MULTILINESTRING ((-122.27130307195452 37.80188213506217, -122.2712778034969 37.801922571679775))","131814","{21069A25-F1D8-4F58-A1C3-EA2FEFD592FA}","{2F329B46-5A3F-4E9B-AC76-B75E74593467}","{2F329B46-5A3F-4E9B-AC76-B75E74593467}_1","N-S","FRANKLIN","12th","11th","West","FRANKLIN from 12th to 11th , West","6.0","0.0","No Parking","1.0",,,,,,,,,,,"16.4344251273","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.2711397511829 37.80214349321423, -122.27100241623275 37.8023632652963))","131814","{21069A25-F1D8-4F58-A1C3-EA2FEFD592FA}","{2F329B46-5A3F-4E9B-AC76-B75E74593467}","{2F329B46-5A3F-4E9B-AC76-B75E74593467}_4","N-S","FRANKLIN","12th","11th","West","FRANKLIN from 12th to 11th , West","6.0","4.0","Meter","4.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"89.3208303681","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27100241623275 37.8023632652963, -122.2709514417079 37.8024448375842))","131814","{21069A25-F1D8-4F58-A1C3-EA2FEFD592FA}","{2F329B46-5A3F-4E9B-AC76-B75E74593467}","{2F329B46-5A3F-4E9B-AC76-B75E74593467}_5","N-S","FRANKLIN","12th","11th","West","FRANKLIN from 12th to 11th , West","6.0","0.0","No Parking","5.0",,,,,,,,,,,"33.1530204311","","",
"MULTILINESTRING ((-122.27079584092428 37.80238474149773, -122.27085152458915 37.802295884449485))","131786","{E83937A9-3502-4EDD-8B67-2559C6E8547B}","{280DA9E8-4B7E-490D-AED9-4F51161EFE78}","{280DA9E8-4B7E-490D-AED9-4F51161EFE78}_5","N-S","FRANKLIN","11th","12th","East","FRANKLIN from 11th to 12th , East","8.0","0.0","No Parking","3.0",,,,,,,,,,,"36.1338940991","","",
"MULTILINESTRING ((-122.27070415147078 37.80234888820713, -122.27079584092428 37.80238474149773))","131787","{7A218DB7-A44B-4F81-93EB-679DE990DBCB}","{E34DD688-AE08-40AF-85D6-71984B96F257}","{E34DD688-AE08-40AF-85D6-71984B96F257}_1","E-W","12th","FRANKLIN","WEBSTER ST","South","12th from FRANKLIN to WEBSTER ST , South","13.0","0.0","No Parking","1.0",,,,,,,,,,,"29.5326490983","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.2697667489011 37.801982331113585, -122.2698347101419 37.802008906636274))","131787","{7A218DB7-A44B-4F81-93EB-679DE990DBCB}","{E34DD688-AE08-40AF-85D6-71984B96F257}","{E34DD688-AE08-40AF-85D6-71984B96F257}_5","E-W","12th","FRANKLIN","WEBSTER ST","South","12th from FRANKLIN to WEBSTER ST , South","13.0","0.0","No Parking","5.0",,,,,,,,,,,"21.8901222608","","",
"MULTILINESTRING ((-122.27019843022006 37.80144619687762, -122.27012217273315 37.801415954719545))","131561","{85AAA8F0-CD17-4B1C-9781-36558D8C782A}","{36AF395D-33B3-42A5-BA3F-7EE05C41CDE4}","{36AF395D-33B3-42A5-BA3F-7EE05C41CDE4}_1","E-W","11th","WEBSTER","FRANKLIN","North","11th from WEBSTER to FRANKLIN , North","12.0","0.0","No Parking","1.0",,,,,,,,,,,"24.6308590071","","",
"MULTILINESTRING ((-122.27012240270183 37.80141721744434, -122.27007435649134 37.801493820538035))","131618","{6E067474-5521-409A-8F29-4870777C84F5}","{49BC76A4-E4D1-46E4-BED8-DED740AF26FF}","{49BC76A4-E4D1-46E4-BED8-DED740AF26FF}_5","N-S","WEBSTER","12th","11th","West","WEBSTER from 12th to 11th , West","9.0","0.0","No Parking","5.0",,,,,,,,,,,"31.1562320211","","",
"MULTILINESTRING ((-122.26979263645222 37.80194298067273, -122.26976682435956 37.801984133978316))","131618","{6E067474-5521-409A-8F29-4870777C84F5}","{49BC76A4-E4D1-46E4-BED8-DED740AF26FF}","{49BC76A4-E4D1-46E4-BED8-DED740AF26FF}_1","N-S","WEBSTER","12th","11th","West","WEBSTER from 12th to 11th , West","9.0","0.0","No Parking","1.0",,,,,,,,,,,"16.7380134078","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27091747368789 37.80258430143004, -122.2708751945032 37.80256810013447))","132058","{3D05AB1D-2F3B-4988-8361-5D9A216FF563}","{7C15931E-DA26-4B6E-8618-B8D84F170538}","{7C15931E-DA26-4B6E-8618-B8D84F170538}_1","E-W","12th","FRANKLIN","BROADWAY","North","12th from FRANKLIN to BROADWAY , North","9.0","0.0","No Parking","1.0",,,,,,,,,,,"13.5649867724","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27154739478392 37.802825683266704, -122.2713687794845 37.80275723948393))","132058","{3D05AB1D-2F3B-4988-8361-5D9A216FF563}","{7C15931E-DA26-4B6E-8618-B8D84F170538}","{7C15931E-DA26-4B6E-8618-B8D84F170538}_3","E-W","12th","FRANKLIN","BROADWAY","North","12th from FRANKLIN to BROADWAY , North","9.0","2.0","Yellow Curb","3.0",,,,,,,,,,,"57.3071664754","","",
"MULTILINESTRING ((-122.2708751945032 37.80256810013447, -122.2708585283537 37.802595404837824))","132116","{393C1C0A-2F12-4809-92BA-A80499F3E6EC}","{DED273A6-8FE5-4C70-A1C5-0EF4FC35137C}","{DED273A6-8FE5-4C70-A1C5-0EF4FC35137C}_1","N-S","FRANKLIN","13th","12th","West","FRANKLIN from 13th to 12th , West","7.0","2.0","No Parking","1.0",,,,,,,,,,,"11.0468919051","","",
"MULTILINESTRING ((-122.27062042943548 37.802985489134336, -122.27052964585103 37.803134221400555))","132116","{393C1C0A-2F12-4809-92BA-A80499F3E6EC}","{DED273A6-8FE5-4C70-A1C5-0EF4FC35137C}","{DED273A6-8FE5-4C70-A1C5-0EF4FC35137C}_5","N-S","FRANKLIN","13th","12th","West","FRANKLIN from 13th to 12th , West","7.0","0.0","No Parking","5.0",,,,,,,,,,,"60.1738997234","","",
"MULTILINESTRING ((-122.27145987419237 37.80349621357837, -122.27160252625279 37.803551724536696))","132294","{4E2C8B2E-AB91-45B8-8399-0F8941F44650}","{4504FED3-C0F9-4B6A-B0E7-AF2BF70B1776}","{4504FED3-C0F9-4B6A-B0E7-AF2BF70B1776}_1","E-W","13th","BROADWAY","FRANKLIN","South","13th from BROADWAY to FRANKLIN , South","11.0","0.0","No Parking","1.0",,,,,,,,,,,"45.9034285822","","",
"MULTILINESTRING ((-122.27052964585106 37.80313422140051, -122.27065641770535 37.80318355450774))","132294","{4E2C8B2E-AB91-45B8-8399-0F8941F44650}","{4504FED3-C0F9-4B6A-B0E7-AF2BF70B1776}","{4504FED3-C0F9-4B6A-B0E7-AF2BF70B1776}_4","E-W","13th","BROADWAY","FRANKLIN","South","13th from BROADWAY to FRANKLIN , South","11.0","0.0","No Parking","4.0",,,,,,,,,,,"40.7938348334","","",
"MULTILINESTRING ((-122.27175885670358 37.80328507828803, -122.27184129063586 37.803145563962815))","132293","{0B32B5BE-DB73-47B2-AF39-4B7DAE62D58C}","{3C82970A-98B5-4B3D-BB05-A5044B6E2FD6}","{3C82970A-98B5-4B3D-BB05-A5044B6E2FD6}_3","N-S","BROADWAY","12th","13th","East","BROADWAY from 12th to 13th , East","4.0","2.0","Yellow Curb","3.0",,,,,,,,,,,"56.1060344325","","",
"MULTILINESTRING ((-122.27191105055093 37.8030274992085, -122.27194114619915 37.80297656387778))","132293","{0B32B5BE-DB73-47B2-AF39-4B7DAE62D58C}","{3C82970A-98B5-4B3D-BB05-A5044B6E2FD6}","{3C82970A-98B5-4B3D-BB05-A5044B6E2FD6}_1","N-S","BROADWAY","12th","13th","East","BROADWAY from 12th to 13th , East","4.0","0.0","No Parking","1.0",,,,,,,,,,,"20.4837579716","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.2701706810035 37.8022950823421, -122.2699247896474 37.802199279781014))","131846","{4AFE928F-A449-45DA-BFD9-647437FC6325}","{D85ABC0C-5082-4890-8142-69F0B6278576}","{D85ABC0C-5082-4890-8142-69F0B6278576}_2","E-W","12th","WEBSTER","FRANKLIN","North","12th from WEBSTER to FRANKLIN , North","9.0","2.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"79.1443319359","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27063199808748 37.80247407713682, -122.27057178671939 37.8024506656272))","131846","{4AFE928F-A449-45DA-BFD9-647437FC6325}","{D85ABC0C-5082-4890-8142-69F0B6278576}","{D85ABC0C-5082-4890-8142-69F0B6278576}_6","E-W","12th","WEBSTER","FRANKLIN","North","12th from WEBSTER to FRANKLIN , North","9.0","1.0","Meter","6.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"19.37237157","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27064316454218 37.80263323608249, -122.27067369123819 37.80258322380841))","132094","{1EF76F08-58FE-4DA3-A8AD-C28019300363}","{EA61F177-929F-4935-A2D2-FE700921A27B}","{EA61F177-929F-4935-A2D2-FE700921A27B}_2","N-S","FRANKLIN","12th","13th","East","FRANKLIN from 12th to 13th , East","8.0","1.0","Handicapped","2.0",,,,,,,,,,,"20.2339298712","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26969058613805 37.80210739729749, -122.2695687554831 37.80230716810509))","131933","{0738A5E1-5E8A-49B8-968C-F6F83DC21E49}","{DDDB633D-4FEF-461F-91CC-EAE7A40C9AF2}","{DDDB633D-4FEF-461F-91CC-EAE7A40C9AF2}_1","N-S","WEBSTER","13th","12th","West","WEBSTER from 13th to 12th , West","3.0","3.0","Meter","1.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"80.8098299636","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26934649275668 37.80267161845773, -122.26945955617627 37.80271556020196))","132095","{FCB228FF-762E-403C-A750-DC39313C7C88}","{60223DF7-B5C1-4F0B-9B28-6FC980A1CD4E}","{60223DF7-B5C1-4F0B-9B28-6FC980A1CD4E}_6","E-W","13th","FRANKLIN","WEBSTER ST","South","13th from FRANKLIN to WEBSTER ST , South","9.0","0.0","No Parking","6.0",,,,,,,,,,,"36.3736961178","","",
"MULTILINESTRING ((-122.27025959536181 37.80302580235959, -122.2703759108683 37.80307169275331))","132095","{FCB228FF-762E-403C-A750-DC39313C7C88}","{60223DF7-B5C1-4F0B-9B28-6FC980A1CD4E}","{60223DF7-B5C1-4F0B-9B28-6FC980A1CD4E}_1","E-W","13th","FRANKLIN","WEBSTER ST","South","13th from FRANKLIN to WEBSTER ST , South","9.0","0.0","No Parking","1.0",,,,,,,,,,,"37.5301267859","","",
"MULTILINESTRING ((-122.26706922308725 37.79919597804719, -122.2672398175482 37.799263859422894))","130551","{3974CDE7-922D-4A04-BD36-4098B221F7F3}","{05D10A5B-C3EE-4A6B-8675-0C1EA35C9E96}","{05D10A5B-C3EE-4A6B-8675-0C1EA35C9E96}_4","E-W","10th","ALICE","JACKSON","South","10th from ALICE to JACKSON , South","9.0","0.0","No Parking","4.0",,,,,,,,,,,"55.1396407172","","",
"MULTILINESTRING ((-122.273438668606 37.80183868174073, -122.27320239429402 37.80174984109833))","731570","{B7CBEE05-6D86-4A6C-A0EC-37EC254233CF}","{76234D3D-04B0-4488-A5A7-96F26826E289}","{76234D3D-04B0-4488-A5A7-96F26826E289}_2","E-W","10th","BROADWAY","WASHINGTON","North","10th from BROADWAY to WASHINGTON , North","18.0","0.0","No Parking","2.0",,,,,,,,,,,"75.5406257675","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27410643547847 37.80208976261068, -122.27390839080184 37.80201529822898))","731570","{B7CBEE05-6D86-4A6C-A0EC-37EC254233CF}","{76234D3D-04B0-4488-A5A7-96F26826E289}","{76234D3D-04B0-4488-A5A7-96F26826E289}_4","E-W","10th","BROADWAY","WASHINGTON","North","10th from BROADWAY to WASHINGTON , North","18.0","0.0","No Parking","4.0",,,,,,,,,,,"63.3175676551","","",
"MULTILINESTRING ((-122.27668129879609 37.803118043142376, -122.27654547017102 37.803062830454614))","132261","{6A1FD9CF-0A47-4F5D-851D-51232B2EE170}","{11BA3595-4D6E-4F31-88C5-A0FC7198C05C}","{11BA3595-4D6E-4F31-88C5-A0FC7198C05C}_1","E-W","10th","JEFFERSON","MLK JR WAY","North","10th from JEFFERSON to MLK JR WAY , North","22.0","0.0","No Parking","1.0",,,,,,,,,,,"44.0925857688","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27757661214972 37.80348199131868, -122.27749639728418 37.803449380988475))","132261","{6A1FD9CF-0A47-4F5D-851D-51232B2EE170}","{11BA3595-4D6E-4F31-88C5-A0FC7198C05C}","{11BA3595-4D6E-4F31-88C5-A0FC7198C05C}_5","E-W","10th","JEFFERSON","MLK JR WAY","North","10th from JEFFERSON to MLK JR WAY , North","22.0","0.0","No Parking","5.0",,,,,,,,,,,"26.03984288","","",
"MULTILINESTRING ((-122.27519810144943 37.80253440811671, -122.27496877698084 37.80244100345241))","131859","{B6AE758F-5153-4795-8AFA-31FF351BF0B3}","{260327B2-A8F7-4EB8-A743-E05350A8F0E1}","{260327B2-A8F7-4EB8-A743-E05350A8F0E1}_1","E-W","10th","WASHINGTON","CLAY","North","10th from WASHINGTON to CLAY , North","15.0","0.0","No Parking","1.0",,,,,,,,,,,"74.4746921515","","",
"MULTILINESTRING ((-122.27496877698084 37.80244100345241, -122.27454970911619 37.80227031387099))","131859","{B6AE758F-5153-4795-8AFA-31FF351BF0B3}","{260327B2-A8F7-4EB8-A743-E05350A8F0E1}","{260327B2-A8F7-4EB8-A743-E05350A8F0E1}_2","E-W","10th","WASHINGTON","CLAY","North","10th from WASHINGTON to CLAY , North","15.0","15.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"136.095643868","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27384562096253 37.80183525257747, -122.27377845229867 37.80180967684589))","731511","{29F31A56-127A-4884-953D-8A694D69F681}","{5B9C34F3-D44F-4AC3-B1B1-B5CAE5F4B1B9}","{5B9C34F3-D44F-4AC3-B1B1-B5CAE5F4B1B9}_2","E-W","10th","WASHINGTON","BROADWAY","South","10th from WASHINGTON to BROADWAY , South","11.0","0.0","No Parking","2.0",,,,,,,,,,,"21.5250121815","","",
"MULTILINESTRING ((-122.26891101745163 37.799925951103724, -122.26910726311735 37.800002576932194))","130779","{1AD39C8C-3FE6-4F8D-B382-25F4D0B89F86}","{4D74C419-8B02-4B52-B9D5-918E6BC6BD47}","{4D74C419-8B02-4B52-B9D5-918E6BC6BD47}_1","E-W","10th","HARRISON","ALICE","South","10th from HARRISON to ALICE , South","8.0","3.0","Meter","1.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"63.1932251982","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26835907496647 37.799863691699876, -122.26823969376645 37.79981685650599, -122.26823822412265 37.79981626807342, -122.26810501115254 37.799761729085255))","130842","{06D046BD-7E01-4073-9F29-058B22A6CF7C}","{DF0AA709-87E3-483E-9F37-6A264EB228FB}","{DF0AA709-87E3-483E-9F37-6A264EB228FB}_2","E-W","10th","ALICE","HARRISON","North","10th from ALICE to HARRISON , North","20.0","0.0","No Parking","2.0",,,,,,,,,,,"82.2632861592","","",
"MULTILINESTRING ((-122.26810412182041 37.79976136992107, -122.26797492627136 37.79970996339671))","130629","{450F4CA2-4EB9-4B9D-88FD-28AA12001F9F}","{38652AF7-70F2-4472-B6A9-CF549C0CCFFD}","{38652AF7-70F2-4472-B6A9-CF549C0CCFFD}_1","E-W","10th","JACKSON","ALICE","North","10th from JACKSON to ALICE , North","10.0","0.0","No Parking","1.0",,,,,,,,,,,"41.7581437203","","",
"MULTILINESTRING ((-122.2656079266562 37.798626258734046, -122.26574681046256 37.79868105439482))","130049","{9D3E8092-0944-4D90-B73C-7A1D4BB7CE31}","{8F74FEB9-F32E-4CC5-BA9B-C232CFF24C4C}","{8F74FEB9-F32E-4CC5-BA9B-C232CFF24C4C}_1","E-W","10th","MADISON","OAK","South","10th from MADISON to OAK , South","8.0","0.0","No Parking","1.0",,"2-hr",,,,,,,,,"44.8143008101","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26518487000264 37.79861961787142, -122.26497314747164 37.798535024096466))","130128","{CEA36760-FD8C-4CA1-9CDD-7EAE669E9BA1}","{C9A97CE9-E84D-4957-9B97-DC33127B5CA1}","{C9A97CE9-E84D-4957-9B97-DC33127B5CA1}_1","E-W","10th","OAK","MADISON","North","10th from OAK to MADISON , North","8.0","2.0","Yellow Curb","2.0",,,,,,,,,,,"68.490305371","","",
"MULTILINESTRING ((-122.26456192104767 37.79929016193105, -122.26432941896283 37.79922006707053))","731627","{A6FE0A06-E57A-499C-892A-AC4E9BC34649}","{B529C85E-D5BB-4628-85E7-6F4B99AC917E}","{B529C85E-D5BB-4628-85E7-6F4B99AC917E}_2","E-W","11th","OAK","MADISON","North","11th from OAK to MADISON , North","10.0","2.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"71.8614258735","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26546727361074 37.79943732859657, -122.26581475996068 37.79957597047917))","130668","{62D0D9D4-F2B0-4E03-B498-DAEBAF39F85A}","{A9B1D13A-EAF4-4ADC-9D0A-8F125D98D8DA}","{A9B1D13A-EAF4-4ADC-9D0A-8F125D98D8DA}_3","E-W","11th","JACKSON","MADISON","South","11th from JACKSON to MADISON , South","6.0","0.0","Bus Stop","3.0",,,,,,,,,,,"112.375406399","","",
"MULTILINESTRING ((-122.26744706815836 37.80021595348296, -122.2677544597826 37.80033526590154, -122.2677537007062 37.80033650025261))","130912","{5CB726C1-6346-4962-9128-5371F31E9049}","{A9B84888-7199-4DA6-A2B8-3F732A788A3B}","{A9B84888-7199-4DA6-A2B8-3F732A788A3B}_1","E-W","11th","ALICE","JACKSON","South","11th from ALICE to JACKSON , South","11.0","0.0","No Parking","1.0",,,,,,,,,,,"99.3691165464","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26853091865279 37.800638865515914, -122.26885706903032 37.80076521134603))","131119","{19C02D8C-8081-47AB-A9DE-B62F48D03192}","{7D4189D5-4740-4110-851A-532B7A1ED6C1}","{7D4189D5-4740-4110-851A-532B7A1ED6C1}_1","E-W","11th","HARRISON","ALICE","South","11th from HARRISON to ALICE , South","8.0","0.0","Bus Stop","1.0",,,,,,,,,,,"104.862461087","","",
"MULTILINESTRING ((-122.26775529791078 37.80033713552819, -122.26775609022484 37.80033591466339, -122.26788895285199 37.800390173564665, -122.26796395490052 37.80041922897081))","131119","{19C02D8C-8081-47AB-A9DE-B62F48D03192}","{7D4189D5-4740-4110-851A-532B7A1ED6C1}","{7D4189D5-4740-4110-851A-532B7A1ED6C1}_3","E-W","11th","HARRISON","ALICE","South","11th from HARRISON to ALICE , South","8.0","0.0","No Parking","3.0",,,,,,,,,,,"67.7874572305","","",
"MULTILINESTRING ((-122.27060092806718 37.80145149697168, -122.27076676428396 37.80151736896005))","131509","{C1FD95CC-6441-4795-96AA-CEABE55AC437}","{13014575-2FE5-4872-AC07-09E31410A0FC}","{13014575-2FE5-4872-AC07-09E31410A0FC}_2","E-W","11th","FRANKLIN","WEBSTER ST","South","11th from FRANKLIN to WEBSTER ST , South","9.0","5.0","White Curb","2.0",,,,,,,,,,,"53.5814563261","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.2713801060834 37.8017600836908, -122.27172803653947 37.80189497651648))","131693","{D12FBD48-4392-493E-A028-DE5737F7D921}","{13739EFF-7566-4275-B1BB-30DA4C1C0E9D}","{13739EFF-7566-4275-B1BB-30DA4C1C0E9D}_4","E-W","11th","BROADWAY","FRANKLIN","South","11th from BROADWAY to FRANKLIN , South","3.0","2.0","Meter","4.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"111.881266095","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27172803653947 37.80189497651648, -122.2717879485113 37.80191820426692))","131693","{D12FBD48-4392-493E-A028-DE5737F7D921}","{13739EFF-7566-4275-B1BB-30DA4C1C0E9D}","{13739EFF-7566-4275-B1BB-30DA4C1C0E9D}_3","E-W","11th","BROADWAY","FRANKLIN","South","11th from BROADWAY to FRANKLIN , South","3.0","0.0","No Parking","3.0",,,,,,,,,,,"19.2653815477","","",
"MULTILINESTRING ((-122.27442829848992 37.8029576512221, -122.27418926365999 37.80286360882631))","731530","{8294041C-76BD-4645-BD7A-94898ACA3BD4}","{151A327B-E729-436F-9A1B-10272B2CD7F8}","{151A327B-E729-436F-9A1B-10272B2CD7F8}_2","E-W","11th","CLAY","BROADWAY","South","11th from CLAY to BROADWAY , South","18.0","3.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"77.083711373","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27345554434005 37.80256626789121, -122.27313359958558 37.802440706601764))","731530","{8294041C-76BD-4645-BD7A-94898ACA3BD4}","{151A327B-E729-436F-9A1B-10272B2CD7F8}","{151A327B-E729-436F-9A1B-10272B2CD7F8}_4","E-W","11th","CLAY","BROADWAY","South","11th from CLAY to BROADWAY , South","18.0","5.0","Taxi","4.0",,,,,,,,,,,"103.643569909","","",
"MULTILINESTRING ((-122.2726523994257 37.802414327787545, -122.27252847461337 37.80236489731464))","731641","{6A5494C3-532E-4180-8F35-68F91D3D134C}","{96BB6668-6B3D-4F9D-9F63-C917DB602D70}","{96BB6668-6B3D-4F9D-9F63-C917DB602D70}_1","E-W","11th","BROADWAY","CLAY","North","11th from BROADWAY to CLAY , North","24.0","0.0","No Parking","1.0",,,,,,,,,,,"40.0732098313","","",
"MULTILINESTRING ((-122.2734706198188 37.802740690274106, -122.2726523994257 37.802414327787545))","731641","{6A5494C3-532E-4180-8F35-68F91D3D134C}","{96BB6668-6B3D-4F9D-9F63-C917DB602D70}","{96BB6668-6B3D-4F9D-9F63-C917DB602D70}_2","E-W","11th","BROADWAY","CLAY","North","11th from BROADWAY to CLAY , North","24.0","13.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"264.584234156","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27376269799878 37.802857189037304, -122.2734706198188 37.802740690274106))","731641","{6A5494C3-532E-4180-8F35-68F91D3D134C}","{96BB6668-6B3D-4F9D-9F63-C917DB602D70}","{96BB6668-6B3D-4F9D-9F63-C917DB602D70}_3","E-W","11th","BROADWAY","CLAY","North","11th from BROADWAY to CLAY , North","24.0","0.0","No Parking","3.0",,,,,,,,,,,"94.4474389958","","",
"MULTILINESTRING ((-122.27451220052399 37.8031561318023, -122.27426307147441 37.803056766254116))","731641","{6A5494C3-532E-4180-8F35-68F91D3D134C}","{96BB6668-6B3D-4F9D-9F63-C917DB602D70}","{96BB6668-6B3D-4F9D-9F63-C917DB602D70}_5","E-W","11th","BROADWAY","CLAY","North","11th from BROADWAY to CLAY , North","24.0","0.0","No Parking","5.0",,,,,,,,,,,"80.558588219","","",
