"incident_number","incident_date","shift_color","specific_incident_code_and","generic_incident_code","generic_incident_description","incident_category","streetnumber","streetprefix","streetname","streettype","city","civilian_casualty","firefighter_casualty","property_loss","property_value","responding_unit","responding_unit_in_or_out","responding_unit_district","responding_unit_district_1","turnout_time","travel_time","response_time_minutes","first_arriving","latitude","longitude","location","lastarrivingfirstalarm","onscndate","dispdate","citydst"
"01-008991","2001-09-24T01:57:08.000",,"551 Assist police or other governmental agency","500","Service Call","Non-Fire Call","400",,"GEORGIA","AVE","Chattanooga","0","0","0","0","ENGINE 1","IN","101","Station 1","2.33","5.95","8.28","Y","35.05216467080321","-85.3046185007652","POINT (-85.304618500765 35.052164670803)","Y","2001-09-24T02:16:07.000","2001-09-24T02:07:50.000","7"
"01-008992","2001-09-24T03:03:55.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","2619",,"ARNO","ST","Chattanooga","0","0","0","0","ENGINE 4","IN","406","Station 4","3.28","3.88","7.17","Y","35.06403503917437","-85.24579308543548","POINT (-85.245793085435 35.064035039174)","Y","2001-09-24T03:11:28.000","2001-09-24T03:04:18.000","9"
"01-008999","2001-09-24T09:23:39.000",,"410 Combustible/flammable gas/liquid conditn other","400","Hazardous Condition (no fire)","Non-Fire Call","6183",,"ADAMSON","CIR","Chattanooga","0","0","0","0","ENGINE 15","OUT","602","Station 6","2.2","10.58","12.78","Y","35.072979137232124","-85.18264248390858","POINT (-85.182642483909 35.072979137232)","Y","2001-09-24T09:39:46.000","2001-09-24T09:26:59.000","5"
"01-009006","2001-09-24T12:17:15.000",,"710 Malicious  mischievous false call  other","700","False Alarm & False Call","Non-Fire Call","1500",,"INTERSTATE 24",,"Chattanooga","0","0","0","0","ENGINE 20","IN","2001","Station 20","2.1","8.2","10.3","Y",,,,"Y","2001-09-24T12:29:34.000","2001-09-24T12:19:16.000",
"01-009010","2001-09-24T14:55:30.000",,"900 Special type of incident  other","900","Special","Non-Fire Call","2505",,"LATTA","ST","Chattanooga","0","0","0","0","ENGINE10","IN","1003","Station 10","2.25","5.88","8.13","Y","35.06412669359565","-85.24955762006813","POINT (-85.249557620068 35.064126693596)","Y","2001-09-24T15:04:02.000","2001-09-24T14:55:54.000","9"
"01-009033","2001-09-25T07:48:45.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","4803",,"HIGHWAY 58",,"Chattanooga",,,,,"ENGINE 4","OUT","603","Station 6","1.02","7.82","8.83","Y","35.089755099315504","-85.18665547414865","POINT (-85.186655474149 35.089755099316)","N","2001-09-25T07:58:18.000","2001-09-25T07:49:28.000","3"
"01-009037","2001-09-25T11:12:56.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","4625",,"FAIRWOOD","LN","Chattanooga","0","0","0","0","ENGINE 15","OUT","602","Station 6","2.3","8.23","10.53","Y","35.08301976803911","-85.19603540310844","POINT (-85.196035403108 35.083019768039)","Y","2001-09-25T11:24:34.000","2001-09-25T11:14:02.000","5"
"01-009041","2001-09-25T12:56:15.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","955",,"BOYNTON","DR","Chattanooga","0","0","0","0","SQUAD 1","OUT","102","Station 1","1.75","7.05","8.8","Y","35.048140469124526","-85.3201072427476","POINT (-85.320107242748 35.048140469125)","Y","2001-09-25T13:06:13.000","2001-09-25T12:57:25.000","7"
"01-009060","2001-09-26T00:49:32.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","4040",,"MOUNTAIN CREEK","RD","Chattanooga","0","0","0","0","ENGINE17","IN","1702","Station 17","3.72","4.2","7.92","Y","35.13030828732099","-85.30918883229991","POINT (-85.3091888323 35.130308287321)","Y","2001-09-26T00:59:14.000","2001-09-26T00:51:19.000","1"
"01-009064","2001-09-26T06:17:28.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","100",,"MOCCASIN BEND","RD","Chattanooga","0","0","0","0","ENGINE17","IN","1701","Station 17","1.47","8.08","9.55","Y","35.02739454910373","-85.3354605521305","POINT (-85.33546055213 35.027394549104)","Y","2001-09-26T06:27:36.000","2001-09-26T06:18:03.000","1"
"01-009071","2001-09-26T09:29:24.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","3401",,"BRAINERD","RD","Chattanooga","0","0","0","0","ENGINE 5","OUT","1508","Station 15","2.07","5.65","7.72","Y","35.026362324196135","-85.2521615708357","POINT (-85.252161570836 35.026362324196)","Y","2001-09-26T09:41:27.000","2001-09-26T09:33:44.000","9"
"01-009087","2001-09-26T22:08:48.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","950",,"SISKIN","DR","Chattanooga",,,,,"ENGINE 5","OUT","705","Station 7","1.63","5.37","7","Y","35.05104489977652","-85.29410176957568","POINT (-85.294101769576 35.051044899777)","N","2001-09-26T22:19:04.000","2001-09-26T22:12:04.000","8"
"01-009107","2001-09-27T15:03:17.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","2400",,"AMNICOLA","HWY","Chattanooga","0","0","0","0","ENGINE10","IN","1003","Station 10","0.02","7.9","7.92","Y","35.07123715269971","-85.26969594893572","POINT (-85.26969594893602 35.0712371527)","Y","2001-09-27T15:11:55.000","2001-09-27T15:04:00.000","8"
"01-009108","2001-09-27T15:33:31.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","300","N","MARKET","ST","Chattanooga","0","0","0","0","SQUAD 1","OUT","1201","Station 12","1.88","6.22","8.1","Y","35.064686186168096","-85.30891696142841","POINT (-85.308916961428 35.064686186168)","Y","2001-09-27T15:51:27.000","2001-09-27T15:43:21.000","2"
"01-009135","2001-09-28T12:38:58.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","196","S","LOVELL","AVE","Chattanooga",,,,,"LADDER4","OUT","1302","Station 13","1.6","5.65","7.25","Y","35.00982326008419","-85.22851835618086","POINT (-85.228518356181 35.009823260084)","Y","2001-09-28T12:48:50.000","2001-09-28T12:41:35.000","6"
"01-009135","2001-09-28T12:38:58.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","196","S","LOVELL","AVE","Chattanooga","0","0","0","0","ENGINE13","IN","1302","Station 13","1.6","5.65","7.25","Y","35.00982326008419","-85.22851835618086","POINT (-85.228518356181 35.009823260084)","Y","2001-09-28T12:48:50.000","2001-09-28T12:41:35.000","6"
"01-009135","2001-09-28T12:38:58.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","196","S","LOVELL","AVE","Chattanooga",,,,,"ENGINE 15","OUT","1302","Station 13","4.35","2.9","7.25","Y","35.00982326008419","-85.22851835618086","POINT (-85.228518356181 35.009823260084)","Y","2001-09-28T12:48:50.000","2001-09-28T12:41:35.000","6"
"01-009136","2001-09-28T12:54:03.000",,"410 Combustible/flammable gas/liquid conditn other","400","Hazardous Condition (no fire)","Non-Fire Call","1007",,"MOUNT VERNON","AVE","Chattanooga","0","0","0","0","LADDER3","OUT","1201","Station 12","2.13","6","8.13","Y","35.0736016782428","-85.29446477901698","POINT (-85.294464779017 35.073601678243)","N","2001-09-28T13:03:07.000","2001-09-28T12:54:59.000","2"
"01-009151","2001-09-28T19:33:36.000",,"500 Service Call  other","500","Service Call","Non-Fire Call","3509",,"3RD","AVE","Chattanooga","0","0","0","0","ENGINE 9","IN","902","Station 9","1.45","6.17","7.62","Y","35.00357891355653","-85.28854809120608","POINT (-85.288548091206 35.003578913557)","Y","2001-09-28T19:41:27.000","2001-09-28T19:33:50.000","7"
"01-009152","2001-09-28T19:51:34.000",,"500 Service Call  other","500","Service Call","Non-Fire Call","2408",,"NIMITZ","ST","Chattanooga","0","0","0","0","ENGINE 15","IN","1503","Station 15","1.57","9.88","11.45","Y","35.05895333294529","-85.22903542873368","POINT (-85.229035428734 35.058953332945)","Y","2001-09-28T20:04:19.000","2001-09-28T19:52:52.000","5"
"01-009164","2001-09-29T08:06:58.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","6703",,"BONNY OAKS","DR","Chattanooga","0","0","0","0","ENGINE8","IN","801","Station 8","0.28","9.62","9.9","Y","35.07220696707873","-85.15850893113864","POINT (-85.158508931139 35.072206967079)","N","2001-09-29T08:17:45.000","2001-09-29T08:07:51.000","6"
"01-009193","2001-09-29T22:16:52.000",,"551 Assist police or other governmental agency","500","Service Call","Non-Fire Call","3827",,"LIGHTFOOT MILL","RD","Chattanooga","0","0","0","0","ENGINE 15","OUT","602","Station 6","1.55","6.78","8.33","Y","35.07039373288079","-85.20791088771162","POINT (-85.207910887712 35.070393732881)","Y","2001-09-29T22:25:34.000","2001-09-29T22:17:14.000","5"
"01-009194","2001-09-29T23:28:11.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","5408",,"OLD HIXSON","PIKE","Chattanooga",,,,,"LADDER3","OUT","1902","Station 19","1.98","7","8.98","Y","35.14372820901247","-85.233484740594","POINT (-85.233484740594 35.143728209012)","Y","2001-09-29T23:38:12.000","2001-09-29T23:29:13.000","3"
"01-009206","2001-09-30T03:01:27.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","5700",,"INTERSTATE 75",,"Chattanooga","0","0","0","0","ENGINE13","IN","1303","Station 13","3.25","4.48","7.73","Y",,,,"Y","2001-09-30T03:10:38.000","2001-09-30T03:02:54.000",
"01-009228","2001-10-01T05:21:00.000",,"150 Outside rubbish fire  other","100","Fire","Fire Call","1521",,"HICKORY VALLEY","RD","Chattanooga","0","0","0","0","ENGINE8","IN","802","Station 8","3","5","8","Y","35.02367041066293","-85.17848985545237","POINT (-85.178489855452 35.023670410663)","Y","2001-10-01T05:29:00.000","2001-10-01T05:21:00.000","6"
"01-009232","2001-10-01T09:54:29.000",,"740 Unintentional transmission of alarm  other","700","False Alarm & False Call","Non-Fire Call","900",,"AIRPORT","RD","Chattanooga","0","0","0","0","ENGINE8","OUT","1303","Station 13","1.57","9.5","11.07","Y","35.03094017341312","-85.19469558304687","POINT (-85.194695583047 35.030940173413)","Y","2001-10-01T10:06:39.000","2001-10-01T09:55:35.000","5"
"01-009251","2001-10-02T05:17:30.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","3324",,"PINEWOOD","AVE","Chattanooga","0","0","0","0","ENGINE17","OUT","1508","Station 15","2.37","5.85","8.22","Y","35.02965197871748","-85.25016081053236","POINT (-85.250160810532 35.029651978717)","Y","2001-10-02T05:27:00.000","2001-10-02T05:18:47.000","9"
"01-009252","2001-10-02T05:33:24.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1725","S","SEMINOLE","DR","Chattanooga","0","0","0","0","ENGINE 9","IN","901","Station 9","3.35","3.9","7.25","Y","34.98851501040149","-85.27385784574132","POINT (-85.27385784574102 34.988515010401)","Y","2001-10-02T05:40:47.000","2001-10-02T05:33:32.000","9"
"01-009265","2001-10-02T11:51:57.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","300",,"OCHS","HWY","Chattanooga","0","0","0","0","SQUAD 1","OUT","1402","Station 14","0.42","6.9","7.32","Y","35.005557183727646","-85.3310301911727","POINT (-85.331030191173 35.005557183728)","Y","2001-10-02T12:04:40.000","2001-10-02T11:57:21.000","7"
"01-009267","2001-10-02T12:20:12.000",,"150 Outside rubbish fire  other","100","Fire","Fire Call","7609",,"STANDIFER GAP","RD","Chattanooga","0","0","0","0","ENGINE13","OUT","802","Station 8","1.92","10.02","11.93","Y","35.050379318350394","-85.13388350821535","POINT (-85.133883508215 35.05037931835)","Y","2001-10-02T12:32:30.000","2001-10-02T12:20:34.000","4"
"01-009275","2001-10-02T15:13:02.000",,"410 Combustible/flammable gas/liquid conditn other","400","Hazardous Condition (no fire)","Non-Fire Call","1766",,"HEATON","ST","Chattanooga","0","0","0","0","ENGINE 5","OUT","403","Station 4","1.97","6.25","8.22","Y",,,,"Y","2001-10-02T15:22:20.000","2001-10-02T15:14:07.000",
"01-009286","2001-10-02T19:48:36.000",,,,,,"5756",,"HIGHWAY 153",,"Chattanooga","0","0","0","0","ENGINE 22","IN","2201","Station 22","2.63","8.15","10.78","Y","35.15584842584052","-85.24864419599407","POINT (-85.248644195994 35.155848425841)","Y","2001-10-02T19:59:23.000","2001-10-02T19:48:36.000","3"
"01-009313","2001-10-03T15:43:42.000",,"110 Structure fire  other (conversion only)","100","Fire","Fire Call","15",,"SAWYER","ST","Chattanooga","0","0","0","0","ENGINE 1","OUT","1202","Station 12","2.12","4.93","7.05","Y","35.074437752047444","-85.30821006208373","POINT (-85.308210062084 35.074437752047)","N","2001-10-03T15:51:07.000","2001-10-03T15:44:04.000","1"
"01-009320","2001-10-03T18:25:31.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","5000",,"AMNICOLA","HWY","Chattanooga","0","0","0","0","ENGINE10","IN","1004","Station 10","2.6","6.23","8.83","Y","35.09217443123667","-85.21750474858847","POINT (-85.217504748588 35.092174431237)","Y","2001-10-03T18:34:42.000","2001-10-03T18:25:52.000","3"
"01-009333","2001-10-04T00:00:19.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1300",,"INTERSTATE 24",,"Chattanooga","0","0","0","0","ENGINE 20","OUT","902","Station 9","8.67","0.67","9.33","Y",,,,"Y","2001-10-04T00:10:27.000","2001-10-04T00:01:07.000",
"01-009334","2001-10-04T00:38:03.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","5974",,"DAYTON","BLVD","Chattanooga","0","0","0","0","ENGINE 22","IN","2202","Station 22","2.47","5.2","7.67","Y","35.16538240559419","-85.26123875801017","POINT (-85.26123875801 35.165382405594)","Y","2001-10-04T00:46:32.000","2001-10-04T00:38:52.000","1"
"01-009339","2001-10-04T06:38:48.000",,"331 Lock-in (if lock out   use 511 )","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","3505",,"VALLEY","TRL","Chattanooga","0","0","0","0","ENGINE17","IN","1702","Station 17","1.85","8.95","10.8","Y","35.11993949207652","-85.31438435326767","POINT (-85.314384353268 35.119939492077)","Y","2001-10-04T06:52:06.000","2001-10-04T06:41:18.000","1"
"01-009341","2001-10-04T08:42:43.000",,"410 Combustible/flammable gas/liquid conditn other","400","Hazardous Condition (no fire)","Non-Fire Call","755","E","5TH","ST","Chattanooga",,,,,"LADDER 1","IN","104","Station 1","1.08","5.98","7.07","Y","35.04768814235994","-85.29554901569983","POINT (-85.2955490157 35.04768814236)","N","2001-10-04T08:50:23.000","2001-10-04T08:43:19.000","8"
"01-009349","2001-10-04T13:48:56.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","2412",,"JENKINS","RD","Chattanooga","0","0","0","0","ENGINE8","IN","802","Station 8","0.5","6.77","7.27","Y","35.04057487214016","-85.13035664157691","POINT (-85.130356641577 35.04057487214)","Y","2001-10-04T13:59:06.000","2001-10-04T13:51:50.000","4"
"01-009363","2001-10-04T20:03:18.000",,"140 Natural vegetation fire  other","100","Fire","Fire Call","6300",,"OAK MEADOW","DR","Chattanooga","0","0","0","0","ENGINE 22","IN","2202","Station 22","2.28","6.4","8.68","Y","35.162748866157074","-85.24119384999551","POINT (-85.241193849996 35.162748866157)","Y","2001-10-04T20:12:17.000","2001-10-04T20:03:36.000","1"
"01-009397","2001-10-05T17:18:30.000",,"652 Steam  vapor  fog or dust thought to be smoke","600","Good Intent Call","Non-Fire Call","106","N","ST MARKS","AVE","Chattanooga","0","0","0","0","ENGINE 15","OUT","1301","Station 13","1.83","5.32","7.15","Y","35.01222891820283","-85.22593636927607","POINT (-85.225936369276 35.012228918203)","N","2001-10-05T17:26:50.000","2001-10-05T17:19:41.000","5"
"01-009399","2001-10-05T17:29:45.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","386","S","CREST","RD","Chattanooga","0","0","0","0","ENGINE 9","IN","901","Station 9","1.48","6.32","7.8","Y","35.00730457535084","-85.26944716652925","POINT (-85.269447166529 35.007304575351)","Y","2001-10-05T17:38:21.000","2001-10-05T17:30:33.000","9"
"01-009410","2001-10-06T01:22:45.000",,"900 Special type of incident  other","900","Special","Non-Fire Call","4135",,"VAUGHN","RD","Chattanooga","0","0","0","0","ENGINE 15","IN","1506","Station 15","2.78","4.67","7.45","Y","35.02718558587812","-85.23324426668951","POINT (-85.23324426669 35.027185585878)","Y","2001-10-06T01:31:21.000","2001-10-06T01:23:54.000","5"
"01-009437","2001-10-06T19:15:18.000",,"900 Special type of incident  other","900","Special","Non-Fire Call","1300",,"INTERSTATE 24",,"Chattanooga",,,,,"ENGINE 20","IN","2001","Station 20","2.1","5.62","7.72","Y",,,,"N","2001-10-06T19:23:36.000","2001-10-06T19:15:53.000",
"01-009441","2001-10-06T21:01:31.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","4014",,"13TH","AVE","Chattanooga","0","0","0","0","ENGINE 5","OUT","901","Station 9","1.38","5.97","7.35","Y","34.995406959782756","-85.2816473346664","POINT (-85.281647334666 34.995406959783)","Y","2001-10-06T21:09:30.000","2001-10-06T21:02:09.000","7"
"01-009449","2001-10-07T02:37:21.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","100",,"NORTHGATE PARK","LN","Chattanooga",,,,,"LADDER3","OUT","1901","Station 19","1.88","6.75","8.63","Y",,,,"N","2001-10-07T02:46:18.000","2001-10-07T02:37:40.000",
"01-009454","2001-10-07T06:44:08.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","2900",,"JENKINS","RD","Chattanooga","0","0","0","0","ENGINE8","IN","802","Station 8","1.62","6.77","8.38","Y","35.04734131546236","-85.12820502879975","POINT (-85.1282050288 35.047341315462)","Y","2001-10-07T06:53:31.000","2001-10-07T06:45:08.000","4"
"01-009457","2001-10-07T08:16:45.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","6561",,"ESQUIRE","DR","Chattanooga","0","0","0","0","ENGINE 22","IN","2202","Station 22","1.43","6.8","8.23","Y","35.166472662013774","-85.23378632135875","POINT (-85.233786321359 35.166472662014)","Y","2001-10-07T08:25:42.000","2001-10-07T08:17:28.000","3"
