"supplier_name","supplier_number","payment_number","payment_date","invoice_number","invoice_date","payment_total","po_number","receipt_number","department","account_description","fund_description","cost_center_description","minority_owned","small_business","women_owned","city","state","zip","country","vendor_id","days_to_pay","compliant_indicator"
"Tenn American Water Co","068508","2085362","2013-06-27T00:00:00.000","15019193 0613","2013-06-19T00:00:00.000","266.84",,,"General Services","Water","General Fund","Building Maintenance","No","No","No","Pittsburgh,","PA,","15250-7880","US","217","8","Yes"
"Envelopes & Printed Products Inc","868303","2162387","2017-07-10T00:00:00.000","13771","2017-06-20T00:00:00.000","118","527717","172738","Finance & Admin","Forms & Printed Material","General Fund","Office of City Treasurer","No","Yes","No","Prospect Park,","NJ,","07508","US","390669","20","Yes"
"Kirklands Pest Control LLC","866397","2157380","2017-04-04T00:00:00.000","23627","2017-03-21T00:00:00.000","19","520051","163593","Public Works","Exterminating Service","Solid Waste Operations","Recycling Center","No","No","No","Fayetteville,","TN,","37334","US","198528","14","Yes"
"Tenn American Water Co","068508","2113103","2014-11-25T00:00:00.000","15083187 1114","2014-11-14T00:00:00.000","46.36",,,"Public Works","Water","General Fund","Park Mgmt - Admin","No","No","No","Pittsburgh,","PA,","15250-7880","US","217","11","Yes"
"Tennessee Kenworth  Inc","868814","2128445","2015-09-01T00:00:00.000","T00775601124548","2015-08-19T00:00:00.000","3.26","530940","120076","General Services","Vehicle Parts","Municipal Garage","Rep & Maint - 12th & Park Garage","No","No","No","Chattanooga,","TN,","37421","US","447691","13","Yes"
"CARTA","013118","2128973","2015-09-14T00:00:00.000","081612","2015-08-07T00:00:00.000","1240","534520","120911","Youth & Family Development","Supportive Services","2016 Community Services Block Grant","CSBG - Emergency Programs","No","No","No","Chattanooga,","TN,","37406","US","57","38","No"
"Lee-Smith Inc","039980","2193957","2019-06-17T00:00:00.000","0106215940","2019-06-06T00:00:00.000","265.19","534257","248712","Public Works","Vehicle Parts","Municipal Garage","Rep & Maint - 12th & Park Garage","No","No","No","Chattanooga,","TN,","37407","US","156","11","Yes"
"UniFirst Corp","740751","2169159","2017-12-05T00:00:00.000","2660073766","2017-12-01T00:00:00.000","12.39","545322","187104","Fire","Clothing & Linen Service","General Fund","Fire Station # 3 Tiftonia","No","No","No","Rossville,","GA,","30741","US","3591","4","Yes"
"Lee-Smith Inc","039980","2190630","2019-04-10T00:00:00.000","0106200163","2019-03-26T00:00:00.000","214.14","534257","241235","Public Works","Vehicle Parts","Municipal Garage","Rep & Maint - Amnicola Garage","No","No","No","Chattanooga,","TN,","37407","US","156","15","Yes"
"Shields Electronics Supply","128161","2109845","2014-09-24T00:00:00.000","CP226022","2014-08-15T00:00:00.000","224.42","528206","95822","General Services","Electronic Parts","General Fund","Building Maintenance","No","Yes","No","Chattanooga,","TN,","37421","US","323","40","No"
"Kleen-A-Matic Rental Uniforms","040348","2080778","2013-04-15T00:00:00.000","0225011","2013-03-21T00:00:00.000","11.9","511138","62670","Fire","Clothing & Linen Service","General Fund","Fire Station # 9","No","No","No","Rossville,","GA,","30741","US","157","25","Yes"
"Shred-It USA LLC","736573","2096132","2013-12-30T00:00:00.000","9402904799","2013-12-04T00:00:00.000","20","511960","78368","Youth & Family Development","Other Contracted Service","2014 Head Start","Head Start Centers","No","No","No","Charlotte,","NC,","28290-5384","US","3063","26","Yes"
"Eastside Utility Dist","022765","2090248","2013-09-20T00:00:00.000","4341099402-0913","2013-09-16T00:00:00.000","477.52",,,"Youth & Family Development","Water","General Fund","Rec Facility - Summit of Softball","No","No","No","Chattanooga,","TN,","37422-2037","US","99","4","Yes"
"Electric Power Board of Chattanooga","021684","2078465","2013-03-12T00:00:00.000","2130286000-0313","2013-02-27T00:00:00.000","586.95",,,"Fire","Electricity","General Fund","Fire Station # 21","No","No","No","Chattanooga,","TN,","37422-7254","US","91","13","Yes"
"UniFirst Corp","740751","2181239","2018-08-23T00:00:00.000","266 0140914","2018-08-21T00:00:00.000","12.58","545322","216242","Fire","Clothing & Linen Service","General Fund","Fire Station # 9","No","No","No","Rossville,","GA,","30741","US","3591","2","Yes"
"Jacobs Wholesale Paper Co.","037116","4001707","2016-06-08T00:00:00.000","63486-01","2016-06-01T00:00:00.000","45.86","537404","140761","Public Works","Cleaning Supplies","Interceptor Sewer Operations","ISS Liquid Handling","No","No","No","Chattanooga,","TN,","37402","US","152","7","Yes"
"Jat Oil & Supply Inc","200364","2152096","2016-12-07T00:00:00.000","289032","2016-11-18T00:00:00.000","450.52","520894","153839","General Services","Diesel (Bulk fuel tanker load only)","Municipal Service Station","Operations-12th & Park Service Sta","No","No","No","Chattanooga,","TN,","37406-0288","US","391","19","Yes"
"Wilson Reporting Agency","719462","2116344","2015-01-30T00:00:00.000","16448","2015-01-23T00:00:00.000","295","527481","103890","General Gov't & Agencies","Court Reporter & Transcriber Fees","Liability Insurance","Judgments & Cost","Yes","No","Yes","Chattanooga,","TN,","37405","US","2216","7","Yes"
"Shred-It USA LLC","736573","2161146","2017-06-16T00:00:00.000","8122408008","2017-05-22T00:00:00.000","10.7","536336","169193","Public Works","Shredding and Recycling Services","General Fund","CWS Admin","No","No","No","Chicago,","IL,","60673-1288","US","3063","25","Yes"
"City Disposal Services LLC","751425","2057792","2012-04-23T00:00:00.000","225990","2012-01-14T00:00:00.000","19.47","0028194","42632","Public Works","Waste Disposal","General Fund","Traffic Operations","No","No","No","Chattanooga,","TN,","37406","US","5707","100","No"
"Colonial Insurance Co.","603826","2209510","2020-08-06T00:00:00.000","3rdM-06-AUG-20-211605-681527","2020-08-06T00:00:00.000","1.47",,,"Undefined","AP Colonial Insurance","General Fund","Not Required","No","No","No","Columbia,","SC,","29202-0903","US","1508","0","Yes"
"Unum - Voluntary Benefits","754640","2205476","2020-04-09T00:00:00.000","3rdM-09-APR-20-211645-661541","2020-04-09T00:00:00.000","10.84",,,"Undefined","AP Whole Life Insurance","General Fund","Not Required","No","No","No","Atlanta,","GA,","30384-3748","US","8582","0","Yes"
"Atlanta Gas Light Co","012570","2164605","2017-08-24T00:00:00.000","6802795193 0817","2017-08-15T00:00:00.000","26.29",,,"Youth & Family Development","Natural Gas","General Fund","North River Center Programs","No","No","No","Carol Stream,","IL,","60197-5408","US","53","9","Yes"
"A-1 Barricades Inc","030889","2171063","2018-01-19T00:00:00.000","7385","2017-12-31T00:00:00.000","403","543547","191591","Public Works","Equipment Rental","Interceptor Sewer Operations","CSO Carter Street","No","Yes","No","Chattanooga,","TN,","37405","US","125","19","Yes"
"Tenn American Water Co","068508","2072276","2012-11-27T00:00:00.000","2601047612 1112","2012-11-19T00:00:00.000","39.98",,,"Parks Management","Water","General Fund","Parks Admin","No","No","No","Pittsburgh,","PA,","15250-7880","US","217","8","Yes"
"Aaron's Pest Control","741400","5010666","2021-03-02T00:00:00.000","69908","2021-02-17T00:00:00.000","30","555297","313351","Public Works","Exterminating Service","Municipal Service Station","Operations-Amnicola Service Station","No","No","No","Chattanooga,","TN,","37412","US","3657","13","Yes"
"Mayfield Dairy Farms Inc","735642","2206026","2020-04-23T00:00:00.000","212154791","2020-02-20T00:00:00.000","66.81",,,"Youth & Family Development","Food & Ice","2020 Head Start","Early Head Start - CACFP","No","No","No","Atlanta,","GA,","31193-3321","US","2962","63","No"
"Madison, Daisy W","532808","2096900","2014-01-16T00:00:00.000","661557","2013-12-03T00:00:00.000","16.48",,,"General Gov't & Agencies","Food & Ice","Capital Improvement Bond Projects","Bd Fd Cap - 2013 General Obligation","No","No","No",".,","TN,","00000","US","1224","44","No"
"Kirklands Pest Control LLC","866397","2095164","2013-12-11T00:00:00.000","13189461","2013-11-10T00:00:00.000","19","522862","72589","Youth & Family Development","Exterminating Service","General Fund","Aquatics Programs","No","No","No","Fayetteville,","TN,","37334","US","198528","31","No"
"Universal Service Inc","864011","2062839","2012-07-02T00:00:00.000","21264","2012-05-02T00:00:00.000","1024","510350","46650","Public Works","Other Contracted Service","Interceptor Sewer Operations","ISS Liquid Handling","Yes","No","No","Chattanooga,","TN,","37421","US","94772","61","No"
"Property Tax Refund to:","873135","2203262","2020-02-10T00:00:00.000","81216361","2020-02-07T00:00:00.000","215.61",,,"Undefined","AP Treasurer's System Refunds Due","General Fund","Not Required","No","No","No","Chattanooga,","TN,","37421","US","961737","3","Yes"
"Mountain City Service Inc","746208","2201174","2019-12-18T00:00:00.000","144985-H-45523","2019-11-08T00:00:00.000","210","550042","269122","Public Works","HVAC","Interceptor Sewer Operations","ISS Plant Maintenance","No","No","No","Signal Mtn,","TN,","37377","US","4434","40","No"
"Canon Solutions America","866161","2118081","2015-03-06T00:00:00.000","4015074264","2015-02-01T00:00:00.000","159.94","526878","105234","Youth & Family Development","Equipment Rental","General Fund","Rec Ctr - Brainerd","No","No","No","Chicago,","IL,","60693","US","190422","33","No"
"Volunteer Energy Cooperative","025247","2072563","2012-11-30T00:00:00.000","403-724600 1112","2012-11-19T00:00:00.000","122.42",,,"Public Works","Electricity","Solid Waste Operations","Waste Disposal City Landfill","No","No","No","Decatur,","TN,","37322-2222","US","105","11","Yes"
"Layne Inliner LLC","867378","1759","2018-09-13T00:00:00.000","540857 RELEASE-2","2018-07-31T00:00:00.000","0",,,"Public Works","CIP Engineering Design & Supervision","Interceptor Sewer Consent Decree","ISS CD-Highland Park Sewer Rehab W-12-030","No","No","No","Orleans,","IN,","47452","US","295626","44","No"
"The Universal Group Inc","874486","2213121","2020-12-08T00:00:00.000","287358","2020-11-18T00:00:00.000","659.5","559472","304996","Police","Promotional Items","General Fund","Police Community Services","No","Yes","No","Knoxville,","TN,","37901","US","1255792","20","Yes"
"Southern Ionics","675605","2136585","2016-02-17T00:00:00.000","431891","2016-01-25T00:00:00.000","4061.73","535345","131447","Public Works","Dechlorination Chemicals","Interceptor Sewer Operations","ISS Liquid Handling","No","No","No","Atlanta,","GA,","31193-4557","US","1909","23","Yes"
"Chattanooga News Chronicle","530170","2135910","2016-02-04T00:00:00.000","JAN1601J14","2016-01-08T00:00:00.000","350","535049","130128","Youth & Family Development","Advertising","General Fund","Recreation Public Information","Yes","No","No","Chattanooga,","TN,","37405","US","1214","27","Yes"
"ArtsBuild","100680","2153560","2017-01-10T00:00:00.000","FY17 3RD QTR","2017-01-01T00:00:00.000","56250","539044","157142","General Gov't & Agencies","Appropriations","General Fund","Approp - Arts Build","No","No","No","Chattanooga,","TN,","37403","US","293","9","Yes"
"Pro Chemical Products","250216","2130871","2015-10-16T00:00:00.000","19567","2015-10-07T00:00:00.000","147","510348","122938","General Services","Chemicals & Lab Supplies","General Fund","Building Maintenance","No","Yes","No","Chattanooga,","TN,","37408","US","459","9","Yes"
"Xylem Dewatering Solutions Inc","748416","2169632","2017-12-14T00:00:00.000","400759850","2017-11-22T00:00:00.000","9698.4","532852","188543","Public Works","Equipment Rental","Interceptor Sewer Operations","Pump Stat - Dupont Parkway","No","No","No","Chicago,","IL,","60673-1286","US","4850","22","Yes"
"Baker & Taylor Co","005049","2156398","2017-03-17T00:00:00.000","5014458528","2017-03-01T00:00:00.000","1841.01","539033","162137","General Gov't & Agencies","Books Library","Public Library","Library - Downtown Branch-Central Office","No","No","No","Atlanta,","GA,","30384-7930","US","18","16","Yes"
"Jenkins Brick Company","867616","2163879","2017-08-09T00:00:00.000","9782969","2017-07-27T00:00:00.000","230.4","525217","175644","Public Works","Brick & Concrete Blocks","Water Quality Mgmt Operations","Water Quality Maintenance & Operation","No","No","No","Dallas,","TX,","75373-1842","US","320629","13","Yes"
"Eastside Utility Dist","022765","2089025","2013-08-30T00:00:00.000","9590793601-0813","2013-08-23T00:00:00.000","86.15",,,"Public Works","Water","Interceptor Sewer Operations","Pump Stat - Murray Hills","No","No","No","Chattanooga,","TN,","37422-2037","US","99","7","Yes"
"Jat Oil & Supply Inc","200364","2179022","2018-07-02T00:00:00.000","0000331057","2018-06-14T00:00:00.000","761.18","520894","209723","Public Works","Diesel (Bulk fuel tanker load only)","Municipal Service Station","Operations-12th & Park Service Sta","No","No","No","Chattanooga,","TN,","37406-0288","US","391","18","Yes"
"Hixson Utility District","036738","2187241","2019-01-18T00:00:00.000","4020098000W0119","2019-01-07T00:00:00.000","19.29",,,"Public Works","Water","General Fund","Park Mgmt - Admin","No","No","No","Hixson,","TN,","37343-5598","US","150","11","Yes"
"Amer Paper & Twine Co","548828","2109029","2014-09-10T00:00:00.000","1913311","2014-08-18T00:00:00.000","140.36","512400","94117","Youth & Family Development","Cleaning Supplies","2015 Head Start","Head Start Centers","No","No","No","Nashville,","TN,","37209","US","1292","23","Yes"
"Mountain City Service Inc","746208","4000580","2013-09-17T00:00:00.000","90050-H-31542","2013-07-19T00:00:00.000","600.85","0033037","71743","General Services","HVAC","TN Valley Regional Communications","TN Valley Regional Communications","No","No","No","Signal Mtn,","TN,","37377","US","4434","60","No"
"Budweiser of Chattanooga","756303","2093161","2013-11-08T00:00:00.000","512609","2013-10-09T00:00:00.000","269.49",,,"General Services","Cafeteria Inventory","Municipal Golf Courses","Brown Acres Golf Concessions","No","No","No","Soddy Daisy,","TN,","37384","US","10149","30","Yes"
"John Deere","731866","2104616","2014-06-13T00:00:00.000","68032745","2014-05-09T00:00:00.000","302.74","523243","88690","Public Works","Seeds, Trees, Plants, Hort Supplies","General Fund","Shared Maint - TN Riverpark Downtown Riverwalk","No","No","No","Chicago,","IL,","60673-1241","US","2518","35","No"
"Reliable Building Solutions Inc","743673","2070269","2012-10-25T00:00:00.000","2012-4456","2012-10-22T00:00:00.000","42","517448","53631","General Services","Other Contracted Service","General Fund","Building Maintenance","Yes","Yes","Yes","Chattanooga,","TN,","37421","US","4007","3","Yes"
"Volunteer Energy Cooperative","025247","2181711","2018-09-05T00:00:00.000","69610 0818","2018-08-19T00:00:00.000","191.19",,,"Public Works","Electricity","Solid Waste Operations","Waste Disposal City Landfill","No","No","No","Decatur,","TN,","37322-2222","US","105","17","Yes"
"Dogwood Place Apartments","749285","2152017","2016-12-06T00:00:00.000","CSLEDGE 1116","2016-11-07T00:00:00.000","350","541241","154526","Youth & Family Development","Supportive Services Rents","2017 Community Services Block Grant","CSBG - Employment","No","No","No","East Ridge,","TN,","37412","US","5020","29","Yes"
"Amer Fam Life","603860","2095641","2013-12-19T00:00:00.000","3rdM-19-DEC-13-211602-222520","2013-12-19T00:00:00.000","12.6",,,"Undefined","AP American Family Life","General Fund","Not Required","No","No","No","Columbus,","GA,","31999","US","1510","0","Yes"
"Staples","730819","2188525","2019-02-18T00:00:00.000","3396350363","2018-11-14T00:00:00.000","39.64","550039","235544","Executive Branch","Food & Ice","General Fund","Executive Office Admin","No","No","No","Atlanta,","GA,","30348-5748","US","2364","96","No"
