"hmp_index","mitigation_actions_title","mitigation_actions_description","hazard_addressed","lead_agency","schedule_phase","action_category","support_agency","funding_source","cost_estimate","overall_start","overall_finish","additional_info","goals_objectives","priority","website","notes","mapped"
"MH.P.108","Emergency management equipment","Purchase mobile vehicle fueling equipment, install East End fueling station, make communication upgrades to trucks and mobile command center, and purchase mobile substations that can be mounted on trailers and emergency generators.","Coastal storms,Flooding,Infrastructure failures","MTA Long Island Railroad","Existing","Property Protection",,"FTA","20000000","2015-04-30T00:00:00.000","2020-10-30T00:00:00.000","Ongoing","2.1,2.3,2.7","N/A",,"The following emergency management equipment has been delivered and/or installed: 4 tow behind generators, 8 portable radio kits, 25 portable generators, mobile generator for Nassau Tower, permanent generators for Farmingdale and Divide Tower. Purchase Orders have been issued for permanent generators for Upper Holban Yard, Babylon Tower and Queens Tower. Mobile substation for Brentwood is in final design. Ronkonkoma fuel station should be constructed in late 2017.","Not Mapped"
"MH.P.109","NYCHA grounds, pavements, and drainage improvements","Install planting for soil stabilization and to create buffer zones. Strengthen anchorage/footings for play equipment and pole lighting in nine developments (91 buildings).","Coastal storms,Extreme temperatures,Flooding","New York City Housing Authority","Existing","Property Protection",,"City Capital","9390000",,,"TBD","2.1,2.7","N/A",,"NYCHA has a long-term agreement with DEP to construct green infrastructure at NYCHA developments. One site is under construction and 19 are in design/assessment.","Not Mapped"
"MH.P.110","Full-backup power for NYCHA developments","NYCHA is providing full back up power via stand-alone generators at all the buildings within the developments. Current developments include RedHook East and West, Ocean Bay (Bayside), Coney Island Site 8, O'Dwyer Gardens, and Surfside.","Coastal storms,Flooding,Infrastructure failures","New York City Housing Authority","Completed","Property Protection",,"Unknown","0",,"2016-12-01T00:00:00.000",,"2.1,2.2,2.3","N/A",,"NYCHA performed feasibility studies for Category 4 distributed power-generation at developments severely damaged by Hurricane Sandy to combine/centrally locate utility systems. They found no feasible opportunities for Cogen/Microgrid at those developments, however they are providing full-backup power for the developments.","Points"
"MH.P.112","NYCHA AC system improvements","Study the feasibility of  centrally-managed AC systems including networked window AC systems and Air Source Heat Pump systems.","CBRN,Extreme temperatures,Infrastructure failures","New York City Housing Authority","Existing","Prevention and Policy","Mayor's Office of Sustainability,NYPA","Unknown","0",,,"TBD","1.1,2.1","N/A",,"NYCHA is piloting ""smart"" A/C system at Meltzer Tower, a senior building in Manhattan","Points"
"MH.P.113","NYPD precinct facility protection - 120th Pct","Enhance design of the 120th precinct facilities to withstand severe wind, rain, and flooding events.","Coastal Storms,Flooding,Severe Weather","New York City Police Department","Completed","Property Protection",,"FEMA","5062000","2017-04-01T00:00:00.000","2017-12-19T00:00:00.000",,"2.1,2.7,2.8","N/A",,,"Points"
"MH.P.116","OCME Unified Agency Operations Center","Relocation and centralization of all critical agency operations/functions into one unified workspace on emergency generator power.  This project was partially completed with limited funding; however, would require additional funding to retrofit the space to meet the specific needs of a high-functioning agency operation center.","Coastal storms,Flooding,Infrastructure failures","Office of Chief Medical Examiner","Existing","Emergency Services","Department of Design and Construction","FEMA-HSGP","2270000",,,,"2.1,2.10","N/A",,,"Points"
"MH.P.132","NYCEM warehouse and Emergency Operations Center (EOC) backup site","Build out a new NYCEM warehouse (the current warehouse is not large enough to accommodate the existing stockpile of supplies to support New York City during an emergency). Include adequate spacing for all citywide operational needs, storage, and functioning. Build out a new backup EOC to include room and capability for all citywide operations.","CBRN,Coastal Storms,Cyber Threats,Earthquakes,Flooding,Infrastructure Failure","New York City Emergency Management","Existing","Emergency Services","Department of Citywide Administrative Services","City Capital","85000000","2018-01-01T00:00:00.000","2023-01-01T00:00:00.000",,"2.1,2.2,2.3,2.7","N/A",,"Finalizing construction plans","Not Mapped"
"MH.P.136","Urban post-disaster housing site identification in New York City","Prepare communities and agencies for deployment of post-disaster housing units by identifying potential sites and evaluating feasibility for use in terms of constructability and livability.","Coastal storms,Disease outbreaks,Earthquakes,Flooding,Infrastructure failures,Severe weather","New York City Emergency Management","Existing","Prevention and Policy","Department of Buildings,Department of Environmental Protection,U.S. Army Corps of Engineers","City Expense,FEMA","100000",,"2017-07-03T00:00:00.000","1 Year","1.1,2.1,2.5","N/A",,"This information will be published in the forthcoming A Guide to Using Deployable Housing for Urban Post-Disaster Housing Recovery.","Not Mapped"
"MH.P.142","LaGuardia Airport central electric substation","Rehabilitate the supervisory controls and data acquisition of the Central Electric and West End substation SCADA system to enhance the airport's ability to manage and recover from emergencies.","Coastal storms,Earthquakes,Flooding,Infrastructure failures,Severe weather,Winter storms","Port Authority of New York  & New Jersey","Existing","Emergency Services",,"FEMA-HMGP,PANYNJ","1500000",,,"4 Years","2.1,2.10,2.7","N/A",,,"Points"
"MH.P.156","Overhead electric infrastructure","Raise/relocate the overhead electric infrastructure to mitigate proximity violations as a result of homes being raised to comply with FEMA guidelines.","Coastal Storms,Flooding,Infrastructure Failure","Public Service Enterprise Group","Existing","Property Protection",,"CDBG,FEMA,Insurance Proceeds","500000",,,"Ongoing and as required","1.1,2.1,2.2,3.3","N/A",,,"Not Mapped"
"MH.P.157","Storm damage mitigation","Place overhead distribution lines underground in high-risk areas with extreme exposure to falling trees. Install automated sectionaling switches to reduce/isolate outage areas.","Coastal Storms,Flooding,Infrastructure Failure,Severe Weather,Winter Storms","Public Service Enterprise Group","Existing","Infrastructure Project",,"Authority Capital,FEMA","3500000",,,"ongoing","2.1,2.2,2.7,3.3","N/A",,,"Not Mapped"
"MH.P.158","SBS Digital Outreach","Update SBS website with information on emergency preparedness and mitigation best practices (including business emergency planning and continuity plan templates, personal preparedness materials, insurance information, etc.), and conduct online outreach (including email and social media) to business and neighborhood organization customers to inform them of mitigation best practices and how to prepare for an upcoming hazard. Disseminate NYCEM information through website and social media channels in the event of an emergency.","CBRN,Coastal erosion,Coastal storms,Cyber threats,Disease outbreaks,Drought,Earthquakes,Extreme temperatures,Flooding,Infrastructure failures,Severe weather,Winter storms","Small Business Services","Existing","Education and Awareness",,"CDBG-DR","1000000","2017-01-09T00:00:00.000","2020-12-31T00:00:00.000","Ongoing","3.3,3.4,5.1,5.3","N/A",,,"Not Mapped"
"MH.P.160","Small business outreach","Through the Business Preparedness and Resiliency Program (Business PREP), SBS will lead an awareness campaign to inform businesses of how to best prepare for emergencies. This will also feed in to the Business PREP workshops, assessments & grants, and SBS online resources.","Coastal storms,Flooding","Small Business Services","Existing","Education and Awareness","New York City Emergency Management","CDBG","500000","2017-03-01T00:00:00.000","2019-12-31T00:00:00.000","Will be considering options to extend this service.","3.2,3.3,3.4,3.5,5.1,5.2,5.3","N/A",,,"Not Mapped"
"MH.P.161","Hazard mitigation education for businesses","Through the Business Preparedness and Resiliency Program (Business PREP), SBS offers workshops and webinars for small businesses across NYC. The workshops focus on business continuity planning and emergency preparedness, and are in collaboration with NYCEM. Businesses receive planning materials and resources, and are made aware of the other services that SBS offers (including: financing, legal assistance, business education, etc.)","CBRN,Coastal erosion,Coastal storms,Cyber threats,Disease outbreaks,Drought,Earthquakes,Extreme temperatures,Flooding,Infrastructure failures,Severe weather,Wildfires,Winter storms","Small Business Services","Existing","Education and Awareness","New York City Emergency Management","CDBG,CDBG-NY Rising","100000","2015-11-02T00:00:00.000","2019-12-31T00:00:00.000","Will be considering options to extend this service.","3.1,3.2,3.3,3.4,3.5,5.1,5.2,5.3","N/A",,,"Not Mapped"
"MH.P.162","Risk assessments and Grants","Through the Business Preparedness and Resiliency Program (Business PREP), SBS will offer on-site assessments to businesses impacted by Hurricane Sandy. The assessment will include an operation and physical risk evaluation, as well as a review of the business' insurance coverage. After the assessment, businesses will have access to a grant of $3,000 to purchase specific items that will improve their resiliency.","CBRN,Coastal erosion,Coastal storms,Cyber threats,Disease outbreaks,Drought,Earthquakes,Extreme temperatures,Flooding,Infrastructure failures,Severe weather,Wildfires,Winter storms","Small Business Services","Existing","Education and Awareness","New York City Emergency Management","CDBG","4370000","2017-01-04T00:00:00.000","2019-12-31T00:00:00.000","Will be considering options to extend this service (specifically assessments)","3.2,3.3,3.4,5.3","N/A",,,"Not Mapped"
"MH.P.167","T-groins at Coney Island","Construct T-groins at Coney Island to protect coastline.","Coastal erosion,Coastal storms,Flooding","New York State Department of Environmental Conservation,U.S. Army Corps of Engineers","Completed","Coastal/Natural Resource Protection","Department of Parks and Recreation,New York State Department of Environmental Conservation","City Capital,FEMA-HSGP,USACE",,"2014-12-01T00:00:00.000","2016-06-30T00:00:00.000",,"2.7,4.3","N/A","http://www.nan.usace.army.mil/Missions/Civil-Works/Projects-in-New-York/Rockaway-Inlet-to-Norton-Point-Coney-Island",,"Points"
