"borough","ntaname","site","address","number","street","categoriesaccepted","categoriesavailable","additionalmaterialinformation","pickupstatus","hours","website","phone","email","partnerstatus","borocd","councildist","ct2010","bbl","bin","latitude","longitude","police_precinct","point_1"
"QUEENS","Hunters Point-Sunnyside-West Maspeth","Saint Teresa Church - Saint Vincent Depaul Society","50-20 45th St, Woodside, NY 11377, USA","50-20","45 STREET","Food/Beverage","Food/Beverage","Office hours M-F 9am-8pm. Call ahead, make drop-off on Tuesday. Pantry open Tuesday 6pm-7pm.",,"Monday 09:00 AM-08:00 PM, Tuesday 09:00 AM-7:00 PM, Wednesday 09:00 AM-08:00 PM, Thursday 09:00 AM-08:00 PM, Friday 09:00 AM-08:00 PM, Saturday Closed, Sunday Closed",,"(718) 784-2123","schichi7@aol.com",,"402","26","187","4022940050","4053169","40.737333","-73.921332","108","POINT (-73.9213319995731 40.7373330000212)"
"MANHATTAN","East Village","Rivington Guitars","73 E 4th St, New York, NY 10003, USA","73","EAST    4 STREET",,"Musical Instruments",,,"Monday 12:00 PM-08:00 PM, Tuesday 12:00 PM-08:00 PM, Wednesday 12:00 PM-08:00 PM, Thursday 12:00 PM-08:00 PM, Friday 12:00 PM-08:00 PM, Saturday 12:00 PM-08:00 PM, Sunday 12:00 PM-06:00 PM","http://rivingtonguitars.com/","(212) 505-5313","rivingtoninfo@gmail.com",,"103","02","38","1004600050","1077984","40.726843","-73.990234","009","POINT (-73.9902339997003 40.7268430001076)"
"QUEENS","Jamaica Estates-Holliswood","Church of the Incantation","89-43 207th Street, NY, New York 11427, USA","89-43","207 STREET","Food/Beverage","Food/Beverage","Pantry Friday 12pm-2pm. Donations dropoff at Rectory at any time. For receiving food, register and bring ID.",,"Friday 9:00 AM-5:00 PM, Thursday 9:00 AM-5:00 PM, Wednesday 9:00 AM-5:00 PM, Tuesday 9:00 AM-5:00 PM, Monday 9:00 AM-5:00 PM, Sunday Closed, Wednesday Closed, Friday 12:00 PM-02:00 PM, Thursday Closed, Saturday 9:00 AM-5:00 PM, Tuesday Closed, Monday Clo","http://incrcc.org/about-us/organizations/","(718) 465-8534","jennifer.smith@ccbq.org",,"413","23","492",,,"40.719042","-73.756475","105","POINT (-73.7564750000222 40.7190420000914)"
"MANHATTAN","Upper West Side","Unique Boutique Columbus","487 Columbus Avenue, New York, NY 10024, USA","487","COLUMBUS AVENUE",,"Books/Media, Clothing/Personal Accessories, Household Furniture/Furnishings, Kitchen Items, Footwear, Toys/Games",,,"Sunday 11:00 AM-7:00 PM, Monday 10:00 AM-08:00 PM, Tuesday 10:00 AM-08:00 PM, Wednesday 10:00 AM-08:00 PM, Thursday 10:00 AM-08:00 PM, Friday 10:00 AM-08:00 PM, Saturday 10:00 AM-08:00 PM",,"(212) 362-8877","magdyraz@yahoo.com",,"107","06","169","1011970004","1031216","40.784694","-73.973108","020","POINT (-73.9731080004349 40.7846939996316)"
"STATEN IS","West New Brighton-New Brighton-St. George","Clothing","17 Brook Street, Staten Island, NY 10301, USA","17","BROOK STREET",,"Clothing/Personal Accessories, Footwear",,,"Monday Closed, Tuesday 11:00 AM-06:30 PM, Wednesday 11:00 AM-06:30 PM, Thursday 11:00 AM-06:30 PM, Friday 11:00 AM-06:30 PM, Saturday 11:00 AM-06:30 PM, Sunday Closed","http://etgstores.com/clothing/index.html","(718) 273-7139","clothing@etgstores.com",,"501","49","11","5000230038","5000385","40.637406","-74.081209","120","POINT (-74.0812089996966 40.6374059999901)"
"MANHATTAN","Hudson Yards-Chelsea-Flatiron-Union Square","Xavier Mission","55 West 15th Street, New York, NY 10011, USA","55","WEST   15 STREET","Clothing/Personal Accessories, Food/Beverage","Clothing/Personal Accessories, Food/Beverage","Call ahead for information about how to donate or receive. Donation drop-off days are Monday-Friday, 10am-6pm. Please check for updates: http://xaviermission.org/programs/clothingroom/",,"Monday 10:00 AM-06:00 PM, Tuesday 10:00 AM-06:00 PM, Wednesday 10:00 AM-06:00 PM, Thursday 10:00 AM-06:00 PM, Friday 10:00 AM-06:00 PM, Saturday 10:00 AM-06:00 PM, Sunday Closed","http://xaviermission.org/","(212) 627-2100","info@xaviermission.org","Partner","105","03","54","1008170072","1080626","40.737885","-73.995525","013","POINT (-73.9955249999797 40.7378850002957)"
"BRONX","Mott Haven-Port Morris","St. Mary's Development Center for Children and Fam","411 E 143rd St, Bronx, NY 10454, USA","411","EAST  143 STREET","Arts/Crafts, Books/Media, Clothing/Personal Accessories, Electronics, Appliances, Household Furniture/Furnishings, Kitchen Items, HealthCare, Musical Instruments, Office Furniture/Furnishings, Office Supplies/Stationary, Footwear, Sports Equipment, Toys/","Arts/Crafts, Books/Media, Clothing/Personal Accessories, Electronics, Appliances, Household Furniture/Furnishings, Kitchen Items, HealthCare, Musical Instruments, Footwear, Sports Equipment, Toys/Games",,,"Monday 09:30 AM-05:30 PM, Tuesday 09:30 PM-06:30 PM, Wednesday 10:00 AM-05:30 PM, Thursday 10:00 AM-06:00 PM, Friday 10:00 AM-06:00 PM, Saturday Closed, Sunday Closed",,"(718) 665-9446","stmarys411@gmail.com",,"201","08","41","2022880095","2000490","40.812195","-73.919793","040","POINT (-73.9197929996482 40.8121949998026)"
,,"Staten Island, NY Office (American Cancer Society)",,,,"Automotive",,"Accepts cars, motorcycles, RVs, boats on trailers, etc. Has offices in Manhattan, Brooklyn, Bronx, Flushing, Staten Island. Fill out our easy-to-use online car donation form or call us 1-888-227-5500.","Pickup","Monday 9:00 AM-5:00 PM, Tuesday 9:00 AM-5:00 PM, Wednesday 9:00 AM-5:00 PM, Thursday 9:00 AM-5:00 PM, Friday 9:00 AM-5:00 PM, Saturday Closed, Sunday Closed","https://www.cancer.org/involved/donate/more-ways-to-give/cars-for-a-cure.html","(718) 987-8871","none@email.com",,,,,,,"40.595215","-74.182712",,"POINT (-74.1827119995601 40.5952149995758)"
"BROOKLYN","Bay Ridge","The Salvation Army 3rd Ave","6822 3rd Ave, Brooklyn, NY 11220, USA","6822","3 AVENUE","Automotive, Books/Media, Clothing/Personal Accessories, Electronics, Household Furniture/Furnishings, Kitchen Items, Musical Instruments, Office Furniture/Furnishings, Footwear, Sports Equipment, Toys/Games","Books/Media, Clothing/Personal Accessories, Electronics, Household Furniture/Furnishings, Kitchen Items, Musical Instruments, Office Furniture/Furnishings, Footwear, Sports Equipment, Toys/Games","Donations accepted at any of our stores during regular business hours. Pick-up service also available. Please call 1-800-728-7825 Thank you!","Pickup","Monday 10:00 AM-06:00 PM, Tuesday 10:00 AM-06:00 PM, Wednesday 10:00 AM-06:00 PM, Thursday 10:00 AM-06:00 PM, Friday 10:00 AM-06:00 PM, Saturday Closed, Sunday Closed","http://www.salvationarmyusa.org/usn/about/","(718) 833-6894","notanemail@callphone.com",,"310","43","68","3058620050","3145151","40.636184","-74.026053","068","POINT (-74.0260530003467 40.6361840002946)"
"QUEENS","St. Albans","Phi Delta Kappa","117-08 Merrick Blvd, Jamaica, NY 11434, USA","117-08","MERRICK BOULEVARD","Food/Beverage","Food/Beverage","Food pantry open for public Tuesdays 11am-1pm. Soup Kitchen open Thurs 3-6pm. Food donation drop-offs 9am- 2pm (M, T, W).",,"Friday Closed, Thursday 9:00 AM-2:00 PM, Wednesday 9:00 AM-2:00 PM, Tuesday 9:00 AM-2:00 PM, Monday 9:00 AM-2:00 PM, Sunday Closed, Wednesday Closed, Friday Closed, Thursday 3:00 PM-06:00 PM, Saturday Closed, Tuesday 11:00 AM-1:00 PM, Monday Closed, Satu",,"(718) 723-1119","bigsisteredu@aol.com",,"412","27","282","4123670234","4267990","40.686703","-73.774696","113","POINT (-73.7746960003211 40.6867029998468)"
,,"Garden of Hope",,,,"Arts/Crafts, Books/Media, Clothing/Personal Accessories, Electronics, Food/Beverage, Appliances, Household Furniture/Furnishings, Kitchen Items, Musical Instruments, Office Furniture/Furnishings, Office Supplies/Stationary, Footwear, Toys/Games, Baby Car",,"Pick-up on case-by-case basis. Please contact for location to drop-off donations.","Pickup","Monday 9:00 AM-5:00 PM, Tuesday 9:00 AM-5:00 PM, Wednesday 9:00 AM-5:00 PM, Thursday 9:00 AM-5:00 PM, Friday 9:00 AM-5:00 PM, Saturday 9:00 AM-5:00 PM, Sunday 9:00 AM-5:00 PM","http://www.gohny.org/","(718) 321-8862","ylc@gohny.org",,,,,,,"40.756683","-73.828871",,"POINT (-73.8288710002974 40.7566830002235)"
"MANHATTAN","East Harlem North","LSA","333 E 115th St, New York, NY 10029, USA","333","EAST  115 STREET","Food/Beverage","Food/Beverage","Food drop-off at any time M-F 9-5. Food pantry is open to serve the public Tuesday 9:30am-11:30am. Wednesday 9:30am-11:30am and  1:30pm-3:30pm.",,"Friday 9:00 AM-5:00 PM, Thursday 9:00 AM-5:00 PM, Wednesday 9:00 AM-5:00 PM, Tuesday 9:00 AM-5:00 PM, Monday 9:00 AM-5:00 PM, Sunday Closed, Wednesday 9:30 AM-3:30 PM, Friday Closed, Thursday Closed, Saturday Closed, Tuesday 9:30 AM-11:30 AM, Monday Clos",,"(646) 672-5200","lrussett@lsafhs.org",,"111","08","188","1016870017","1052905","40.795853","-73.936602","025","POINT (-73.9366019995836 40.7958529998193)"
"MANHATTAN","Hamilton Heights","Queen's Vintage Palace","1667 Amsterdam Avenue, NY, New York 10031, USA","1667","AMSTERDAM AVENUE","Clothing/Personal Accessories, Footwear","Clothing/Personal Accessories, Footwear",,,"Monday 01:00 PM-10:00 PM, Tuesday 01:00 PM-10:00 PM, Wednesday 01:00 PM-10:00 PM, Thursday 01:00 PM-10:00 PM, Friday 01:00 PM-10:00 PM, Saturday 05:00 PM-10:00 PM, Sunday 01:00 PM-10:00 PM",,"(917) 309-5968","qvpboutique@gmail.com",,"109","07","227","1020580029","1061246","40.823538","-73.948635","030","POINT (-73.9486349996065 40.8235380003816)"
"MANHATTAN","Lower East Side","Cabrini Immigrant Services","139 Henry St, New York, NY 10002, USA","139","HENRY STREET","Food/Beverage","Food/Beverage","Call ahead before drop-off to schedule.",,"Monday 08:00 AM-05:00 PM, Tuesday 08:00 AM-05:00 PM, Wednesday 08:00 AM-05:00 PM, Thursday 08:00 AM-05:00 PM, Friday 08:00 AM-05:00 PM, Saturday Closed, Sunday Closed",,"(212) 791-4590","foodpantry@cis-nyc.org",,"103","01","6","1002830016","1003565","40.713412","-73.990831","007","POINT (-73.9908310002514 40.7134120003667)"
"BROOKLYN","Brownsville","Brownsville Corps","280 Riverdale Avenue, Brooklyn, NY 11212, USA","280","RIVERDALE AVENUE","Food/Beverage","Food/Beverage","Accept donations of non-perishable food. Donations can be dropped off Monday-Friday 10am-4pm. Food pantry Friday 10am-1pm. Call for more info.",,"Friday 10:00 AM-4:00 PM, Thursday 10:00 AM-4:00 PM, Wednesday 10:00 AM-4:00 PM, Tuesday 10:00 AM-4:00 PM, Monday 10:00 AM-4:00 PM, Sunday Closed, Wednesday Closed, Friday 10:00 AM-1:00 PM, Thursday Closed, Saturday Closed, Tuesday Closed, Monday Closed,","http://newyork.salvationarmy.org/location/brownsville-corps/","(718) 345-7050","travis.barton@use.salvationarmy.org",,"316","42","918","3036050010","3082390","40.661082","-73.906083","073","POINT (-73.9060829996317 40.6610820000375)"
"STATEN IS","Westerleigh","New Niks Old Naks","497, Jewett Avenue, New York, NY, 10302, USA","497","JEWETT AVENUE",,"Kitchen Items",,,"Monday 09:00 AM-05:00 PM, Tuesday 09:00 AM-05:00 PM, Wednesday 09:00 AM-05:00 PM, Thursday 09:00 AM-05:00 PM, Friday 09:00 AM-05:00 PM, Saturday Closed, Sunday Closed","http://newniksoldnaks.com",,"info@newniksoldnaks.com",,"501","49","151","5003540001","5103903","40.624785","-74.131822","120","POINT (-74.1318219999863 40.6247849998311)"
"BROOKLYN","Sunset Park West","Joseph Koch Inc. Comic Book Warehouse","206 41st Street, Brooklyn, NY 11232, USA","206","41 STREET",,"Books/Media, Toys/Games","Used Comic Books; Used Books; Used Records; Used Pop Culture Items; Used Collectibles",,"Monday 12:00 PM-07:00 PM, Tuesday 12:00 PM-07:00 PM, Wednesday 12:00 PM-07:00 PM, Thursday 12:00 PM-07:00 PM, Friday 12:00 PM-07:00 PM, Saturday 12:00 PM-07:00 PM, Sunday 12:00 PM-07:00 PM",,"(718) 768-8571","kochcom@gmail.com",,"307","38","2","3007170001","3337137","40.653721","-74.011765","072","POINT (-74.0117649997559 40.6537209996277)"
"MANHATTAN","Central Harlem South","FACES NY","123 W 115th St, New York, NY 10026, USA","123","WEST  115 STREET","Arts/Crafts, Books/Media, Clothing/Personal Accessories, Household Furniture/Furnishings, Kitchen Items, Office Furniture/Furnishings, Footwear, Toys/Games",,"Call to arrange donation drop-offs.",,"Monday 10:00 AM-04:00 PM, Tuesday 10:00 AM-04:00 PM, Wednesday 10:00 AM-04:00 PM, Thursday 10:00 AM-04:00 PM, Friday 10:00 AM-04:00 PM, Saturday 10:00 AM-04:00 PM, Sunday 10:00 AM-04:00 PM","https://www.facesny.org/services","(212) 283-9180","sjoseph.facesny@gmail.com",,"110","09","218","1018250020","1055042","40.802019","-73.951205","028","POINT (-73.9512050003115 40.8020189999801)"
"QUEENS","Pomonok-Flushing Heights-Hillcrest","Presentation of the Blessed","81-19 Parsons Blvd, NY, New York 11432, USA","81-19","PARSONS BOULEVARD","Food/Beverage","Food/Beverage","Food pantry 1st and 3rd Tuesday of the month 3:30 p.m. - 6 p.m. Call to schedule food donation drop-off.",,"Monday Closed, Tuesday 03:30 PM-06:00 PM, Wednesday Closed, Thursday Closed, Friday Closed, Saturday Closed, Sunday Closed",,"(718) 739-0241","JENNIFER.SMITH@ccbq.org",,"408","24","1265",,,"40.710069","-73.805153","107","POINT (-73.8051530001118 40.7100689999876)"
"STATEN IS","Stapleton-Rosebank","Stapleton UAME","49 Tompkins Avenue, Staten Island, NY, USA","49","TOMPKINS AVENUE","Arts/Crafts, Clothing/Personal Accessories, Food/Beverage, Appliances, Kitchen Items, Footwear, Sports Equipment, Toys/Games","Arts/Crafts, Clothing/Personal Accessories, Food/Beverage, Appliances, Kitchen Items, Footwear, Sports Equipment, Toys/Games","Call to arrange pickup on case by case basis. Soup Kitchen: Mon 3-4pm, Wed 12pm-1pm. Food Pantry: Tues and Fri 10am-1pm. Kids Cafe afterschool program: Tues and Wed 3pm-5pm","Pickup","Monday 7:00 AM-4:00 PM, Tuesday 7:00 AM-5:00 PM, Wednesday 7:00 AM-5:00 PM, Thursday 7:00 AM-4:00 PM, Friday 10:00 AM-1:00 PM, Saturday Closed, Sunday Closed","http://www.stapletonuamechurch.org/","(718) 273-2857","Stapleton.UAME@gmail.com","Partner","501","49","27","5005330036","5013950","40.623394","-74.078685","120","POINT (-74.0786850002136 40.623394000436)"
"MANHATTAN","Central Harlem North-Polo Grounds","Cinderblock People","300 West 142nd Street, New York, NY 10030, USA","300","WEST  142 STREET",,"Books/Media","Records and cassettes.",,"Monday 12:00 PM-08:00 PM, Tuesday Closed, Wednesday 12:00 PM-08:00 PM, Thursday 12:00 PM-08:00 PM, Friday 12:00 PM-08:00 PM, Saturday 12:00 PM-06:00 PM, Sunday 12:00 PM-08:00 PM","http://www.cinderblockpeople.com/","(646) 922-2136","cblockpeople@gmail.com",,"110","09","259","1020430018","1060752","40.820946","-73.943684","032","POINT (-73.9436839997178 40.8209459995614)"
"BROOKLYN","Greenpoint","Co-op 87 Records","87 Guernsey Street, Brooklyn, NY 11222, USA","87","GUERNSEY STREET",,"Books/Media",,,"Monday 12:00 PM-08:00 PM, Tuesday 12:00 PM-08:00 PM, Wednesday 12:00 PM-08:00 PM, Thursday 12:00 PM-08:00 PM, Friday 12:00 PM-08:00 PM, Saturday 12:00 PM-08:00 PM, Sunday 12:00 PM-08:00 PM",,"(347) 463-9997","belmontrecordstore@gmail.com",,"301","33","569","3026430017","3332282","40.724307","-73.953378","094","POINT (-73.9533779997958 40.7243070000712)"
"STATEN IS","Westerleigh","Objects of Interest","1755B Victory Boulevard, Staten Island, NY 10314, USA","1755B","VICTORY BOULEVARD",,"Books/Media, Household Furniture/Furnishings, Arts/Crafts",,,"Monday Closed, Tuesday Closed, Wednesday 12:00 PM-06:00 PM, Thursday 12:00 PM-06:00 PM, Friday 12:00 PM-07:00 PM, Saturday 12:00 PM-07:00 PM, Sunday 12:00 PM-06:00 PM","http://objectsofinterestnyc.com","(917) 780-7940","noemail@email.com",,"501","50","147","5003500010","5009583","40.613223","-74.122138","120","POINT (-74.1221380003694 40.6132229999447)"
"BROOKLYN","North Side-South Side","Antoinette","119 Grand Street, Brooklyn, NY 11249, USA","119","GRAND STREET",,"Clothing/Personal Accessories, Footwear",,,"Monday 12:00 PM-07:00 PM, Tuesday 12:00 PM-07:00 PM, Wednesday 12:00 PM-07:00 PM, Thursday 12:00 PM-07:00 PM, Friday 12:00 PM-07:00 PM, Saturday 12:00 PM-07:00 PM, Sunday 12:00 PM-06:00 PM","http://www.antoinettebrooklyn.com","(718) 387-8664","antoinette.vintage@gmail.com",,"301","34","555","3023790030","3062595","40.715402","-73.962961","090","POINT (-73.962961000151 40.7154020004052)"
"MANHATTAN","Hamilton Heights","New York African Chorus Ensemble","1867 Amsterdam Ave, New York, NY 10031, USA","1867","AMSTERDAM AVENUE","Arts/Crafts, Building Products, Clothing/Personal Accessories, Electronics, Food/Beverage, Appliances, Household Furniture/Furnishings, Kitchen Items, HealthCare, Musical Instruments, Office Furniture/Furnishings, Office Supplies/Stationary, Footwear, Sp","Clothing/Personal Accessories, Electronics, Food/Beverage, Appliances, Household Furniture/Furnishings, Kitchen Items, HealthCare, Musical Instruments, Office Furniture/Furnishings, Office Supplies/Stationary, Footwear, Sports Equipment, Toys/Games","New or fairly used items will be accepted. Items will be viewed before being accepted so that no item received is wasted.","Pickup","Monday 11:00 AM-04:00 PM, Tuesday 02:00 PM-04:00 PM, Wednesday 11:00 AM-04:00 PM, Thursday 12:00 PM-04:00 PM, Friday 11:00 AM-04:00 PM, Saturday Closed, Sunday Closed","http://www.nyafricanensemble.com","(347) 938-9335","info@nyafricanensemble.com",,"109","07","23501","1020670075","1084174","40.829828","-73.943996","030","POINT (-73.9439959997166 40.8298279999654)"
"MANHATTAN","Lower East Side","Saint Augustine's","290 Henry Street, New York, NY, USA","290","HENRY STREET","Clothing/Personal Accessories, Food/Beverage, Household Furniture/Furnishings, Personal Care/Hygiene, Kitchen Items","Clothing/Personal Accessories, Household Furniture/Furnishings, Personal Care/Hygiene","Please call, email, or text to confirm appointment because we may be somewhere else in the building. Leave a message if there is no answer because due to COVID19 we are working remotely.",,"Monday Closed, Tuesday 9:00 AM-5:00 PM, Wednesday 9:00 AM-5:00 PM, Thursday 9:00 AM-5:00 PM, Friday 9:00 AM-3:00 PM, Saturday Closed, Sunday Closed","http://www.staugnyc.org/st_a/Home.html","(413) 628-1981","edaly@henrystreet.org",,"103","02","202","1002670019","1081962","40.713834","-73.983181","007","POINT (-73.9831810000041 40.7138340000423)"
"BROOKLYN","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","Shibui Japanese Antiques","38, Washington Street, New York, NY, 11201, USA","38","WASHINGTON STREET",,,,,"Monday 11:00 AM-07:00 PM, Tuesday 01:00 PM-07:00 PM, Wednesday 11:00 AM-07:00 PM, Thursday 11:00 AM-07:00 PM, Friday 11:00 AM-07:00 PM, Saturday 11:00 AM-07:00 PM, Sunday 11:00 AM-07:00 PM",,,"info@shibui.com",,"302","33","21","3000270040","3344163","40.703301","-73.989588","084","POINT (-73.9895879995875 40.7033009999444)"
"BROOKLYN","East New York","East New York","2335 Pitkin Avenue, Brooklyn, NY, USA","2335","PITKIN AVENUE",,"Clothing/Personal Accessories, Footwear, Household Furniture/Furnishings, Toys/Games","Clothing for the Whole Family ? Ropa Para Toda La Familia.Outpost supplying secondhand apparel & shoes for the whole family, plus toys & household items.",,"Sunday 10:00 AM-6:00 PM, Saturday 10:00 AM-6:00 PM, Friday 10:00 AM-6:00 PM, Thursday 10:00 AM-6:00 PM, Wednesday 10:00 AM-6:00 PM, Tuesday 10:00 AM-6:00 PM, Monday 10:00 AM-6:00 PM","http://lepointvalue.wordpress.com","(718) 277-1752","noemail@email.com",,"305","37","1150","3039980033","3088858","40.673446","-73.886446","075","POINT (-73.8864459996841 40.6734460000361)"
