"oer_project_numbers","project_name","street_number","street_name","borough","bbl","oer_program","class","phase","project_specific_document","latitude","longitude","zip_code","community_district","city_council_district","census_tract_2010","building_identification_number","nta_name"
"15TMP0324K,15ENOS324K","267 Bainbridge Street - DOB Job No. NB-320627559","267","Bainbridge Street","Brooklyn","3016820049","E/RD (No Cleanup)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/2994/docrepository","40.681498","-73.926496","3","36","381","3000000","3016820049","Crown Heights North"
"14TMP0533K,14EHAZ533K","510 Driggs Avenue","510","Driggs Avenue","Brooklyn","3023120023","E/RD (Review), State BCP","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2253/docrepository","40.717994","-73.955423","1","33","517","3000000","3023120023","North Side-South Side"
"16TMP0462M,16ENOS363M","173-175 Chrystie Street","175","Chrystie Street","Manhattan","1004250028","E/RD (No Cleanup)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/3557/docrepository","40.721013","-73.992370","3","1","18","1000000","1004250028","Chinatown"
"14TMP0324X,14EHAZ324X,14CVCP170X","5530 Broadway","5530","Broadway","Bronx","2032660023","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/2214/docrepository","40.877611","-73.905721","8","11","283","2000000","2032660023","Spuyten Duyvil-Kingsbridge"
"20TMP0265X,20ENOS059X,20CVCP052X","784 COURTLANDT AVENUE","784","COURTLANDT AVENUE","Bronx","2024040001,2024040002","VCP (Enrolled), E/RD (No Cleanup)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/11549/docrepository","40.822396","-73.916801","1","17","69","2000000","2024040001","Melrose South-Mott Haven North"
"16TMP0095Q,16EHAZ","848 Lorimer Street","848","Lorimer Street","Brooklyn","3026790046","E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/3334/docrepository","40.722246","-73.950939","1","33","569","3426090","3026790046","Greenpoint"
"19TMP0038X,19EH-N026X,19CVCP031X","4387 Third Avenue","4387","3RD AVENUE","Bronx","2030470063","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/7138/docrepository","40.850969","-73.893845","6","15","37504","2128562","2030470063","East Tremont"
"14TMP0309M,14EH-N309M,15CVCP143M","288 St. Nicholas Avenue","288","St. Nicholas Avenue","Manhattan","1019510043","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/2353/docrepository","40.810400","-73.952843","10","9","257","1090670","1019510043","Central Harlem South"
"19TMP0405M,19EA-N240M","550 WASHINGTON STREET","550","WASHINGTON STREET","Manhattan","1005967502,1005961101,1005961102","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/7505/docrepository","40.728158","-74.009521","2","3","37","1010356","1005967502","SoHo-TriBeCa-Civic Center-Little Italy"
"20TMP1490K,20CVCP088K","625 FULTON STREET","625","FULTON STREET","Brooklyn","3020940001,3020940035","VCP (Enrolled)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/19763/docrepository","40.688566","-73.980045","2","35","33","3418383","3020940001","Fort Greene"
"15TMP0430M,15EHAN430M","537 Greenwich Street / 110 Charlton Street","537","Greenwich Street","Manhattan","1005970046,1005970039,1005977503","E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2706/docrepository","40.726980","-74.008919","2","3","37","1000000","1005970039","SoHo-TriBeCa-Civic Center-Little Italy"
"17TMP0019M,17EH-N019M,17CVCP045M","50 Hudson Yards","413","10 AVENUE","Manhattan","1007050030,1007050045,1007050046,1007050029,1007050032,1007050039,1007050050,1007050053","VCP (Enrolled), E/RD (Review)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/3664/docrepository","40.754013","-73.999552","4","3","99","1090274","1007050039","Hudson Yards-Chelsea-Flatiron-Union Square"
"12TMP0305M,12ENOS305M","310 East 2nd Street Alphabet Plaza - DOB Job No(s) 121181639 (NB), 140217735 (A2), 140240861 (A2)","310","East 2nd Street","Manhattan","1003720041,1003720042,1003720043,1003720044,1003720047","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1371/docrepository","40.720081","-73.979203","3","2","2202","1088845","1003720041","Lower East Side"
"15TMP0387K,15RH-N387K","810 Fulton Street","810","Fulton Street","Brooklyn","3020090026,3020090018,3020090019,3020090020,3020090023,3020090031,3020090032,3020090033,3020090034,3020090035,3020090036,3020090037,3020090038,3020090039,3020090040,3020090041,3020090042,3020090043,3020090044","E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/3110/docrepository","40.684141","-73.969046","2","35","199","3426518","3020097501","Clinton Hill"
"14TMP0422K,14EHAN422K,15CVCP048K","535 Flushing Ave.","535","Flushing Avenue","Brooklyn","3022630052","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/2094/docrepository","40.699386","-73.953593","1","33","531","3426207","3022637511","Bedford"
"15TMP0316K,15EAIR316K","2128 Ocean Avenue","2128","Ocean Avenue","Brooklyn","3067820028,3067820027,3067820030","E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2572/docrepository","40.609857","-73.953403","15","48","550","3425675","3067827506","Madison"
"12TMP0012K,12EHAZ012K","103-117 Kent Avenue","103","Kent Avenue","Brooklyn","3023170001,3023170003,3023170005,3023170006,3023170007,3023170008,3023170036","E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1073/docrepository","40.720735","-73.961262","1","33","557","3425620","3023170005","North Side-South Side"
"16TMP0099K,16EHAZ097K,16CVCP052K","805-825 Surf Avenue","805","Surf Avenue","Brooklyn","3072680213,3072680218","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/3336/docrepository","40.575340","-73.976879","13","48","350","3000000","3072680213","West Brighton"
"14TMP0281K,14ENOS281K","119 North 1st Street","119","North 1st Street","Brooklyn","3023650037,3023657501","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2471/docrepository","40.715432","-73.961968","1","34","553","3425677","3023657501","North Side-South Side"
"19TMP0830M,19EH-N353M","524 WEST 37 STREET","438","11 AVENUE","Manhattan","1007080049,1007080050,1007080017","E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/8929/docrepository","40.757156","-74.000975","4","3","99",,,"Hudson Yards-Chelsea-Flatiron-Union Square"
"13TMP0445K,13EHAZ445K,14CVCP214K","28 - 46 Roebling Street","28","Roebling Street","Brooklyn","3023060018,3023060022","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1712/docrepository","40.717834","-73.953497","1","33","519","3061713","3023060018","North Side-South Side"
"14TMP0319K,14EHAZ319K,15CVCP108K","4202 18th Avenue","4202","18th Avenue","Brooklyn","3054090030","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2211/docrepository","40.631630","-73.975321","14","44","484","3000000","3054097501","Kensington-Ocean Parkway"
"11TMP0212X,11RA-N212X,12CVCP050X","3560 Webster Avenue - DOB Job No. NB-220098766","3560","Webster Avenue","Bronx","2033600076,2033600070","VCP (Enrolled), E/RD (No Cleanup)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/851/docrepository","40.880854","-73.870650","12","11","435","2128358","2033607501","park-cemetery-etc-Bronx"
"13TMP0519X,13EHAN519X","3160-3166 Webster Avenue","3160","Webster Avenue","Bronx","2033570033,2033570035,2033570036,2033577501","E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1601/docrepository","40.872332","-73.875569","7","11","425","2128546","2033577501","Norwood"
"11TMP0227K,11EHAZ227K,11CBCP012K","2244 Church Avenue - BCP 11CBCP012K","2244","Church Avenue","Brooklyn","3051030042","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/689/docrepository","40.650424","-73.957825","14","40","794","3117228","3051030042","Erasmus"
"16TMP0314M,16ENOS062M,17CVCP078M","492 St. Nicholas Avenue","492","St. Nicholas Avenue","Manhattan","1019590054","VCP (Enrolled), E/RD (No Cleanup)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/3616/docrepository","40.816708","-73.948189","10","9","22102","1000000","1019590054","Central Harlem North-Polo Grounds"
"17TMP0632M,17EHAN255M,22CVCP053M","260 WEST 126TH STREET","260","WEST 126TH STREET","Manhattan","1019310056","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/4275/docrepository","40.810344","-73.949523","10","9","222","1058662","1019310056","Central Harlem South"
"12TMP0028Q,12EHAZ028Q,15CVCP078Q","211-02 Northern Boulevard","211-02","Northern Blvd","Queens","4073130005","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/1078/docrepository","40.759710","-73.771705","11","19","1447","4156880","4073130005","Bayside-Bayside Hills"
"18TMP0017K,18EHAZ047K","691 4TH AVENUE","691","4TH AVENUE","Brooklyn","1006430001,3006430002,3006430003,3006430004,3006430070","VCP (Prospective), E/RD (Review)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/4595/docrepository","40.662220","-73.996179","7","38","145","3000000","3006430001","Sunset Park West"
"16TMP0068Q,16ENOS047Q","88-35 163rd Street","88-35","163rd Street","Queens","4098130011","E/RD (No Cleanup)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/3501/docrepository","40.708042","-73.798883","12","24","44602","4617767","4098130011","Jamaica"
"15TMP0524K,15EH-N524K,17CVCP009K","911-917 Atlantic Avenue","911","Atlantic Avenue","Brooklyn","3020180062,3020180063,3020180064","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/2919/docrepository","40.680733","-73.962565","2","35","201","3425745","3020180062","Clinton Hill"
"15TMP0342X,15EHAN342X,16CVCP025X","329 East 132nd Street","329","East 132nd Street","Bronx","2022950067,2022950067,2022950040,2022950040","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2683/docrepository","40.806039","-73.927655","1","8","19","2129035","2022950040","Mott Haven-Port Morris"
"16TMP0267Q,16CVCP082K,16CVCP082K","461-463 Tompkins Avenue","461","Tompkins Avenue","Brooklyn","3018520008,3018520009","VCP (Enrolled)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/3188/docrepository","40.681604","-73.943553","3","36","269","3425165","3018520009","Bedford"
"16TMP0051K,16EH-A042K,18CVCP037K","82 John Street","78","John Street","Brooklyn","3000200021","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/3239/docrepository","40.704363","-73.985346","2","33","21",,,"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"12TMP0378Q,12EH-N378Q,13CVCP079Q","224-01 Merrick Boulevard","224-01","Merrick Blvd","Queens","4129630308","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1331/docrepository","40.677850","-73.745480","13","31","630","4279311","4129630308","Laurelton"
"16TMP0252K,16CVCP016K,16CVCP016K","96-98 Degraw Street","98","Degraw Street","Brooklyn","3003290023,3003290123","VCP (Enrolled)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/3181/docrepository","40.685965","-74.003141","6","39","51","3000000","3003290123","Carroll Gardens-Columbia Street-Red Hook"
"17TMP0685K,17EHAZ277K,18CVCP060K","481 GRAHAM AVENUE","481","GRAHAM AVENUE","Brooklyn","3027240018","VCP (Terminated), E/RD (Review), State BCP","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/4328/docrepository","40.719941","-73.945894","1","33","499","3067923","3027240018","Greenpoint"
"17TMP0289K,17RHAZ116K","3502-3514 SURF AVENUE","3502-3514","SURF AVENUE","Brooklyn","3070650015,3070650020,3070650025","E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/3932/docrepository","40.572951","-74.000493","13","47","340",,,"Seagate-Coney Island"
"12TMP0394Q,12EHAN394Q","30-19 Northern Blvd. Storage Deluxe","30-19","Northern Blvd","Queens","4004020001","E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1028/docrepository","40.751160","-73.934496","1","26","31","4543224","4004020001","Queensbridge-Ravenswood-Long Island City"
"14TMP0505Q,14EH-N505Q,15CVCP027Q","51-27 Queens Blvd.","51-27","Queens Blvd","Queens","4013200047","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/2421/docrepository","40.742571","-73.913520","2","26","25302","4030860","4013207501","Hunters Point-Sunnyside-West Maspeth"
"17TMP0468Q,17RHAN185Q","241-15 NORTHERN BOULEVARD","241-15","NORTHERN BOULEVARD","Queens","4080920039","E/RD (Review)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/4111/docrepository","40.765059","-73.745305","11","19","1479","4168638","4080920039","Douglas Manor-Douglaston-Little Neck"
"13TMP0245Q,13EHAZ245Q,14CVCP158Q","27-01 41st Avenue","27-01","41st Avenue","Queens","4004050005","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1669/docrepository","40.751765","-73.938210","1","26","33","4000000","4004057501","Queensbridge-Ravenswood-Long Island City"
"13TMP0055Q,13EH-A055Q","38-27 30th Street","38-27","30th Street","Queens","4003830002","E/RD (No Cleanup)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/1440/docrepository","40.753827","-73.933086","1","26","31","4004605","4003830002","Queensbridge-Ravenswood-Long Island City"
"16TMP0163K,16EHAZ157K,16CVCP070K","1353 Flatbush Avenue","1353","Flatbush Avenue","Brooklyn","3052270013,3052270015,3052270016","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/3349/docrepository","40.638016","-73.953160","14","45","788","3000000","3052270013","Flatbush"
"15TMP0057Q,15EHAZ057Q,15CVCP057Q","37-10 Crescent Street","37-10","Crescent Street","Queens","4003670027","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2735/docrepository","40.756693","-73.934899","1","26","33","4004444","4003677501","Queensbridge-Ravenswood-Long Island City"
"21TMP1172K,21EHAN252K","62 THROOP AVENUE","62","THROOP AVENUE","Brooklyn","3022500032","E/RD (Review)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/24972/docrepository","40.702976","-73.947134","1","33","507","3061353","3022500032","Bedford"
"21TMP0901K,21EH-N188K,21CVCP043K","155 Carlton Avenue","155","CARLTON AVENUE","Brooklyn","3020730022","VCP (Terminated), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/22707/docrepository","40.692884","-73.972778","2","35","183","3000000","3020730022","Fort Greene"
"22TMP0723K,22EHAZ157K","368 LEONARD STREET","368","LEONARD STREET","Brooklyn","3027380003","E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/32170/docrepository","40.717173","-73.948194","1","34","501","3068155","3027380003","East Williamsburg"
"13TMP0346X,13EHAZ346X,14CVCP230X","3458 Third Avenue - DOB Job No. NB - 220242878","3458","3rd Avenue","Bronx","2026090002","VCP (Enrolled), E/RD (Review)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/1683/docrepository","40.829793","-73.906403","3","16","145","2128566","2026090002","Claremont-Bathgate"
"15TMP0178K,15EHAN178K,15CVCP072K","36-70 Noll Street (Rheingold Block 3152 North)","54","NOLL STREET","Brooklyn","3031520001,3031520003,3031520036,3031520048","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2656/docrepository","40.700554","-73.934214","4","34","391","3418158","3031520001","Bushwick South"
"15TMP0194K,15EHAZ194K,15CVCP061K","9029 Flatlands Avenue","9029","Flatlands Avenue","Brooklyn","3081790001","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/2756/docrepository","40.640794","-73.905119","18","46","964","3229491","3081790001","Canarsie"
"10TMP0067K,10EH-N067K","343 Gold Street - Avalon Fort Greene","343","Gold Street","Brooklyn","3020490001,3020490002,3020490028,3020490029,3020490030,3020490031,3020490032,3020490033,3020490034,3020490035","E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/388/docrepository","40.694226","-73.983289","2","35","15","3393888","3020490002","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"17TMP0734K,18EAIR281K","360 WYTHE AVENUE","356","WYTHE AVENUE","Brooklyn","3024150032,3024150027,3024150022,3024150028,3024150029,3024150030,3024150031","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/4377/docrepository","40.713946","-73.965309","1","33","551","3000000","3024150022","North Side-South Side"
