"file","law_number","type","status","final_action","title"
"T2014-1063",,"Oversight","Filed","2014-05-22T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS 10:00 - 12:00 Aging Jointly with the Committee on Finance and the Subcommittee on Senior Centers"
"T2014-1062",,"Oversight","Filed","2014-05-22T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS *10:00 - 12:00 Aging **12:00 - 1:00 City Planning **1:00 - 2:00 Landmarks ***2:00 - 3:00 Information and Technology and Telecommunication ****3:00 - 3:30 Investigations *****3:30 - 4:00 Conflicts of Interest * Jointly with the Committee on Aging and the Subcommittee on Senior Centers ** Jointly with the Committee on Land Use *** Jointly with the Committee on Land Use and the Comm"
"T2014-1061",,"Oversight","Filed","2014-05-21T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS 1:00 - 3:00 Small Business Services / Economic Development Corporation Jointly with the Committee on Finance and the Committee on Economic Development"
"T2014-1060",,"Oversight","Filed","2014-05-21T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS 1:00 - 3:00 Small Business Services / Economic Development Corporation Jointly with the Committee on Finance and the Committee on Small Business"
"T2014-1059",,"Oversight","Filed","2014-05-21T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS 10:00 - 10:30 Housing Preservation and Development (Expense) 10:30 - 12:00 Housing Preservation and Development (Capital) 12:00 - 1:00 Buildings Jointly with the Committee on Finance"
"T2014-1058",,"Oversight","Filed","2014-05-21T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS *10:00 - 10:30 Housing Preservation and Development (Expense) *10:30 - 12:00 Housing Preservation and Development (Capital) *12:00 - 1:00 Buildings **1:00 - 3:00 Small Business Services / Economic Development Corporation * Jointly with the Committee on Housing & Buildings ** Jointly with the Committee on Economic Development and the Committee on Small Business"
"T2014-1056",,"Oversight","Filed","2014-05-19T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS 11:30 - 2:00 Administration for Children's Services (Center for Child Development and Juvenile Justice Issues) Jointly with the Committee on Finance and the Committee on General Welfare"
"T2014-1055",,"Oversight","Filed","2014-05-19T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS *10:00 - 11:30 Human Resources Administration / Social Services **11:30 - 2:00 Administration for Children's Services (Center for Child Development and Juvenile Justice Issues) *2:00 - 4:00 Homeless Services * Jointly with the Committee on Finance ** Jointly with the Committee on Finance and the Committee on Women's Issues"
"T2014-1054",,"Oversight","Filed","2014-05-19T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS *10:00 - 11:30 Human Resources Administration / Social Services **11:30 - 2:00 Administration for Children's Services (Center for Child Development and Juvenile Justice Issues) *2:00 - 4:00 Homeless Services * Jointly with the Committee on General Welfare ** Jointly with the Committee on General Welfare and the Committee on Women's Issues"
"T2014-1053",,"Oversight","Filed","2014-05-16T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS 1:00 - 2:00 Consumer Affairs Jointly with the Committee on Finance"
"T2014-1052",,"Oversight","Filed","2014-05-16T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS 11:30 - 1:00 Youth and Community Development Jointly with the Committee Finance and the Committee on Youth Services"
"T2014-1051",,"Oversight","Filed","2014-05-16T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS 11:30 - 1:00 Youth and Community Development Jointly with the Committee Finance and the Committee on Community Development"
"T2014-1050",,"Oversight","Filed","2014-05-16T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS 10:00 - 11:30 City University of New York Jointly with the Committee on Finance"
"T2014-1049",,"Oversight","Filed","2014-05-16T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS *10:00 - 11:30 City University of New York **11:30 - 1:00 Youth and Community Development ***1:00 - 2:00 Consumer Affairs * Jointly with the Committee on Higher Educatoin ** Jointly with the Committee Youth Services and the Committee on Community Development *** Jointly with the Committee on Consumer Affairs"
"T2014-1048",,"Oversight","Committee",,"NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS 3:30 - 4:00 Human Rights Commission 4:00 - 4:30 Equal Employment Practice Commission Jointly with the Committee on Finance"
"T2014-1047",,"Oversight","Filed","2014-06-02T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS 11:00 - 1:00 Fire/Emergency Medical Services 1:00 - 2:00 Correction Jointly with the Committee on Finance"
"T2014-1046",,"Oversight","Filed","2014-06-02T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS 11:00 - 1:00 Fire/Emergency Medical Services 1:00 - 2:00 Correction Jointly with the Committee on Fire and Criminal Justice Services"
"T2014-1045",,"Oversight","Filed","2014-05-15T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS 1:15 - 3:15 Sanitation Jointly with the Committee on Finance"
"T2014-1044",,"Oversight","Filed","2014-05-15T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS *10:00 - 10:30 Transportation (Expense) *10:30 - 11:30 Transportation (Capital) *11:30 - 12:00 MTA NYC Transit (Capital) *12:00 - 12:30 MTA NYC Transit (Expense) *12:30 - 1:15 Taxi & Limousine Commission **1:15 - 3:15 Sanitation * Jointly with the Committee on Transportation ** Jointly with the Committee on Sanitation and Solid Waste Management"
"T2014-1043",,"Oversight","Filed","2014-05-15T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS 10:00 - 10:30 Transportation (Expense) 10:30 - 11:30 Transportation (Capital) 11:30 - 12:00 MTA NYC Transit (Capital) 12:00 - 12:30 MTA NYC Transit (Expense) 12:30 - 1:15 Taxi & Limousine Commission Jointly with the Committee on Finance"
"T2014-1042",,"Oversight","Filed","2014-06-06T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS 10:00 - 12:45 Office of Management & Budget - Overview of Budgets - Revenue, Expense & Miscellaneous Budgets, including Debt Service & Pension Appropriations *12:45 - 1:15 OMB - Contracts Budget 1:15 - 2:30 Finance 2:30 - 3:00 Comptroller 3:00 - 3:30 Independent Budget Office 3:30 Public"
"T2014-1041",,"Oversight","Filed","2014-06-06T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS 12:45 - 1:15 OMB - Contracts Budget Jointly with the Committee on Finance"
"T2014-1040",,"Oversight","Filed","2014-05-30T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS 10:00 - 11:00 Citywide Administrative Services 11:00 - 12:00 Board of Elections 12:00 - 12:30 Office of Administrative Trials and Hearings 12:30 - 1:15 Law Department 1:15 - 1:45 Campaign Finance Board 1:45 - 2:15 Financial Information Services Agency (FISA) Jointly with the Committee on Governmental Operations"
"T2014-1039",,"Oversight","Filed","2014-05-30T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS 10:00 - 11:00 Citywide Administrative Services 11:00 - 12:00 Board of Elections 12:00 - 12:30 Office of Administrative Trials and Hearings 12:30 - 1:15 Law Department 1:15 - 1:45 Campaign Finance Board 1:45 - 2:15 Financial Information Services Agency (FISA) Jointly with the Committee on Finance"
"T2014-1038",,"Oversight","Filed","2014-05-20T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS 10:00 - 12:00 Police 12:00 - 2:00 District Attorney/Special Narcotics Prosecutor 2:00 - 2:30 Criminal Justice Coordinator 2:30 - 3:30 Civilian Complaint Review Board Jointly with the Committee on Public Safety"
"T2014-1037",,"Oversight","Filed","2014-05-20T00:00:00.000","NEW YORK CITY COUNCIL FISCAL YEAR 2015 EXECUTIVE BUDGET HEARINGS 10:00 - 12:00 Police 12:00 - 2:00 District Attorney/Special Narcotics Prosecutor 2:00 - 2:30 Criminal Justice Coordinator 2:30 - 3:30 Civilian Complaint Review Board Jointly with the Committee on Finance"
"Res 0184-2014",,"Resolution","Adopted","2014-05-14T00:00:00.000","Resolution to Amend the Rules of the Council in relation to improving the responsiveness, transparency, fairness, and inclusiveness of the City Council."
"Int 0318-2014",,"Introduction","Laid Over in Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to prohibiting discrimination based on one’s arrest record or criminal conviction."
"Int 0315-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to truck route compliance studies and signage."
"Res 0203-2014",,"Resolution","Committee",,"Resolution calling upon the New York State Legislature to pass and the Governor to sign, legislation which would prevent the Water Board from making increases to water and sewer rates for the next two ensuing fiscal years."
"Int 0313-2014",,"Introduction","Laid Over in Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to the creation of an air quality task force."
"Int 0312-2014",,"Introduction","Laid Over in Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to the creation of a comprehensive program to respond to air quality alert days."
"Int 0311-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to a study on materials used to repair street defects."
