"queens_cooperatives_comparable_properties_boro_block_lot","queens_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","queens_cooperatives_comparable_properties_neighborhood","queens_cooperatives_comparable_properties_building_classification","queens_cooperatives_comparable_properties_total_units","queens_cooperatives_comparable_properties_year_built","queens_cooperatives_comparable_properties_gross_sqft","queens_cooperatives_comparable_properties_est_gross_income","queens_cooperatives_comparable_properties_gross_income_per_sqft","queens_cooperatives_comparable_properties_full_market_value","queens_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"4-03335-0023","118 18 UNION TURNPIKE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11415","40.712522","-73.83427","9","29","773","4079667","4033350023","Kew Gardens                                                                ","KEW GARDENS","D4-ELEVATOR","213","1974","196420","3366600","17.14","12600000","64","4-03161-0001","66 22 FLEET STREET
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D1-ELEVATOR","130","1962","112800","1933460","17.14","7230000","64","1.3","4-03175-0001","104 20 QUEENS BOULEVARD
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D3-ELEVATOR","1327","1960","1741458","31096281","17.86","116000000","67","1.15"
"4-02217-0001","68 37 108 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11375","40.726043","-73.846045","6","29","739","4052243","4022170001","Forest Hills                                                               ","FOREST HILLS","D4-ELEVATOR","72","1939","71838","1091937","15.2","3690000","51","4-02265-0079","75 05 113 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D1-ELEVATOR","92","1951","60025","948527","15.8","3210000","53","0.75","4-02234-0031","110 56 71 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D1-ELEVATOR","49","1940","49664","748590","15.07","2530000","51","0.35"
"4-03329-0004","118 14 83 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11415","40.70747","-73.834734","9","29","775","4079501","4033290004","Kew Gardens                                                                ","KEW GARDENS","D4-ELEVATOR","78","1939","88296","1250000","14.16","3890000","44.1","4-03322-0014","118 40 METROPOLITAN AVENU
Queens, NY 
(40.749436300045, -73.797299799846)","KEW GARDENS","D1-ELEVATOR","84","1928","83727","1164386","13.91","3630000","43.4","0.1","4-03093-0055","63 45 WETHEROLE STREET
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D1-ELEVATOR","85","1936","33276","475861","14.3","1610000","48.4","2.2"
"4-11461-0002","81 04 155 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11414","40.664267","-73.852615","10","32","6202","4434938","4114610002","Lindenwood-Howard Beach                                                    ","HOWARD BEACH","C6-WALK-UP","96","1958","92484","1110000","12","3120000","33.7","4-12351-0011","116 27 169 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","SO. JAMAICA-BAISLEY PARK","C9-WALK-UP","40","1951","28116","349000","12.41","981000","34.9","4.15","4-12311-0050","156 01 NORTH CONDUIT AVEN
Queens, NY 
(40.749436300045, -73.797299799846)","SPRINGFIELD GARDENS","C9-WALK-UP","46","1972","31365","565076","18.02","2110000","67","3.8"
"4-02101-0016","98 25 64 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","4","11374","40.729848","-73.857445","6","29","71304","4431983","4021010016","Forest Hills                                                               ","REGO PARK","D4-ELEVATOR","146","1949","141920","1986880","14","6190000","43.6","4-02138-0011","103 26 68 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D7-ELEVATOR","105","1942","97200","1757567","18.08","6570000","68","0.55","4-02139-0001","105 05 69 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D1-ELEVATOR","112","1943","111672","1285387","11.51","3610000","32.3","0.6"
"4-01279-0015","35 22 80 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"JACKSON HEIGHTS","C6-WALK-UP","15","1917","12948","176740","13.65","550000","42.5","4-01282-0191","37 14 72 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","C1-WALK-UP","16","1926","10208","142912","14","445000","43.6","0.45","4-01282-0193","37 18 72 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","C1-WALK-UP","16","1926","10208","165369","16.2","559000","55","0.45"
"4-01457-0018","35 34 84 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"JACKSON HEIGHTS","D4-ELEVATOR","70","1930","78378","940536","12","2640000","33.7","4-01451-0047","34 19 90 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","D1-ELEVATOR","162","1927","95904","1544803","16.11","5220000","54","0.35","4-01512-0026","88 35 ELMHURST AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","ELMHURST","D1-ELEVATOR","84","1938","99383","1068035","10.75","2770000","27.9","0.4"
"4-05136-0037","42 42 COLDEN STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11355","40.753875","-73.826469","7","20","79702","4115875","4051360037","Flushing                                                                   ","FLUSHING-NORTH","D4-ELEVATOR","162","1962","144768","2335000","16.13","7890000","55","4-05958-0030","23 50 WATERS EDGE DRIVE
Queens, NY 
(40.749436300045, -73.797299799846)","BAYSIDE","D1-ELEVATOR","121","1969","146525","2365393","16.14","8000000","55","3.35","4-05025-0064","144 45 41 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","137","1962","107761","1741704","16.16","5890000","55","0.65"
"4-08442-0001","70 43 LITTLE NECK PARKWAY
Queens, NY 
(40.749436300045, -73.797299799846)","4","11004","40.752471","-73.721279","13","23","155102",,,"Glen Oaks-Floral Park-New Hyde Park                                        ","GLEN OAKS","C6-WALK-UP","228","1948","178384","0","0","8510000","47.7","4-06793-0126","154 02 71 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C9-WALK-UP","180","1952","147558","1923050","13.03","5990000","40.6","5.1","4-06227-0338","211 01 42 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","BAYSIDE","C9-WALK-UP","54","1951","44928","613927","13.66","1910000","42.5","2.95"
"4-04588-0052","162 11 9 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11357","40.793099","-73.79924","7","19","991","4104146","4045880052","Whitestone                                                                 ","BEECHHURST","D4-ELEVATOR","32","1958","40692","496450","12.2","1400000","34.4","4-04995-0001","34 15 PARSONS BOULEVARD
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","172","1956","191330","2287192","11.95","6430000","33.6","2.25","4-04995-0064","144 45 35 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","120","1957","129650","1618729","12.49","4550000","35.1","2.25"
"4-01449-0001","88 10 34 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11372","40.754332","-73.879251","3","25","277","4035650","4014490001","Jackson Heights                                                            ","JACKSON HEIGHTS","D4-ELEVATOR","90","1950","73800","852390","11.55","2400000","32.5","4-01475-0001","87 10 37 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","D1-ELEVATOR","88","1954","100000","1217908","12.18","3420000","34.2","0.3","4-01448-0032","87 07 35 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","D1-ELEVATOR","84","1951","79012","916724","11.6","2580000","32.7","0.05"
"4-02223-0001","70 31 108 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11375","40.722236","-73.844088","6","29","739","4052342","4022230001","Forest Hills                                                               ","FOREST HILLS","D4-ELEVATOR","120","1966","141900","2263305","15.95","7650000","54","4-02138-0011","103 26 68 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D7-ELEVATOR","105","1942","97200","1757567","18.08","6570000","68","0.35","4-02139-0001","105 05 69 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D1-ELEVATOR","112","1943","111672","1285387","11.51","3610000","32.3","0.3"
"4-07761-0060","216 10 77 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11364","40.737133","-73.756263","11","23","129104","4164036","4077610060","Oakland Gardens                                                            ","OAKLAND GARDENS","D4-ELEVATOR","48","1952","43140","565135","13.1","1760000","40.8","4-05182-0044","140 37 ASH AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","126","1950","104000","1360910","13.09","4240000","40.8","3.85","4-05146-0001","45 15 COLDEN STREET
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","148","1963","131187","1747887","13.32","5440000","41.5","3.65"
"4-07638-0012","69 05 215 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11364","40.741691","-73.759761","11","23","1367","4445147","4076380012","Oakland Gardens                                                            ","OAKLAND GARDENS","C6-WALK-UP","48","1950","34100","455235","13.35","1420000","41.6","4-07452-0033","201 01
Queens, NY 
(40.749436300045, -73.797299799846)","BAYSIDE","C9-WALK-UP","14","1948","12785","170648","13.35","531000","41.5","0.85","4-07453-0033","202 01
Queens, NY 
(40.827777078143, -72.939210978884)","BAYSIDE","C9-WALK-UP","14","1948","12785","170648","13.35","531000","41.5","0.85"
"4-04603-0048","166 31 9 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11357","40.792914","-73.79694","7","19","991","4104376","4046030048","Whitestone                                                                 ","BEECHHURST","D4-ELEVATOR","32","1958","40692","490000","12.04","1380000","33.9","4-04995-0001","34 15 PARSONS BOULEVARD
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","172","1956","191330","2287192","11.95","6430000","33.6","2.3","4-04995-0064","144 45 35 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","120","1957","129650","1618729","12.49","4550000","35.1","2.3"
"4-03292-0036","110 07 73 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","4","11375","40.718025","-73.83943","6","29","76901","4078801","4032920036","Forest Hills                                                               ","FOREST HILLS","D4-ELEVATOR","79","1933","98182","1433455","14.6","4850000","49.4","4-03329-0054","118 75 METROPOLITAN AVENU
Queens, NY 
(40.749436300045, -73.797299799846)","KEW GARDENS","D1-ELEVATOR","54","1924","54300","793893","14.62","2470000","45.5","0.85","4-03293-0074","110 20 73 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D1-ELEVATOR","78","1937","78650","1201063","15.27","4060000","52","0.05"
"4-07628-0002","67 01 BELL BOULEVARD
Queens, NY 
(40.749436300045, -73.797299799846)","4","11364","40.744233","-73.759892","11","23","1367","4459879","4076280002","Oakland Gardens                                                            ","OAKLAND GARDENS","C6-WALK-UP","134","1949","132300","1766200","13.35","5500000","41.6","4-07452-0033","201 01
Queens, NY 
(40.749436300045, -73.797299799846)","BAYSIDE","C9-WALK-UP","14","1948","12785","170648","13.35","531000","41.5","0.85","4-07453-0033","202 01
Queens, NY 
(40.827777078143, -72.939210978884)","BAYSIDE","C9-WALK-UP","14","1948","12785","170648","13.35","531000","41.5","0.85"
"4-08358-0001","253 01 61 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11362","40.757864","-73.725581","11","23","152902","4315321","4083580001","Douglas Manor-Douglaston-Little Neck                                       ","LITTLE NECK","C6-WALK-UP","288","1952","261992","3382300","12.91","10500000","40.1","4-06825-0001","158 05 76 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C9-WALK-UP","20","1952","15528","200503","12.91","624000","40.2","4.95","4-06825-0005","158 06 76 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C9-WALK-UP","20","1952","15528","200503","12.91","624000","40.2","4.95"
"4-03291-0016","75 02 AUSTIN STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11375","40.717101","-73.838494","6","29","76901","4078760","4032910016","Forest Hills                                                               ","FOREST HILLS","D4-ELEVATOR","144","1952","123182","1910000","15.51","6460000","52","4-03321-0061","83 31 116 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","KEW GARDENS","D1-ELEVATOR","180","1950","140196","2157939","15.39","7300000","52","0.8","4-03341-0001","111 10 76 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D1-ELEVATOR","60","1937","56636","879625","15.53","2970000","52","0.2"
"4-00128-0007","39 25 51 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"WOODSIDE","D4-ELEVATOR","426","1951","391802","4842672","12.36","13600000","34.7","4-02104-0001","98 41 QUEENS BOULEVARD
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D7-ELEVATOR","206","1952","204340","2638170","12.91","8220000","40.2","3.25","4-02090-0026","63 60 98 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D1-ELEVATOR","129","1951","125610","1593664","12.69","4960000","39.5","3"
"4-02215-0001","70 20 108 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11375","40.722536","-73.844264","6","29","739","4052241","4022150001","Forest Hills                                                               ","FOREST HILLS","D4-ELEVATOR","254","1962","321400","4885280","15.2","16500000","51","4-03175-0001","104 20 QUEENS BOULEVARD
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D3-ELEVATOR","1327","1960","1741458","31096281","17.86","116000000","67","0.25","4-02086-0040","62 60 99 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D7-ELEVATOR","419","1960","503000","3355914","6.67","7110000","14.14","1"
"4-08443-0001","260 01 LANGSTON AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11004","40.752035","-73.718982","13","23","155102","4456488","4084430001","Glen Oaks-Floral Park-New Hyde Park                                        ","GLEN OAKS","C6-WALK-UP","104","1949","72464","934785","12.9","2910000","40.2","4-06825-0001","158 05 76 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C9-WALK-UP","20","1952","15528","200503","12.91","624000","40.2","5","4-06825-0005","158 06 76 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C9-WALK-UP","20","1952","15528","200503","12.91","624000","40.2","5"
"4-01261-0001","74 02 34 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11372","40.752956","-73.89232","3","25","289","4431322","4012610001","Jackson Heights                                                            ","JACKSON HEIGHTS","D4-ELEVATOR","161","1952","135070","1566812","11.6","4400000","32.6","4-01455-0055","94 06 34 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","D1-ELEVATOR","59","1928","46662","663037","14.21","2060000","44.1","1","4-01511-0032","89 05 ELMHURST AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","ELMHURST","D1-ELEVATOR","107","1938","104646","1257630","12.02","3530000","33.7","0.8"
"4-08401-0675","251 38 71 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11426","40.752249","-73.722449","13","23","155102","4440413","4084010675","Glen Oaks-Floral Park-New Hyde Park                                        ","GLEN OAKS","C6-WALK-UP","256","1952","217014","2799480","12.9","8710000","40.1","4-06825-0001","158 05 76 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C9-WALK-UP","20","1952","15528","200503","12.91","624000","40.2","4.8","4-06825-0005","158 06 76 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C9-WALK-UP","20","1952","15528","200503","12.91","624000","40.2","4.8"
"4-03254-0029","71 30 BURNS STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11375","40.718997","-73.844034","6","29","737","4077889","4032540029","Forest Hills                                                               ","FOREST HILLS","D4-ELEVATOR","26","1961","17868","252000","14.1","785000","43.9","4-03097-0038","64 85 WETHEROLE STREET
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D1-ELEVATOR","56","1952","50400","708197","14.05","2210000","43.8","1.05","4-03078-0085","93 10 QUEENS BOULEVARD
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D7-ELEVATOR","114","1950","104708","1590548","15.19","5380000","51","1.45"
"4-01281-0025","35 40 82 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"JACKSON HEIGHTS","D4-ELEVATOR","64","1936","68406","790089","11.55","2220000","32.5","4-02103-0001","98 09 65 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D7-ELEVATOR","240","1938","255400","3192500","12.5","8970000","35.1","2.1","4-15543-0046","12 13 NEILSON STREET
Queens, NY 
(40.749436300045, -73.797299799846)","FAR ROCKAWAY","D1-ELEVATOR","37","1925","37260","600013","16.1","2030000","54","12.3"
"4-03099-0025","65 70 BOOTH STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11374","40.726668","-73.857831","6","29","71306","4072610","4030990025","Forest Hills                                                               ","REGO PARK","D4-ELEVATOR","47","1947","39600","447480","11.3","1160000","29.3","4-03111-0024","88 11 63 DRIVE
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D1-ELEVATOR","105","1939","120500","1404780","11.66","3950000","32.8","0.45","4-03109-0037","63 53 HARING STREET
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D1-ELEVATOR","58","1941","63000","719835","11.43","2020000","32.1","0.4"
"4-00131-0036","41 36 51 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"SUNNYSIDE","D4-ELEVATOR","42","1930","42474","515209","12.13","1450000","34.1","4-00139-0024","43 10 49 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","SUNNYSIDE","D1-ELEVATOR","60","1931","43800","577011","13.17","1800000","41.1","0.15","4-00148-0001","47 09 SKILLMAN AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","SUNNYSIDE","D1-ELEVATOR","60","1942","57600","758703","13.17","2360000","41","0.2"
"4-02214-0019","69 60 108 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11375","40.723434","-73.844727","6","29","739","4052239","4022140019","Forest Hills                                                               ","FOREST HILLS","D4-ELEVATOR","124","1951","132750","2017800","15.2","6820000","51","4-02138-0011","103 26 68 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D7-ELEVATOR","105","1942","97200","1757567","18.08","6570000","68","0.2","4-02139-0001","105 05 69 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D1-ELEVATOR","112","1943","111672","1285387","11.51","3610000","32.3","0.15"
"4-13943-0001","80 11 SHORE PARKWAY
Queens, NY 
(40.749436300045, -73.797299799846)","4","11414","40.661264","-73.852337","10","32","6202","4435447","4139430001","Lindenwood-Howard Beach                                                    ","HOWARD BEACH","C6-WALK-UP","96","1960","92900","1450000","15.61","4900000","53","4-13116-0038","136 16 222 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","LAURELTON","C1-WALK-UP","24","1950","12680","218296","17.22","816000","64","5.5","4-13538-0201","145 39 232 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","ROSEDALE","C1-WALK-UP","16","2000","15966","254474","15.94","860000","54","5.7"
