"bronx_cooperatives_comparable_properties_boro_block_lot","bronx_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","bronx_cooperatives_comparable_properties_neighborhood","bronx_cooperatives_comparable_properties_building_classification","bronx_cooperatives_comparable_properties_total_units","bronx_cooperatives_comparable_properties_year_built","bronx_cooperatives_comparable_properties_gross_sqft","bronx_cooperatives_comparable_properties_estimated_gross_income","bronx_cooperatives_comparable_properties_gross_income_per_sqft","bronx_cooperatives_comparable_properties_estimated_expense","bronx_cooperatives_comparable_properties_expense_per_sqft","bronx_cooperatives_comparable_properties_net_operating_income","bronx_cooperatives_comparable_properties_full_market_value","bronx_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_estimated_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_estimated_expense","comparable_rental_1_expense_per_sqft","comparable_rental_1_net_operating_income","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_distance_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_estimated_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_estimated_expense","comparable_rental_2_expense_per_sqft","comparable_rental_2_net_operating_income","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_distance_from_coop_in_miles","comparable_rental_3_boro_block_lot","comparable_rental_3_address","comparable_rental_3_neighborhood","comparable_rental_3_building_classification","comparable_rental_3_total_units","comparable_rental_3_year_built","comparable_rental_3_gross_sqft","comparable_rental_3_estimated_gross_income","comparable_rental_3_gross_income_per_sqft","comparable_rental_3_estimated_expense","comparable_rental_3_expense_per_sqft","comparable_rental_3_net_operating_income","comparable_rental_3_full_market_value","comparable_rental_3_market_value_per_sqft","comparable_rental_3_distance_from_coop_in_miles"
"2-02290-0001","401 145 STREET
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,,,,,"10789","145975","13.53","85233","7.9","60742","352000","32.63","2-02285-0064","461 140 STREET
Bronx, NY 
(40.809904619543, -73.920675358185)","MOTT HAVEN/PORT MORRIS","C1-WALK-UP","20","1905","13235","179005","13.53","104499","7.9","74506","493000","37.25","0.25","2-02285-0066","455 140 STREET
Bronx, NY 
(40.809955341348, -73.920797610741)","MOTT HAVEN/PORT MORRIS","C1-WALK-UP","20","1902","13235","179005","13.53","103815","7.84","75190","498000","37.63","0.25","2-02283-0028","440 EAST 139 STREET","MOTT HAVEN/PORT MORRIS","C1-WALK-UP","16","1915","15,398","131,103","8.51","85,214","5.53","45,889","274,000","17.79","0.35"
"2-05716-0362","2400 JOHNSON AVENUE
Bronx, NY 
(40.876735383106, -73.918928536251)","2","10463","40.876816","-73.918201","8","11","29302","2083244","2057160362","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"142000","1821860","12.83","762540","5.37","1059320","6666000","46.94","2-05716-0287","2475 PALISADE AVENUE
Bronx, NY 
(40.880092839955, -73.92234413928)","RIVERDALE","D1-ELEVATOR","25","1932","31098","565690","18.19","214887","6.91","350803","1925000","61.9","0","2-05704-0050","224 NAPLES TERRACE
Bronx, NY 
(40.879755058006, -73.905143938882)","KINGSBRIDGE/JEROME PARK","C7-WALK-UP","100","1927","122640","1204731","9.82","734400","5.99","470331","2784000","22.7","0.86","2-05703-0197","3045 GODWIN TERRACE","KINGSBRIDGE/JEROME PARK","D7-ELEVATOR","74","1940","68,610","880,115","12.83","368,300","5.37","511,815","3,417,000","49.8","0.77"
"2-03106-0044","1961 MAPES AVENUE
Bronx, NY 
(40.84434329928, -73.887537986259)","2","10460","40.843956","-73.887824","6","17","36501","2012938","2031060044","East Tremont                                                               ",,,,,"23550","234087","9.94","143655","6.1","90432","565000","23.99","2-03111-0010","2125 SOUTHERN BOULEVARD
Bronx, NY 
(40.846768928149, -73.88384038006)","EAST TREMONT","C7-WALK-UP","41","1931","31190","312306","10.01","198350","6.36","113956","694000","22.25","0.23","2-03119-0007","2116 CROTONA PARKWAY
Bronx, NY 
(40.846247830163, -73.883732726692)","EAST TREMONT","C1-WALK-UP","22","1931","19668","192252","9.77","118759","6.04","73493","435000","22.12","0.26","2-02948-0018","1795 CLINTON AVENUE","CROTONA PARK","C1-WALK-UP","30","1924","20,785","206,678","9.94","126,790","6.1","79,888","499,000","24.01","0.31"
"2-02472-0011","1075 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,,,,,"118218","905286","7.66","624642","5.28","280644","1660000","14.04","2-02461-0090","1000 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","MELROSE/CONCOURSE","D8-ELEVATOR","103","1935","131600","1281457","9.74","832975","6.33","448482","2656000","20.18","0.13","2-02477-0001","1006 GERARD AVENUE
Bronx, NY 
(40.830524274001, -73.923138280275)","MELROSE/CONCOURSE","D1-ELEVATOR","76","1927","83793","605366","7.22","395158","4.72","210208","1248000","14.89","0.1","2-02478-0030","80 MC CLELLAN STREET","MELROSE/CONCOURSE","D1-ELEVATOR","103","1966","124,805","1,155,564","9.26","719,197","5.76","436,367","2,541,000","20.36","0.07"
"2-02479-0001","85 MC CLELLAN STREET
Bronx, NY 
(40.833798555414, -73.921043810762)","2","10452","40.833765","-73.92099","4","16","197","2002954","2024790001","West Concourse                                                             ",,,,,"56400","481363","8.53","312875","5.55","168488","1008000","17.87","2-02478-0064","1055 WALTON AVENUE
Bronx, NY 
(40.831419386576, -73.921651456151)","MELROSE/CONCOURSE","D7-ELEVATOR","51","1938","53815","524712","9.75","341083","6.34","183629","1088000","20.22","0.14","2-02463-0016","1173 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","MELROSE/CONCOURSE","C7-WALK-UP","61","1922","48395","496267","10.25","292798","6.05","203469","1267000","26.18","0.07","2-02465-0038","1245 GRANDVIEW PLACE","MELROSE/CONCOURSE","D1-ELEVATOR","50","1929","51,000","507,108","9.94","329,611","6.46","177,497","1,109,000","21.75","0.13"
"2-03145-0026","2279 TIEBOUT AVENUE
Bronx, NY 
(40.856291140695, -73.897487267605)","2","10457","40.856313","-73.897448","5","15","38301","2013410","2031450026","Fordham South                                                              ",,,,,"10032","130516","13.01","70525","7.03","59991","400000","39.87","2-03151-0012","2326 RYER AVENUE
Bronx, NY 
(40.857814775346, -73.898742407199)","FORDHAM","C1-WALK-UP","26","1916","17460","246186","14.1","133045","7.62","113141","688000","39.4","0.14","2-03145-0028","2273 TIEBOUT AVENUE
Bronx, NY 
(40.856160109475, -73.897569690469)","FORDHAM","C1-WALK-UP","16","1925","10032","126737","12.63","73439","7.32","53298","357000","35.59","0",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-05835-3037","6291 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10471","40.89871","-73.897111","8","11","351","2096904","2058353037","North Riverdale-Fieldston-Riverdale                                        ",,,,,"32400","429300","13.25","217080","6.7","212220","1410000","43.52","2-05801-1054","215 242 STREET
Bronx, NY 
(40.889548246673, -73.898711686745)","VAN CORTLANDT PARK","C1-WALK-UP","33","1923","21660","304845","14.07","151310","6.99","153535","1066000","49.22","0.63","2-05801-1057","4652 MANHATTAN COLLEGE PK
Bronx, NY 
(40.825576999979, -73.918448999722)","VAN CORTLANDT PARK","C1-WALK-UP","33","1923","24544","304845","12.42","157407","6.41","147438","933000","38.01","0.63",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-03627-0020","875 MORRISON AVENUE
Bronx, NY 
(40.82174562159, -73.872897107374)","2","10473","40.821609","-73.872835","9","17","28","2092726","2036270020","Soundview-Castle Hill-Clason Point-Harding Park                            ",,,,,"256750","2762630","10.76","1763873","6.87","998757","6188000","24.1","2-02712-0028","931 FOX STREET
Bronx, NY 
(40.82071632393, -73.893925401209)","MORRISANIA/LONGWOOD","D7-ELEVATOR","43","1929","47826","490399","10.25","299130","6.25","191269","1191000","24.9","1.03","2-02712-0040","901 FOX STREET
Bronx, NY 
(40.819848780353, -73.893948409709)","MORRISANIA/LONGWOOD","D1-ELEVATOR","25","1913","32994","371265","11.25","232028","7.03","139237","897000","27.19","1.03","2-02713-0002","955 EAST 163 STREET","MORRISANIA/LONGWOOD","D7-ELEVATOR","104","1982","148,828","1,602,028","10.76","1,022,326","6.87","579,702","3,592,000","24.14","1.08"
"2-02516-0026","136 168 STREET
Bronx, NY 
(40.836087065433, -73.91748632609)","2",,,,,,,,,,,,,,"30800","406252","13.19","243936","7.92","162316","1069000","34.71","2-02511-0074","951 WOODYCREST AVENUE
Bronx, NY 
(40.83133173716, -73.929052199328)","HIGHBRIDGE/MORRIS HEIGHTS","C1-WALK-UP","28","1929","29500","475964","16.13","242735","8.23","233229","1029000","34.88","0.43","2-02504-0053","946 ANDERSON AVENUE
Bronx, NY 
(40.830950759941, -73.928089795181)","HIGHBRIDGE/MORRIS HEIGHTS","C1-WALK-UP","16","1916","13560","136664","10.08","80629","5.95","56035","350000","25.81","0.38","2-02507-0034","953 ANDERSON AVENUE","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","42","1917","45,000","593,632","13.19","356,202","7.92","237,430","1,578,000","35.07","0.41"
"2-03212-0092","55 184 STREET
Bronx, NY 
(40.860192455421, -73.901316077978)","2",,,,,,,,,,,,,,"22500","217834","9.68","117916","5.24","99918","592000","26.31","2-03183-0037","2356 WALTON AVENUE
Bronx, NY 
(40.859846069142, -73.901860846266)","FORDHAM","C1-WALK-UP","34","1921","26515","302006","11.39","175264","6.61","126742","815000","30.74","0.23","2-03152-0029","2385 VALENTINE AVENUE
Bronx, NY 
(40.859160882733, -73.897238158225)","FORDHAM","C1-WALK-UP","46","1922","30590","373690","12.22","219584","7.18","154106","978000","31.97","0.43","2-03151-0012","2326 RYER AVENUE","FORDHAM","C1-WALK-UP","26","1916","17,460","246,186","14.1","133,045","7.62","113,141","688,000","39.4","0.43"
"2-02967-0006","1574 BOSTON ROAD
Bronx, NY 
(40.835732215568, -73.891405855244)","2","10460","40.835744","-73.891484","3","17","153","2010300","2029670006","Crotona Park East                                                          ",,,,,"50000","675000","13.5","371250","7.43","303750","2013000","40.26","2-02453-0030","1210 SHERMAN AVENUE
Bronx, NY 
(40.833944618593, -73.915758651694)","MELROSE/CONCOURSE","D7-ELEVATOR","56","1938","53000","841105","15.87","462644","8.73","378461","2586000","48.79","1.23","2-03197-0001","2280 GRAND AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","KINGSBRIDGE HTS/UNIV HTS","D7-ELEVATOR","55","1927","53662","660398","12.31","286998","5.35","373400","2367000","44.11","1.8",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-02373-0043","3531 3 AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10456","40.831472","-73.905653","3","16","145","2091169","2023730043","Claremont-Bathgate                                                         ",,,,,"12651","130558","10.32","87418","6.91","43140","269000","21.26","2-02609-0035","1203 FULTON AVENUE
Bronx, NY 
(40.830256400068, -73.904802152731)","MORRISANIA/LONGWOOD","C1-WALK-UP","29","1911","20825","238878","11.47","152888","7.34","85990","552000","26.51","0.14","2-02615-0052","1233 BOSTON ROAD
Bronx, NY 
(40.8300153375, -73.901800256265)","MORRISANIA/LONGWOOD","C1-WALK-UP","21","1912","15765","162641","10.32","108963","6.91","53678","334000","21.19","0.23","2-02615-0012","1254 FRANKLIN AVENUE","MORRISANIA/LONGWOOD","C1-WALK-UP","20","1911","15,485","154,895","10","96,032","6.2","58,863","367,000","23.7","0.23"
"2-04322-0051","2165 MATTHEWS AVENUE
Bronx, NY 
(40.8557379344, -73.862926381466)","2","10462","40.85569","-73.862905","11","13","228","2049437","2043220051","Pelham Parkway                                                             ",,,,,"58500","721890","12.34","387270","6.62","334620","2120000","36.24","2-04322-0025","2182 BARNES AVENUE
Bronx, NY 
(40.855765178194, -73.863797618623)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","71","1930","65862","814088","12.36","436593","6.63","377495","2391000","36.3","0","2-04322-0018","2162 BARNES AVENUE
Bronx, NY 
(40.854776923166, -73.863842562522)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","70","1930","66075","814088","12.32","436593","6.61","377495","2392000","36.2","0",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-04287-0001","2081 CRUGER AVENUE
Bronx, NY 
(40.852735322643, -73.866782298936)","2","10462","40.85281","-73.866757","11","13","22404","2048785","2042870001","Pelham Parkway                                                             ",,,,,"87924","1011126","11.5","482703","5.49","528423","3391000","38.57","2-04284-0001","2039 CRUGER AVENUE
Bronx, NY 
(40.85151387209, -73.866826178161)","MORRIS PARK/VAN NEST","D1-ELEVATOR","73","1935","81456","785469","9.64","476179","5.85","309290","1833000","22.5","0.1","2-04287-0055","2095 CRUGER AVENUE
Bronx, NY 
(40.853158654271, -73.866768643077)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","42","1939","53400","536590","10.05","276307","5.17","260283","1331000","24.93","0","2-04288-0030","2120 CRUGER AVENUE","PELHAM PARKWAY SOUTH","D1-ELEVATOR","65","1939","65,418","752,158","11.5","359,161","5.49","392,997","1,573,000","24.05","0.06"
"2-02791-0054","1685 TOPPING AVENUE
Bronx, NY 
(40.843712542501, -73.905901461559)","2","10457","40.843859","-73.905849","4","15","22902","2007354","2027910054","Mount Hope                                                                 ",,,,,"33000","576840","17.48","264660","8.02","312180","2253000","68.27","2-02854-0021","1975 WALTON AVENUE
Bronx, NY 
(40.85167845523, -73.90813300199)","MOUNT HOPE/MOUNT EDEN","D1-ELEVATOR","30","1927","31125","544037","17.48","249626","8.02","294411","2124000","68.24","0.55","2-02854-0018","1979 WALTON AVENUE
Bronx, NY 
(40.851766550906, -73.908053804867)","MOUNT HOPE/MOUNT EDEN","D1-ELEVATOR","30","1927","31125","544037","17.48","249626","8.02","294411","2124000","68.24","0.55","2-02869-0163","1971 GRAND AVENUE","HIGHBRIDGE/MORRIS HEIGHTS","D7-ELEVATOR","46","1925","42,000","723,240","17.22","361,620","8.61","361,620","2,611,000","62.17","0.62"
"2-02992-0073","1883 VYSE AVENUE
Bronx, NY 
(40.839548757803, -73.883935022104)","2","10460","40.839785","-73.883715","6","17","359","2099924","2029920073","East Tremont                                                               ",,,,,"15840","260251","16.43","133821","8.45","126430","916000","57.83","2-03077-0050","2463 HUGHES AVENUE
Bronx, NY 
(40.856473248628, -73.885857632554)","BELMONT","C1-WALK-UP","16","2004","13520","237761","17.59","74546","5.51","163215","1177000","87.06","1.12","2-03199-0007","2392 GRAND AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","KINGSBRIDGE HTS/UNIV HTS","C1-WALK-UP","16","2005","15712","315811","20.1","135799","8.64","180012","1295000","82.42","1.78","2-05798-0101","3615 OXFORD AVENUE","RIVERDALE","C1-WALK-UP","15","1980","7,550","174,490","23.11","78,802","10.44","95,688","643,000","85.17","3.47"
"2-02721-0020","829 SOUTHERN BOULEVARD
Bronx, NY 
(40.817289368485, -73.89527361049)","2","10459","40.81707","-73.895456","2","17","89","2005740","2027210020","Hunts Point                                                                ",,,,,"31335","468458","14.95","317737","10.14","150721","934000","29.81","2-03923-0009","1565 WHITE PLAINS ROAD
Bronx, NY 
(40.839746844548, -73.863914834491)","PARKCHESTER","C1-WALK-UP","49","1927","31282","467750","14.95","317148","10.14","150602","1037000","33.15","2.23","2-03196-0058","2265 DAVIDSON AVENUE
Bronx, NY 
(40.858550044674, -73.905004304301)","KINGSBRIDGE HTS/UNIV HTS","C7-WALK-UP","56","1926","38920","619899","15.93","317197","8.15","302702","2066000","53.08","2.86",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-03090-0049","684 189 STREET
Bronx, NY 
(40.856241412775, -73.88375597556)","2",,,,,,,,,,,,,,"33984","436630","12.85","221103","6.51","215527","1439000","42.34","2-03105-0034","2465 CROTONA AVENUE
Bronx, NY 
(40.855734886043, -73.882753743629)","BELMONT","C1-WALK-UP","32","1926","26250","307913","11.73","169313","6.45","138600","886000","33.75","0.05","2-03105-0032","2469 CROTONA AVENUE
Bronx, NY 
(40.855840838159, -73.882700767571)","BELMONT","C1-WALK-UP","24","1926","15562","214261","13.77","108987","7","105274","695000","44.66","0.05",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-02985-0023","1922 CROTONA PARKWAY
Bronx, NY 
(40.841576707925, -73.885442052196)","2","10460","40.841261","-73.885534","6","17","359","2010620","2029850023","East Tremont                                                               ",,,,,"27691","270541","9.77","167254","6.04","103287","612000","22.1","2-03122-0016","916 179 STREET
Bronx, NY 
(40.843474901811, -73.882673368985)","EAST TREMONT","C1-WALK-UP","16","1931","16208","96433","5.95","66320","4.09","30113","179000","11.04","0.12","2-03125-0014","2117 DALY AVENUE
Bronx, NY 
(40.845058604746, -73.881356973005)","EAST TREMONT","C1-WALK-UP","18","1915","19250","263022","13.66","139240","7.23","123782","774000","40.21","0.28","2-03119-0007","2116 CROTONA PARKWAY","EAST TREMONT","C1-WALK-UP","22","1931","19,668","192,252","9.77","118,759","6.04","73,493","435,000","22.12","0.3"
"2-05736-0006","3050 FAIRFIELD AVENUE
Bronx, NY 
(40.882630194345, -73.914556792386)","2","10463","40.882723","-73.914509","8","11","29302","2083403","2057360006","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"111000","1307580","11.78","591630","5.33","715950","4575000","41.22","2-05787-0137","3220 NETHERLAND AVENUE
Bronx, NY 
(40.883961568175, -73.911511205264)","RIVERDALE","D1-ELEVATOR","85","1954","100498","1312394","13.06","505762","5.03","806632","3795000","37.76","0.23","2-05754-0090","225 232 STREET
Bronx, NY 
(40.88038240123, -73.904333150882)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","96","1929","87510","1031120","11.78","466325","5.33","564795","2156000","24.64","0.5","2-05732-0924","2700 HENRY HUDSON PARKWAY","RIVERDALE","D1-ELEVATOR","78","1955","108,955","1,229,714","11.29","539,876","4.96","689,838","3,432,000","31.5","0.11"
"2-04543-0001","3000 BRONX PARK
Bronx, NY 
(40.869715436196, -73.870483087816)","2","10467","40.856629","-73.875725","27","15","334",,,"park-cemetery-etc-Bronx                                                    ",,,,,"352360","4326981","12.28","2406619","6.83","1920362","12178000","34.56","2-03138-0001","999 180 STREET
Bronx, NY 
(40.843235160415, -73.879194673825)","EAST TREMONT","D1-ELEVATOR","237","1974","276135","3521878","12.75","2141678","7.76","1380200","9228000","33.42","1.91","2-03026-0005","2466 MARION AVENUE
Bronx, NY 
(40.860427189421, -73.893882938562)","FORDHAM","D1-ELEVATOR","47","1907","56160","689403","12.28","383696","6.83","305707","1939000","34.53","1.34","2-03114-0008","2327 SOUTHERN BOULEVARD","BELMONT","D1-ELEVATOR","95","2003","54,948","664,987","12.1","413,398","7.52","251,589","1,600,000","29.12","1.45"
"2-05713-0107","290 232 STREET
Bronx, NY 
(40.881736548268, -73.906890975151)","2",,,,,,,,,,,,,,"122000","1510360","12.38","769820","6.31","740540","4689000","38.43","2-05703-0192","3063 GODWIN TERRACE
Bronx, NY 
(40.879285259289, -73.905927434245)","KINGSBRIDGE/JEROME PARK","C7-WALK-UP","70","1925","64490","824827","12.79","445626","6.91","379201","2533000","39.28","0.17","2-05705-0036","225 NAPLES TERRACE
Bronx, NY 
(40.879801939585, -73.905106351493)","KINGSBRIDGE/JEROME PARK","C1-WALK-UP","66","1926","53482","629252","11.77","357120","6.68","272132","1739000","32.52","0.17",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-02510-0074","1201 SHAKESPEARE AVENUE
Bronx, NY 
(40.836895907503, -73.923360139285)","2","10452","40.836838","-73.923332","4","16","199","2003174","2025100074","Highbridge                                                                 ",,,,,"57230","650133","11.36","404044","7.06","246089","1583000","27.66","2-02509-0048","1140 WOODYCREST AVENUE
Bronx, NY 
(40.835642548854, -73.925650004979)","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","35","1923","42108","517026","12.28","299884","7.12","217142","1377000","32.7","0.1","2-02513-0001","103 165 STREET
Bronx, NY 
(40.831509412753, -73.922076933202)","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","54","1925","58000","605658","10.44","405780","7","199878","1242000","21.41","0.21",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-03379-0001","201 238 STREET
Bronx, NY 
(40.884529944742, -73.8987407006)","2",,,,,,,,,,,,,,"47679","542110","11.37","298947","6.27","243163","1496000","31.38","2-04994-0017","667 233 STREET
Bronx, NY 
(40.893860149018, -73.858562798261)","WAKEFIELD","D1-ELEVATOR","51","1963","48041","578084","12.03","338496","7.05","239588","1525000","31.74","0.67","2-04831-0048","655 228 STREET
Bronx, NY 
(40.890503044599, -73.861029086539)","WILLIAMSBRIDGE","D1-ELEVATOR","49","1939","47412","570272","12.03","331261","6.99","239011","1522000","32.1","0.74",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-05799-0073","3601 JOHNSON AVENUE
Bronx, NY 
(40.886696758224, -73.909690411599)","2","10463","40.886839","-73.909625","8","11","297","2084204","2057990073","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"115597","1358265","11.75","568737","4.92","789528","4235000","36.64","2-05793-0467","3555 OXFORD AVENUE
Bronx, NY 
(40.88632086694, -73.908793797665)","RIVERDALE","D1-ELEVATOR","57","1960","72553","888992","12.25","335602","4.63","553390","2772000","38.21","0.13","2-05795-0537","3555 NETHERLAND AVENUE
Bronx, NY 
(40.886372374526, -73.910726409353)","RIVERDALE","D1-ELEVATOR","55","1939","60792","714186","11.75","298924","4.92","415262","1969000","32.39","0.11","2-05780-0940","3900 GREYSTONE AVENUE","RIVERDALE","D1-ELEVATOR","127","1928","134,703","1,515,163","11.25","801,013","5.95","714,150","4,599,000","34.14","0.32"
"2-02508-0041","1015 ANDERSON AVENUE
Bronx, NY 
(40.832546713584, -73.926988212131)","2","10452","40.832599","-73.926947","4","8","189","2003144","2025080041","Highbridge                                                                 ",,,,,"23802","265868","11.17","151619","6.37","114249","702000","29.49","2-02504-0053","946 ANDERSON AVENUE
Bronx, NY 
(40.830950759941, -73.928089795181)","HIGHBRIDGE/MORRIS HEIGHTS","C1-WALK-UP","16","1916","13560","136664","10.08","80629","5.95","56035","350000","25.81","0.07","2-02511-0074","951 WOODYCREST AVENUE
Bronx, NY 
(40.83133173716, -73.929052199328)","HIGHBRIDGE/MORRIS HEIGHTS","C1-WALK-UP","28","1929","29500","475964","16.13","242735","8.23","233229","1029000","34.88","0.14","2-02511-0025","934 OGDEN AVENUE","HIGHBRIDGE/MORRIS HEIGHTS","C1-WALK-UP","15","1907","12,920","144,329","11.17","82,261","6.37","62,068","400,000","30.96","0.22"
