"business_name","address","industry_group","type","telephone","cross_streets","zip_code","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"Banca di Roma","34 East 51st St","Financial Services","Full-Service Branch","212-688-5447",,"10022","MANHATTAN","40.758303","-73.974722","5","4","102","1035465","1012860043","Midtown-Midtown South                                                      "
"Sushi Ann","38 East 51st St","Food & Drink","Restaurant ","212-407-1600",,"10022","MANHATTAN","40.758281","-73.974668","5","4","102","1035464","1012860035","Midtown-Midtown South                                                      "
"Starbucks","45 East 51st St","Food & Drink","Quick-Serve Eatery","212-755-1780",,"10022","MANHATTAN","40.758295","-73.974661","5","4","102","1076267","1012870028","Midtown-Midtown South                                                      "
"Café Bistro","320 Park Ave ","Food & Drink","Quick-Serve Eatery","212-688-8834","on 51st St","10022","MANHATTAN","40.75745","-73.973798","5","4","102","1035464","1012860035","Midtown-Midtown South                                                      "
"Just Salad","320 Park Ave ","Food & Drink","Quick-Serve Eatery","212-826-1015","on 51st St","10022","MANHATTAN","40.75745","-73.973798","5","4","102","1035464","1012860035","Midtown-Midtown South                                                      "
"Colortek Image Shop Kodak","350 Park Ave ","Misc. Retail","Art & Photography Supplies","212-244-1111","on 51st St","10022","MANHATTAN","40.758224","-73.973231","5","4","102","1035473","1012870033","Midtown-Midtown South                                                      "
"Fresco ","34 East 52nd St","Food & Drink","Restaurant","212-826-8268",,"10022","MANHATTAN","40.758954","-73.974325","5","4","102","1035474","1012870052","Midtown-Midtown South                                                      "
"Fresco on the Go","40 East 52nd St","Food & Drink","Quick-Serve Eatery","212-935-3434",,"10022","MANHATTAN","40.758814","-73.973989","5","4","102","1076267","1012870028","Midtown-Midtown South                                                      "
"Gym Source","40 East 52nd St","Pers. & Prof. Services","Fitness Club","212-754-2700",,"10022","MANHATTAN","40.758814","-73.973989","5","4","102","1076267","1012870028","Midtown-Midtown South                                                      "
"Zeitlin Optik","40 East 52nd St","Pers. & Prof. Services","Optical/Eyewear","212-688-4222",,"10022","MANHATTAN","40.758814","-73.973989","5","4","102","1076267","1012870028","Midtown-Midtown South                                                      "
"Duane Reade","49 East 52nd St ","Pers. & Prof. Services","Pharmacy","212-319-5166",,"10022","MANHATTAN","40.758948","-73.974263","5","4","102","1035712","1012880024","Midtown-Midtown South                                                      "
"Brioni","55 East 52nd St ","AA&F","Men's Apparel","212-888-2323","(indoors) ","10022","MANHATTAN","40.758828","-73.973978","5","4","102","1083869","1012880027","Midtown-Midtown South                                                      "
"Chartwell Bookseller","55 East 52nd St ","Misc. Retail","Bookstore","212-355-2025","(indoors) ","10055","MANHATTAN","40.758828","-73.973978","5","4","102","1083869","1012880027","Midtown-Midtown South                                                      "
"Starbucks ","55 East 52nd St ","Food & Drink","Quick-Serve Eatery","212-308-0643","(indoors) ","10055","MANHATTAN","40.758828","-73.973978","5","4","102","1083869","1012880027","Midtown-Midtown South                                                      "
"Dahesh Museum of Art Gift Shop","56-7 East 52nd St ","Misc. Retail","Gifts/Souvenirs","212-421-0112","(indoors) ","10055","MANHATTAN","40.758608","-73.973509","5","4","102","1035473","1012870033","Midtown-Midtown South                                                      "
"Neuchatel Fine Swiss Chocolates","57 East 52nd St ","Food & Drink","Specialty Store",,"(indoors) ","10055","MANHATTAN","40.758811","-73.973946","5","4","102","1083869","1012880027","Midtown-Midtown South                                                      "
"J & J News","55 East 52nd St ","Misc. Retail","Newsstand",,"(indoors) ","10055","MANHATTAN","40.758828","-73.973978","5","4","102","1083869","1012880027","Midtown-Midtown South                                                      "
"Stitches East","55 East 52nd St ","AA&F","Unisex Apparel","212-480-3766","(indoors) ","10055","MANHATTAN","40.758828","-73.973978","5","4","102","1083869","1012880027","Midtown-Midtown South                                                      "
"T-Mobile?","485 Madison Ave","Misc. Retail","Elec. & Telecom.",,"on 52nd St","10055","MANHATTAN","40.758825","-73.974877","5","4","102","1035474","1012870052","Midtown-Midtown South                                                      "
"Vacant","501 Madison Ave ","Vacant","Vacant",,"on 52nd St","10022","MANHATTAN","40.759204","-73.974599","5","4","102","1035711","1012880021","Midtown-Midtown South                                                      "
"The Four Seasons","99 East 52nd St","Food & Drink","Restaurant",,,"10022","MANHATTAN","40.75819","-73.97247","5","4","100","1036465","1013070001","Turtle Bay-East Midtown                                                    "
"Parking","345 Park Ave","Parking","Parking Lots & Garages",,"on 52nd St","10022","MANHATTAN","40.758171","-73.973246","5","4","100","1036460","1013060001","Turtle Bay-East Midtown                                                    "
"Vacant","52 East 53rd St","Vacant","Vacant",,,"10022","MANHATTAN","40.759445","-73.973552","5","4","102","1083869","1012880027","Midtown-Midtown South                                                      "
"Masons's Tennis Mart","56 East 53rd St","AA&F","Sporting Goods & Athletic Apparel","212-223-0633",,"10022","MANHATTAN","40.759418","-73.973487","5","4","102","1083869","1012880027","Midtown-Midtown South                                                      "
"Casa Lever","390 Park Ave ","Food & Drink","Restaurant","212-755-5805","On 53rd St","10022","MANHATTAN","40.75942","-73.972361","5","4","102","1035732","1012890036","Midtown-Midtown South                                                      "
"Brasserie","100 East 53rd St","Food & Drink","Restaurant","212-888-2700",,"10022","MANHATTAN","40.758816","-73.972061","5","4","100","1036465","1013070001","Turtle Bay-East Midtown                                                    "
"24 Hour Fitness/Derek Jeter","153 East 53rd St (First Level)","Pers. & Prof. Services","Fitness Club","212-751-4840","(indoors)","10022","MANHATTAN","40.758149","-73.970434","6","4","100","1036474","1013087501","Turtle Bay-East Midtown                                                    "
"Catridge World","153 East 53rd St (First Level)","Misc. Retail","Office Supplies",,"(indoors)","10022","MANHATTAN","40.758149","-73.970434","6","4","100","1036474","1013087501","Turtle Bay-East Midtown                                                    "
"Gateway News","153 East 53rd St (First Level)","Misc. Retail","Newsstand","212-750-8033","(indoors)","10022","MANHATTAN","40.758149","-73.970434","6","4","100","1036474","1013087501","Turtle Bay-East Midtown                                                    "
"Citibank","153 East 53rd St (First Level)","Financial Services","Full-Service Branch",,"(indoors)","10022","MANHATTAN","40.758149","-73.970434","6","4","100","1036474","1013087501","Turtle Bay-East Midtown                                                    "
"Shear Bella","153 East 53rd St (First Level)","Pers. & Prof. Services","Hair Salon",,"(indoors)","10022","MANHATTAN","40.758149","-73.970434","6","4","100","1036474","1013087501","Turtle Bay-East Midtown                                                    "
"Captions","153 East 53rd St (First Level)","Pers. & Prof. Services","Specialty Store",,"(indoors)",,"MANHATTAN","40.758149","-73.970434","6","4","100","1036474","1013087501","Turtle Bay-East Midtown                                                    "
"Barnes & Noble","160 East 54th St ","Misc. Retail","Bookstore",,"(indoors)","10022","MANHATTAN","40.758687","-73.969809","6","4","100","1036474","1013087501","Turtle Bay-East Midtown                                                    "
"Terry May Concept Flowers ","153 East 53rd St (First Level)","Misc. Retail","Florist ",,"(indoors)","10022","MANHATTAN","40.758149","-73.970434","6","4","100","1036474","1013087501","Turtle Bay-East Midtown                                                    "
"Kushi","153 East 53rd St (Plaza Level)","Food & Drink","Quick-Serve Eatery","212-355-3656","(indoors)","10022","MANHATTAN","40.758149","-73.970434","6","4","100","1036474","1013087501","Turtle Bay-East Midtown                                                    "
"Vacant","153 East 53rd St (Plaza Level)","Vacant",,,"(indoors)",,"MANHATTAN","40.758149","-73.970434","6","4","100","1036474","1013087501","Turtle Bay-East Midtown                                                    "
"Cucina Gourmet","153 East 53rd St (Plaza Level)","Food & Drink","Quick-Serve Eatery","212-888-5415","(indoors)","10022","MANHATTAN","40.758149","-73.970434","6","4","100","1036474","1013087501","Turtle Bay-East Midtown                                                    "
"Chickpea","153 East 53rd St (Plaza Level)","Food & Drink","Quick-Serve Eatery",,"(indoors)",,"MANHATTAN","40.758149","-73.970434","6","4","100","1036474","1013087501","Turtle Bay-East Midtown                                                    "
"Earth Health Bar","153 East 53rd St (Plaza Level)","Food & Drink","Quick-Serve Eatery","212-888-3828","(indoors)","10022","MANHATTAN","40.758149","-73.970434","6","4","100","1036474","1013087501","Turtle Bay-East Midtown                                                    "
"FedEx Office","153 East 53rd St (Plaza Level)","Pers. & Prof. Services","Printing/Shipping","212-935-1744","(indoors)","10022","MANHATTAN","40.758149","-73.970434","6","4","100","1036474","1013087501","Turtle Bay-East Midtown                                                    "
"Hillstone Restaurant","153 East 53rd St (Plaza Level)","Food & Drink","Restaurant","212-750-7629","(indoors)","10022","MANHATTAN","40.758149","-73.970434","6","4","100","1036474","1013087501","Turtle Bay-East Midtown                                                    "
