"agency","dataset","dataset_description","update_frequency","original_plan_date","latest_plan_date","release_status","release_date","url1","u_id","agency_notes","from_the_2021_open_data_plan_"
"Department of Investigation (DOI)","VENDEX Background Checks","Listing of VENDEX background checks conducted by period and how many of them were completed within 30 days (2016).","Historical Data","2018-03-01T00:00:00.000","2018-03-01T00:00:00.000","Released","2016-12-07T00:00:00.000","https://data.cityofnewyork.us/City-Government/Monthly-Performance-Management-Reports-includes-Co/i8ua-bnkj","i8ua-bnkj","This was an update for  Monthly Performance Management Reports (includes Corruption Lectures and Customer Service indicators) dataset",
"Department of Investigation (DOI)","Monthly Performance Management Reports (includes Corruption Lectures and Customer Service indicators)","This dataset contains select monthly performance statistics that DOI regularly reports to the Mayor's Office of Operations for 2016. This dataset includes several indicators that are cumulated for the Mayor's Management Reports, such as the including numbers of complaints received by the Agency and the numbers of arrests made. This dataset also includes monthly statistics on the Agency's outreach efforts (anticorruption and whistleblower lectures) as well customer service indicators (such as the number of emails received by the Agency).","Historical Data","2018-03-01T00:00:00.000","2018-03-01T00:00:00.000","Released","2016-12-07T00:00:00.000","https://data.cityofnewyork.us/City-Government/Monthly-Performance-Management-Reports-includes-Co/i8ua-bnkj","i8ua-bnkj","This was an update for  Monthly Performance Management Reports (includes Corruption Lectures and Customer Service indicators) dataset",
"Department of Investigation (DOI)","City Marshals Revenue","This dataset contains annual revenue statistics compiled by the agency's Marshal's Unit.","Annually","2016-10-01T00:00:00.000","2016-10-01T00:00:00.000","Released","2016-12-07T00:00:00.000","https://data.cityofnewyork.us/City-Government/City-Marshals-Revenue/7ewi-9cdf","7ewi-9cdf",,
"Department of Investigation (DOI)","Policy and Procedure Recommendations","Policy and Procedure Recommendations (PPRs) issued since 2014.  PPRs are formal written recommendations issued by DOI to city Agencies and entities for changes to policies and procedures that correct operational vulnerabilities identified through DOI investigations.","Quarterly","2020-10-31T00:00:00.000","2020-10-31T00:00:00.000","Released","2020-12-22T00:00:00.000","https://data.cityofnewyork.us/City-Government/Policy-and-Procedure-Recommendations-PPR-Portal/jstn-jaut","jstn-jaut",,
"Department of Investigation (DOI)","In-person Corruption Prevention Lectures","Listing of in-person lectures and attendees per recorded period per agency (2016).","Historical Data","2018-03-01T00:00:00.000","2018-03-01T00:00:00.000","Released","2016-12-07T00:00:00.000","https://data.cityofnewyork.us/City-Government/Monthly-Performance-Management-Reports-includes-Co/i8ua-bnkj","i8ua-bnkj","This was an update for  Monthly Performance Management Reports (includes Corruption Lectures and Customer Service indicators) dataset",
"Department of Investigation (DOI)","Mayor's Management Report Performance Statistics","This dataset contains information provided to the Mayor's Office for inclusion in the Mayor's Management Report","Annually","2014-10-01T00:00:00.000","2014-10-01T00:00:00.000","Released","2016-12-07T00:00:00.000","https://data.cityofnewyork.us/City-Government/Monthly-Performance-Management-Reports-includes-Co/i8ua-bnkj","i8ua-bnkj","Consolidated into Monthly Performance Management Reports (includes Corruption Lectures and Customer Service indicators) dataset",
"Department of Investigation (DOI)","City Marshals Revenue","This dataset contains annual revenue statistics compiled by the Agency's Marshal's Unit (2016).","Historical Data","2018-03-01T00:00:00.000","2018-03-01T00:00:00.000","Released","2016-12-07T00:00:00.000","https://data.cityofnewyork.us/City-Government/City-Marshals-Revenue/7ewi-9cdf","7ewi-9cdf","This was an update for  Monthly Performance Management Reports (includes Corruption Lectures and Customer Service indicators) dataset",
"Department of Investigation (DOI)","Corruption and Whistleblower Lectures","This dataset contains the number of lectures presented each month by specific Inspector General units, and the number of attendees at each lecture.","Monthly","2016-10-01T00:00:00.000","2016-10-01T00:00:00.000","Released","2016-12-07T00:00:00.000","https://data.cityofnewyork.us/City-Government/Monthly-Performance-Management-Reports-includes-Co/i8ua-bnkj","i8ua-bnkj","Consolidated into Monthly Performance Management Reports (includes Corruption Lectures and Customer Service indicators) dataset",
"Department of Investigation (DOI)","Performance Management","This dataset contains select monthly performance statistics that are regularly reported electronically to the Mayor's Office of Operations.","Monthly","2016-10-01T00:00:00.000","2016-10-01T00:00:00.000","Released","2016-12-07T00:00:00.000","https://data.cityofnewyork.us/City-Government/Monthly-Performance-Management-Reports-includes-Co/i8ua-bnkj","i8ua-bnkj","Consolidated into Monthly Performance Management Reports (includes Corruption Lectures and Customer Service indicators) dataset",
"Department of Investigation (DOI)","Customer Service","This dataset contains statistics on indicators such as the number of emails sent to the agency, and the number of walk-in visits to the agency's headquarters (80 Maiden Lane).","Monthly","2016-10-01T00:00:00.000","2016-10-01T00:00:00.000","Released","2016-12-07T00:00:00.000","https://data.cityofnewyork.us/City-Government/Monthly-Performance-Management-Reports-includes-Co/i8ua-bnkj","i8ua-bnkj","Consolidated into Monthly Performance Management Reports (includes Corruption Lectures and Customer Service indicators) dataset",
"Department of Parks and Recreation (DPR)","Synthetic Turf Fields","Map of NYC Parks synthetic turf athletic fields","Annually","2018-12-01T00:00:00.000","2018-12-01T00:00:00.000","Released","2018-12-12T00:00:00.000","https://data.cityofnewyork.us/Recreation/Synthetic-Turf-Fields/weh8-3ujf","weh8-3ujf",,
"Department of Parks and Recreation (DPR)","Community Parks Initiative Zone Boundaries","CPI Zones are neighborhoods where NYC Parks will pursue a combination of capital investment and/or targeted physical improvements, enhanced programming, and public outreach efforts through the Community Parks Initiative. CPI Zones are boundaries based on the NYC Department of City Planning's Neighborhood Tabulation Areas.","Historical Data","2015-08-15T00:00:00.000","2015-08-15T00:00:00.000","Released","2015-08-20T00:00:00.000","https://data.cityofnewyork.us/City-Government/Community-Parks-Initiative-Zone-Boundaries/vvdx-b56i","vvdx-b56i",,
"Department of Parks and Recreation (DPR)","Automated External Defibrillator Tracking","Tracking of Automated External Defibrillators (AED)","Annually","2018-12-01T00:00:00.000","2018-12-01T00:00:00.000","Released","2018-11-30T00:00:00.000","https://data.cityofnewyork.us/City-Government/Automated-External-Defibrillator-AED-Inventory/w6sr-ei44","w6sr-ei44",,
"Department of Parks and Recreation (DPR)","Parks Trails","Geospatial dataset of NYC Parks' official walking and hiking trails","Annually","2017-12-01T00:00:00.000","2018-10-01T00:00:00.000","Released","2018-10-09T00:00:00.000","https://data.cityofnewyork.us/Environment/Parks-Trails/vjbm-hsyr","vjbm-hsyr","Additional review of data",
"Department of Parks and Recreation (DPR)","Map of NYC Parks Kayak/Canoe Launches","Map of NYC Parks Kayak/Canoe Launches","Quarterly","2019-04-15T00:00:00.000","2019-04-30T00:00:00.000","Released","2019-04-29T00:00:00.000","https://data.cityofnewyork.us/Recreation/Kayak-and-Canoe-Launch/wnm5-hbzp","wnm5-hbzp",,
"Department of Parks and Recreation (DPR)","Park Supervisor Inspections","Inspections results of Parks properties conducted by Parks Supervisors.","Monthly","2020-12-31T00:00:00.000","2021-12-31T00:00:00.000","Released","2021-07-23T00:00:00.000","https://data.cityofnewyork.us/browse?Data-Collection_Data-Collection=Parks+Supervisor+Inspections","wag2-kf63","Released in series of 2 datasets. The outher UID is uwim-9338",
"Department of Parks and Recreation (DPR)","Research Permits","Tracking of requests to conduct research","Annually","2018-10-01T00:00:00.000","2018-10-01T00:00:00.000","Released","2018-10-09T00:00:00.000","https://data.cityofnewyork.us/Environment/Research-Permits/nnf6-km2a","nnf6-km2a",,
"Department of Parks and Recreation (DPR)","Tree Related Inspection, Work Order and Stewardship Activity Data","Inspection Info - ratings for inspections, by both park inspectors and park supervisors, of all city parks; Found Conditions - issues discovered during inspections which require attention by staff.","Quarterly","2017-03-01T00:00:00.000","2017-03-01T00:00:00.000","Released","2017-03-08T00:00:00.000","https://data.cityofnewyork.us/Environment/Forestry-Inspections/4pt5-3vv4","4pt5-3vv4","Released as series of 3 datasets",
"Department of Parks and Recreation (DPR)","Map of NYC Parks Ice Ladders","Map of NYC Parks Ice Ladders","Quarterly","2019-04-15T00:00:00.000","2019-04-30T00:00:00.000","Released","2019-04-29T00:00:00.000","https://data.cityofnewyork.us/Public-Safety/Ice-Ladders/6bgt-eg8b","6bgt-eg8b",,
"Department of Parks and Recreation (DPR)","MillionTreesNYC Planting data","Street and reforestation trees planted by NYC Parks as part of the MillionTreesNYC initiative to date","Biannually","2015-09-01T00:00:00.000","2015-09-01T00:00:00.000","Released","2015-09-29T00:00:00.000","https://data.cityofnewyork.us/Environment/MillionTreesNYC-Forest-Restoration-Planting-Sites/pn7c-bqri","pn7c-bqri",,
"Department of Parks and Recreation (DPR)","1995 Street Tree Census","Citywide street tree data from the 1995 Street Tree Census, conducted by volunteers organized by NYC Parks & Recreation. Trees were inventoried by address, and were collected from 1995-1996.","Historical Data","2015-08-01T00:00:00.000","2015-08-01T00:00:00.000","Released","2015-08-20T00:00:00.000","https://data.cityofnewyork.us/Environment/1995-Street-Tree-Census/kyad-zm4j","kyad-zm4j",,
"Department of Parks and Recreation (DPR)","Work orders; Asset Inventory; Maintenance Schedules","Work order - Work orders generated for both general maintenance, and those used to address issues discovered during inspections; Inventory - inventory maintained on-hand at Parks storehouses; Maintenance Schedules - schedules used to assign field crews","Quarterly","2017-12-29T00:00:00.000","2017-12-29T00:00:00.000","Removed from the plan",,,,"Split out into ""Work Orders"" and ""Materials Inventory"". Eliminate ""Maintenance Schedules"" as this data does not exist",
"Department of Parks and Recreation (DPR)","Map of NYC Parks Paths","Map of NYC Parks Paths","Quarterly","2019-04-15T00:00:00.000","2019-04-30T00:00:00.000","Removed from the plan",,,,"This incomplete dataset is not currently maintained, and, therefore, does not qualify as Open Data.",
"Department of Parks and Recreation (DPR)","Map of NYC Parks Signs","Map of NYC Parks Signs","Quarterly","2019-04-15T00:00:00.000","2019-12-31T00:00:00.000","Released","2019-12-30T00:00:00.000","https://data.cityofnewyork.us/Recreation/Parks-Signs-Map/p7kk-jjry","p7kk-jjry",,
"Department of Parks and Recreation (DPR)","Work Orders","Corrective and preventative maintenance Parks work orders.","Quarterly","2017-12-01T00:00:00.000","2017-12-01T00:00:00.000","Released","2018-01-29T00:00:00.000","https://data.cityofnewyork.us/City-Government/Asset-Management-Parks-System-AMPS-Comments/kw9y-h36n","kw9y-h36n","Released as series of 6 datasets",
"Department of Parks and Recreation (DPR)","Map of NYC Parks Monuments","Map of NYC Parks Monuments","Quarterly","2019-04-15T00:00:00.000","2019-04-30T00:00:00.000","Removed from the plan",,,,"This data will be integrated with the existing NYC Parks Monuments dataset (https://data.cityofnewyork.us/Recreation/NYC-Parks-Monuments/6rrm-vxj9).",
"Department of Parks and Recreation (DPR)","Map of NYC Parks Maintenance Sector Boundaries","Map of NYC Parks Maintenance Sector Boundaries","Quarterly","2019-04-15T00:00:00.000","2019-12-31T00:00:00.000","Removed from the plan",,,,"This data will be incorporated in the release of ""Map of NYC Parks Maintenance District Boundaries,"" scheduled for publication before 12/31/2019.",
