"sr","request_date","site_street_address","borocode","community_board","block","lot","violation","permit","homeowner_contractor","attempt","violation_issue_date","assigned_date","inspection_date","pass_fail","reason_for_failure","car_needed_y_n","date_results_are_mailed","expedited","vdd","postcode","borough","latitude","longitude","council_district","census_tract","bin","bbl","nta"
"1-1-1017937625","2014-09-29T00:00:00.000","33 OTIS AVENUE","5","2","3618","47","11858","S042014267A00","C","2","2012-02-22T00:00:00.000","2014-05-01T00:00:00.000","2014-10-31T00:00:00.000","Pass",,"false","2014-11-26T00:00:00.000","false","2014-10-31T00:00:00.000","10306","STATEN IS","40.577702","-74.116056","50","122","5052265","5036180047","New Dorp-Midland Beach"
"1-1-1018208137","2014-09-29T00:00:00.000","20 WINDEMERE AVENUE","5","3","4656","26","14939","S042014260A02","C","1","2012-08-31T00:00:00.000","2014-11-03T00:00:00.000","2014-10-28T00:00:00.000","Pass",,"false","2014-11-26T00:00:00.000","false","2014-10-28T00:00:00.000","10306","STATEN IS","40.564175","-74.128845","50","13204","5062796","5046560026","Oakwood-Oakwood Beach"
"1-1-1018182132","2014-09-29T00:00:00.000","22 ANDES PLACE","5","2","705","93","15024","S042014265A02","C","1","2014-07-29T00:00:00.000","2014-10-10T00:00:00.000","2014-11-03T00:00:00.000","Pass",,"false","2014-11-26T00:00:00.000","false","2014-11-03T00:00:00.000","10314","STATEN IS","40.605988","-74.117365","50","173","5017781","5007050093","New Springville-Bloomfield-Travis"
"1-1-1017936933","2014-09-29T00:00:00.000","1370 AVENUE OF THE AMERICAS","1","5","1271","71","24629","M042012298007","C","1","2012-06-05T00:00:00.000","2014-10-24T00:00:00.000","2014-11-01T00:00:00.000","Fail – 4+ Family/Commercial",,"false","2014-11-26T00:00:00.000","false",,"10019","MANHATTAN","40.763363","-73.977373","4","104","1034855","1012710071","Midtown-Midtown South"
"1-1-1018117895","2014-09-29T00:00:00.000","196-68 45 ROAD (AKA 45-28 FRANCIS LEWIS BLVD)","4","11","5539","32","26443","Q042009229018","C","1","1999-11-22T00:00:00.000","2014-10-24T00:00:00.000","2014-10-31T00:00:00.000","Pass",,"false","2014-11-12T00:00:00.000","false","2014-11-12T00:00:00.000","11358","QUEENS","40.755731","-73.783432","19","145101","4593529","4055390032","Auburndale"
"1-1-1017946853","2014-09-29T00:00:00.000","3133 HULL AVENUE","2","7","3345","39","27733","X042014125008","H","1","2014-02-05T00:00:00.000","2015-03-24T00:00:00.000","2015-03-24T00:00:00.000","Fail – 4+ Family/Commercial","Missing joint sealant","false","2015-04-03T00:00:00.000","false","2015-07-08T00:00:00.000","10467","BRONX","40.872886","-73.877633","11","425","2018319","2033450039","Norwood"
"1-1-1018026558","2014-09-29T00:00:00.000","2914 JEROME AVENUE","2","7","3319","72","28389","X042014260A05","C","1","2014-08-25T00:00:00.000","2014-10-20T00:00:00.000","2015-01-29T00:00:00.000","Pass",,"false","2015-01-29T00:00:00.000","false","2015-01-29T00:00:00.000","10468","BRONX","40.871924","-73.890225","14","40701","2017597","2033190072","Van Cortlandt Village"
"1-1-1017950473","2014-09-29T00:00:00.000","253 BAY 20 STREET","3","11","6464","129","40175","B042014261A08","H","1","2003-04-07T00:00:00.000","2014-10-24T00:00:00.000","2014-10-28T00:00:00.000","Pass",,"false","2014-11-12T00:00:00.000","false","2004-05-12T00:00:00.000","11214","BROOKLYN","40.601272","-74.006504","43","280","3169773","3064640129","Bath Beach"
"1-1-1018045565","2014-09-29T00:00:00.000","5710 12 AVENUE","3","12","5696","41","54259","B042011049004","C","1","2008-05-16T00:00:00.000","2014-10-24T00:00:00.000","2014-10-31T00:00:00.000","Pass",,"false","2014-11-12T00:00:00.000","false","2014-11-12T00:00:00.000","11219","BROOKLYN","40.631756","-73.999117","44","216","3140350","3056960041","Borough Park"
"1-1-1017895319","2014-09-29T00:00:00.000","103-03 102 STREET","4","10","9506","77","60205","Q042013179005","H","1","2012-05-30T00:00:00.000","2014-10-24T00:00:00.000","2014-11-01T00:00:00.000","Pass",,"false","2014-11-12T00:00:00.000","false","2014-11-12T00:00:00.000","11417","QUEENS","40.683378","-73.839589","32","112","4201390","4095060077","Richmond Hill"
"1-1-997329303","2014-09-29T00:00:00.000","116-29 227TH STREET","4","13","11328","21","60388","Q042014210A28","C","1","2012-05-31T00:00:00.000","2014-10-03T00:00:00.000","2014-10-04T00:00:00.000","Pass",,"false","2014-10-08T00:00:00.000","true","2014-10-08T00:00:00.000","11411","QUEENS","40.694133","-73.733546","27","600","4244589","4113280021","Cambria Heights"
"1-1-1018029203","2014-09-29T00:00:00.000","53-05 JUNCTION BOULEVARD","4","4","1895","27","69188","Q042014247A11","C","1","2014-07-18T00:00:00.000","2014-10-24T00:00:00.000","2014-11-01T00:00:00.000","Pass",,"false","2014-11-12T00:00:00.000","false","2014-11-12T00:00:00.000","11373","QUEENS","40.739708","-73.867084","21","44302","4046938","4018950027","Corona"
"1-1-1018045332","2014-09-29T00:00:00.000","62-98 BOOTH STREET","4","6","3091","85","69199","Q042014245800","H","1","2014-07-18T00:00:00.000","2014-10-24T00:00:00.000","2015-01-16T00:00:00.000","Pass",,"false","2015-02-02T00:00:00.000","false","2015-01-26T00:00:00.000","11374","QUEENS","40.729545","-73.865712","29","687","4072318","4030910085","Rego Park"
"1-1-1017855663","2014-09-29T00:00:00.000","61-49 PALMETTO STREET","4","5","3612","42","69306","Q042014258A12","C","1","2014-08-15T00:00:00.000","2014-10-24T00:00:00.000","2014-11-15T00:00:00.000","Pass",,"false","2014-12-03T00:00:00.000","false","2014-12-01T00:00:00.000","11385","QUEENS","40.708501","-73.897654","30","61301","4087650","4036120042","Ridgewood"
"1-1-1017989535","2014-09-29T00:00:00.000","1529 DAHILL ROAD","3","11","6607","66","77801","B042014251A16","C","1","2014-07-28T00:00:00.000","2014-10-24T00:00:00.000","2014-10-29T00:00:00.000","Pass",,"false","2014-11-12T00:00:00.000","false","2014-11-12T00:00:00.000","11204","BROOKLYN","40.61033","-73.974335","44","438","3174693","3066070066","Ocean Parkway South"
"1-1-1018263082","2014-09-29T00:00:00.000","40-14 169 STREET","4","7","5343","23","999999999","Q042014272A24","H","1","1990-11-15T00:00:00.000","2014-10-24T00:00:00.000","2014-11-06T00:00:00.000","Pass",,"false","2014-11-28T00:00:00.000","false",,"11358","QUEENS","40.76067","-73.797353","19","1175","4120592","4053430023","Murray Hill"
"311-04117519","2020-09-28T00:00:00.000","1437 SHAKESPEARE AVE.","2","4","2873","54","12950","X042020247A03","C","2","2003-11-19T00:00:00.000","2020-11-25T00:00:00.000","2020-11-25T00:00:00.000","Pass",,"false","2020-12-10T00:00:00.000","true",,"10452","BRONX","40.842622","-73.920792","16","21302","2008732","2028730054","Highbridge"
"311-04117204","2020-09-28T00:00:00.000","100 W. KINGSBRIDGE RD.","2","7","3220","37","23887","X042019259B14","C","4","2011-03-16T00:00:00.000","2020-10-13T00:00:00.000","2020-10-14T00:00:00.000","Fail – 4+ Family/Commercial","1,3,5,6C","false","2020-10-27T00:00:00.000","false",,"10468","BRONX","40.868322","-73.901269","14","263","2094694","2032200037","Kingsbridge Heights"
"311-04117163","2020-09-28T00:00:00.000","2553 UNIVERSITY AVE.","2","7","3220","51","28388","X042019204A15","C","2","2014-08-25T00:00:00.000","2020-10-13T00:00:00.000","2020-10-14T00:00:00.000","Pass",,"false","2020-10-27T00:00:00.000","false","2020-10-27T00:00:00.000","10468","BRONX","40.867224","-73.901911","14","263","2014844","2032200040","Kingsbridge Heights"
"311-04123017","2020-09-28T00:00:00.000","1595 PELHAM PKWY. N.","2","11","4395","1","32675","X042019261A01","H","1","2018-01-04T00:00:00.000","2020-10-18T00:00:00.000","2020-10-18T00:00:00.000","Fail","1,3","false","2020-10-27T00:00:00.000","false",,"10469","BRONX","40.857854","-73.840292","13","310","2050869","2043950001","Allerton-Pelham Gardens"
"311-04112400","2020-09-28T00:00:00.000","1663 TOMLINSON AVE.","2","11","4106","10","33258","X042020266A00","C","1","2019-02-08T00:00:00.000","2020-12-02T00:00:00.000","2020-12-04T00:00:00.000","Pass",,"false","2020-12-09T00:00:00.000","false",,"10461","BRONX","40.847844","-73.850639","13","254","2044923","2041060010","Van Nest-Morris Park-Westchester Square"
"311-04114167","2020-09-28T00:00:00.000","1650 TOMLINSON AVE.","2","11","4107","55","33733","X042020266A01","C","1","2019-05-02T00:00:00.000","2020-12-02T00:00:00.000","2020-12-04T00:00:00.000","Fail – No tree defects",,"false","2020-12-09T00:00:00.000","false",,"10461","BRONX","40.847693","-73.850495","13","254","2044999","2041070055","Van Nest-Morris Park-Westchester Square"
"311-04127234","2020-09-28T00:00:00.000","1845 BOGART AVE.","2","11","4124","17","34686","X042020261A04","C","1","2019-11-26T00:00:00.000","2020-12-15T00:00:00.000","2020-12-15T00:00:00.000","Pass",,"false","2021-01-14T00:00:00.000","false",,"10462","BRONX","40.848269","-73.858616","13","244","2045301","2041240017","Van Nest-Morris Park-Westchester Square"
"PHONE","2020-09-28T00:00:00.000","75-39 184TH ST.","4","8","7201","65","45084","Q042008100023","C","1","2007-11-30T00:00:00.000","2020-11-02T00:00:00.000","2020-11-04T00:00:00.000","Fail – No tree defects","1,6c","false",,"true",,"11366","QUEENS","40.729388","-73.78539","24","1333","4154934","4072010065","Fresh Meadows-Utopia"
"311-04114453","2020-09-28T00:00:00.000","63-16 FRESH POND RD.","4","5","3522","30","48378","Q042020276A59","C","1","2008-12-18T00:00:00.000","2020-11-04T00:00:00.000","2020-11-05T00:00:00.000","Pass",,"false","2020-11-16T00:00:00.000","false","2020-11-16T00:00:00.000","11385","QUEENS","40.711531","-73.900001","30","593","4084603","4035220030","Ridgewood"
"311-04117273","2020-09-28T00:00:00.000","234 E. 3RD ST.","3","12","5325","28","61515","B042020244A50","C","1","2010-08-11T00:00:00.000","2020-11-18T00:00:00.000","2020-11-21T00:00:00.000","Pass",,"false","2020-11-27T00:00:00.000","false",,"11218","BROOKLYN","40.646307","-73.977968","39","498","3124165","3053250028","Kensington-Ocean Parkway"
"311-04118195","2020-09-28T00:00:00.000","21 POLHEMUS PL.","3","6","1070","5","67792","B042014183A05","C","1","2011-10-14T00:00:00.000","2020-10-18T00:00:00.000","2020-10-18T00:00:00.000","Fail","3,4","false","2020-10-22T00:00:00.000","false",,"11215","BROOKLYN","40.672288","-73.975955","39","157","3024890","3010700005","Park Slope-Gowanus"
"311-04115983","2020-09-28T00:00:00.000","240-57 67TH AVE.","4","11","8289","74","68283","Q042014213A00","H","1","2014-04-17T00:00:00.000","2020-10-14T00:00:00.000","2020-10-16T00:00:00.000","Pass",,"false","2020-11-04T00:00:00.000","false",,"11362","QUEENS","40.751726","-73.738058","23","152901","4172401","4082890074","Douglas Manor-Douglaston-Little Neck"
"311-04113994","2020-09-28T00:00:00.000","1525 79TH ST.","3","11","6258","62","73078","B042012234009","H","1","2012-08-01T00:00:00.000","2020-10-08T00:00:00.000","2020-10-23T00:00:00.000","Fail – No tree defects","3","false","2021-06-21T00:00:00.000","false",,"11228","BROOKLYN","40.614944","-74.004682","43","186","3162061","3062580062","Bensonhurst West"
"311-04115132","2020-09-28T00:00:00.000","171-36 BAGLEY AVE.","4","11","5584","18","78682","Q042017248A08","C","1","2017-01-20T00:00:00.000","2020-11-09T00:00:00.000","2020-11-12T00:00:00.000","Pass",,"false",,"false",,"11358","QUEENS","40.751946","-73.79368","20","1459","4126123","4055840018","Auburndale"
"311-04113778","2020-09-28T00:00:00.000","109-43 SUTPHIN BLVD.","4","12","12141","1","83275","Q012020016B52","C","1","2017-08-15T00:00:00.000","2020-11-04T00:00:00.000","2020-11-05T00:00:00.000","Fail – No tree defects","no exp jnt, no jnt seal, 3","true","2020-11-16T00:00:00.000","false",,"11435","QUEENS","40.69073","-73.797392","28","260","4263219","4121410001","South Jamaica"
"311-04113813","2020-09-28T00:00:00.000","126-04 116TH AVE.","4","10","11683","2","91134","Q042020230A10","H","1","2019-07-10T00:00:00.000","2020-10-13T00:00:00.000","2020-10-16T00:00:00.000","Pass",,"false","2020-11-25T00:00:00.000","false",,"11420","QUEENS","40.677043","-73.812442","28","178","4252647","4116830002","South Ozone Park"
"311-04117947","2020-09-28T00:00:00.000","116-18 LIBERTY AVE.","4","10","9570","8","91782","Q042020224A11","C","1","2019-09-28T00:00:00.000","2020-10-13T00:00:00.000","2020-10-15T00:00:00.000","Pass",,"false","2020-11-25T00:00:00.000","false",,"11419","QUEENS","40.685857","-73.826592","28","104","4457386","4095700008","South Ozone Park"
"311-04113204","2020-09-28T00:00:00.000","217-06 77TH AVE.","4","11","7761","74","93134","Q042020260A10","H","1","2019-12-13T00:00:00.000","2020-10-14T00:00:00.000","2020-10-16T00:00:00.000","Pass",,"false","2020-11-04T00:00:00.000","false",,"11364","QUEENS","40.737331","-73.755107","23","129104","4164038","4077610074","Oakland Gardens"
"311-04117333","2020-09-28T00:00:00.000","5713 4TH AVE.","3","7","847","4","100687","B042020244A48","C","1","2019-10-15T00:00:00.000","2020-10-18T00:00:00.000","2020-10-18T00:00:00.000","Pass",,"false","2020-10-22T00:00:00.000","false",,"11220","BROOKLYN","40.64241","-74.016781","38","74","3337335","3008470004","Sunset Park West"
"311-04116734","2020-09-28T00:00:00.000","131 FORT GREENE PL.","3","2","2113","9","101664","B042020268A15","C","1","2019-12-19T00:00:00.000","2020-10-18T00:00:00.000","2020-10-18T00:00:00.000","Pass",,"false","2020-10-22T00:00:00.000","false",,"11217","BROOKLYN","40.685957","-73.976321","35","35","3059239","3021130009","Fort Greene"
"311-00749375","2019-09-28T00:00:00.000","746 E. 102ND ST.","3","18","8189","59","86087","B042019263A01","H","1","2016-09-27T00:00:00.000","2019-12-03T00:00:00.000","2019-12-03T00:00:00.000","Pass",,"false","2019-12-10T00:00:00.000","false",,"11236","BROOKLYN","40.647106","-73.898047","46","974","3229826","3081890059","Canarsie"
"311-00747581","2019-09-28T00:00:00.000","63134 ALDERTON ST.","4","6","3119","37","88097","Q042019268A05","H","1","2018-09-19T00:00:00.000","2019-11-14T00:00:00.000","2019-11-20T00:00:00.000","Fail – 4+ Family/Commercial","6C","false","2019-11-26T00:00:00.000","false",,"11374","QUEENS","40.725254","-73.862517","29","69702","4073565","4031190037","Rego Park"
"311-00751637","2019-09-28T00:00:00.000","109 82ND AVE.","4","9","3351","24","91447","Q042019268A18","C","1","2019-08-20T00:00:00.000","2019-11-18T00:00:00.000","2019-11-18T00:00:00.000","Pass",,"false","2019-11-21T00:00:00.000","false",,"11415","QUEENS","40.711669","-73.830478","29","775","4080066","4033510024","Kew Gardens"
"311-00749085","2019-09-28T00:00:00.000","42 JEWEL ST.","3","1","2653","58","93950","B042019266A10","C","1","2018-07-12T00:00:00.000","2019-11-27T00:00:00.000","2019-11-27T00:00:00.000","Pass",,"false",,"false",,"11222","BROOKLYN","40.726617","-73.946434","33","571","3066404","3026530058","Greenpoint"
"311-00747793","2019-09-28T00:00:00.000","2026 E. 36TH ST.","3","18","8521","54","98030","B042019247A41","C","1","2019-06-17T00:00:00.000","2019-11-21T00:00:00.000","2019-11-21T00:00:00.000","Pass",,"false","2019-12-02T00:00:00.000","false",,"11234","BROOKLYN","40.609195","-73.930742","46","658","3240928","3085210054","Georgetown-Marine Park-Bergen Beach-Mill Basin"
"311-00747773","2019-09-28T00:00:00.000","2046 E. 36TH ST.","3","18","8521","62","98035","B042019247A46","C","1","2019-06-17T00:00:00.000","2019-11-21T00:00:00.000","2019-11-21T00:00:00.000","Pass",,"false","2019-12-02T00:00:00.000","false",,"11234","BROOKLYN","40.608961","-73.930483","46","658","3240936","3085210062","Georgetown-Marine Park-Bergen Beach-Mill Basin"
"1-1-1-624005191","2018-09-28T00:00:00.000","250 WEST   73 STREET","1","7","1164","52","11977","M042018207A06","C","1","1998-05-16T00:00:00.000","2018-11-05T00:00:00.000","2018-11-15T00:00:00.000","Pass",,"false","2018-12-03T00:00:00.000","false",,"10023","MANHATTAN","40.780076","-73.983022","6","159","1030525","1011640052","Lincoln Square"
"1-1-1623832821","2018-09-28T00:00:00.000","39 URBANA STREET","5","2","3185","29","18620","S042018208A02","C","1","2018-05-11T00:00:00.000","2018-12-20T00:00:00.000","2018-12-27T00:00:00.000","Fail – 4+ Family/Commercial","no exp jnt","false","2019-01-24T00:00:00.000","false",,"10304","STATEN IS","40.598267","-74.090211","50","9601","5046850","5031850029","Old Town-Dongan Hills-South Beach"
"1-1-1623854451","2018-09-28T00:00:00.000","2254 WESTCHESTER AVENUE","2","9","3823","30","31785","X042018127A07","C","1","2017-03-24T00:00:00.000","2018-10-24T00:00:00.000","2018-10-30T00:00:00.000","Pass",,"false","2019-02-06T00:00:00.000","false","2018-11-09T00:00:00.000","10462","BRONX","40.834394","-73.849647","18","92","2026934","2038230030","Westchester-Unionport"
"1-1-1614023490","2018-09-28T00:00:00.000","103-25   35 AVENUE","4","3","1744","36","50225","Q042017181A12","H","1","2009-10-23T00:00:00.000","2018-10-26T00:00:00.000","2018-10-26T00:00:00.000","Fail – 4+ Family/Commercial","1,3","false","2018-11-08T00:00:00.000","false",,"11368","QUEENS","40.754802","-73.86486","21","379","4043369","4017440036","North Corona"
"1-1-1623894973","2018-09-28T00:00:00.000","23-18  100 STREET","4","3","1093","15","69291","Q042014300A17","C","1","2014-08-15T00:00:00.000","2018-10-30T00:00:00.000","2018-11-08T00:00:00.000","Fail – 4+ Family/Commercial","1","false","2018-11-19T00:00:00.000","false",,"11369","QUEENS","40.76812","-73.87045","21","357","4023912","4010930015","East Elmhurst"
"1-1-1623834062","2018-09-28T00:00:00.000","56-27  220 STREET","4","11","7449","48","78850","Q042018219A09","C","2","2017-01-25T00:00:00.000","2018-11-20T00:00:00.000","2018-12-05T00:00:00.000","Pass",,"false","2019-01-03T00:00:00.000","false",,"11364","QUEENS","40.751978","-73.759496","23","1399","4160356","4074490048","Bayside-Bayside Hills"
"1-1-1623674783","2018-09-28T00:00:00.000","32-62   45 STREET","4","1","707","63","84592","Q042018155A10","C","1","2017-11-01T00:00:00.000","2018-11-20T00:00:00.000","2018-11-23T00:00:00.000","Pass",,"false","2018-11-29T00:00:00.000","false",,"11103","QUEENS","40.756667","-73.915368","26","159","4012395","4007070063","Astoria"
"1-1-1623835661","2018-09-28T00:00:00.000","247   92 STREET","3","10","6085","58","84667","B042017195A01","H","1","2016-07-05T00:00:00.000","2018-12-06T00:00:00.000","2018-12-26T00:00:00.000","Fail – 4+ Family/Commercial","no jnt sealer","false","2019-04-26T00:00:00.000","false",,"11209","BROOKLYN","40.61966","-74.034152","43","58","3154714","3060850058","Bay Ridge"
"1-1-1623885281","2018-09-28T00:00:00.000","417 EAST    2 STREET","3","12","5354","60","85393","B042018248A30","C","1","2016-08-16T00:00:00.000","2018-12-10T00:00:00.000","2018-12-13T00:00:00.000","Pass",,"false","2018-12-31T00:00:00.000","false",,"11218","BROOKLYN","40.641278","-73.977941","39","488","3125341","3053540060","Kensington-Ocean Parkway"
"1-1-1623909586","2018-09-28T00:00:00.000","164-37  108 DRIVE","4","12","10173","172","86381","Q042018257A10","H","1","2018-03-28T00:00:00.000","2018-11-02T00:00:00.000","2018-11-03T00:00:00.000","Fail – 4+ Family/Commercial","NO EXP JOINT","false","2018-11-08T00:00:00.000","false",,"11433","QUEENS","40.696471","-73.788684","27","258","4451043","4101730172","South Jamaica"
