"brooklyn_condominium_property_boro_block_lot","brooklyn_condominium_property_condo_section","brooklyn_condominium_property_address","borough","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","brooklyn_condominium_property_neighborhood","brooklyn_condominium_property_building_classification","brooklyn_condominium_property_total_units","brooklyn_condominium_property_year_built","brooklyn_condominium_property_gross_sqft","brooklyn_condominium_property_est_gross_income","brooklyn_condominium_property_gross_income_per_sqft","brooklyn_condominium_property_full_market_value","brooklyn_condominium_property_market_value_per_sqft","_comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"3-06099-7501","846-R1","52 92 STREET
Brooklyn, New York 
(40.620842969637, -74.039209994558)","3","11209","40.620787","-74.038986","10","43","5202","3154976","3060997501","Bay Ridge                                                                  ","BAY RIDGE","R4-ELEVATOR","30","2001","34103","692290","20.3","3090006","91","3-06782-0026","2120 OCEAN AVENUE
Brooklyn, New York 
(40.610081747554, -73.953535175497)","MADISON","C1-WALK-UP","20","2005","26750","556400","20.8","2490000","93","4.55",,,,,,,,,,,,
"3-01252-7501","1619-R1","1520 BEDFORD AVENUE
Brooklyn, New York 
(40.671337109222, -73.954864834392)","3","11216","40.671335","-73.954841","8","35","219","3032183","3012527501","Crown Heights North                                                        ","CROWN HEIGHTS","R2-WALK-UP","11","1931","8620","236188","27.4","1140001","132","3-01149-0006","677 CLASSON AVENUE
Brooklyn, New York 
(40.677105851114, -73.959226051565)","CROWN HEIGHTS","C1-WALK-UP","16","1990","6100","166917","27.4","809000","133","0.4",,,,,,,,,,,,
"3-00895-7502","1794-R1","35 MC DONALD AVENUE
Brooklyn, New York 
(40.654240974199, -73.981574668863)","3","11218","40.654248","-73.981598","7","39","1502","3392302","3008957502","Windsor Terrace                                                            ","WINDSOR TERRACE","R4-ELEVATOR","35","2006","36872","401904","10.9","1420004","38.5","3-07104-0237","18 WHITNEY PLACE
Brooklyn, New York 
(40.597794232077, -73.972791602118)","OCEAN PARKWAY-SOUTH","C1-WALK-UP","42","1949","35499","272955","7.69","838000","23.61","3.95",,,,,,,,,,,,
"3-00974-7502","1213-R1","306 2 STREET
Brooklyn, New York 
(40.674363359891, -73.984830383406)","3","11215","40.674269","-73.984603","6","39","135","3020921","3009747502","Park Slope-Gowanus                                                         ","PARK SLOPE","R2-WALK-UP","46","2004","94982","1595697","16.8","6489997","68","3-03616-0001","465 THATFORD AVENUE
Brooklyn, New York 
(40.659901837889, -73.907231206194)","BROWNSVILLE","C1-WALK-UP","24","1986","157708","1984204","12.58","5600000","35.5","4.2",,,,,,,,,,,,
"3-00277-7501","1467-R1","125 COURT STREET
Brooklyn, New York 
(40.690141636624, -73.992107334253)","3","11201","40.690112","-73.99215","2","33","9","3388736","3002777501","Brooklyn Heights-Cobble Hill                                               ","BOERUM HILL","R4-ELEVATOR","321","2005","248762","8159393","32.8","39500000","159","3-00271-0001","205 STATE STREET
Brooklyn, New York 
(42.433188999772, -78.748646000413)","DOWNTOWN-FULTON MALL","D1-ELEVATOR","364","2003","242752","5256339","21.65","23500000","97","0.05","3-00193-0050","129 BOERUM PLACE
Brooklyn, New York 
(40.687850477469, -73.991536342618)","BOERUM HILL","D9-ELEVATOR","46","1999","42000","1188240","28.3","5760000","137","0.15"
"3-04414-7501","468-R2","1065 VERMONT STREET
Brooklyn, New York 
(40.6541758627, -73.885140523253)","3","11207","40.654088","-73.885105","5","42","1078","3341608","3044157501","East New York                                                              ","EAST NEW YORK","R4-ELEVATOR","552","1990","445921","3603524","8.08","11100013","24.89","3-02145-0018","440 BERRY STREET
Brooklyn, New York 
(42.433188999772, -78.748646000413)","WILLIAMSBURG-SOUTH","D9-ELEVATOR","66","1995","58430","2208654","37.8","11100000","190","5.7",,,,,,,,,,,,
"3-02511-7501","1345-R1","61 GREEN STREET
Brooklyn, New York 
(40.733316638527, -73.959517211297)","3","11222","40.733325","-73.959375","1","33","563","3330048","3025117501","Greenpoint                                                                 ","GREENPOINT","R2-WALK-UP","15","2005","27666","450000","16.27","1829999","66","3-02593-0022","114 CALYER STREET
Brooklyn, New York 
(40.727151658288, -73.956131597072)","GREENPOINT","C1-WALK-UP","11","2005","16000","230080","14.38","912000","57","0.5",,,,,,,,,,,,
"3-01429-7501","286-R1","730 LEFFERTS AVENUE
Brooklyn, New York 
(40.663194059337, -73.936725600803)","3","11203","40.663229","-73.936511","9","41","876","3257073","3014297501","Prospect Lefferts Gardens-Wingate                                          ","FLATBUSH-NORTH","R2-WALK-UP","15","1990","15785","223808","14.18","886997","56","3-04659-0049","199 53 STREET
Brooklyn, New York 
(40.582811486583, -73.988742699467)","FLATBUSH-NORTH","C1-WALK-UP","20","1930","20880","191700","9.18","632000","30.3","0.7",,,,,,,,,,,,
"3-01734-7513","1294-R1","74 SPENCER STREET
Brooklyn, New York 
(40.696566251127, -73.955602413715)","3","11205","40.69637","-73.955546","3","33","1237","3048412","3017347513","Bedford                                                                    ","BEDFORD STUYVESANT","R4-ELEVATOR","12","2003","12110","285796","23.6","1279999","106","3-06782-0026","2120 OCEAN AVENUE
Brooklyn, New York 
(40.610081747554, -73.953535175497)","MADISON","C1-WALK-UP","20","2005","26750","556400","20.8","2490000","93","5.9",,,,,,,,,,,,
"3-05495-7501","904-R1","2131 57 STREET
Brooklyn, New York 
(40.619493644108, -73.978443375824)","3","11204","40.619427","-73.978326","12","44","468","3348312","3054957501","Borough Park                                                               ","BOROUGH PARK","R2-WALK-UP","24","2001","9185","883284","96","4439998","483","3-05664-0065","1421 53 STREET
Brooklyn, New York 
(40.631189439166, -73.991753277661)","BOROUGH PARK","C1-WALK-UP","16","1951","13800","127675","9.25","421000","30.5","1.05",,,,,,,,,,,,
"3-03238-7501","1486-R1","101 WYCKOFF AVENUE
Brooklyn, New York 
(40.704772374594, -73.919915303813)","3","11237","40.704701","-73.919841","4","37","445","3388754","3032387501","Bushwick North                                                             ","WYCKOFF HEIGHTS","R4-ELEVATOR","29","0","34292","519560","15.15","2109993","62","3-03303-0001","415 BLEECKER STREET
Brooklyn, New York 
(40.70288291815, -73.913596717251)","WYCKOFF HEIGHTS","D9-ELEVATOR","150","1986","107000","1876780","17.54","5300000","49.5","0.3",,,,,,,,,,,,
"3-01941-7501","1603-R1","260 SKILLMAN STREET
Brooklyn, New York 
(40.690624209591, -73.95635936726)","3","11205","40.690313","-73.956271","3","36","233","3390791","3019417501","Bedford                                                                    ","BEDFORD STUYVESANT","R4-ELEVATOR","32","2006","40106","1062809","26.5","5150002","128","3-01637-0001","854 GATES AVENUE
Brooklyn, New York 
(40.688552594364, -73.930026335275)","BEDFORD STUYVESANT","D1-ELEVATOR","86","1995","24528","648825","26.5","1830000","75","1.45",,,,,,,,,,,,
"3-00891-7501","1219-R1","259 21 STREET
Brooklyn, New York 
(40.660904969374, -73.992662097704)","3","11215","40.660848","-73.992571","7","38","145","3017415","3008917501","Sunset Park West                                                           ","SUNSET PARK","R2-WALK-UP","38","1904","47862","1390109","29","6740001","141","3-08688-0079","3094 BRIGHTON 5 STREET
Brooklyn, New York 
(40.577106813652, -73.962327767615)","BRIGHTON BEACH","D1-ELEVATOR","43","1929","52200","388920","7.45","1190000","22.8","6",,,,,,,,,,,,
"3-02132-7503","1207-R1","170 BROADWAY
Brooklyn, New York 
(42.433188999772, -78.748646000413)","3","11211","40.710047","-73.962693","1","34","549","3378334","3021327503","North Side-South Side                                                      ","WILLIAMSBURG-SOUTH","R4-ELEVATOR","12","2003","11981","406155","33.9","2040000","170","3-06782-0026","2120 OCEAN AVENUE
Brooklyn, New York 
(40.610081747554, -73.953535175497)","MADISON","C1-WALK-UP","20","2005","26750","556400","20.8","2490000","93","6.9",,,,,,,,,,,,
"3-02721-7501","1549-R1","610 UNION AVENUE
Brooklyn, New York 
(40.718703553692, -73.952357681382)","3","11211","40.718654","-73.952374","1","33","515","3390807","3027217501","North Side-South Side                                                      ","GREENPOINT","R4-ELEVATOR","22","2004","18146","313925","17.3","1279998","71","3-02593-0022","114 CALYER STREET
Brooklyn, New York 
(40.727151658288, -73.956131597072)","GREENPOINT","C1-WALK-UP","11","2005","16000","230080","14.38","912000","57","0.6",,,,,,,,,,,,
"3-05374-7501","683-R1","400 OCEAN PARKWAY
Brooklyn, New York 
(40.639082070184, -73.973600659544)","3","11218","40.639268","-73.97334","12","39","488","3126162","3053747501","Kensington-Ocean Parkway                                                   ","OCEAN PARKWAY-NORTH","R4-ELEVATOR","22","1989","19110","395577","20.7","1700000","89","3-05279-0043","829 GREENWOOD AVENUE
Brooklyn, New York 
(40.652297321362, -73.973630891536)","WINDSOR TERRACE","D1-ELEVATOR","135","1982","104640","2163800","20.68","9670000","92","0.95",,,,,,,,,,,,
"3-02049-7501","1278-R1","176 JOHNSON STREET
Brooklyn, New York 
(40.694765215393, -73.983004929287)","3","11201","40.694797","-73.982791","2","35","15","3058206","3020497501","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","DOWNTOWN-METROTECH","R4-ELEVATOR","56","1926","58179","1262484","21.7","5640000","97","3-00171-0049","337 STATE STREET
Brooklyn, New York 
(42.433188999772, -78.748646000413)","DOWNTOWN-FULTON MALL","D1-ELEVATOR","60","1930","39770","750520","18.87","3050000","77","0.45",,,,,,,,,,,,
"3-02095-7501","54-R1","1 ROCKWELL PLACE
Brooklyn, New York 
(40.689818728048, -73.979478514477)","3","11201","40.689622","-73.979468","2","35","33","3058613","3020957501","Fort Greene                                                                ","FORT GREENE","R2-WALK-UP","30","1900","34820","442214","12.7","1659998","47.7","3-00825-0001","5419 6 AVENUE
Brooklyn, New York 
(40.641404255667, -74.010529515519)","SUNSET PARK","C1-WALK-UP","32","1911","24452","311584","12.74","1050000","42.9","3.7","3-01203-0001","55 BROOKLYN AVENUE
Brooklyn, New York 
(42.433188999772, -78.748646000413)","CROWN HEIGHTS","C1-WALK-UP","16","1915","9600","119681","12.47","422000","44","2.05"
"3-08782-7502","1443-R1","3567 SHORE PARKWAY
Brooklyn, New York 
(42.433188999772, -78.748646000413)","3","11235","40.585287","-73.944027","15","48","600","3387986","3087827502","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ","SHEEPSHEAD BAY","R4-ELEVATOR","17","2005","35435","474829","13.4","1669999","47.1","3-07372-0037","2276 HOMECREST AVENUE
Brooklyn, New York 
(40.595544140129, -73.958638548804)","SHEEPSHEAD BAY","C1-WALK-UP","16","1947","11800","157970","13.39","594000","50","1","3-08723-0400","1182 BRIGHTON BEACH AVENU
Brooklyn, New York 
(40.577259176581, -73.954631907231)","BRIGHTON BEACH","D1-ELEVATOR","24","2005","33408","616044","18.44","2510000","75","0.85"
"3-08720-7502","804-R1","120 OCEANA DRIVE
Brooklyn, New York 
(40.576580993669, -73.959015412663)","3",,,,,,,,,,"BRIGHTON BEACH","R4-ELEVATOR","50","0","66185","1656484","25","7400001","112","3-01959-0027","80 GREENE AVENUE
Brooklyn, New York 
(40.686303326221, -73.969147348553)","FORT GREENE","D9-ELEVATOR","97","1982","71470","1561361","21.85","6980000","98","7.5","3-02145-0018","440 BERRY STREET
Brooklyn, New York 
(42.433188999772, -78.748646000413)","WILLIAMSBURG-SOUTH","D9-ELEVATOR","66","1995","58430","2208654","37.8","11100000","190","9.1"
"3-07412-7501","284-R1","2475 11 STREET
Brooklyn, New York 
(40.589673822432, -73.980946781706)","3",,,,,,,,,,"SHEEPSHEAD BAY","R9-CONDOPS","62","1961","60072","571885","9.52","1880000","31.3","3-06115-0151","125 95 STREET
Brooklyn, New York 
(40.617037115709, -74.036964044268)","BAY RIDGE","C1-WALK-UP","14","2002","16500","225749","13.68","895000","54","4.5",,,,,,,,,,,,
"3-01900-7503","1351-R1","103 SKILLMAN STREET
Brooklyn, New York 
(40.695291517433, -73.957218274356)","3","11205","40.695364","-73.957252","3","33","1237","3251562","3019007503","Bedford                                                                    ","BEDFORD STUYVESANT","R4-ELEVATOR","14","2005","17536","580441","33.1","2540005","145","3-06782-0026","2120 OCEAN AVENUE
Brooklyn, New York 
(40.610081747554, -73.953535175497)","MADISON","C1-WALK-UP","20","2005","26750","556400","20.8","2490000","93","5.9",,,,,,,,,,,,
"3-01005-7502","599-R1","357 9 STREET
Brooklyn, New York 
(40.668384815934, -73.984593678988)","3","11215","40.668425","-73.984745","6","39","137","3022136","3010057502","Park Slope-Gowanus                                                         ","PARK SLOPE","R4-ELEVATOR","131","1920","37880","810632","21.4","3620000","96","3-00821-0012","224 54 STREET
Brooklyn, New York 
(40.646488256165, -74.018705968649)","BUSH TERMINAL","C1-WALK-UP","18","1911","10800","231097","21.4","653000","60","2.35",,,,,,,,,,,,
"3-01969-7501","256-R1","319 GRAND AVENUE
Brooklyn, New York 
(42.433188999772, -78.748646000413)","3","11238","40.686135","-73.962346","2","35","231","3319968","3019697501","Clinton Hill                                                               ","CLINTON HILL","R2-WALK-UP","48","1957","59400","772200","13","2900016","48.8","3-01971-0055","377 QUINCY STREET
Brooklyn, New York 
(40.687591890866, -73.945369598401)","BEDFORD STUYVESANT","C1-WALK-UP","12","2006","12228","159453","13.04","588000","48.1","0.35",,,,,,,,,,,,
"3-00028-7501","1370-R1","31 WASHINGTON STREET
Brooklyn, New York 
(42.433188999772, -78.748646000413)","3","11201","40.703504","-73.989552","2","33","21","3388012","3000287501","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","DOWNTOWN-FULTON FERRY","R4-ELEVATOR","13","2001","24672","809241","32.8","3920001","159","3-00051-0012","65 WASHINGTON STREET
Brooklyn, New York 
(42.433188999772, -78.748646000413)","DOWNTOWN-FULTON FERRY","D7-ELEVATOR","59","2000","50457","1657235","32.8","8030000","159","0.1",,,,,,,,,,,,
"3-06552-7501","1654-R1","2231 64 STREET
Brooklyn, New York 
(40.614045446532, -73.980068371796)","3","11204","40.613963","-73.979985","11","44","436","3391456","3065527501","Bensonhurst East                                                           ","BOROUGH PARK","R2-WALK-UP","12","2006","11427","250822","21.95","1120000","98","3-00920-0011","814 40 STREET
Brooklyn, New York 
(40.646474140053, -73.997547303753)","BOROUGH PARK","C7-WALK-UP","12","2004","10516","210320","20","940000","89","2.4",,,,,,,,,,,,
"3-02618-7501","379-R1","86 MESEROLE AVENUE
Brooklyn, New York 
(40.726744534646, -73.953666876523)","3","11222","40.726738","-73.95375","1","33","561","3065529","3026187501","Greenpoint                                                                 ","GREENPOINT","R2-WALK-UP","15","1910","13686","214870","15.7","874001","64","3-02396-0021","289 1 STREET
Brooklyn, New York 
(40.674461445981, -73.983148538837)","WILLIAMSBURG-SOUTH","D9-ELEVATOR","24","1909","19080","299746","15.71","920000","48.2","0.95",,,,,,,,,,,,
"3-02866-7501","1944-R1","219 WITHERS STREET
Brooklyn, New York 
(40.717587022912, -73.942843798082)","3","11211","40.717571","-73.942682","1","34","477","3391879","3028667501","East Williamsburg                                                          ","WILLIAMSBURG-EAST","R4-ELEVATOR","12","2006","15969","240400","15.05","952998","60","3-00172-0064","375 STATE STREET
Brooklyn, New York 
(42.433188999772, -78.748646000413)","DOWNTOWN-FULTON MALL","C1-WALK-UP","20","1905","15200","248858","16.37","1010000","66","3","3-03326-0065","255 LINDEN STREET
Brooklyn, New York 
(40.697319837715, -73.91559789185)","BUSHWICK","C1-WALK-UP","16","1931","19800","356796","18.02","1450000","73","1.95"
"3-00900-7502","1830-R1","313 23 STREET
Brooklyn, New York 
(40.658733786794, -73.992046098619)","3","11215","40.658292","-73.991339","7","38","147","3391196","3009007502","Sunset Park West                                                           ","SUNSET PARK","R2-WALK-UP","16","2006","12930","284460","22","1270006","98","3-02558-0062","113 GREENPOINT AVENUE
Brooklyn, New York 
(40.730108424358, -73.95556600461)","GREENPOINT","C1-WALK-UP","16","1930","12560","289759","23.07","1290000","103","5.3","3-01173-0076","383 ST JOHN'S PLACE
Brooklyn, New York 
(40.674061818671, -73.965045469071)","PROSPECT HEIGHTS","C1-WALK-UP","16","1912","14996","311138","20.75","1390000","93","1.75"
"3-01403-7501","498-R1","1738 UNION STREET
Brooklyn, New York 
(40.667766312113, -73.930770719355)","3","11213","40.667763","-73.930271","9","41","349","3037794","3014037501","Crown Heights North                                                        ","CROWN HEIGHTS","R2-WALK-UP","26","1921","35732","532406","14.9","2109990","59","3-01280-0022","1030 PRESIDENT STREET
Brooklyn, New York 
(40.668614967018, -73.957460471395)","CROWN HEIGHTS","C1-WALK-UP","28","1923","22132","328881","14.86","1010000","45.6","1.45","3-01280-0025","1036 PRESIDENT STREET
Brooklyn, New York 
(40.668563278898, -73.957209604587)","CROWN HEIGHTS","C1-WALK-UP","26","1923","22132","328881","14.86","1010000","45.6","1.45"
"3-01734-7512","1292-R1","78 SPENCER STREET
Brooklyn, New York 
(40.696436276611, -73.955578109538)","3","11205","40.696274","-73.955524","3","33","1237","3387577","3017347512","Bedford                                                                    ","BEDFORD STUYVESANT","R4-ELEVATOR","12","2003","12338","356814","28.9","1729996","140","3-06782-0026","2120 OCEAN AVENUE
Brooklyn, New York 
(40.610081747554, -73.953535175497)","MADISON","C1-WALK-UP","20","2005","26750","556400","20.8","2490000","93","5.9",,,,,,,,,,,,
"3-02111-7501","1777-R1","1 HANSON PLACE
Brooklyn, New York 
(40.685160697115, -73.977859823051)","3","11217","40.685107","-73.977732","2","35","35","3059183","3021117501","Fort Greene                                                                ","FORT GREENE","R4-ELEVATOR","190","1927","206022","3032527","14.72","11999995","58","3-02893-0017","234 SKILLMAN AVENUE
Brooklyn, New York 
(40.716206670349, -73.941512479886)","WILLIAMSBURG-EAST","D7-ELEVATOR","63","2004","61118","1271254","20.8","5680000","93","2.8",,,,,,,,,,,,
"3-01925-7501","1432-R1","970 KENT AVENUE
Brooklyn, New York 
(40.6914148399, -73.958793892367)","3","11205","40.691275","-73.958733","3","33","235","3388495","3019257501","Clinton Hill                                                               ","BEDFORD STUYVESANT","R4-ELEVATOR","103","0","107974","1813963","16.8","7379996","68","3-01925-0007","213 TAAFFE PLACE
Brooklyn, New York 
(40.692126085764, -73.959746259719)","BEDFORD STUYVESANT","D1-ELEVATOR","90","1935","108000","1812951","16.79","7370000","68","0",,,,,,,,,,,,
