"organization_name","address","city","state","postcode","main_phone","discipline","council_district","community_board","borough","latitude","longitude","census_tract","bin","bbl","nta"
"Frederick Douglass Creative Arts Center","270 West 96th Street","New York","NY","10025","(212) 864-3375","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #9","Manhattan Community Board #7","Manhattan","40.794981","-73.972584","183","1033711","1012430060","Upper West Side"
"Free Arts for Abused Children of New York City, Inc.","1431 Broadway, 7th floor","New York","NY","10018","(212) 974-9092","Multi-Discipline, Non-Perform","Manhattan Council District #3","Manhattan Community Board #5","Manhattan","40.754531","-73.987086","113","1022561","1009930007","Midtown-Midtown South"
"Free103point9, Inc.","5662 Route 23","Brooklyn","NY","12405","(518) 622-2598","Film/Video/Audio","Manhattan Council District #2","Manhattan Community Board #3","Manhattan",,,,,,
"Freestyle Repertory Theatre","120 West 86th Street, Apt. 1A","New York","NY","10024","(212) 362-4978","Theater","Manhattan Council District #6","Manhattan Community Board #7","Manhattan","40.786769","-73.972866","169","1032176","1012160140","Upper West Side"
"French Institute-Alliance Francaise","22 East 60th Street","New York","NY","10022","(646) 388-6622","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #4","Manhattan Community Board #8","Manhattan","40.764091","-73.970684","11401","1040761","1013740047","Upper East Side-Carnegie Hill"
"Frere Independent","149 West 24th Street, #3A","New York","NY","10011","(646) 827-9205","Film/Video/Audio","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.744165","-73.99371","91","1014973","1008000010","Hudson Yards-Chelsea-Flatiron-Union Square"
"Fresh Art, Inc.","c/o  St. Margaret's  House","New York","NY","10038","(646) 262-3273","Visual Arts","Manhattan Council District #1","Manhattan Community Board #2","Manhattan",,,,,,
"Fresh Squeezed Opera Company","98 Thayer Street #3K","New York","NY","10040","(919) 272-7645","Music","Manhattan Council District #10","Manhattan Community Board #12","Manhattan","40.864554","-73.927783","287","1064248","1021750170","Washington Heights North"
"FreshStart-Cultural Theatre Arts Productions, Inc.","10 Richman Plaza, Apt. 23A","New York","NY","10453","(718) 716-4299","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #8","Manhattan Community Board #11","Manhattan",,,,,,
"Frick Collection","1 East 70th Street","New York","NY","10021","(212) 991-5770","Museum","Manhattan Council District #4","Manhattan Community Board #8","Manhattan","40.771054","-73.967749","130","1081212","1013850001","Upper East Side-Carnegie Hill"
"Friends of Alice Austen House, Inc.","2 Hylan Boulevard","Staten Island","NY","10305","(718) 816-4506 x12","Museum","Staten Island Council Dist #49","Staten Island Community Brd #1","Staten Island","40.615561","-74.06322","6","5042188","5028300049","Stapleton-Rosebank"
"Friends of City Reliquary Incorporated","370 Metropolitan Avenue","New York","NY","11211","(718) 782-4842","Museum","Brooklyn Council District #34","Brooklyn Community Board #1","Brooklyn","40.714077","-73.955711","519","3062502","3023690011","North Side-South Side"
"Friends of Historic New Utrecht","1831 84th Street","Brooklyn","NY","11214","(718) 256-7173","Humanities","Brooklyn Council District #43","Brooklyn Community Board #11","Brooklyn","40.607896","-74.000551","278","3329063","3063270010","Bensonhurst West"
"Friends of Hudson River Park, Inc.","305 Seventh Avenue","New York","NY","10001","(212) 757-0981",,,,"Manhattan","40.746817","-73.993655","95","1015060","1008037502","Midtown-Midtown South"
"Friends of Pasos: The Museum and Center for Peacebuilding, Inc.","P.O. Box 20324","New York","NY","10023","(718) 744-7065","Museum","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",,,,,,
"Friends of The Choral Society, Inc.","c/o John Maclay","New York","NY","10011","(917) 710-0248","Music","Manhattan Council District #2","Manhattan Community Board #2","Manhattan",,,,,,
"Friends of Wingate Park, Inc.","636 Brooklyn Ave","New York","NY","11203","(917) 627-7690","Multi-Discipl, Perf & Non-Perf","Brooklyn Council District #40","Brooklyn Community Board #9","Brooklyn","40.658513","-73.94522","810","3107316","3048150037","Prospect Lefferts Gardens-Wingate"
"Friends of the High Line","820 Washington Street","New York","NY","10014","(212) 206-9922","Other","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.739587","-74.008036","79","1089240","1006440010","West Village"
"Friends of the New York City Fire Department Collection, Inc.","278 Spring Street","New York","NY","10013","(212) 691-1303 x11","Museum","Manhattan Council District #3","Manhattan Community Board #2","Manhattan","40.725767","-74.006851","37","1009739","1005790011","SoHo-TriBeCa-Civic Center-Little Italy"
"Friends of the New York Transit Museum","130 Livingston Street, 10th Floor","Brooklyn","NY","11201","(718) 694-5102","Museum","Brooklyn Council District #33","Brooklyn Community Board #2","Brooklyn","40.690782","-73.988753","37","3319419","3001630001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"Friends of the Nubian Conservatory of Music, Inc.","892 Eastern Parkway 1st Floor","Brooklyn","NY","11213","(212) 470-6559","Multi-Discipline, Performing","Brooklyn Council District #35","Brooklyn Community Board #9","Brooklyn","40.669195","-73.938578","337","3037458","3013940013","Crown Heights North"
"Friends of the Upper East Side Historic Districts","966 Lexington Avenue","New York","NY","10021","(212) 535-2526","Architecture/Design","Manhattan Council District #4","Manhattan Community Board #8","Manhattan","40.769356","-73.962995","128","1042724","1014050016","Upper East Side-Carnegie Hill"
"Frog & Peach Theatre Company, Inc.","840 West End Avenue, Apt. B1","New York","NY","10025","(212) 953-1104","Theater","Manhattan Council District #6","Manhattan Community Board #7","Manhattan","40.798464","-73.970856","187","1056498","1018730001","Upper West Side"
"Fruta Extrana, Inc.","820 Colgate Avenue","Bronx","NY","10473","(718) 701-2514","Film/Video/Audio","Bronx Council District #17","Bronx Community Board #9","Bronx","40.81963","-73.879906","28","2092719","2036230001","Soundview-Castle Hill-Clason Point-Harding Park"
"Fulton Art Fair, Inc.","1766 BERGEN STREET","New York","NY","11223","(718) 493-3421","Visual Arts","Brooklyn Council District #36","Brooklyn Community Board #8","Brooklyn","40.674667","-73.92385","307","3035958","3013570029","Crown Heights North"
"Futurepoem, Inc.","PO Box 7687","New York","NY","10116","(646) 827-9876","Literature","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",,,,,,
"Futuro Media Group","361 W. 125th Street","New York","NY","10027","(646) 571-1220","Humanities","Manhattan Council District #9","Manhattan Community Board #9","Manhattan","40.810952","-73.953005","20901","1059308","1019520009","Morningside Heights"
"GRENCAP United, Inc.","4809 Avenue N","Brooklyn","NY","11234","(917) 846-9843","Multi-Discipl, Perf & Non-Perf","Brooklyn Council District #45","Brooklyn Community Board #18","Brooklyn","40.61885","-73.928625","672","3219843","3078730007","Flatlands"
"Gallery Players, Inc.","199 14th Street","Brooklyn","NY","11215","(212) 691-3020","Theater","Brooklyn Council District #39",,"Brooklyn","40.666966","-73.990448","141","3023430","3010340068","Park Slope-Gowanus"
"Gallim Dance Company, Inc.","520 Clinton Avenue","Brooklyn","NY","11238","(516) 510-3330","Dance","Brooklyn Council District #35","Brooklyn Community Board #2","Brooklyn","40.682648","-73.966739","199","3057525","3020100010","Clinton Hill"
"Games for Change, Inc.","16 East 34th Street, 18th Floor","New York","NY","10016","(212) 228-7855 x13","New Media","Manhattan Council District #1","Manhattan Community Board #2","Manhattan","40.748147","-73.983889","74","1017077","1008630013","Midtown-Midtown South"
"Garibaldi-Meucci Museum","420 Tompkins Avenue","Staten Island","NY","10305","(718) 442-1608","Humanities","Staten Island Council Dist #49","Staten Island Community Brd #1","Staten Island","40.615239","-74.073334","36","5043850","5029660032","Stapleton-Rosebank"
"Gelsey Kirkland Academy of Classical Ballet","Gelsey Kirkland Academy of Classical Ballet","New York","NY","10013","(212) 600-0047","Dance","Manhattan Council District #1","Manhattan Community Board #1","Manhattan",,,,,,
"General Society of Mechanics and Tradesmen of the City","20 West 44th Street","New York","NY","10036","(212) 840-1840","Multi-Discipline, Non-Perform","Manhattan Council District #4","Manhattan Community Board #5","Manhattan","40.755156","-73.980848","96","1034214","1012590048","Midtown-Midtown South"
"Generations Project, Inc.","601 W 26th Street, Rm 325-268","New York","NY","10001","(917) 341-6021","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.750934","-74.005955","99","1012268","1006720001","Hudson Yards-Chelsea-Flatiron-Union Square"
"George London Foundation for Singers, Inc.","157 Columbus Ave","New York","NY","10023","(646) 461-3578","Music","Manhattan Council District #6","Manhattan Community Board #7","Manhattan","40.774318","-73.981038","153","1028260","1011207501","Lincoln Square"
"George Walker Jr. Community Coalition, Inc.","29 Wyona Street","Brooklyn","NY","11207","(718) 484-1999","Multi-Discipl, Perf & Non-Perf","Brooklyn Council District #37","Bronx Community Board #5","Brooklyn","40.678591","-73.894624","1146","3083177","3036630110","Cypress Hills-City Line"
"Gertrude Stein Repertory Theatre, Inc.","2647 Broadway, Suite 5W","New York","NY","10025","(212) 725-0436","Multi-Discipline, Performing","Manhattan Council District #3","Manhattan Community Board #5","Manhattan","40.797478","-73.969734","187","1056486","1018720052","Upper West Side"
"Ghetto Film School, Inc.","79 Alexander Ave","Bronx","NY","10454","(718) 589-5470","Film/Video/Audio","Manhattan Council District #8","Bronx Community Board #1","Bronx","40.806267","-73.927915","19","2000683","2023080015","Mott Haven-Port Morris"
"Gilgamesh Theatre Group, Inc.","425 West 46th Street, Apt. 3A","New York","NY","10036","(917) 673-9138","Multi-Discipline, Performing","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.76138","-73.991661","127","1079041","1010560019","Clinton"
"Gina Gibney Dance, Inc.","890 Broadway, Studio 5-2","New York","NY","10003","(212) 677-8560","Dance","Manhattan Council District #1","Manhattan Community Board #1","Manhattan","40.738604","-73.989911","52","1016163","1008487502","Hudson Yards-Chelsea-Flatiron-Union Square"
"Gingold Theatrical Group, Inc.","520 8th Avenue","New York","NY","10018","(212) 355-7823","Theater","Manhattan Council District #3","Manhattan Community Board #5","Manhattan","40.753612","-73.992417","109","1083624","1007860001","Midtown-Midtown South"
"Girl Be Heard Institute","80 East 11th St, Suite 301A","New York, NY","NY","10003","(857) 277-2418","Theater","Manhattan Council District #2","Manhattan Community Board #2","Brooklyn","40.646843","-73.969294","1522","3116362","3050710090","Flatbush"
"Girls Write Now, Inc.","247 West 37 Street","New York","NY","10018","(212) 691-6590 x202","Literature","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.753475","-73.990594","109","1014454","1007870011","Midtown-Midtown South"
"Giulio Gari Foundation, Inc","175 W. 72nd St","New York","NY","10023","(212) 874-3934","Other","Manhattan Council District #6","Manhattan Community Board #7","Manhattan","40.778306","-73.980889","157","1029916","1011440001","Lincoln Square"
"Glass Farm Ensemble, Inc.","109 West 27 Street, Apt. 5D","New York","NY","10001","(212) 244-6422","Music","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.745735","-73.991689","95","1015070","1008030029","Midtown-Midtown South"
"Glass Menagerie A Downtown Community Chorus, Inc.","201 East 17th Street, #21C","New York","NY","10003","(917) 319-4661","Music","Manhattan Council District #2","Manhattan Community Board #2","Manhattan","40.735052","-73.985411","48","1019551","1008980001","Gramercy"
"Global Action Project, Inc.","130 West 25th Street, #2C","New York","NY","10001","(212) 594-9577","Film/Video/Audio","Manhattan Council District #3","Manhattan Community Board #5","Manhattan","40.744615","-73.992909","91","1014989","1008000057","Hudson Yards-Chelsea-Flatiron-Union Square"
"Global Artists Coalition Incorporated","323 W. 138TH Street","New York","NY","10030","(917) 855-7772","Museum","Manhattan Council District #10","Manhattan Community Board #10","Manhattan","40.81884","-73.946103","22102","1060657","1020410036","Central Harlem North-Polo Grounds"
"Go Africa Network, Inc.","1760 2nd ave","New York","NY","10128","(212) 987-1598","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #5","Manhattan Community Board #5","Manhattan","40.78148","-73.949101","154","1050233","1015547501","Yorkville"
"Goddard Riverside Community Center","593 Columbus Avenue","New York","NY","10024","(212) 873-6600","Multi-Discipline, Performing","Manhattan Council District #6","Manhattan Community Board #7","Manhattan","40.788212","-73.970904","173","1079511","1012020001","Upper West Side"
"Godwin Ternbach Museum","Queens College, 405 Klapper Hall","Flushing","NY","11367","(718) 997-3920","Museum","Queens Council District #24","Queens Community Board #8","Queens","40.736237","-73.815946","809","4000000","4065170001","Kew Gardens Hills"
"Golden Fleece Theatre Company, Ltd.","70A Greenwich Avenue, Apt. 256","New York","NY","10011","(212) 691-6105","Music","Manhattan Council District #3","Manhattan Community Board #2","Manhattan","40.736395","-74.000985","71","1010573","1006067501","West Village"
"Goliard Concerts, Inc.","30-87 46th Street","Astoria","NY","11103","(212) 923-1711","Music","Queens Council District #22","Queens Community Board #1","Queens","40.759453","-73.911956","151","4013273","4007280010","Astoria"
"Gorilla Repertory Theatre Company, Inc.","363 Tompkins Avenue, Apt. 3","Brooklyn","NY","11216","(212) 252-5258","Theater","Brooklyn Council District #36","Brooklyn Community Board #3","Brooklyn","40.685216","-73.944275","267","3051711","3018250004","Bedford"
"Gotham Arts Exchange, Inc.","168 West 123rd Street","New York","NY","10027","(212) 928-6517","Dance","Manhattan Council District #7","Manhattan Community Board #12","Manhattan","40.807214","-73.948215","222","1057755","1019070060","Central Harlem South"
