"id","name_of_business","short_description","address","city","state","zip","phone_number","which_type_of_business_is_this","business_website_or_other_url","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"933","Urban Asanas","Community Focused Yoga Studio","752 Nostrand Avenue","Brooklyn","NY","11216","(347) 305-3558","Other","http://www.urbanasanas.com","BROOKLYN ","40.672925","-73.950222","8","36","31701","3031509","3012400041","Crown Heights North                                                        "
"934","Step Ahead Unisex Salon","Barbershop/ Salon","920 Albany Avenue","Brooklyn","NY","11203","(347) 560-7338","Service",,"BROOKLYN ","40.651063","-73.939034","17","45","858","3109701","3048940011","East Flatbush-Farragut                                                     "
"935","Conrad's Famous Bakery","Bakery","299 Utica Avenue","Brooklyn","NY","11213",,"Food and Beverage","http://www.conradsbakery.com/","BROOKLYN ","40.6677","-73.931215","9","41","349","3037569","3013970001","Crown Heights North                                                        "
"936","High Street On Hudson","Restaurant and bakery","637 Hudson Street","New York","NY","10014","(917) 388-3944","Food and Beverage","http://Http://www.highstreetonhudson.com","MANHATTAN","40.738854","-74.005492","2","3","79","1011680","1006277501","West Village                                                               "
"937","Jaded Jewels","""Hand made semiprecious jewelry""","1048 Madison Avenue","New York","NY","10075","(212) 288-6631","Retail","http://jadedjewels.com","MANHATTAN","40.776797","-73.961793","8","4","142",,,"Upper East Side-Carnegie Hill                                              "
"938","Ian's Coffee Shop","Coffee Shop","501 Nostrand Avenue","Brooklyn","NY","11216","(347) 378-2526","Food and Beverage","http://ianscoffeeshop.com","BROOKLYN ","40.68016","-73.949554","3","36","247","3053750","3018610001","Crown Heights North                                                        "
"939","Margot patisserie","Bakery cafe","2109 Broadway","New York","NY","10023","(212) 721-0076","Food and Beverage","http://www.margotnyc.com/","MANHATTAN","40.780408","-73.982076","7","6","159","1030544","1011657503","Lincoln Square                                                             "
"940","Restaurante Ecuatoriano Genesis","Authentic Ecuadorian Cuisine","138 W 207th Street","New York","NY","10034","(212) 942-1222","Food and Beverage","http://facebook.com/Restaurante.Ecuatoriano.Genesis/",,,,,,,,,
"941","Bin 5","Amazing food and cocktails, excellent service!","1233 Bay Street","Staten Island","NY","10305","(718) 448-7275","Food and Beverage","http://bin5nyc.com/","STATEN IS","40.613196","-74.065462","1","49","6","5042210","5028310014","Stapleton-Rosebank                                                         "
"942","Exit 9 Gift Emporium - Brooklyn","Gift Shop","127 Smith Street","Brooklyn","NY","11201","(718) 422-7720","Retail","http://shopexit9.com","BROOKLYN ","40.687554","-73.989897","2","33","43","3001062","3001880003","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"943","Shipwrecked Miniature Golf","Indoor theatrical mini golf course","621 Court Street","Brooklyn","NY","11231","(718) 852-4653","Other","http://www.shipwreckednyc.com","BROOKLYN ","40.67091","-74.001406","6","38","53","3396027","3004900001","Carroll Gardens-Columbia Street-Red Hook                                   "
"944","Construction Kids","Summer camp","63 Flushing Avenue","Brooklyn","NY","11205",,"Other","http://Constructionkids.com","BROOKLYN ","40.69802","-73.974986","2","33","543","3335129","3020230001","park-cemetery-etc-Brooklyn                                                 "
"945","5050 Skate Park","Skate Park","354 Front Street","Staten Island","NY","10304",,"Service","http://5050skatepark.com/","STATEN IS","40.628007","-74.074357","1","49","21","5013199","5004910042","Stapleton-Rosebank                                                         "
"946","Rue's La Rue","""Cafe (breakfast/lunch/coffee) Golden Girls Theme (w/Rue McLanahan memorabilia)""","4394 Broadway","New York","NY","10040",,"Food and Beverage","https://m.facebook.com/ruelaruecafe/","MANHATTAN","40.854657","-73.93353","12","10","279","1064038","1021700003","Washington Heights North                                                   "
"947","Stationary and Toy","""Toys, stationery, art supplies, party goods, balloons/You name it they have it""","125 West 72nd Street","New York","NY","10023","(212) 580-3923","Retail","http://stationeryandtoy.com/shop/","MANHATTAN","40.777803","-73.979701","7","6","157","1029932","1011440023","Lincoln Square                                                             "
"948","J. Verdi Law, LLC","Law practice","60 Bay Street","Staten Island","NY","10301","(917) 830-6492","Service","https://www.facebook.com/JVerdiLaw/","STATEN IS","40.640558","-74.07569","1","49","3","5000025","5000050051","West New Brighton-New Brighton-St. George                                  "
"949","Parks Auto Group Inc","""Jaguar specialist and service on all vehicals, NYSI on site, pre-owned""","419 Castleton Avenue","Staten Island","NY","10301","(718) 442-5151","Retail",,"STATEN IS","40.633489","-74.096398","1","49","75","5106560","5001250038","New Brighton-Silver Lake                                                   "
"950","LaunchPads 60 Bay LLC","Co-Working Space","60 Bay Street","Staten Island","NY","10301","(347) 559-0057","Other","http://J. Verdi Law, LLC","STATEN IS","40.640558","-74.07569","1","49","3","5000025","5000050051","West New Brighton-New Brighton-St. George                                  "
"951","The Gift Is Love","""Unique neighborhood gift shop open for 25 years""","223 Beach 116 Street","Rockaway Park","NY","11694","(718) 945-4206","Retail","https://www.facebook.com/The-Gift-is-Love-131413823584191/","QUEENS   ","40.580151","-73.837407","14","32","93402","4304447","4162120027","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      "
"1142","Nicholas Brooklyn","""All Natural Product Store""","1396 Fulston Street","Brooklyn","NY","11216","(718) 858-4400","Retail","http://www.nicholasbrooklyn.com/",,,,,,,,,
"952","Buunni cafe","""Awesome shop in Wash Heights - Great vibe, great coffee, interesting people""","213 Pinehurst Avenue","New York","NY","10033","(212) 568-8700","Food and Beverage","http://buunnicoffee.com/cafe/","MANHATTAN","40.854605","-73.938034","12","10","273","1064356","1021790213","Washington Heights North                                                   "
"953","Tipsy","""Our local wine and spirits shop!""","584 Myrtle Avenue","Brooklyn","NY","11205","(347) 599-1672","Retail","http://shoptipsy.com/","BROOKLYN ","40.693982","-73.961259","2","35","193","3054905","3019090032","Clinton Hill                                                               "
"954","On The Move","Bicycle Shop","259 13th Street","Brooklyn","NY","11215","(718) 768-4998","Retail","http://www.onthemovenyc.com/","BROOKLYN ","40.667059","-73.988883","6","39","139","3023169","3010280048","Park Slope-Gowanus                                                         "
"955","Best Score Tutoring","Tutoring service","267-25 Hillside Avenue","Floral Park","NY","11004","(516) 547-5068","Service","http://www.bestscoretutoring.com","QUEENS   ","40.738854","-73.701236","13","23","157901","4179599","4087790010","Glen Oaks-Floral Park-New Hyde Park                                        "
"956","Laz & Laz unisex hair salon","Hair salon","160-40 Willets Point Blvd","Whitestone","NY","11357","(718) 352-9532","Service",,"QUEENS   ","40.78078","-73.801841","7","19","1017","4128796","4057440001","Ft. Totten-Bay Terrace-Clearview                                           "
"957","RCL Enterprises","""Soul food that has been in the area for over 40 years - amazing & so much food""","141-22 Rockaway Blvd","Jamaica","NY","11436","(718) 529-3576","Food and Beverage","http://www.rclenterprises.net/","QUEENS   ","40.674124","-73.798849","12","28","790","4261772","4120560026","Baisley Park                                                               "
"958","Manasa Yoga","Yoga Studio","2880 West 12th Street","Brooklyn","NY","11224","(646) 780-9642","Service","http://www.manasayoganyc.com/","BROOKLYN ","40.577347","-73.979625","13","47","350","3196559","3072660060","West Brighton                                                              "
"959","Quality Resuscitation","All levels of CPR and First aid training","89-16 175th CF4","Jamaica","NY","11432","(718) 662-9198","Service","https://www.facebook.com/profile.php?id=100010210158451&lst=690533888%3A100010210158451%3A1488217989&sk=about",,,,,,,,,
"960","Glaze-a-riffic","Pottery paining studio","180-18 Union Turnpike","Fresh Meadows","NY","11366",,"Retail","https://www.glazeariffic.com/","QUEENS   ","40.727122","-73.787511","8","24","1277","4155493","4072290033","Jamaica Estates-Holliswood                                                 "
"961","Tax Plus","Tax Preparation","21-19 Mott Avenue","Far Rockaway","NY","11691","(718) 327-3162","Service","https://www.facebook.com/TaxPlusFarRock/","QUEENS   ","40.604838","-73.754138","14","31","100802","4300206","4157090115","Far Rockaway-Bayswater                                                     "
"962","Pippin Vintage Jewelry","""Vintage and antique jewelry and accessories ranging from costume to fine!""","122 W 17th Street","New York","NY","10011","(212) 505-5159","Retail","http://pippinvintage.com","MANHATTAN","40.739631","-73.996323","4","3","81","1014587","1007920050","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"963","Bsa Home Imporvement Contractor","""Remodeling and repairs and renovating home-improvement""","4535 Parsons Blvd","Flushing","NY","11355","(718) 445-7545","Service","http://BSAcontracting.com","QUEENS   ","40.75505","-73.814728","7","20","1189","4122836","4054300048","East Flushing                                                              "
"964","Khans Gyro & Fried Chicken","Gyro and burger shop","1947 Bath Avenue","Brooklyn","NY","11224","(347) 312-7777","Food and Beverage","http://www.khansgyrofriedchicken.com/","BROOKLYN ","40.601808","-74.002193","11","43","282","3329119","3064080001","Bath Beach                                                                 "
"965","KMIA Salon","Hair/Nail salon","45-14 Queens Blvd","Sunnyside","NY","11104","(718) 937-5642","Service","https://www.kmiasalon.com/","QUEENS   ","40.743229","-73.919398","2","26","183","4001953","4001640001","Hunters Point-Sunnyside-West Maspeth                                       "
"966","Darbar's Chicken and Ribs","Quality Fast Food","12609 Liberty Avenue South","Richmond Hill","NY","11419","(718) 529-4900","Food and Beverage","https://www.facebook.com/darbarshalal/","QUEENS   ","40.688591","-73.818122","10","28","15802","4203952","4095630025","South Ozone Park                                                           "
