"manhattan_cooperatives_comparable_properties_boro_block_lot","manhattan_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","manhattan_cooperatives_comparable_properties_neighborhood","manhattan_cooperatives_comparable_properties_building_classification","manhattan_cooperatives_comparable_properties_total_units","manhattan_cooperatives_comparable_properties_year_built","manhattan_cooperatives_comparable_properties_gross_sqft","manhattan_cooperatives_comparable_properties_est_gross_income","manhattan_cooperatives_comparable_properties_gross_income_per_sqft","manhattan_cooperatives_comparable_properties_full_market_value","manhattan_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"1-01583-0009","517 86 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (79-96)","D4-ELEVATOR","36","1939","48000","1653120","34.4","8310000","173","1-01438-0014","329 63 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D1-ELEVATOR","92","1920","47008","1618847","34.4","8140000","173","1.2","1-00593-0036","24 CHRISTOPHER STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GREENWICH VILLAGE-WEST","D1-ELEVATOR","69","1930","48531","1924985","39.7","9680000","199","4.05"
"1-00607-0051","111 11 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"GREENWICH VILLAGE-WEST","C6-WALK-UP","20","1900","12962","355159","27.4","1720000","133","1-00586-0009","26 LEROY STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GREENWICH VILLAGE-WEST","C5-WALK-UP","24","1907","11934","342221","28.7","1660000","139","0.45","1-00615-0057","325 4 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GREENWICH VILLAGE-WEST","C4-WALK-UP","20","1910","9797","274177","28","1330000","136","0.2"
"1-01630-0012","123 102 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"HARLEM-EAST","C6-WALK-UP","32","1930","20190","343230","17","969000","48","1-01680-0013","319 108 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-EAST","C1-WALK-UP","37","1940","22596","400684","17.73","1630000","72","0.45","1-01616-0039","88 111 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-EAST","C7-WALK-UP","30","1930","19884","389390","19.58","1740000","88","0.4"
"1-00373-0040","327 3 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"ALPHABET CITY","C6-WALK-UP","29","1920","17610","493080","28","1390000","79","1-00372-0001","14 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","ALPHABET CITY","C7-WALK-UP","28","1920","17396","557957","32.1","2700000","155","0.05","1-00397-0018","171 2 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","ALPHABET CITY","C7-WALK-UP","19","1900","10662","287156","26.9","1390000","130","0.3"
"1-00770-0070","256 21 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"CHELSEA","C6-WALK-UP","35","1900","22000","615000","28","2980000","135","1-00767-0002","146 8 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","CHELSEA","C5-WALK-UP","89","1920","19615","574000","29.3","2570000","131","0.15","1-00799-0030","115 23 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","CHELSEA","C7-WALK-UP","19","1920","27122","976000","36","4910000","181","0.25"
"1-00458-0032","32 2 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"EAST VILLAGE","C6-WALK-UP","30","1900","14376","416904","29","1180000","82","1-00462-0035","223 6 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","EAST VILLAGE","D1-ELEVATOR","86","1996","91680","2725244","29.7","13200000","144","0.2","1-00445-0045","81 3 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","EAST VILLAGE","D1-ELEVATOR","41","2003","36047","1261645","35","6340000","176","0.15"
"1-01120-0011","33 67 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (59-79)","D4-ELEVATOR","36","1905","66847","1871716","28","9070000","136","1-01128-0061","331 COLUMBUS AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (59-79)","D9-ELEVATOR","57","1900","62434","1879883","30.1","9110000","146","0.4","1-01122-0047","30 70 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (59-79)","D7-ELEVATOR","35","1916","58361","998928","17.12","4060000","70","0.1"
"1-01294-0033","480 PARK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10022","40.762485","-73.970125","5","4","11202","1036083","1012940033","Midtown-Midtown South                                                      ","MIDTOWN CBD","D4-ELEVATOR","142","1929","375239","10881931","29","52700000","140","1-01272-0001","1380 6 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","MIDTOWN WEST","D6-ELEVATOR","252","1963","303642","10114420","33.3","49000000","161","0.25","1-01022-0061","834 8 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","MIDTOWN WEST","D8-ELEVATOR","285","1925","215099","7063811","32.8","21700000","101","0.75"
"1-01162-0016","235 70 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (59-79)","D4-ELEVATOR","61","1965","44975","1371737","30.5","6650000","148","1-00767-0043","128 7 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","CHELSEA","D6-ELEVATOR","65","1959","46812","1476000","31.5","7150000","153","2.65","1-00792-0008","151 16 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","CHELSEA","D3-ELEVATOR","76","1962","43770","1484000","33.9","7460000","170","2.7"
"1-00823-0065","40 22 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"FLATIRON","D0-ELEVATOR","13","1909","50313","1310000","26","6350000","126","1-00757-0066","354 34 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","FASHION","D7-ELEVATOR","253","1930","279392","7517000","26.9","36400000","130","0.8","1-00754-0001","363 30 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","FASHION","D8-ELEVATOR","80","2000","82853","2111000","25.5","10200000","123","0.7"
"1-00608-0053","125 12 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"GREENWICH VILLAGE-WEST","D4-ELEVATOR","34","1918","31128","908315","29.2","4400000","141","1-00631-0001","669 WASHINGTON STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GREENWICH VILLAGE-WEST","D5-ELEVATOR","144","1930","137589","4015491","29.2","19500000","142","0.5","1-00585-0001","464 HUDSON STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GREENWICH VILLAGE-WEST","D7-ELEVATOR","137","1900","97290","2926217","30.1","14200000","146","0.5"
"1-00348-0053","173 RIVINGTON STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10002","40.718934","-73.984614","3","1","1402","1004204","1003480053","Lower East Side                                                            ","LOWER EAST SIDE","C6-WALK-UP","28","1920","14701","499834","34","1410000","96","1-00344-0044","120 RIDGE STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","LOWER EAST SIDE","C1-WALK-UP","22","2001","14960","521164","34.8","2620000","175","0.15","1-00344-0069","210 RIVINGTON STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","LOWER EAST SIDE","C7-WALK-UP","24","1920","14096","412611","29.3","2000000","142","0.15"
"1-01127-0029","145 CENTRAL PARK
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10000","40.782295","-73.965126","64","6","143","1000000","1011110001","park-cemetery-etc-Manhattan                                                ","UPPER WEST SIDE (59-79)","D4-ELEVATOR","146","1930","490265","13707809","28","66400000","135","1-01151-0017","517 59 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (59-79)","D6-ELEVATOR","467","1973","402707","6484449","16.1","26400000","66","0.8","1-01171-0132","160 RIVERSIDE BOULEVARD
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (59-79)","D6-ELEVATOR","459","1999","524466","20879500","39.8","105000000","200","0.8"
"1-00584-0061","79 BEDFORD STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10014","40.731586","-74.004976","2","3","67","1009850","1005840061","West Village                                                               ","GREENWICH VILLAGE-WEST","D4-ELEVATOR","36","1954","24635","752106","30.5","3640000","148","1-01418-0045","1081 3 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D6-ELEVATOR","116","1968","174273","6575475","37.7","33100000","190","3.1","1-01429-0103","203 74 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D6-ELEVATOR","26","1973","16231","481328","29.7","2330000","144","3.65"
"1-01211-0056","170 81 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (79-96)","D4-ELEVATOR","49","1927","43896","1107057","25.2","4950000","113","1-01212-0053","150 82 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","D3-ELEVATOR","60","1926","49977","1255376","25.1","5610000","112","0.05","1-01229-0006","265 81 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","D3-ELEVATOR","36","1900","41137","1106276","26.9","5360000","130","0.25"
"1-00871-0021","22 IRVING PLACE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10003","40.734929","-73.988074","6","2","50","1017794","1008710021","Gramercy                                                                   ","GRAMERCY","D4-ELEVATOR","29","1945","16200","590976","36.5","2970000","183","1-00885-0066","151 LEXINGTON AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","MURRAY HILL","D9-ELEVATOR","53","1945","28240","1088349","38.5","5470000","194","0.65","1-00885-0051","150 30 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","MURRAY HILL","D1-ELEVATOR","48","1962","20660","711113","34.4","3580000","173","0.65"
"1-01410-0069","829 PARK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10021","40.773399","-73.962137","8","4","128","1043160","1014100069","Upper East Side-Carnegie Hill                                              ","UPPER EAST SIDE (59-79)","D4-ELEVATOR","53","1930","103360","3104934","30","15000000","145","1-01418-0011","225 63 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D6-ELEVATOR","152","1962","105282","3718136","35.3","18700000","178","0.65","1-01490-0001","1472 YORK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","C7-WALK-UP","192","1911","98622","3336457","33.8","16200000","164","0.65"
"1-01562-0018","431 82 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (79-96)","D4-ELEVATOR","14","1910","10560","369072","35","1860000","176","1-01563-0037","434 84 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D1-ELEVATOR","20","1987","10470","365947","35","1840000","176","0.05","1-01562-0016","427 82 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D1-ELEVATOR","17","1900","10000","459608","46","2310000","231","0"
"1-01183-0035","257 END AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (59-79)","D4-ELEVATOR","35","1942","32940","925614","28.1","4480000","136","1-01149-0033","370 COLUMBUS AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (59-79)","D9-ELEVATOR","56","1910","31125","1001291","32.2","4850000","156","0.45","1-01169-0042","226 78 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (59-79)","D1-ELEVATOR","42","1925","27100","702669","25.9","3400000","125","0.35"
"1-01952-0043","320 ST NICHOLAS AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10027","40.811338","-73.952163","10","9","257","1059317","1019520043","Central Harlem South                                                       ","HARLEM-CENTRAL","D4-ELEVATOR","48","1900","59464","888392","14.94","2510000","42.2","1-02050-0131","695 ST NICHOLAS AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-CENTRAL","D7-ELEVATOR","47","1930","50613","756030","14.94","3000000","59","0.85","1-02054-0006","353 EDGECOMBE AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-CENTRAL","D1-ELEVATOR","67","1927","51468","744588","14.47","2950000","57","1.35"
"1-01502-0033","1120 PARK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10128","40.783003","-73.955712","8","4","15002","1046991","1015020033","Upper East Side-Carnegie Hill                                              ","UPPER EAST SIDE (79-96)","D4-ELEVATOR","75","1929","213729","5578300","26.1","27000000","126","1-01565-0035","430 86 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","133","1931","205967","5376180","26.1","26000000","126","0.65","1-01170-0012","2200 BROADWAY
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (59-79)","D6-ELEVATOR","117","1905","202586","5298502","26.2","25700000","127","1.25"
"1-00420-0046","152 FORSYTH STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10002","40.720478","-73.991775","3","1","18","1005599","1004200046","Chinatown                                                                  ","LOWER EAST SIDE","C6-WALK-UP","20","1915","12000","264000","22","746000","62","1-00409-0027","248 BROOME STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","LOWER EAST SIDE","C7-WALK-UP","24","1920","12348","218181","17.67","887000","72","0.15","1-00414-0018","61 DELANCEY STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","LOWER EAST SIDE","C7-WALK-UP","20","1900","11543","318822","27.6","1540000","133","0.1"
"1-01252-0075","214 RIVERSIDE DRIVE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10025","40.794496","-73.976445","7","6","179","1034141","1012520075","Upper West Side                                                            ","UPPER WEST SIDE (79-96)","D4-ELEVATOR","103","1901","66754","1455237","21.8","6500000","97","1-01246-0001","125 RIVERSIDE DRIVE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","D6-ELEVATOR","64","1907","70328","1533127","21.8","6850000","97","0.45","1-01210-0012","147 79 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","D3-ELEVATOR","61","1926","76193","2076021","27.2","10100000","133","0.8"
"1-01870-0028","203 98 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (96-116)","D4-ELEVATOR","31","1920","20272","503759","24.85","2250000","111","1-01877-0037","202 106 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (96-116)","D9-ELEVATOR","39","1925","18930","502810","26.6","2440000","129","0.35","1-01883-0042","512 112 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (96-116)","D1-ELEVATOR","48","1931","20784","480732","23.13","2150000","103","0.65"
"1-01987-0048","518 134 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"HARLEM-WEST","C6-WALK-UP","24","1905","15370","199810","13","564000","36.7","1-01988-0034","1512 AMSTERDAM AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-WEST","C7-WALK-UP","24","1910","16404","249210","15.19","1010000","62","0.05","1-02002-0019","619 135 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-WEST","C1-WALK-UP","20","1905","14260","180137","12.63","677000","47.5","0.2"
"1-02133-0070","592 178 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"WASHINGTON HEIGHTS LOWER","C6-WALK-UP","30","1911","24625","366420","14.88","1030000","41.8","1-02142-0061","643 171 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","WASHINGTON HEIGHTS LOWER","C1-WALK-UP","31","1914","26005","279382","10.74","944000","36.3","0.35","1-02127-0048","2224 AMSTERDAM AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","WASHINGTON HEIGHTS LOWER","C7-WALK-UP","32","1910","21600","288193","13.34","1080000","50","0.35"
"1-02072-0026","507 140 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"HARLEM-UPPER","C6-WALK-UP","15","1920","13195","131950","10","446000","33.8","1-02074-0059","536 143 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-UPPER","C1-WALK-UP","25","1920","15372","159840","10.4","540000","35.1","0.1","1-02074-0057","532 143 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-UPPER","C1-WALK-UP","24","1920","15372","154100","10.02","521000","33.9","0.1"
"1-01421-0037","220 67 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (59-79)","D4-ELEVATOR","116","1964","100600","3110552","30.9","15100000","150","1-01425-0017","225 70 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D6-ELEVATOR","91","1961","83220","2437389","29.3","11800000","142","0.2","1-01472-0022","1453 YORK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D7-ELEVATOR","96","1958","75936","2252634","29.7","10900000","144","0.6"
"1-00517-0005","141 SULLIVAN STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10012","40.726898","-74.002002","2","3","49","1008041","1005170005","SoHo-TriBeCa-Civic Center-Little Italy                                     ","SOHO","C6-WALK-UP","20","1900","9392","323366","34.4","1630000","174","1-00517-0043","183 PRINCE STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","SOHO","C7-WALK-UP","25","1900","20274","754460","37.2","3790000","187","0","1-00489-0031","71 THOMPSON STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","SOHO","C4-WALK-UP","20","1900","9760","308909","31.7","1500000","154","0.2"
"1-00590-0011","277 BLEECKER STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10014","40.731657","-74.003237","2","3","67","1010135","1005900011","West Village                                                               ","GREENWICH VILLAGE-WEST","C6-WALK-UP","22","1930","11578","391220","33.8","1900000","164","1-00587-0001","60 BEDFORD STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GREENWICH VILLAGE-WEST","C7-WALK-UP","24","1910","13976","574752","41.1","2890000","207","0.1","1-00590-0026","6 JONES STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GREENWICH VILLAGE-WEST","C4-WALK-UP","24","1900","10902","380203","34.9","1910000","175","0"
"1-02119-0068","551 160 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"WASHINGTON HEIGHTS LOWER","C6-WALK-UP","20","1907","15175","227321","14.98","642000","42.3","1-02133-0065","1352 ST NICHOLAS AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","WASHINGTON HEIGHTS LOWER","C7-WALK-UP","15","1910","13755","190108","13.82","754000","55","0.85","1-02123-0100","501 167 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","WASHINGTON HEIGHTS LOWER","C7-WALK-UP","21","1907","16752","250864","14.98","994000","59","0.35"
"1-00899-0008","211 18 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"GRAMERCY","D4-ELEVATOR","124","1958","111396","2768190","24.85","12400000","111","1-00817-0001","552 6 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","FLATIRON","D9-ELEVATOR","111","1973","101231","2554000","25.2","11400000","113","0.55","1-00556-0001","85 4 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","GREENWICH VILLAGE-CENTRAL","D8-ELEVATOR","164","1959","156465","3822463","24.43","17100000","109","0.4"
"1-01860-0005","161 105 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (96-116)","C6-WALK-UP","20","1930","17860","392384","21.97","1110000","62","1-01880-0021","215 108 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (96-116)","C1-WALK-UP","20","1925","17710","442463","24.98","1980000","112","0.25","1-01880-0023","211 108 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (96-116)","C1-WALK-UP","21","1925","17635","334326","18.96","1360000","77","0.25"
"1-01246-0036","511 END AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (79-96)","D4-ELEVATOR","64","1926","123411","2564480","20.78","11500000","93","1-01205-0029","315 CENTRAL PARK
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","D3-ELEVATOR","51","1911","109769","2280816","20.78","10200000","93","0.6","1-01200-0025","5 86 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","D3-ELEVATOR","85","1937","116021","2804001","24.17","12500000","108","0.5"
