"title","alternate_title","primary_artist_last","primary_artist_first","primary_artist_middle","secondary_artist_last","secondary_artist_first","secondary_artist_middle","artists_keyword","primary_architect_last","primary_architect_first","primary_architect_middle","secondary_architect_last","secondary_architect_first","secondary_architect_middle","landscape_architect_last","landscape_architect_first","landscape_architect_middle","architecture_firm","foundry","fabricator","date_created","date_created_approximation","date_dedicated","date_dedicated_approximation","artwork_type1","artwork_type2","material","location_name","address","city","state","zip_code","borough","subject_keyword","inscription","managing_city_agency","acquisition","pdc_records","latitude","longitude","block","lot"
"Carmine Street Pool Mural","NULL","Haring","Keith","NULL","NULL","NULL","NULL","American, LGBTQ+","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1987","N","1987; 1997","N","Mural","Artwork","Paint","James J. Walker Park","1 Clarkson Street","New York","NY","10014","Manhattan","Graffiti, Pop Art","NULL","Department of Parks and Recreation","Gift of Keith Haring","265","40.729716","-74.005686","582","1"
"General José Artigas","NULL","Zorilla de San Martin","José Luis","NULL","NULL","NULL","NULL","Uruguayan, Latinx, Latin American","Caquias","Maria","Cristina","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Vignali and Company, 3226 Joaquín Suárez, Montevideo, Uruguay","NULL","1987","N","1987","N","Statue","Monument/Memorial","Bronze, granite","Spring Street Park","Sixth Avenue and Dominick Street","New York","NY","10013","Manhattan","Military, Politician, Independence, Latin American, Uruguay, South America, Latinx","Black granite: GEN. JOSE ARTIGAS / 1764 - 1850 Pink granite: NATIONAL HERO OF URUGUAY / PROTECTOR DE LOS PUEBLOS LIBRES Pink granite, black: GIFT FROM THE PEOPLE OF URUGUAY / TO THE PEOPLE OF NEW YORK CITY / JOSE LUIS ZORRILLADE SAN MARTIN, SCULPTOR / MARIA CRISTINA CAOUIAS, ARCHITECT / DEDICATED SEPTEMBER 1997 On plaque: SPECIAL THANKS TO / MINISTERIO DE RELACIONES EXTERIORES DEL URUGUAY / CONSULADO GENERAL DEL URUGUAY - COMISION 25 DE AGOSTO / BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY - UTE / A N T E L - ABAL HNOS. S.A. - KRAFT SUCHARD URUGUAY S.A. / EMPRESAS PHILIP MORRIS EN URUGUAY / CITIBANK MONTIVIDEO - FUNDACION BANCO DE BOSTON / ALICO - BANCO SURINVEST S.A. - ESSO STANDARD OIL CO. URUGUAY S.A. / TEXACO URUGUAY S.A. - METZEN Y SENA S.A. - AMERICAN AIRLINES / J. CASTILLO FLYNN - ATTILION MARICHAL - W.Y.B. CALCAGNO - A.YM. CASTEX / C.S.C. Y D. URUGUAY OSSINING - L. Y M. CORTAZZO - A. Y F. GARET / C. GUENDJIAN - R. GUENDJIAN - J.Y R. MELKISSETIAN - J. Y J. MOREIRA / W. Y M. PASCALE - J. Y M. TUR - FUNDACIONPAEZ VILARO / ANCAP --- SEPT. 24, 1997","Department of Parks and Recreation","Gift of Carlos Páez Vilaro and Banco de La República del Uruguay","5025","40.724926","-74.004541","NULL","NULL"
"Line of Defense","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Talix foundry","NULL","1987","N","1987","N","Plaque","Marker","Bronze","Prospect Park","Nellie's Lawn","Brooklyn","NY","11238","Brooklyn","American Revolutionary War, Colonial, War","LINE OF DEFENSE / AUGUST 27, 1776 / BATTLE OF LONG ISLAND / 175 FEET SOUTH ------ / SITE OF VALLEY GROVE HOUSE / -------150 FEET NORTH","Department of Parks and Recreation","Gifted by Sons of the Revolution (original); Prospect Park Conservancy (replacement)","5140, 1096, 1638","40.666780","-73.967513","1117","1"
"Seat","NULL","Saunders","David","NULL","NULL","NULL","NULL","American","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Art Foundry, Santa Fe, NM","NULL","1987","Y","1987","N","Sculpture","Artwork","Bronze, granite","Owen F. Dolen Park","East Tremont Lane and Westchester Avenue","Bronx","NY","10461","Bronx","Abstract","NULL","Department of Parks and Recreation","Commissioned through Department of Cultural Affairs Percent for Art Program","1396","40.840348","-73.842834","3984","100"
"Sergeant Joseph E. Schaefer Memorial","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Nielson","Signe","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1987","N","1987","N","Planter","Monument/Memorial","Granite","Forest Park","Sgt. Schaefer Oval","Richmond Hill","NY","11418","Queens","World War II, Korean War, War","1. SGT. JOSEPH E. SCHAEFER / MEDAL OF HONOR / 
2. SGT. JOSEPH E. SCHAEFER / COMPANY 18TH INFANTRY / FIRST INFANTRY DIVISION / UNITED STATES ARMY ['1' in shield] / 
3. AWARDED CONGRESSIONAL / MEDAL OF HONOR / IN 1944 / 
4. DEFENDED AMERICAN POSITION / AT STOLBERG, GERMANY / 24, SEPTEMBER 1944 / 
5. WORLD WAR II - KOREA / 1941-1945 --- 1950-1951 / 
6. RESIDENT OF RICHMOND HILL / FOR MORE THAN 40 YEARS / 
7. SGT. SCHAEFER'S INDOMITABLE / COURAGE AND HIS DETERMINATION / WERE RESPONSIBLE FOR STOPPING / AN ENEMY BREAKTHROUGH / PRESIDENT TRUMAN / 
8. OTHER DECORATIONS / TWO SILVER STARS, BRONZE STAR / THREE PURPLE HEARTS / THE LEGION OF MERIT / FRENCH CROIX DE GUERRE","Department of Parks and Recreation","Gift of Joseph E. Schaefer Monument Committee","710","40.701781","-73.841481","3907","1050"
"Winged Shadows","NULL","Adzema","Robert","NULL","NULL","NULL","NULL","American","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1987","N","1987","N","Sculpture","Artwork","Painted aluminum","P.S. 12 James P. Colgate","42-00 72nd Street","Woodside","NY","11377","Queens","Abstract, sundial","NULL","Board of Education; School Construction Authority","NULL","1521","40.742441","-73.893201","1349","28"
"Antonio Meucci Memorial","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Italian, American","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","A. Ottavino Corp.","NULL","1989","N","1989","N","Statue","Monument/Memorial","Granite","Meucci Triangle","Ave U between W 12th and 86th Street","Brooklyn","NY","11223","Brooklyn","Inventor, Italian","ANTONIO MEUCCI / 1808-1889 / FATHER OF THE TELEPHONE / FIRST U.S. PATENT CAVEAT 3335 / DEC. 28, 1871 / ERECTED AD MCMLXXXIX / ITALIAN HISTORICAL SOCIETY / JOHN LA CORTE - FOUNDER / A. OTTAVINO - DONOR/","Department of Parks and Recreation","Gift of The Italian Historical Society","5184","40.595737","-73.983222","NULL","NULL"
"Doris C. Freedman Plaza","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Hardy, Holzman Pheiffer, Association","NULL","NULL","1989","Y","1989","Y","Plaque","Monument/Memorial","Bronze","Central Park","Grand Army Plaza","New York","NY","10019","Manhattan","Women, Woman, Public servant","DORIS C. FREEDMAN PLAZA / THIS PLAZA IS DEDICATED TO THE MEMORY AND VISION OF / DORIS CHANIN FREEDMAN (1928-1981). AS DIRECTOR OF CULTURAL AFFAIRS / FOR NEW YORK CITY, PRESIDENT OF CITY WALLS, THE MUNICIPAL ART SOCIETY / AND THE PUBLIC ART FUND, SHE WAS A CHAMPION FOR THE ARTS, FOR ARTISTS, / AND FOR THE RIGHT OF THE PUBLIC TO ENJOY ART IN THEIR DAILY LIVES. / THANKS TO DORIS FREEDMAN, ARTISTS WERE ALLOWED TO RESIDE LEGALLY IN / THEIR SOHO STUDIOS. THROUGH HER EFFORTS, NEW YORK CITY / INTRODUCED / PERCENT FOR ART LEGISLATION REQUIRING CIVIC CONSTRUCTION PROJECTS / TO SPEND A PORTION OF THEIR BUDGETS ON ART. AS A PIONEER IN THE / FIELD OF PUBLIC ART, DORIS FREEDMAN LABORED TIRELESSLY TO ENLIVEN / AND HUMANIZE THE URBAN ENVIRONMENT. / THE PEOPLE OF THE CITY OF NEW YORK ARE THE BENEFICIARIES OF HER VISION","Department of Parks and Recreation","Gift of Susan Freedman","5276","40.765198","-73.972622","1111","1"
"Group of Bears","NULL","Manship","Paul","Howard","NULL","NULL","NULL","American","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Bruce Kelly/David Varnell","Paul King Foundry","NULL","1989","N","1990","N","Statue","Artwork","Bronze, granite","Central Park","Fifth Avenue and 79th Street","New York","NY","10028","Manhattan","Animals","GROUP OF BEARS / PAUL MANSHIP 1885-1966 / ORIGINAL BRONZE CAST 1932 / THIS BRONZE CAST 1989 / A GIFT BY SAMUEL N. FRIEDMAN / IN MEMORY OF HIS BELOVED WIFE / PAT HOFFMAN FRIEDMAN","Department of Parks and Recreation","Gift of Samuel Friedman","5177","40.777487","-73.963956","1111","1"
"Immigration on the Lower East Side","NULL","Haas","Richard","NULL","NULL","NULL","NULL","American","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Urbahn Architects","NULL","NULL","1989","N","1989","N","Mural","Artwork","Sculptural epoxy, cast stone","White Street Detention Center","90 Baxter Street","New York","NY","10013","Manhattan","Immigration, Immigrants, Justice, mural","NULL","Department of Citywide Administrative Services","Commissioned through Department of Cultural Affairs Percent for Art Program","4724","40.716976","-73.999786","198","1"
"Reunion","NULL","Jaudon","Valerie","NULL","NULL","NULL","NULL","American, Woman","Balsley","James","F.","NULL","NULL","NULL","NULL","NULL","NULL","Iffland, Kavanagh, Waterbury","NULL","NULL","1989","N","1989","N","Decorative pavement, mosaic","Artwork","Brick","Police Plaza Path","1 Centre Street","New York","NY","10007","Manhattan","Mosaic","NULL","New York City Police Department","Commissioned through Department of Cultural Affairs Percent for Art Program","3747","40.712778","-74.003219","121","1"
"Rockaway Women Veterans Monument","NULL","Barry","Eileen","NULL","NULL","NULL","NULL","American, Woman","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Joel Meisner Foundry, Farmingdale, NY","NULL","1989","N","1989","N","Statue","Monument/Memorial","Bronze, granite","Rockaway Beach and Boardwalk","Beach 94th Street and Rockaway Beach Boulevard","Far Rockaway","NY","11693","Queens","Women, Veterans, woman","WOMEN VETERANS MONUMENT / DEDICATED BY THE / DANIEL M. O'CONNELL POST NO. 272 / AMERICAN LEGION AND FRIENDS, / SEPTEMBER 24, 1989 / IN GRATEFUL RECOGNITION OF ALL / THOSE WOMEN WHO SERVED THEIR / COUNTRY IN TIME OF CONFLICT / THROUGHOUT OUR COUNTRY'S / GLORIOUS HISTORY. / ""FOR GOD AND COUNTRY""","Department of Parks and Recreation","Gift of Daniel M. O'Connell Post No. 272, American Legion (unauthorized installation - not approved by the Department of Parks and Recreation)","NULL","40.585917","-73.817000","NULL","NULL"
"The Judgment of Pao Kung","NULL","Haas","Richard","NULL","NULL","NULL","NULL","American","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Urbahn Architects","NULL","NULL","1989","N","1989","N","Bas-relief","Artwork","Sculptural epoxy, cast stone","White Street Detention Center","125 White Street","New York","NY","10013","Manhattan","Law, Judge","NULL","Department of Citywide Administrative Services","Commissioned through Department of Cultural Affairs Percent for Art Program","4724","40.716750","-74.000378","198","1"
"The Judgment of Solomon","NULL","Haas","Richard","NULL","NULL","NULL","NULL","American","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Urbahn Architects","NULL","NULL","1989","N","1989","N","Bas-relief","Artwork","Sculptural epoxy, cast stone","White Street Detention Center","125 White Street","New York","NY","10013","Manhattan","Biblical, Law, Judge","NULL","Department of Citywide Administrative Services","Commissioned through Department of Cultural Affairs Percent for Art Program","4724","40.716750","-74.000378","198","1"
"Bayard Rustin","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Causeway Contracting","NULL","1990","N","1990","N","Plaque","Monument/Memorial","Bronze, granite","Ralph Bunche Park","First Avenue and East 43rd Street","New York","NY","10017","Manhattan","Civil Rights, African American, Black American, Black History, LGBTQ+, Labor","BAYARD RUSTIN / MARCH 17, 1912 - AUGUST 24, 1987 / HUMAN RIGHTS LEADER / ""THE PRINCIPAL FACTORS WHICH INFLUENCED MY LIFE ARE: / NON-VIOLENT TACTICS: CONSTITUTIONAL MEANS; / DEMOCRATIC PROCEDURES; RESPECT FOR HUMAN PERSONALITY; / A BELIEF THAT ALL PEOPLE ARE ONE","Department of Parks and Recreation","Purchase from Contractor, Causeway Contracting","2287, 2716","40.749059","-73.969898","1335","23"
"Father Jerzy Popieluszko Monument","NULL","Lutostanski","Stanislaw","NULL","NULL","NULL","NULL","Polish","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","M. Paul Friedberg & Partners","NULL","NULL","1990","N","1990","N","Sculpture","Monument/Memorial","Granite","McCarren Park","Bedford and Nassau Avenue","Brooklyn","NY","11222","Brooklyn","Religious leader, Polish","(PLAQUE 1)
CONQUER EVIL WITH GOOD / JOHN PAUL II / IN MEMORY OF / FATHER JERZY POPIELUSZKO / 1947 - 1984 / PRIEST, / DEFENDER OF HIS COUNTRY / AND NATIONAL SOLIDARITY, / MARTYR FOR THE TRUTH, / BY THE HANDS OF COMMUNISTS / IN POLAND ON 19 OCTOBER 1984. / POLISH AMERICAN CONGRESS / DOWNSTATE N.Y. DIVISION / 

(PLAQUE 2)
ZLO DOBREM ZWYCIEZAJ / JAN PAWEL II / KU PAMIECI / KS. JERZEGO POPIELUSZKI / 1947 - 1984 / KAPLANA / OBRONCY OJCZYZNY / BOHATERA PRAWDY / I NARODOWEJ SOLIDARNOSCI / ZAMORDOWANEGO OKRUTNIE PRZEZ KOMMUNISTOW. / W DN. 19 PAZDZIERNIKA 1984 R. / W HOLDZIE / KONGRES POLONII AMERYKANSKIEJ / NA DOLNA CZESC STANU NOWEGO YORKU /","Department of Parks and Recreation","Gift of The Polish American Congress, Downstate N.Y. Division","580","40.723111","-73.952278","2670","1"
"Garibaldi Marker","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","A. Ottavino Corp.","1990","N","1990","N","Plaque","Monument/Memorial","Granite","Giuseppe Garibaldi Playground","82nd Street and 18th Avenue","Brooklyn","NY","11214","Brooklyn","Italian, Italy, General, Revolutionary, Soldier, Republican","GUISEPPE / GARIBALDI / LEADER OF / ITALIAN UNIFICATION / 1807-1882 / ORGANIZED THE RED SHIRTS / TO UNIFY ITALY, 1861 / FOUGHT FOR REPUBLICAN IDEALS / IN URAGUAY AND FRANCE. / ELECTED TO THE ITALIAN / PARLIAMENT, 1874 / ITALIAN HISTORICAL SOCIETY / OF AMERICA / BETTER WORLD JL INSTITUTE / JOHN LACORTE, FOUNDER / A. OTTAVINO CORP, DONOR / OCTOBER 3, 1990 /","Department of Parks and Recreation","Gift of the Italian Historical Society of America and A. Ottavino Corp.","2233","40.609241","-73.999968","6315","1"
"Memorial to the Victims of the Injustice of the Holocaust","NULL","Feigenbaum","Harriet","NULL","NULL","NULL","NULL","Woman, Jewish, American","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1990","N","1990","N","Sculpture","Monument/Memorial","Marble","Appellate Division Courthouse","27 Madison Avenue","New York","NY","10010","Manhattan","Holocaust, Jewish, World War II, War","INDIFFERENCE TO INJUSTICE / IS THE GATE TO HELL / 

COMMANDANT'S HOUSE / EXECUTION WALL / TORTURE CHAMBER / GAS CHAMBER AND CREMATORIUM / AUSCHWITZ 1- 25 AUGUST 1944","Department of General Services","Commissioned through Department of Cultural Affairs Percent for Art Program","2814","40.742328","-73.986816","855","1"
"Neon for the 59th Street Marine Transfer Station","NULL","Antonakos","Stephen","NULL","NULL","NULL","NULL","Greek, American","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Richard Dattner and Partners Architects","NULL","NULL","1990","N","1990","N","Light Installation","Artwork","Neon","59th Street Marine Transfer Station","925 West 59th Street","New York","NY","10019","Manhattan","Installation, Neon, Maritime","NULL","Department of Sanitation","Commissioned through Department of Cultural Affairs Percent for Art Program","4700","40.773116","-73.993945","1109","99"
"Tomorrow's Wind","NULL","Edwards","Melvin","NULL","NULL","NULL","NULL","African American, Black American","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Miceli Kulik Williams","NULL","NULL","1990","N","1995","N","Sculpture","Artwork","Stainless steel, iron","Thomas Jefferson Park","First Avenue between 111th Street and 114th Street","New York","NY","10029","Manhattan","Abstract, African American, Black American, Black History","NULL","Department of Parks and Recreation","Commissioned through Department of Cultural Affairs Percent for Art Program","1765","40.792722","-73.935583","1705","1"
"American Merchant Mariners Memorial","NULL","Escobar","Marisol","NULL","NULL","NULL","NULL","Venezuelan, Woman, Latinx, Latin American","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","TALLIX, Beacon, NY","NULL","1991","N","1991","N","Statue","Monument/Memorial","Bronze, concrete","Battery Park","Breakwater extension, section D","New York","NY","10004","Manhattan","Merchant marines, War","AMERICAN MERCHANT MARINERS' MEMORIAL / DEDICATED TO ALL MERCHANT MARINERS WHO HAVE SERVED AMERICA FROM THE REVOLUTIONARY WAR THROUGH THE PRESENT DAY. / IN THE PROSECUTION OF WAR AND IN PURSUIT OF PEACEFUL COMMERCE, UNRECOGNIZED THOUSANDS HAVE LOST THEIR LIVES AT SEA. / THEIR SACRIFICES HAVE HELPED SECURE AMERICA'S LIBERTY AND PROSPERITY. / THE SCULPTURE WAS INSPIRED BY A PHOTOGRAPH OF THE VICTIMS OF A SUBMARINE ATTACK ON AN AMERICAN MERCHANT SHIP / DURING WORLD WAR II. LEFT TO THE PERILS OF THE SEA, THE SURVIVORS LATER PERISHED. / THIS MEMORIAL SERVES AS A MARKER FOR / AMERICA'S MERCHANT MARINERS RESTING IN THE UNMARKED OCEAN DEPTHS / IN RECOGNITION AND APPRECIATION / U.S. SENATOR JOHN O. BREAUX / U.S. REPRESENTATIVE WALTER B. JONES --- U.S. REPRESENTATIVE HELEN DELICH BENTLEY / U.S. MARITIME ADMINISTRATOR CAPTAIN WARREN G. LEBACK / AMERICA'S MARITIME LABOR --- AMERICA'S MERCHANT MARINERS --- AMERICA'S MARITIME INDUSTRY / BATTERY PARK CITY AUTHORITY / AMERICAN MERCHANT MARINERS' MEMORIAL INCORPORATED / LANE KIRKLAND, CHAIRMAN --- REAR ADMIRAL THOMAS A. KING, USMS (RET), PRESIDENT --- BOARD OF DIRECTORS & MEMBERS / GOVERNOR MARIO M. CUOMO, STATE OF NEW YORK --- MAYOR DAVID N. DINKINS, CITY OF NEW YORK","Department of Parks and Recreation","Gift of the American Merchant Mariner's Memorial, Inc.","5244, 5650","40.704013,","-74.017779","16","1"
"Bill ""Bojangles"" Robinson Mural","NULL","NULL","NULL","NULL","NULL","NULL","NULL","American","NULL","NULL","NULL","NULL","NULL","NULL","Adams","Brandon","NULL","NULL","NULL","NULL","1991","N","1992","N","Mural","Artwork","Aluminum panels coated with Duranar Fluoropolymer","Bill Bojangles Robinson Playground","West 150th Street, west side of Seventh Avenue","New York","NY","10039","Manhattan","Entertainer, African American, Black American, Black History","BILL 'BOJANGLES' ROBINSON / BILL 'BOJANGLES' ROBINSON (1878-1949) WAS A WELL / KNOWN TAP DANCER FROM THE EARLY 1900's TO THE / LATE 1940's. HE PERFORMED IN THEATERS ON BROADWAY / AND THROUGHOUT THE UNITED STATES AND EUROPE, / AND STARRED IN SEVERAL HOLLYWOOD MADE MOVIES. / DANCE CRITICS REFER TO HIM AS THE ''MASTER / OF TAP DANCING."" / BILL ROBINSON RESIDED AT THE DUNBAR APARTMENTS / LOCATED ACROSS WEST 150TH STREET. IN 1934, HE / ARRANGED TO HAVE THE SITE DEVELOPED AS A PUBLIC / PLAYGROUND. THROUGHOUT HIS LIFE HE GAVE GENEROUS / DONATIONS TO AND MADE PERSONAL APPEARANCES / FOR CHARITY CAUSES IN HARLEM AND IN MANY UNITED / STATES CITIES.","Department of Parks and Recreation","Gift of the Office of the Mayor","2580","40.825284","-73.937285","2036","25"
"Broad Channel Memorial Park Flagstaff","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1991","N","1991","N","Flagstaff base, plaque","Monument/Memorial","Bronze, granite (?)","Broad Channel Park","Crossbay Boulevard & W. 17th Road","Far Rockaway","NY","11693","Queens","War, Veterans","OUR BROAD CHANNEL BOYS WHO DIED / TO GIVE US A BETTER LIFE","Department of Parks and Recreation","Gift of American Legion Post 1404 & Auxiliary","4168","40.601215","-73.820055","15481","530"
"Crime Victims Memorial","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Department of Parks and Recreation","NULL","NULL","1991","N","1991","N","Tablet","Monument/Memorial","Gray granite","City Hall Park","City Hall Park Path","New York","NY","10007","Manhattan","Crime, victims, justice","THIS TREE IS DEDICATED IN / MEMORY AND RECOGNITION OF THE CITIZENS OF NEW YORK / WHO HAVE BEEN VICTIMS OF VIOLENT CRIMES / DEDICATED APRIL 24, 1991","Department of Parks and Recreation","Gift of the National Victim Center","1947","40.712864","-74.00553","122","1"
"Gertrude Stein","NULL","Davidson","Jo","NULL","NULL","NULL","NULL","American, Woman","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Kupiec & Koutsomitis","NULL","NULL","1991","N","1992","N","Statue","Monument/Memorial","Bronze, granite","Bryant Park","West 40th Street between 5th Avenue and 6th Avenue","New York","NY","10036","Manhattan","Author, Jewish, Woman, LGBTQ+","Front of base: GERTRUDE STEIN / 1874-1976 / BY JO DAVIDSON, 1923 / BRONZE CAST 1991 -- Rear of base: GIFT OF / DR. MAURY LEIBOVITZ / TO THE / CITY OF NEW YORK / 1992","Department of Parks and Recreation","Gift of Dr. Maury Leibovitz","1843","40.753349","-73.983173","1257","2"
