"brooklyn_cooperatives_comparable_properties_boro_block_lot","brooklyn_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","brooklyn_cooperatives_comparable_properties_neighborhood","brooklyn_cooperatives_comparable_properties_building_classification","brooklyn_cooperatives_comparable_properties_total_units","brooklyn_cooperatives_comparable_properties_year_built","brooklyn_cooperatives_comparable_properties_gross_sqft","brooklyn_cooperatives_comparable_properties_estimated_gross_income","brooklyn_cooperatives_comparable_properties_gross_income_per_sqft","brooklyn_cooperatives_comparable_properties_estimated_expense","brooklyn_cooperatives_comparable_properties_expense_per_sqft","brooklyn_cooperatives_comparable_properties_net_operating_income","brooklyn_cooperatives_comparable_properties_full_market_value","brooklyn_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_estimated_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_estimated_expense","comparable_rental_1_expense_per_sqft","comparable_rental_1_net_operating_income","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_distance_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_estimated_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_estimated_expense","comparable_rental_2_expense_per_sqft","comparable_rental_2_net_operating_income","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_distance_from_coop_in_miles","comparable_rental_3_boro_block_lot","comparable_rental_3_address","comparable_rental_3_neighborhood","comparable_rental_3_building_classification","comparable_rental_3_total_units","comparable_rental_3_year_built","comparable_rental_3_gross_sqft","comparable_rental_3_estimated_gross_income","comparable_rental_3_gross_income_per_sqft","comparable_rental_3_estimated_expense","comparable_rental_3_expense_per_sqft","comparable_rental_3_net_operating_income","comparable_rental_3_full_market_value","comparable_rental_3_market_value_per_sqft","comparable_rental_3_distance_from_coop_in_miles"
"3-00208-0331","160 COLUMBIA HEIGHTS
Brooklyn, NY 
(40.698201367782, -73.996420254488)","3","11201","40.697982","-73.996495","2","33","301","3001510","3002080331","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","D4-ELEVATOR","84","1937","84445","2119570","25.1","664582","7.87","1454988","9174000","108.64","3-00208-0310","204 COLUMBIA HEIGHTS
Brooklyn, NY 
(40.696947503956, -73.997026188682)","BROOKLYN HEIGHTS","D1-ELEVATOR","16","1925","14120","245070","17.36","126336","8.95","118734","857000","60.69","0","3-00234-0024","169 COLUMBIA HEIGHTS
Brooklyn, NY 
(40.697354197561, -73.996752641988)","BROOKLYN HEIGHTS","D9-ELEVATOR","122","1903","78096","1961181","25.11","941262","12.05","1019919","7406000","94.83","0.1","3-00234-0039","8 CLARK STREET
Brooklyn, NY 
(40.698253312215, -73.99602654013)","BROOKLYN HEIGHTS","D1-ELEVATOR","42","1931","19,392","734,725","37.89","502,427","25.91","232,298","1,199,000","61.83","0.1"
"3-06933-0055","2630 CROPSEY AVENUE
Brooklyn, NY 
(40.581338573306, -73.985731991852)","3","11214","40.589563","-73.990887","13","43","314","3336512","3069330055","Gravesend                                                                  ","GRAVESEND","D4-ELEVATOR","364","1963","421800","6786762","16.09","3108666","7.37","3678096","25069000","59.43","3-06489-0001","1483 SHORE PARKWAY
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BATH BEACH","D1-ELEVATOR","462","1949","349060","5726752","16.41","2622109","7.51","3104643","22481000","64.4","0.85","3-06467-0012","8831 20 AVENUE
Brooklyn, NY 
(40.599903239496, -74.003102428511)","BATH BEACH","D1-ELEVATOR","462","1948","356010","5726752","16.09","2622109","7.37","3104643","19140000","53.76","0.9","3-07050-0001","2930 30 STREET
Brooklyn, NY 
(40.574549915707, -73.996320142813)","CONEY ISLAND","D6-ELEVATOR","371","1972","386,700","5,143,616","13.3","3,096,128","8.01","2,047,488","13,593,000","35.15","1.09"
"3-06796-0017","1730 14 STREET
Brooklyn, NY 
(40.607324969984, -73.958996347677)","3",,,,,,,,,,"MADISON","D4-ELEVATOR","84","1961","68500","810355","11.83","403465","5.89","406890","2598000","37.93","3-06795-0047","1225 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","MADISON","D1-ELEVATOR","65","1939","70000","867221","12.39","485438","6.93","381783","2417000","34.53","0.05","3-06795-0028","1746 13 STREET
Brooklyn, NY 
(40.604045463541, -73.985669218398)","MADISON","D1-ELEVATOR","42","1936","40000","450576","11.26","258546","6.46","192030","1237000","30.93","0.05",,," "," "," "," "," "," "," "," "," "," "," "," "," "
"3-05929-0058","345 BAY RIDGE PARKWAY
Brooklyn, NY 
(40.631199651566, -74.026550402973)","3","11209","40.631179","-74.026534","10","43","66","3148286","3059290058","Bay Ridge                                                                  ","BAY RIDGE","D4-ELEVATOR","59","1929","35280","534845","15.16","277654","7.87","257191","1768000","50.11","3-05961-0001","7721 4 AVENUE
Brooklyn, NY 
(40.629207528221, -74.025698203808)","BAY RIDGE","D7-ELEVATOR","41","1921","23750","444600","18.72","213513","8.99","231087","1661000","69.94","0.24","3-05929-0054","353 BAY RIDGE PARKWAY
Brooklyn, NY 
(40.631149722868, -74.026342366728)","BAY RIDGE","D1-ELEVATOR","43","1961","27048","410168","15.16","189596","7.01","220572","1516000","56.05","0","3-05928-0006","7401 RIDGE BOULEVARD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","D1-ELEVATOR","49","1924","50,400","637,903","12.66","319,795","6.35","318,108","1,947,000","38.63","0.15"
"3-05357-0030","300 OCEAN PARKWAY
Brooklyn, NY 
(40.642039868039, -73.974168121845)","3","11218","40.642087","-73.973876","12","39","494","3125450","3053570030","Kensington-Ocean Parkway                                                   ","OCEAN PARKWAY-NORTH","D4-ELEVATOR","94","1941","106500","1041570","9.78","598530","5.62","443040","1815000","17.04","3-05357-0040","320 OCEAN PARKWAY
Brooklyn, NY 
(40.641466392254, -73.974053883641)","OCEAN PARKWAY-NORTH","D1-ELEVATOR","48","1929","52524","452189","8.61","227084","4.32","225105","1346000","25.63","0","3-05358-0086","269 OCEAN PARKWAY
Brooklyn, NY 
(40.642985681151, -73.973725132436)","OCEAN PARKWAY-NORTH","D1-ELEVATOR","49","1941","56100","577000","10.29","329190","5.87","247810","1485000","26.47","0.09","3-05374-0034","390 OCEAN PARKWAY
Brooklyn, NY 
(40.639370629781, -73.973651251162)","OCEAN PARKWAY-NORTH","D1-ELEVATOR","41","1937","42,000","410,688","9.78","236,013","5.62","174,675","1,034,000","24.62","0.17"
"3-08771-0135","1625 EMMONS AVENUE
Brooklyn, NY 
(40.583355797324, -73.952216786787)","3","11235","40.583309","-73.95201","15","48","608","3247023","3087710135","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ","SHEEPSHEAD BAY","D4-ELEVATOR","148","1962","144054","2129118","14.78","970924","6.74","1158194","7989000","55.46","3-07458-0001","2611 13 STREET
Brooklyn, NY 
(40.584743353288, -73.981919307653)","SHEEPSHEAD BAY","D1-ELEVATOR","64","1958","61104","950461","15.55","485430","7.94","465031","3185000","52.12","0.29","3-08782-0034","4750 BEDFORD AVENUE
Brooklyn, NY 
(40.586079784839, -73.944055539233)","SHEEPSHEAD BAY","D3-ELEVATOR","112","1964","105440","1557995","14.78","710733","6.74","847262","5844000","55.42","0.38","3-07458-0036","3255 SHORE PARKWAY
Brooklyn, NY 
(42.433188999772, -78.748646000413)","SHEEPSHEAD BAY","D1-ELEVATOR","76","1955","64,600","923,780","14.3","498,712","7.72","425,068","2,945,000","45.59","0.29"
"3-01179-0092","55 EASTERN PARKWAY
Brooklyn, NY 
(40.672955822137, -73.966773120692)","3","11238","40.672827","-73.966643","8","35","215","3029635","3011790092","Prospect Heights                                                           ","PROSPECT HEIGHTS","D4-ELEVATOR","47","1925","44100","802620","18.2","425124","9.64","377496","2717000","61.61","3-01179-0116","171 EASTERN PARKWAY
Brooklyn, NY 
(40.672069314355, -73.963591445858)","PROSPECT HEIGHTS","D1-ELEVATOR","23","1929","12266","223227","18.2","118271","9.64","104956","755000","61.55","0","3-01172-0003","25 EASTERN PARKWAY
Brooklyn, NY 
(40.673104843104, -73.967837143476)","PROSPECT HEIGHTS","D1-ELEVATOR","30","1925","47540","524009","11.02","305169","6.42","218840","1265000","26.61","0.16","3-01177-0007","781 WASHINGTON AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","CROWN HEIGHTS","D5-ELEVATOR","63","1920","47,925","955,766","19.94","530,304","11.07","425,462","2,244,000","46.82","0.17"
"3-06122-0001","302 96 STREET
Brooklyn, NY 
(40.616440544319, -74.03386850711)","3",,,,,,,,,,"BAY RIDGE","D4-ELEVATOR","122","1951","120846","1410941","11.68","437912","3.62","973029","6226000","51.52","3-06130-0001","303 99 STREET
Brooklyn, NY 
(40.614281272611, -74.034840258341)","BAY RIDGE","D1-ELEVATOR","58","1961","50741","706510","13.92","207068","4.08","499442","2354000","46.39","0.11","3-06123-0038","450 95 STREET
Brooklyn, NY 
(40.615238404065, -74.030326958095)","BAY RIDGE","D1-ELEVATOR","72","1930","61818","1003306","16.23","481562","7.79","521744","3344000","54.09","0.13","3-06134-0038","317 100 STREET
Brooklyn, NY 
(40.613206846086, -74.03434469807)","BAY RIDGE","D1-ELEVATOR","83","1962","53,736","805,421","14.99","414,923","7.72","390,498","2,431,000","45.24","0.16"
"3-07084-0039","225 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"GRAVESEND","D4-ELEVATOR","120","1960","113442","2141785","18.88","1049339","9.25","1092446","5730000","50.51","3-06681-0225","1879 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D3-ELEVATOR","50","1987","36769","800393","21.77","400682","10.9","399711","2070000","56.3","0.45","3-06911-0006","2629 CROPSEY AVENUE
Brooklyn, NY 
(40.581338573306, -73.985731991852)","GRAVESEND","D1-ELEVATOR","106","1987","75586","1427023","18.88","699264","9.25","727759","4575000","60.53","0.96","3-07014-0001","2428 NEPTUNE AVENUE
Brooklyn, NY 
(40.578166207029, -73.991882080373)","CONEY ISLAND","D1-ELEVATOR","172","1974","147,000","2,748,900","18.7","1,320,060","8.98","1,428,840","8,325,000","56.63","1.78"
"3-05611-0044","4418 14 AVENUE
Brooklyn, NY 
(40.636393187154, -73.987135379895)","3","11219","40.636345","-73.987173","12","39","232","3136488","3056110044","Borough Park                                                               ","BOROUGH PARK","C6-WALK-UP","13","1915","24300","300000","12.35","164782","6.78","135218","857000","35.27","3-05707-0059","843 60 STREET
Brooklyn, NY 
(40.634936024567, -74.008574758407)","BOROUGH PARK","C1-WALK-UP","27","1927","20160","280500","13.91","128618","6.38","151882","917000","45.49","1.05","3-05611-0016","1322 44 STREET
Brooklyn, NY 
(40.637477643045, -73.988695321647)","BOROUGH PARK","C1-WALK-UP","31","1927","26700","332376","12.45","160086","6","172290","964000","36.1","0",,," "," "," "," "," "," "," "," "," "," "," "," "," "
"3-05268-0002","166 SEELEY STREET
Brooklyn, NY 
(40.654565837348, -73.976265416205)","3","11218","40.65467","-73.976059","7","39","50202","3122175","3052680002","Windsor Terrace                                                            ","WINDSOR TERRACE","D4-ELEVATOR","55","1938","65640","873012","13.3","505428","7.7","367584","2343000","35.69","3-01106-0005","1 PROSPECT PARK
Brooklyn, NY 
(40.700790913984, -73.990867022329)","WINDSOR TERRACE","D1-ELEVATOR","83","1921","76748","1020724","13.3","591146","7.7","429578","2849000","37.12","0.44",,," "," ",,,,,,,,,,,,,," "," "," "," "," "," "," "," "," "," "," "," "," "
"3-05197-0040","570 WESTMINSTER ROAD
Brooklyn, NY 
(40.634893431187, -73.966092067372)","3","11230","40.63494","-73.966089","14","40","526","3120093","3051970040","Flatbush                                                                   ","FLATBUSH-CENTRAL","D4-ELEVATOR","192","1935","222000","1392246","6.27","710186","3.2","682060","2904000","13.08","3-05390-0074","455 OCEAN PARKWAY
Brooklyn, NY 
(40.637480777115, -73.972647114578)","OCEAN PARKWAY-NORTH","D3-ELEVATOR","147","1964","201462","2109456","10.47","1177466","5.84","931990","5302000","26.32","0.34","3-05155-0017","400 ARGYLE ROAD
Brooklyn, NY 
(40.639568824596, -73.966051610489)","FLATBUSH-CENTRAL","D1-ELEVATOR","138","1959","176680","2159681","12.22","1236817","7","922864","5753000","32.56","0.31","3-05233-0015","612 ARGYLE ROAD
Brooklyn, NY 
(40.634259266657, -73.965051041187)","FLATBUSH-CENTRAL","D1-ELEVATOR","84","1931","86,319","953,306","11.04","533,741","6.18","419,565","2,592,000","30.03","0.1"
"3-07214-0001","2525 2 STREET
Brooklyn, NY 
(40.587933028954, -73.96779974801)","3",,,,,,,,,,"OCEAN PARKWAY-SOUTH","D4-ELEVATOR","180","1957","177000","2849700","16.1","1083240","6.12","1766460","12039000","68.02","3-07238-0002","9 MURDOCK COURT
Brooklyn, NY 
(40.585626038791, -73.96899871783)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","180","1949","169632","2352663","13.87","869402","5.13","1483261","6479000","38.19","0.18","3-07235-0001","2612 WEST STREET
Brooklyn, NY 
(40.586035845351, -73.969409550361)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","240","1951","194880","3136890","16.1","1191975","6.12","1944915","10373000","53.23","0.16","3-07234-0001","2612 2 STREET
Brooklyn, NY 
(40.58598656919, -73.971298533254)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","240","1951","194,880","3,136,890","16.1","1,226,156","6.29","1,910,734","10,373,000","53.23","0.16"
"3-06099-0051","61 OLIVER STREET
Brooklyn, NY 
(40.619704351971, -74.038487168298)","3","11209","40.619711","-74.038409","10","43","5202","3154979","3060990051","Bay Ridge                                                                  ","BAY RIDGE","D4-ELEVATOR","127","1954","120000","1343641","11.2","394220","3.29","949421","6119000","50.99","3-06104-0004","9303 SHORE ROAD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","D1-ELEVATOR","70","1957","81200","1237488","15.24","630924","7.77","606564","4167000","51.32","0.11","3-06083-0041","9108 COLONIAL ROAD
Brooklyn, NY 
(40.620909904482, -74.038039109393)","BAY RIDGE","D1-ELEVATOR","69","1949","66800","1156976","17.32","578488","8.66","578488","4176000","62.51","0.08","3-06100-0006","9269 SHORE ROAD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","D1-ELEVATOR","48","1936","67,488","825,378","12.23","437,997","6.49","387,381","2,458,000","36.42","0.06"
"3-00253-0061","76 REMSEN STREET
Brooklyn, NY 
(40.694344889028, -73.995523164233)","3","11201","40.694353","-73.995485","2","33","501","3002202","3002530061","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","D4-ELEVATOR","26","1923","29472","549063","18.63","231945","7.87","317118","2233000","75.77","3-00254-0081","142 REMSEN STREET
Brooklyn, NY 
(40.693671581243, -73.993093970266)","BROOKLYN HEIGHTS","D7-ELEVATOR","51","1936","41250","899903","21.82","437207","10.6","462696","3390000","82.18","0.09","3-00241-0011","63 MONTAGUE STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BROOKLYN HEIGHTS","D1-ELEVATOR","12","1923","9972","185778","18.63","78480","7.87","107298","771000","77.32","0.13","3-00241-0020","2 PIERREPONT STREET
Brooklyn, NY 
(40.69628435741, -73.997082555405)","BROOKLYN HEIGHTS","D1-ELEVATOR","41","1949","40,178","748,577","18.63","316,121","7.87","432,456","3,109,000","77.38","0.13"
"3-01173-0063","415 ST JOHN'S PLACE
Brooklyn, NY 
(40.673860366645, -73.964081704264)","3","11238","40.673891","-73.964343","8","35","207","3029409","3011730063","Prospect Heights                                                           ","PROSPECT HEIGHTS","C6-WALK-UP","15","1912","15612","276957","17.74","111470","7.14","165487","1193000","76.42","3-01173-0078","369 ST JOHN'S PLACE
Brooklyn, NY 
(40.674149953929, -73.965467116157)","PROSPECT HEIGHTS","C1-WALK-UP","16","1909","13385","237404","17.74","95521","7.14","141883","1023000","76.43","0","3-01173-0082","357 ST JOHN'S PLACE
Brooklyn, NY 
(40.674225498446, -73.965828527995)","PROSPECT HEIGHTS","C1-WALK-UP","16","1909","13385","221618","16.56","103916","7.76","117702","852000","63.65","0","3-01173-0051","798 WASHINGTON AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","PROSPECT HEIGHTS","C7-WALK-UP","10","1910","9,116","170,916","18.75","57,541","6.31","113,375","1,624,000","178.15","0"
"3-00232-0001","79 CLARK STREET
Brooklyn, NY 
(40.697469943764, -73.992971815924)","3","11201","40.697436","-73.992881","2","33","1","3001727","3002320001","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","D4-ELEVATOR","301","1971","450503","8307275","18.44","3987492","8.85","4319783","20250000","44.95","3-00236-0015","55 PIERREPONT STREET
Brooklyn, NY 
(40.695829631478, -73.995231517766)","BROOKLYN HEIGHTS","D7-ELEVATOR","191","1928","157042","2896321","18.44","2093637","13.33","802684","5773000","36.76","0.17","3-00221-0020","80 CRANBERRY STREET
Brooklyn, NY 
(40.699509473307, -73.992619178155)","BROOKLYN HEIGHTS","D6-ELEVATOR","137","1900","108780","2458853","22.6","985722","9.06","1473131","10766000","98.97","0.12","3-00250-0030","182 MONTAGUE STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BROOKLYN HEIGHTS","D6-ELEVATOR","187","1999","182,000","7,877,134","43.28","2,312,949","12.71","5,564,185","41,924,000","230.35","0.27"
"3-01077-0007","199 8 AVENUE
Brooklyn, NY 
(40.670436603324, -73.975271916981)","3","11215","40.670397","-73.975332","6","39","165","3025234","3010770007","Park Slope-Gowanus                                                         ","PARK SLOPE","C6-WALK-UP","16","1920","11272","259481","23.02","108775","9.65","150706","1100000","97.59","3-01077-0001","215 8 AVENUE
Brooklyn, NY 
(40.669983488913, -73.97563711367)","PARK SLOPE","C1-WALK-UP","16","1920","11250","272266","24.2","107440","9.55","164826","1199000","106.58","0","3-01093-0001","911 8 AVENUE
Brooklyn, NY 
(40.665655682039, -73.979265416551)","PARK SLOPE","C1-WALK-UP","16","1920","12160","279048","22.95","107179","8.81","171869","1255000","103.21","0.4",,," "," "," "," "," "," "," "," "," "," "," "," "," "
"3-04906-0001","3500 SNYDER AVENUE
Brooklyn, NY 
(40.649197639045, -73.94454343766)","3","11203","40.649219","-73.944431","17","45","856","3110191","3049060001","East Flatbush-Farragut                                                     ","FLATBUSH-EAST","D4-ELEVATOR","126","1957","115900","1091778","9.42","629337","5.43","462441","2409000","20.79","3-04933-0001","1151 NEW YORK AVENUE
Brooklyn, NY 
(40.645038943016, -73.946004041199)","FLATBUSH-EAST","D1-ELEVATOR","59","1929","51840","491594","9.48","261345","5.04","230249","1331000","25.68","0.24","3-04853-0093","275 LINDEN BOULEVARD
Brooklyn, NY 
(40.652725152712, -73.948853413396)","FLATBUSH-NORTH","D1-ELEVATOR","101","1930","135714","1070881","7.89","546594","4.03","524287","3095000","22.81","0.44",,," "," "," "," "," "," "," "," "," "," "," "," "," "
"3-07274-0015","440 NEPTUNE AVENUE
Brooklyn, NY 
(40.579864956105, -73.969778698469)","3","11224","40.580062","-73.969188","13","48","35602","3196581","3072740015","West Brighton                                                              ","CONEY ISLAND","D4-ELEVATOR","572","1964","623806","9675231","15.51","3474599","5.57","6200632","42482000","68.1","3-07274-0020","2940 OCEAN PARKWAY
Brooklyn, NY 
(40.578817089398, -73.968277386377)","CONEY ISLAND","D3-ELEVATOR","445","1964","470000","6890200","14.66","3651900","7.77","3238300","22359000","47.57","0","3-07274-0035","3000 OCEAN PARKWAY
Brooklyn, NY 
(40.577697724689, -73.968536005094)","CONEY ISLAND","D3-ELEVATOR","441","1964","470000","7289700","15.51","3647200","7.76","3642500","24955000","53.1","0","3-07235-0001","2612 WEST STREET
Brooklyn, NY 
(40.586035845351, -73.969409550361)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","240","1951","194,880","3,136,890","16.1","1,191,975","6.12","1,944,915","10,373,000","53.23","0.47"
"3-00917-0058","521 41 STREET
Brooklyn, NY 
(40.649883507376, -74.004553991292)","3",,,,,,,,,,"SUNSET PARK","C6-WALK-UP","41","1927","27614","421114","15.25","181424","6.57","239690","1646000","59.61","3-00913-0032","576 39 STREET
Brooklyn, NY 
(40.650257964349, -74.002269240307)","SUNSET PARK","C1-WALK-UP","22","1935","13808","217158","15.73","102117","7.4","115041","787000","57","0.05","3-00714-0044","4018 5 AVENUE
Brooklyn, NY 
(40.650632160367, -74.004642380768)","SUNSET PARK","C7-WALK-UP","32","1906","24620","365945","14.86","141726","5.76","224219","1529000","62.1","0.15",,," "," "," "," "," "," "," "," "," "," "," "," "," "
"3-04906-0065","285 35 STREET
Brooklyn, NY 
(40.594802860281, -73.995165455853)","3",,,,,,,,,,"FLATBUSH-EAST","D4-ELEVATOR","66","1959","58231","524230","9","283058","4.86","241172","1210000","20.78","3-04888-0038","305 34 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","FLATBUSH-EAST","D1-ELEVATOR","42","1936","45890","474921","10.35","280711","6.12","194210","1209000","26.35","0.15","3-04891-0001","249 37 STREET
Brooklyn, NY 
(40.593901822446, -73.99368998127)","FLATBUSH-EAST","D1-ELEVATOR","53","1931","44928","576034","12.82","309204","6.88","266830","1782000","39.66","0.17","3-04933-0001","1151 NEW YORK AVENUE
Brooklyn, NY 
(40.645038943016, -73.946004041199)","FLATBUSH-EAST","D1-ELEVATOR","59","1929","51,840","491,594","9.48","261,345","5.04","230,249","1,331,000","25.68","0.24"
"3-01178-0059","547 LINCOLN PLACE
Brooklyn, NY 
(40.671694141811, -73.958263369849)","3","11238","40.671674","-73.958269","8","35","217","3029605","3011780059","Crown Heights North                                                        ","CROWN HEIGHTS","C6-WALK-UP","16","1911","18136","332433","18.33","159234","8.78","173199","1180000","65.06","3-01178-0072","511 LINCOLN PLACE
Brooklyn, NY 
(40.671924240506, -73.959380299534)","CROWN HEIGHTS","C1-WALK-UP","24","1912","21920","392101","17.89","183575","8.37","208526","1503000","68.57","0","3-01178-0075","505 LINCOLN PLACE
Brooklyn, NY 
(40.671963251969, -73.959568191482)","CROWN HEIGHTS","C1-WALK-UP","30","1920","25556","479359","18.76","234705","9.18","244654","1758000","68.79","0",,," "," "," "," "," "," "," "," "," "," "," "," "," "
