"appeal_type","appeal_subtype","agency","status_flag","date_filed","date_closed","exam_no","title","expiration","extension","acronym"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-10-18T00:00:00.000","2018-06-19T00:00:00.000","7004","Computer Programmer Analyst","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-10-17T00:00:00.000","2018-05-03T00:00:00.000","7003","Computer Associate (Technical Support)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2017-10-17T00:00:00.000","2018-04-12T00:00:00.000","4307","School Safety Agent","2020-01-07T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2017-10-17T00:00:00.000","2018-04-06T00:00:00.000","4307","School Safety Agent","2020-01-07T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2017-10-17T00:00:00.000","2018-03-13T00:00:00.000","3316","Police Officer","2019-12-14T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-10-16T00:00:00.000","2018-06-13T00:00:00.000","7003","Computer Associate (Technical Support)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2017-10-16T00:00:00.000","2018-07-11T00:00:00.000","3316","Police Officer","2019-12-14T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-10-16T00:00:00.000","2018-05-11T00:00:00.000","7003","Computer Associate (Technical Support)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-10-16T00:00:00.000","2018-01-23T00:00:00.000","7003","Computer Associate (Technical Support)",,,"DCAS"
"Section 50","Score","Transit Authority - NYCTA","Closed","2017-10-13T00:00:00.000","2018-02-01T00:00:00.000","5716","Conductor","2021-02-01T00:00:00.000",,"NYCTA"
"Section 50","Psych","Police Department - NYPD","Closed","2017-10-13T00:00:00.000","2018-09-04T00:00:00.000","3318","Police Officer","2019-12-17T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2017-10-12T00:00:00.000","2018-02-05T00:00:00.000","4306","Police Officer","2019-12-23T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-10-11T00:00:00.000","2018-02-02T00:00:00.000","7004","Computer Programmer Analyst","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-10-10T00:00:00.000","2018-05-25T00:00:00.000","7003","Computer Associate (Technical Support)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-10-10T00:00:00.000","2018-07-12T00:00:00.000","5522","Associate Job Opportunity Specialist","2021-03-22T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-10-10T00:00:00.000","2018-01-31T00:00:00.000","7003","Computer Associate (Technical Support)",,,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2017-10-10T00:00:00.000","2018-03-09T00:00:00.000","3311","Police Officer","2019-06-29T00:00:00.000",,"NYPD"
"Section 50","Character","Department of Correction - DOC","Closed","2017-10-10T00:00:00.000","2018-04-24T00:00:00.000","2304","Correction Officer","2018-11-12T00:00:00.000",,"DOC"
"Section 76","Termination","Department of Correction - DOC","Closed","2017-10-10T00:00:00.000","2018-09-06T00:00:00.000",,,,,"DOC"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-10-09T00:00:00.000","2018-04-06T00:00:00.000","7003","Computer Associate (Technical Support)",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-10-06T00:00:00.000","2018-01-19T00:00:00.000","7029","Statistician",,,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-10-05T00:00:00.000","2018-03-13T00:00:00.000","4330","School Safety Agent","2020-04-29T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-10-03T00:00:00.000","2018-05-07T00:00:00.000","6012","Auto Mechanic","2021-09-06T00:00:00.000",,"DCAS"
"Section 50","Unauthorized Substance","Police Department - NYPD","Closed","2017-10-03T00:00:00.000","2018-08-02T00:00:00.000","6321","Police Communications Technician","2021-02-01T00:00:00.000",,"NYPD"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-10-02T00:00:00.000","2018-05-30T00:00:00.000","6524","Assistant Resident Buildings Superintendent","2021-07-05T00:00:00.000",,"DCAS"
"Section 50","Medical","Police Department - NYPD","Closed","2017-10-02T00:00:00.000","2018-02-28T00:00:00.000","7303","Traffic Enforcement Agent","2021-03-08T00:00:00.000",,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2017-10-02T00:00:00.000","2018-02-09T00:00:00.000","7004","Computer Programmer Analyst","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-09-29T00:00:00.000","2018-01-30T00:00:00.000","4312","Police Officer","2020-06-22T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-09-28T00:00:00.000","2018-01-19T00:00:00.000","7004","Computer Programmer Analyst","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2017-09-28T00:00:00.000","2018-03-07T00:00:00.000","3310","Police Officer","2019-06-25T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-09-28T00:00:00.000","2018-03-20T00:00:00.000","7004","Computer Programmer Analyst","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-09-28T00:00:00.000","2018-04-02T00:00:00.000","7004","Computer Programmer Analyst","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-09-28T00:00:00.000","2018-05-24T00:00:00.000","6524","Assistant Resident Buildings Superintendent","2021-07-05T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-09-28T00:00:00.000","2018-06-29T00:00:00.000","7029","Statistician","2021-12-20T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-09-28T00:00:00.000","2018-01-17T00:00:00.000","6012","Auto Mechanic","2021-09-06T00:00:00.000",,"DCAS"
"Section 50","Medical","Department of Correction - DOC","Closed","2017-09-28T00:00:00.000","2018-02-01T00:00:00.000","6315","Correction Officer","2020-06-15T00:00:00.000",,"DOC"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-09-27T00:00:00.000","2018-05-03T00:00:00.000","7004","Computer Programmer Analyst","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2017-09-27T00:00:00.000","2018-05-17T00:00:00.000","3315","Police Officer","2019-12-10T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-09-27T00:00:00.000","2018-05-08T00:00:00.000","6014","Auto Mechanic (Diesel)","2021-09-06T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-09-27T00:00:00.000","2018-05-02T00:00:00.000","7004","Computer Programmer Analyst","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-09-27T00:00:00.000","2018-01-25T00:00:00.000","4312","Police Officer","2020-06-22T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-09-27T00:00:00.000","2018-02-23T00:00:00.000","5039","Principal Administrative Associate","2021-07-19T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-09-26T00:00:00.000","2018-07-12T00:00:00.000","6012","Auto Mechanic","2021-09-06T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-09-25T00:00:00.000","2018-07-12T00:00:00.000","7004","Computer Programmer Analyst","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-09-25T00:00:00.000","2018-01-03T00:00:00.000","3309","Police Officer","2019-09-23T00:00:00.000",,"NYPD"
"Section 50","Unauthorized Substance","Fire Department - FDNY","Closed","2017-09-25T00:00:00.000","2018-02-02T00:00:00.000","7000","Emergency Medical Specialist - EMT","2021-03-29T00:00:00.000",,"FDNY"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-09-22T00:00:00.000","2018-05-01T00:00:00.000","6012","Auto Mechanic","2021-09-06T00:00:00.000",,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2017-09-22T00:00:00.000","2018-02-01T00:00:00.000","4323","Police Officer","2020-08-26T00:00:00.000",,"NYPD"
"Section 50","Medical","Police Department - NYPD","Closed","2017-09-22T00:00:00.000","2018-05-30T00:00:00.000","5329","Police Officer","2021-07-07T00:00:00.000",,"NYPD"
"Section 50","Eligibility","Department of Citywide Administrative Services - DCAS","Closed","2017-09-22T00:00:00.000","2018-04-04T00:00:00.000","7532","Promotion to Lieutenant (Police)",,,"DCAS"
"Section 50","Medical","Department of Correction - DOC","Closed","2017-09-22T00:00:00.000","2018-01-29T00:00:00.000","7322","Correction Officer","2021-05-17T00:00:00.000",,"DOC"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-09-21T00:00:00.000","2018-04-04T00:00:00.000","6012","Auto Mechanic","2021-09-06T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-09-21T00:00:00.000","2018-05-24T00:00:00.000","7004","Computer Programmer Analyst","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-09-20T00:00:00.000","2018-04-18T00:00:00.000","7004","Computer Programmer Analyst","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Medical","Department of Correction - DOC","Closed","2017-09-18T00:00:00.000","2018-06-26T00:00:00.000","7322","Correction Officer","2021-05-17T00:00:00.000",,"DOC"
"Section 50","Medical","Department of Correction - DOC","Closed","2017-09-18T00:00:00.000","2018-02-06T00:00:00.000","7322","Correction Officer","2021-05-17T00:00:00.000",,"DOC"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-09-15T00:00:00.000","2018-05-03T00:00:00.000","7004","Computer Programmer Analyst","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Character","Department of Correction - DOC","Closed","2017-09-15T00:00:00.000","2018-01-31T00:00:00.000","4311","Correction Officer","2019-09-24T00:00:00.000",,"DOC"
"Section 76","Suspension","Police Department - NYPD","Closed","2017-09-15T00:00:00.000","2018-04-02T00:00:00.000",,,,,"NYPD"
"Section 76","Termination","Housing Authority - NYCHA","Closed","2017-09-14T00:00:00.000","2018-01-10T00:00:00.000",,,,,"NYCHA"
"Section 50","Psych","Police Department - NYPD","Closed","2017-08-28T00:00:00.000","2018-05-17T00:00:00.000","4307","School Safety Agent","2020-01-07T00:00:00.000",,"NYPD"
"Section 50","Character","Department of Correction - DOC","Closed","2017-09-14T00:00:00.000","2018-03-26T00:00:00.000","6315","Correction Officer","2020-06-15T00:00:00.000",,"DOC"
"Section 50","Character","Police Department - NYPD","Closed","2017-09-14T00:00:00.000","2018-05-18T00:00:00.000","4313","Police Officer","2020-06-23T00:00:00.000",,"NYPD"
"Section 50","Eligibility","Department of Citywide Administrative Services - DCAS","Closed","2017-09-14T00:00:00.000","2018-04-20T00:00:00.000","5537","Promotion to Principal Administrative Associate","2021-02-22T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-09-14T00:00:00.000","2018-02-23T00:00:00.000","8098","Train Operator","2017-09-19T00:00:00.000",,"DCAS"
"Section 50","Medical","Department of Correction - DOC","Closed","2017-09-14T00:00:00.000","2018-05-31T00:00:00.000","7322","Correction Officer","2021-05-17T00:00:00.000",,"DOC"
"Section 50","Medical","Police Department - NYPD","Closed","2017-09-13T00:00:00.000","2018-03-26T00:00:00.000","5311","Police Officer","2021-04-12T00:00:00.000",,"NYPD"
"Section 50","Character","Department of Correction - DOC","Closed","2017-09-13T00:00:00.000","2018-03-12T00:00:00.000","7320","Correction Officer","2021-01-11T00:00:00.000",,"DOC"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-09-13T00:00:00.000","2018-03-14T00:00:00.000","6044","Fraud Investigator",,,"DCAS"
"Section 50","Character","Department of Correction - DOC","Closed","2017-09-13T00:00:00.000","2018-01-29T00:00:00.000","7329","Correction Officer","2021-02-15T00:00:00.000",,"DOC"
"Section 50","Unauthorized Substance","Police Department - NYPD","Closed","2017-09-12T00:00:00.000","2018-03-15T00:00:00.000","5320","Police Officer","2021-06-30T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-09-12T00:00:00.000","2018-02-15T00:00:00.000","6012","Auto Mechanic","2021-09-06T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-09-08T00:00:00.000","2018-03-12T00:00:00.000","7004","Computer Programmer Analyst","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2017-09-08T00:00:00.000","2018-02-21T00:00:00.000","5319","Traffic Enforcement Agent","2019-10-28T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-09-08T00:00:00.000","2018-05-03T00:00:00.000","7004","Computer Programmer Analyst","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2017-09-06T00:00:00.000","2018-09-27T00:00:00.000","6307","Traffic Enforcement Agent","2020-06-16T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-09-06T00:00:00.000","2018-08-06T00:00:00.000","6012","Auto Mechanic","2021-09-06T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2017-09-06T00:00:00.000","2018-08-06T00:00:00.000","6014","Auto Mechanic (Diesel)",,,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Closed","2017-09-05T00:00:00.000","2018-07-31T00:00:00.000","5511","Promotion to Captain (Correction)","2020-05-11T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2017-09-01T00:00:00.000","2018-02-05T00:00:00.000","4316","Police Officer","2020-08-24T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2017-09-01T00:00:00.000","2018-01-10T00:00:00.000","4300","Police Officer","2019-12-22T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2017-09-01T00:00:00.000","2018-04-03T00:00:00.000","4307","School Safety Agent","2020-01-07T00:00:00.000",,"NYPD"
