"manhattan_cooperatives_comparable_properties_boro_block_lot","manhattan_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","manhattan_cooperatives_comparable_properties_neighborhood","manhattan_cooperatives_comparable_properties_building_classification","manhattan_cooperatives_comparable_properties_total_units","manhattan_cooperatives_comparable_properties_year_built","manhattan_cooperatives_comparable_properties_gross_sqft","manhattan_cooperatives_comparable_properties_estimated_gross_income","manhattan_cooperatives_comparable_properties_gross_income_per_sqft","manhattan_cooperatives_comparable_properties_estimated_expense","manhattan_cooperatives_comparable_properties_expense_per_sqft","manhattan_cooperatives_comparable_properties_net_operating_income","manhattan_cooperatives_comparable_properties_full_market_value","manhattan_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_estimated_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_estimated_expense","comparable_rental_1_expense_per_sqft","comparable_rental_1_net_operating_income","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_distance_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_estimated_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_estimated_expense","comparable_rental_2_expense_per_sqft","comparable_rental_2_net_operating_income","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_distance_from_coop_in_miles","comparable_rental_3_boro_block_lot","comparable_rental_3_address","comparable_rental_3_neighborhood","comparable_rental_3_building_classification","comparable_rental_3_total_units","comparable_rental_3_year_built","comparable_rental_3_gross_sqft","comparable_rental_3_estimated_gross_income","comparable_rental_3_gross_income_per_sqft","comparable_rental_3_estimated_expense","comparable_rental_3_expense_per_sqft","comparable_rental_3_net_operating_income","comparable_rental_3_full_market_value","comparable_rental_3_market_value_per_sqft","comparable_rental_3_distance_from_coop_in_miles"
"1-01497-0007","7 85 STREET
New York, NY 
(40.626206951728, -74.038514003975)","1",,,,,,,,,,"UPPER EAST SIDE (79-96)","D4-ELEVATOR","38","1928","37099","1165651","31.42","358747","9.67","806904","6022000","162.32","1-01515-0007","103 86 STREET
New York, NY 
(40.624726738547, -74.036273856271)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","52","1914","91260","2919965","32","1021121","11.19","1898844","14156000","155.12","0.2","1-01516-0013","1290 LEXINGTON AVENUE
New York, NY 
(40.780344508967, -73.95493515862)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","123","1962","151184","4750837","31.42","1462338","9.67","3288499","24543000","162.34","0.22","1-01497-0009","1150 MADISON AVENUE","UPPER EAST SIDE (79-96)","D6-ELEVATOR","360","1923","472,600","14,804,490","31.33","4,531,971","9.59","10,272,519","76,683,000","162.26","0"
"1-01391-0034","840 PARK AVENUE
New York, NY 
(40.773923349678, -73.961886917906)","1","10075","40.773843","-73.961838","8","4","130","1041800","1013910034","Upper East Side-Carnegie Hill                                              ","UPPER EAST SIDE (59-79)","D4-ELEVATOR","19","1912","64827","2521122","38.89","566588","8.74","1954534","14785000","228.07","1-01392-0047","50 78 STREET
New York, NY 
(40.631012455929, -74.036005869297)","UPPER EAST SIDE (59-79)","D6-ELEVATOR","48","1936","52356","2654820","50.71","619711","11.84","2035109","15241000","291.1","0.05","1-01391-0002","952 5 AVENUE
New York, NY 
(40.775329430265, -73.964904228432)","UPPER EAST SIDE (59-79)","D9-ELEVATOR","38","1923","41287","1605662","38.89","361009","8.74","1244653","9415000","228.04","0.09","1-01409-0021","1033 LEXINGTON AVENUE","UPPER EAST SIDE (59-79)","D6-ELEVATOR","35","1923","71,189","2,336,130","32.82","868,302","12.2","1,467,828","10,916,000","153.34","0.22"
"1-01165-0004","290 END AVENUE
New York, NY 
(40.756053999992, -73.986951000288)","1",,,,,,,,,,"UPPER WEST SIDE (59-79)","D4-ELEVATOR","63","1925","148845","5141106","34.54","1738510","11.68","3402596","25199000","169.3","1-01162-0046","228 71 STREET
New York, NY 
(40.634636339275, -74.02861742798)","UPPER WEST SIDE (59-79)","D5-ELEVATOR","170","1917","106920","5128337","47.96","1655073","15.48","3473264","26081000","243.93","0.16","1-01144-0056","160 73 STREET
New York, NY 
(40.633610683721, -74.030611594175)","UPPER WEST SIDE (59-79)","D3-ELEVATOR","148","1929","126513","2670831","21.11","995942","7.87","1674889","12292000","97.16","0.2",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-01183-0035","257 END AVENUE
New York, NY 
(40.756053999992, -73.986951000288)","1",,,,,,,,,,"UPPER WEST SIDE (59-79)","D4-ELEVATOR","35","1942","32940","986553","29.95","270437","8.21","716116","5365000","162.87","1-01183-0022","325 71 STREET
New York, NY 
(40.634451173995, -74.02759578133)","UPPER WEST SIDE (59-79)","D7-ELEVATOR","29","1920","21960","604461","27.53","196108","8.93","408353","2944000","134.06","0","1-01163-0011","251 71 STREET
New York, NY 
(40.634544504763, -74.027971626852)","UPPER WEST SIDE (59-79)","D7-ELEVATOR","25","1920","33600","1087725","32.37","251503","7.49","836222","6225000","185.27","0.14",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-01525-0036","222 80 STREET
New York, NY 
(40.628301095375, -74.031317722832)","1",,,,,,,,,,"UPPER EAST SIDE (79-96)","D4-ELEVATOR","95","1962","94404","2833064","30.01","603242","6.39","2229822","16703000","176.93","1-01431-0016","231 76 STREET
New York, NY 
(40.631221459132, -74.029897000109)","UPPER EAST SIDE (59-79)","D3-ELEVATOR","90","1938","82065","2290882","27.92","775027","9.44","1515855","10916000","133.02","0.16","1-01527-0009","219 81 STREET
New York, NY 
(40.62763740819, -74.03170248151)","UPPER EAST SIDE (79-96)","D3-ELEVATOR","53","1972","36720","1253254","34.13","438804","11.95","814450","6037000","164.41","0.1","1-01473-0038","420 EAST 79 STREET","UPPER EAST SIDE (59-79)","D3-ELEVATOR","112","1959","113,820","3,455,427","30.36","1,286,283","11.3","2,169,144","16,224,000","142.54","0.28"
"1-01229-0001","440 END AVENUE
New York, NY 
(40.756053999992, -73.986951000288)","1",,,,,,,,,,"UPPER WEST SIDE (79-96)","D4-ELEVATOR","99","1928","162075","3784451","23.35","1778692","10.97","2005759","14633000","90.29","1-01228-0001","420 END AVENUE
New York, NY 
(40.756053999992, -73.986951000288)","UPPER WEST SIDE (79-96)","D3-ELEVATOR","38","1916","85942","1778999","20.7","818168","9.52","960831","7058000","82.13","0.05","1-01245-0040","328 83 STREET
New York, NY 
(40.625473066323, -74.029364778255)","UPPER WEST SIDE (79-96)","D3-ELEVATOR","42","1950","30600","714510","23.35","321300","10.5","393210","2869000","93.76","0.1","1-01231-0026","215 WEST 83 STREET","UPPER WEST SIDE (79-96)","D3-ELEVATOR","113","1927","82,916","2,083,527","25.13","653,673","7.88","1,429,854","10,382,000","125.21","0.13"
"1-01602-0013","17 96 STREET
New York, NY 
(40.615977217708, -74.037741652791)","1",,,,,,,,,,"UPPER EAST SIDE (96-110)","D4-ELEVATOR","67","1923","85290","2337799","27.41","736053","8.63","1601746","11551000","135.43","1-01602-0066","6 97 STREET
New York, NY 
(40.61520993316, -74.037532110536)","UPPER EAST SIDE (96-110)","D1-ELEVATOR","24","1930","14952","409857","27.41","129092","8.63","280765","2025000","135.43","0","1-01603-0025","53 97 STREET
New York, NY 
(40.615452562619, -74.037024805817)","UPPER EAST SIDE (96-110)","D1-ELEVATOR","24","1920","27500","549485","19.98","166357","6.05","383128","2740000","99.64","0.11","1-01521-0007","115 EAST 92 STREET","UPPER EAST SIDE (79-96)","D3-ELEVATOR","54","1927","65,692","2,557,031","38.92","964,819","14.69","1,592,212","12,043,000","183.33","0.28"
"1-01346-0020","347 53 STREET
New York, NY 
(40.645416939966, -74.015295008576)","1",,,,,,,,,,"MIDTOWN EAST","D4-ELEVATOR","44","1961","39000","1312740","33.66","485550","12.45","827190","6141000","157.46","1-01346-0023","965 1 AVENUE
New York, NY 
(40.755918922651, -73.964674816197)","MIDTOWN EAST","D7-ELEVATOR","42","1934","38934","1269698","32.61","426410","10.95","843288","6274000","161.14","0","1-01344-0033","340 52 STREET
New York, NY 
(40.64598933198, -74.014869844404)","MIDTOWN EAST","D7-ELEVATOR","67","1941","51338","1805341","35.17","670122","13.05","1135219","8397000","163.56","0.1","1-01363-0001","930 1 AVENUE","MIDTOWN EAST","D7-ELEVATOR","39","1941","38,700","803,820","20.77","238,267","6.16","565,553","4,154,000","107.34","0.18"
"1-01519-0067","108 91 STREET
New York, NY 
(40.621178952329, -74.037566924989)","1",,,,,,,,,,"UPPER EAST SIDE (79-96)","D4-ELEVATOR","42","1928","41600","1307072","31.42","402272","9.67","904800","6753000","162.33","1-01518-0009","115 89 STREET
New York, NY 
(40.622523196482, -74.036716247475)","UPPER EAST SIDE (79-96)","D3-ELEVATOR","45","1924","52848","1722738","32.6","596541","11.29","1126197","8379000","158.55","0.05","1-01522-0158","1442 LEXINGTON AVENUE
New York, NY 
(40.78442743098, -73.951967395923)","UPPER EAST SIDE (79-96)","D7-ELEVATOR","17","1920","15596","553034","35.46","193546","12.41","359488","2657000","170.36","0.15","1-01516-0013","1290 LEXINGTON AVENUE","UPPER EAST SIDE (79-96)","D6-ELEVATOR","123","1962","151,184","4,750,837","31.42","1,462,338","9.67","3,288,499","24,543,000","162.34","0.15"
"1-00482-0001","41 CROSBY STREET
New York, NY 
(40.721654753335, -73.99883106687)","1","10012","40.721656","-73.998824","2","1","45","1081554","1004820001","SoHo-TriBeCa-Civic Center-Little Italy                                     ","SOHO","D4-ELEVATOR","14","1900","31365","1136040","36.22","272876","8.7","863164","6365000","202.93","1-00348-0040","90 CLINTON STREET
New York, NY 
(40.718365137764, -73.985403359154)","LOWER EAST SIDE","D6-ELEVATOR","36","1900","38498","1366791","35.5","355488","9.23","1011303","7475000","194.17","0.72","1-00350-0026","19 CLINTON STREET
New York, NY 
(40.720719458424, -73.984217083894)","LOWER EAST SIDE","D1-ELEVATOR","25","2005","36000","1329829","36.94","294256","8.17","1035573","7623000","211.75","0.7",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-02116-0019","526 158 STREET
New York, NY 
(40.833785627223, -73.94236671467)","1",,,,,,,,,,"WASHINGTON HEIGHTS LOWER","C6-WALK-UP","30","1925","21270","326495","15.35","129322","6.08","197173","1188000","55.85","1-02116-0015","540 158 STREET
New York, NY 
(40.833941415482, -73.942736258911)","WASHINGTON HEIGHTS LOWER","C1-WALK-UP","30","1925","21150","337131","15.94","161798","7.65","175333","1197000","56.6","0","1-02116-0017","536 158 STREET
New York, NY 
(40.833896904569, -73.942630674884)","WASHINGTON HEIGHTS LOWER","C1-WALK-UP","30","1925","21450","329258","15.35","167739","7.82","161519","959000","44.71","0","1-02118-0043","509 WEST 159 STREET","WASHINGTON HEIGHTS LOWER","C7-WALK-UP","25","1916","15,558","181,125","11.64","80,576","5.18","100,549","644,000","41.39","0.1"
"1-01324-0030","246 51 STREET
New York, NY 
(40.647896041126, -74.016503307201)","1",,,,,,,,,,"MIDTOWN EAST","C6-WALK-UP","25","1926","15210","536153","35.25","127156","8.36","408997","3024000","198.82","1-01325-0036","234 52 STREET
New York, NY 
(40.647484183523, -74.017335460604)","MIDTOWN EAST","C5-WALK-UP","28","1913","14256","502560","35.25","119182","8.36","383378","2835000","198.86","0.05","1-01344-0020","347 51 STREET
New York, NY 
(40.646541889832, -74.014130246883)","MIDTOWN EAST","D9-ELEVATOR","22","1950","11130","444924","39.98","149553","13.44","295371","2232000","200.54","0.15","1-01344-0021","349 EAST 51 STREET","MIDTOWN EAST","C4-WALK-UP","21","1901","10,275","372,932","36.3","103,740","10.1","269,192","1,985,000","193.19","0.15"
"1-00776-0065","250 27 STREET
New York, NY 
(40.658610847602, -73.998007710838)","1",,,,,,,,,,"CHELSEA","D0-ELEVATOR","82","1918","66636","1849149","27.75","690349","10.36","1158800","8348000","125.28","1-00776-0020","229 26 STREET
New York, NY 
(40.599453984632, -74.001192200797)","CHELSEA","D9-ELEVATOR","26","1925","13000","314303","24.18","137649","10.59","176654","1285000","98.85","0","1-00775-0046","220 26 STREET
New York, NY 
(40.59958962956, -74.001145007378)","CHELSEA","D6-ELEVATOR","129","2000","136477","5157621","37.79","1035252","7.59","4122369","31206000","228.65","0.05","1-00773-0027","225 WEST 23 STREET","CHELSEA","D7-ELEVATOR","138","1930","66,524","1,845,723","27.75","689,397","10.36","1,156,326","8,330,000","125.22","0.14"
"1-01489-0037","508 78 STREET
New York, NY 
(40.627046576223, -74.023325154984)","1",,,,,,,,,,"UPPER EAST SIDE (59-79)","C6-WALK-UP","384","1910","98580","3820961","38.76","1035090","10.5","2785871","21075000","213.79","1-01490-0028","542 79 STREET
New York, NY 
(40.625994520591, -74.023075613012)","UPPER EAST SIDE (59-79)","C1-WALK-UP","113","1911","54792","2123625","38.76","575390","10.5","1548235","11712000","213.75","0.06","1-01490-0015","519 78 STREET
New York, NY 
(40.626956047047, -74.023055499537)","UPPER EAST SIDE (59-79)","C1-WALK-UP","100","1911","44764","1790489","40","507416","11.34","1283073","9697000","216.62","0.06","1-01490-0019","527 EAST 78 STREET","UPPER EAST SIDE (59-79)","C1-WALK-UP","102","1911","44,364","1,650,345","37.2","500,409","11.28","1,149,936","8,460,000","190.7","0.06"
"1-00623-0055","281 11 STREET
New York, NY 
(40.66862981858, -73.988595352703)","1",,,,,,,,,,"GREENWICH VILLAGE-WEST","C6-WALK-UP","20","1910","11592","506802","43.72","153130","13.21","353672","2664000","229.81","1-00624-0059","63 BANK STREET
New York, NY 
(40.736763363427, -74.004289951588)","GREENWICH VILLAGE-WEST","C4-WALK-UP","15","1901","10440","456416","43.72","137916","13.21","318500","2399000","229.79","0.05","1-00622-0026","97 PERRY STREET
New York, NY 
(40.735234515977, -74.005405110904)","GREENWICH VILLAGE-WEST","C4-WALK-UP","15","1910","9145","255402","27.93","100083","10.94","155319","1118000","122.25","0.08","1-00622-0067","81 PERRY STREET","GREENWICH VILLAGE-WEST","C4-WALK-UP","17","1901","9,050","443,585","49.01","134,902","14.91","308,683","2,314,000","255.69","0.05"
"1-02070-0017","525 138 STREET
New York, NY 
(40.821558728134, -73.952500099115)","1",,,,,,,,,,"HARLEM-WEST","C6-WALK-UP","20","1910","17585","205569","11.69","119578","6.8","85991","550000","31.28","1-01987-0036","1496 AMSTERDAM AVENUE
New York, NY 
(40.818107040977, -73.952821751851)","HARLEM-WEST","C1-WALK-UP","25","1905","17749","217894","12.28","108725","6.13","109169","692000","38.99","0.25","1-02025-0058","228 140 STREET
New York, NY 
(40.818836880093, -73.94231432617)","HARLEM-CENTRAL","C1-WALK-UP","18","1920","15292","169737","11.1","110463","7.22","59274","366000","23.93","0.48",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-00909-0001","407 3 AVENUE
New York, NY 
(40.742168288823, -73.980709727979)","1","10016","40.742347","-73.980574","6","2","66","1019888","1009090001","Murray Hill-Kips Bay                                                       ","MURRAY HILL","D4-ELEVATOR","264","1964","253489","8048276","31.75","2676844","10.56","5371432","40061000","158.04","1-00907-0016","225 26 STREET
New York, NY 
(40.59951273734, -74.001132180045)","GRAMERCY","D9-ELEVATOR","90","1963","54252","1538123","28.35","499559","9.21","1038564","7470000","137.69","0.1","1-00883-0047","382 3 AVENUE
New York, NY 
(40.741673661707, -73.981078450011)","GRAMERCY","D6-ELEVATOR","37","1984","30800","1082500","35.15","366706","11.91","715794","5294000","171.88","0.13",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-00742-0049","318 19 STREET
New York, NY 
(40.600589540538, -74.008515609863)","1",,,,,,,,,,"CHELSEA","D4-ELEVATOR","34","1900","22700","767260","33.8","173201","7.63","594059","4409000","194.23","1-00927-0038","320 22 STREET
New York, NY 
(40.659113903277, -73.991295168789)","KIPS BAY","D9-ELEVATOR","94","1948","67048","2481933","37.02","421819","6.29","2060114","15162000","226.14","1.21","1-01061-0060","458 52 STREET
New York, NY 
(40.644514645696, -74.012413069497)","CLINTON","D9-ELEVATOR","26","1910","21000","642073","30.57","188156","8.96","453917","3394000","161.62","1.62",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-01473-0012","417 78 STREET
New York, NY 
(40.628444638317, -74.025471200645)","1",,,,,,,,,,"UPPER EAST SIDE (59-79)","C6-WALK-UP","16","1910","8000","287040","35.88","94560","11.82","192480","1421000","177.63","1-01473-0004","1502 1 AVENUE
New York, NY 
(40.771971820874, -73.952956650155)","UPPER EAST SIDE (59-79)","C7-WALK-UP","11","1910","7676","315173","41.06","77796","10.13","237377","1793000","233.59","0","1-01473-0003","1500 1 AVENUE
New York, NY 
(40.771917861552, -73.952992623036)","UPPER EAST SIDE (59-79)","C7-WALK-UP","15","1910","8775","381740","43.5","82357","9.39","299383","2255000","256.98","0",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-01527-0040","218 82 STREET
New York, NY 
(40.626805821577, -74.031803298538)","1",,,,,,,,,,"UPPER EAST SIDE (79-96)","C6-WALK-UP","21","1920","10480","359070","34.26","115546","11.03","243524","1804000","172.14","1-01530-0008","217 84 STREET
New York, NY 
(40.786622153344, -73.976474552069)","UPPER EAST SIDE (79-96)","C7-WALK-UP","21","1920","10050","357276","35.55","90751","9.03","266525","1970000","196.02","0.15","1-01528-0012","223 82 STREET
New York, NY 
(40.626805730689, -74.031559222846)","UPPER EAST SIDE (79-96)","C7-WALK-UP","21","1930","9210","304409","33.05","67801","7.36","236608","1759000","190.99","0.05","1-01544-0044","314 EAST 82 STREET","UPPER EAST SIDE (79-96)","C7-WALK-UP","19","1915","11,629","533,460","45.87","128,385","11.04","405,075","3,046,000","261.93","0.14"
"1-01408-0071","791 PARK AVENUE
New York, NY 
(40.772169671721, -73.962894158579)","1","10021","40.772194","-73.963015","8","4","128","1043066","1014080071","Upper East Side-Carnegie Hill                                              ","UPPER EAST SIDE (59-79)","D4-ELEVATOR","32","1925","116499","3823497","32.82","1421288","12.2","2402209","17866000","153.36","1-01409-0021","1033 LEXINGTON AVENUE
New York, NY 
(40.771908868332, -73.961122494181)","UPPER EAST SIDE (59-79)","D6-ELEVATOR","35","1923","71189","2336130","32.82","868302","12.2","1467828","10916000","153.34","0.1","1-01426-0029","242 72 STREET
New York, NY 
(40.633856361907, -74.028510807591)","UPPER EAST SIDE (59-79)","D6-ELEVATOR","71","1930","97750","2977333","30.46","999812","10.23","1977521","14789000","151.29","0.23","1-01409-0042","192 EAST 75 STREET","UPPER EAST SIDE (59-79)","D6-ELEVATOR","43","1927","40,249","1,408,542","35","315,371","7.84","1,093,171","8,088,000","200.95","0.1"
"1-01183-0046","330 72 STREET
New York, NY 
(40.633251862758, -74.025966872844)","1",,,,,,,,,,"UPPER WEST SIDE (59-79)","D4-ELEVATOR","63","1927","100056","3611021","36.09","1205675","12.05","2405346","17742000","177.32","1-01162-0046","228 71 STREET
New York, NY 
(40.634636339275, -74.02861742798)","UPPER WEST SIDE (59-79)","D5-ELEVATOR","170","1917","106920","5128337","47.96","1655073","15.48","3473264","26081000","243.93","0.16","1-01158-0038","210 70 STREET
New York, NY 
(40.635325046364, -74.028984894065)","UPPER WEST SIDE (59-79)","D7-ELEVATOR","186","1924","171085","4141246","24.21","1475529","8.62","2665717","19395000","113.36","0.23",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-01427-0034","220 73 STREET
New York, NY 
(40.633301895087, -74.029329744969)","1",,,,,,,,,,"UPPER EAST SIDE (59-79)","D4-ELEVATOR","92","1932","90700","2944122","32.46","918791","10.13","2025331","15073000","166.19","1-01409-0021","1033 LEXINGTON AVENUE
New York, NY 
(40.771908868332, -73.961122494181)","UPPER EAST SIDE (59-79)","D6-ELEVATOR","35","1923","71189","2336130","32.82","868302","12.2","1467828","10916000","153.34","0.15","1-01429-0037","222 75 STREET
New York, NY 
(40.63192020894, -74.029840897603)","UPPER EAST SIDE (59-79)","D3-ELEVATOR","41","1930","23490","762540","32.46","238055","10.13","524485","3903000","166.16","0.1","1-01426-0029","242 EAST 72 STREET","UPPER EAST SIDE (59-79)","D6-ELEVATOR","71","1930","97,750","2,977,333","30.46","999,812","10.23","1,977,521","14,789,000","151.29","0.06"
"1-01392-0040","876 PARK AVENUE
New York, NY 
(40.774849651368, -73.961221419605)","1","10075","40.774864","-73.96109","8","4","142","1041830","1013920040","Upper East Side-Carnegie Hill                                              ","UPPER EAST SIDE (59-79)","D4-ELEVATOR","26","1917","88530","3442932","38.89","773752","8.74","2669180","20190000","228.06","1-01391-0002","952 5 AVENUE
New York, NY 
(40.775329430265, -73.964904228432)","UPPER EAST SIDE (59-79)","D9-ELEVATOR","38","1923","41287","1605662","38.89","361009","8.74","1244653","9415000","228.04","0.1","1-01492-0015","1058 MADISON AVENUE
New York, NY 
(40.777187888644, -73.961482222993)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","72","1938","104209","4751931","45.6","1282453","12.31","3469478","26098000","250.44","0.18","1-01409-0021","1033 LEXINGTON AVENUE","UPPER EAST SIDE (59-79)","D6-ELEVATOR","35","1923","71,189","2,336,130","32.82","868,302","12.2","1,467,828","10,916,000","153.34","0.24"
"1-00864-0035","10 PARK AVENUE
New York, NY 
(40.747402343034, -73.981249321197)","1","10016","40.747339","-73.981165","6","2","74","1017105","1008640035","Midtown-Midtown South                                                      ","MURRAY HILL","D4-ELEVATOR","275","1932","218364","7238767","33.15","2249149","10.3","4989618","37081000","169.81","1-00865-0040","30 PARK AVENUE
New York, NY 
(40.748184753199, -73.980691741539)","MURRAY HILL","D6-ELEVATOR","247","1955","236315","7934506","33.58","2788207","11.8","5146299","38214000","161.71","0.05","1-00866-0035","40 PARK AVENUE
New York, NY 
(40.748580454892, -73.980394965269)","MURRAY HILL","D6-ELEVATOR","160","1950","153398","5085102","33.15","1579746","10.3","3505356","26051000","169.83","0.1","1-00865-0024","35 EAST 35 STREET","MURRAY HILL","D6-ELEVATOR","135","1955","132,955","4,016,575","30.21","942,407","7.09","3,074,168","23,017,000","173.12","0.05"
