"facility_pk","facilityname","service_category","service_type","buildingnumber","partnertype","partner_type_detailed","address","address_2","borough","zipcode","latitude","longitude","phone","additionalinfo","startdate","enddate","monday","tuesday","wednesday","thursday","friday","saturday","sunday","condoms_male","fc2_female_insertive_condoms","lubricant","facility_type","website","community_board","council_district","census_tract","bin","bbl","nta"
"188862252","The Alliance for Positive Change","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Social Service","64 West 35 Street,3rd Floor",,"Manhattan","10001","40.749981824279","-73.986209341217","918412426","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located inside the 3rd floor hallway and beside the restrooms (2 dispensers) at this social service. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,"""http://www.alliance.nyc""","105","4","7600","1015868","1008360007","MN17"
"188861736","Bogata Latin Bistro","Free Safer Sex Products","Condoms and Lubricant",,"Business","Restaurant","141 5 Avenue,Floor",,"Brooklyn","11217","40.678205072037","-73.979230005895","646-477-9171","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located in the back outside of the restrooms at this restaurant. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Fac","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","false","true",,,"306","39","13100","3019401","3009470011","BK37"
"188861715","Bella Ciao Hair Studio","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","472 Marcus Garvey Boulevard",,"Brooklyn","11216","40.68057791213","-73.937579625174","(718) 676-0507","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","true","true",,,"303","36","27300","3053695","3018590022","BK35"
"188861772","Care Well Rx Pharmacy","Free Safer Sex Products","Condoms and Lubricant",,"Hospital","Other","826 E. Tremont Avenue",,"Bronx","10460","40.843523342604","-73.887328719104","(718) 294-7147","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"206","17","36502","2010071","2029560031","BX17"
"188862152","Parallax Center, Inc.","Free Safer Sex Products","Condoms and Lubricant",,"Hospital","Other","145 East 32 Street,Floor 6",,"Manhattan","10016","40.744955298349","-73.980270133037","212-779-9207","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a basket located in the bathroom at this location.Last Updated: 8/19/2022 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Faceb","19000101000000.000000000","19000101000000.000000000","9:00 AM - 6:00 PM","9:00 AM - 6:00 PM","9:00 PM - 6:00 PM","9:00 AM - 6:00 PM","9:00 AM - 6:00 PM","9:00 AM - 12:00 PM","9:00 AM - 12:00 PM","true","true","true",,"""https://www.parallaxcenter.com""","106","2","7200","1018476","1008880027","MN20"
"188862143","One And One","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","76 East 1 Street",,"Manhattan","10009","40.7231959028","-73.988278520716","(212) 598-9126","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"103","2","3002","1083474","1004290001","MN22"
"188861979","Hombres Lounge","Free Safer Sex Products","Condoms and Lubricant",,"Business","Bar/Lounge","85-28 37 Avenue",,"Queens","11372","40.750061127881","-73.881192989618","347-693-3050","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located downstairs near the restroom at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook c","19000101000000.000000000","19000101000000.000000000","5:00 PM - 4:00 AM","5:00 PM - 4:00 AM","5:00 PM - 4:00 AM","5:00 PM - 4:00 AM","5:00 PM - 4:00 AM","5:00 PM - 4:00 AM","5:00 PM - 4:00 AM","true","false","true",,,"403","21","27900","4036240","4014730001","QN28"
"188861777","Carlos Pagan Recovery Center","Free Safer Sex Products","Condoms and Lubricant",,"Community Health Center","Clinical Facility","561 Court Street",,"Brooklyn","11231","40.67331850755","-74.000237930702","718-808-1300","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser/fishbowl located on the 2nd floor at reception at this clinical facility. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYC","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","false","true",,,"306","38","5300","3008190","3004810001","BK33"
"188861741","BOOM!Health Central Office","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Social Service","760 East 160th Street",,"Bronx","10456","40.820431122912","-73.904735723663","(718)295-BOOM","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located in the 2nd fl waiting area at this social service. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","false","false",,"""https://www.boomhealth.org/issues/access-to-healthcare""","201","17","7700","2004691","2026560007","BX34"
"188862132","NYC Health Dept. - Central Harlem Sexual Health Clinic","Free Safer Sex Products","Condoms and Lubricant",,"Sexual Health Clinics (NYC DOHMH)","Clinical Facility","2238 5th Avenue,1st Floor",,"Manhattan","10037","40.813638146566","-73.936991928685","311","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located in the front at this NYC Sexual Health Clinic (DOHMH) <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebo","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,"""http://www1.nyc.gov/site/doh/services/sexual-health-clinics.page""","110","9","21200","1053900","1017340034","MN03"
"188861870","D'Yoryi Hair Salon (Formerly  C&F)","Free Safer Sex Products","Condoms and Lubricant",,"Business","Beauty Salon","1895 Adam Clayton Powell Jr Boulevard",,"Manhattan","0","0","0",,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located in the front of the salon at this beauty salon. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook co","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","false","false",,,,,,,"1",
"188862319","Wyckoff Heights Medical Center - Positive Health Clinic","Free Safer Sex Products","Condoms and Lubricant",,"Hospital","Clinical Facility","1610 DeKalb Avenue,1st Floor",,"Brooklyn","11237","40.703880845716","-73.919632566798","(718) 302-8481","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser/fishbowl located in the front at this clinical facility. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook c","19000101000000.000000000","19000101000000.000000000","8:30 AM - 5:00 PM","8:30 AM - 5:00 PM","8:30 AM - 8:30 AM","8:30 AM - 5:00 PM","8:30 AM - 5:00 PM",,,"true","false","true",,"""http://www.wyckoffhospital.org/departments/clinical/administrative/positive-health-management""","304","37","44500","3393931","3032487502","BK77"
"188862070","Mabel Hair Extension","Free Safer Sex Products","Condoms and Lubricant",,"Hospital","Other","6 E.1 84th Street",,"Bronx","0","0","0","(917) 371-7711","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,,,,,"2",
