Category,Type of Business,Business,Address,City/State,Zip Code,Phone Number,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
Retail,Home Furnishings,Modani,40 East 19th Street,"New York, NY",10003,212-796-6926,MANHATTAN,40.738253,-73.98942,5,2,52,1016153,1008470050,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738253, -73.98942)",11724,11,4,50,7
Services,Spas and Salons,Jean Ferrè Hair Salon,4 West 14th Street,"New York, NY",10011,212-293-0752,MANHATTAN,40.736222,-73.994151,2,3,63,1009717,1005770039,West Village                                                               ,"(40.736222, -73.994151)",12074,57,4,10,3
Services,Cleaners and Shoe Repair,Flormont Tailors,857 Broadway,"New York, NY",10003,212-255-2549,MANHATTAN,40.737234,-73.990308,5,2,52,1016122,1008460019,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737234, -73.990308)",11724,11,4,50,7
Services,Cleaners and Shoe Repair,M & N Cleaners,207 East 14th Street,"New York, NY",10003,212-529-1777,MANHATTAN,40.733117,-73.986743,6,2,48,1019501,1008960008,Gramercy                                                                   ,"(40.733117, -73.986743)",11724,71,4,50,7
Retail,Apparel and Footwear,J. Crew,91 5th Avenue,"New York, NY",10003,212-255-4848,MANHATTAN,40.737663,-73.992401,5,2,52,1016095,1008440042,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737663, -73.992401)",11724,11,4,50,7
Food and Drink,Restaurants,Resto-Leon Restaurant,351 East 12th Street,"New York, NY",10003,212-375-8483,MANHATTAN,40.730515,-73.984702,3,2,40,1006498,1004540045,East Village                                                               ,"(40.730515, -73.984702)",11724,70,4,50,5
Retail,"Entertainment, Music & Games",Gamestop,107 East 14th Street,"New York, NY",10003,,MANHATTAN,40.734262,-73.989467,5,2,50,1083247,1008707501,Gramercy                                                                   ,"(40.734262, -73.989467)",11724,11,4,50,7
Retail,Apparel and Footwear,Armani Exchange,129 5th Avenue,"New York, NY",10003,212-254-7230,MANHATTAN,40.739463,-73.991087,5,2,52,1016187,1008480074,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.739463, -73.991087)",11724,11,4,50,7
Services,Spas and Salons,Ricky's NYC ,7 East 14th Street,"New York, NY",10003,212-691-7930,MANHATTAN,40.735859,-73.993245,5,2,52,1016062,1008420007,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.735859, -73.993245)",11724,11,4,50,7
Retail,Home Furnishings,Bed Bath & Beyond,620 6th Avenue,"New York, NY",10011,212-225-3550,MANHATTAN,40.740081,-73.994843,5,3,54,1080644,1008207505,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.740081, -73.994843)",12074,11,4,10,7
Retail,Beauty,Sephora,119 5th Avenue,"New York, NY",10003,212-674-3570,MANHATTAN,40.739172,-73.991303,5,2,52,1016155,1008480001,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.739172, -73.991303)",11724,11,4,50,7
Retail,Office Supplies and Stationary,A.I. Friedman,44 West 18th Street,"New York, NY",10011,212-243-9000,MANHATTAN,40.739118,-73.993274,5,3,54,1015409,1008190010,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.739118, -73.993274)",12074,11,4,10,7
Retail,Apparel and Footwear,G-Star Raw,873 Broadway,"New York, NY",10003,212-253-1115?,MANHATTAN,40.737901,-73.990109,5,2,52,1080750,1008470016,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737901, -73.990109)",11724,11,4,50,7
Services,Cleaners and Shoe Repair,Crystal Laundromat,350 East 20th Street,"New York, NY",10003,,MANHATTAN,40.735537,-73.981146,6,2,64,1020529,1009250042,Gramercy                                                                   ,"(40.735537, -73.981146)",12073,71,4,50,7
Services,Spas and Salons,C Li A Tenga Hair Salon,351 East 19th Street,"New York, NY",10003,,MANHATTAN,40.73493,-73.981482,6,2,64,1020519,1009250029,Gramercy                                                                   ,"(40.73493, -73.981482)",11724,71,4,50,7
Food and Drink,Casual Eateries,Max Brenner,841 Broadway,"New York, NY",10003,212-675-2304,MANHATTAN,40.734243,-73.990896,2,2,61,1080132,1005650015,West Village                                                               ,"(40.734243, -73.990896)",11724,57,4,50,3
Food and Drink,Casual Eateries,Bagel Buffet,510 6th Avenue,"New York, NY",10011,212-924-8875,MANHATTAN,40.736823,-73.997218,2,3,63,1009706,1005777502,West Village                                                               ,"(40.736823, -73.997218)",12074,57,4,10,3
Food and Drink,Bars and Lounges,Heartland Brewery,35 Union Square West,"New York, NY",10011,212-645-3400,MANHATTAN,40.736765,-73.9906,5,2,52,1016086,1008440021,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.736765, -73.9906)",11724,11,4,50,7
Food and Drink,Casual Eateries,Ray's Gourmet,201 2nd Avenue,"New York, NY",10003,212-529-5414,MANHATTAN,40.731344,-73.985686,3,2,40,1006869,1004680037,East Village                                                               ,"(40.731344, -73.985686)",11724,70,4,50,5
Food and Drink,Casual Eateries,Think Coffee,123 4th Avenue,"New York, NY",10003,212-614-6644,MANHATTAN,40.733117,-73.98994,3,2,42,1009008,1005580005,East Village                                                               ,"(40.733117, -73.98994)",11724,70,4,50,5
Services,Spas and Salons,Nail 22 II,344 East 16th Street,"New York, NY",10003,,MANHATTAN,40.733018,-73.982457,6,2,48,1020419,1009220008,Gramercy                                                                   ,"(40.733018, -73.982457)",11724,71,4,50,7
Food and Drink,Casual Eateries,Café Season's,538 6th Avenue,"New York, NY",10011,212-929-9993,MANHATTAN,40.737677,-73.996594,5,3,54,1080616,1008160004,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737677, -73.996594)",12074,11,4,10,7
Food and Drink,Casual Eateries,Bravo Pizza,257 Park Avenue South,"New York, NY",10003,212-253-6090,MANHATTAN,40.738574,-73.987536,5,2,50,1017947,1008760006,Gramercy                                                                   ,"(40.738574, -73.987536)",12073,11,4,50,7
Food and Drink,Casual Eateries,Starbucks,62 West 14th Street,"New York, NY",10011,212-242-5981,MANHATTAN,40.736796,-73.995515,2,3,63,1009706,1005777502,West Village                                                               ,"(40.736796, -73.995515)",12074,57,4,10,3
Food and Drink,Restaurants,Dévi,8 East 18th Street,"New York, NY",10003,212-691-1300,MANHATTAN,40.738269,-73.99126,5,2,52,1016143,1008460069,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738269, -73.99126)",11724,11,4,50,7
Retail,Pharmacies ,Duane Reade,141 3rd Avenue,"New York, NY",10003,212-529-7140,MANHATTAN,40.733776,-73.986815,6,2,48,1019522,1008960048,Gramercy                                                                   ,"(40.733776, -73.986815)",11724,71,4,50,7
Retail,Apparel and Footwear,Dave's Army Navy Store,581 6th Avenue,"New York, NY",10011,212-989-6444,MANHATTAN,40.738931,-73.995709,4,3,81,1014581,1007920036,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738931, -73.995709)",12074,12,4,10,7
Services,Spas and Salons,Studio Mo' Hair,243 East 13th Street,"New York, NY",10003,212-353-1300,MANHATTAN,40.732186,-73.986668,3,2,40,1006913,1004690042,East Village                                                               ,"(40.732186, -73.986668)",11724,70,4,50,5
Retail,Apparel and Footwear,Skechers,15 Union Square West,"New York, NY",10011,212-647-8891,MANHATTAN,40.735791,-73.991297,5,2,52,1016065,1008427502,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.735791, -73.991297)",11724,11,4,50,7
Parking,Parking,Metropolitan Parking ,69 5th Avenue,"New York, NY",10003,212-627-5805,MANHATTAN,40.736104,-73.993534,5,2,52,1016061,1008427501,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.736104, -73.993534)",11724,11,4,50,7
Retail,Home Furnishings,Excel Art & Custom Framing,489 6th Avenue,"New York, NY",10011,212-255-2970,MANHATTAN,40.736184,-73.997709,2,3,71,1010619,1006080039,West Village                                                               ,"(40.736184, -73.997709)",12074,57,4,10,3
Food and Drink,Casual Eateries,Dig Inn,17 East 17th Street,"New York, NY",10003,212-253-7676,MANHATTAN,40.73744,-73.991051,5,2,52,1016118,1008460014,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.73744, -73.991051)",11724,11,4,50,7
Food and Drink,Casual Eateries,Hotel Tortuga,248 East 14th Street,"New York, NY",10003,212-228-1884,MANHATTAN,40.73282,-73.986083,3,2,40,1006906,1004690030,East Village                                                               ,"(40.73282, -73.986083)",11724,70,4,50,5
Food and Drink,Restaurants,Azuki,239 Park Avenue South,"New York, NY",10003,212-228-3611,MANHATTAN,40.737931,-73.988016,5,2,50,1017907,1008750003,Gramercy                                                                   ,"(40.737931, -73.988016)",11724,11,4,50,7
Food and Drink,Groceries and Liquors,Gramercy Wine Cellars,236 3rd Avenue,"New York, NY",10003,,MANHATTAN,40.736742,-73.984682,6,2,50,1017928,1008750047,Gramercy                                                                   ,"(40.736742, -73.984682)",11724,71,4,50,7
Food and Drink,Restaurants,Petite Abeille,107 West 18th Street,"New York, NY",10011,212-604-9350,MANHATTAN,40.7401,-73.995561,4,3,87,1014718,1007940030,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.7401, -73.995561)",12074,12,4,10,7
Retail,Apparel and Footwear,O.M.G. The Jeans Store,12 East 14th Street,"New York, NY",10003,212-366-6501,MANHATTAN,40.735717,-73.992946,2,2,61,1009403,1005717501,West Village                                                               ,"(40.735717, -73.992946)",11724,57,4,50,3
Services,Medical and Veterinary,Gotham Animal Clinic,329 2nd Avenue,"New York, NY",10003,,MANHATTAN,40.735526,-73.98264,6,2,64,1019603,1009000027,Gramercy                                                                   ,"(40.735526, -73.98264)",11724,71,4,50,7
Food and Drink,Restaurants,Souen Restaurant,28 East 13th Street,"New York, NY",10003,212-627-7150,MANHATTAN,40.734795,-73.99291,2,2,61,1009383,1005700019,West Village                                                               ,"(40.734795, -73.99291)",11724,57,4,50,3
Food and Drink,Casual Eateries,Le Pain Quotidien,38 East 19th Street,"New York, NY",10013,212-673-7900,MANHATTAN,40.738266,-73.989452,5,2,52,1080755,1008470027,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738266, -73.989452)",11724,11,4,50,7
Retail,Apparel and Footwear,Journey's,28 East 14th Street,"New York, NY",10003,212-645-1213,MANHATTAN,40.735456,-73.992321,2,2,61,1009395,1005710017,West Village                                                               ,"(40.735456, -73.992321)",11724,57,4,50,3
Food and Drink,Restaurants,Wildwood BBQ,225 Park Avenue South,"New York, NY",10003,212-533-2500,MANHATTAN,40.737366,-73.988424,5,2,50,1017861,1008740001,Gramercy                                                                   ,"(40.737366, -73.988424)",11724,11,4,50,7
Food and Drink,Casual Eateries,Crumbs Bake Shop,124 University Place,"New York, NY",10003,212-206-8011,MANHATTAN,40.73477,-73.992087,2,2,61,1009400,1005710025,West Village                                                               ,"(40.73477, -73.992087)",11724,57,4,50,3
Food and Drink,Restaurants,Mexicana Mama Centro,47 East 12th Street,"New York, NY",10003,212-253-7594,MANHATTAN,40.733463,-73.991683,2,2,61,1084682,1005640019,West Village                                                               ,"(40.733463, -73.991683)",11724,57,4,50,3
Retail,Office Supplies and Stationary,The Village Invites,20 East 13th Street,"New York, NY",10003,212-220-6195,MANHATTAN,40.734915,-73.993198,2,2,61,1009380,1005700015,West Village                                                               ,"(40.734915, -73.993198)",11724,57,4,50,3
Retail,Books and News,Union Square Magazine Shop,200 Park Avenue South,"New York, NY",10003,212-598-9406?,MANHATTAN,40.736787,-73.989305,5,2,52,1016131,1008460033,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.736787, -73.989305)",11724,11,4,50,7
Food and Drink,Casual Eateries,Zabb City,244 East 13th Street,"New York, NY",10003,212-529-8770,MANHATTAN,40.732156,-73.986646,3,2,40,1077726,1004680027,East Village                                                               ,"(40.732156, -73.986646)",11724,70,4,50,5
Services,Health and Fitness,Metro Bicycles,546 6th Avenue,"New York, NY",10011,212-255-5100,MANHATTAN,40.73785,-73.996467,5,3,54,1015303,1008160078,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.73785, -73.996467)",12074,11,4,10,7
Retail,Electronics and Video,Metro PCS,540 6th Avenue,"New York, NY",10011,212-929-1899,MANHATTAN,40.737721,-73.996565,5,3,54,1080617,1008160004,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737721, -73.996565)",12074,11,4,10,7
Retail,Home Furnishings,Sleepy's ,874 Broadway,"New York, NY",10003,212-995-0044,MANHATTAN,40.737899,-73.990087,5,2,52,1016147,1008470024,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737899, -73.990087)",11724,11,4,50,7
Services,Cleaners and Shoe Repair,Union Cleaners,20 West 15th Street,"New York, NY",10011,212-337-9987,MANHATTAN,40.737064,-73.994028,5,3,54,1015293,1008160054,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737064, -73.994028)",12074,11,4,10,7
Retail,Pharmacies,CVS,215 Park Avenue South,"New York, NY",10003,646-602-8237,MANHATTAN,40.736963,-73.988713,5,2,50,1017860,1008730067,Gramercy                                                                   ,"(40.736963, -73.988713)",11724,11,4,50,7
Retail,Apparel and Footwear,Payless Shoe Source,600 6th Avenue,"New York, NY",10011,212-645-1401,MANHATTAN,40.739518,-73.995251,5,3,54,1015407,1008197502,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.739518, -73.995251)",12074,11,4,10,7
Food and Drink,Groceries and Liquors,East Way Deli Grocery,169 3rd Avenue,"New York, NY",10003,,MANHATTAN,40.734747,-73.986108,6,2,48,1019533,1008970041,Gramercy                                                                   ,"(40.734747, -73.986108)",11724,71,4,50,7
Retail,Home Furnishings,Ann Gish,4 West 20th Street,"New York, NY",10011,212-969-9200,MANHATTAN,40.739891,-73.99148,5,3,54,1015478,1008210041,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.739891, -73.99148)",12074,11,4,10,7
Retail,Apparel and Footwear,Rothman's,200 Park Avenue South,"New York, NY",10003,212-777-7400,MANHATTAN,40.736787,-73.989305,5,2,52,1016131,1008460033,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.736787, -73.989305)",11724,11,4,50,7
