"organizationname","brooklyn","bronx","manhattan","queens","staten_island","fax","phone","url","nourl","description","outsideloc","outsidelocdesc","aging","anti_discrimination_human_rights","arts_culture","business","child_care_parent_information","community_service_volunteerism","counseling_support_groups","disabilities","domestic_violence","education","employment_job_training","health","homelessness","housing","immigration","legal_services","lesbian_gay_bisexual_and_or_transgender","personal_finance_financial_education","professional_association","veterans_military_families","victim_services","women_s_groups","youth_services","faith_based_organization","foundation","is_registered_with_the_attorney_general_s_office","new_york_city_agency","none_of_the_above","nonprofit","comments","other_government_organization","published","location_1","borough","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","address1","address2","city","postcode"
"Lilith Magazine","N","N","Y","N","N",,"2127570818","http://www.lilithmag.com","N","LILITH is your link between feminism and Jewish life. Publishing since 1976 (!) the magazine brings you information about stuff you've probably had tickling the edges of your consciousness but never read about in a magazine before: New rituals and celebrations for a wedding ceremony, for childbirth, for turning 12, or 20, or 60. Feminist additions to your Passover seder and a new prayerbook for everyday. Role models you've never met before. Foremothers. Jewish hair (YES!). What's different about Jewish women's attitudes to food. Reviews of books, plays, films, music and videos. The best new poetry and fiction. Pages of resource listings in every issue - where to go for what if you're Jewish and female.",,,"N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.766391, -73.982119)","MANHATTAN","40.766391","-73.982119","5","3","137","1024899","1010280056","Midtown-Midtown South                                                      ","250 West 57th Street, Suite 2432",,"New York","10107"
"School Settlement Associaton","Y","N","N","N","N",,"7183891810",,"Y",,,,"N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.71645, -73.946734)","BROOKLYN ","40.71645","-73.946734","1","34","501","3068417","3027480021","East Williamsburg                                                          ","120 Jackson Street",,"Brooklyn","11211"
"Alternatives to Violence Project","Y","N","Y","N","Y","3158648210","3158648210","http://www.avpusa.org/","N",":  AVP/USA is an association of community based groups and prison based groups offering experiential workshops in personal growth and creative conflict management.  The national organization provides support for the work of these local groups","Y","across the US","N","N","N","N","N","N","Y","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published",,,,,,,,,,,"P.O. Box 353","8794 NY Route 90","Kings Ferry","13081"
"Ralph Lincoln Service Center, Inc.","Y","N","N","N","N",,"7186041358",,"N",,"N",,"N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",,"Y","N","N","N","N","N","Y",,"N","Published","(40.669991, -73.925427)","BROOKLYN ","40.669991","-73.925427","8","41","359","3037201","3013870007","Crown Heights North                                                        ","261 Buffalo Avenue, Ste. 2",,"Brooklyn","11213"
"Sista II Sista","Y","N","N","N","N","7183667416","7183662450","http://www.sistaiisista.org","N",,,,"N","Y","N","N","N","N","Y","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.706111, -73.919226)","BROOKLYN ","40.706111","-73.919226","4","34","445","3073312","3032230003","Bushwick North                                                             ","89 St. Nicholas Avenue",,"Brooklyn","11237"
"Odyssey House of New York","N","N","Y","N","N",,"2129875120","http://www.odysseyhouseinc.org/programs/adult.html","N","Odyssey House is an enhanced therapeutic community incorporating a highly structured, peer-driven clinical model with psychological and psychiatric services. Recognized as an innovator in the field of substance abuse treatment, Odyssey House has been in the business of providing quality programs since 1967. With more than 600 residential beds in New York City, Odyssey House is one of the nation's largest providers of intensive, comprehensive treatment services for chronic drug abusers.",,,"Y","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","N","N","N","N",,"Y","N","N","N","N","N","Y",,"N","Published","(40.800885, -73.937059)","MANHATTAN","40.800885","-73.937059","11","8","194","1087442","1017860009","East Harlem North                                                          ","219 East 121st St.",,"New York","10035"
"St Rosalia Regina Pacis NIA Youth Program","Y","N","N","N","N",,,,"N",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"Y","N","N","N","N","N","Y",,"N","Published","(40.627905, -74.006708)","BROOKLYN ","40.627905","-74.006708","10","43","210","3142417","3057580042","Dyker Heights                                                              ","6614 11 Avenue",,"Brooklyn","11219"
"Griot Circle","Y","N","N","N","N",,,,"N",,,,"Y","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.68581, -73.980385)","BROOKLYN ","40.68581","-73.980385","2","33","39","3000753","3001797503","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","30 3rd Ave",,"Brooklyn","11217"
"Research Foundation of CUNY","N","N","Y","N","N",,"2124178300",,"N",,"N",,"N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.755802, -73.988482)","MANHATTAN","40.755802","-73.988482","5","3","113","1080830","1010120015","Midtown-Midtown South                                                      ","230 West 41st Street",,"New York","10036"
"Asian American Legal Defense and Education Fund","N","N","Y","N","N",,"2129665932","http://www.aaldef.org","N","AALDEF focuses on critical issues affecting Asian Americans, including immigrant rights, civic participation and voting rights, economic justice for workers, language access to services, Census policy, affirmative action, youth rights and educational equity, and the elimination of anti-Asian violence, police misconduct, and human trafficking.","N",,"N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.719133, -74.008741)","MANHATTAN","40.719133","-74.008741","1","1","39","1075728","1001817504","SoHo-TriBeCa-Civic Center-Little Italy                                     ","99 Hudson Street, 12th Fl",,"New York","10013"
"AMIT","N","N","Y","N","N","2123532312","2124774720","http://www.amitchildren.org","N","AMIT enables Israel's youth to realize their potential and strengthens Israeli society by educating and nurturing children from diverse backgrounds within a framework of academic excellence, religious values and Zionist ideals.","N",,"N","N","Y","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published",,,,,,,,,,,"817 Broadway",,"New York",
"Bottomless Closet","Y","Y","Y","Y","Y","2125632461","2125632499","http://www.bottomlessclosetnyc.org","N","The mission of Bottomless Closet is to promote economic self sufficiency by providing interview skills, business clothing, and ongoing career development and support programs to economically disadvantaged New York City women. By enhancing their self-confidence and self-esteem, we enable them to enter and succeed in the workforce and transform the vision for their lives.","N",,"N","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","Y","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.750009, -73.991327)","MANHATTAN","40.750009","-73.991327","5","3","101","1015191","1008087501","Midtown-Midtown South                                                      ","15 Penn Plaza","Level B, Suite 40","New York","10001"
"Afrikan Poetry Theatre Inc.","N","N","N","Y","N",,"7185233312",,,,,,"N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.707941, -73.784233)","QUEENS   ","40.707941","-73.784233","12","27","468","4209975","4098120008","Jamaica                                                                    ","17603 Jamaica Avenue",,"Jamaica","11432"
"African Ancestral Lesbians United for Societal Change, Inc.","Y","Y","Y","Y","Y",,"2127419110","http://www.aalusc.org","N","The organization is fully committed to the spiritual, cultural, educational, economic and social empowerment of African Ancestral women. It is dedicated to advocate for women's rights through a redefined philosophy and holistic objectives that use workshops with open discussions to empower and achieve the organization's mission.",,,"N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.73273, -74.008129)","MANHATTAN","40.73273","-74.008129","2","3","69","1010421","1006040033","West Village                                                               ","154 Christopher Street, 3C",,"New York","10014"
"National Association of Women Business Owners","N","N","Y","N","N",,,,"N",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.74726, -73.983316)","MANHATTAN","40.74726","-73.983316","5","2","74","1017082","1008630027","Midtown-Midtown South                                                      ","171 Madison Avenue",,"New York","10016"
"Asian Professional Extension","N","N","Y","N","N","2127481250","2127481225","http://www.apex-ny.org","N","APEX is a 501 (c) 3 nonprofit in New York City dedicated to providing mentoring and educational services to an Asian American youth population. Now in its seventeenth year, APEX has attracted thousands of volunteers and has served thousands of youth, many of whom are now mentors and volunteers themselves.","N",,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"Y","N","N","N","N","N","Y",,"N","Published","(40.748208, -73.992663)","MANHATTAN","40.748208","-73.992663","5","3","95","1014291","1007790041","Midtown-Midtown South                                                      ","352 7th Avenue, Suite 201",,"New York","10038"
"Service Fund of NOW-NY","N","N","Y","N","N",,"2126279895",,"Y",,,,"N","Y","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","Y",,"N","N","N","N","N","N","Y",,"N","Published","(40.746638, -73.991963)","MANHATTAN","40.746638","-73.991963","5","3","95","1015095","1008030067","Midtown-Midtown South                                                      ","150 W. 28th St.reet, Suite 307",,"New York","10010"
"Callen Lorde Community Health Center","N","N","Y","N","N","2122718111","2122717200","http://www.callen-lorde.org/","N","Callen-Lorde Community Health Center is New York City's only primary health care center dedicated to meeting the health care needs of the lesbian, gay, bisexual and transgender (LGBT) communities and people living with HIV/AIDS -- regardless of any patient's ability to pay. We are welcoming to all, regardless of sexual orientation or insurance coverage.
Callen-Lorde provides sensitive, quality health care and related services primarily to New York's lesbian, gay, bisexual, and transgender communities -- in all their diversity -- regardless of ability to pay. To further this mission, Callen-Lorde promotes health education and wellness and advocates for gay, lesbian, bisexual, and transgender health issues.","N",,"N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.742905, -74.00227)","MANHATTAN","40.742905","-74.00227","4","3","83","1013088","1007410063","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","356 West 18th Street",,"New York","10011"
