"bronx_cooperatives_comparable_properties_boro_block_lot","bronx_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","bronx_cooperatives_comparable_properties_neighborhood","bronx_cooperatives_comparable_properties_building_classification","bronx_cooperatives_comparable_properties_total_units","bronx_cooperatives_comparable_properties_year_built","bronx_cooperatives_comparable_properties_gross_sqft","bronx_cooperatives_comparable_properties_est_gross_income","bronx_cooperatives_comparable_properties_gross_income_per_sqft","bronx_cooperatives_comparable_properties_full_market_value","bronx_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"2-05742-0120","3103 FAIRFIELD AVENUE
Bronx, NY 
(40.883256535347, -73.914327313991)","2","10463","40.883381","-73.914212","8","11","297","2083458","2057420120","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"108700","1304400","12","3670000","33.8","2-05796-0129","3660 OXFORD AVENUE
Bronx, NY 
(40.887600254178, -73.90868609313)","RIVERDALE","D3-ELEVATOR","77","1967","106934","1346616","12.59","3780000","35.3","0.4","2-05903-0283","3611 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D3-ELEVATOR","123","1951","134000","1961368","14.64","6630000","49.5","0.3"
"2-02461-0045","940 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,,,,,"145728","1196295","8.21","2840000","19.49","2-02282-0018","430 138 STREET
Bronx, NY 
(40.80864958472, -73.921889633726)","MOTT HAVEN/PORT MORRIS","D7-ELEVATOR","155","1932","145936","1779558","12.19","5000000","34.3","1.4","2-02338-0003","2862 PARK AVENUE
Bronx, NY 
(40.818378839855, -73.924820026915)","MELROSE/CONCOURSE","D7-ELEVATOR","520","1974","547382","7114310","13","15100000","27.6","0.75"
"2-05904-0246","3701 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10463","40.888317","-73.911095","8","11","30701","2085779","2059040246","North Riverdale-Fieldston-Riverdale                                        ",,,,,"82500","1060125","12.85","2980000","36.1","2-05107-0003","4769 WHITE PLAINS ROAD
Bronx, NY 
(40.905195810038, -73.849572118291)","WAKEFIELD","D7-ELEVATOR","65","1965","55304","749151","13.55","2330000","42.1","3.3","2-05907-0348","3725 BLACKSTONE AVENUE
Bronx, NY 
(40.888932645311, -73.911592854676)","RIVERDALE","D1-ELEVATOR","42","1968","41803","660893","15.81","2230000","53","0.1"
"2-03252-0340","120 GALE PLACE
Bronx, NY 
(40.884610770733, -73.892471923253)","2","10463","40.884846","-73.892873","8","11","281","2015493","2032520340","Van Cortlandt Village                                                      ",,,,,"351827","3346920","9.51","7100000","20.18","2-02822-0019","1749 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","MOUNT HOPE/MOUNT EDEN","D7-ELEVATOR","279","1924","423500","2652980","6.26","5620000","13.27","2.8","2-03642-0001","880 THIERIOT AVENUE
Bronx, NY 
(40.823278882673, -73.86241277558)","SOUNDVIEW","D3-ELEVATOR","317","1968","352866","3372867","9.56","7150000","20.26","4.55"
"2-03788-0021","1041 PUGSLEY AVENUE
Bronx, NY 
(40.827774511927, -73.856422614038)","2","10472","40.827716","-73.856386","9","18","4001","2025666","2037880021","Soundview-Bruckner                                                         ",,,,,"151155","1624916","10.75","4210000","27.9","2-03682-0001","2010 BRUCKNER BOULEVARD
Bronx, NY 
(40.825576999979, -73.918448999722)","CASTLE HILL/UNIONPORT","D3-ELEVATOR","330","1966","359556","2995688","8.33","6350000","17.66","0.2","2-03778-0010","1240 MORRISON AVENUE
Bronx, NY 
(40.830459691351, -73.874795290367)","SOUNDVIEW","D3-ELEVATOR","154","1968","147727","1664181","11.27","3960000","26.8","0.9"
"2-05770-0069","3636 GREYSTONE AVENUE
Bronx, NY 
(40.886128954199, -73.905812094271)","2","10463","40.886605","-73.905622","8","11","295","2083967","2057700069","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"118214","1477675","12.5","4150000","35.1","2-05754-0090","225 232 STREET
Bronx, NY 
(40.88038240123, -73.904333150882)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","96","1929","87510","926140","10.58","1960000","22.4","0.4","2-05769-0132","3660 WALDO AVENUE
Bronx, NY 
(40.887054233434, -73.904139372067)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","86","1940","72000","1044871","14.51","3530000","49","0.04"
"2-05919-0460","3850 HUDSON MANOR TERRACE
Bronx, NY 
(40.88950048477, -73.915455780798)","2","10463","40.889264","-73.915513","8","11","309","2091927","2059190460","North Riverdale-Fieldston-Riverdale                                        ",,,,,"188200","2230170","11.85","6270000","33.3","2-04222-0093","1545 RHINELANDER AVENUE
Bronx, NY 
(40.855823864137, -73.841490693618)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","106","1962","112339","1435107","12.77","4470000","39.8","4.4","2-05909-0163","3950 BLACKSTONE AVENUE
Bronx, NY 
(40.890261642548, -73.911362719053)","RIVERDALE","D1-ELEVATOR","176","1959","237000","3082644","13.01","9600000","40.5","0.25"
"2-05907-0362","620 239 STREET
Bronx, NY 
(40.889606376858, -73.911526714719)","2",,,,,,,,,,,,,,"119600","1590680","13.3","4950000","41.4","2-05907-0352","3800 INDEPENDENCE AVENUE
Bronx, NY 
(40.889028698943, -73.912978481492)","RIVERDALE","D1-ELEVATOR","72","1970","84925","1083912","12.76","3380000","39.8","0","2-05814-1155","210 251 STREET
Bronx, NY 
(40.895762167054, -73.896877322421)","FIELDSTON","D1-ELEVATOR","70","1960","75000","1113242","14.84","3760000","50","0.8"
"2-03165-0022","2414 CRESTON AVENUE
Bronx, NY 
(40.860783349709, -73.899149540539)","2","10468","40.860764","-73.899205","5","14","23703","2013793","2031650022","Fordham South                                                              ",,,,,"23250","238312","10.25","618000","26.6","2-03149-0056","2033 VALENTINE AVENUE
Bronx, NY 
(40.849524650514, -73.900906205958)","FORDHAM","C1-WALK-UP","30","1927","30520","254141","8.33","539000","17.66","0.6","2-03172-0025","2333 CRESTON AVENUE
Bronx, NY 
(40.858751087358, -73.900388078213)","FORDHAM","C1-WALK-UP","30","1915","23030","339200","14.73","1150000","49.9","0.15"
"2-03179-0052","2075 WALTON AVENUE
Bronx, NY 
(40.854089037396, -73.905914577293)","2","10453","40.854089","-73.905903","5","14","241","2013965","2031790052","Mount Hope                                                                 ",,,,,"53898","482387","8.95","1150000","21.34","2-03144-0058","2206 VALENTINE AVENUE
Bronx, NY 
(40.855148327922, -73.898845255497)","FORDHAM","D1-ELEVATOR","66","1928","62094","532911","8.58","1130000","18.2","0.35","2-03173-0024","2438 MORRIS AVENUE
Bronx, NY 
(40.86162450952, -73.899875089337)","FORDHAM","D1-ELEVATOR","65","1928","48000","517845","10.79","1340000","27.9","0.55"
"2-02627-0007","906 EAGLE AVENUE
Bronx, NY 
(40.822451095338, -73.908277048069)","2","10456","40.822826","-73.90814","3","17","185","2004468","2026270007","Morrisania-Melrose                                                         ",,,,,"21295","241270","11.33","512000","24.04","2-02427-0001","391 168 STREET
Bronx, NY 
(40.832463162195, -73.910076878871)","MELROSE/CONCOURSE","C7-WALK-UP","16","1923","11055","134407","12.16","378000","34.2","0.7","2-02266-0020","550 139 STREET
Bronx, NY 
(40.807704734233, -73.917561175815)","MOTT HAVEN/PORT MORRIS","C7-WALK-UP","11","1931","11405","210856","18.49","788000","69","1.2"
"2-02876-0001","1600 NELSON AVENUE
Bronx, NY 
(40.846072427991, -73.919670483572)","2","10453","40.846403","-73.919327","5","14","21502","2008793","2028760001","University Heights-Morris Heights                                          ",,,,,"26650","273429","10.26","650000","24.39","2-02876-0065","1592 DR
Bronx, NY 
(40.825576999979, -73.918448999722)","HIGHBRIDGE/MORRIS HEIGHTS","C1-WALK-UP","32","1922","29315","279059","9.52","664000","22.65","0.05","2-02876-0067","1600 DR
Bronx, NY 
(40.825576999979, -73.918448999722)","HIGHBRIDGE/MORRIS HEIGHTS","C1-WALK-UP","32","1922","29315","300824","10.26","715000","24.39","0.05"
"2-04230-0015","1950 HUTCH RIVER PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10461","40.851353","-73.835612","10","13","300","2047168","2042300015","Pelham Bay-Country Club-City Island                                        ",,,,,"179920","2119457","11.78","4490000","24.96","2-04178-0010","3555 BRUCKNER BOULEVARD
Bronx, NY 
(40.825576999979, -73.918448999722)","SCHUYLERVILLE/PELHAM BAY","D3-ELEVATOR","142","1960","112000","1426482","12.74","4010000","35.8","0.45",,,,,,,,,,,,
"2-05912-0091","4901 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10471","40.896859","-73.908262","8","11","30701","2085823","2059120091","North Riverdale-Fieldston-Riverdale                                        ",,,,,"167108","2147337","12.85","6690000","40","2-05909-0163","3950 BLACKSTONE AVENUE
Bronx, NY 
(40.890261642548, -73.911362719053)","RIVERDALE","D1-ELEVATOR","176","1959","237000","3082644","13.01","9600000","40.5","0.3","2-05920-0687","699 239 STREET
Bronx, NY 
(40.889952051174, -73.915197373288)","RIVERDALE","D1-ELEVATOR","132","1962","160000","2359798","14.75","7980000","49.9","0.45"
"2-05909-0970","4555 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10471","40.892797","-73.908499","8","11","30701","2085806","2059090970","North Riverdale-Fieldston-Riverdale                                        ",,,,,"217360","2793076","12.85","8700000","40","2-05909-0163","3950 BLACKSTONE AVENUE
Bronx, NY 
(40.890261642548, -73.911362719053)","RIVERDALE","D1-ELEVATOR","176","1959","237000","3082644","13.01","9600000","40.5","0","2-05920-0687","699 239 STREET
Bronx, NY 
(40.889952051174, -73.915197373288)","RIVERDALE","D1-ELEVATOR","132","1962","160000","2359798","14.75","7980000","49.9","0.2"
"2-02720-0041","1025 LEGGETT AVENUE
Bronx, NY 
(40.813635277584, -73.899345475207)","2","10455","40.813725","-73.899443","2","8","85","2005724","2027200041","Longwood                                                                   ",,,,,"41010","652138","15.9","1380000","33.7","2-02855-0020","8 169 STREET
Bronx, NY 
(40.837701864035, -73.919343501375)","HIGHBRIDGE/MORRIS HEIGHTS","C7-WALK-UP","54","1928","38288","482718","12.61","1360000","35.5","1.95","2-03305-0001","2851 VALENTINE AVENUE
Bronx, NY 
(40.869587952865, -73.889877976266)","BEDFORD PARK/NORWOOD","C7-WALK-UP","59","1922","53000","649530","12.26","1830000","34.5","3.9"
"2-02609-0051","1165 FULTON AVENUE
Bronx, NY 
(40.829458029583, -73.905345422588)","2","10456","40.829553","-73.90524","3","16","145","2004220","2026090051","Claremont-Bathgate                                                         ",,,,,"36560","320080","8.75","679000","18.57","2-02433-0057","320 166 STREET
Bronx, NY 
(40.829935747999, -73.913950765142)","MELROSE/CONCOURSE","C1-WALK-UP","15","1928","15925","111874","7.03","237000","14.88","0.45","2-02418-0001","299 158 STREET
Bronx, NY 
(40.82329417536, -73.917997001021)","MELROSE/CONCOURSE","C7-WALK-UP","15","1931","11815","99710","8.44","211000","17.86","0.8"
"2-03083-0045","2167 CROTONA AVENUE
Bronx, NY 
(40.849700660634, -73.88726549386)","2","10457","40.849667","-73.887251","6","15","373","2012404","2030830045","East Tremont                                                               ",,,,,"21000","248850","11.85","699000","33.3","2-03123-0056","882 180 STREET
Bronx, NY 
(40.84517287242, -73.88285496543)","EAST TREMONT","D7-ELEVATOR","30","1916","34200","620288","18.14","2320000","68","0.45","2-03128-0032","945 180 STREET
Bronx, NY 
(40.844168108916, -73.88085993319)","EAST TREMONT","D7-ELEVATOR","25","1915","25527","362707","14.21","769000","30.1","0.5"
"2-05788-0074","3210 ARLINGTON AVENUE
Bronx, NY 
(40.884260624073, -73.912382508222)","2","10463","40.88445","-73.912359","8","11","297","2084113","2057880074","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"80735","956709","11.85","2690000","33.3","2-05793-0467","3555 OXFORD AVENUE
Bronx, NY 
(40.88632086694, -73.908793797665)","RIVERDALE","D1-ELEVATOR","57","1960","72553","895116","12.34","2520000","34.7","0.15","2-05864-0516","6555 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","73","1961","62570","840222","13.43","2620000","41.9","1.7"
"2-02472-0011","1075 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,,,,,"118218","999685","8.46","2120000","17.93","2-02832-0060","1455 SHERIDAN AVENUE
Bronx, NY 
(40.839674708688, -73.911992860703)","MOUNT HOPE/MOUNT EDEN","D1-ELEVATOR","88","1929","86442","643441","7.44","1360000","15.73","0.75","2-02473-0048","721 WALTON AVENUE
Bronx, NY 
(40.823529409965, -73.926343736085)","MELROSE/CONCOURSE","D1-ELEVATOR","120","1928","112854","1280224","11.34","3320000","29.4","0.6"
"2-02867-0047","1711 DAVIDSON AVENUE
Bronx, NY 
(40.847393129923, -73.913763160768)","2","10453","40.847442","-73.913698","5","14","217","2008501","2028670047","University Heights-Morris Heights                                          ",,,,,"98700","1169595","11.85","3290000","33.3","2-02505-0064","1161 JEROME AVENUE
Bronx, NY 
(40.835716420463, -73.923051183973)","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","96","1927","84018","907790","10.8","2350000","28","1","2-02505-0019","1105 JEROME AVENUE
Bronx, NY 
(40.834545378997, -73.924395139481)","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","79","1927","92600","1097092","11.85","2330000","25.2","1.1"
"2-04317-0015","2166 BRONX PARK
Bronx, NY 
(40.854781588092, -73.869525400626)","2","10467","40.856629","-73.875725","27","15","334",,,"park-cemetery-etc-Bronx                                                    ",,,,,"73610","777321","10.56","2010000","27.3","2-04317-0040","2185 BOLTON STREET
Bronx, NY 
(40.856254677536, -73.868683134224)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","67","1935","70704","716211","10.13","1520000","21.5","0","2-04317-0046","2165 BOLTON STREET
Bronx, NY 
(40.855821549924, -73.868695611151)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","67","1935","70230","741783","10.56","1920000","27.3","0"
"2-03794-0013","1966 NEWBOLD AVENUE
Bronx, NY 
(40.832264974093, -73.859379379985)","2","10472","40.832295","-73.859314","9","18","72","2025916","2037940013","Soundview-Bruckner                                                         ",,,,,"144460","1552945","10.75","4030000","27.9","2-03682-0001","2010 BRUCKNER BOULEVARD
Bronx, NY 
(40.825576999979, -73.918448999722)","CASTLE HILL/UNIONPORT","D3-ELEVATOR","330","1966","359556","2995688","8.33","6350000","17.66","0.5","2-03778-0010","1240 MORRISON AVENUE
Bronx, NY 
(40.830459691351, -73.874795290367)","SOUNDVIEW","D3-ELEVATOR","154","1968","147727","1664181","11.27","3960000","26.8","0.8"
"2-05919-0448","3750 HUDSON MANOR TERRACE
Bronx, NY 
(40.888557878984, -73.915598599857)","2","10463","40.888713","-73.915597","8","11","309","2091925","2059190448","North Riverdale-Fieldston-Riverdale                                        ",,,,,"163944","1983722","12.1","5570000","34","2-05909-0163","3950 BLACKSTONE AVENUE
Bronx, NY 
(40.890261642548, -73.911362719053)","RIVERDALE","D1-ELEVATOR","176","1959","237000","3082644","13.01","9600000","40.5","0.25","2-04222-0093","1545 RHINELANDER AVENUE
Bronx, NY 
(40.855823864137, -73.841490693618)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","106","1962","112339","1435107","12.77","4470000","39.8","4.4"
"2-03287-0100","2661 MARION AVENUE
Bronx, NY 
(40.864867217898, -73.890568406957)","2","10458","40.864804","-73.890606","7","15","40502","2016643","2032870100","Bedford Park-Fordham North                                                 ",,,,,"81730","917827","11.23","2380000","29.1","2-03308-0051","253 202 STREET
Bronx, NY 
(40.872917301805, -73.88514514725)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","101","1965","101050","1129955","11.18","2930000","29","0.6","2-03281-0040","357 201 STREET
Bronx, NY 
(40.869629220121, -73.882636638825)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","60","1948","64824","731059","11.28","1890000","29.2","0.55"
"2-03097-0053","2141 PROSPECT AVENUE
Bronx, NY 
(40.848100214769, -73.885874056305)","2","10457","40.848235","-73.885728","6","15","371","2012753","2030970053","East Tremont                                                               ",,,,,"10560","125136","11.85","265000","25.1","2-03080-0038","2037 BELMONT AVENUE
Bronx, NY 
(40.847875903687, -73.890421067013)","EAST TREMONT","C1-WALK-UP","17","1909","11629","162311","13.96","344000","29.6","0.25","2-03108-0004","2052 MAPES AVENUE
Bronx, NY 
(40.845632246227, -73.886346746242)","EAST TREMONT","C1-WALK-UP","13","1931","11748","138935","11.83","390000","33.2","0.25"
"2-05747-0605","2734 INDEPENDENCE AVENUE
Bronx, NY 
(40.882237173544, -73.91766314113)","2","10463","40.882818","-73.917362","8","11","301","2083483","2057470605","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"83880","1048500","12.5","2950000","35.2","2-05907-0352","3800 INDEPENDENCE AVENUE
Bronx, NY 
(40.889028698943, -73.912978481492)","RIVERDALE","D1-ELEVATOR","72","1970","84925","1083912","12.76","3380000","39.8","0.55","2-05864-0516","6555 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","73","1961","62570","840222","13.43","2620000","41.9","2"
"2-03252-0052","3975 SEDGWICK AVENUE
Bronx, NY 
(40.8827465541, -73.889400427016)","2","10463","40.882649","-73.889491","8","11","281","2095200","2032520052","Van Cortlandt Village                                                      ",,,,,"425070","3774621","8.88","8000000","18.82","2-02944-0001","1803 CROTONA PARK
Bronx, NY 
(40.842386268028, -73.893991003208)","CROTONA PARK","D3-ELEVATOR","281","1962","286346","3172713","11.08","6730000","23.5","2.8","2-04347-0007","2324 BOSTON ROAD
Bronx, NY 
(40.8599324848, -73.867191510629)","PELHAM PARKWAY NORTH","D1-ELEVATOR","322","1963","337570","3060499","9.07","7280000","21.57","1.95"
"2-02876-0131","1713 NELSON AVENUE
Bronx, NY 
(40.848083178563, -73.91721947173)","2","10453","40.848427","-73.916751","5","14","21502","2008839","2028760131","University Heights-Morris Heights                                          ",,,,,"58350","505311","8.66","1070000","18.34","2-02870-0016","2010 GRAND AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","48","1924","50400","436489","8.66","925000","18.35","0.5","2-02870-0020","2020 GRAND AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","55","1925","50400","375965","7.46","797000","15.81","0.5"
"2-02744-0060","1116 HOE AVENUE
Bronx, NY 
(40.826113736019, -73.890875930931)","2","10459","40.826121","-73.89089","2","17","12701","2006047","2027440060","Hunts Point                                                                ",,,,,"21025","188190","8.95","399000","18.98","2-02427-0018","1268 CLAY AVENUE
Bronx, NY 
(40.833666143802, -73.909851664709)","MELROSE/CONCOURSE","C1-WALK-UP","12","1909","11345","102734","9.06","218000","19.22","1.1","2-02674-0027","592 UNION AVENUE
Bronx, NY 
(40.813652237534, -73.904953255847)","MORRISANIA/LONGWOOD","C1-WALK-UP","43","1926","33890","534664","15.78","1810000","53","1.15"
"2-02510-0050","1177 ANDERSON AVENUE
Bronx, NY 
(40.836513502873, -73.923948816258)","2","10452","40.836553","-73.923899","4","16","199","2098785","2025100050","Highbridge                                                                 ",,,,,"106386","1128650","10.61","2920000","27.4","2-02510-0040","1187 ANDERSON AVENUE
Bronx, NY 
(40.836833850832, -73.923706330651)","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","129","1929","137282","1486387","10.83","3850000","28","0","2-02554-0049","345 CYPRESS AVENUE
Bronx, NY 
(40.808156355921, -73.91314596104)","MOTT HAVEN/PORT MORRIS","D1-ELEVATOR","40","1924","39810","475694","11.95","1340000","33.7","2.05"
"2-03931-0001","1332 METROPOLITAN AVENUE
Bronx, NY 
(40.834090529726, -73.860785705163)","2","10462","40.834131","-73.860919","9","18","222","2028895","2039310001","Parkchester                                                                ",,,,,"67800","844788","12.46","2370000","35","2-03295-0016","2770 BRIGGS AVENUE
Bronx, NY 
(40.867799602902, -73.890338515484)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","55","1948","68340","851695","12.46","2390000","35","2.75","2-04328-0023","1025 ESPLANADE
Bronx, NY 
(40.855254343311, -73.859569523353)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","48","1954","56200","666785","11.86","1870000","33.3","1.45"
