"date_and_time_of_initial","date_and_time_of_ranger","borough","property","location","species_description","call_source","species_status","animal_condition","duration_of_response","age","animal_class","_311sr_number","final_ranger_action","of_animals","pep_response","animal_monitored","rehabilitator","hours_spent_monitoring","police_response","esu_response","acc_intake_number"
"2020-07-01T13:23:00.000","2020-07-01T14:18:00.000","Staten Island","Clove Lakes Park","Brookside place side of Brooke's Pond","Duck (Unknown)","Public","Native","N/A","1.75","Adult","Birds",,"Monitored Animal","1","false","false",,,"false","false",
"2020-07-01T15:15:00.000","2020-07-01T15:22:00.000","Manhattan","Morningside Park","W 113th St and Morningside Ave","Lovebird","Employee","Exotic","N/A","0.5","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2020-07-01T12:45:00.000","2020-07-01T14:18:00.000","Manhattan","Inwood Hill Park","Dykman & Staff","Groundhog","Employee","Native","N/A","1","Juvenile","Small Mammals-non RVS",,"Unfounded","0","false","false",,,"false","false",
"2020-07-01T11:30:00.000","2020-07-01T11:35:00.000","Staten Island","Willowbrook Park","Next to comfort station/ M&O office","House Sparrow","Employee","Native","Healthy","0.75","Infant","Birds",,"Relocated/Condition Corrected","1","false","true",,"0.25","false","false",
"2020-07-01T09:15:00.000","2020-07-01T09:15:00.000","Manhattan","Central Park","West of North Meadow Rec Ctr, on trail, base of oak tree","Eastern Gray Squirrel","Conservancies/""Friends of"" Groups","Native","DOA","0.5","Adult","Small Mammals-non RVS",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-07-01T10:10:00.000","2020-07-01T10:12:00.000","Manhattan","Sherman Creek","river bank south of gated entrance","Canada Goose","Conservancies/""Friends of"" Groups","Native","Injured","1","Adult","Birds","311-03027870","Rehabilitator","1","false","false",,,"false","false",
"2020-07-01T09:15:00.000","2020-07-01T11:30:00.000","Manhattan","Riverside Park","97th St entrance river banks","Atlantic Menhaden","Conservancies/""Friends of"" Groups","Native","DOA","1","Adult;#Juvenile;#Infant","Fish-numerous quantity",,"Advised/Educated others","900","false","false",,,"false","false",
"2020-06-30T09:30:00.000","2020-06-30T09:35:00.000","Bronx","Pelham Bay Park","Tennis Courts","Eastern Gray Squirrel","Employee","Native","Injured","2","Adult","Small Mammals-non RVS",,"ACC","1","false","false",,,"false","false","97313"
"2020-06-30T15:30:00.000","2020-06-30T15:42:00.000","Manhattan","Inwood Hill Park","Inwood Hill Park","Groundhog","Employee","Native","Injured","1","Juvenile","Small Mammals-non RVS",,"Monitored Animal","1","false","false",,,"false","false",
"2020-06-30T08:20:00.000","2020-06-30T08:35:00.000","Queens","Alley Athletic Playground","Parks Building","Raccoon","Employee","Native","Healthy","0.75","Juvenile","Small Mammals-RVS","311-03013032","Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-06-30T09:30:00.000","2020-06-30T10:00:00.000","Brooklyn","Fort Greene Park","St. Edmonds Playgrounds","Cat","Central","Domestic","Injured","0.5","Adult","Domestic",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-06-29T14:30:00.000","2020-06-29T15:45:00.000","Queens","Rockaway Beach and Boardwalk","Beach 28th St on the beach","Herring Gull","Employee","Native","Injured","3","Adult","Birds","311-03003081","ACC","1","true","true",,"1","false","false",
"2020-06-29T10:35:00.000","2020-06-29T10:47:00.000","Queens","Flushing Meadows Corona Park","FMCP Marina","Mute Swan","Other","Invasive","Injured","1.5","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2020-06-29T10:30:00.000","2020-06-29T10:45:00.000","Staten Island","Brookfield Park","Brookfield trailer","Common Snapping Turtle","Employee","Native","Injured","1.5","Adult","Terrestrial Reptile or Amphibian","3111-02999822","ACC","1","false","false",,,"false","false","97254"
"2020-06-28T10:45:00.000","2020-06-28T11:26:00.000","Bronx","Harris Park","Adjacent street under patron's car.","Mallard Duck","Public","Native","Healthy","1","Infant","Birds","311-02985844","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-06-27T10:20:00.000","2020-06-27T10:30:00.000","Manhattan","Morningside Park","114th st & morningside ave","Lovebird","Employee","Exotic","N/A","2.25","Adult","Birds",,"Monitored Animal","1","true","true",,"2","false","false",
"2020-06-26T08:00:00.000","2020-06-26T09:00:00.000","Manhattan","Central Park","James Michael Levin Playground at E. 76th street","Eastern Gray Squirrel","Conservancies/""Friends of"" Groups","Native","DOA","0.5","Adult","Small Mammals-non RVS",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-06-25T16:20:00.000","2020-06-26T10:15:00.000","Staten Island","Clove Lakes Park","Brook's Pond","Mallard Duck","Public","Native","Injured","2","Adult","Birds",,"ACC","1","false","false",,,"false","false","97046"
"2020-06-25T16:00:00.000","2020-06-25T16:00:00.000","Staten Island","Blue Heron Park","Spring Pond Bridge","Eastern Box Turtle","Observed by Ranger","Native","Injured","2","Adult","Terrestrial Reptile or Amphibian","311-02939792","Rehabilitator","1","false","false","Sean Casey Animal Rescue",,"false","false",
"2020-06-24T11:45:00.000","2020-06-25T10:10:00.000","Staten Island","Clove Lakes Park","Martling Pond, trails by parks garage","Raccoon","Employee","Native","N/A","0.5","Adult","Small Mammals-RVS",,"Unfounded","0","false","false",,,"false","false",
"2020-06-24T18:15:00.000","2020-06-24T18:25:00.000","Queens","Flushing Meadows Corona Park","Ballfield 13","Corn Snake","Central","Exotic","Healthy","1","Adult","Terrestrial Reptile or Amphibian","311-029-267-92","ACC","1","false","false",,,"false","false","96981"
"2020-06-24T11:45:00.000","2020-06-24T12:00:00.000","Staten Island","Clove Lakes Park","Martling Pond Dam","Raccoon","Employee","Native","N/A","1","Juvenile","Small Mammals-RVS",,"Unfounded","0","false","false",,,"false","false",
"2020-06-24T12:50:00.000","2020-06-24T14:00:00.000","Bronx","Pelham Bay Park","Hunter Island (Kazimiroff Trail)","Eastern Coyote","Employee","Native","N/A","1","Adult;#Juvenile","Coyotes",,"Unfounded","0","false","false",,,"false","false",
"2020-06-24T13:30:00.000","2020-06-24T13:35:00.000","Bronx","Van Cortlandt Park","Lake","Mute Swan","Conservancies/""Friends of"" Groups","Invasive","N/A","0.25","Adult","Birds",,"Unfounded","0","false","true",,"0.25","false","false",
"2020-06-23T13:00:00.000","2020-06-23T14:00:00.000","Staten Island","Bloomingdale Park","corner of park Lenevar Ave and Ramona Ave","Rock Dove","Employee","Native","N/A","2.5","Juvenile","Birds","311-02911892","Rehabilitator","2","false","false","Wild Bird Fund",,"false","false",
"2020-06-20T10:00:00.000","2020-06-20T10:20:00.000","Staten Island","South Beach","On the beach, nearest cross streets are Sand Lane and Father Capodanno Boulevard","Canada Goose","Employee","Native","Unhealthy","4","Adult","Birds","311-02858865","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-06-22T14:50:00.000","2020-06-22T14:50:00.000","Manhattan","West Harlem Piers","132nd St & Marginal St.","Rock Dove","Employee","Native","Healthy","1","Adult","Birds","311-02899372","Monitored Animal","1","false","false",,,"false","false",
"2020-06-22T15:30:00.000","2020-06-22T15:45:00.000","Queens","Flushing Meadows Corona Park","Queens Recreation Office Hallway. Passarelle Building.","European Starling","Employee","Native","Healthy","1.21","Infant;#Adult","Birds","311-0289134","Monitored Animal","2","false","true",,"1","false","false",
"2020-06-21T11:00:00.000","2020-06-21T11:30:00.000","Brooklyn","Prospect Park","Parade Grounds","Bird (Unknown)","Central","Native","Injured","2","Infant","Birds",,"Rehabilitator","1","false","true",,"1","false","false",
"2020-06-22T11:20:00.000","2020-06-22T11:28:00.000","Staten Island","Willowbrook Park","40.596277, -74.158568","Groundhog","Conservancies/""Friends of"" Groups","Native","Unhealthy","2","Adult","Small Mammals-non RVS","311-02897445","ACC","1","false","false",,,"false","false","96808"
"2020-06-22T13:30:00.000","2020-06-22T13:30:00.000","Manhattan","Inwood Hill Park","On the dead end greenway along the river, about 190th street","Blue Jay","Public","Native","Healthy","1","Juvenile","Birds",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-06-22T11:30:00.000","2020-06-22T12:00:00.000","Manhattan","Riverside Park","Dinosaur Playground W 97th Street and Riverside Drive","Raccoon","Employee","Native","N/A","0.5","Juvenile","Small Mammals-RVS",,"Unfounded","0","false","false",,,"false","false",
"2020-06-20T12:00:00.000","2020-06-20T12:15:00.000","Bronx","Pelham Bay Park","Orchard Beach 40.865460, -73.795246","Raccoon","Employee","Native","Unhealthy","3","Adult","Small Mammals-RVS",,"ACC","1","false","false",,,"false","false","96709"
"2020-06-20T10:30:00.000","2020-06-20T11:15:00.000","Queens","Forest Park","Behind bandshell on sidewalk.","Raccoon","Employee","Native","Unhealthy","2","Adult","Small Mammals-RVS","311-02857049","ACC","1","false","false",,,"false","false","96707"
"2020-06-19T09:00:00.000","2020-06-19T09:00:00.000","Staten Island","Clove Lakes Park","Clove Rd. and Park Dr","Mallard Duck","Central","Native","N/A","0.75","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2020-06-18T14:00:00.000","2020-06-18T14:00:00.000","Staten Island","Willowbrook Park","Along walking path 100m from the parking lot.","Domestic Duck","Public","Domestic","Healthy","0.5","Adult","Birds",,"Monitored Animal","3","false","false",,,"false","false",
"2020-06-20T08:15:00.000","2020-06-20T08:15:00.000","Manhattan","Central Park","conservatory water","Mallard Duck","Public","Native","Healthy","0.25","Adult;#Infant","Birds",,"Monitored Animal","10","false","true",,"0.25","false","false",
"2020-06-19T18:15:00.000","2020-06-19T18:20:00.000","Manhattan","Central Park","106th St and East Drive, Compost Hill","Baltimore Oriole","Public","Native","Unhealthy","1","Infant","Birds","311-02842611","Rehabilitator","1","false","false","Wild Bird Fund",,"true","false",
"2020-06-19T14:00:00.000","2020-06-19T14:30:00.000","Bronx","Pelham Bay Park","Bike path leading to City Island","Chicken","Employee","Domestic","Injured","3","Adult","Birds",,"Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-06-19T10:00:00.000","2020-06-19T10:00:00.000","Queens","Forest Park","Greenhouse playground","American Robin","Public","Native","Injured","2","Juvenile","Birds","311-02841260","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-06-19T11:00:00.000","2020-06-19T11:10:00.000","Queens","Flushing Meadows Corona Park","In a tree near the Meadow Lake Boat Rental","American Robin","Employee","Native","Injured","1","Adult","Birds","311-02839947","Rehabilitator","1","true","false","Wild Bird Fund",,"false","false",
"2020-06-19T11:20:00.000","2020-06-19T11:20:00.000","Manhattan","Central Park","harlem meer, south end, fishing stairs by conservatory garden","Red-eared Slider","Public","Invasive","Injured","0.25","Adult","Terrestrial Reptile or Amphibian",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-06-19T08:20:00.000","2020-06-19T08:20:00.000","Bronx","Van Cortlandt Park","Tennis courts by the nature center","Red-eared Slider","Public","Invasive","Healthy","5.15","Adult","Terrestrial Reptile or Amphibian",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-06-18T15:30:00.000","2020-06-18T15:30:00.000","Manhattan","Morningside Park","113th and morningside drive","Bird (Unknown)","Employee","Exotic","N/A","0.25","Adult","Birds",,"Advised/Educated others","1","true","false",,,"false","false",
"2020-06-17T12:20:00.000","2020-06-17T14:10:00.000","Manhattan","Morningside Park","113th & Morningside Dr","Lovebird","Public","Exotic","N/A","0.75","Adult","Birds",,"Unfounded","0","true","false",,,"false","false",
"2020-06-17T10:30:00.000","2020-06-17T10:30:00.000","Manhattan","Inwood Hill Park","Gaelic Field","Red-tailed Hawk","Public","Native","N/A","1","Juvenile","Raptors",,"Unfounded","0","false","false",,,"false","false",
"2020-06-16T17:50:00.000","2020-06-16T17:00:00.000","Staten Island","Allison Pond Park","on trail by ampitheatre, GPS coordinates: 40.6370653, -74.1015242","Raccoon","Observed by Ranger","Native","Unhealthy","3","Adult","Small Mammals-RVS","31102801304","ACC","1","false","false",,,"false","false","96442"
"2020-06-16T16:15:00.000","2020-06-16T15:30:00.000","Brooklyn","Prospect Park","V/O Picnic House","Red-eared Slider","Public","Invasive","Healthy","1","Adult","Terrestrial Reptile or Amphibian",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-06-16T14:30:00.000","2020-06-16T14:30:00.000","Staten Island","Blue Heron Park","Poillon Ave next to Spring Pond","Painted Turtle","Observed by Ranger","Native","Healthy","0.25","Adult","Terrestrial Reptile or Amphibian",,"Relocated/Condition Corrected","1","false","true",,"0.25","false","false",
"2020-06-15T08:30:00.000","2020-06-16T15:30:00.000","Manhattan","Riverside Park","Riverside Drive between 99th and 100th st","Raccoon","Conservancies/""Friends of"" Groups","Native","DOA","1","Juvenile","Small Mammals-RVS",,"ACC","1","false","true",,"2","false","false","128558"
"2020-06-16T09:45:00.000","2020-06-16T10:00:00.000","Brooklyn","Brooklyn Heights Promenade","Across from Pierrepointe playground","Raccoon","Other","Native","DOA","1","Adult","Small Mammals-RVS","311-02798181","Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-06-15T15:00:00.000","2020-06-15T15:30:00.000","Manhattan","Central Park","Conservatory Waters","Mallard Duck","Public","Native","Healthy","1.5","Juvenile","Birds",,"Monitored Animal","2","false","false",,,"false","false",
"2020-06-15T08:30:00.000","2020-06-15T08:30:00.000","Manhattan","Riverside Park","100th St and Riverside Drive","Raccoon","Conservancies/""Friends of"" Groups","Native","Healthy","2","Juvenile","Small Mammals-RVS",,"Monitored Animal","1","false","true",,"1","false","false",
"2020-06-15T09:45:00.000","2020-06-15T09:45:00.000","Bronx","Pelham Bay Park","Wilkinson Ave and Bruckner Blvd","Cat","Employee","Domestic","Unhealthy","1","Infant","Domestic","311-02784426","ACC","4","false","false",,,"false","false","128389"
"2020-06-14T16:00:00.000","2020-06-14T17:00:00.000","Staten Island","Willowbrook Park","park","Red-eared Slider","Employee","Invasive","Injured","1","Adult","Terrestrial Reptile or Amphibian","31102773096","ACC","1","false","false",,,"false","false","96304"
"2020-06-15T14:00:00.000","2020-06-15T14:00:00.000","Bronx","Crotona Park","Crotona Ave and Claremont Parkway","Mallard Duck","Public","Native","Healthy","1.5","Infant","Birds","311-02772481","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-06-14T16:15:00.000","2020-06-14T16:15:00.000","Staten Island","Willowbrook Park","Eton Pl.","Red-eared Slider","Public","Invasive","Injured","1.5","Adult","Terrestrial Reptile or Amphibian",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-06-14T12:45:00.000","2020-06-14T13:30:00.000","Manhattan","Morningside Park","Morningside Park pond","Canada Goose","Conservancies/""Friends of"" Groups","Native","Healthy","1","Adult","Birds",,"Monitored Animal","1","false","false",,,"false","false",
"2020-06-14T12:10:00.000","2020-06-14T12:10:00.000","Queens","Baisley Pond Park","Baisley Pond Park","Chicken","Public","Domestic","Healthy","0.75","Adult","Birds","311-02770337","ACC","1","false","false",,,"false","false","96272"
"2020-06-13T10:30:00.000","2020-06-13T10:45:00.000","Manhattan","Central Park","59th Street pond, under Gapstow Bridge and just south along the eastern shore","Domestic Duck","Public","Domestic","N/A","3","Adult","Birds;#Domestic","311-02757978","Rehabilitator","2","false","false","Wild Bird Fund",,"false","false",
"2020-06-12T16:15:00.000","2020-06-12T16:22:00.000","Queens","Bridge and Tunnel Park","Inside Basketball Court","American Crow","Employee","Native","Unhealthy","2","Adult","Birds",,"Monitored Animal","1","false","true",,"0.5","false","false",
