Leveranciers;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;3110 - Uitbesteden organisatie- en formatieadviesopdrachten;3120 - Uitbesteden beleidsadvies- en onderzoeksopdrachten;3130 - Uitbesteden communicatieadvies;3140 - Uitbesteden juridisch adviesopdrachten;3150 - Uitbesteden automatiseringsadvies;3160 - Uitbesteden accountancy en financien;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;5000 - Vervoer en verblijfkosten overig;5210 - Wagenpark;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6210 - Aanschaf programmatuur & software;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Uitbesteding ICT;7110 - Gebruik en onderhoud gebouw en terreinen;7210 - Verbruik van energie en water;7310 - Verhuizen;7410 - Verwerven en afstoten;8110 - Vakliteratuur, abonnementen en overige informatie;8510 - Diversen communicatie;9301 - Laboratoriumonderzoek;9302 - Laboratoriummaterialen;9590 - V&J specifiek;Eindtotaal
BrixXo Office Furniture B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1
BRLN;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1
Broadcast Organizers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;2
Brocacef Supplies & Services B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Brocante De Weldaad;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brodies;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Broekarts Graveerwerken V.O.F.;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;1
Broekhuis Arnhem B.V.;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1
Broekhuis Autoschade Lelystad B.V.;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1
Broekhuis Lelystad B.V.;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1
Broekhuis Nunspeet B.V.;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Broekhuis Zwolle B.V.;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1
Broekies Entertainment Group Bunnik;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Broekies Entertainment Group V.O.F.;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;1
Broese Boekverkopers B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1
Brofa V.O.F.;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Broken Hill, Toneel en Techniek;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Brondool B.V.;;;;;;;;;;;;;;;;1;;1;;;1;2;;;;;1;;;;;;5;;;;;;;;1;5
Bron-X B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brood & Banket Antoinette B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brood- & Banketbakkerij Prins;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brood- en Banketbak. P. van der Linden & Zn.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Brood- en Banketbakkerij A. Spapens;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brood en Banketbakkerij Besseling;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brood en Banketbakkerij C. van Barneveld B.V.;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brood- en Banketbakkerij Mestrom;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brood- en Banketbakkerij P.A. Bliek;;;1;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Brood Rotterdam V.O.F.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Broodje Apart;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Broodje Beekman;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Broodje Du Chef;;;;;;;;;;;;;;;1;1;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Broodje Groffen;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Broodje van Martin;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Broodje2Go;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Broodjes Express B.V.;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Broodjes Service Jekerdal;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Broodjeslijn;;;;;;;;1;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Brouwer Financiële Hulpverlening;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brouwer, Kubbinga & Partners B.V.;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;3;3
Brouwerij de Prael;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brouwerij Maximus B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brouwerij Scheveningen op Lokatie;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brown Interimmanagement;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Brownies & downieS Goirle;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BR-Platform Nederland;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BRS RECLAME;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Brüggemann horeca groep;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bruggink & vd Velden Advocaten. Bel.adv. B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brugmans Beheer B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;2
Bruinsma Hydrokultuur B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1
Bruker AXS B.V.;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Bruna;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bruna Vught;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brunel Nederland B.V.;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Brunet Advocaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brunschwig Chemie B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brussee Lindeboom Advocaten B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bruynzeel Storage Systems B.V.;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;1;;1;;;;;;1;2
Bryan's Brasserie Lunchroom;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
BS Workspace Solutions;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1
BSH Huishoudapparaten B.V.;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;1;;;;;;;;1;1
B-shops B.V.;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BSR Incasso & Gerechtsdeurwaarders;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
BT Professional Services Nederland B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
BTC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2
BTC Teleconsult;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2
BTD Beveiligingstechniek Dordrecht B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1
BTL Realisatie B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1
BTO B.V.;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bubbels Events & Gifts B.V.;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Buchrnhornen B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buchrnhornen-Klomp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Buckaroo B.V.;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
Buddhas B.V.;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Budget Broodjes;;;1;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Budget- en Begeleidingsbureau Kreule;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Budget Phone Company B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;2
Budget Rent a Car;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1
Budgetcam;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;1
Buena Vista Beach Club;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Buffet Exploitatie Laheij B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Buffetrestaurant Thijs & Aafke;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Building G100;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buisman Brillen B.V.;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buitengewoon Bloemen;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buitengewoon Events!;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buitengoed Hagenhorst Exploitatie B.V.;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buitengoed Uylenburg B.V.;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1
Buitenherberg Ter Linde;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buitenhuis Autoverhuur;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;2
Buitenplaats Vaeshartelt B.V.;;;;;;;;1;;;;;;;1;;;;1;;;;;;;;;;;;;;1;;;;;;;;;1
Buitensport B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bulder International;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Bull Nederland N.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1
Bulnes Vertalingen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bumicom Telecommunicatie B.V.;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;2
BUNKER Theaterzaken B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Buntsma & Van Dooren Advocaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bureau 51;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bureau avvh;;;;;;;;;;;;;;;1;;;;;;1;1;;;;;;;;;;;;;;;;;;;;1
Bureau Beke;;;;;;;;;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5
Bureau BlauwGeel B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;2
Bureau Bruinsma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Bureau De Jong en de Jong;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Bureau 'en Plein Soleil';;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bureau G.I.T.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1
Bureau Hoekstra Greve Mediation en Advisering;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bureau Jeugd en Media;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bureau Liedeweijde B.V.;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Bureau Maaiveld;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bureau Mayet;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bureau op zolder;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bureau Personal Development B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bureau P-zaken;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bureau Schijf, Partner in Leiderschap;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Bureau Schippers coaching en training;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Bureau Streefkerk B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bureau Van Rinsum;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bureau Van Vliet B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bureau Verheijen;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bureau Veritas Industrial Services;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;1
Bureau Volzin B.V.;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bureau voor Interculturele Evaluatie B.V.;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2
Bureau voor Kwaliteitszorg Zwolle B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bureau voor oplossingsgericht werken;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bureau voor Toegepast Veiligsheidsonderzoek;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3
Bureau Zuidema B.V.;;;1;;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
Bureau-B.O.T. B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5
Bureautaal B.V.;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Buren Systems International B.V.;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Burger Coaching & Advies;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Burgers Arneym B.V.;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Burgman Security B.V.;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;1
Burito Verhuur B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Burn Out Poli;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Buro Acting;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buro Brinkman train.-coach-advies in bev.ber.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buro DSB zorg voor buitenkunst;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1
Buro Extern B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1
Buro Kleurkracht;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buro van Oranje;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buro Vermeer;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Buromac B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Burotronic B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Business Art Service Nederland B.V.;;;;;;;;;;;;;;;;;;;1;;2;;;;;;;;;;;;3;;;;;;;;1;3
Business Flash;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Business Graphics;;;;1;;;;;;;;;;;;;;;2;;;1;;;;;;;;;;;;;;;;1;;;;2
Business Marketing Services B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Business Marketing Services Opleidingen B.V.;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BusinessHosting.nl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;2
Buva Rationele Bouwprodukten B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
BuzzMaster B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1
BVO Opleidingen B.V.;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
BW Bedrijfsfitness B.V.;;1;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
BWT B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
BWT Nederland B.V.;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;1;1
By Limone;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Byloth B.V.;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;1;1
C & T Technics B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
C&O Travel Special Tours;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
C. Aalders Expert. Centrum Mindf. en Zingev.;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
C. Cure B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1
C. Hecht & Co. B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
C. Peters Auto's;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
C.F.C. Taxi;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
C.I.C. Company B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
C.I.V.A.S. B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
C.L. Bos Opleidingen;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1
C.M.A. De Vries Beheer B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
C.M.E. Schreinemacher;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
C.S.C. Ceelen Sport Constructies B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1
C.T.A.M. van den Boom Organisatie Advies B.V.;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
C.V. Advies B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
C.V. La Galleria-Chicoleo Kijkduin;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
C.V. Rosarium Wokrestaurant Westbroekpark;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
C.V. Techniek;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1
C.V. Vastgoed Ankerplaats;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;2
C.V.A.B.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Cablepark Almere;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Cabolicious;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
CAD & Company Civil Solutions B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Cadac Group ISV B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1
Cadeau Concepten B.V.;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Cadix Opleidingen;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Caesar Accounts;;;;;;;;;1;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;2
Café Anno 1890;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café Bali;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café 'Banka';;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café Bar St. Jan;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café Berger Beheer;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Cafe Blossom;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café Brasserie de Grenadier;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café de Bank;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café De Blauwe Pan;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café de Bommel B.V.;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café De Courant;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café De Dijk B.V.;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café De Dikke;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café De Gekroonde Suikerbiet;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café de Gouden Leeuw;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café de Hertog-Jan Proeverij;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café De Jaren;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café de Kroeg eten & drinken;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café De Schoof V.O.F.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Cafe de Unie;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café de Wijnhaven B.V.;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Cafe du Midi 'De Uylenburg';;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Cafe Enzo;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café Floor;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café Groothuis;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café Het Wapen van Poortugaal & Albrandswaard;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café Huppel 'The Pub';;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café in 't Zand B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café Jour de Fête;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Café Lebbink B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café Luden;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café Mulder;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café oom Dagobert;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Cafe Reinders;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café Restaurant De Beyerd;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Café Restaurant De Biechtstoel;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café Restaurant 'De Hoeve' B.V.;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Cafe Restaurant 'De Vriendschap';;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café Restaurant De Wits;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café Restaurant Luchthaven Lelystad;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café Restaurant Metropole;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Café Restaurant Piet Hein B.V.;;;1;;;;;2;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;2
Café Restaurant Rootz B.V.;;;1;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;1
