lrk_id;type_oko;opc;actuele_naam_oko;aantal_kindplaatsen;vve;status;inschrijfdatum;opvanglocatie_adres;opvanglocatie_postcode;opvanglocatie_woonplaats;bag_id;naam_houder;kvk_nummer_houder;vestigingsnummer_houder;rechtsvorm_houder;start_geschillencommissie;einde_geschillencommissie;houder_adres;houder_postcode;houder_woonplaats;houder_buitenland;correspondentie_adres;correspondentie_postcode;correspondentie_woonplaats;correspondentie_buitenland;contact_persoon;contact_telefoon;contact_emailadres;contact_website;cbs_code;verantwoordelijke_gemeente;gastouderbureau_1;gastouderbureau_2;gastouderbureau_3;gastouderbureau_4;gastouderbureau_5;gastouderbureau_6;gastouderbureau_7;gastouderbureau_8;gastouderbureau_9;gastouderbureau_10;lrk_url
113013437;BSO;Nee;'t Oogappeltje BSO;30;;Ingeschreven;10-11-2014;Brouwersdijk 111 ;3314GJ;Dordrecht;0505010000009265;Kinderopvang 't Oogappeltje BSO B.V.;61698245;000030778506;BV;2016-05-02;;Iroko 212 ;3315PR;Dordrecht;;;;;;A. Soy - Temur;'06-52601315';info@oogappeltje.nu;http://www.oogappeltje.nu;505;Dordrecht;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/297bb07b-08eb-4086-aa9e-ef5e26b16c25
113050033;KDV;Nee;SkippyPePijN KDV Klauterbeer;16;Nee;Ingeschreven;30-07-2020;Sytwinde 115 ;2631GS;Nootdorp;1926010000515685;Stichting Kinderopvang Pijnacker 'Skippy';41146828;;Stichting;2016-01-15;;Postbus 39;2640AA;Pijnacker;;;;;;Jiska Hartkamp;'015-3695021';info@skippypepijn.nl;http://www.skippypepijn.nl;1926;Pijnacker-Nootdorp;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/152f6de6-84cc-492a-a385-cff7f7aff59a
113052741;KDV;Nee;'t Luistervinkje;15;Ja;Ingeschreven;10-12-2018;Studiostraat 45 ;1276NA;Huizen;0406010000006948;Stichting Kinderopvang Huizen;41193172;000041570960;Stichting;2015-12-23;;Postbus 3060;1270EB;HUIZEN;;;;;;Irene Hagen;'0357200300';info@kinderopvanghuizen.nl;http://www.kinderopvanghuizen.nl;406;Huizen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/05ef23aa-26cd-4490-b03d-b49734b3464f
113053320;VGO;Nee;Basanty;4;;Ingeschreven;08-11-2018;Bakhuizen van den Brinkhof 19 ;1065AZ;Amsterdam;0363010000574987;Basanty;;;;;;;;;;;;;;;'';;;363;Amsterdam;454486856;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/c1b1b4e2-21b0-4ec3-94dc-3ab80fc5fce8
113062825;VGO;Nee;Schrijver;6;;Ingeschreven;19-02-2020;Hoge Kerkstraat 15 ;4306CC;Nieuwerkerk;1676010000481588;Schrijver;;;;;;;;;;;;;;;'';;;1676;Schouwen-Duiveland;156668592;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/42b11c33-403e-4fcf-a489-e5b25f323d59
113086180;VGO;Nee;Helthuis-Haasewinkel;6;;Ingeschreven;19-11-2014;Sportlaan 40 ;7576WX;Oldenzaal;0173010000175697;Helthuis-Haasewinkel;;;;;;;;;;;;;;mw. L. Oude Elbrink;'06-24 13 49 85';info@gastouderbureaupippi.nl;http://www.info@gastouderbureaupippi.nl;173;Oldenzaal;486859629;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/5da6219f-908b-42ca-a0bc-2d2fd265f94a
113089284;KDV;Nee;Peuterspeelzaal Olleke Bolleke;16;Nee;Ingeschreven;01-02-2012;Vijlenberg 139 ;6294AT;Vijlen;0981010000015897;Stichting Spelentère;41076307;;Stichting;2015-12-24;;Mesweg 14 ;6287BH;Eys;;Vijlenberg 139 ;6294AT;Vijlen;;Helmy Bijster;'06-81966406';info@spelentere.nl;http://www.spelentere.nl;981;Vaals;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/47c6dd9c-402d-44cb-b610-d62c7e6c55f5
113096069;VGO;Nee;Amrini Hidouch;6;;Ingeschreven;14-07-2021;Grootmeesterplein 22 ;3554ED;Utrecht;0344010000084519;Amrini Hidouch;;;;;;;;;;;;;;;'';;;344;Utrecht;146575891;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/08c16907-206c-4728-a90a-90cd04e4192c
113103293;KDV;Nee;KDV Elsbroek Op Stoom;64;Nee;Ingeschreven;15-12-2014;Abellalaan 3 ;2182TX;Hillegom;0534010000010949;Hillegom Op Stoom B.V.;34218346;000031123708;BV;2016-03-01;;Rutherfordstraat 4 ;2014KA;Haarlem;;;;;;;'023-5442737';secretariaat@opstoom.nl;http://www.opstoom.nl;534;Hillegom;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/1451ec88-ca87-4deb-a7cb-73b4d8b83848
113123929;VGO;Nee;Funke;6;;Ingeschreven;11-08-2021;Houtduif 31 ;7827NW;Emmen;0114010000360842;Funke;;;;;;;;;;;;;;;'';;;114;Emmen;146575891;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/f1bf6e28-0621-4e6f-aeac-a2cb47bf9b19
113126177;VGO;Nee;Wit van der Weide;6;;Ingeschreven;02-12-2019;Pieter Lastmanstraat 3 ;7944GE;Meppel;0119010000009130;Wit van der Weide;;;;;;;;;;;;;;;'';;;119;Meppel;198189497;216091196;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/eb53df45-416e-44e9-81d0-7ee82fa2ab45
113152796;VGO;Nee;Gunnink-Dijkhuis;6;;Ingeschreven;19-07-2010;Boswinkelsweg 4 ;7475MB;Markelo;1735010000004749;Gunnink-Dijkhuis;;;;;;;;;;;;;;;'';;;1735;Hof van Twente;149157496;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/3d87a094-caa2-4999-9bdf-552883475f28
113155128;BSO;Nee;IKC Het Sterrenbos;91;;Ingeschreven;01-01-2010;van Wijkstraat 16b ;6851GM;Huissen;1705010000035387;Zonnekinderen;09127903;;BV;2016-01-18;;Postbus 201;6900AE;ZEVENAAR;;Postbus 50;3430AB;Nieuwegein;;Margriet Hofstee;'026-3253896';info@zonnekinderen.nl;http://www.zonnekinderen.nl;1705;Lingewaard;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/a401ae81-4bee-4ade-a2ab-ad7ef1c8f7cb
113165250;KDV;Nee;Het kinderpaleis;32;Ja;Ingeschreven;01-01-2010;Emmastraat 24b ;3255BE;Oude-Tonge;0580010000250160;Het Kinderpaleis;67699200;000011370777;VennootschapOnderFirma;2018-04-24;;Aleijd van Puttenstraat 21 ;3243BA;Stad aan 't Haringvliet;;;;;;Ria Jongejan;'0187-640750';info@kinderopvang-hetkinderpaleis.nl;http://www.kinderopvang-hetkinderpaleis.nl;1924;Goeree-Overflakkee;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/ce5264f0-e9d3-46b7-acfe-bfb9dcdb322f
113169310;KDV;Nee;Jip;32;Ja;Ingeschreven;17-08-2020;Concourslaan 2 ;8252GJ;Dronten;0303010000607024;Kinderopvang Dronten;39071570;000012140562;Stichting;2016-02-01;;Postbus 9;8250AA;Dronten;;;;;;Cora de Jong;'0321-316266';kinderopvang@kinderopvangdronten.nl;http://www.kinderopvangdronten.nl;303;Dronten;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/c0617f2e-d020-472a-84ee-696d41b2bf03
113170774;VGO;Nee;Tajjiou Tajjiou;6;;Ingeschreven;19-08-2019;Sebaldusstraat 1 ;6004CZ;Weert;0988010000010742;Tajjiou Tajjiou;;;;;;;;;;;;;;;'';;;988;Weert;233827158;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/57bea09b-dc17-422e-a416-9d8c1f0f6887
113175899;KDV;Nee;Looschool;7;Nee;Ingeschreven;17-11-2011;Bettinkdijk 1 ;7437RA;Bathmen;0150010000006946;Stichting DOK13;08224017;;Stichting;2016-01-12;;Postbus 51;7240AB;Lochem;;Postbus 51;7240AB;LOCHEM;;Mw. A. Hendriksen;'06-50264881';a.hendriksen@dok13.info;http://www.dok13.info;150;Deventer;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/5b49f9f3-7093-4f97-82b5-5a7a3032684e
113178335;VGO;Nee;Mollema;5;;Ingeschreven;20-05-2015;Swaerderwei 1d ;8851EG;Tzummarum;0070010000342939;Mollema;;;;;;;;;;;;;;;'';;;1949;Waadhoeke;818211118;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/d588e937-c5a7-4862-9267-3832c9e14108
113178748;KDV;Nee;De Hummelclub;68;Ja;Ingeschreven;01-01-2010;De Clossei 2 ;6932MN;Westervoort;0293010000007648;Stichting Humankind;41208044;000022018905;Stichting;2016-01-14;;Postbus 591;6400AN;Heerlen;;Reeënstraat 20E ;7064EA;Silvolde;;Mieke Nillessen;'0314 - 711115';regiogelderland@kinderopvanghumanitas.nl;http://www.kinderopvanghumanitas.nl;293;Westervoort;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/529de007-c7db-43dc-9784-97f581867620
113180676;VGO;Nee;Liebe Deijkers;6;;Ingeschreven;23-07-2020;Woal Pieper 26 ;1777DW;Hippolytushoef;0462010000004946;Liebe Deijkers;;;;;;;;;;;;;;;'';;;1911;Hollands Kroon;429285814;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/759275d4-4d2a-4fb7-a177-b649ea213095
113182867;VGO;Nee;Steen;6;;Ingeschreven;25-11-2021;Doldersumsestraat 36 ;8392MR;Boijl;0098010000000550;Steen;;;;;;;;;;;;;;D.J. Steen;'0626785626';zonlicht.jantina@gmail.com;;98;Weststellingwerf;676774076;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/9adb7c9b-6409-45d9-82b6-ebf5b865d073
113187403;KDV;Nee;Calimero;45;Ja;Ingeschreven;01-01-2010;Bizetstraat 5 ;2983BC;Ridderkerk;0597010000252587;Kinderopvang SKR B.V.;24443693;;BV;2016-02-05;;Nikkelstraat 3d ;2984AM;Ridderkerk;;Bizetstraat 5 ;2983BC;Ridderkerk;;Mw. M. van Doorn;'0180-499322';;http://www.s-k-r.nl;597;Ridderkerk;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/c5376262-0dd5-436a-bd3b-8625af6923b5
113190037;VGO;Nee;Goos-Van Hilst;5;;Ingeschreven;28-08-2013;Nevadaweg 3 ;2905AM;Capelle aan den IJssel;0502010000019067;Goos-Van Hilst;;;;;;;;;;;;;;;'';;;502;Capelle aan den IJssel;985438046;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/6107866a-0a48-483b-9545-fab42b0b8e31
113196568;BSO;Nee;Thuishuis De Kleine Gast;16;;Ingeschreven;15-12-2015;Scheiding 7A ;9865VA;Opende;0015010001006613;Thuishuis De Kleine Gast;58714596;000028050916;CommanditaireVennootschap;2016-05-20;;Scheiding 7 ;9865VA;Opende;;Scheiding 7 ;9865VA;Opende;;F. de Haan;'06-48311597';thuishuis.dekleinegast@kpnmail.nl;http://www.thuishuis.info;1969;Westerkwartier;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/0665b5d4-8341-43f6-bbff-dbe06200d26d
113209952;VGO;Nee;Banierink-Elferink;4;;Ingeschreven;04-11-2010;Looleeweg 8a ;7665TH;Albergen;0183010000152156;Banierink-Elferink;;;;;;;;;;;;;;;'';;;183;Tubbergen;146575891;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/922315c8-651b-45fb-9ed1-cb7b4adf2e88
113212975;KDV;Nee;de Morgenster;27;Nee;Ingeschreven;01-08-2018;Koninginneweg 44A ;7462HN;Rijssen;1742010000001281;Christelijke Opvang de Kindertuin BV;60381221;000040592324;BV;2016-01-21;;De Stroekeld 2 ;7462ZB;Rijssen;;;;;;G. Schaap;'0628562140';g.schaap@dekindertuin.nl;http://www.dekindertuin.nl;1742;Rijssen-Holten;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/4dd9c87c-4d80-4a6b-8139-4ab003212bac
113248593;BSO;Nee;Ontdekkingsreis ;72;;Ingeschreven;01-08-2013;Bart Crumstraat 10 ;6866AC;Heelsum;0274010000257091;Skar B.V.;09151688;000042775310;Besloten Vennootschap;2016-01-25;;Postbus 5367;6802EJ;Arnhem;;;;;;K. Morina;'026-4457157';;;274;Renkum;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/cf36f038-48d5-41ed-af30-f2a050a04a9e
113251452;KDV;Nee;Klein Duimpje;13;Nee;Ingeschreven;23-10-2012;Meddoseweg 23 ;7142HA;Groenlo;1586010000026902;Stichting de Achthoek Peuterspeelzalen;09156010;000022494499;Stichting;2015-12-18;;Varsseveldseweg 65d ;7131JA;Lichtenvoorde;;Varsseveldseweg 8 ;7131BJ;Lichtenvoorde;;Francis ten Have en Gemma Bongers;'0544-463138';info@deachthoek.com;http://www.deachthoek.com;1586;Oost Gelre;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/7376e5e0-2bc4-4aad-928a-c817e71368bf
113257582;VGO;Nee;Tsolakis;6;;Ingeschreven;01-03-2021;De Braackenlaan 1 ;5263AC;Vught;0865010000000726;Tsolakis;;;;;;;;;;;;;;;'';;;865;Vught;213760289;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/5d963b56-86dd-4fa5-ac36-062662c7e5a7
113274609;KDV;Nee;Mallemolen De;24;Nee;Ingeschreven;15-01-2013;Egelantierstraat 117 ;1214EC;Hilversum;0402010001625144;Mallemolen De;41192196;411921960000;Stichting;2015-12-17;;Egelantierstraat 117 ;1214EC;Hilversum;;Egelantierstraat 117 ;1214EC;Hilversum;;Ynske Harriët Betlem;'035-6218791';bestuur@mallemolen.nl;http://www.mallemolen.nl;402;Hilversum;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/7590e2e6-beb1-4576-a754-a97f66d72bb2
113280671;KDV;Nee;Ukkepuk;80;Nee;Ingeschreven;01-01-2010;Van Miereveltlaan 20 ;2612XE;Delft;0503010000051248;Smallsteps B.V.;60901934;000020129599;Besloten Vennootschap;2016-01-27;;Postbus 396;4130EJ;Vianen;;;;;;Regiosecretariaat;'088-2357550';regiosecretariaat@partou.nl;http://www.smallsteps.nl;503;Delft;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/0ebc90a7-9519-40d6-a8b2-2f816883746f
113290251;VGO;Nee;Schouwenaar;6;;Ingeschreven;14-01-2019;Dishoekseweg 31A ;4371NB;Koudekerke;0717010000014636;Schouwenaar;;;;;;;;;;;;;;;'';;;717;Veere;333485932;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/905a1a0a-f9d8-4bc1-af47-7ca3d31a6430
113292235;BSO;Nee;BSO IJsbeer;66;;Ingeschreven;19-12-2013;Lupinestraat 17 ;3434HA;Nieuwegein;0356010000064500;Stichting Kind & Co Ludens;30182723;000029019753;Stichting;2015-12-18;;Postbus 250;3430AG;Nieuwegein;;Postbus 250;3430AG;NIEUWEGEIN;;Mw. H. Koops;'06-13171883';h.koops@kmnkindenco.nl;http://www.kmnkindenco.nl;356;Nieuwegein;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/82f33ff2-2f50-4159-a4fe-d344e63f2f5d
113298298;BSO;Nee;Partou BSO Victorieplein 11;32;;Ingeschreven;01-01-2010;Victorieplein 11 ;1079KK;Amsterdam;0363010000853926;Partou B.V.;30225440;000019589859;Besloten Vennootschap;2015-12-29;;Postbus 396;4130EJ;VIANEN UT;;;;;;Secretariaat;'088-2357550';regiosecretariaat@partou.nl;http://www.partou.nl;363;Amsterdam;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/6123d92b-fe8f-433d-a4ef-2fb4df037f64
113305394;VGO;Nee;Ravenswaaij;6;;Ingeschreven;22-08-2017;Nassaupark 44 ;3481HG;Harmelen;0632010000052074;Ravenswaaij;;;;;;;;;;;;;;mevrouw N.K.B.M. van Ravenswaaij;'06-21422437';natasjaklatt@gmail.com;;632;Woerden;123870513;138358242;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/af0ee4dc-3730-46f1-9fb8-884c0cee09ec
113308255;BSO;Nee;Kiddo's;38;;Ingeschreven;01-01-2010;Markt 11 ;4521BN;Biervliet;0715010000013050;Stichting Kinderopvang Zeeuwsch-Vlaanderen;41110279;;Stichting;2016-02-02;;Bellamystraat 28 ;4532CP;Terneuzen;;Markt 11 ;4521BN;Biervliet;;Dhr. van Loon;'0115-482937';;;715;Terneuzen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/038778de-a590-49e1-9e27-a4c5eb29b305
113319708;VGO;Nee;Kolder Brakke;4;;Ingeschreven;17-09-2010;Wethouder G.Mulderstraat 3 ;9686RR;Beerta;1895010000019250;Kolder Brakke;;;;;;;;;;;;;;;'';;;1895;Oldambt;232260564;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/51850ea2-fa1c-4cd8-9c12-fe98d74e39b7
113321132;KDV;Nee;'t Peuterschooltje van Tante Kaatje;32;Nee;Ingeschreven;05-09-2011;Koningin Julianalaan 16 ;1191CD;Ouderkerk aan de Amstel;0437010000007133;Tante Kaatje Kinderopvang;52993280;000022881301;CV;2016-04-14;;Amsteldijk Noord 21 ;1184TC;Amstelveen;;Koningin Julianalaan 16 ;1191CD;Ouderkerk aan de Amstel;;Linda Wolfs - Griffioen;'0624911312';linda@tantekaatje.info;http://www.tantekaatje.info;437;Ouder-Amstel;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/d4adeea4-4214-4239-a423-bccd576cdc69
113323426;BSO;Nee;Super MikMak;48;;Ingeschreven;01-01-2010;Prof. Suringarlaan 1 ;3571WH;Utrecht;0344010000075123;Kinderopvang Mini Stek B.V.;30234380;000019028210;BV;2016-07-29;;De Vooysplantsoen 53 ;3571ZS;Utrecht;;;;;;Marjo Verduyn ;'030-6368510';info@mini-stek.nl;http://www.mini-stek.nl;344;Utrecht;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/68f83df7-7af1-46b8-b135-d0b03062f2a2
113323529;VGO;Nee;Poortman;6;;Ingeschreven;09-12-2021;Winterakoniet 11 ;7392AX;Twello;0285010000112877;Poortman;;;;;;;;;;;;;;;'';;;285;Voorst;146575891;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/6b9cad2c-9bc8-48a9-a167-98bd6e06eb13
113329295;VGO;Nee;Elzinga-Rintjema;6;;Ingeschreven;02-10-2013;Ds. Germswei 15 ;9104DM;Damwâld;1891010001645612;Elzinga-Rintjema;;;;;;;;;;;;;;;'';;;1891;Dantumadiel;116795426;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/9a6295d8-5557-49ef-9545-1cc1bc2dc81e
113331502;VGO;Nee;Staal;4;;Ingeschreven;17-12-2020;Harkemastraat 16 ;9781AD;Bedum;0005018888889408;Staal;;;;;;;;;;;;;;;'';;;1966;Het Hogeland;759950258;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/be101fae-c039-4300-8de2-e47b2ef4170c
113334734;VGO;Nee;Kronemeijer- Schotanus;5;;Ingeschreven;27-02-2014;De Nijstêd 3 ;8735HV;Itens;0140010000171436;Kronemeijer- Schotanus;;;;;;;;;;;;;;;'';;;1900;Súdwest-Fryslân;740732274;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/5d2a74c9-f1d4-4d76-8471-dd5a7b9cc9f4
113337176;BSO;Nee;Woldkasteel B.V.;42;;Ingeschreven;02-07-2010;Tukseweg 158 ;8334RW;Tuk;1708010000011027;Woldkasteel B.V.;68997213;000009914749;BeslotenVennootschap;2016-02-23;;Tukseweg 158 ;8334RW;Tuk;;Tukseweg 158 ;8334RW;Tuk;;Patricia Ouwerkerk;'+31 0521588760';info@woldkasteel.nl;http://www.woldkasteel.nl;1708;Steenwijkerland;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/88c5cc8c-6511-43b4-a20b-4bf0b14491e0
113339331;BSO;Nee;BSO Blijweg;40;;Ingeschreven;06-01-2011;Sparresholm 197 ;2133BM;Hoofddorp;0394010000337329;Stichting Openbare Kantoortijdenschool;34199438;;Stichting;2015-12-29;;Wilhelminalaan 55 ;2132DV;Hoofddorp;;Sparresholm 197 ;2133BM;Hoofddorp;;R. Wamelink;'023-5640999';renate.wamelink@sopoh.nl;https://www.sopoh.nl/bso/;394;Haarlemmermeer;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/7c128fc7-4cdf-4d44-a977-0f5b69313873
113346268;BSO;Nee;BSO Sticks;48;;Ingeschreven;08-04-2017;'s-Gravelandseweg 3 ;1381HH;Weesp;0457010000001804;Stichting Kind & Co Ludens;30182723;000036893196;Stichting;2015-12-18;;Postbus 250;3430AG;Nieuwegein;;;;;;J. Hopster;'0610871732';j.hopster@kmnkindenco.nl;http://www.kmnkindenco.nl;457;Weesp;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/9a178047-c76a-4763-9912-fc5f50b38c82
113361798;KDV;Nee;Peuterspeelzaal 't Stekkie;14;Nee;Ingeschreven;26-10-2015;Waalderweg 20 ;7263RW;Mariënvelde;1586010000037303;Stichting de Achthoek Peuterspeelzalen;09156010;000022494065;Stichting;2015-12-18;;Varsseveldseweg 65d ;7131JA;Lichtenvoorde;;Waalderweg 20 ;7263RW;Mariënvelde;;Mevrouw G.B.M. Bongers;'0544-487150';info@deachthoek.com;http://www.deachthoek.com;1586;Oost Gelre;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/851ec952-a7e1-4abe-a406-39b867b7fd6e
113368495;KDV;Nee;KDV Mariniershof ;102;Ja;Ingeschreven;01-01-2010;Mariniershof 184 ;3011NA;Rotterdam;0599010000366593;KindeRdam Kinderopvang B.V.;24384799;000033863067;BV;2015-12-10;;Postbus 2150;3000CD;Rotterdam;;;;;;Mevr. M. Leijgraaff;'010-4430033';info@kinderdam.nl;http://www.steigertje.nl;599;Rotterdam;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/734727f5-1330-4bb5-89ac-b6e388da52ac
113376972;VGO;Nee;Orsouw-Kuijpers;4;;Ingeschreven;21-12-2010;Laanderhof 93 ;5351CS;Berghem;0828010001540030;Orsouw-Kuijpers;;;;;;;;;;;;;;;'';;;828;Oss;208914973;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/70dcf10c-1d6a-4fa9-8a82-be986499b83b
113378592;VGO;Nee;Bubbert;4;;Ingeschreven;26-07-2013;Burg. de Moorstraat 17 ;1751CR;Schagerbrug;0476010000000393;Bubbert;;;;;;;;;;;;;;;'';;;441;Schagen;100219937;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/2267f17d-68db-4140-8409-e36c998d1b52
113388081;KDV;Nee;De Bosplaats;111;Ja;Ingeschreven;09-11-2010;Schoterplein 23 ;8448RP;Heerenveen;0074010000378854;Kinderwoud Kinderopvang B.V.;01106502;;Besloten Vennootschap;2016-01-15;;Trambaan 1e ;8441BH;Heerenveen;;Postbus 304;8440AH;HEERENVEEN;;Afdeling kwaliteit;'0513 610 825';info@kinderwoud.nl;http://www.kinderwoud.nl;74;Heerenveen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/e73f2de0-7b62-4744-8bd5-fbed0927d37c
113392114;KDV;Nee;PeuterSpeelPaleis Eigenwijs;16;Ja;Ingeschreven;15-03-2019;Hofstraat 5 ;6372XC;Landgraaf;0882010000000194;Hermans-Houben;14083000;000023183853;Eenmanszaak;2015-11-30;;;;;;;;;;Monique Smeets;'06-57038232';psz.landgraaf@eigenwijs.com;http://www.eigenwijs.com;882;Landgraaf;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/add4d678-1385-4448-a6ae-be873beac7cb
113393313;BSO;Nee;Kinderopvang de Tivoli-Nobel;38;;Ingeschreven;01-03-2013;Sportlaan 30 ;4561KZ;Hulst;0677010000646064;Kinderopvang De Tivoli;67726534;000026589036;VennootschapOnderFirma;2017-01-01;;Tivoliweg 83A ;4561HK;Hulst;;Tivoliweg 83A ;4561HK;Hulst;;Mevr. A.A.E. Geene-Bertram;'0114-310860';info@detivoli.nl;http://www.detivoli.nl;677;Hulst;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/07084f2e-c060-409d-91af-fca6dfe1d9a7
113394548;BSO;Nee;SKSG Roezemoes;55;;Ingeschreven;01-01-2010;Oliemulderstraat 51 ;9724JD;Groningen;0014010011041571;SKSG ;41012651;;Stichting;2016-01-06;;Heresingel 10 ;9711ES;Groningen;;Oliemulderstraat 51 ;9724JD;Groningen;;SKSG Klantadvies;'050-3171390';klantadvies@sksg.nl;http://www.sksg.nl;14;Groningen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/d7194db1-a5c7-4c2a-8c6c-7846907c3a23
113395103;VGO;Nee;Tieben-Veneklaas;4;;Ingeschreven;09-12-2010;Oosterenkweg 23 ;7245AA;Laren;0262010000006590;Tieben-Veneklaas;;;;;;;;;;;;;;;'';;;262;Lochem;174815220;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/7ee66a8a-ad42-4171-a6cc-76687407b83c
113401760;VGO;Nee;Bavel - Smans;6;;Ingeschreven;08-11-2010;Korhoenstraat 13 ;4901AM;Oosterhout;0826010000011801;Bavel - Smans;;;;;;;;;;;;;;;'';;;826;Oosterhout;142224686;149711980;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/b57b7ae8-e9c7-4094-b98a-817b38ce2bd4
113406022;VGO;Nee;Stamsnijder Bongers;6;;Ingeschreven;28-09-2020;Bornerbroeksestraat 48 ;7621AG;Borne;0147010000000783;Stamsnijder Bongers;;;;;;;;;;;;;;;'';;;147;Borne;190734243;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/9334a458-1c19-4ba9-8a15-6c8ad9b20e4c
