OBJECTID,STRAATKODE,STRAATNAAM,OMSCHRIJVING,ONDERSCHRIFT,NR_BESLUIT,DDBESLUIT,BESLUITVOLGNR,TEKENINGNR,DATUM_BESLUIT,DDINGANG,DDEINDE,SHAPESTLength
1571,00915,Tuinstraat,Naar de vroegere tuinen. Zie Bloemstraat.,,"54198, D47-219",,,"f, G",,19840917,,336.541167855995
1572,01724,George Orwellhof,"George Orwell (1903-1950), Brits schrijver, pseudoniem van Eric Arthur Blair. Bekend van o.a. 'Animal Farm' (1945) en 'Nineteen eighty-four' (1949)","schrijver, pseudoniem van E.A. Blair (1903-1950)","BPS97/199N, D47-348",,,"RW2, L",,19971006,,78.8118433628474
1573,01121,Beertastraat,Plaats in de provincie Groningen.,,"628, D47-140",,,"b, W",,19710118,,174.566896980867
1574,01146,Moslaan,Plantennaam.,,"18921, D47-158",,,"b, P",,19460531,,409.788868786982
1575,01932,Zeevaart,Thema: begrippen uit transport en vervoer. Scheepvaart over zee.,,2007.0.057.575,,,2007-geo-00119,,14-8-2007,,313.892660176274
1576,00197,Duistervoordestraat,"Huis Duistervoorde te Twello ( gem Voorst), middeleeuws huis, verbouwd in de 19e eeuw.",,"669 , D47-96",,,"a, F",,19650809,,88.4997891435341
1577,00669,Onsteinstraat,"Landhuis Onstein te Vorden, gebouwd in 1711.",,"669 , D47-96",,,"a, F",,19650809,,85.4560040488672
1578,00496,Kramersgildeplein,Benaming verwijst naar de beroepsgroep van kramers (ofwel koopmannen).,,"669/117, D47-89",,,"a, G",,19631217,,660.599266779149
1579,00757,Renssenstraat,"In 1932 werd straat genoemd naar de bekende Arnhemse artsen, die o.a. veel gewerkt hebben in het voorm. Diaconessenhuis, dat aan de Bovenbrugstraat stond. W. Renssen Sr. (1856-1917) en W. Renssen Jr. (1886-1932).",Arnhemse artsenfamilie,,,,,,19320725,,260.201521840578
1580,02047,Achter de Stadswaag,Een waag is een gebouw waar goederen werden gewogen. Handelaren werden verplicht producten zoals kaas en boter in de stadswaag te laten wegen.,,2015.0.078.184,,,2015-NOR-002,,20151006,,111.96769801468
1581,01195,Ridderkerkpad,Plaats in de provincie Zuid-Holland.,,"10596, D47-165",,,"d, B",,19750310,,99.2155321421005
1582,00292,Gruttostraat,Weidevogel behorende tot de steltlopers.,,,,,,,19550314,,64.3984184898977
1583,02038,Medeastraat,Metamorfosen thema: mythologie. De Romeinse dichter Ovidius schreef het omvangrijke dichtwerk 'Metamorfosen'. In de Metamorfosen worden de schepping en geschiedenis van de wereld verhaald volgens de Griekse en Romeinse mythologie. Medea was in de Griekse mythologie een tovenares.,,2014.0.065.815,,,2013-NOR-002,,20140708,,202.697582406787
1584,00057,Bereklauwstraat,"Plantensoort uit de schermbloemenfamilie, langs wegen en dijken.",,"981, D47-56",,,"b, R",,19580512,,552.222017465256
1585,00086,Bolwerk,,,"700519, D47-258",,,"h, A",,19870609,,118.720231251497
1586,00273,Gogelstraat,"Isaac J.A. Gogel (1765-1821), patriot te Amsterdam; minister van Financien onder koning Lodewijk, voerde algemeen stelsel van belastingen in, van 1810-1813 intendant-generaal van belastingen.",staatsman (1765-1821),,,,,,19321010,,126.5623385724
1587,00536,Lisdoddelaan,Rietachtige moerasplant.,,,,,,,19510219,,272.21744604021
1588,02021,Transformatorplein,Naar de voormalige PGEM-transformatorreparatiewerkplaats aldaar.,,2013.0.038.186,,,2013-NOR-001,,20130423,,198.835710244682
1589,01066,Zilverschoonstraat,Plant uit de rozenfamilie. Een aftreksel van de plant werd vroeger gebruikt bij oogontsteking of bij kiespijn.,,"981, D47-67",,,"b, R",,19600111,,141.166993514832
1590,01598,Copernicushof,"Nicolaas Copernicus (1473-1543). Poolse, etnisch Duitse kanunnik en een belangrijk wiskundige, arts, jurist en sterrenkundige uit het Koninkrijk Polen. Copernicus is de grondlegger van de heliocentrische theorie, die stelt dat de zon in het midden van het zonnestelsel staat. De gangbare gedachte van die tijd was echter het geocentrische wereldbeeld, waarbij de aarde het centrum van het heelal vormde.",wiskundige en astronoom,"906558, D47-296",,,"RW3, K",,19890717,,169.506088020942
1591,00109,Brandts Buysweg,"Vanaf de 18e eeuw een zeer muzikale familie. De weg is genoemd naar Marius Adrianus Brandts Buys (1874-1944), componist, organist maar ook dirigent van o.a. het koor Toonkunst Arnhem.","componist, organist en dirigent (1874-1944)","7821, tek. 18444",,,"a, L",,19470811,,428.245535893545
1592,01554,Elstargaard,Elstar is in 1955 onstaan als veredeld appelras.,,"71134, D47-270",,,"h, L",,19871123,,276.873852997348
1593,00179,Dongestraat,Rivierenbuurt. Een beek in Noord-Brabant.,,,,,,,19010101,,72.6135337471604
1594,00583,Melkweg,"Veldnaam; (weggetje naar een weide).",,,,,,,,,249.025278791384
1595,,,,,,,,,,,,25.4368056803522
1596,01426,Aagtekerkesingel,Vernoemd naar plaats in de provincie Zeeland.,,"15443, D47-195",,,"e, A",,19810609,,441.176299622254
1597,00018,Albert Neuhuysstraat,"Albert Neuhuys (1844-1914), portretschilder.",schilder (1844-1914),"773, tek.9595, 9805",,,"a, M",,19280116,,226.433196477864
1598,01488,Emplacementsstraat,Vroeger Oeverstraat. zie Oude Oeverstraat.,,"53390, D47-216",,,"f, E",,19840827,,665.627589972851
1599,00014,Hennepstraat,Vernoemd naar een gewas. Voorheen bekend als Akkerstraat te Elden.,,628,,,,,19710816,,446.509767175474
1600,00266,Geulstraat,Rivierenbuurt. Een rivier in België en Nederlands-Limburg.,,,,,,,,,71.2144583441453
1601,00481,Kooikerweg,"Houder van een eendenkooi. Opzichter over velden weiden, bossen en andere gemeenschappelijke gronden.",,,,,,,19680715,,31.3212820299553
1602,01949,Amerstraat,Rivierenbuurt. Naar rivier de Amer in provincie Noord-Brabant.,,2008.0.029.224,,,2007-GEO-450,,20080513,,311.956811202213
1603,01484,Zandvoortstraat,Plaats in de provincie Noord-Holland.,,"46490, D47-209",,,"f, B",,19840116,,421.733434098648
1604,01067,Zonnebloemstraat,Tuinplant. De zonnebloemzaden zijn eetbaar. De bloem wordt ook gekweekt voor de olie.,,,,,,,19600111,,83.179038337198
1605,01344,Hemelrijk,In dit gebied staat het monumentale oud-patriciërshuis 'Hemelrijk'.,,"91006162, D47-313",,,"j, B",,19910506,,233.313696616492
1606,01924,Ballonvaart,Thema: begrippen uit transport en vervoer. De reis met een luchtballon.,,2007.0.057.575,,,2007-geo-00119,,14-8-2007,,249.345548826016
1607,01323,Helmondstraat,Plaats in de provincie Noord-Brabant.,,"10596, D47-164",,,"c, QR",,19750310,,1061.25648222366
1608,00139,Catharijnestraat,"Naar bezittingen van het St. Catharina Gasthuis op de voormalige Arnhemse Enk, thans Klarendal.",,,,,,,19010101,,240.663244342916
1609,01670,Op het Toneel,Begrip uit de toneel- en theaterwereld. Aansluitend bij de namen van kleinkunstenaars in het ernaast gelegen gebied.,,"95,026940, D47-333",,,"RW2, G",,19950904,,66.9027254285959
1610,00735,De Praets,Vernoemd naar de oude buurtschap De Praest of De Prast.,,,,,,,,,85.3080775430995
1611,01883,Grote Griet,Historische veldnaam. Grieth is een laag stuk land wat regelmatig onder water liep.,,SB/OBEH/06/424,,,D47-403,,18-4-2006,,1695.91127457011
1612,00475,Koekoekstraat,Vogelsoort. De koekoek legt een ei in het nest van andere vogelsoort.,,,,,,,19511015,,57.3091025997803
1613,01093,Sleggeplantsoen,Plaats in de provincie Groningen.,,"628, D47-140",,,"b, W",,19710118,,698.755530727791
1614,01655,Mahatma Gandhiweg,"Mohandas Karamchand Gandhi (1869-1948), Indiaas volksleider en advocaat. Genomineerd voor de Nobelprijs voor de vrede in 1937, 1938, 1939, 1947 en 1948. Hij heeft de Nobelprijs echter nooit gekregen.",genomineerd voor de Nobelprijs voor de vrede (1869-1948),"BPS96/102N, D47-338",,,"L, i",,19960902,,358.472282841597
1615,01343,Elderveldplein,Plein in de wijk Elderveld-Noord.,,"31851, D47-171",,,"c, N",,19770131,,447.836874458536
1616,00610,De Moorstraat,"Joos de Moor (1548-1618), vice-admiraal van Zeeland.",vice-admiraal van Zeeland (1548-1618),,,,,,19591113,,221.211754407021
1617,00025,Anemoonstraat,"Plantensoort uit de ranonkelfamilie, bos- en bermplant.",,,,,,,19491121,,94.7234504487532
1618,01322,Oudenboschstraat,Plaats in de gemeente Halderberge in de provincie Noord-Brabant.,,"10596, D47-164",,,"c, QR",,19750310,,836.393033556217
1619,01676,Fien de la Mardreef,"Josephina J. Grossouw-de la Mar (1898-1965), Nederlands actrice en cabaretiere.",actrice en cabaretiere  (1898-1965),"95-026089, D47-332",,,"RW2, H",,19950904,,374.24322072698
1620,00540,Lombardstraat,De straat loopt om de vroegere (19e-eeuwse) Bank van Lening (opgeheven in 1945) in de Spijkerstraat.,,,,,,,,,122.502561717836
1621,00389,Jagersweg,"Naam i.v.m. met Konijnenweg, Fazantenweg enz.",,,,,,,19230904,,263.31458504723
1622,01625,Lange Akkers,Veldnaam.,,"91.006969, D47-314",,,"RW3, P",,19910702,,607.949919795271
1623,00724,Plattenburgerweg,Naar de voormalige buitenplaatsen 'Groot en Klein Plattenburg'.,,,,,,,19950101,,485.567395223872
1624,01449,Bleijenbeekhof,Plaats in de provincie Limburg.,,"26864, D47-200",,,"e, G",,19820601,,253.722863403221
1625,00923,Utrechtseweg,"Zie Utrechtsestraat. Een gedeelte hiervan wordt in de volksmond ""Bovenover"" genoemd in tegenstelling tot ""Onderlangs"".",,,,,,,19010101,,5802.73190905137
1626,01862,Barbeelstraat,"De barbeel (Barbus barbus) is een vis van de middenlopen van rivieren, de zogenaamde barbeelzone. De barbeel kwam voor in de Waal, de Rijn en de Gelderse IJssel.",,"SB/OBEH/05/1973, D47-400",,,"n, B ",,20051206,,157.804287654348
1627,00028,Annastraat,"Anna Margaretha, gravin van Manderscheid, echtgenote van Lodewijk Gunther van Nassau (zie Graaf Lodewijkstraat) stichtte het Nassau's weduwenhuis, afgebroken 1806. Anna stierf in 1606, waarna de Stichting opgenomen werd in de Drie Gasthuizen.",Anna Margaretha van Manderscheid (1575-1606),,,,,,,,155.291434242095
1628,00821,Schutterstraat,Hier was de schietbaan van de schutterij 'Willem III' in de vorige eeuw.,,,,,,,19950101,,108.414880104809
1629,01111,Middelstumplantsoen,Plaats Feerweerd in de provincie Groningen.,,"628, D47-140",,,"b, W",,19710118,,605.467124678373
1630,01536,Schepen van Ommerenstraat,"Jacob van Ommeren, schepen te Arnhem rond 1559. Schepenen maakten deel uit van het stadsbestuur.",stadsbestuurslid(omstr. 1559,"612243, D47-250",,,"g, U",,19870119,,605.544051917669
1631,01439,Enkhuizenstraat,Plaats in de provincie Noord-Holland.,,"23906, D47-198",,,"e, E",,19820308,,401.737119677595
1632,01417,Schinveldpad,Plaats in de provincie Limburg.,,"15972, D47-197",,,"e, B",,19810629,,90.9512632061809
1633,01127,Warffumstraat,Plaats in de provincie Groningen.,,"628, D47-140",,,"b, W",,19710118,,153.227031037861
1634,01615,Piet Heynpad,"Pieter Heyn Pzn (1578-1629), vlootvoogd 1628. Heyn bemachtigde de Zilvervloot in 1629. Hij diende als luitenant-admiraal, sneuvelde in de slag tegen de Duinkerker kapers.",zeevaarder (1578-1629),"1793, D47-304",,,"i, OP",,19900605,,66.5546440355276
1635,,,,,,,,,,,,1259.401030652
1636,01472,Schepen van Brienenhof,"Henrich van Brienen, schepen te Arnhem rond 1426. Schepenen maakten deel uit van het stadsbestuur.",stadsbestuurslid omstr. 1426,"37394, D47-207",,,"e, O",,19830516,,138.059451985962
1637,01263,Spaarndamhof,Plaats in de gemeente Haarlemmermeer in de provincie Noord-Holland.,,"18924, D47-159",,,"b, P",,19730702,,203.03421625745
1638,01776,Hoornbladstraat,Waterplant.,,SB/RGI/03/29,,,"L, E",,20030325,,125.474688778255
1639,00879,Stieltjesweg,"Dr. Th. J. Stieltjes (1819-1878), waterbouwkundige (kanalisatie van de Berkel).",waterbouwkundige (1819-1878),669,,,"a, C",,19570611,,296.854552805758
1640,01607,Mr. P.J. Oudsingel,"Pieter Jacobus Oud (1886-1968), Nederlands politicus en geschiedschrijver. Hij was een van de oprichters van de VVD in 1948.",politicus en geschiedschrijver  (1886-1968),"1511, D47-301",,,"RW3, M",,19900514,,1239.3339426463
1641,00844,Sonsbeeksingel,Naar het landgoed Sonsbeek.,,,,,,,19100815,,1049.0334325457
1642,01402,Westerschouwenhof,Plaats in de provincie Zeeland.,,"65643, D47-186",,,,,19791119,,120.559065022296
1643,00902,Tollenstraat,"Hendrik F.C. Tollens (1780-1856), koopman-dichter.",koopman en dichter (1780-1856),,,,"a, K",,19280206,,91.333532773292
1644,01239,Gorredijkhof,Plaats in de provincie Friesland.,,"8345, D47-151",,,"b, W",,19720821,,45.146154943825
1645,02006,Aubadepad,Het toezingen van een geliefde of een vorst in de vroege morgen.,,2013.0.036.773,,,2013-NOR-003,,20130423,,201.927278283352
1646,00813,Schimmelpenninckstraat,Rutger Jan Schimmelpenninck (1761-1825). Patriottisch staatsman. Door Napoleon tot raadspensionaris benoemd.,"politicus, ambassadeur en jurist (1761-1825)",,,,,,19321010,,127.58488712955
1647,01646,Jane Addamsstraat,Amerikaans sociaal werkster en sociaal hervormster (1860-1935). Winnaar van de Nobelprijs voor de vrede in 1931 voor haar bijdrage aan de Internationale Vrouwenbeweging voor Vrede en Vrijheid.,nobelprijswinnaar voor de vrede (1860-1935),"93.014860, D47-322",,,"RW2, B",,19930405,,210.663707635824
1648,01109,Feerwerdpad,Plaats in de provincie Groningen.,,"628, D47-140",,,"b, W",,19710118,,69.574465642648
1649,00500,Kruizemuntstraat,"Kruidachtige plant uit de lipbloemenfamilie, in het wild langs sloten.",,,,,,,19480826,,147.615173015594
1650,01618,Jan Dommeringpad,Biljarter (1882-1958). In 1907 opende hij Hotel Bristol in Arnhem. In de Tweede Wereldoorlog steunde hij het lokale verzet in Arnhem.,biljarter (1882-1958),"811963, D47-287",,,"i, F",,19890130,,82.183338323118
1651,01595,Marxsingel,Karl Marx was een Duitse filosoof en econoom (1818-1883). Bekende werken van hem zijn 'Das Kapital' en 'Communistisch Manifest' (geschreven met Friedrich Engels).,filosoof en econoom (1818-1883),906557,,,D47-295 ,,19890717,,182.441090015756
1652,00011,Airborneplein,Herinnering aan de luchtlanding van de Airborne divisie op 17 september 1944 en het gevecht om de Rijnbrug (nu: John Frostbrug).,,,,,,,25 aril 19,,269.419218386322
1653,00202,Dunoweg,"Naar het landgoed Duno, nabij Doorwerth. De Duno dankt zijn naam aan het landhuis dat er in de achttiende eeuw stond en door zijn eerste eigenaar Duunoog was gedoopt",,,,,,,19000102,,280.363651750238
1654,00133,P. Calandweg,"Pieter Caland (1826-1902), waterbouwkundige. Ontwerper van de Nieuwe Waterweg.",waterbouwkundige (1826-1902),981/184,,,"a, C",,19630604,,938.595552026434
1655,01129,Hebrechtplaats,Plaats in de provincie Groningen.,,"628, D47-140",,,"b, W",,19710118,,132.978386869356
1656,01715,Milsbeekstraat,Plaats in de gemeente Gennep in de provincie Limburg.,,"bps96/133n, D47-339",,,"j, S",,19961007,,201.320614863875
1657,01408,De Weergang,Weergang: een door een borstwering beveiligde loopgang op een vestingmuur of aan de binnenzijde daarvan.,,"2825, D47-191",,,"d, L",,19800428,,177.864531888293
1658,01168,Hogebrugplaats,Plaats in de provincie Zuid-Holland.,,"10596, D47-165",,,"d, B",,19750310,,33.6045923874997
1659,01331,Kerkewei,De naam is ontleend aan de in het voormalige Elden voorkomende weidegronden. Verwijzing naar de agrarische oorsprong van dit gebied. Daarbij de gedachte dat een kerk vaak centraal in het woongebied stond.,,"24285, D47-168",,,"c, S",,19760913,,131.778469280444
1660,01974,Auroraplantsoen,De Romeinse dichter Ovidius schreef het omvangrijke dichtwerk 'Metamorfosen'. In de Metamorfosen worden de schepping en geschiedenis van de wereld verhaald volgens de Griekse en Romeinse mythologie. Aurora was de Romeinse godin van de dageraad.,,2010.0.121.310,,,2010-GEO-00347,,20101207,,290.95056207408
1661,00401,Jansstraat,Zie Jansplaats.,,,,,,,19010101,,152.811622898891
1662,00265,Gerststraat,Graansoort. Gerstemout is een belangrijke grondstof voor bier en whisky,,,,,,,,,146.958011610331
1663,00311,Van Heemstralaan,"Mr. A.J.A.A. baron van Heemstra (1870-1959), burgemeester van Arnhem 1910-1920.",burgemeester van Arnhem (1870-1959),,,,,,19241020,,1091.23371906924
1664,00174,Dillestraat,"Plant, gekweekt om zijn smaak.",,,,,,,19480726,,181.339666679577
1665,00690,Overhagenstraat,Voormalig 14e-eeuws kasteel te Velp ( Gld.),,"669 , D47-96",,,"a, F",,19650809,,117.482318860423
1666,01935,Laan van de 5e mei,Thema: Slag om Arnhem en de Bevrijding. Bevrijdingsdag.,,2007-12-01957,,,2007-GEO-00121,,29-1-2008,,238.486403798585
1667,01945,Rhijnspoor,"Metamorfosen thema: Nederlandse spoorwegen in de loop der tijd. De Nederlandsche Rhijnspoorweg-Maatschappij (NRS) was een Nederlandse spoorwegmaatschappij. De eerste spoorweg van NRS was de Rhijnspoorweg, van Amsterdam naar Arnhem.",,2007.0.098.310,,,2007-GEO-00120,,15-4-2008,,127.468557967403
1668,00713,Pauwstraat,"Naar het logement 'De Pauw', dat in 1501 reeds zo bekend was. De straat was vroeger bekend om zijn logementen en stallingen.",,,,,,,19010101,,82.7109242487087
1669,00875,Stellingwerfstraat,"Auke Stellingwerf (1635-1665), 1e luitenant-admiraal van Friesland, sneuvelde in de slag bij Lowestoft.",1e luitenant-admiraal van Friesland (1635-1665),,,,,,19591130,,166.685227244378
1670,02058,Saksen Anhalt,Sachsen-Anhalt is een Duitse deelstaat in het midden van Duitsland.,,2016.0.004.580,,,2015-12-11,,20160202,,304.317482495909
1671,01423,Bingelradestraat,Plaats in de provincie Limburg.,,"15972, D47-196",,,"e, B",,19810629,,339.446403266844
1672,00828,Singravenlaan,"Huis Singraven te Denekamp. De naam Singraven betekent ""grote gracht"". Het eerste Huis Singraven dateert uit 1415, deze is in 1651-1653 gesloopt en vervangen door een nieuw huis waar in 1661 een traptoren aan is toegevoegd. Gedurende de jaren zijn er nog aanpassingen gedaan aan het huis die resulteren in het huis zoals deze nu is.",,"669 , D47-96",,,"a, F",,19650809,,350.004395550598
1673,01994,Laan van Saksen Weimar,Naar de voormalige kazerne en het hertogdom,,2012.0.041.727,,,2012-GEO-00072,,20120417,,204.411312793258
1674,00189,Dreijenseweg,Genoemd naar de buurtschap Dreijen in Oosterbeek.,,,,,,,19950101,,923.09824150373
1675,02078,Oeverwal,"Metamorfosen thema: Dijken. Een oeverwal is een brede lage rug langs de rivier, ontstaan door sedimentatie van zandig materiaal direct langs de rivier tijdens overstromingen.",,120285,,,2017-NOR-002,,20170307,,164.054387287587
1676,01411,Kronenburgdijk,De wijk Kronenburg is vernoemd naar Huize Kronenburg te Elden.,,"5349, DP-3-Bev",,,"d, T",,19800811,,224.440953501744
1677,00966,Voetiuslaan,"Gijsbert Voet (Gisbertus Voetius) (1588-1676), theoloog, hoogleraar en predikant te Utrecht (Kerkrecht).","theoloog, hoogleraar en predikant (1588-1676)",,,,,,19420731,,767.440965977458
1678,00697,Papaverstraat,Papaver is een geslacht van bloeiende planten.,,,,,,,,,196.119865042881
1679,,,,,,,,,,,,122.824503031827
1680,01400,Middelburgsingel,Plaats in de provincie Zeeland.,,"65643, D47-186",,,,,19791119,,451.883796480532
1681,00717,St. Peterlaan,Naar het St. Petersgasthuis (zie ook Johan van Arnhemstraat).,,,,,,,,,242.444188480638
1682,01639,Notarisappelgaard,Een oude hoogstam-appelsoort.,,"92011746, D47-318",,,"j, D",,19920706,,121.654356802992
1683,01373,Medemblikhof,Plaats in de provincie Noord-Holland.,,"49961, D47-181",,,"c, S",,19780703,,746.896190049535
1684,01742,Draaiweide,Veldnaam uit Rijkerswoerd.,,"BPS97/122N, D47-344",,,"RW2, K",,19980907,,196.195290001625
1685,01083,Holwierdepad,Plaats in de provincie Groningen.,,"628, D47-140",,,"b, W",,19710118,,115.54634415372
