OBJECTID,BEHEERCODE,VERHARDINGSGROEP,ONDERDEELTYPE,VERHARDINGSSOORT,OPPERVLAKTE,BEHEEROBJECTTYPE,WEGTYPE,GEBRUIKSFUNCTIE,BEHEERDER,GEBIED,WIJK,STRAAT,AANLEGJAAR,SHAPESTArea,SHAPESTLength
1573,01376/40/510,Betontegels,Trottoir,Betontegels,19.65,trottoir rechts,Weg in woongebied,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Burg. Matsersingel,1984,19.64551,18.714320548712
1574,01103/10/534,Betontegels,Fietspad ,Betontegels,163.44,fietspad links,Fietspad,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Groningensingel,1971,163.440601185,128.85686192779
1575,01103/10/533,Betontegels,Fietspad ,Betontegels,328.77,fietspad links,Fietspad,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Groningensingel,1971,328.7725895,260.17711676836
1576,01103/10/531,Asfalt,Doorsteek,Asfalt,8.62,doorsteek,Gemiddeld belaste weg,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Groningensingel,1971,8.6166258,14.9666090400585
1577,01103/10/529,Asfalt,Doorsteek,Asfalt,6.25,doorsteek,Gemiddeld belaste weg,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Groningensingel,1971,6.24938225,12.0524282132609
1578,01257/10/502,Asfalt,Hoofdrijbaan,Asfalt,220.63,hoofdrijbaan,Licht belaste weg,buurtweg (verblijfsgebied),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Elderveld,Haarlemweg,1974,220.6268655,67.9008548899059
1579,01376/40/511,Betontegels,Trottoir,Betontegels,38.8,trottoir rechts,Weg in woongebied,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Burg. Matsersingel,1984,38.8040663,27.5904063684563
1580,00919/10/503,Betontegels,Trottoir,Betontegels,41.18,trottoir links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Twikkelstraat,2012,41.177824,28.53386396746
1581,00919/10/502,Betontegels,Trottoir,Betontegels,32.02,trottoir links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Twikkelstraat,2012,32.022094485,30.0869570551184
1582,00562/10/513,Betonsteen,Parkeervak,Betonsteen keiformaat,160.46,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Malsenlaan,1964,160.4643625,184.68983115821
1583,00562/10/512,Betonsteen,Parkeervak,Betonsteen keiformaat,26.02,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Malsenlaan,1964,26.01669,34.1513795506888
1584,00539/10/512,Betonsteen,Parkeervak,Betonsteen keiformaat,60.69,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Loevesteinlaan,1965,60.686204,80.0740988645698
1585,00539/10/511,Betonsteen,Parkeervak,Betonsteen keiformaat,161.28,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Loevesteinlaan,1965,161.2764509,194.116749324443
1586,00539/10/510,Betonsteen,Parkeervak,Betonsteen dikformaat,10.17,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Loevesteinlaan,1965,10.165833,17.4458256074723
1587,00539/10/503,Betontegels,Trottoir,Betontegels,143.18,trottoir links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Loevesteinlaan,1965,143.184368,109.989414296414
1588,00276/10/503,Betontegels,Trottoir,Betontegels,258.74,trottoir links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Goudensteinstraat,1965,258.7416575,232.177392238808
1589,00276/10/502,Betontegels,Trottoir,Betontegels,68.12,trottoir links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Goudensteinstraat,1965,68.124027,52.0917204384992
1590,00019/10/509,Betonsteen,Parkeervak,Betonsteen keiformaat,176.82,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Aldenhaagstraat,2012,176.81686845,77.9129446034087
1591,00019/10/508,Betonsteen,Parkeervak,Betonsteen keiformaat,170.84,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Aldenhaagstraat,2012,170.83909905,75.5735268084909
1592,00791/30/506,Cementbeton,Verkeersdruppel,Beton,1.45,verkeersdruppel,Licht belaste weg,buurtweg (verblijfsgebied),Gemeente Arnhem,Zuid-West (De Laar/Elden),Elden,Rijksweg-West,2010,1.44589288,5.04438774523953
1593,01916/10/502,Betonsteen,Hoofdrijbaan,Betonsteen keiformaat,247.19,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Voedsterwaard,2010,247.18640635,119.211275626681
1594,01916/10/501,Betonsteen,Hoofdrijbaan,Betonsteen keiformaat,599.37,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Voedsterwaard,2010,599.36653897,268.20766706843
1595,01907/10/502,Betonsteen,Hoofdrijbaan,Betonsteen keiformaat,282.19,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Bakerwaard,2010,282.1912135,140.766843215231
1596,01907/10/501,Betonsteen,Hoofdrijbaan,Betonsteen keiformaat,922.31,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Bakerwaard,2010,922.308094495,391.409402490181
1597,00791/30/508,Cementbeton,Verkeersdruppel,Beton,1.4,verkeersdruppel,Licht belaste weg,buurtweg (verblijfsgebied),Gemeente Arnhem,Zuid-West (De Laar/Elden),Elden,Rijksweg-West,2010,1.39732128,5.01648819093703
1598,00791/30/507,Cementbeton,Verkeersdruppel,Beton,1.43,verkeersdruppel,Licht belaste weg,buurtweg (verblijfsgebied),Gemeente Arnhem,Zuid-West (De Laar/Elden),Elden,Rijksweg-West,2010,1.426138495,5.01754248650338
1599,00155/10/507,Gebakken steen,Parkeervak,Klinker dikformaat,59.01,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Couperusstraat,2011,59.0055111,64.3067486416948
1600,00155/10/506,Gebakken steen,Parkeervak,Klinker dikformaat,38.98,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Couperusstraat,2011,38.9792841,44.2150762674251
1601,00155/10/505,Gebakken steen,Parkeervak,Klinker dikformaat,40.89,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Couperusstraat,2011,40.8885563,46.2158605605513
1602,00155/10/504,Gebakken steen,Parkeervak,Klinker dikformaat,23.29,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Couperusstraat,2011,23.2859656,28.4278862090798
1603,01257/10/501,Asfalt,Hoofdrijbaan,Asfalt,944.1,hoofdrijbaan,Licht belaste weg,buurtweg (verblijfsgebied),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Elderveld,Haarlemweg,1974,944.09991855,280.850382644512
1604,01103/30/505,Betontegels,Uitstapstrook,Betontegels,79.7,uitstapstrook rechts,Weg in woongebied,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Groningensingel,1971,79.703327,54.8872869783506
1605,01103/30/504,Betontegels,Uitstapstrook,Betontegels,37.16,uitstapstrook rechts,Weg in woongebied,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Groningensingel,1971,37.16216018,63.4613993767464
1606,01103/30/549,Betontegels,Trottoir,Betontegels,170.19,trottoir links,Weg in woongebied,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Groningensingel,1971,170.192284,149.421223254093
1607,01103/30/548,Betontegels,Trottoir,Betontegels,4.55,trottoir links,Weg in woongebied,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Groningensingel,1971,4.549758,9.30091520301422
1608,01103/30/547,Betontegels,Trottoir,Betontegels,2.99,trottoir links,Weg in woongebied,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Groningensingel,1971,2.9877155,7.97559206402424
1609,01103/30/546,Betontegels,Trottoir,Betontegels,69.11,trottoir links,Weg in woongebied,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Groningensingel,1971,69.107884,47.5101803195626
1610,01123/10/514,Betontegels,Trottoir,Betontegels,311.73,trottoir rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Aduardstraat,1971,311.7272205,249.358853376866
1611,01123/10/513,Betontegels,Trottoir,Betontegels,155.03,trottoir rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Aduardstraat,1971,155.0282985,90.8350016255799
1612,01169/60/504,Betonsteen,Fietspad,Dubbelklinker 20x20,328.72,fietspad rechts,Fietspad,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Elderveld,Hollandweg,2005,328.7181595,231.159635995338
1613,00539/10/518,Betonsteen,In- uitrit,Betonsteen keiformaat,145.58,in- uitrit rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Loevesteinlaan,1965,145.5788765,69.0904939909961
1614,00539/10/517,Betonsteen,In- uitrit,Betonsteen keiformaat,88.95,in- uitrit rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Loevesteinlaan,1965,88.946749,45.7655665457712
1615,00539/10/515,Betonsteen,Parkeervak,Betonsteen keiformaat,129.59,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Loevesteinlaan,1965,129.591152,150.462299261732
1616,00539/10/514,Betonsteen,Parkeervak,Betonsteen keiformaat,22.02,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Loevesteinlaan,1965,22.022621,28.5096977197445
1617,00076/30/506,Betontegels,Trottoir,Betontegels,197.68,trottoir rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Biljoenlaan,2011,197.68313485,162.580526641092
1618,00076/30/505,Betontegels,Trottoir,Betontegels,59.19,trottoir rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Biljoenlaan,2011,59.18838,49.9641994629449
1619,00076/30/513,Betonsteen,Parkeervak,Betonsteen keiformaat,12.36,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Biljoenlaan,2011,12.364072,18.9430304150981
1620,00076/30/512,Betonsteen,Parkeervak,Betonsteen keiformaat,34.41,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Biljoenlaan,2011,34.4073574,47.9248422452474
1621,01911/10/502,Betonsteen,Hoofdrijbaan,Betonsteen keiformaat,327.91,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Mulderwaard,2010,327.9115023,287.441676147112
1622,01907/10/510,Betonsteen,Parkeervak,Betonsteen keiformaat,33.39,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Bakerwaard,2010,33.392449,37.3853876271547
1623,01907/10/509,Betonsteen,Parkeervak,Betonsteen keiformaat,31.14,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Bakerwaard,2010,31.14159957,36.2309753068042
1624,01907/10/508,Betonsteen,Parkeervak,Betonsteen keiformaat,22.38,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Bakerwaard,2010,22.38,26.3021346571036
1625,01907/10/507,Betonsteen,Parkeervak,Betonsteen keiformaat,92.02,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Bakerwaard,2010,92.01935425,98.2581442973683
1626,01907/10/506,Betonsteen,Parkeervak,Betonsteen keiformaat,82.46,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Bakerwaard,2010,82.465005,87.6035775307544
1627,01907/10/505,Betonsteen,Parkeervak,Betonsteen keiformaat,20.56,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Bakerwaard,2010,20.5624064,25.5320206666574
1628,01907/10/504,Betonsteen,Parkeervak,Betonsteen keiformaat,38.05,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Bakerwaard,2010,38.05210965,42.7477224711386
1629,00373/42/503,Gebakken steen,Parallelweg,Klinker dikformaat,324.55,parallelweg rechts,Licht belaste weg,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (Malburgen),Malburgen Oost (Noord),Huissensestraat,2009,324.549763,137.430186131573
1630,00373/42/502,Gebakken steen,Parallelweg,Klinker lingeformaat,215.64,parallelweg rechts,Licht belaste weg,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (Malburgen),Malburgen Oost (Noord),Huissensestraat,2015,215.6404611,86.7113044878605
1631,00373/42/501,Gebakken steen,Parallelweg,Klinker dikformaat,124.72,parallelweg rechts,Licht belaste weg,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (Malburgen),Malburgen Oost (Noord),Huissensestraat,2009,124.719762,58.3053840902986
1632,01679/30/505,Betonsteen,Verkeersdruppel,Betonsteen keiformaat,0.73,verkeersdruppel,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (RVK),Rijkerswoerd,Lou Bandystraat,1985,0.734181545,3.1902384034316
1633,00826/30/528,Betonsteen,In- uitrit,Betonstraatstenen,46.52,in- uitrit rechts,Weg in woongebied,industrieweg,Gemeente Arnhem,CSA,Arnhemse Broek,Simon Stevinweg,2000,46.524385,50.7558658609398
1634,01034/20/543,Betonsteen,Parkeerterrein,Betonsteen keiformaat,447.46,parkeerterrein,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Heijenoord / Lombok,Wilhelminastraat,2005,447.455304,90.7975830522917
1635,01076/20/509,Gebakken steen,Hoofdrijbaan,Klinker dikformaat,215.16,op- afrit links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Heijenoord / Lombok,Zwarteweg,2013,215.163915,117.652669478873
1636,01076/10/506,Betontegels,Trottoir,Betontegels,183.73,trottoir links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Heijenoord / Lombok,Zwarteweg,2013,183.72978535,168.934534655279
1637,01076/10/507,Betonsteen,Parkeervak,Grasstenen,50.58,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Heijenoord / Lombok,Zwarteweg,2013,50.57939425,31.3930161071183
1638,01076/10/508,Betonsteen,Parkeervak,Grasstenen,75.8,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Heijenoord / Lombok,Zwarteweg,2013,75.79857445,41.499202049832
1639,01076/10/509,Betonsteen,Parkeervak,Grasstenen,37.67,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Heijenoord / Lombok,Zwarteweg,2013,37.673855,26.5875718504088
1640,00104/10/511,Gebakken steen,Parkeervak,Klinker waalformaat,34.5,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Burgemeesterswijk / Hoogkamp,Bovenbrugstraat,2012,34.4978026,41.0857598002199
1641,00104/10/510,Gebakken steen,Parkeervak,Klinker waalformaat,23.04,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Burgemeesterswijk / Hoogkamp,Bovenbrugstraat,2012,23.0423415,33.3314273500242
1642,00104/10/509,Gebakken steen,Parkeervak,Klinker waalformaat,32.32,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Burgemeesterswijk / Hoogkamp,Bovenbrugstraat,2012,32.31596225,39.0943649234152
1643,00104/10/508,Gebakken steen,Parkeervak,Klinker waalformaat,54.82,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Burgemeesterswijk / Hoogkamp,Bovenbrugstraat,2012,54.82214555,62.7383361093096
1644,00609/80/505,Betonsteen,In- uitrit,Betonstraatstenen,39.47,in- uitrit links,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Zuid-Oost (RVK),Rijkerswoerd,Mooieweg,1985,39.46675,32.1039235571902
1645,00787/35/529,Overig,Voetpad,Halfverhard,424.93,voetpad,Weg in verblijfsgebied,park paden,Gemeente Arnhem,Bossen en Parken,Presikhaaf Oost,Ruitenberglaan,2021,424.927839,352.9107334678
1646,00856/30/6,Gebakken steen,Parkeervak,Klinker dikformaat,60.43,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,CSA,Spijkerkwartier,Spoorwegstraat,2015,60.43029765,70.452440153433
1647,00856/30/7,Gebakken steen,Hoofdrijbaan,Klinker keiformaat,118.97,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,CSA,Spijkerkwartier,Spoorwegstraat,2015,118.9689395,78.1309279724502
1648,00856/30/8,Gebakken steen,Drempel,Klinker keiformaat,12.39,drempel,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,CSA,Spijkerkwartier,Spoorwegstraat,2015,12.3918845,14.1030363734069
1649,00856/30/9,Gebakken steen,Parkeervak,Klinker dikformaat,74.23,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,CSA,Spijkerkwartier,Spoorwegstraat,2015,74.2323925,84.9923077547977
1650,00856/20/509,Gebakken steen,Hoofdrijbaan,Klinker keiformaat,76.08,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,CSA,Spijkerkwartier,Spoorwegstraat,2015,76.078727,48.6464902497733
1651,00856/20/510,Gebakken steen,Hoofdrijbaan,Klinker keiformaat,43.88,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,CSA,Spijkerkwartier,Spoorwegstraat,2015,43.881616695,38.4358137236836
1652,00856/20/511,Gebakken steen,Drempel,Klinker keiformaat,13.04,drempel,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,CSA,Spijkerkwartier,Spoorwegstraat,2015,13.0389255,14.4464035860674
1653,00856/20/512,Gebakken steen,Drempel,Klinker keiformaat,13.21,drempel,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,CSA,Spijkerkwartier,Spoorwegstraat,2015,13.2055165,14.5490450622145
1654,00856/20/513,Betonsteen,Parkeervak,Betonstraatstenen,44.21,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,CSA,Spijkerkwartier,Spoorwegstraat,2015,44.2091382,49.3784907786387
1655,00856/20/514,Betonsteen,Parkeervak,Betonstraatstenen,58.65,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,CSA,Spijkerkwartier,Spoorwegstraat,2015,58.648232,35.7070266045487
1656,01996/10/1,Gebakken steen,Hoofdrijbaan,Klinker keiformaat,732.03,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Saksen-Coburg,2017,732.032104,279.929717271624
1657,00787/35/527,Overig,Voetpad,Halfverhard,37.97,voetpad,Weg in verblijfsgebied,park paden,Gemeente Arnhem,Bossen en Parken,Presikhaaf Oost,Ruitenberglaan,2010,37.967786,40.3730347802591
1658,00787/35/526,Overig,Voetpad,Halfverhard,908.92,voetpad,Weg in verblijfsgebied,park paden,Gemeente Arnhem,Bossen en Parken,Presikhaaf Oost,Ruitenberglaan,2021,908.9248485,658.722756649064
1659,00787/35/525,Overig,Voetpad,Halfverhard,271.36,voetpad,Weg in verblijfsgebied,park paden,Gemeente Arnhem,Bossen en Parken,Presikhaaf Oost,Ruitenberglaan,2021,271.36002223,174.495596667999
1660,00787/35/524,Overig,Voetpad,Halfverhard,125.87,voetpad,Weg in verblijfsgebied,park paden,Gemeente Arnhem,Bossen en Parken,Presikhaaf Oost,Ruitenberglaan,2021,125.8730525,116.051739636325
1661,00897/20/7,Asfalt,Voetpad,Asfalt,237.07,voetpad,Weg in verblijfsgebied,park paden,Gemeente Arnhem,Bossen en Parken,Burgemeesterswijk / Hoogkamp,Tellegenlaan,1955,237.0683205,172.751101848003
1662,00897/20/6,Asfalt,Voetpad,Asfalt,113.55,voetpad,Weg in verblijfsgebied,park paden,Gemeente Arnhem,Bossen en Parken,Burgemeesterswijk / Hoogkamp,Tellegenlaan,1955,113.5461815,117.669860919751
1663,00897/20/10,Asfalt,Voetpad,Asfalt,414.82,voetpad,Weg in verblijfsgebied,park paden,Gemeente Arnhem,Bossen en Parken,Burgemeesterswijk / Hoogkamp,Tellegenlaan,1955,414.824824,257.535844445949
1664,00897/20/1,Asfalt,Voetpad,Asfalt,1008.97,voetpad,Weg in verblijfsgebied,park paden,Gemeente Arnhem,Bossen en Parken,Burgemeesterswijk / Hoogkamp,Tellegenlaan,2017,1008.970070195,421.201472312913
1665,00897/20/12,Asfalt,Voetpad,Asfalt,432.18,voetpad,Weg in verblijfsgebied,park paden,Gemeente Arnhem,Bossen en Parken,Burgemeesterswijk / Hoogkamp,Tellegenlaan,1955,432.1755795,159.92913099935
1666,01077/92/575,Asfalt,Voetpad,Asfalt,191.3,voetpad,Weg in verblijfsgebied,park paden,Gemeente Arnhem,Bossen en Parken,Burgemeesterswijk / Hoogkamp,Zijpendaalseweg,1955,191.302544,126.264662547439
1667,00897/20/8,Asfalt,Voetpad,Asfalt,464.47,voetpad,Weg in verblijfsgebied,park paden,Gemeente Arnhem,Bossen en Parken,Burgemeesterswijk / Hoogkamp,Tellegenlaan,1955,464.469115,412.067083420559
1668,00897/10/5,Asfalt,Voetpad,Asfalt,31,voetpad,Weg in verblijfsgebied,park paden,Gemeente Arnhem,Bossen en Parken,Burgemeesterswijk / Hoogkamp,Tellegenlaan,1955,30.99586205,25.2217122560867
1669,00023/40/506,Asfalt,Fietspad,Asfalt,732.99,fietspad rechts,Fietspad,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Noord-West,Burgemeesterswijk / Hoogkamp,Amsterdamseweg,2014,732.9947715,747.226872885025
