FID,omschr,afst_obst,pos_omschr,kantcode,wvk_id,wvk_begdat,begafstand,endafstand,fk_veld1,fk_veld4,izi_side,ibn,gdb_geomattr_data,shape
wegbermen_wegvak.1808,Berm met geleideconstructie,2.5 -> 5,Buitenberm,H,272290012,2021-11-01T00:00:00,114,184,027229001220211101,KLK0008105350,R,I,,"LINESTRING (136132.50439999998 445304.9833999984, 136136.6490000002 445325.06529999897, 136146.94539999962 445373.47729999945)"
wegbermen_wegvak.1809,Berm met geleideconstructie,1.25 -> 2,Middenberm,T,272290012,2021-11-01T00:00:00,0,117,027229001220211101,KLK0008105236,R,I,,"LINESTRING (136110.11279999837 445193.2050999999, 136124.5199000016 445266.2954000011, 136133.11080000177 445307.9213999994)"
wegbermen_wegvak.1810,Berm met geleideconstructie,1.25 -> 1.25,Middenberm,T,272290012,2021-11-01T00:00:00,277,318,027229001220211101,KLK0008539978,R,I,,"LINESTRING (136166.5260999985 445464.3922000006, 136175.20450000092 445504.0329999998)"
wegbermen_wegvak.1811,Berm met geleideconstructie,1 -> 4,Buitenberm,H,272290011,2021-11-01T00:00:00,68,151,027229001120211101,KLK0008105365,R,I,,"LINESTRING (136190.35500000045 445570.3236999996, 136193.0324999988 445582.0390000008, 136209.2751000002 445651.1383000016)"
wegbermen_wegvak.1812,Berm met geleideconstructie,.75 -> 1,Buitenberm,H,272290011,2021-11-01T00:00:00,0,68,027229001120211101,KLK0008105352,R,I,,"LINESTRING (136175.20450000092 445504.0329999998, 136190.35500000045 445570.3236999996)"
wegbermen_wegvak.1813,Berm met geleideconstructie,4 -> 4,Buitenberm,H,272290011,2021-11-01T00:00:00,151,447,027229001120211101,KLK0008539979,R,I,,"LINESTRING (136209.2751000002 445651.1383000016, 136210.90780000016 445658.08410000056, 136252.6862999983 445833.17330000177, 136277.79839999974 445939.22370000184)"
wegbermen_wegvak.1814,Berm met geleideconstructie,1.25 -> 1.25,Middenberm,T,272290011,2021-11-01T00:00:00,0,447,027229001120211101,KLK0008539978,R,I,,"LINESTRING (136175.20450000092 445504.0329999998, 136193.0324999988 445582.0390000008, 136210.90780000016 445658.08410000056, 136252.6862999983 445833.17330000177, 136277.79839999974 445939.22370000184)"
wegbermen_wegvak.1815,Berm met geleideconstructie,2.75 -> 2.75,Buitenberm,H,600128714,2021-11-01T00:00:00,0,449,060012871420211101,KLK0008105364,L,I,,"LINESTRING (136264.52169999853 445944.4992999993, 136185.02199999988 445606.1402999982, 136174.00519999862 445558.77160000056, 136162.25429999828 445507.05640000105)"
wegbermen_wegvak.1816,Berm met geleideconstructie,1.25 -> 1.25,Middenberm,T,600128714,2021-11-01T00:00:00,0,449,060012871420211101,KLK0008105362,L,I,,"LINESTRING (136264.52169999853 445944.4992999993, 136185.02199999988 445606.1402999982, 136174.00519999862 445558.77160000056, 136162.25429999828 445507.05640000105)"
wegbermen_wegvak.1817,Verhoogde/verlaagde berm,,Buitenberm,H,600140576,2021-11-01T00:00:00,0,98,060014057620211101,KLK0008211115,L,I,,"LINESTRING (167748.34230000153 450155.30319999903, 167658.04789999872 450193.3942000009)"
wegbermen_wegvak.1818,Ondergronds,5 -> 5,Buitenberm,H,600140576,2021-11-01T00:00:00,98,99,060014057620211101,KLK0008211114,L,I,,"LINESTRING (167658.04789999872 450193.3942000009, 167657.1264999993 450193.78290000185)"
wegbermen_wegvak.1819,Berm met geleideconstructie,5 -> 5,Buitenberm,H,600140576,2021-11-01T00:00:00,99,273,060014057620211101,KLK0008211113,L,I,,"LINESTRING (167657.1264999993 450193.78290000185, 167496.80790000036 450261.41380000114)"
wegbermen_wegvak.1820,Berm met geleideconstructie,2.75 -> 5,Buitenberm,H,600140576,2021-11-01T00:00:00,273,300,060014057620211101,KLK0008211112,L,I,,"LINESTRING (167496.80790000036 450261.41380000114, 167471.93090000004 450271.9083000012)"
wegbermen_wegvak.1821,Berm met geleideconstructie,2.75 -> 2.75,Buitenberm,H,600140576,2021-11-01T00:00:00,300,320,060014057620211101,KLK0008211111,L,I,,"LINESTRING (167471.93090000004 450271.9083000012, 167453.50349999964 450279.68189999834)"
wegbermen_wegvak.1822,Berm met geleideconstructie,5 -> 2.75,Buitenberm,H,600140576,2021-11-01T00:00:00,320,335,060014057620211101,KLK0008211110,L,I,,"LINESTRING (167453.50349999964 450279.68189999834, 167439.68290000036 450285.5122000016)"
wegbermen_wegvak.1823,Berm met geleideconstructie,5 -> 5,Buitenberm,H,600140576,2021-11-01T00:00:00,335,398,060014057620211101,KLK0008211097,L,I,,"LINESTRING (167439.68290000036 450285.5122000016, 167382.08740000054 450309.8090999983)"
wegbermen_wegvak.1824,Geleide barriers,2.75 -> 1.25,Middenberm,T,600140576,2021-11-01T00:00:00,0,398,060014057620211101,KLK0008305200,L,I,,"LINESTRING (167748.34230000153 450155.30319999903, 167382.08740000054 450309.8090999983)"
wegbermen_wegvak.1825,Berm met geleideconstructie,1.25 -> 1.75,Buitenberm,T,600114374,2021-09-01T00:00:00,0,184,060011437420210901,KLK0008014899,R,I,,"LINESTRING (98663.14999999851 432491.01000000164, 98619 432544, 98597 432576, 98562 432630, 98556.0811999999 432640.25930000097)"
wegbermen_wegvak.1826,Berm met geleideconstructie,3.75 -> 3.75,Buitenberm,H,600114374,2021-09-01T00:00:00,0,184,060011437420210901,KLK0008014898,R,I,,"LINESTRING (98663.14999999851 432491.01000000164, 98619 432544, 98597 432576, 98562 432630, 98556.0811999999 432640.25930000097)"
wegbermen_wegvak.1827,Berm met geleideconstructie,1.25 -> 1.75,Buitenberm,T,600113465,2021-09-01T00:00:00,0,10,060011346520210901,KLK0008014899,R,I,,"LINESTRING (98668.74300000072 432482.88699999824, 98663.14999999851 432491.01000000164)"
wegbermen_wegvak.1828,Berm met geleideconstructie,3.75 -> 3.75,Buitenberm,H,600113465,2021-09-01T00:00:00,0,10,060011346520210901,KLK0008014898,R,I,,"LINESTRING (98668.74300000072 432482.88699999824, 98663.14999999851 432491.01000000164)"
wegbermen_wegvak.1829,Berm met geleideconstructie,2.75 -> 2.75,Middenberm,T,328209004,2021-11-01T00:00:00,538,626,032820900420211101,KLK0008222134,R,I,,"LINESTRING (164548.29340000078 404847.2879999988, 164585.54039999843 404848.10489999875, 164636.4439000003 404848.75930000097)"
wegbermen_wegvak.1854,Berm met geleideconstructie,1.25 -> 2.75,Middenberm,T,327203015,2021-11-01T00:00:00,476,503,032720301520211101,KLK0008222041,R,I,,"LINESTRING (163475.44889999926 401970.96489999816, 163470.871199999 401980.2296999991, 163463.2873999998 401995.07019999996)"
wegbermen_wegvak.1830,Berm met geleideconstructie,1.75 -> 1.75,Middenberm,T,328209004,2021-11-01T00:00:00,82,520,032820900420211101,KLK0008222132,R,I,,"LINESTRING (164097.09540000185 404790.30849999934, 164104.1026000008 404792.19519999996, 164123.47590000182 404797.1755999997, 164142.9188000001 404801.9045000002, 164168.45820000023 404807.6908, 164188.03539999947 404811.87260000035, 164207.66270000115 404815.7580000013, 164227.3286000006 404819.4140999988, 164247.04019999877 404822.7987000011, 164268.97960000113 404826.2655999996, 164308.6163999997 404831.7842000015, 164328.47590000182 404834.15129999816, 164348.36780000106 404836.2399000004, 164368.28379999846 404838.1229000017, 164408.55099999905 404841.3238000013, 164448.45600000024 404843.77870000154, 164488.42020000145 404845.50499999896, 164528.3975000009 404846.8515999988, 164530.29769999906 404846.8933000006)"
wegbermen_wegvak.1831,Berm met geleideconstructie,1 -> 1.75,Middenberm,T,328209004,2021-11-01T00:00:00,0,82,032820900420211101,KLK0008222131,R,I,,"LINESTRING (164018.48209999874 404767.0196999982, 164037.5399999991 404773.09160000086, 164056.6816000007 404778.9123999998, 164084.7899999991 404786.9952000007, 164097.09540000185 404790.30849999934)"
wegbermen_wegvak.1832,Obstakelvrije berm,,Buitenberm,H,328209004,2021-11-01T00:00:00,599,626,032820900420211101,KLK0008222127,R,I,,"LINESTRING (164609.2824999988 404848.41010000184, 164636.4439000003 404848.75930000097)"
wegbermen_wegvak.1833,Berm met geleideconstructie,3.75 -> 3.75,Buitenberm,H,328209004,2021-11-01T00:00:00,419,576,032820900420211101,KLK0008222125,R,I,,"LINESTRING (164429.3942000009 404842.60599999875, 164448.45600000024 404843.77870000154, 164488.42020000145 404845.50499999896, 164528.3975000009 404846.8515999988, 164585.54039999843 404848.10489999875, 164586.28440000117 404848.1145000011)"
wegbermen_wegvak.1834,Ondergronds,3.75 -> 3.75,Buitenberm,H,328209004,2021-11-01T00:00:00,418,419,032820900420211101,KLK0008222124,R,I,,"LINESTRING (164428.39600000158 404842.54459999874, 164429.3942000009 404842.60599999875)"
wegbermen_wegvak.1835,Verhoogde/verlaagde berm,,Buitenberm,H,328209004,2021-11-01T00:00:00,83,418,032820900420211101,KLK0008222123,R,I,,"LINESTRING (164098.0610000007 404790.568500001, 164104.1026000008 404792.19519999996, 164123.47590000182 404797.1755999997, 164142.9188000001 404801.9045000002, 164168.45820000023 404807.6908, 164188.03539999947 404811.87260000035, 164207.66270000115 404815.7580000013, 164227.3286000006 404819.4140999988, 164247.04019999877 404822.7987000011, 164268.97960000113 404826.2655999996, 164308.6163999997 404831.7842000015, 164328.47590000182 404834.15129999816, 164348.36780000106 404836.2399000004, 164368.28379999846 404838.1229000017, 164408.55099999905 404841.3238000013, 164428.39600000158 404842.54459999874)"
wegbermen_wegvak.1836,Berm met geleideconstructie,1.75 -> 2.75,Middenberm,T,328209004,2021-11-01T00:00:00,520,538,032820900420211101,KLK0008222133,R,I,,"LINESTRING (164530.29769999906 404846.8933000006, 164548.29340000078 404847.2879999988)"
wegbermen_wegvak.1837,Berm met obstakels,,Buitenberm,H,328209004,2021-11-01T00:00:00,576,599,032820900420211101,KLK0008222126,R,I,,"LINESTRING (164586.28440000117 404848.1145000011, 164609.2824999988 404848.41010000184)"
wegbermen_wegvak.1838,Berm met geleideconstructie,4 -> 4,Buitenberm,H,328209004,2021-11-01T00:00:00,0,83,032820900420211101,KLK0008222122,R,I,,"LINESTRING (164018.48209999874 404767.0196999982, 164037.5399999991 404773.09160000086, 164056.6816000007 404778.9123999998, 164084.7899999991 404786.9952000007, 164098.0610000007 404790.568500001)"
wegbermen_wegvak.1839,Berm met geleideconstructie,1.5 -> 2,Middenberm,T,337221009,2021-11-01T00:00:00,1747,1825,033722100920211101,KLK0008222285,R,I,,"LINESTRING (168095.57869999856 412131.0196999982, 168095.1651000008 412136.64559999853, 168093.36820000038 412156.5705999993, 168091.28240000084 412176.4620999992, 168088.96700000018 412196.3277999982, 168087.3339000009 412208.5716999993)"
wegbermen_wegvak.1840,Berm met geleideconstructie,4.5 -> 4.5,Buitenberm,H,337221009,2021-11-01T00:00:00,2537,2696,033722100920211101,KLK0008222284,R,I,,"LINESTRING (167870.93560000136 412884.5839000009, 167866.43149999902 412896.46460000053, 167838.2778000012 412971.35119999945, 167828.17660000175 412999.1677000001, 167815.95980000123 413033.7708999999)"
wegbermen_wegvak.1841,Verhoogde/verlaagde berm,,Buitenberm,H,337221009,2021-11-01T00:00:00,1639,2536,033722100920211101,KLK0008222282,R,I,,"LINESTRING (168101.49650000036 412023.19249999896, 168101.00230000168 412037.8247999996, 168099.16360000148 412077.77899999917, 168098.02490000054 412097.74720000103, 168095.1651000008 412136.64559999853, 168093.36820000038 412156.5705999993, 168091.28240000084 412176.4620999992, 168088.96700000018 412196.3277999982, 168085.67280000076 412221.0262000002, 168082.73200000077 412240.813099999, 168079.55150000006 412260.5590999983, 168076.15689999983 412280.2690999992, 168071.58260000125 412304.6383000016, 168067.58289999887 412324.2410000004, 168063.33639999852 412343.78709999844, 168058.8302000016 412363.2729000002, 168050.04509999976 412398.1429999992, 168044.8482999988 412417.4611000009, 168039.40630000085 412436.7065999992, 168033.6341000013 412455.85979999974, 168028.95340000093 412470.7639000006, 168022.78240000084 412489.7729999982, 168016.38699999824 412508.7232000008, 168009.75939999893 412527.5936000012, 168002.9204000011 412546.3913999982, 167992.3927000016 412574.25869999826, 167977.77930000052 412611.49529999867, 167941.25439999998 412702.3502999991, 167919.19689999893 412758.1506999992, 167901.10049999878 412805.01579999924, 167871.2899999991 412883.6488999985)"
wegbermen_wegvak.1842,Berm met geleideconstructie,1.5 -> 1.5,Middenberm,T,337221009,2021-11-01T00:00:00,1473,1747,033722100920211101,KLK0008222281,R,I,,"LINESTRING (168108.41649999842 411857.35009999946, 168107.24269999936 411873.8878000006, 168106.0821999982 411893.8542999998, 168105.18989999965 411913.83520000055, 168101.00230000168 412037.8247999996, 168099.16360000148 412077.77899999917, 168098.02490000054 412097.74720000103, 168095.57869999856 412131.0196999982)"
wegbermen_wegvak.1843,Berm met geleideconstructie,3 -> 2.75,Middenberm,T,327203015,2021-11-01T00:00:00,0,424,032720301520211101,KLK0008221975,R,I,,"LINESTRING (163615.67559999973 401518.18250000104, 163612.54890000075 401539.46990000084, 163608.0626000017 401566.1517000012, 163604.46840000153 401585.7941999994, 163600.61879999936 401605.42020000145, 163596.50329999998 401624.9948000014, 163589.8044999987 401654.42440000176, 163585.04019999877 401673.84910000116, 163578.3986000009 401699.17020000145, 163573.05579999834 401718.4065999985, 163567.43239999935 401737.6002999991, 163561.56969999894 401756.72199999914, 163552.70179999992 401783.99500000104, 163546.20800000057 401802.9138999991, 163539.46059999987 401821.7413999997, 163532.35350000113 401840.7320000008, 163525.11800000072 401859.36670000106, 163509.81689999998 401896.32840000093, 163497.65819999948 401923.95010000095)"
wegbermen_wegvak.1844,Berm met geleideconstructie,2.75 -> 1.75,Middenberm,T,327203015,2021-11-01T00:00:00,2370,2405,032720301520211101,KLK0008222090,R,I,,"LINESTRING (163001.14889999852 403725.21649999917, 163003.4173000008 403732.82840000093, 163009.36560000107 403751.92350000143, 163011.55420000106 403758.63269999996)"
wegbermen_wegvak.1845,Berm met geleideconstructie,3.75 -> 3.75,Buitenberm,H,327203015,2021-11-01T00:00:00,2331,2464,032720301520211101,KLK0008222089,R,I,,"LINESTRING (162990.4210000001 403687.72250000015, 162992.1075000018 403693.9732000008, 162997.69940000027 403713.6416000016, 163003.4173000008 403732.82840000093, 163009.36560000107 403751.92350000143, 163015.56850000098 403770.9382000007, 163023.7696999982 403794.9219000004, 163030.84650000185 403814.6169999987)"
wegbermen_wegvak.1846,Ondergronds,3.75 -> 3.75,Buitenberm,H,327203015,2021-11-01T00:00:00,2330,2331,032720301520211101,KLK0008222088,R,I,,"LINESTRING (162990.16050000116 403686.757100001, 162990.4210000001 403687.72250000015)"
wegbermen_wegvak.1847,Berm met geleideconstructie,2.75 -> 2.75,Middenberm,T,327203015,2021-11-01T00:00:00,1626,2370,032720301520211101,KLK0008222050,R,I,,"LINESTRING (162961.6761999987 402989.25279999897, 162960.4085999988 402996.05040000007, 162957.55270000175 403012.3332999982, 162951.82119999826 403048.40199999884, 162949.04450000077 403068.2109000012, 162946.5423000008 403088.05380000174, 162943.60570000112 403114.17760000005, 162941.65830000117 403134.2457000017, 162939.9530000016 403154.17080000043, 162938.5075000003 403174.8596000001, 162937.34109999985 403194.8247999996, 162936.4327000007 403214.8044999987, 162935.60339999944 403242.32389999926, 162935.34659999982 403257.8924999982, 162935.25820000097 403277.8920999989, 162935.40190000087 403297.89339999855, 162936.18070000038 403329.86569999903, 162937.32759999856 403357.1616999991, 162938.51260000095 403377.1270000003, 162939.80810000002 403395.6381999999, 162941.45710000023 403415.5656000003, 162945.35799999908 403454.0029999986, 162948.05050000176 403475.8984999992, 162952.74819999933 403509.6644000001, 162955.86780000106 403529.4184000008, 162961.06789999828 403559.0357999988, 162964.8099000007 403578.6860000007, 162968.80550000072 403598.28280000016, 162972.97679999843 403617.23330000043, 162982.53119999915 403657.4699999988, 162986.89319999889 403674.6471000016, 162992.1075000018 403693.9732000008, 162997.69940000027 403713.6416000016, 163001.14889999852 403725.21649999917)"
wegbermen_wegvak.1848,Berm met geleideconstructie,1.75 -> 2.75,Middenberm,T,327203015,2021-11-01T00:00:00,1605,1626,032720301520211101,KLK0008222049,R,I,,"LINESTRING (162965.66209999844 402968.63529999927, 162964.0738000013 402976.39559999853, 162961.6761999987 402989.25279999897)"
wegbermen_wegvak.1849,Berm met geleideconstructie,2.75 -> 1.75,Middenberm,T,327203015,2021-11-01T00:00:00,1555,1580,032720301520211101,KLK0008222047,R,I,,"LINESTRING (162976.2349999994 402919.7683000006, 162975.5047999993 402922.8546000011, 162970.76309999824 402944.1618000008)"
wegbermen_wegvak.1850,Berm met geleideconstructie,2.75 -> 2.75,Middenberm,T,327203015,2021-11-01T00:00:00,1188,1555,032720301520211101,KLK0008222046,R,I,,"LINESTRING (163100.38540000096 402575.3011999987, 163095.02910000086 402586.04850000143, 163080.98939999938 402615.47150000185, 163072.6774000004 402633.66220000014, 163063.37110000104 402654.9123999998, 163055.56179999933 402673.32389999926, 163042.73669999838 402705.04520000145, 163034.4600000009 402726.75239999965, 163027.58359999955 402745.5315999985, 163017.65450000018 402774.0388999991, 163011.24450000003 402793.45439999923, 163005.22140000015 402812.52589999884, 162996.11400000006 402843.11609999835, 162990.71400000155 402862.37530000135, 162984.9679000005 402883.9829999991, 162980.10960000008 402903.39180000126, 162976.2349999994 402919.7683000006)"
wegbermen_wegvak.1851,Berm met geleideconstructie,1.5 -> 2.75,Middenberm,T,327203015,2021-11-01T00:00:00,1164,1188,032720301520211101,KLK0008222045,R,I,,"LINESTRING (163111.3018000014 402553.92819999903, 163103.94839999825 402568.15199999884, 163100.38540000096 402575.3011999987)"
wegbermen_wegvak.1852,Berm met geleideconstructie,1.5 -> 1.5,Middenberm,T,327203015,2021-11-01T00:00:00,1137,1164,032720301520211101,KLK0008222044,R,I,,"LINESTRING (163123.8911000006 402530.04349999875, 163116.52910000086 402543.81709999964, 163111.3018000014 402553.92819999903)"
