FID,LOCATIENAAM,STATUSONDERZOEK,RAPPORTAUTEUR,RAPPORTDATUM,RAPPORTNUMMER,CONCLUSIE,ONDERZOEKSNAAM,LOCATIE_ID,LOCATIECODE,ONDERZOEK_ID,NAZCACODE,GEOMETRIE
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3661,Gerstweg 2,Verkennend onderzoek NVN 5740,Haskoning,09-02-1999,1714/H0054.AO,"Hypothese wordt verworpen
Zintuigelijke waarnemingen: de laag 0.9-1.4 m-mv bij boorpunt 1 is matig puinhoudend
Resultaten:	
Bovengrond:Koper, Lood, Zink en PAK overschrijden de S-waarde 
Puinhoudend monster bp 1: Cadmium, Koper, Lood, Zink, Olie  en PAK > S-waarde
Ondergrond:  PAK > S-waarde, plaatselijk overschrijdt trichlooretheen de S-waarde
Ondergrond diep: geen overschrijdingen
Grondwater:niet onderzocht.
Bijzonderheden: geen
Conclusies en aanbevelingen: plaatselijk is de grond licht verontreinigd met zware metalen, PAK, VOCl en/of minerale olie.",Verkennend Onderzoek 10,793,NZ026800338,1681,,"POLYGON ((184566.924 426476.162, 184554.995 426484.654, 184551.153 426478.992, 184563.285 426470.5, 184566.924 426476.162))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3662,Steltsestraat 028,Verkennend onderzoek NVN 5740,Boot Milieuconsult,31-01-1999,1719/B566,"Hypothese wordt verworpen
Zintuigelijke waarnemingen: er worden geen afwijkingen waargenomen
Resultaten:	
Bovengrond: Zink en Minerale olie overschrijden de Streefwaarde
Ondergrond: Zink overschrijdt de Streefwaarde
Grondwater: niet onderzocht maar overgenomen uit eerder onderzoek op naastgelegen perceel (bp 9). Chroom en Trichloormethaan overschrijden hier de Streefwaarde.
Bijzonderheden: geen 
Conclusies en aanbevelingen: de grond is licht verontreinigd, welke geen beletsel is voor het afgeven van een bouwvergunning. Vrijkomende grond is licht verontreinigd.",Verkennend Onderzoek 1,1056,NZ026802067,1683,,"POLYGON ((188396.84 430498.714, 188407.103 430504.051, 188393.693 430528.273, 188383.566 430523.073, 188396.84 430498.714))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3663,Nijverheidsweg 53,Sanerings onderzoek,EnviroPlan,13-06-1997,1730/P-7660,"In het verleden hebben een aantal bodemonderzoeken plaats gehad.
Verontreinigingssituatie: zowel in grond als grondwater is sprake van een ernstige verontreiniging met minerale olie en aromaten. 
Naar schatting is 8500 m3 grond verontreinigd. 
In het rapport wordt een schatting gemaakt van de kosten van een volledige sanering.  Er wordt onderscheid gemaakt tussen grondsanering ( F 1.800.000,-) en grondwatersanering (f 560.000,-).",Sanerings Onderzoek 1,491,NZ026800824,1693,,"POLYGON ((184928.081 429051.378, 184898.373 428997.046, 184949.225 428970.817, 184978.399 429025.952, 184928.081 429051.378))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3664,Postweg 040-042,Verkennend onderzoek NVN 5740,EnviroPlan,23-04-1999,1747/P-91728,"Hypothese wordt strikt genomen verworpen
Zintuigelijke waarnemingen:in het talud aan de zuidzijde zijn in de bodem bijmenging met slakken en gravel gevonden.
Resultaten:	
Bovengrond: Minerale olie > S-waarde
Ondergrond: geen overschrijdingen
Grondwater: grondwater dieper dan 5 m-mv, dus niet onderzocht.

Conclusies en aanbevelingen: de resulaten vormen geen belemmering voor de bouwvan twee woningen.

Opmerking: de laag gravel van de tennisbaan en de aanwezige laag slakken zijn niet als bodem beschouwd en niet bij het onderzoek betrokken.",Verkennend Onderzoek 1,1062,NZ026800885,1697,,"POLYGON ((188750.052 426995.46, 188765.452 426951.492, 188784.462 426957.333, 188768.85 427000.877, 188750.052 426995.46))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3665,"Bijsterhuizen, lokatie 4",Verkennend onderzoek NVN 5740,DHV,14-04-1999,1736/QO381-27-004,"Zintuigelijke waarnemingen: er worden geen afwijkingen waargenomen
Resultaten:	
Bovengrond: geen overschrijdingen
Ondergrond: klei: Nikkel en Arseen overschrijden  de Streefwaarde. In de zandige ondergrond worden geen overschrijdingen aangetroffen.
Grondwater: er is een verhoogde fenolindex gemeten.

Conclusies en aanbevelingen:er worden geen noemenswaardige verontreinigingen aangetroffen. De aangetoonde bodemkwaliteit vormt geen belemmering voor het beoogde gebruik van het perceel (bedirjfsterrein).
Opgemerkt wordt dat de onderzochte kleiige ondergrond niet voldoet aan het criterium van multifunctionaliteit. Bij eventuele afvoer van ontgraven grond moet rekening worden gehouden met beperkte hergebruiksmogelijkheden.",Verkennend Onderzoek 1,1068,NZ029600032,1709,,"POLYGON ((180573.11 426580.889, 180471.762 426630.302, 180454.619 426597.528, 180554.454 426545.341, 180573.11 426580.889))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3666,Nijverheidsweg 29 (Nacco),Verkennend onderzoek NVN 5740,Krachtwerktuigen,17-12-1998,1697/98229600.R01,"Hypothese wordt grondwater verworpen, voor grond niet verworpen.
Zintuigelijke waarnemingen: er worden geen afwijkingen waargenomen
Resultaten:	
Bovengrond: geen overschrijdingen
Ondergrond: geen overschrijdingen
Grondwater: Tri- en tetrachlooretheen overschrijden de Streefwaarde.

Conclusies en aanbevelingen: er worden geen noemenswaardige verontreinigingen aangetroffen. Er zin geen belemmeringen voor het afgeven van een bouwvergunning.",Verkennend Onderzoek 2,325,NZ026800814,1721,,"POLYGON ((185198.784 429385.596, 185207.695 429401.845, 185181.488 429415.996, 185171.529 429400.01, 185198.784 429385.596))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3667,Laauwikstraat 71,Verkennend onderzoek NVN 5740,Centraal Bodemkundig Bureau,09-10-1998,1776/2025601,"De volgende deellocaties zijn onderzocht in het kader van de AMvB Tuinbouw:
- bovengrondse olietank

Hypothese verdacht wordt verworpen
Zintuigelijke waarnemingen: er worden geen afwijkingen waargenomen
Resultaten:	
Bovengrond: geen overschrijdingen
Ondergrond: niet onderzocht
Grondwater: geen overschrijdingen

Conclusies en aanbevelingen: Er worden geen verontreinigingen aangetoond. De nulsituatie is vastgelegd.",Verkennend Onderzoek 1,1083,NZ026802051,1728,,"POLYGON ((188706.666 430998.375, 188714.273 430997.952, 188715.119 431015.703, 188706.666 431015.281, 188706.666 430998.375))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3668,Hatertseweg 497,Verkennend onderzoek NVN 5740,Milieutechnisch Adviesbureau De Bruin,18-03-1999,1756/MHN/12/99,"Hypothese onverdacht wordt niet verworpen
Zintuigelijke waarnemingen:zwakke tot matige hoeveelheid grind
Resultaten:	
Bovengrond: minerale olie overschrijdt licht de Streefwaarde
Ondergrond: trichlooretheen overschrijdt de Streefwaarde
Grondwater: niet onderzocht

Conclusies en aanbevelingen: er is geen belemmering voor de nieuwbouw",Verkennend Onderzoek 1,1088,NZ026800432,1734,,"POLYGON ((186213.996 425312.363, 186208.492 425317.343, 186193.728 425330.971, 186183.944 425320.138, 186203.862 425301.792, 186213.996 425312.363))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3669,Molenweg 001,Nader onderzoek,Haskoning,22-11-1995,1759/15440.d1821.AO,"Zintuiglijke waarnemingen: er worden kooltjes, puin, glas en baksteenouin gevonden.
Resultaten:
Grond: De plaatselijke lichte tot sterke grondverontreiniging PAK en Lood zijn te relateren aan puin.  Tot een diepte van 1 m-mv wordt deze sterke verontreiniging gemeten. Er is niet meer dan 25 m3 aaneegesloten grond sterk verontreinigd.

Grondwater: Minerale olie overschrijdt de I-waarde. De S-waarde contour is nog niet geheel uitgekarteerd, zowel horizontaal als verticaal niet.",Nader Onderzoek 1,1089,NZ026800760,1737,,"POLYGON ((186243.618 428164.966, 186256.556 428180.125, 186227.022 428205.87, 186224.016 428202.211, 186214.999 428208.875, 186204.675 428195.807, 186225.846 428178.688, 186222.709 428174.767, 186243.618 428164.966))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_366a,Bijsterhuizen (K743),Verkennend onderzoek NVN 5740,DHV,21-05-1999,1784/Q1015-27-001,"Hypothese wordt strikt genomen verworpen.
Zintuigelijke waarnemingen: er worden geen afwijkingen waargenomen
Resultaten:	
Bovengrond: geen overschrijdingen
Ondergrond: Nikkel overschrijdt de Streefwaarde
Grondwater: Tetrachlooretheen overschrijdt de Streefwaarde. De Fenolindex is licht verhoogd.

Conclusies en aanbevelingen: de aangetroffen lichte verontreinigingen vormen geen belemmering voor het beoogde gebruik van de locatie. Aanvullende onderzoek is niet noodzakelijk.",Verkennend Onderzoek 1,1095,NZ029600005,1758,,"POLYGON ((180447.52 426133.223, 180474.062 426183.184, 180468.442 426187.556, 180469.691 426192.864, 180473.75 426200.983, 180474.687 426206.291, 180474.999 426211.599, 180474.374 426215.971, 180471.564 426224.09, 180465.943 426234.394, 180461.572 426238.141, 180456.576 426241.264, 180444.085 426245.636, 180405.678 426256.877, 180373.515 426160.701, 180381.634 426158.828, 180447.52 426133.223))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_366b,Kerkenbos 11-01,Verkennend onderzoek NVN 5740,Mos Grondmechanica,26-05-1999,1791/R525299,"Hypothese wordt niet verworpen.
Zintuiglijke waarnemingen: bij boring 4 zijn tussen 0.7 en 1m-mv sporen van koolas aangetroffen.
Resultaten:
   Bovengrond: er zijn geen overschrijdingen van de streefwaarden en/of de detectielimiet gemeten
   Ondergrond: er zijn geen overschrijdingen van de streefwaarden en/of de detectielimiet gemeten
   Grondwater: er zijn geen overschrijdingen van de streefwaarden en/of de detectielimiet gemeten
Bijzonderheden: nvt
Conclusies en aanbevelingen: in zowel grond als grondwater zijn geen verontreinigingen aangetoond. Vrijkomende grond is zowel binnen als buiten de onderzoekslocatie multi-functioneel toepasbaar.",Verkennend Onderzoek 1,1099,NZ026800605,1761,,"POLYGON ((182725.402 426591.119, 182741.633 426574.308, 182765.255 426597.35, 182749.169 426613.146, 182725.402 426591.119))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_366c,Kerkenbos 10-32,Verkennend onderzoek NVN 5740,Inbodem,25-01-1999,1799/NIJMCOL25.01.1999,"Hypothese wordt verworpen.
Zintuiglijke waarnemingen: zintuiglijk zijn geen bijzonderheden waargenomen die zouden kunnen wijzen op bodemverontreinging.
Resultaten:
  Bovengrond: er zijn geen verontreingingen aangetoond
  Ondergrond: er zijn geen verontreingingen aangetoond
  Grondwater: voor chroom is een overschrijding van de streefwaarde aangetoond.
Bijzonderheden: nvt
Conclusies en aanbevelingen: Het gemeten licht verhoogde gehalte aan chroom levert geen gevaar op voor de volksgezondheid en/of het milieu. Verder onderzoek wordt niet noodzakelijk geacht.",Verkennend Onderzoek 1,1101,NZ026800601,1766,,"POLYGON ((182013.774 426409.783, 181999.071 426394.78, 182023.376 426369.576, 182027.276 426367.175, 182031.327 426365.075, 182035.678 426363.575, 182039.128 426362.975, 182041.679 426362.675, 182046.18 426362.975, 182105.591 426369.126, 182100.94 426418.635, 182013.774 426409.783))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_366d,Couwenbergstraat 30,Verkennend onderzoek NVN 5740,DHV,15-07-1999,1834/Q1651-27-001,"Hypothese wordt verworpen. 

Zintuiglijke waarnemingen: zintuiglijk zijn geen bijzonderheden waargenomen die zouden kunnen wijzen op bodemverontreiniging

Resultaten:
 Bovengrond: PAK > S-waarde
 Ondergrond: geen overshcrijdingen van de streefwaarden aangetoond
 Grondwater: chroom > S-waarde. fenol-index zeer licht verhoogd
Bijzonderheden: in de omgeving zijn al vaker verhoogde gehalten aan chroom en PAK aangetroffen

Conclusies en aanbevelingen: Aanvullend onderzoek wordt niet noodzakelijk geacht. Naar verwachting zal de grond multi-functioneel kunnen worden hergebruikt. Een depot bemonstering zal hierover uitsluitsel moeten geven.",Verkennend Onderzoek 1,1105,NZ026802058,1771,,"POLYGON ((185212.226 424308.338, 185236.735 424279.261, 185259.487 424299.641, 185235.154 424327.752, 185212.226 424308.338))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_366e,Bijsterhuizen: locatie 2,Verkennend onderzoek NVN 5740,DHV,25-06-1999,1812/ONA991854,"Hypothese wordt verworpen.

Zintuiglijke waarnemingen: zintuiglijk zijn geen waarnmemingen gedaan die zouden kunnen wijzen op bodemverontreiniging

Resultaten:
 Bovengrond: geen overschrijdingen van de streefwaarden aangetoond
 Ondergrond: in 1 mengmonster overschrijdt het geha;te aan nikkel de streefwaarde
 Grondwater: fenol index is verhoogd (9.2ug/l)
Bijzonderheden: het betreft een rapport waarin verslag wordt gedaan van de op deze locatie betrekking hebbende gegevens uit voorgaande onderzoeken.

Conclusies en aanbevelingen: niet alle onderzochte grond op de locatie voldoet aan het criterium voor mutli-functionaliteit",Verkennend Onderzoek 1,1115,NZ029600042,1785,,"POLYGON ((180347.694 426629.402, 180313.002 426562.483, 180402.671 426524.568, 180436.036 426588.454, 180347.694 426629.402))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_366f,Visveldsestraat 03,Verkennend onderzoek NVN 5740,Centraal Bodemkundig Bureau,10-08-1999,1835/2036061,"Hypothese wordt niet verworpen.

Zintuiglijke waarnemingen: bij boring 3, 4, 9, 21 en 23 is puin aangetroffen. Bij boring 21 bevat de bodem tevens 5% kooldeeltjes

Resultaten:
 Bovengrond: Lood, chroom, zink  > interventiewaarde. Koper, PAK > tussenwaarde. Cadmium, nikkel, kwik > streefwaarde
 Ondergrond: geen verhoogde gehalten aangetoond
 Grondwater: fenolindex > detectiegrens. Benzeen en toluyeen > streefwaarde
Bijzonderheden: verdachte deellocaties zijn: oplsag/aanmaak van meststoffen en bestrijdingsmiddelen, voormalige bovengrondse olietank, gedempte sloot. De locatie van de boringen waaruit het mengmonster met de hoogste gehaltes is samengesteld is niet te vinden

Conclusies en aanbevelingen:",Verkennend Onderzoek 1,1125,NZ026801940,1798,,"POLYGON ((187932.968 430948.932, 187942.692 430929.733, 187906.288 430909.286, 187926.236 430868.644, 188019.739 430922.751, 188083.321 430947.685, 188075.093 430970.625, 188010.763 430938.709, 187988.322 430980.349, 187932.968 430948.932))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3670,Stationsstraat 33,Verkennend onderzoek NVN 5740,IMd Micon,19-07-1994,1837/71081,"Hypothese wordt verworpen.

Zintuiglijke waarnemingen: er zijn geen bijzonderheden waargenomen die zouden kunnen duiden op bodemverontreiniging

Resultaten:
 Bovengrond: fluorantheen >A-waarde
 Ondergrond: geen overschrijdingen van de A-waarden aangetoond
 Grondwater: nikkel, zink, arseen en fenolindex > A-waarde
Bijzonderheden: nvt

Conclusies en aanbevelingen: Verder onderzoek naar de kwaliteit van de grodn wordt niet noodzakelijk geacht. Geadviseerd wordt het grondwater opnieuw te bemonsteren en te laten analyseren op een uitgebreid pakket fenolen.",Verkennend Onderzoek 1,1126,NZ082600042,1799,,"POLYGON ((186737.455 433547.91, 186738.365 433540.863, 186757.46 433543.363, 186756.323 433550.183, 186737.455 433547.91))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3671,Gerstweg 2,Verkennend onderzoek NVN 5740,Haskoning,06-11-1995,1840/D2202.A0/R001,"Hypothese wordt verworpen.

Zintuiglijke waarnemingen: er zijn geen zintuiglijk waarneembare verontreinigingen geconstateerd.

Resultaten:
 Bovengrond: PAK > interventiewaarde. Koper, lood, zink en minerale olie > streefwaarde
 Ondergrond: trichlooretheen, EOX en minerale olie > streefwaarde
 Grondwater: niet bemonsterd
Bijzonderheden: nvt

Conclusies en aanbevelingen: Het is niet bekend waardoor de verhoogde concnetraties van de genoemde stoffen veroorzaakt zijn. Er zou sprake kunnen zijn van een geval van ernstige bodemverontreiniging met PAK. In een nader onderzoek dient de omvang van de PAK verontreiniging te worden vastgesteld.",Verkennend Onderzoek 13,793,NZ026800338,1805,,"POLYGON ((184618.135 426469.402, 184628.992 426486.707, 184615.081 426495.528, 184579.115 426442.259, 184593.027 426432.419, 184618.135 426469.402))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3672,Gerstweg 2,Verkennend onderzoek NVN 5740,Haskoning,07-01-1998,1842/F2446.A0/R001,"Hypothese wordt niet verworpen.

Zintuiglijke waarnemingen: bij alle boringen zijn kooltjes, sintels, houtresten, asfalt en/of puin aangetroffen. Tot max. 1,7 m-mv

Resultaten:
 Ophooglaag: Koper, lood, zink, PAK en minerale olie > streefwaarde 
 Oorspronkelijke bovengrond: koper en PAK > streefwaarde
 Ondergrond: geen verontreinigingen aangetoond 
 Grondwater: niet bemonsterd
Bijzonderheden: de locatie is verdacht vanwege de voormalige vuilverbranding van de gemeente Nijmegen. De locatie is opgehoogd met verontreinig materiaal van elders van het terrein

Conclusies en aanbevelingen: De ophooglaag en de oorspronkelijke bovengrond zijn licht verontreinigd met zware metalen, olie en PAK.",Verkennend Onderzoek 15,793,NZ026800338,1807,,"POLYGON ((184841.46 426212.073, 184825.17 426222.64, 184813.282 426219.558, 184781.141 426263.147, 184759.127 426228.364, 184826.05 426186.096, 184841.46 426212.073))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3673,Gerstweg 2,Verkennend onderzoek NVN 5740,Haskoning,27-07-1995,1844/D1366.A0/R001,"Hypothese wordt niet verworpen.

Zintuiglijke waarnemingen: bij boring 10 is een lichte oliegeur waargenomen en is een lichte uitslag van de olie-waterproef geconstateerd. Bij boring 69 is in de bovengrond een blauwgroene verkleuring waargenomen. Bij boring 158 zijn in de bovengrond brokjes dakteer aangetroffen.

Resultaten:
 Bovengrond: EOX, tolueen, ethylbenzeen, trichlooretheen, tetrachlooretheen >                       streefwaarde. Xylenen, cyanide > tussenwaarde. Minerale olie, PAK > interventiewaarde. 
 Ondergrond: tolueen, ethylbenzeen, trichlooretheen, tetrachlooretheen, cis-dichlooretheen en minerale olie > streefwaarde. 
 Grondwater: Zink, tetrachlooretheen, trichloormethaan, EOX > streefwaarde. Chroom, tolueen, ethylbenzeen, xylenen > tussenwaarde. Trichlooretheen, cis-dichlooretheen > interventiewaarde.

Bijzonderheden: nvt

Conclusies en aanbevelingen: De verontreinigingen met olie en aromaten zijn waarschijnlijk veroorzaakt door de (voormalige) op- en overslag van olieprodukten. De sterke verontreiniging met PAK is waargenomen in het monster waarin stukjes dakteer zijn aangetroffen, en is waarschijnlijk gerelateerd aan de aanwezigheid van dakteer. De cyanide verontreiniging is aangetroffen bij boring 69. De oorzaak hiervan is niet bekend.",Verkennend Onderzoek 17,793,NZ026800338,1809,,"POLYGON ((184973.329 426282.094, 184960.436 426262.641, 184995.27 426240.7, 185010.878 426265.582, 185016.986 426262.189, 185027.164 426277.57, 184981.925 426307.655, 184967.222 426285.94, 184973.329 426282.094))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3674,Oude Ubbergseweg 7,Verkennend onderzoek NVN 5740,Haskoning,30-04-1994,1853/7940.C0252.AO,"Hypothese wordt niet verworpen.

Zintuiglijke waarnemingen: Verspreid over het gehele terrein is in een aantal broingen puin aangetroffen, tot een diepte van max. 5,5 m-mv. Bij boring 5 is in de bovenrgond een ndun laagje koolresten aangetroffen. Bij boring 9 is een licht positieve oliewaterproef geconstateerd

Resultaten:
 Bovengrond: niet bemonsterd
 Ondergrond: minerale olie > A-waarde. Hoge pH
 Grondwater: 111-trichloorethaan > C-waarde. Trichlooretheen > B-waarde. Tetrachlooretheen > A-waarde
Bijzonderheden: nvt 

Conclusies en aanbevelingen: De verhoogde concentratie van minerale olie is gemeten in monsters die rondom de voormalige olietanks zijn genomen. De pH van de grond bij boring 1 is hoog (9.3), wellicht door zeepresten. De peilbuis is stroomafwaarts van de chemicalienopslag geplaatst. Deze chemicalien worden ook in verhoogde gehalten in het grondwater aangetroffen.
Aanbevolen wordt een nader onderzoek te verrichten naar de VOCl verontreiniging in het grondwater,",Verkennend Onderzoek 1,1133,NZ026800860,1815,,"POLYGON ((188574.108 428846.591, 188559.435 428829.273, 188561.119 428827.669, 188593.591 428802.414, 188611.47 428827.669, 188609.225 428829.674, 188604.415 428824.543, 188592.308 428834.404, 188590.304 428831.839, 188574.108 428846.591))"
