"number","fraction","prefix","name","suffix","month","day","year","res_non","type","sf_mf","dwelling_units_gained_or_lost","permit_value","how_far_east","how_far_north","permit_number","structure_class","class_description","subdivision","project_description","county","council_district","school_district","pin","parcel","applicant_name","applicant_representative","owner_name","legal_description","property_description","location_1"
"6222",,"NE","PLEASANT VALLEY","RD","10","14","2010","Residential","Additions, Alterations, Repairs","NA","0","2000","2786984","1110610","201116927","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Clay","1","North Kansas City","89132","CL1450300030100001","C & E PLUMBING, INC.","PERMIT SERVICE",,,,"6222 NE PLEASANT VALLEY RD
,  64119
(39.216603, -94.506042)"
"30",,"W","PERSHING","RD","7","14","2011","Non-Residential","Additions, Alterations, Repairs","NA","0","18000","2764373","1062524","201212903","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","MARSH'S ADD","PARISI COFEE SHOP AT UNION STATION","Jackson","4","Kansas City","239600","JA29530260101200000","ACCURATE MECHANICAL, LLC","MALINDA ROBERSON",,,,"30 W PERSHING RD
,  64108
(39.084068, -94.584514)"
"1601",,"NW","PLATTE","RD","7","13","2010","Non-Residential","New Construction","NA","0","30000","2760331","1092298","201112966","324","Office, Bank And Professional Buildings","BRIARCLIFF PROFESSIONAL PLAZA 3AC","SOCIAL SECURITY ADMINISTRATION (shell) BRIARCLIFF DEVELOPMENT COMPANY","Clay","2","North Kansas City","254776","CL1720400010030201","BRINTON ELECTRIC CO.","PERMIT SERVICE",,,,"1601 NW PLATTE RD
,  64116
(39.16703, -94.600555)"
"6401",,,"PASEO",,"11","29","2012","Non-Residential","New Construction","NA","0","637872","2769481","1035801","201319296","326","Schools And Other Educational Buildings",,"KAUFFMAN CHARTER SCHOOL, NORTH BUILDING (MIDDLE SCHOOL) & GYMNASIUM/CAFETERIA","Jackson","5","Kansas City","250890","JA47130010800000000","U.S. ENGINEERING COMPANY","PERMIT SERVICE, INC.",,,,"6401 PASEO
,  64131
(39.01128, -94.568034)"
"6222",,,"PEERY","AVE","11","4","2013","Residential","Additions, Alterations, Repairs","NA","0","350","2786211","1067547","201418510","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","4","KANSAS CITY","6003","JA28120332300000000","DAVID C CHANCELLOR","OWNER","CHANCELLOR DAVID","6222 PEERY / LOT 13           R O STEELES 2ND ADD",,"6222 PEERY AVE
,  64126
(39.098397, -94.508777)"
"10320",,"NW","PRAIRIE VIEW","RD","5","3","2013","Non-Residential","Additions, Alterations, Repairs","NA","0","3190","2739260","1133484","201410161","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"USCIS PHASE 1 OF T/F","Platte","2","Park Hill","171957","PL177036000007001000","ALLIANCE MECHANICAL CONTRACTORS, LLC","JASON O'KANE","PRAIRIE VIEW BUSINESS CENTER LLC & PRIAS","10300-38 NW PRAIRIE VIEW RD   EXECUTIVE HILLS NORTH 4TH PLATLOT 1",,"10320 NW PRAIRIE VIEW RD
,  64153
(39.280905, -94.675343)"
"7102",,"N","POLK","AVE","4","7","2011","Residential","New Construction","Single Family","0","4000","2750099","1113206","201123496","101","New Single Family Dwelling","OVERLAND RIDGE FIRST PLAT","NEW SINGLE FAMILY MP#201110493","Platte","2","Park Hill","240149","PL194020200010001000","JIM HAGEN ELECTRIC, LLC","PERMIT SERVICE, INC.",,,,"7102 N POLK AVE
,  64151
(39.223837, -94.635905)"
"5951",,,"PASEO",,"12","29","2010","Residential","Additions, Alterations, Repairs","NA","0","1000","2768979","1038180","201119939","97","Existing One Or Two Family Residence",,"SINGLE FAMILY - PLUMBING","Jackson","5","Kansas City","104892","JA47120021300000000","AARON'S SERVICES, LLC","KELLY STUFFLEBEAN",,"MCBRIDE & SON HOMES LAND~DEVELOPMENT INC",,"5951 PASEO
,  64110
(39.01793, -94.569722)"
"2006",,,"PROSPECT","AVE","2","14","2012","Residential","Additions, Alterations, Repairs","NA","0","800","2773888","1063616","201221440","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","3","Kansas City","13054","JA29610222600000000","ALVIN'S REPAIRS","EICHELBERG, ALVIN",,,,"2006 PROSPECT AVE
,  64127
(39.087771, -94.551985)"
"30",,"W","PERSHING","RD","9","13","2010","Non-Residential","Additions, Alterations, Repairs","NA","0","131513","2764373","1062524","201115513","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","MARSH'S ADD","UNION STATION BASE BUILDING IMPROVEMENT","Jackson","4","Kansas City","239600","JA29530260101200000","U.S. ENGINEERING COMPANY","PERMIT SERVICE, INC.",,,,"30 W PERSHING RD
,  64108
(39.084068, -94.584514)"
"8734",,"NW","PRAIRIE VIEW","RD","7","12","2011","Non-Residential","Additions, Alterations, Repairs","NA","0","145000","2742011","1123627","201212835","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","ZONA ROSA 2ND PLAT","LIMITED STORE AT ZONA ROSA","Platte","2","Park Hill","222869","PL201012100005001000","CHAMPION RETAIL SERVICES INC","KEITH LARREAU",,,,"8734 NW PRAIRIE VIEW RD
,  64153
(39.252637, -94.663425)"
"9600",,"N","POLO","DR","5","20","2011","Non-Residential","Additions, Alterations, Repairs","NA","0","300900","2741603","1130166","201210759","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"THE REEF","Platte","2","Park Hill","172029","PL177036000015007000","PST ENGINEERING","FRANK COMER, P.E.",,"PETERSON DEVELOPMENT CO INC",,"9600 N POLO DR
,  64153
(39.271136, -94.665586)"
"9550",,"N","POLO","DR","9","14","2011","Non-Residential","New Construction","NA","0","43600","2741754","1129910","201215557","213","Hotels, Motels And Tourist Cabins",,"HOLIDAY INN EXPRESS HOTEL (Executive Hills Lot 12J)","Platte","2","Park Hill","172031","PL177036000015008000","TEMP-CON, INC.","PERMIT SERVICE, INC",,,,"9550 N POLO DR
,  64153
(39.270724, -94.664452)"
"5649",,,"PROSPECT","AVE","4","8","2013","Non-Residential","Additions, Alterations, Repairs","NA","0","99","2773040","1040059","201324270","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"CREATIVE AUTO","Jackson","5","Kansas City","36645","JA31930101200000000","ADT SECURITY SERVICES, INC.","JUANITA FARR","BISHOP MICHAEL C","5649 PROSPECT / LOT 67        SOUTH PROSPECT GARDENS",,"5649 PROSPECT AVE
,  64130
(39.023081, -94.555385)"
"500",,"W","PERSHING","RD","6","21","2010","Non-Residential","Additions, Alterations, Repairs","NA","0","690000","2763027","1062075","201112047","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","MARSH'S ADD","KC BALLET, TODD BOLENDER CENTER FOR DANCE & CREATIVITY","Jackson","4","Kansas City","239601","JA29530260101300000","U.S. ENGINEERING COMPANY","PERMIT SERVICE, INC.",,"SEC 08-49-33 NW1/4 SW1/4 MARSH'S ADD---PT OF MARSH'S ADD, LUDLOW PLACE, JAMESON SUB & PT SEC 07-49-33 & 08-49-33 DAF: BEG AT INTERSEC OF W ROW LI MAIN ST & N ROW LI PERSHING RD TH SWLY ALG NLY",,"500 W PERSHING RD
,  64108
(39.083359, -94.589258)"
"6634",,"N","PENNSYLVANIA","AVE","6","13","2013","Non-Residential","Additions, Alterations, Repairs","NA","0","1400","2763885","1109690","201411880","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"TANGLEWOOD APARTMENT","Clay","2","North Kansas City","247914","CL1352000010150001","QUALITY ELECTRIC OF DOUGLAS COUNTY, INC.","MICHAEL HUTTON","TANGLEWOOD APARTMENTS LLC","0",,"6634 N PENNSYLVANIA AVE
,  64118
(39.215433, -94.588259)"
"3503",,,"PASEO",,"3","14","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","13000","2769741","1054483","201222671","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"APARTMENT BUILDING","Jackson","3","Kansas City","134475","JA30120046100000000","AMERICA ON THE GO PLUMBING, LLC","LEONARD WASHINGTON",,,,"3503 PASEO
,  64109
(39.062625, -94.567103)"
"1",,"E","PERSHING","RD","1","8","2010","Non-Residential","Additions, Alterations, Repairs","NA","0","9800","2764884","1061942","201020262","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"BENTON'S RESTAURANT ADA RESTROOM","Jackson","4","Kansas City","125060","JA29530241200000000","LUEVANO HART CONSTRUCTION LLC","PERMIT SERVICE, INC.",,"1 E PERSHING RD               AMENDED PLAT OF JAMES DOWLINGSADD ALL OR PRT LOTS 3-7 & LOTS28-45 CORR PLAT OF CITY VIEW  PARK & LOTS 3-10 THOMAS N     JONES ADD & LOTS 5 27 28 & 29 SCARRITTS & PEERYS SUB & LOTS 18-22 & LOTS 24-28 & 29       VINEYARDS 4TH",,"1 E PERSHING RD
,  64108
(39.083995, -94.583523)"
"9550",,"N","POLO","DR","9","14","2011","Non-Residential","New Construction","NA","0","57400","2741754","1129910","201215556","213","Hotels, Motels And Tourist Cabins",,"HOLIDAY INN EXPRESS HOTEL (Executive Hills Lot 12J)","Platte","2","Park Hill","172031","PL177036000015008000","TEMP-CON, INC.","PERMIT SERVICE, INC",,,,"9550 N POLO DR
,  64153
(39.270724, -94.664452)"
"7715",,"NW","PRAIRIE VIEW","RD","8","11","2010","Non-Residential","Additions, Alterations, Repairs","NA","0","20000","2743872","1117143","201114215","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"SUBWAY #39418","Platte","2","Park Hill","162805","PL194018200004006000","BRYAN EVANS","OWNER",,,,"7715 NW PRAIRIE VIEW RD
,  64151
(39.234594, -94.658806)"
"8441",,"NW","PRAIRIE VIEW","RD","12","9","2010","Non-Residential","Additions, Alterations, Repairs","NA","0","5748","2743435","1122036","201119207","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","REPLAT OF LOT 2 ZONA ROSA 4TH PLAT","BUFFALO WILD WINGS","Platte","2","Park Hill","237718","PL201012100004015001","ADT SECURITY SERVICES, INC.","DIANA CARMAN",,,,"8441 NW PRAIRIE VIEW RD
,  64153
(39.247852, -94.661043)"
"6",,"E","POCAHONTAS","LN","12","1","2010","Residential","Additions, Alterations, Repairs","NA","0","2265","2763039","1021955","201118815","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","6","Center","149640","JA48220105500000000","AB MAY COMPANY","JESSICA DICKSON",,,,"6 E POCAHONTAS LN
,  64114
(38.973155, -94.590251)"
"30",,"W","PERSHING","RD","8","29","2011","Non-Residential","Additions, Alterations, Repairs","NA","0","7200","2764373","1062524","201214865","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","MARSH'S ADD","UNION STATION","Jackson","4","Kansas City","239601","JA29530260101300000","THYSSENKRUPP ELEVATOR CORPORATION","MARTHA RIVERA",,,,"30 W PERSHING RD
,  64108
(39.084068, -94.584514)"
"8747",,"NW","PRAIRIE VIEW","RD","4","2","2013","Non-Residential","Additions, Alterations, Repairs","NA","0","11000","2741736","1123619","201324043","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","ZONA ROSA 5TH PLAT","YANKEE CANDLE STORE AT ZONA ROSA","Platte","2","Park Hill","245528","PL201012100007007000","ROZIER ELECTRIC, INC.","PERMIT SERVICE, INC.","ZONA ROSA DEVELOPMENT LLC","ZONA ROSA 5TH LOT 4",,"8747 NW PRAIRIE VIEW RD
,  64153
(39.252639, -94.664106)"
"6411",,,"PENNSYLVANIA","AVE","1","12","2011","Residential","Additions, Alterations, Repairs","NA","0","2500","2761490","1035925","201120415","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","6","Kansas City","109070","JA47340090300000000","A BACKHOE COMPANY, INC.","PERMIT SERVICE",,"THOMAS MICHAEL JAMES",,"6411 PENNSYLVANIA AVE
,  64113
(39.011694, -94.596017)"
"30",,"W","PERSHING","RD","7","31","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","13000","2764373","1062524","201314157","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","MARSH'S ADD","UNION STATION","Jackson","4","Kansas City","239600","JA29530260101200000","OTIS ELEVATOR COMPANY","BRIDGET ROSBURG",,,,"30 W PERSHING RD
,  64108
(39.084068, -94.584514)"
"10425",,"N","POTTER","AVE","7","6","2010","Residential","New Construction","Single Family","0","5450","2793349","1134157","201112673","101","New Single Family Dwelling","KELLYBROOK THIRD PLAT","SINGLE FAMILY RESIDENCE","Clay","1","Liberty","228778","CL1081100150010001","MCDANIEL FURNACE & SHEET METAL, INC.","SHEILA DAVIS",,,,"10425 N POTTER AVE
,  64157
(39.281552, -94.483841)"
"30",,"W","PERSHING","RD","8","18","2011","Non-Residential","Additions, Alterations, Repairs","NA","0","1350","2764373","1062524","201214445","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","MARSH'S ADD","PARISI COFEE SHOP AT UNION STATION","Jackson","4","Kansas City","239600","JA29530260101200000","AEGIS FIRE PROTECTION, LLC","MIKE BUTLER",,,,"30 W PERSHING RD
,  64108
(39.084068, -94.584514)"
"8551",,"NW","PRAIRIE VIEW","RD","1","20","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","15727","2743232","1122880","201220523","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"MICHAELS ARTS & CRAFTS","Platte","2","Park Hill",,"Z2008","T D EXCAVATING AND PLUMBING","ALISHA BRACHT",,,,"8551 NW PRAIRIE VIEW RD
,  
(39.250064, -94.661177)"
"13319",,,"PENNSYLVANIA","CT","5","14","2013","Residential","Additions, Alterations, Repairs","NA","0","4945","2759804","990192","201410564","97","Existing One Or Two Family Residence","NEWCASTLE EIGHTH PLAT","SINGLE FAMILY","Jackson","6","Grandview","222585","JA66310073400000000","STUCK'S HEATING AND COOLING","RAY STUCK","JOHNSON WALTER S & DEBRA Y","NE1/4  SEC 19 TWP 47 RNG 33 NEWCASTLE EIGHTH PLAT -- LOT 22",,"13319 PENNSYLVANIA CT
,  64145
(38.886218, -94.601654)"
"6101",,,"PARRETTA","DR","11","8","2011","Non-Residential","New Construction","NA","0","228000","2785486","1080589","201217881","329","NEW STRUCTURES OTHER THAN BUILDINGS",,"PRIME SOURCE- SURFACE PARKING FACILITY","Jackson","4","Kansas City Missouri","38367","JA13130080200000000","PINNACLE CONSTRUCTION & ELECTRONICS","JOEL OSBORN",,,,"6101 PARRETTA DR
,  64120
(39.135027, -94.510941)"
"8650",,"NE","PARVIN","RD","5","3","2013","Non-Residential","New Construction","NA","0","3036144","2795145","1093904","201410171","320","Industrial Buildings","HUNT MIDWEST BUSINESS PARK SECOND PLAT","HUNT MIDWEST BUSINESS CENTER 2 (HMBC2)","Clay","1","North Kansas City","220538","CL1820200010110201","MEYER BROTHERS BUILDING CO.","PERMIT SERVICE","HUNT MIDWEST REAL ESTATE~DEVELOPMENT INC","HUNT MIDWEST BUSINESS PARK 2ND PLAT LT 16",,"8650 NE PARVIN RD
,  64161
(39.170182, -94.476544)"
"8456",,"NW","PRAIRIE VIEW","RD","6","20","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","1200","2742928","1122259","201312267","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","ZONA ROSA 3RD PLAT","GOLD STASH-ZONA ROSA-TF","Platte","2","Park Hill","225480","PL201012100001096000","ROZIER ELECTRIC, INC.","PERMIT SERVICE, INC.",,,,"8456 NW PRAIRIE VIEW RD
,  64153
(39.248135, -94.661214)"
"3905",,"NW","PLATTE BROOKE","DR","6","24","2013","Residential","Additions, Alterations, Repairs","NA","0","12700","2753272","1115982","201412318","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Platte","2","Park Hill","162498","PL194017400017014000","WARD ROOFING LLC","BRIAN BOTTCHER","O'CONNOR, MATTHEW J & LAUREL A","3905 NW PLATTE BROOKE DR      PLATTE BROOKE NORTH 4TH PLAT  LOT 168",,"3905 NW PLATTE BROOKE DR
,  64151
(39.23159, -94.625091)"
"2009",,"E","36TH","ST","9","20","2012","Residential","Demolition","Single Family","1","0","2771796","1053834","201316462","645","Demolition - One-Family Dwelling",,"SINGLE FAMILY","Jackson","3","Kansas City","134004","JA30110110400000000","HECO, INC.","RUSSEL BRANSON",,,,"2009 E 36TH ST
,  64109
(39.061018, -94.559613)"
"5749",,,"PROSPECT","AVE","2","25","2013","Non-Residential","Additions, Alterations, Repairs","NA","0","1200","2773006","1039386","201322527","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"GE IT TO GO","Jackson","5","Kansas City","36666","JA31930251400000000","451 PROTECTION, INC.","DAN SHIRER","BOLES ELLA R TRUSTEE","5749 PROSPECT / S 57 FT N     108.75 FT LOT 1               SOUTH PROSPECT GARDENS",,"5749 PROSPECT AVE
,  64130
(39.021284, -94.555514)"
"2548",,,"PROSPECT","AVE","10","29","2013","Non-Residential","Additions, Alterations, Repairs","NA","0","990","2773770","1060470","201418324","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"THE GREEN DUCK LOUNGE - GAS","Jackson","3","KANSAS CITY","14614","JA29640271500000000","AMERICA ON THE GO PLUMBING, LLC","KANEISHA WASHINGTON","TOWNSEND JAMES","2548 PROSPECT                 BELMONT W 123 FT OF           LOTS 12 & 13",,"2548 PROSPECT AVE
,  64127
(39.079065, -94.5524)"
"3414",,,"PROSPECT","AVE","2","2","2012","Residential","Additions, Alterations, Repairs","NA","0","500","2773550","1054909","201221021","97","Existing One Or Two Family Residence",,"SINGLE FAMILY RESIDENCE","Jackson","3","Kansas City","126463","JA29740322500000000","RELIABLE BUILDING MATIENCE","O' NEIL THOMAS",,,,"3414 PROSPECT AVE
,  64128
(39.06388, -94.553142)"
"1",,"E","PERSHING","RD","2","19","2013","Non-Residential","Additions, Alterations, Repairs","NA","0","1700","2764884","1061942","201322398","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"WESTIN WATERFALL GIFT SHOP","Jackson","4","Kansas City","125060","JA29530241200000000","PM CONTRACTING, INC.","PERMIT SERVICE, INC","CROWN POWER & REDEV CORP","1 E PERSHING RD               AMENDED PLAT OF JAMES DOWLINGSADD ALL OR PRT LOTS 3-7 & LOTS28-45 CORR PLAT OF CITY VIEW  PARK & LOTS 3-10 THOMAS N     JONES ADD & LOTS 5 27 28 & 29 SCARRITTS & PEERYS SUB & LOTS 18-22 & LOTS 24-28 & 29       VINEYARDS 4TH",,"1 E PERSHING RD
,  64108
(39.083995, -94.583523)"
"8441",,"NW","PRAIRIE VIEW","RD","2","4","2011","Non-Residential","New Construction","NA","0","8900","2743435","1122036","201121085","327","Stores And Customer Service Buildings","REPLAT OF LOT 2 ZONA ROSA 4TH PLAT","BUFFALO WILD WINGS RESTAURANT","Platte","2","Park Hill","237718","PL201012100004015001","ABSOLUTE FIRE, INC.","GREG OCHOS, JR.",,"THE BANK OF NEW YORK",,"8441 NW PRAIRIE VIEW RD
,  64153
(39.247852, -94.661043)"
"360",,"W","PERSHING","RD","1","15","2010","Non-Residential","Additions, Alterations, Repairs","NA","0","37215","2763318","1062126","201020507","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","THE LIBERTY CONDOMINIUMS","LIBERTY APARTMENTS","Jackson","4","Kansas City","244921","JA29440100101000000","MARK ONE ELECTRIC COMPANY, INC.","PERMIT SERVICE, INC.",,"0",,"360 W PERSHING RD
,  64108
(39.083348, -94.589409)"
"2400",,,"PERSHING","RD","5","31","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","9400","2765706","1061869","201311264","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"CROWN CENTER BLDG E","Jackson","4","Kansas City","125066","JA29530250101000000","THYSSENKRUPP ELEVATOR CORPORATION","MARTHA RIVERA",,,,"2400 PERSHING RD
,  64108
(39.083811, -94.580052)"
"4604",,,"PITTMAN","RD","9","27","2010","Residential","Additions, Alterations, Repairs","NA","0","2800","2799433","1045780","201116118","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","Raytown","49854","JA32510013500000000","J C BROWN CONSTRUCTION","JOSH BROWN",,,,"4604 PITTMAN RD
,  64133
(39.038809, -94.461951)"
"7102",,"N","POLK","AVE","4","14","2011","Residential","New Construction","Single Family","0","4790","2750099","1113206","201123699","101","New Single Family Dwelling","OVERLAND RIDGE FIRST PLAT","NEW SINGLE FAMILY MP#201110493","Platte","2","Park Hill","240149","PL194020200010001000","HARRINGTON BROTHERS, INC.","DEBORAH HARRINGTON",,"DESBIEN STEPHEN E",,"7102 N POLK AVE
,  64151
(39.223837, -94.635905)"
"2444",,,"PROSPECT","AVE","1","9","2012","Residential","Additions, Alterations, Repairs","NA","0","500","2773790","1061222","201220061","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","3","Kansas City","14195","JA29640131700000000","ALLEN'S ELECTRIC, INCORPORATED","ALLEN STRAUSBAUGH",,,,"2444 PROSPECT AVE
,  64127
(39.081176, -94.552301)"
"7106",,"N","POLK","AVE","2","8","2011","Residential","New Construction","Single Family","0","5000","2750027","1113229","201121209","101","New Single Family Dwelling","OVERLAND RIDGE FIRST PLAT","NEW SINGLE FAMILY","Platte","2","Park Hill","240150","PL194020200010002000","JIM ROBERTSON PLUMBING, INC.","PERMIT SERVICE, INC.",,,,"7106 N POLK AVE
,  64151
(39.223841, -94.635909)"
"5201",,"NE","PLEASANT VALLEY","RD","6","28","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","1000","2783804","1109473","201312738","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"CELL TOWER SITE","Clay","1","North Kansas City","88926","CL1440400050010101","PORTER ELECTRICAL, L.L.C.","KRISTIN CAMPBELL",,,,"5201 NE PLEASANT VALLEY RD
,  64119
(39.21386, -94.517924)"
