"number","fraction","prefix","street","suffix","full_address","zip","month","day","year","res_non","type","sf_mf","dwelling_units_gained_or","permit_value","how_far_east","how_far_north","permit_number","structure_class","class_description","subdivision","project_description","county","council_district","school_district","pin","parcel","address","applicant_name","applicant_representative","legal"
"8023",,"NE","100TH","TER","8023 NE 100TH TER",,"3","3","2014","Residential","New Construction","Single Family","0","$   10,000","2793162","1131919","201423031","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256889","T3400.175","8023 NE 100TH TER","CENTURY PLUMBING CO.","PERMIT SERVICE, INC.","BENSON PLACE FIELDSTONE 4TH PLAT LT 175"
"8023",,"NE","100TH","TER","8023 NE 100TH TER","64157","4","10","2014","Residential","New Construction","Single Family","0","$   3,500","2793162","1131919","201424869","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256889","T3400.175","8023 NE 100TH TER","UNITED HEATING & COOLING, INC.","KAYLA YORK","BENSON PLACE FIELDSTONE 4TH PLAT LT 175"
"8023",,"NE","100TH","TER","8023 NE 100TH TER","64157","4","17","2014","Residential","New Construction","Single Family","0","$   7,000","2793162","1131919","201425198","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256889","T3400.175","8023 NE 100TH TER","TEAGUE ELECTRIC CONSTRUCTION, INC.","AMY SAUNDERS","BENSON PLACE FIELDSTONE 4TH PLAT LT 175"
"8026",,"NE","100TH","TER","8026 NE 100TH TER","64157","5","28","2014","Residential","New Construction","Single Family","1","$   200,000","2793229","1132106","201511323","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256900","T3400.186","8026 NE 100TH TER","ROBERTSON CONSTRUCTION, L.L.C.","PERMIT SERVICE","BENSON PLACE FIELDSTONE 4TH PLAT LT 186"
"8026",,"NE","100TH","TER","8026 NE 100TH TER","64157","6","3","2014","Residential","New Construction","Single Family","0","$   5,000","2793229","1132106","201511624","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256900","T3400.186","8026 NE 100TH TER","ROBERTSON PLUMBING, LLC","PERMIT SERVICE INC","BENSON PLACE FIELDSTONE 4TH PLAT LT 186"
"8026",,"NE","100TH","TER","8026 NE 100TH TER","64157","8","27","2014","Residential","New Construction","Single Family","0","$   8,820","2793229","1132106","201516031","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256900","T3400.186","8026 NE 100TH TER","MCDANIEL FURNACE & SHEET METAL, INC.","SHEILA DAVIS","BENSON PLACE FIELDSTONE 4TH PLAT LT 186"
"8026",,"NE","100TH","TER","8026 NE 100TH TER","64157","10","7","2014","Residential","New Construction","Single Family","0","$   4,500","2793229","1132106","201518085","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256900","T3400.186","8026 NE 100TH TER","PALMER ELECTRIC COMPANY","DEBBIE JOINER","BENSON PLACE FIELDSTONE 4TH PLAT LT 186"
"8026",,"NE","100TH","TER","8026 NE 100TH TER","64157","4","21","2015","Residential","Additions, Alterations, Repairs","NA","0","$   400","2793229","1132106","201527911","97","Existing One Or Two Family Residence","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256900","T3400.186","8026 NE 100TH TER","ENDEAVOR TELECOM, INC.","CAREY PONDER","BENSON PLACE FIELDSTONE 4TH PLAT LT 186"
"8027",,"NE","100TH","TER","8027 NE 100TH TER","64157","5","20","2014","Residential","New Construction","Single Family","1","$   250,000","2793232","1131903","201510996","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256888","T3400.174","8027 NE 100TH TER","SUMMIT CUSTOM HOMES, LLC","PERMIT SERVICE INC","BENSON PLACE FIELDSTONE 4TH PLAT LT 174"
"8027",,"NE","100TH","TER","8027 NE 100TH TER","64157","5","22","2014","Residential","New Construction","Single Family","0","$   10,000","2793232","1131903","201511095","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256888","T3400.174","8027 NE 100TH TER","CENTURY PLUMBING CO.","PERMIT SERVICE, INC.","BENSON PLACE FIELDSTONE 4TH PLAT LT 174"
"8027",,"NE","100TH","TER","8027 NE 100TH TER","64157","7","21","2014","Residential","New Construction","Single Family","0","$   4,200","2793232","1131903","201514035","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256888","T3400.174","8027 NE 100TH TER","UNITED HEATING & COOLING, INC.","KAYLA YORK","BENSON PLACE FIELDSTONE 4TH PLAT LT 174"
"8027",,"NE","100TH","TER","8027 NE 100TH TER","64157","7","30","2014","Residential","New Construction","Single Family","0","$   6,001","2793232","1131903","201514549","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256888","T3400.174","8027 NE 100TH TER","TEAGUE ELECTRIC CONSTRUCTION, INC.","CAROL HARRIS","BENSON PLACE FIELDSTONE 4TH PLAT LT 174"
"8027",,"NE","100TH","TER","8027 NE 100TH TER","64157","11","13","2014","Residential","New Construction","Single Family","0","$   18,000","2793232","1131903","201520204","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256888","T3400.174","8027 NE 100TH TER","SUMMIT CUSTOM HOMES, LLC","PERMIT SERVICE INC","BENSON PLACE FIELDSTONE 4TH PLAT LT 174"
"8030",,"NE","100TH","TER","8030 NE 100TH TER",,"2","13","2014","Residential","New Construction","Single Family","1","$   215,000","2793300","1132090","201422314","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256901","T3400.187","8030 NE 100TH TER","ROBERTSON CONSTRUCTION, L.L.C.","PERMIT SERVICE","BENSON PLACE FIELDSTONE 4TH PLAT LT 187"
"8030",,"NE","100TH","TER","8030 NE 100TH TER",,"3","12","2014","Residential","New Construction","Single Family","0","$   5,000","2793300","1132090","201423441","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256901","T3400.187","8030 NE 100TH TER","ROBERTSON PLUMBING, LLC","PERMIT SERVICE","BENSON PLACE FIELDSTONE 4TH PLAT LT 187"
"8030",,"NE","100TH","TER","8030 NE 100TH TER","64157","4","28","2014","Residential","New Construction","Single Family","0","$   4,450","2793300","1132090","201425643","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256901","T3400.187","8030 NE 100TH TER","PALMER ELECTRIC COMPANY","DEBBIE JOINER","BENSON PLACE FIELDSTONE 4TH PLAT LT 187"
"8030",,"NE","100TH","TER","8030 NE 100TH TER","64157","5","13","2014","Residential","New Construction","Single Family","0","$   7,528","2793300","1132090","201510609","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256901","T3400.187","8030 NE 100TH TER","MCDANIEL FURNACE & SHEET METAL, INC.","SHEILA DAVIS","BENSON PLACE FIELDSTONE 4TH PLAT LT 187"
"8030",,"NE","100th","Ter","8030 NE 100th Ter","64157","7","19","2018","Residential","Additions, Alterations, Repairs","NA","0","$   6,500","2793300","1132090","CPBS-201834830","0",,,"SINGLE FAMILY","Clay","1","LIBERTY","256901","CL1081500020040001","8030 NE 100th Ter","Needs Contact","Needs Contact","ERROR: #N/A"
"8030",,"NE","100th","Ter","8030 NE 100th Ter","64157","8","22","2018","Residential","Additions, Alterations, Repairs","NA","0","$   2,000","2793300","1132090","CPER-2018-35920","0",,,,"Clay","1","LIBERTY","256901","CL1081500020040001","8030 NE 100th Ter","BRYAN DOLLAR","Bryan Dollar","ERROR: #N/A"
"8031",,"NE","100TH","TER","8031 NE 100TH TER","64157","5","13","2014","Residential","New Construction","Single Family","1","$   170,000","2793303","1131886","201510647","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256887","T3400.173","8031 NE 100TH TER","ASPEN HOMEBUILDERS LLC","PERMIT SERVICE","BENSON PLACE FIELDSTONE 4TH PLAT LT 173"
"8031",,"NE","100TH","TER","8031 NE 100TH TER","64157","5","29","2014","Residential","New Construction","Single Family","0","$   4,300","2793303","1131886","201511373","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256887","T3400.173","8031 NE 100TH TER","NEWCOMER PLUMBING","PERMIT SERVICE INC","BENSON PLACE FIELDSTONE 4TH PLAT LT 173"
"8031",,"NE","100TH","TER","8031 NE 100TH TER","64157","6","24","2014","Residential","New Construction","Single Family","0","$   6,600","2793303","1131886","201512723","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256887","T3400.173","8031 NE 100TH TER","CLARK ELECTRIC, L.L.C.","TIM CLARK","BENSON PLACE FIELDSTONE 4TH PLAT LT 173"
"8031",,"NE","100TH","TER","8031 NE 100TH TER","64157","7","3","2014","Residential","New Construction","Single Family","0","$   5,100","2793303","1131886","201513279","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256887","T3400.173","8031 NE 100TH TER","UNITED HEATING & COOLING, INC.","KAYLA YORK","BENSON PLACE FIELDSTONE 4TH PLAT LT 173"
"8034",,"NE","100TH","TER","8034 NE 100TH TER",,"12","23","2014","Residential","New Construction","Single Family","1","$   195,000","2793340","1132009","201522228","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256902","T3400.188","8034 NE 100TH TER","ROBERTSON CONSTRUCTION, L.L.C.","PERMIT SERVICE","ERROR: #N/A"
"8034",,"NE","100TH","TER","8034 NE 100TH TER",,"1","2","2015","Residential","New Construction","Single Family","0","$   5,000","2793340","1132009","201522516","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256902","T3400.188","8034 NE 100TH TER","ROBERTSON PLUMBING, LLC","PERMIT SERVICE INC","ERROR: #N/A"
"8034",,"NE","100TH","TER","8034 NE 100TH TER",,"5","26","2015","Residential","New Construction","Single Family","0","$   7,322","2793340","1132009","201611247","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256902","T3400.188","8034 NE 100TH TER","MCDANIEL FURNACE & SHEET METAL, INC.","SHEILA DAVIS","ERROR: #N/A"
"8034",,"NE","100TH","TER","8034 NE 100TH TER",,"6","19","2015","Residential","New Construction","Single Family","0","$   4,350","2793340","1132009","201612567","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256902","T3400.188","8034 NE 100TH TER","PALMER ELECTRIC COMPANY","HEATHER AMBROSE","ERROR: #N/A"
"8035",,"NE","100TH","TER","8035 NE 100TH TER","64157","8","21","2014","Residential","New Construction","Single Family","1","$   170,000","2793371","1131859","201515764","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256886","T3400.172","8035 NE 100TH TER","ASPEN HOMEBUILDERS LLC","PERMIT SERVICE","BENSON PLACE FIELDSTONE 4TH PLAT LT 172"
"8035",,"NE","100TH","TER","8035 NE 100TH TER","64157","9","19","2014","Residential","New Construction","Single Family","0","$   4,300","2793371","1131859","201517275","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256886","T3400.172","8035 NE 100TH TER","NEWCOMER PLUMBING","PERMIT SERVICE INC","BENSON PLACE FIELDSTONE 4TH PLAT LT 172"
"8035",,"NE","100TH","TER","8035 NE 100TH TER","64157","11","17","2014","Residential","New Construction","Single Family","0","$   5,100","2793371","1131859","201520373","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256886","T3400.172","8035 NE 100TH TER","UNITED HEATING & COOLING, INC.","KAYLA YORK","BENSON PLACE FIELDSTONE 4TH PLAT LT 172"
"8035",,"NE","100TH","TER","8035 NE 100TH TER","64157","11","26","2014","Residential","New Construction","Single Family","0","$   6,500","2793371","1131859","201520931","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256886","T3400.172","8035 NE 100TH TER","C-R ELECTRICAL, LLC","TIMOTHY CLARK","BENSON PLACE FIELDSTONE 4TH PLAT LT 172"
"8038",,"NE","100TH","TER","8038 NE 100TH TER","64157","4","28","2014","Residential","New Construction","Single Family","1","$   200,000","2793441","1132047","201425675","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256903","T3400.189","8038 NE 100TH TER","SUMMIT CUSTOM HOMES, LLC","PERMIT SERVICE INC","BENSON PLACE FIELDSTONE 4TH PLAT LT 189"
"8038",,"NE","100TH","TER","8038 NE 100TH TER","64157","4","30","2014","Residential","New Construction","Single Family","0","$   10,000","2793441","1132047","201425804","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256903","T3400.189","8038 NE 100TH TER","CENTURY PLUMBING CO.","PERMIT SERVICE, INC.","BENSON PLACE FIELDSTONE 4TH PLAT LT 189"
"8038",,"NE","100TH","TER","8038 NE 100TH TER","64157","6","27","2014","Residential","New Construction","Single Family","0","$   4,200","2793441","1132047","201512911","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256903","T3400.189","8038 NE 100TH TER","UNITED HEATING & COOLING, INC.","KAYLA YORK","BENSON PLACE FIELDSTONE 4TH PLAT LT 189"
"8038",,"NE","100TH","TER","8038 NE 100TH TER","64157","7","15","2014","Residential","New Construction","Single Family","0","$   6,001","2793441","1132047","201513718","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256903","T3400.189","8038 NE 100TH TER","TEAGUE ELECTRIC CONSTRUCTION, INC.","CAROL HARRIS","BENSON PLACE FIELDSTONE 4TH PLAT LT 189"
"8042",,"NE","100TH","TER","8042 NE 100TH TER","64157","4","8","2014","Residential","New Construction","Single Family","1","$   168,070","2793512","1132017","201424745","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256904","T3400.190","8042 NE 100TH TER","SUMMIT CUSTOM HOMES, LLC","PERMIT SERVICE INC","BENSON PLACE FIELDSTONE 4TH PLAT LT 190"
"8042",,"NE","100TH","TER","8042 NE 100TH TER","64157","4","17","2014","Residential","New Construction","Single Family","0","$   10,000","2793512","1132017","201425206","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256904","T3400.190","8042 NE 100TH TER","CENTURY PLUMBING CO.","PERMIT SERVICE, INC.","BENSON PLACE FIELDSTONE 4TH PLAT LT 190"
"8042",,"NE","100TH","TER","8042 NE 100TH TER","64157","5","29","2014","Residential","New Construction","Single Family","0","$   4,200","2793512","1132017","201511389","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256904","T3400.190","8042 NE 100TH TER","UNITED HEATING & COOLING, INC.","KAYLA YORK","BENSON PLACE FIELDSTONE 4TH PLAT LT 190"
"8042",,"NE","100TH","TER","8042 NE 100TH TER","64157","6","13","2014","Residential","New Construction","Single Family","0","$   6,001","2793512","1132017","201512211","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256904","T3400.190","8042 NE 100TH TER","TEAGUE ELECTRIC CONSTRUCTION, INC.","CAROL HARRIS","BENSON PLACE FIELDSTONE 4TH PLAT LT 190"
"8043",,"NE","100TH","TER","8043 NE 100TH TER","64157","8","13","2014","Residential","New Construction","Single Family","1","$   225,000","2793436","1131826","201515307","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256885","T3400.171","8043 NE 100TH TER","ROBERTSON CONSTRUCTION, L.L.C.","PERMIT SERVICE","BENSON PLACE FIELDSTONE 4TH PLAT LT 171"
"8043",,"NE","100TH","TER","8043 NE 100TH TER","64157","8","14","2014","Residential","New Construction","Single Family","0","$   5,000","2793436","1131826","201515381","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256885","T3400.171","8043 NE 100TH TER","ROBERTSON PLUMBING, LLC","PERMIT SERVICE INC","BENSON PLACE FIELDSTONE 4TH PLAT LT 171"
"8043",,"NE","100TH","TER","8043 NE 100TH TER","64157","9","25","2014","Residential","New Construction","Single Family","0","$   6,999","2793436","1131826","201517528","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256885","T3400.171","8043 NE 100TH TER","MCDANIEL FURNACE & SHEET METAL, INC.","SHEILA DAVIS","BENSON PLACE FIELDSTONE 4TH PLAT LT 171"
"8043",,"NE","100TH","TER","8043 NE 100TH TER","64157","11","5","2014","Residential","Additions, Alterations, Repairs","NA","0","$   4,500","2793436","1131826","201519696","97","Existing One Or Two Family Residence","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256885","T3400.171","8043 NE 100TH TER","PALMER ELECTRIC COMPANY","DEBBIE JOINER","BENSON PLACE FIELDSTONE 4TH PLAT LT 171"
"8043",,"NE","100TH","TER","8043 NE 100TH TER","64157","1","20","2015","Residential","New Construction","Single Family","0","$   850","2793436","1131826","201523211","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256885","T3400.171","8043 NE 100TH TER","PALMER ELECTRIC COMPANY","DEBBIE JOINER","BENSON PLACE FIELDSTONE 4TH PLAT LT 171"
"8046",,"NE","100TH","TER","8046 NE 100TH TER",,"1","21","2014","Residential","New Construction","Single Family","1","$   200,000","2793581","1131984","201421338","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256905","T3400.191","8046 NE 100TH TER","ROBERTSON CONSTRUCTION, L.L.C.","PERMIT SERVICE","BENSON PLACE FIELDSTONE 4TH PLAT LT 191"
"8046",,"NE","100TH","TER","8046 NE 100TH TER",,"1","21","2014","Residential","New Construction","Single Family","0","$   5,000","2793581","1131984","201421396","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256905","T3400.191","8046 NE 100TH TER","ROBERTSON PLUMBING, LLC","PERMIT SERVICE","BENSON PLACE FIELDSTONE 4TH PLAT LT 191"
"8046",,"NE","100TH","TER","8046 NE 100TH TER",,"3","21","2014","Residential","New Construction","Single Family","0","$   6,999","2793581","1131984","201423926","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256905","T3400.191","8046 NE 100TH TER","MCDANIEL FURNACE & SHEET METAL, INC.","SHEILA DAVIS","BENSON PLACE FIELDSTONE 4TH PLAT LT 191"
