"fiscal_year","service","department","program","expense_category","posted_at_fund_name","fund_type","budget_object_name","expense_type","byproposed_submitted_budget_2017_18_budget_data","byadopted_adopted_budget_2017_18_budget_data"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","General Fund","Tax Supported Funds","Rent Of Office Equipment","Operating Expense","1676","1676"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","General Fund","Tax Supported Funds","Rent Of Office Equipment","Operating Expense","617","617"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","General Fund","Tax Supported Funds","Rent Of Office Equipment","Operating Expense","5645","5645"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","General Fund","Tax Supported Funds","Computer Software Maintenance","Operating Expense","0","0"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","General Fund","Tax Supported Funds","Computer Software Maintenance","Operating Expense","3000","3000"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","General Fund","Tax Supported Funds","Computer Software Maintenance","Operating Expense","238","238"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","General Fund","Tax Supported Funds","Auto Equip Repair & Maintenanc","Operating Expense","116","116"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","General Fund","Tax Supported Funds","Pager Usage","Operating Expense","52","52"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","General Fund","Tax Supported Funds","Pager Usage","Operating Expense","5","5"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","General Fund","Tax Supported Funds","Wireless Phone Usage","Operating Expense","6865","6865"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","General Fund","Tax Supported Funds","Wireless Phone Usage","Operating Expense","3122","3122"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","General Fund","Tax Supported Funds","Wireless Phone Usage","Operating Expense","1360","1360"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","General Fund","Tax Supported Funds","Wireless Phone Usage","Operating Expense","7493","7493"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","General Fund","Tax Supported Funds","Network Connectivity Charge","Operating Expense","14485","14485"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","General Fund","Tax Supported Funds","Network Connectivity Charge","Operating Expense","7293","7293"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","General Fund","Tax Supported Funds","Network Connectivity Charge","Operating Expense","71202","71202"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","General Fund","Tax Supported Funds","Desktop Phone Usage","Operating Expense","8878","8878"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","General Fund","Tax Supported Funds","Desktop Phone Usage","Operating Expense","4439","4439"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","General Fund","Tax Supported Funds","Desktop Phone Usage","Operating Expense","46903","46903"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","General Fund","Tax Supported Funds","Enterprise Software Management","Operating Expense","2931320","2931320"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","General Fund","Tax Supported Funds","Unemployment Compensation Insu","Operating Expense","2950","2950"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","General Fund","Tax Supported Funds","Unemployment Compensation Insu","Operating Expense","1382","1382"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","General Fund","Tax Supported Funds","Unemployment Compensation Insu","Operating Expense","2950","2950"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","General Fund","Tax Supported Funds","Property Insurance","Operating Expense","1333","1333"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","General Fund","Tax Supported Funds","Excess Worker's Comp.Ins.","Operating Expense","107","107"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","General Fund","Tax Supported Funds","Excess Worker's Comp.Ins.","Operating Expense","59","59"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","General Fund","Tax Supported Funds","Workers Compensation Insurance","Operating Expense","2175","2175"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","General Fund","Tax Supported Funds","Workers Compensation Insurance","Operating Expense","1232","1232"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","General Fund","Tax Supported Funds","Parking Expense","Operating Expense","0","0"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","General Fund","Tax Supported Funds","Training Svs/Registrations","Operating Expense","9000","9000"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","General Fund","Tax Supported Funds","Training Svs/Registrations","Operating Expense","13000","13000"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","General Fund","Tax Supported Funds","Training Svs/Registrations","Operating Expense","3000","3000"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","General Fund","Tax Supported Funds","Training Svs/Registrations","Operating Expense","22000","22000"
"2018","Finance and Governance","General Services","Information Technology","Contractual Services","Development Services","Tax Supported Funds","Arbitrage Rebate Calculation","Operating Expense","250","250"
