"parcel_number","property_class","property_status","inventory_type","zoned_as","address1","city","state","postal_code","county","neighborhood","council_district","sold_date","school_district","potential_use","demo_needed","market_value_year","market_value","square_footage","property_condition","structure_square_footage","number_of_bedrooms","number_of_full_baths","date_evaluated","location"
"JA28320342700000000","Commercial Vacant","Acquired","Land Bank","B3-2","2910 E 12th St","Kansas City","MO","64127","Jackson","Independence Plaza","3rd",,"Kansas City Missouri 110","Commercial Use, Infill construction","false","2019","4600.0","4063.709861","Vacant lot or land - usable",,,,,"POINT (-94.547536 39.098715)"
"JA27910031202000000","Residential Vacant","Acquired","Land Bank","R-2.5","2907 Marsh","Kansas City","MO","64129","Jackson","Western Blue Township","3rd",,"Kansas City Missouri 110",,"false","2019","9350.0","16719.525521","Vacant lot or land - little or no use",,,,,"POINT (-94.48733 39.070051)"
"JA29710243400000000","Residential Improved","Disposed","Land Bank","Multiple-Refer to City Map","3038 Olive St","Kansas City","MO","64109","Jackson","Key Coalition","3rd","2016-07-29T00:00:00.000","Kansas City Missouri 110","Assemblage","true","2012","9165.0","10695.455174","Structure - severely distressed",,,,,"POINT (-94.555133 39.070463)"
"JA28530191700000000","Residential Vacant","Acquired","Land Bank","R-2.5","2544 Lawn Ave","Kansas City","MO","64127","Jackson","East Community Team South","3rd",,"Kansas City Missouri 110","Assemblage","false","2019","3200.0","6771.772535","Vacant lot or land - usable",,,,,"POINT (-94.528764 39.078344)"
"JA30110301400000000","Residential Improved","Disposed","Land Bank","R-2.5","3829 PARK AVE","KANSAS CITY","MO","64109","Jackson","Ivanhoe Northeast","3rd","2016-05-25T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","false","2012","13575.0","4712.186424","Structure - fair condition","1370","2","1","2014-01-03T00:00:00.000","POINT (-94.556946 39.056352)"
"JA28920153000000000","Residential Vacant","Disposed","Land Bank","R-1.5","2800 E 30th St","Kansas City","MO","64128","Jackson","Santa Fe","3rd","2017-06-05T00:00:00.000","Kansas City Missouri 110","Side Yard","false","2012","2762.0","8294.699097","Vacant lot or land - usable",,,,,"POINT (-94.550437 39.07158)"
"JA31530030200000000","Residential Vacant","Acquired","Land Bank","R-2.5","4513 E 47th St","KANSAS CITY","MO","64130","JACKSON","Vineyard","3rd",,"KANSAS CITY MISSOURI 110",,"false","2019","4350.0","7775.49",,,,,,"POINT (-94.531796 39.04026)"
"JA46410320800000000","Residential Vacant","Acquired","Land Bank","R-5","7051 Cleveland Ave","Kansas City","MO","64132","Jackson","Noble and Gregory Ridge","5th",,"Kansas City Missouri 110",,"false","2019","10800.0","7379.857361","Vacant lot or land - usable",,,,,"POINT (-94.542918 38.99769)"
"JA28940160400000000","Residential Improved","Disposed","Land Bank","R-2.5","3305 MONROE AVE","Kansas City","MO","64127","Jackson","Palestine West And Oak Park Northeast","3rd","2016-07-20T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","true","2015","23416.0","5696.247431","Structure - fair condition","1344","2","1","2015-12-09T00:00:00.000","POINT (-94.540384 39.065535)"
"JA28440321700000000","Commercial Vacant","Acquired","Land Bank","B3-2","2637  MONROE AVE","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd",,"KANSAS CITY MISSOURI 110","Assemblage","false","2019","2150.0","3815.507431","Vacant lot or land - usable",,,,,"POINT (-94.539833 39.077063)"
"JA63310152200000000","Residential Improved","Disposed","Land Bank","R-6","10920 MCKINLEY DR","Kansas City","MO","64134.0","Jackson","Ruskin Hills","6th","2015-12-11T00:00:00.000","HICKMAN MILLS 140","Affordable Housing","false","2015","25682.0","1058.457639","Structure - fair condition",,,,,"POINT (-94.488987 38.924985)"
"JA28810190700000000","Commercial Vacant","Acquired","Land Bank","B3-2","2834 Raytown Rd","Kansas City","MO","64128","Jackson","East Community Team South","3rd",,"Kansas City Missouri 110","Assemblage","false","2019","3200.0","6469.88409722","Vacant lot or land - little or no use",,,,,"POINT (-94.524831 39.073369)"
"JA28910291900000000","Residential Vacant","Disposed","Land Bank","R-2.5","3018 Mersington Ave","Kansas City","MO","64128","Jackson","Ingleside","3rd","2016-08-18T00:00:00.000","Kansas City Missouri 110","Assemblage","false","2012","1702.0","5433.768333","Vacant lot or land - usable",,,,,"POINT (-94.537842 39.070072)"
"JA30740042500000000","Residential Vacant","Disposed","Land Bank","R-6","5528  PARK AVE","Kansas City","MO","64130","Jackson","Blue Hills","5th","2016-04-01T00:00:00.000","KANSAS CITY MISSOURI 110","Side Yard","false","2014","615.0","4856.160903","Vacant lot or land - little or no use",,,,,"POINT (-94.558748 39.025526)"
"JA46410102400000000","Residential Vacant","Disposed","Land Bank","R-5","6809 Monroe Ave","Kansas City","MO","64132","Jackson","Self Help Neighborhood Council","5th","2019-07-22T00:00:00.000","Kansas City Missouri 110",,"false","2012","71.0","1000.547604","Vacant lot or land - little or no use",,,,,"POINT (-94.543879 39.002393)"
"JA28230101900000000","Residential Vacant","Disposed","Land Bank","R-2.5","1530  LISTER AVE","Kansas City","MO","64127","Jackson","East Community Team North","3rd","2015-10-15T00:00:00.000","KANSAS CITY MISSOURI 110","Side Yard","false","2014","326.0","4439.683368","Vacant lot or land - usable",,,,,"POINT (-94.526766 39.093024)"
"JA13810100202000000","Residential Vacant","Disposed","Land Bank","R-2.5","443 N Hardesty","Kansas City","MO","64123","Jackson","North Indian Mound","4th","2017-10-23T00:00:00.000","Kansas City Missouri 110","Side Yard","false","2012","5085.0","9789.324792","Vacant lot or land - usable",,,,,"POINT (-94.51846 39.116841)"
"JA47610060300000000","Residential Vacant","Acquired","Land Bank","R-5","2439 E 67TH TER","KANSAS CITY","MO","64132","Jackson","Blenheim Square Research Hospital","5th",,"KANSAS CITY MISSOURI 110","Side Yard","false","2019","11200.0","5969.85659722","Vacant lot or land - usable",,,,,"POINT (-94.557205 39.004397)"
"JA47740152800000000","Commercial Vacant","Disposed","Land Bank","B3-2","8100 PROSPECT AVE","KANSAS CITY","MO","64132","Jackson","Marlborough Heights/Marlborough Pride","5th","2017-10-09T00:00:00.000","CENTER 120","Infill construction","false","2012","45720.0","29566.082188","Vacant lot or land - usable",,,,,"POINT (-94.55812 38.980243)"
"JA13140021300000000","Commercial Vacant","Reserved","Land Bank","M3-5","1601 N Universal Ave","KANSAS CITY","MO","64120","JACKSON",,"4th",,"KANSAS CITY MISSOURI 110",,"false","2020","1051400.0","363319.38",,,,,,"POINT (-94.505196 39.137463)"
"JA28420390200000000","Residential Vacant","Acquired","Land Bank","R-2.5","2711 E 22ND ST","KANSAS CITY","MO","64127","Jackson","Washington Wheatley","3rd",,"KANSAS CITY MISSOURI 110","Side Yard","false","2019","3050.0","4092.06819444","Vacant lot or land - usable",,,,,"POINT (-94.550421 39.085501)"
"JA31420212400000000","Residential Vacant","Acquired","Land Bank","R-2.5","4530 CHESTNUT AVE","Kansas City","MO","64130","Jackson","Oak Park Southwest","3rd",,"KANSAS CITY MISSOURI 110","Industrial Use, Side Yard","false","2019","2700.0","4808.757431","Vacant lot or land - usable",,,,,"POINT (-94.551941 39.043425)"
"JA31430143700000000","Residential Improved","Acquired","Land Bank","R-2.5","4904 Agnes Ave","KANSAS CITY","MO","64130","JACKSON","North Town Fork Creek","3rd",,"KANSAS CITY MISSOURI 110",,"false","2019","16202.0","4850.65",,"912","2","1",,"POINT (-94.549945 39.036995)"
"JA31520101900000000","RESIDENTIAL VACANT","ACQUIRED","Land Bank","R-2.5","4432 Elmwood Ave","KANSAS CITY","MO","64130.0","JACKSON","Vineyard Northwest","3rd",,"KANSAS CITY MISSOURI 110",,"false","2019","3150.0","5583.06","Awaiting evaluation",,,,,"POINT (-94.531069 39.044464)"
"JA31430254200000000","RESIDENTIAL VACANT","ACQUIRED","Land Bank","R-2.5","5040 Chestnut","KANSAS CITY","MO","64130.0","JACKSON","North Town Fork Creek","3rd",,"KANSAS CITY MISSOURI 110",,"false","2019","7550.0","5183.23","Awaiting evaluation",,,,,"POINT (-94.55242 39.03402)"
"JA31940170200000000","Residential Improved","Acquired","Land Bank","R-6","3929 E 58th St","Kansas City","MO","64130","Jackson","Swope Parkway-Elmwood","5th",,"Kansas City Missouri 110","Affordable Housing","false","2019","14355.0","6256.215972","Structure - severely distressed",,,"1",,"POINT (-94.539667 39.020542)"
"JA28430102700000000","Residential Vacant","Acquired","Land Bank","R-2.5","2414 Chestnut Ave","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd",,"Kansas City Missouri 110","Assemblage","false","2019","2650.0","5428.14076389","Vacant lot or land - usable",,,,,"POINT (-94.549918 39.082504)"
"JA29610330200000000","Commercial Vacant","Acquired","Land Bank","B3-2","2511 E 21ST ST","Kansas City","MO","64127","Jackson","Wendell Phillips","3rd",,"KANSAS CITY MISSOURI 110",,"true","2019","5850.0","2575.626944","Vacant lot or land - usable",,,,"2015-03-13T00:00:00.000","POINT (-94.552523 39.086744)"
"JA28320081301000000","Residential Vacant","Acquired","Land Bank","R-2.5","3213 E 6th St","Kansas City","MO","64124","Jackson","Lykins","3rd",,"Kansas City Missouri 110","Side Yard","false","2019","4350.0","3874.209514","Vacant lot or land - usable",,,,,"POINT (-94.543349 39.105124)"
"JA31320181500000000","Commercial Vacant","Disposed","Land Bank","B3-2","3745 Prospect Ave","Kansas City","MO","64128","Jackson","Oak Park Northwest","3rd","2019-02-05T00:00:00.000","Kansas City Missouri 110","Assemblage","false","2012","1702.0","4228.810035","Vacant lot or land - usable",,,,,"POINT (-94.553463 39.057606)"
"JA31120173000000000","Residential Vacant","Disposed","Land Bank","R-2.5","3620 Bellaire Ave","Kansas City","MO","64129","Jackson","Dunbar","3rd","2017-10-30T00:00:00.000","Kansas City Missouri 110","Assemblage, Urban Agriculture","true","2012","6215.0","5969.194028","Structure - fair condition","1061","2","1","2013-12-26T00:00:00.000","POINT (-94.51532 39.058349)"
"JA30140310100000000","Residential Improved","Disposed","Land Bank","R-2.5","4200 WABASH AVE","KANSAS CITY","MO","64130","JACKSON","Ivanhoe Southeast","3rd","2018-11-28T00:00:00.000","KANSAS CITY MISSOURI 110",,"false","2015","23511.0","4645.548715","Structure - severely distressed",,,"2",,"POINT (-94.555059 39.049965)"
"JA47610211400000000","Residential Improved","Disposed","Land Bank","R-5","2406 E 70th Ter","Kansas City","MO","64132","Jackson","Blenheim Square Research Hospital","5th","2014-09-15T00:00:00.000","Kansas City Missouri 110","Affordable Housing","false","2012","25511.0","5594.536285","Structure - fair condition","734","2","1","2014-03-31T00:00:00.000","POINT (-94.55872 38.999013)"
"JA31210030502000000","Residential Vacant","Acquired","Land Bank","R-2.5","5403 E 35th St","KANSAS CITY","MO","64128","JACKSON","Dunbar","3rd",,"KANSAS CITY MISSOURI 110","Assemblage, Infill construction, Urban Agriculture","false","2019","2100.0","3766.37","Vacant lot or land - usable",,,,,"POINT (-94.520671 39.061614)"
"JA28220101200000000","Residential Vacant","Disposed","Land Bank","R-2.5","721 Kensington Ave","Kansas City","MO","64124","Jackson","Lykins","3rd","2018-09-27T00:00:00.000","Kansas City Missouri 110","Side Yard, Urban Agriculture","false","2012","1110.0","3300.617604","Vacant lot or land - little or no use",,,,,"POINT (-94.530436 39.103396)"
"JA28810191400000000","Residential Vacant","Acquired","Land Bank","B3-2","5008 E 29TH ST","Kansas City","MO","64128","Jackson","East Community Team South","3rd",,"KANSAS CITY MISSOURI 110",,"false","2019","3300.0","13616.528889","Vacant lot or land - usable",,,,,"POINT (-94.523061 39.072494)"
"JA47740070200000000","Residential Vacant","Disposed","Land Bank","R-6","8001 Michigan Ave","Kansas City","MO","64132","Jackson","Marlborough Heights/Marlborough Pride","5th","2015-04-06T00:00:00.000","Center 120","Infill construction","false","2012","5946.0","7439.1275","Vacant lot or land - usable",,,,,"POINT (-94.565752 38.981993)"
"JA31420231600000000","Residential Vacant","Reserved","Land Bank","B3-2","4643 PROSPECT AVE","Kansas City","MO","64130","Jackson","Oak Park Southwest","3rd",,"KANSAS CITY MISSOURI 110",,"false","2019","700.0","3170.293021","Vacant lot or land - little or no use",,,,,"POINT (-94.554356 39.04116)"
"JA28810152300000000","Residential Vacant","Acquired","Land Bank","R-2.5","5621 Bonita Ave","Kansas City","MO","64128","Jackson","South Blue Valley","3rd",,"Kansas City Missouri 110",,"false","2019","2500.0","4479.675","Vacant lot or land - little or no use",,,,,"POINT (-94.516798 39.073802)"
"31-310-27-01-00-0-00-000","Residential Vacant","ACQUIRED","LAND BANK","R-2.5","3800 CLEVELAND AVE","KANSAS CITY","MO","64125","JACKSON","Palestine West And Oak Park Northeast","3RD",,"KANSAS CITY MISSOURI 110",,"false","2019","2700.0","4833.26",,,,,,"POINT (-94.539673 39.056704)"
"JA28420241000000000","Residential Vacant","Disposed","Land Bank","R-2.5","3311 E 19th Ter","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd","2017-12-14T00:00:00.000","Kansas City Missouri 110","Side Yard","false","2012","1276.0","3204.917708","Vacant lot or land - little or no use",,,,,"POINT (-94.543961 39.088828)"
"JA47610101800000000","Residential Vacant","Disposed","Land Bank","R-5","1836-B E 69th ST","Kansas City","MO","64132","Jackson","Neighbors United For Action","5th","2017-01-06T00:00:00.000","Kansas City Missouri 110","Infill construction","false","2012","3540.0","7383.343056","Vacant lot or land - usable",,,,,"POINT (-94.563976 39.001949)"
"JA28520300800000000","Residential Vacant","Disposed","Land Bank","R-2.5","4401 E 20th St","Kansas City","MO","64127","Jackson","East Community Team North","3rd","2015-04-20T00:00:00.000","Kansas City Missouri 110","Assemblage","false","2012","263.0","3029.904453","Vacant lot or land - usable",,,,,"POINT (-94.531308 39.087255)"
"JA28940020900000000","Residential Vacant","Acquired","Land Bank","R-5","3120 Norton","Kansas City","MO","64128","Jackson","Ingleside","3rd",,"Kansas City Missouri 110","Assemblage, Infill construction, Urban Agriculture","false","2019","40500.0","33587.956771","Vacant lot or land - usable",,,,"2014-06-11T00:00:00.000","POINT (-94.535655 39.068513)"
"JA46420010900000000","Residential Vacant","Acquired","Land Bank","R-5","6727 College","Kansas City","MO","64132","Jackson","Self Help Neighborhood Council","5th",,"Kansas City Missouri 110",,"false","2019","10300.0","7040.423854","Vacant lot or land - usable",,,,,"POINT (-94.54847 39.003838)"
"JA28520221200000000","Residential Improved","Disposed","Land Bank","R-2.5","1932 LISTER AVE","Kansas City","MO","64128","Jackson","East Community Team North","3rd","2017-12-08T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","false","2015","16399.0","5204.856146","Structure - fair condition","1604","4","1","2015-12-03T00:00:00.000","POINT (-94.527424 39.08714)"
"JA30610143400000000","Residential Vacant","Acquired","Land Bank","R-2.5","4408 Olive St","KANSAS CITY","MO","64130","JACKSON","Ivanhoe Southeast","3rd",,"KANSAS CITY MISSOURI 110","Assemblage, Side Yard","false","2019","9850.0","4383.11","Vacant lot or land - little or no use",,,,,"POINT (-94.556486 39.046058)"
"JA31430181500000000","Residential Vacant","Acquired","Land Bank","R-2.5","4945 COLLEGE","KANSAS CITY","MO","64130","JACKSON","North Town Fork Creek","3rd",,"KANSAS CITY MISSOURI 110",,"false","2019","7700.0","3736.453611","Vacant lot or land - usable",,,,,"POINT (-94.546561 39.035417)"
"JA13940262200000000","Residential Vacant","Disposed","Land Bank","R-2.5","430 ASKEW AVE","KANSAS CITY","MO","64124","Jackson","Scarritt Point","4th","2018-08-28T00:00:00.000","KANSAS CITY MISSOURI 110","Assemblage","true","2012","31671.0","3027.474063","Vacant lot or land - usable","1536",,"1",,"POINT (-94.538956 39.108253)"
"JA31320052200000000","Residential Vacant","Acquired","Land Bank","R-2.5","3547 South Benton St","Kansas City","MO","64128","Jackson","Oak Park Northwest","3rd",,"Kansas City Missouri 110","Side Yard","false","2019","2350.0","4207.010625","Vacant lot or land - usable",,,,,"POINT (-94.549849 39.060725)"
"JA30730153000000000","Residential Improved","Disposed","Land Bank","R-6","5610 Highland Ave","Kansas City","MO","64110","Jackson","Blue Hills","5th","2015-06-16T00:00:00.000","Kansas City Missouri 110","Affordable Housing","false","2012","12000.0","4929.47316","Structure - fair condition","894","3","2","2013-12-26T00:00:00.000","POINT (-94.565798 39.024574)"
"JA31330092100000000","Residential Vacant","Disposed","Land Bank","R-2.5","4028 Montgall Ave","Kansas City","MO","64130","Jackson","Oak Park Southwest","3rd","2015-10-16T00:00:00.000","Kansas City Missouri 110","Assemblage","false","2012","1702.0","4506.934792","Vacant lot or land - usable",,,,,"POINT (-94.552605 39.05212)"
"JA28530130800000000","Residential Improved","Disposition in Process","Land Bank","R-2.5","2427 CYPRESS AVE","KANSAS CITY","MO","64127","JACKSON","East Community Team South","3rd","2018-01-30T00:00:00.000","KANSAS CITY MISSOURI 110",,"false","2019","16198.0","3852.655","Structure - fair condition",,,,,"POINT (-94.530718 39.081164)"
"JA28810330500000000","Residential Vacant","Acquired","Land Bank","R-2.5","3005 Quincy Ave","Kansas City","MO","64128","Jackson","Knoches Park","3rd",,"Kansas City Missouri 110","Side Yard","false","2019","1500.0","2678.734167","Vacant lot or land - usable",,,,,"POINT (-94.524047 39.070361)"
