Agency Number,Agency Name,Solicitation Number,Category,Quantity,"Unit of Sale (Each, Lot, Package, etc.)",Description,Estimated Worth,Contact Name,Contact Phone,Contact Email,Comments,Specs and Drawings,Agency Terms and Conditions,Solicitation Document
529,Texas Health and Human Services Commission,529-0000026188,Commodities,2,Pack,Office Supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/ae315575-706d-4024-804a-9a9c25eb5ffe?filename=Req+529-0000026188.pdf
537,Texas Department of State Health Services,537-0000026278,Commodities,10,Each,Office Supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/bf03934c-1b01-4918-9127-6f1562330e0d?filename=Req+537-0000026278.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0757,Commodities,5,Each,Dell Wireless Mouse – WM126 – Black,,SIDNEY VALLE,(512) 344-5210,SIDNEY.VALLE@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/09fafe45-5006-4a45-845c-c7a23f47a5f4?filename=RFQ+18-0757.pdf
320,Texas Workforce Commission,15002C,Commodities,6,DOZEN,"Pen, Rollerball, Free Ink, Needle Point, Magnus, Black, 0.5, MFG #62080510654",15.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/ff1c2157-dbc5-4bf4-be4c-a69ae231e60c?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,15002D,Commodities,4,SET,"Sharpie Permanent Marker, Brush Tip, Asst, 12/SET, MFG #SAN1810704",13.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/1bd9c430-20d3-45c0-86c6-e0c9aa589928?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,15002G,Commodities,6,PACK,"Magnetic Dry Erase Marker with Eraser, 6/PK, MFG #OD-MAG-6PK",4.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/8e315bd0-fae6-4c58-a17c-5140c63ac100?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14821A,Commodities,6,EACH,"Desk Organizer, Six Sections, Steel Mesh, 19-3/8 x 11-3/8 x 8, Black, MFG #SAF3254BL",43.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/804447d0-28f9-43b7-a817-e8a78794d614?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14821G,Commodities,10,CARTON,"Copy Paper, 92 Brightness, 20 lb., 8-1/2 x 11, White, 5000 Sheets/CRT, MFG #UNV21200",38.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/472fcaf1-3cce-420a-8160-763f76cd66c1?filename=Terms+and+Conditions+4-25-18.docx,
529,Texas Health and Human Services Commission,529-0000025721,Commodities,300,Each,Office Supplies,,Sherry Moore,512-406-2482,sherry.moore@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/52cbc45b-2906-42f6-b4d7-49b94d932025?filename=529-25721.pdf
320,Texas Workforce Commission,14821J,Commodities,1,EACH,"Gel Mouse Pad w/Wrist Rest, 8-1/4 x 9-5/8, Black, MFG #IVR51450",11.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/072ebf52-c76d-4e23-97d1-1144a4a32912?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14821K,Commodities,6,BOX,"CutLess File Folders, 1/3 Cut Top Tab, Letter, Manila, 100/BX, MFG #PFX48420",17.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/771924ab-57d5-4277-a452-00e0d8194b81?filename=Terms+and+Conditions+4-25-18.docx,
529,Texas Health and Human Services Commission,529-0000026085,Commodities,100,Pack,Office Supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/62b605bc-5a4e-4052-8bae-77434f8089be?filename=Req+529-0000026085.pdf
529,Texas Health and Human Services Commission,529-0000026119,Commodities,100,Pack,Office Supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/ec517296-21e9-442a-bc05-6b45ae015a59?filename=Req+529-0000026119.pdf
529,Texas Health and Human Services Commission,529-0000026135,Commodities,100,Dozen,Office Supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/9c314a69-bc01-4325-80cd-fb0bbe14ed47?filename=Req+529-0000026135.pdf
529,Texas Health and Human Services Commission,529-0000026136,Commodities,130,Dozen,Office Supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/08b0d955-abf8-45a4-bc99-d17fdd196a1f?filename=Req+529-0000026136.pdf
529,Texas Health and Human Services Commission,529-0000026179,Commodities,3,Pack,Office Supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/e400d553-a575-4fe5-8168-2568ab5dc834?filename=Req+529-0000026179.pdf
529,Texas Health and Human Services Commission,529-0000026254,Commodities,80,Set,Office Supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/f9b2b732-ff0d-4ce4-bbb9-cc7faf7da8f1?filename=Req+529-0000026254.pdf
529,Texas Health and Human Services Commission,529-0000026328,Commodities,1,Dozen,Office Supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/b9aa018d-7636-4366-89b8-5fbe9fb8bb27?filename=Req+529-0000026328.pdf
529,Texas Health and Human Services Commission,529-0000027721,Commodities,3,Each,Office Supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/24f5b6d5-65eb-42b4-ae82-a5bcad2005b8?filename=Req+529-0000027721.pdf
320,Texas Workforce Commission,14472,Commodities,4,CASE,"Hand/Shower Wash, ADX-12 System, 3/CS, MFG #48544903",47.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/9928012e-f313-49b9-93e0-e69c941b8d68?filename=Terms+and+Conditions+4-25-18.docx,
576,Texas A&M Forest Service,RFQ-18-011,Commodities,3,Each,GoPro & Camera,7900.00,Alan Degelman,979-458-7381,adegelman@tfs.tamu.edu,None,https://data.texas.gov/views/hxv2-6hcs/files/a293bd1a-c18c-47df-8ac7-90635b5ad8c5?filename=RFQ-18-011+Camera+%26+GoPro.pdf,https://data.texas.gov/views/hxv2-6hcs/files/6692f281-38d7-4354-80b9-4f58d65cceca?filename=Attachment+A+PO+Terms+Conditions+Rev+Jan+16.pdf,https://data.texas.gov/views/hxv2-6hcs/files/405a83b7-41ab-4dd2-a090-ef78376f5c9b?filename=RFQ-18-011+Camera+%26+GoPro.pdf
720,University of Texas System,2018-CP00002,Commodities,10,each,"Dell Primary 4-Cell 52/Whr Battery with 3 Years Limited Hardware Warranty, Latitude E7250, Customer Kit",1110.00,Christopher Palacios,512-579-5143,cpalacios@utsystem.edu,,,https://data.texas.gov/views/hxv2-6hcs/files/a3983f2c-5707-4648-a445-9d2b44297179?filename=PO+Terms+and+Conditions-2.pdf,https://data.texas.gov/views/hxv2-6hcs/files/9cb92dd3-36da-47ba-9aa6-7c2e5fd65c7a?filename=ITB+2018-CP00002.pdf
720,University of Texas System,2018-CP00003,Commodities,20,each,"e-joy LEDmart portable space/desktop heater, black, 500W",500.00,Christopher Palacios,512-579-5143,cpalacios@utsystem.edu,No substitutions allowed,,https://data.texas.gov/views/hxv2-6hcs/files/8a325a82-105f-48af-b6c1-89faea7af799?filename=PO+Terms+and+Conditions-2.pdf,https://data.texas.gov/views/hxv2-6hcs/files/ef36b76e-0743-40a0-a32e-629234dbb864?filename=ITB+2018-CP00003.pdf
720,University of Texas System,2018-CP00004,Commodities,20,each,"CAMTOP USB Fan with 2 Speed 5"" Quiet Small Personal Desk Fan for Home and Office",320.00,Christopher Palacios,512-579-5143,cpalacios@utsystem.edu,No Substitutions Allowed,,https://data.texas.gov/views/hxv2-6hcs/files/32578406-ed76-4b14-b8a3-889d26c0cff2?filename=PO+Terms+and+Conditions-2.pdf,https://data.texas.gov/views/hxv2-6hcs/files/3f4f60fd-a149-4a9a-a564-778d1ee3d829?filename=ITB+2018-CP00004.pdf
720,University of Texas System,2018-CP00005,Commodities,24,ea,"Lemi Shine Booster Dishwasher Detergent Additive, 12 oz container",127.00,Christopher Palacios,512-579-5143,cpalacios@utsystem.edu,No Substitutions Allowed,,https://data.texas.gov/views/hxv2-6hcs/files/b1cf9aba-b0d9-4f65-9a06-6e7eed03804a?filename=PO+Terms+and+Conditions-2.pdf,https://data.texas.gov/views/hxv2-6hcs/files/c09e0162-c5d4-485a-aa43-e6ffb430e3a1?filename=ITB+2018-CP00005.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0757,Commodities,20,Each,"Kingston Data Traveler 100 G3 – USB flash drive – 32 GB, Black, Mfr. Part# DT100G3/32GB",,SIDNEY VALLE,(512) 344-5210,SIDNEY.VALLE@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/7d88c37e-2262-47ae-8a15-8cf6fb1991ff?filename=RFQ+18-0757.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0757,Commodities,5,Each,"Kingston Data Traveler 100 G3 – USB flash drive – 64 GB, Black, Mfr. Part# DT100G3/64GB",,SIDNEY VALLE,(512) 344-5210,SIDNEY.VALLE@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/6621b8f8-34c8-47f8-9cdc-23d5eec060aa?filename=RFQ+18-0757.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0757,Commodities,20,Each,"Cat. 5e Network Cables (Assorted Colors, 14 ft Length) – Black, Item #73-6680-15",,SIDNEY VALLE,(512) 344-5210,SIDNEY.VALLE@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/0e1f7b8d-6412-45cf-ab71-7ff9a221c5b9?filename=RFQ+18-0757.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0757,Commodities,4,Each,"Calrad 15 ft 4K Ultra HD HDMI Male (Type A) to Male (Type A) Cable, Item #55-668-15",,SIDNEY VALLE,(512) 344-5210,SIDNEY.VALLE@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/cb742ef9-76e7-4445-966c-564283072f67?filename=RFQ+18-0757.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0757,Commodities,5,Each,"Tripp Lite 6 Outlet Surge Protector Power Strip, 6ft Cord, 790 Joules – Black. ASIN: B000UD4LIY",,SIDNEY VALLE,(512) 344-5210,SIDNEY.VALLE@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/81abf74e-64fc-41ab-93e6-ddb1bced6f26?filename=RFQ+18-0757.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0754,Commodities,1,Each,"Fellows Copyholder, Color: Platinum, Part #: FEL21100",,DONNA M. NAVARRO ,(512) 344-5146,DONNA.NAVARRO@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/09a5f0c6-3b74-4102-abcf-f23cca7a9b52?filename=RFQ+18-0754.pdf
734,Lamar University,734-18-26,Commodities,100,ea,Mercury Notebook w/ Stylus Pen,,Tabitha Evans,409.880.8387,trlewis@lamar.edu,,,,https://data.texas.gov/views/hxv2-6hcs/files/b19a2485-3c86-4d00-8ad2-816c8b05c91e?filename=734-18-0026_Promotional+Items_Mercury_Notebook.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0757,Commodities,3,Each,AmazonBasics 15.6-Inch Laptop and Tablet Bag. ASIN: B00DUGZFWY,,SIDNEY VALLE,(512) 344-5210,SIDNEY.VALLE@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/9264c5e5-37df-47f6-8dbe-7f84c6363b6a?filename=RFQ+18-0757.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0757,Commodities,20,Each,"Kingston Data Traveler 100 G3 – USB flash drive - 16 GB, Black, Mfr. Part# DT100G3/16GBBK",,SIDNEY VALLE,(512) 344-5210,SIDNEY.VALLE@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/9a1450f0-1029-4ac4-a9cc-698010f73669?filename=RFQ+18-0757.pdf
734,Lamar University,734-18-0029,Commodities,30,ea,Clear Impact Poly-Pure Mountain Bottle w/Flip Straw,,Tabitha Evans,409.880.8387,trlewis@lamar.edu,,,,https://data.texas.gov/views/hxv2-6hcs/files/723413d0-a194-40ad-89eb-01a67a4c48e0?filename=734-18-0029_Promotional+Items_Mountain_Bottle.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0757A,Commodities,1,Each,"7 in. Nylon Cable Ties – Black – 100 Pack, Item #AL-07-50-0-C",,SIDNEY VALLE,(512) 344-5210,SIDNEY.VALLE@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/f7800e4b-8789-421e-9a3e-670ce604dd34?filename=RFQ+18-0757A.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0757,Commodities,3,Each,"Cat. 5e Network Cables (Assorted Colors, 50 ft Length) – Blue, Item #73-6680-50",,SIDNEY VALLE,(512) 344-5210,SIDNEY.VALLE@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/a885e66c-3774-4d6d-88b0-6ea671356701?filename=RFQ+18-0757.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0757A,Commodities,1,Each,"4 in. Nylon Cable Ties – Black – 100 Pack, Item #AL-04-18-0-C",,SIDNEY VALLE,(512) 344-5210,SIDNEY.VALLE@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/08067291-78db-4e25-b7bc-747680d27697?filename=RFQ+18-0757A.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0757A,Commodities,1,Each,"8 in. Releasable UV Black Nylon Cable Ties – 100 Pack, Item #AL-08-50-RL-0-C",,SIDNEY VALLE,(512) 344-5210,SIDNEY.VALLE@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/7b57755a-d535-4b4c-a7a7-2d21dcff4196?filename=RFQ+18-0757A.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0757A,Commodities,1,Each,"Klein 5 in. Heavy-Duty Electrician’s Scissors w/ Stripping Notches,  Item #2100-7.",,SIDNEY VALLE,(512) 344-5210,SIDNEY.VALLE@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/42c6e6c7-b9f5-4a50-b8a8-7427b3a8fbbb?filename=RFQ+18-0757A.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0757A,Commodities,1,Each,"100 Pack Maxtek Premium Thick White Paper CD DVD Sleeves Envelope with Window Cut Out and Flap, 100g.      ASIN: B00GXOOL4S",,SIDNEY VALLE,(512) 344-5210,SIDNEY.VALLE@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/c793b683-0fc6-4934-9237-fc899e456761?filename=RFQ+18-0757A.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0757A,Commodities,3,Each,"REAL Professional Premium Grade Gaffer Tape by Gaffer Power 3 in X 30 yds, Black. ASIN: B01FZXLN5C",,SIDNEY VALLE,(512) 344-5210,SIDNEY.VALLE@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/489a858e-5346-495e-8120-6517afe641b4?filename=RFQ+18-0757A.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0757A,Commodities,2,Each,Simple Green Naturals Glass & Surface Care 32 oz.  ASIN: B001CWIU7K,,SIDNEY VALLE,(512) 344-5210,SIDNEY.VALLE@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/4e449d34-9349-4da1-a3f5-b1c1eb13498e?filename=RFQ+18-0757A.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0757,Commodities,8,Each,"NETGEAR – 5-Port Gigabit Ethernet Switch – White, Mfr. Part# GS605NA",,SIDNEY VALLE,(512) 344-5210,SIDNEY.VALLE@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/4d9c8117-e3e3-4988-8c9d-9576c6f294f5?filename=RFQ+18-0757.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0757,Commodities,8,Each,"NETGEAR – 8-Port Gigabit Ethernet Switch – White, Mfr. Part# GS608NA",,SIDNEY VALLE,(512) 344-5210,SIDNEY.VALLE@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/4a544999-78d9-4228-b82d-466de5b2d85b?filename=RFQ+18-0757.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0757,Commodities,20,Each,"Cat. 5e Network Cables (Assorted Colors, 10 ft Length) – Black, Item #73-6680-10",,SIDNEY VALLE,(512) 344-5210,SIDNEY.VALLE@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/e22994ab-c47f-45ec-97df-1c2d73127907?filename=RFQ+18-0757.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0757,Commodities,10,Each,"Cat. 5e Network Cables (Assorted Colors, 25 ft Length) – Blue, Item #73-6680-25",,SIDNEY VALLE,(512) 344-5210,SIDNEY.VALLE@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/315e556c-e74e-447b-b62b-2217b43043ad?filename=RFQ+18-0757.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0757,Commodities,3,Each,AmazonBasics 15.6-Inch Laptop and Tablet Bag. ASIN: B00DUGZFWY,,SIDNEY VALLE,(512) 344-5210,SIDNEY.VALLE@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/3901902a-a017-4988-ae3b-276c735ebb15?filename=RFQ+18-0757.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0757,Commodities,5,Each,"Tripp Lite 6 Outlet Surge Protector Power Strip, 6ft Cord, 790 Joules – Black. ASIN: B000UD4LIY",,SIDNEY VALLE,(512) 344-5210,SIDNEY.VALLE@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/39e1f3e3-290d-47c7-bdb9-f44ef2ad9af6?filename=RFQ+18-0757.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0822,Commodities,1,Each,Bravo SE-3 AutoPrinter SKU/Product Number: 063132,,SIDNEY VALLE,(512) 344-5210,SIDNEY.VALLE@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/89439688-f78e-4680-a2b3-b77e3265f684?filename=RFQ+18-0822.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0823,Commodities,2,Each,"DuraBox W500 Wall Mount Locking Deposit Drop Box Safe, Color: Light Grey, Part #: W500  ***BRAND NAME ONLY***",,DONNA M. NAVARRO ,(512) 344-5146,DONNA.NAVARRO@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/e97bfca4-e142-403e-ac71-1f1633ca988c?filename=RFQ+18-0823.pdf
734,Lamar University,734-18-0027,Commodities,25,ea,Mega Hugo Vacuum Travel Mug,,Tabitha Evans,409.880.8387,trlewis@lamar.edu,,,,https://data.texas.gov/views/hxv2-6hcs/files/87967c6b-d96e-44c8-83c5-234e16187d16?filename=734-18-0027_Promotional+Items_Travel_Mug.pdf
734,Lamar University,734-18-0028,Commodities,60,ea,Under Armour Brand Polo,,Tabitha Evans,409.880.8387,trlewis@lamar.edu,,,,https://data.texas.gov/views/hxv2-6hcs/files/c4cdc6d3-5164-4a7a-b58e-cd9022dfecbd?filename=734-18-0028_Promotional+Items_UA_Polos.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0839,Commodities,40,Each,"Smead Expanding Wallet, 3.5 in Expansion, Letter Size, Part #: SMD71453",,DONNA M. NAVARRO,(512) 344-5146,DONNA.NAVARRO@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/510976bb-18a3-4293-a4a6-adde1cefd0c4?filename=RFQ+18-0839.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0839,Commodities,5,Sets,"Avery Preprinted Tab Dividers, Monthly, Jan-Dec, 1 Set, Part #: AVE11328",,DONNA M. NAVARRO,(512) 344-5146,DONNA.NAVARRO@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/35a7cfb4-8456-447b-a1b6-5a10c84f8a49?filename=RFQ+18-0839.pdf
503,Texas Medical Board,503-18-0192,Commodities,1,EACH,Okidata 44315104 Drum - Black,,Liz Kaska,512-305-7063,liz.kaska@tmb.state.tx.us,,,,https://data.texas.gov/views/hxv2-6hcs/files/b2f387a2-6bec-48ec-9e07-d424f938e9e2?filename=SOLICITATION+NUMBER+503-18-0192.docx
503,Texas Medical Board,503-18-0195,Commodities,1,EACH,Okidata 44315103 Drum - Cyan,,Liz Kaska,512-305-7063,liz.kaska@tmb.state.tx.us,,,,https://data.texas.gov/views/hxv2-6hcs/files/2ef60c54-b110-44e4-8890-829e90d958ab?filename=SOLICITATION+NUMBER+503-18-0195.docx
362,TEXAS LOTTERY COMMMISSION,RQ18-0839,Commodities,3,Each,"3M Double Sided Tape, 1-1/2 in x 5 yds, Supplier Part #: 15C162, Manufacturer Part #:  4032",,DONNA M. NAVARRO,(512) 344-5146,DONNA.NAVARRO@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/aada588d-08dd-4a5a-be85-c652fd214de6?filename=RFQ+18-0839.pdf
362,TEXAS LOTTERY COMMMISSION,RQ18-0839,Commodities,5,Each,"3.	3M Double Sided Tape, 2 in x 5 yds, Supplier Part #: 15C246, Manufacturer Part #: 4466",,DONNA M. NAVARRO,(512) 344-5146,DONNA.NAVARRO@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/hxv2-6hcs/files/f96953d0-4df2-4df4-b605-ca72c4fcdb05?filename=RFQ+18-0839.pdf
503,Texas Medical Board,503-18-0193,Commodities,1,EACH,okidata 44315102 Drum - Magenta,,Liz Kaska,512-305-7063,liz.kaska@tmb.state.tx.us,,,,https://data.texas.gov/views/hxv2-6hcs/files/1c8b1f13-0bf9-4372-b336-af347c77d3c6?filename=SOLICITATION+NUMBER+503-18-0193.docx
764,Texas A&M University-Texarkana,764-18-206000-A097,Commodities,4,boxes,pens,,Cynthia Henderson,903-223-3053,cynthia.henderson@tamut.edu,All freight charges must be included with bid pricing submitted,https://data.texas.gov/views/hxv2-6hcs/files/8d898486-ab61-461c-a9aa-a8cd55ff9363?filename=ACCESS.2018.CoverPage.041618.doc,https://data.texas.gov/views/hxv2-6hcs/files/afba140b-677e-45bb-9293-0d10c243fffe?filename=Terms+and+Conditions+of+Purchase.TAMUT.FY2018.pdf,https://data.texas.gov/views/hxv2-6hcs/files/aa8bf411-b596-4d2b-b562-772803cada73?filename=764-18-206000-A097.pens.pdf
764,Texas A&M University-Texarkana,764-18-206000-B097,Commodities,37,each,Toner Cartridges,,Cynthia Henderson,903-223-3053,cynthia.henderson@tamut.edu,All freight charges must be included with bid pricing submitted,https://data.texas.gov/views/hxv2-6hcs/files/98106b07-1915-4348-826f-f839df5e4869?filename=ACCESS.2018.CoverPage.041618.doc,https://data.texas.gov/views/hxv2-6hcs/files/6fadc284-6807-43b1-913d-c39dc2685115?filename=Terms+and+Conditions+of+Purchase.TAMUT.FY2018.pdf,https://data.texas.gov/views/hxv2-6hcs/files/5b17528c-99d8-47a1-a2c9-7ec900378509?filename=764-18-206000-B097_toner.pdf
751,Texas A&M University-Commerce,751-18-R802004,Commodities,,Each,Dell Desktops and Laptops,150000.00,Travis Ball,903-886-5060,Travis.Ball@tamuc.edu,,https://data.texas.gov/views/hxv2-6hcs/files/29979c7b-e280-4d8f-b393-266e20512aa4?filename=751-18-R802004+SPECS.pdf,,https://data.texas.gov/views/hxv2-6hcs/files/f85f9f32-6c2d-4479-9eca-97087df3dec2?filename=751-18-R802004.doc
303,Texas Facilities Commission,303-8-01315,Commodities,165,Types,Industrial V-Belts,30000.00,Rico Gamino,512-936-3567,rico.gamino@tfc.state.tx.us,Posted to the ESBD at http://www.txsmartbuy.com/sp/303-8-01315,,,https://data.texas.gov/views/hxv2-6hcs/files/fa9e6e79-a480-4b99-82a8-82e046da2bff?filename=8-01315+Invitation+for+Bids+-+V-Belts+Spot+Bid+Fair.pdf
733,Texas Tech Universtiy,2019-909,Commodities,1,each,"Dell 5110cn, Transfer Roll",,Paula Ann Pitifer,,paula.ann.pitifer@ttu.edu,,,,https://data.texas.gov/views/hxv2-6hcs/files/cdccea4e-29aa-4f7c-aaa0-33a19c744e72?filename=TTU+IFQ+Spot+Bid+Fair.pdf
