"point","permitnum","address","applicant","category","description","proposedusecode","proposedusedescription","permitteddiscretionary","landusedistrict","landusedistrictdescription","concurrent_loc","statuscurrent","applieddate","decisiondate","releasedate","mustcommencedate","canceledrefuseddate","decision","decisionby","sdabnumber","sdabhearingdate","sdabdecision","sdabdecisiondate","communitycode","communityname","ward","quadrant","latitude","longitude","locationcount","locationtypes","locationaddresses","locationsgeojson","locationswkt"
"POINT (-113.9307211453503 50.90999577471353)","DP2022-05592","1013 COPPERFIELD BV SE",,"Residential - Secondary Suite","NEW: SECONDARY SUITE (BASEMENT)","C2626","SECONDARY SUITE","Discretionary","R-1N","Residential - Narrow Parcel One Dwelling",,"In Advertising","2022-08-09T00:00:00.000","2022-08-26T00:00:00.000",,"2024-08-26T00:00:00.000",,"Approval","Development Authority",,,,,"CPF","COPPERFIELD","12","SE","50.910","-113.931","2","Titled Parcel;Building","1013 COPPERFIELD BV SE;1013 COPPERFIELD BV SE","{""type"":""MultiPoint"",""coordinates"":[[-113.9307211,50.9099958],[-113.930725,50.9098903]]}","MULTIPOINT ((-113.9307211453503 50.90999577471353),(-113.93072499898749 50.909890280019056))"
"POINT (-114.1275644982203 51.04083380563541)","DP2022-05591","1416 28 ST SW","DESIGNHAUS STUDIO","Residential - Secondary Suite","NEW: SECONDARY SUITE (BASEMENT)","C2626","SECONDARY SUITE","Permitted with a Relaxation","R-C2","Residential - Contextual One/Two Dwelling",,"In Circulation","2022-08-09T00:00:00.000",,,,,,,,,,,"SHG","SHAGANAPPI","8","SW","51.041","-114.128","1","Building","1416 28 ST SW","{""type"":""Point"",""coordinates"":[-114.1275645,51.0408338]}","POINT (-114.1275644982203 51.04083380563541)"
"POINT (-113.92843421262315 51.13467030249462)","DP2022-05590","173 SADDLEBROOK CI NE",,"Residential - Secondary Suite","NEW: SECONDARY SUITE (BASEMENT)","C2626","SECONDARY SUITE","Discretionary","R-1N","Residential - Narrow Parcel One Dwelling",,"In Advertising","2022-08-09T00:00:00.000","2022-09-09T00:00:00.000",,"2024-09-09T00:00:00.000",,"Approval","Development Authority",,,,,"SAD","SADDLE RIDGE","5","NE","51.135","-113.928","2","Titled Parcel;Building","173 SADDLEBROOK CI NE;173 SADDLEBROOK CI NE","{""type"":""MultiPoint"",""coordinates"":[[-113.9284342,51.1346703],[-113.9282941,51.1346698]]}","MULTIPOINT ((-113.92843421262315 51.13467030249462),(-113.92829411654213 51.13466975821874))"
"POINT (-114.21238877812442 51.07084841831053)","DP2022-05589","4 COUGARSTONE VI SW",,"Residential - Secondary Suite","NEW: SECONDARY SUITE (BASEMENT)","C2626","SECONDARY SUITE","Discretionary","R-1","Residential - One Dwelling",,"In Advertising","2022-08-09T00:00:00.000","2022-08-26T00:00:00.000",,"2024-08-26T00:00:00.000",,"Approval","Development Authority",,,,,"CGR","COUGAR RIDGE","6","SW","51.071","-114.212","2","Titled Parcel;Building","4 COUGARSTONE VI SW;4 COUGARSTONE VI SW","{""type"":""MultiPoint"",""coordinates"":[[-114.2123888,51.0708484],[-114.2123396,51.0709586]]}","MULTIPOINT ((-114.21238877812442 51.07084841831053),(-114.21233958451107 51.07095859560904))"
"POINT (-114.05954963283855 50.86268630632208)","DP2022-05588","21 CREEKSIDE BV SW",,"Relaxation - New - Accessory Building","NEW: ACCESSORY RESIDENTIAL BUILDING (GARAGE) - DRIVEWAY LENGTH","C1020","ACCESSORY RESIDENTIAL BUILDING","Permitted with a Relaxation","R-Gm","Residential - Low Density Mixed Housing",,"Cancelled - Pending Refund","2022-08-09T00:00:00.000",,,,,,,,,,,"PCK","PINE CREEK","13","SW","50.863","-114.060","2","Titled Parcel;Building","21 CREEKSIDE BV SW;21 CREEKSIDE BV SW","{""type"":""MultiPoint"",""coordinates"":[[-114.0595496,50.8626863],[-114.0596778,50.8626786]]}","MULTIPOINT ((-114.05954963283855 50.86268630632208),(-114.05967783753096 50.862678581349314))"
"POINT (-114.26809180059783 51.090465379809736)","DP2022-05587","98 VALLEY CREST CL NW","QUIET RESTING PLACE","Change of Use - Discretionary Use or Relaxations Required","TEMPORARY USE: BED AND BREAKFAST (18 MONTHS)","C1190","BED AND BREAKFAST","Discretionary","R-C2","Residential - Contextual One/Two Dwelling",,"In Advertising","2022-08-09T00:00:00.000","2022-09-12T00:00:00.000",,"2024-09-12T00:00:00.000",,"Approval","Development Authority",,,,,"VAL","VALLEY RIDGE","1","NW","51.090","-114.268","2","Titled Parcel;Building","98 VALLEY CREST CL NW;98 VALLEY CREST CL NW","{""type"":""MultiPoint"",""coordinates"":[[-114.2680918,51.0904654],[-114.2679273,51.090468]]}","MULTIPOINT ((-114.26809180059783 51.090465379809736),(-114.26792732785549 51.0904679503073))"
"POINT (-114.12864878371825 51.14418695399905)","DP2022-05586","50 HAMPSTEAD GD NW","SAVOY DESIGNS","Residential - Secondary Suite","NEW: SECONDARY SUITE (BASEMENT)","C2626","SECONDARY SUITE","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Circulation","2022-08-09T00:00:00.000",,,,,,,,,,,"HAM","HAMPTONS","2","NW","51.144","-114.129","2","Titled Parcel;Building","50 HAMPSTEAD GD NW;50 HAMPSTEAD GD NW","{""type"":""MultiPoint"",""coordinates"":[[-114.1286488,51.144187],[-114.128556,51.1442812]]}","MULTIPOINT ((-114.12864878371825 51.14418695399905),(-114.12855602384606 51.14428124884628))"
"POINT (-113.96580082017087 51.07712686409035)","DP2022-05585","#1 4801 26 AV NE",,"Change of Use - Discretionary Use or Relaxations Required","CHANGE OF USE: OTHER","C9999","OTHER","Discretionary","DC","DIRECT CONTROL DISTRICT                                 ",,"Cancelled - Pending Refund","2022-08-09T00:00:00.000",,,,,,,,,,,"RUN","RUNDLE","10","NE","51.077","-113.966","3","Titled Parcel;Building;Building Suite","4801 26 AV NE;4801 26 AV NE;#1 4801 26 AV NE","{""type"":""MultiPoint"",""coordinates"":[[-113.9658008,51.0771269],[-113.9658862,51.0769728],[-113.9658862,51.0769728]]}","MULTIPOINT ((-113.96580082017087 51.07712686409035),(-113.96588621445696 51.07697280586625),(-113.96588621445696 51.07697280586625))"
"POINT (-114.05684957361285 50.91278468566765)","DP2022-05584","103 MIDPARK CR SE",,"Relaxation - Existing - Compliance Follow-Up","RELAXATION: DECK (EXISTING) - PROJECTION INTO REAR SETBACK","C1455","DECK","Discretionary","R-C1","Residential - Contextual One Dwelling",,"Released","2022-08-09T00:00:00.000","2022-08-11T00:00:00.000","2022-09-09T00:00:00.000","2024-08-11T00:00:00.000",,"Approval","Development Authority",,,,,"MID","MIDNAPORE","14","SE","50.913","-114.057","2","Titled Parcel;Building","103 MIDPARK CR SE;103 MIDPARK CR SE","{""type"":""MultiPoint"",""coordinates"":[[-114.0568496,50.9127847],[-114.0570242,50.9128753]]}","MULTIPOINT ((-114.05684957361285 50.91278468566765),(-114.05702418126911 50.912875308999766))"
"POINT (-113.97606341067801 51.09117436726497)","DP2022-05583","144 WHITERAM CL NE",,"Residential - Secondary Suite","NEW: SECONDARY SUITE (BASEMENT)","C2626","SECONDARY SUITE","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Advertising","2022-08-09T00:00:00.000","2022-09-09T00:00:00.000",,"2024-09-09T00:00:00.000",,"Approval","Development Authority",,,,,"WHI","WHITEHORN","10","NE","51.091","-113.976","2","Titled Parcel;Building","144 WHITERAM CL NE;144 WHITERAM CL NE","{""type"":""MultiPoint"",""coordinates"":[[-113.9760634,51.0911744],[-113.9761723,51.0912454]]}","MULTIPOINT ((-113.97606341067801 51.09117436726497),(-113.97617226315087 51.091245407823585))"
"POINT (-114.1476010428405 51.1158087356347)","DP2022-05582","247 EDGEMONT PL NW","SMT CARPENTRY","Relaxation - New - Residential","RELAXATION: DECK - PROJECTION INTO REAR SETBACK","C1455","DECK","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Advertising","2022-08-09T00:00:00.000","2022-08-26T00:00:00.000",,"2024-08-26T00:00:00.000",,"Approval","Development Authority",,,,,"EDG","EDGEMONT","4","NW","51.116","-114.148","2","Titled Parcel;Building","247 EDGEMONT PL NW;247 EDGEMONT PL NW","{""type"":""MultiPoint"",""coordinates"":[[-114.147601,51.1158087],[-114.1476754,51.1159419]]}","MULTIPOINT ((-114.1476010428405 51.1158087356347),(-114.14767536485941 51.115941859121094))"
"POINT (-114.17408126108627 51.17029653264798)","DP2022-05581","318 NOLANRIDGE CR NW","AERO SIGN & PRINT","Signs - Discretionary Use","NEW: SIGN - CLASS C (FREESTANDING SIGN)","C2690","SIGN - CLASS C","Discretionary","I-C","Industrial - Commercial",,"In Advertising","2022-08-09T00:00:00.000","2022-08-24T00:00:00.000",,"2024-08-24T00:00:00.000",,"Approval","Development Authority",,,,,"02C","RESIDUAL WARD 2 - SUB AREA 2C","2","NW","51.170","-114.174","1","Titled Parcel","318 NOLANRIDGE CR NW","{""type"":""Point"",""coordinates"":[-114.1740813,51.1702965]}","POINT (-114.17408126108627 51.17029653264798)"
"POINT (-114.0682063997282 50.94205937134548)","DP2022-05580","#303 12445 LAKE FRASER DR SE","INSITE LICENSED INTERIOR DESIGN GROUP","Change of Use - Permitted Use","CHANGE OF USE: RETAIL AND CONSUMER SERVICE","C2515","RETAIL AND CONSUMER SERVICE","Permitted","C-COR3 f2.0h20","Commercial - Corridor 3",,"Released","2022-08-09T00:00:00.000","2022-08-17T00:00:00.000","2022-08-17T00:00:00.000","2023-08-17T00:00:00.000",,"Approval","Development Authority",,,,,"LKB","LAKE BONAVISTA","14","SE","50.942","-114.068","4","Titled Parcel;Building;Building Suite;Building Suite","12445 LAKE FRASER DR SE;#300 12445 LAKE FRASER DR SE;#305 12445 LAKE FRASER DR SE;#303 12445 LAKE FRASER DR SE","{""type"":""MultiPoint"",""coordinates"":[[-114.0682064,50.9420594],[-114.0693105,50.9419555],[-114.0693105,50.9419555],[-114.0693105,50.9419555]]}","MULTIPOINT ((-114.0682063997282 50.94205937134548),(-114.06931054491275 50.94195553529373),(-114.06931054491275 50.94195553529373),(-114.06931054491275 50.94195553529373))"
"POINT (-114.220746252895 51.03374173734037)","DP2022-05579","2407 CORTINA DR SW",,"Relaxation - Existing - Compliance Follow-Up","RELAXATION: ACCESSORY BUILDING (EXISTING PERGOLA) - SEPARATION FROM THE MAIN BUILDING","B1005","ACCESSORY BUILDING","Permitted with a Relaxation","DC","DIRECT CONTROL DISTRICT                                 ",,"Released","2022-08-09T00:00:00.000","2022-08-15T00:00:00.000","2022-09-09T00:00:00.000","2024-08-15T00:00:00.000",,"Approval","Development Authority",,,,,"SPH","SPRINGBANK HILL","6","SW","51.034","-114.221","2","Titled Parcel;Building","2407 CORTINA DR SW;2407 CORTINA DR SW","{""type"":""MultiPoint"",""coordinates"":[[-114.2207463,51.0337417],[-114.2208838,51.033668]]}","MULTIPOINT ((-114.220746252895 51.03374173734037),(-114.22088378440809 51.033667986164346))"
"POINT (-113.93133128759474 51.06333447020756)","DP2022-05578","868 ABBOTSFORD DR NE","NEW MAPLE GEOMATICS","Relaxation - Existing - Compliance Follow-Up","RELAXATION: ACCESSORY RESIDENTIAL BUILDING (EXISTING GARAGE) - BUILDING SETBACK FROM SIDE PROPERTY LINE","C1020","ACCESSORY RESIDENTIAL BUILDING","Permitted with a Relaxation","R-C2","Residential - Contextual One/Two Dwelling",,"In Advertising","2022-08-09T00:00:00.000","2022-08-25T00:00:00.000",,"2024-08-25T00:00:00.000",,"Approval","Development Authority",,,,,"ABB","ABBEYDALE","10","NE","51.063","-113.931","2","Titled Parcel;Building","868 ABBOTSFORD DR NE;868 ABBOTSFORD DR NE","{""type"":""MultiPoint"",""coordinates"":[[-113.9313313,51.0633345],[-113.9314234,51.0634172]]}","MULTIPOINT ((-113.93133128759474 51.06333447020756),(-113.93142339721994 51.06341723856052))"
"POINT (-113.97123572651992 50.92676379980032)","DP2022-05577","4 PRESTWICK CL SE","ARC SURVEYS","Relaxation - Existing - Residential - FastTrack - Comp Follow-Up","RELAXATION: DECK (EXISTING) - PROJECTION INTO SIDE SETBACK","C1455","DECK","Permitted with a Relaxation","R-1N","Residential - Narrow Parcel One Dwelling",,"Pending Release","2022-08-09T00:00:00.000","2022-08-15T00:00:00.000",,"2023-08-15T00:00:00.000",,"Approval","Development Authority",,,,,"MCT","MCKENZIE TOWNE","12","SE","50.927","-113.971","2","Titled Parcel;Building","4 PRESTWICK CL SE;4 PRESTWICK CL SE","{""type"":""MultiPoint"",""coordinates"":[[-113.9712357,50.9267638],[-113.9711224,50.9267677]]}","MULTIPOINT ((-113.97123572651992 50.92676379980032),(-113.97112235462392 50.92676767344291))"
"POINT (-114.13656107026738 51.00477791649558)","DP2022-05576","5436 LAKEVIEW DR SW","CORE GEOMATICS GROUP","Relaxation - Existing - Compliance Follow-Up","RELAXATION: DECK (EXISTING) - PROJECTION INTO SIDE SETBACK","C1455","DECK","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Advertising","2022-08-09T00:00:00.000","2022-08-18T00:00:00.000",,"2024-08-18T00:00:00.000",,"Approval","Development Authority",,,,,"LKV","LAKEVIEW","11","SW","51.005","-114.137","2","Titled Parcel;Building","5436 LAKEVIEW DR SW;5436 LAKEVIEW DR SW","{""type"":""MultiPoint"",""coordinates"":[[-114.1365611,51.0047779],[-114.136405,51.0047835]]}","MULTIPOINT ((-114.13656107026738 51.00477791649558),(-114.13640498137356 51.00478350169006))"
"POINT (-114.17920885943865 51.14912744531916)","DP2022-05575","121 CITADEL MEADOW CR NW","CHARLES HOTZEL & ASSOCIATES","Relaxation - Existing - Compliance Follow-Up","RELAXATION: DECK (EXISTING) - HEIGHT","C1455","DECK","Discretionary","R-C1N","Residential - Contextual Narrow Parcel One Dwelling",,"Released","2022-08-09T00:00:00.000","2022-08-11T00:00:00.000","2022-09-09T00:00:00.000","2024-08-11T00:00:00.000",,"Approval","Development Authority",,,,,"CIT","CITADEL","2","NW","51.149","-114.179","2","Titled Parcel;Building","121 CITADEL MEADOW CR NW;121 CITADEL MEADOW CR NW","{""type"":""MultiPoint"",""coordinates"":[[-114.1792089,51.1491274],[-114.1790465,51.1491742]]}","MULTIPOINT ((-114.17920885943865 51.14912744531916),(-114.17904651711957 51.14917422399561))"
"POINT (-113.92923997442374 50.886980011531264)","DP2022-05573","17979 72 ST SE","STANTEC CONSULTING","Renovations - Non-Residential","CHANGES TO SITE PLAN: SINGLE DETACHED DWELLING (NEW ACCESS ROAD); NEW: COMMUNITY ENTRANCE FEATURE","C9999","OTHER","Discretionary","M-1 d75; R-1; R-G; R-Gm; S-R; S-SPR","Multi-Residential - Low Profile; Residential - Low Density Mixed Housing; Residential - Low Density Mixed Housing; Residential - One Dwelling; Special Purpose - Recreation; Special Purpose - School, Park and Community Reserve",,"Under Review","2022-08-09T00:00:00.000",,,,,,,,,,,"MAH","MAHOGANY","12","SE","50.887","-113.929","2","Titled Parcel;Titled Parcel","18010 72 ST SE;17979 72 ST SE","{""type"":""MultiPoint"",""coordinates"":[[-113.92924,50.88698],[-113.9293264,50.8878476]]}","MULTIPOINT ((-113.92923997442374 50.886980011531264),(-113.92932639494161 50.887847596750525))"
"POINT (-113.98565043329319 51.02837809414155)","DP2022-05572","3003 32A ST SE","JONES GEOMATICS","Relaxation - Existing - Compliance Follow-Up","RELAXATION: DECK (EXISTING) - PROJECTION INTO SIDE SETBACK","C1455","DECK","Discretionary","R-C1","Residential - Contextual One Dwelling",,"Released","2022-08-09T00:00:00.000","2022-08-15T00:00:00.000","2022-09-12T00:00:00.000","2024-08-15T00:00:00.000",,"Approval","Development Authority",,,,,"DOV","DOVER","9","SE","51.028","-113.986","2","Titled Parcel;Building","3003 32A ST SE;3003 32A ST SE","{""type"":""MultiPoint"",""coordinates"":[[-113.9856504,51.0283781],[-113.9856424,51.0285393]]}","MULTIPOINT ((-113.98565043329319 51.02837809414155),(-113.98564244311193 51.028539315485084))"
"POINT (-113.96657981317351 51.14659894655501)","DP2022-05570","402 CITYSCAPE SQ NE",,"Signs - Permitted Use with Relaxation","NEW: SIGN - CLASS B (FASCIA SIGNS - 4)","C2680","SIGN - CLASS B","Permitted","C-C1","Commercial - Community 1",,"Released","2022-08-09T00:00:00.000","2022-08-22T00:00:00.000","2022-08-23T00:00:00.000","2024-08-22T00:00:00.000",,"Approval","Development Authority",,,,,"CSC","CITYSCAPE","5","NE","51.147","-113.967","3","Titled Parcel;Building;Building Suite","10474 CITYSCAPE DR NE;400 CITYSCAPE SQ NE;402 CITYSCAPE SQ NE","{""type"":""MultiPoint"",""coordinates"":[[-113.9665798,51.1465989],[-113.9681978,51.1464863],[-113.9681474,51.1464541]]}","MULTIPOINT ((-113.96657981317351 51.14659894655501),(-113.96819781594472 51.14648626383888),(-113.96814738747845 51.14645407642481))"
"POINT (-114.21859017488684 51.15239071733867)","DP2022-05569","33 ROYAL OAK MR NW",,"Relaxation - Existing - Compliance Follow-Up","RELAXATION: DECK (EXISTING) - PROJECTION INTO REAR SETBACK","C1455","DECK","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Advertising","2022-08-09T00:00:00.000","2022-08-17T00:00:00.000",,"2024-08-17T00:00:00.000",,"Approval","Development Authority",,,,,"ROY","ROYAL OAK","1","NW","51.152","-114.219","2","Titled Parcel;Building","33 ROYAL OAK MR NW;33 ROYAL OAK MR NW","{""type"":""MultiPoint"",""coordinates"":[[-114.2185902,51.1523907],[-114.2186841,51.1522981]]}","MULTIPOINT ((-114.21859017488684 51.15239071733867),(-114.21868414793954 51.15229814678572))"
"POINT (-113.93559044097094 51.124390680016525)","DP2022-05568","141 TARAWOOD PL NE",,"Relaxation - Existing - Residential - FastTrack - Comp Follow-Up","RELAXATION: SINGLE DETACHED DWELLING (EXISTING) - BUILDING SETBACK FROM SIDE PROPERTY LINE","C2730","SINGLE DETACHED DWELLING","Permitted with a Relaxation","R-1N","Residential - Narrow Parcel One Dwelling",,"In Advertising","2022-08-09T00:00:00.000","2022-09-12T00:00:00.000",,"2024-09-12T00:00:00.000",,"Approval","Development Authority",,,,,"TAR","TARADALE","5","NE","51.124","-113.936","2","Titled Parcel;Building","141 TARAWOOD PL NE;141 TARAWOOD PL NE","{""type"":""MultiPoint"",""coordinates"":[[-113.9355904,51.1243907],[-113.9353965,51.1243908]]}","MULTIPOINT ((-113.93559044097094 51.124390680016525),(-113.93539653428229 51.124390797803386))"
"POINT (-114.23934171003766 51.094683119614615)","DP2022-05567","187 VALLEY GLEN HT NW","GLOBAL RAYMAC SURVEYING & ENGINEERING","Relaxation - Existing - Compliance Follow-Up","RELAXATION: SINGLE DETACHED DWELLING (EXISTING) - BUILDING SETBACK FROM SIDE PROPERTY LINE ","C2730","SINGLE DETACHED DWELLING","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Advertising","2022-08-09T00:00:00.000","2022-08-21T00:00:00.000",,"2024-08-21T00:00:00.000",,"Approval","Development Authority",,,,,"VAL","VALLEY RIDGE","1","NW","51.095","-114.239","2","Titled Parcel;Building","187 VALLEY GLEN HT NW;187 VALLEY GLEN HT NW","{""type"":""MultiPoint"",""coordinates"":[[-114.2393417,51.0946831],[-114.2392204,51.0946298]]}","MULTIPOINT ((-114.23934171003766 51.094683119614615),(-114.23922043167414 51.0946298432998))"
"POINT (-114.05179388312797 51.00096778902302)","DP2022-05566","533 58 AV SE","PERMIT SOLUTIONS","Signs - Permitted Use","NEW: SIGN - CLASS B (FASCIA SIGNS - 8)","C2680","SIGN - CLASS B","Permitted","I-C","Industrial - Commercial",,"Released","2022-08-09T00:00:00.000","2022-08-17T00:00:00.000","2022-08-17T00:00:00.000","2024-08-17T00:00:00.000",,"Approval","Development Authority",,,,,"MNI","MANCHESTER INDUSTRIAL","9","SE","51.001","-114.052","2","Titled Parcel;Building","521 58 AV SE;533 58 AV SE","{""type"":""MultiPoint"",""coordinates"":[[-114.0517939,51.0009678],[-114.0516861,51.0006805]]}","MULTIPOINT ((-114.05179388312797 51.00096778902302),(-114.05168612576296 51.000680522677484))"
"POINT (-114.0557459078166 51.06189003105419)","DP2022-05565","1109 EDMONTON TR NE","TOPMADE PLASTICS & NEON SIGNS","Signs - Discretionary Use","NEW: SIGN - CLASS C (FREESTANDING SIGN), SIGN - CLASS E (DIGITAL MESSAGE SIGN) - ON FREESTANDING SIGN","C2710","SIGN - CLASS E","Discretionary","MU-2 f2.0h14","Mixed Use - Active Frontage",,"Hold","2022-08-09T00:00:00.000",,,,,,,,,,,"CRE","CRESCENT HEIGHTS","7","NE","51.062","-114.056","2","Titled Parcel;Building","1109 EDMONTON TR NE;1109 EDMONTON TR NE","{""type"":""MultiPoint"",""coordinates"":[[-114.0557459,51.06189],[-114.0560188,51.0618747]]}","MULTIPOINT ((-114.0557459078166 51.06189003105419),(-114.05601879593735 51.06187468102316))"
"POINT (-113.97471077091488 50.8879392754867)","DP2022-05564","207 CRANBERRY GR SE","TOTAL GEOMATICS & CONSULTING","Relaxation - Existing - Residential - FastTrack - Comp Follow-Up","RELAXATION: DECK (EXISTING) - PROJECTION INTO REAR SETBACK, DECK (EXISTING) - PRIVACY WALL ","C1455","DECK","Permitted with a Relaxation","R-2M","Residential - Low Density Multiple Dwelling",,"Hold","2022-08-09T00:00:00.000",,,,,,,,,,,"CRA","CRANSTON","12","SE","50.888","-113.975","2","Titled Parcel;Building","207 CRANBERRY GR SE;207 CRANBERRY GR SE","{""type"":""MultiPoint"",""coordinates"":[[-113.9747108,50.8879393],[-113.974776,50.8880462]]}","MULTIPOINT ((-113.97471077091488 50.8879392754867),(-113.97477602051954 50.888046234355436))"
"POINT (-113.98870818932534 50.903415075078)","DP2022-05563","96 MCKINLEY RD SE","GLOBAL RAYMAC SURVEYING & ENGINEERING","Relaxation - Existing - Compliance Follow-Up","RELAXATION: DECK (EXISTING) - PROJECTION INTO SIDE SETBACK","C1455","DECK","Permitted with a Relaxation","R-C2","Residential - Contextual One/Two Dwelling",,"In Advertising","2022-08-09T00:00:00.000","2022-09-09T00:00:00.000",,"2024-09-09T00:00:00.000",,"Approval","Development Authority",,,,,"MCK","MCKENZIE LAKE","14","SE","50.903","-113.989","2","Titled Parcel;Building","96 MCKINLEY RD SE;96 MCKINLEY RD SE","{""type"":""MultiPoint"",""coordinates"":[[-113.9887082,50.9034151],[-113.9885933,50.9034394]]}","MULTIPOINT ((-113.98870818932534 50.903415075078),(-113.9885932640425 50.90343935475631))"
