"tradename","address","licencetypes","comdistnm","jobstatusdesc","jobcreated","longitude","latitude"
"SKULL AND LOTUS TATTOO","6029 CENTRE ST SW","RETAIL DEALER - PREMISES","MANCHESTER INDUSTRIAL","Licensed","2022-03-10T00:00:00.000","-114.06444348497232","50.999438561297175"
"TOKAIDO RAMEN & BAR","#327 8888 COUNTRY HILLS BV NW","ALCOHOL BEVERAGE SALES (RESTAURANT)","ROYAL VISTA","Renewal Licensed","2019-03-14T00:00:00.000","-114.21509189096817","51.152140882333235"
"UPTEN WINES AND SPIRITS","#1001 201 10 AV SE","RETAIL DEALER - PREMISES","BELTLINE","Renewal Licensed","2021-04-15T00:00:00.000","-114.06015928775831","51.04302866458017"
"WINDOW MART","#112 5050 106 AV SE","WHOLESALER","EAST SHEPARD INDUSTRIAL","Renewal Licensed","2019-05-02T00:00:00.000","-113.96306875840753","50.95835397712667"
"AERO-TECH MACHINING","#43 5335 6 ST NE","MANUFACTURER","SKYLINE WEST","Pending Renewal","2013-08-30T00:00:00.000","-114.0490259731626","51.09955353686322"
"WINDOW MART","#112 5050 106 AV SE","CONTRACTOR","EAST SHEPARD INDUSTRIAL","Renewal Licensed","2019-05-02T00:00:00.000","-113.96306875840753","50.95835397712667"
"CUSTOM WALL-BEDS","#18 7003 30 ST SE","MANUFACTURER","FOOTHILLS","Renewal Licensed","1997-01-10T00:00:00.000","-113.98469562521585","50.99169035645248"
"TIM HORTON'S","#400 12100 MACLEOD TR SE","FOOD SERVICE - PREMISES (SEATING)","LAKE BONAVISTA","Renewal Licensed","2018-01-15T00:00:00.000","-114.06959424621635","50.944195512746695"
"BOW TIE PIZZA","112 MAHOGANY ST SE","FOOD SERVICE - PREMISES (SEATING)","MAHOGANY","Renewal Licensed","2018-02-27T00:00:00.000","-113.93970199709875","50.89689081783935"
"BUY BUY BABY","#520 3630 BRENTWOOD RD NW","RETAIL DEALER - PREMISES","BRENTWOOD","Renewal Licensed","2019-04-12T00:00:00.000","-114.1260116239799","51.085934072137945"
"PANDA NAIL DESIGN AND SPA","416A 16 AV NE","PERSONAL SERVICE","WINSTON HEIGHTS/MOUNTVIEW","Licensed","2022-02-22T00:00:00.000","-114.05514679979667","51.06735564121537"
"CANNA CABANA","2107 EDMONTON TR NE","CANNABIS STORE","TUXEDO PARK","Renewal Licensed","2018-09-13T00:00:00.000","-114.0564068983715","51.070936076466545"
"FRESHGO","#3 3419 12 ST NE","WHOLESALER","MCCALL","Renewal Licensed","2021-04-09T00:00:00.000","-114.03081140132089","51.08226327716437"
"JULZZ CREATIONS","#8 2010 30 AV NE","PERSONAL SERVICE (INDEPENDENT CHAIR OPERATOR)","SOUTH AIRWAYS","Pending Renewal","2018-11-05T00:00:00.000","-114.0109247865393","51.08015390217357"
"TAIKO CANTEEN","#107 3851 MANCHESTER RD SE","OUTDOOR PATIO","MANCHESTER INDUSTRIAL","Renewal Licensed","2019-06-12T00:00:00.000","-114.05860860763593","51.02032515395573"
"TRICO LIVINGWELL","7670 4A ST SW","PERSONAL SERVICE","KINGSLAND","Licensed","2022-08-05T00:00:00.000","-114.0733424158177","50.98438381329078"
"SOUTH STREET BURGER","#410 80 LONGVIEW CM SE","FOOD SERVICE - PREMISES (SEATING)","LEGACY","Licensed","2022-01-31T00:00:00.000","-114.0314783095157","50.86495277489479"
"ACTIVE WORKS MASSAGE AND PHYSIOTHERAPY","#204 3716 61 AV SE","MASSAGE CENTRE (COMMERCIAL)","FOOTHILLS","Licensed","2022-04-21T00:00:00.000","-113.97949882606842","50.99944651590061"
"BALANCED HEALTH AND SPORTS THERAPY","1519 19 ST NW","FOOD SERVICE - PREMISES","HOUNSFIELD HEIGHTS/BRIAR HILL","Renewal Licensed","2006-04-19T00:00:00.000","-114.10687753070265","51.0656986513495"
"EASYHOME","#106 495 36 ST NE","RETAIL DEALER - PREMISES","FRANKLIN","Renewal Licensed","2015-07-17T00:00:00.000","-113.98529451146362","51.055275515597685"
"BOND CONTRACTING AND CONSTRUCTION","#31 777 64 AV SE","CONTRACTOR","BURNS INDUSTRIAL","Renewal Licensed","2011-05-10T00:00:00.000","-114.04686433337098","50.99620001452007"
"CANNA CABANA","#105 330 10 ST NW","RETAIL DEALER - PREMISES","SUNNYSIDE","Licensed","2022-02-24T00:00:00.000","-114.08564624910098","51.05520159810777"
"ROUTE2FREEDOM DRIVER'S EDUCATION","#2234 12 ROYAL VISTA WY NW","SCHOOL (DRIVER EDUCATION)","ROYAL VISTA","Renewal Licensed","2019-02-11T00:00:00.000","-114.20615751569186","51.153004857605595"
"RELAY #7291","2000 AIRPORT RD NE","TOBACCO RETAILER","CALGARY INTERNATIONAL AIRPORT","Renewal Licensed","2014-03-21T00:00:00.000","-114.01040417352488","51.13121958393061"
"REFINERY SALON & SPA (THE)","#215 9825 FAIRMOUNT DR SE","RETAIL DEALER - PREMISES","ACADIA","Renewal Licensed","2018-03-01T00:00:00.000","-114.05920898441907","50.964275718126146"
"TIM HORTON'S","#400 12100 MACLEOD TR SE","RETAIL DEALER - PREMISES","LAKE BONAVISTA","Renewal Licensed","2018-01-15T00:00:00.000","-114.06959424621635","50.944195512746695"
"CUSTOM WALL-BEDS","#18 7003 30 ST SE","RETAIL DEALER - PREMISES","FOOTHILLS","Renewal Licensed","1997-01-10T00:00:00.000","-113.98469562521585","50.99169035645248"
"DIVINE MINE (THE)","#222 11566 24 ST SE","MASSAGE CENTRE (COMMERCIAL)","SHEPARD INDUSTRIAL","Renewal Licensed","2004-06-29T00:00:00.000","-114.0017433535189","50.95098969848315"
"PUNJABI FOLK DANCE SCHOOL CALGARY","#430 10980 38 ST NE","SCHOOL (PROV. NOT REQUIRED)","STONEY 3","Licensed","2021-11-02T00:00:00.000","-113.97658885965805","51.1517307917218"
"VERN'S","622 8 AV SW","ENTERTAINMENT ESTABLISHMENT","DOWNTOWN COMMERCIAL CORE","Renewal Licensed","2006-03-23T00:00:00.000","-114.07518240131232","51.04613374983604"
"THERMAL ALUMINUM AND GLASS","#20 1410 40 AV NE","CONTRACTOR","MCCALL","Renewal Licensed","2017-05-04T00:00:00.000","-114.02974198143151","51.0891524999866"
"PREMIER LIQUOR","9677 MACLEOD TR SW","RETAIL DEALER - PREMISES","HAYSBORO","Renewal Licensed","2016-06-27T00:00:00.000","-114.07288464665952","50.96806534567807"
"REEF KITCHENS EDM-1050","310 MACLEOD TR SE","FOOD SERVICE - NO PREMISES","DOWNTOWN EAST VILLAGE","Renewal Licensed","2021-04-05T00:00:00.000","-114.05755208756517","51.049591294862736"
"CANNA CABANA","#105 330 10 ST NW","CANNABIS STORE","SUNNYSIDE","Licensed","2022-02-24T00:00:00.000","-114.08564624910098","51.05520159810777"
"MTE LOGISTIX","6505 48 ST SE","WAREHOUSING","FOOTHILLS","Renewal Licensed","2011-12-16T00:00:00.000","-113.96585748723373","50.99595057954022"
"QUEEN OF HEARTS","#101 510 21 AV SW","PERSONAL SERVICE","CLIFF BUNGALOW","Licensed","2022-05-24T00:00:00.000","-114.07213079799162","51.03447529513623"
