"permit_number","location","additional_reference","parcel_number","permit_type","work_class","apply_date","issue_date","project_name","permit_details","work_description","valuation","sq_ft","number_of_units","owner","applicant","contractor","contractor_phone","company","tenant","lender","designer_of_record","total_fees"
"BLDG-2013-08938","17407 NE 45TH ST
REDMOND, WA 98052
(47.65008899100047, -122.10752995399969)","VILLA MARINA-BLDG O","8944218888","Multi-Family","Exterior Alteration","2013-09-25T00:00:00.000","2013-09-25T00:00:00.000","VILLA MARINA CONDOMINIUMS","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-08938","Reinstatement of expired permit B120517 -  Repair damaged existing piles and beams/ add structural splice plates to beam pile connections.","15000","7132.00","1","MATTHEW BOYLE","Matt Adamson",,"4257910510","HIGH STAR CONSTRUCTION",,"None",,"149.94"
"ROW-2013-08959","15314 NE 110TH PL
REDMOND, WA 98052
(47.69871991600047, -122.13369943899971)",,"8856700010","Right of Way","Franchise Drop","2013-09-25T00:00:00.000","2013-09-25T00:00:00.000","Frontier Misc Drop Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-08959","Trench 175 feet to powerBore 14 feet","0","0.00",,"Tim Jones","Marie Myers","Leif Pedersen","4253487735","Pacific Cable Construction/ Inc.",,,,"120.92"
"ROW-2013-08965","16917 NE 99TH CT
REDMOND, WA 98052
(47.68853950100049, -122.11374997399969)",,"7558750110","Right of Way","Franchise Drop","2013-09-25T00:00:00.000","2013-09-25T00:00:00.000","Frontier Misc Drop Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-08965","Trench 61 feet to power","0","0.00",,"Tim Jones","Marie Myers","Leif Pedersen","4253487735","Pacific Cable Construction/ Inc.",,,,"120.92"
"BLDG-2013-08942","17403 NE 45TH ST
REDMOND, WA 98052
(47.65010973200049, -122.10811992299972)","VILLA MARINA-BLDG P","8944218888","Multi-Family","Exterior Alteration","2013-09-25T00:00:00.000","2013-09-25T00:00:00.000","VILLA MARINA CONDOMINIUMS","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-08942","Reinstatement of expired permit B120519 - Repair damaged existing piles and beams/ add structural splice plates to beam pile connections.","15000","7132.00","1","MATTHEW BOYLE","Matt Adamson",,"4257910510","HIGH STAR CONSTRUCTION",,"None","Gary Swenson","149.94"
"BLDG-2013-08941","17411 NE 45TH ST
REDMOND, WA 98052
(47.65008899100047, -122.1073790049997)","VILLA MARINA-BLDG N","8944218888","Multi-Family","Exterior Alteration","2013-09-25T00:00:00.000","2013-09-25T00:00:00.000","VILLA MARINA CONDOMINIUMS","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-08941","Reinstatement of expired permit B120518 - Repair damaged existing piles and beams/ add structural splice plates to beam pile connections.","15000","7132.00","1","MATTHEW BOYLE","Matt Adamson",,"4257910510","HIGH STAR CONSTRUCTION",,"None","Gary Swenson","149.94"
"BLDG-2013-08944","17310 NE 45TH ST
REDMOND, WA 98052
(47.65015928000048, -122.10854972399972)","VILLA MARINA-BLDG J","8944218888","Multi-Family","Exterior Alteration","2013-09-25T00:00:00.000","2013-09-25T00:00:00.000","VILLA MARINA CONDOMINIUMS","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-08944","Reinstatement of expired permit B120515 to repair damaged existing piles and beams/ add structural splice plates to beam pile connections.","15000","7132.00","1","MATTHEW BOYLE","Matt Adamson",,"4257910510","HIGH STAR CONSTRUCTION",,"None",,"149.94"
"BLDG-2013-07190","18600 NE 65TH ST
REDMOND, WA 98052
(47.663969384000495, -122.0916699389997)","GENIE INDUSTRIES BLDG 8-LUNCH CAFE","8802000030","Commercial","Tenant Improvement","2013-08-07T00:00:00.000","2013-09-25T00:00:00.000","4340  TEREX Genie Bldg 8","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-07190","Interior Tenant Improvement to an existing building consisting of addition of interior walls/ cafe/lunch area/ & solar tubes. AREA OF WORK 480 SQ FT.","35000","480.00",,,"William Strouse",,"2063612989","DP INC GENERAL CONTRACTORS",,,"William Strouse","1298.78"
"BLDG-2013-07465","18109 NE 76TH ST
REDMOND, WA 98052
(47.672109107000495, -122.0986689019997)","Endogastric Soloutions","2212950011","Commercial","Tenant Improvement","2013-08-16T00:00:00.000","2013-09-25T00:00:00.000","Endogastric Soloutions","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-07465","TI includes demo of interior non-structural partitions and construction of new non-structural partitions and assoc finishes to build-out 16/054 sf of office/ assembly/workshop and storage space.","700000","0.00",,,"Arthur Furukawa",,"2065798750","MY-WAY CONSTRUCTION LLC",,"None",,"9122.86"
"ROW-2013-08954","11740 172ND CT NE
REDMOND, WA 98052
(47.7053489970005, -122.10945887499969)",,"1873100620","Right of Way","Franchise Drop","2013-09-25T00:00:00.000","2013-09-25T00:00:00.000","Frontier Misc Drop Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-08954","Pull 97 feet from terminalTrench 69 feet to powerBore 23 feet","0","0.00",,"Tim Jones","Marie Myers","Leif Pedersen","4253487735","Pacific Cable Construction/ Inc.",,,,"120.92"
"ROW-2013-08961","9327 139TH CT NE
REDMOND, WA 98052
(47.684589477000486, -122.1543990399997)",,"9430110200","Right of Way","Franchise Drop","2013-09-25T00:00:00.000","2013-09-25T00:00:00.000","Frontier Misc Drop Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-08961","Pull 35 feet from terminalTrench 42 feet to power","0","0.00",,"Tim Jones","Marie Myers","Leif Pedersen","4253487735","Pacific Cable Construction/ Inc.",,,,"120.92"
"FIRE-2013-08094","10901 176TH CIR NE
REDMOND, WA 98052
(47.697352896000496, -122.10948671599971)","EMERALD HEIGHTS CORWIN CENTER","3626059003","Fire Sprinkler - Commercial","Existing System Modification","2013-09-03T00:00:00.000","2013-09-25T00:00:00.000","Emerald Heights  ","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-08094","Relocate sprinklers for TI walls and Ceilings.","0","0.00",,,"Matt Greene",,"2539262290","PATRIOT FIRE PROTECTION/ INC.",,,"Matt Greene","505.55"
"BLDG-2013-08939","17408 NE 45TH ST
REDMOND, WA 98052
(47.65009936100046, -122.10780995899972)","VILLA MARINA-BLDG L","8944218888","Multi-Family","Exterior Alteration","2013-09-25T00:00:00.000","2013-09-25T00:00:00.000","VILLA MARINA CONDOMINIUMS","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-08939","Reinstatement of expired permit B120516 to repair damaged existing piles and beams/ add structural splice plates to beam pile connections.","15000","7132.00","1","MATTHEW BOYLE","Matt Adamson",,"4257910510","HIGH STAR CONSTRUCTION",,"None",,"149.94"
"ROW-2013-08734","8384 167TH AVE NE
REDMOND, WA 98052
(47.67783940700048, -122.11799959099972)",,"7242800100","Right of Way","Underground Improvements In Roadway","2013-09-19T00:00:00.000","2013-09-25T00:00:00.000","Comcast Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-08734","participate in joint utility trench going south for 70 feet along eastern Right-of-Way of 167th Avenue NE and crossing 167th Avenue NE approximately 50 feet to an existing power pole 224984-16381/ placing a riser and tie into Comcast plant to fee new construction.","0","0.00",,,"Amy Ledvina",,,,,,,"483.7"
"ROW-2013-06909","4503 159TH AVE NE
REDMOND, WA 98052
(47.649808986000494, -122.12848997099968)",,"8562930370","Right of Way","Underground Improvements Outside of Roadway","2013-07-31T00:00:00.000","2013-09-25T00:00:00.000","Comcast Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-06909","Trench/bore in the shoulder of the ROW approximately 12 feet/ bore driveway 20 feet/ trench/bore 49 feet and set carson/ trench/bore 26 feet to extend and bury CATV service drop to residence.","0","0.00",,,"Vicki Burns",,,,,,,"362.78"
"ROW-2013-09015","5503 157TH DR NE
REDMOND, WA 98052
(47.65715939500046, -122.1305997989997)",,"1828001080","Right of Way","Franchise Drop","2013-09-26T00:00:00.000","2013-09-26T00:00:00.000","Comcast Misc Drop Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-09015","Private trench/bore 142 feet to power","0","0.00",,"Michael Ehrmin","Dre' Justice",,,,,,,"120.92"
"BLDG-2013-08053","18419 NE 27TH WAY
REDMOND, WA 98052
(47.63430963500048, -122.0937094789997)",,"2790410100","Residential","Addition","2013-08-30T00:00:00.000","2013-09-26T00:00:00.000","Su/ Keren and Kun Liu","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-08053","48sq ft kitchen/eating area addition and removal of (2) walls / 43sq ft utility room addition","30000","91.00","1","KEREN+KUN LIU SU"," Wayne Fricke",,"2532309813","OCEAN ROOTER SERVICES LLC",,"None",,"964.19"
"ROW-2013-08997","13311 NE 75TH ST
REDMOND, WA 98052
(47.67166893500047, -122.16214929099971)",,"1025059066","Right of Way","Franchise Drop","2013-09-26T00:00:00.000","2013-09-26T00:00:00.000","Frontier Misc Drop Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-08997","Pull 70 feet from terminalTrench 80 feet to powerBore 18 feet","0","0.00",,"Tim Jones","Marie Myers","Leif Pedersen","4253487735","Pacific Cable Construction/ Inc.",,,,"120.92"
"MECH-2013-08979","17049 NE 117TH ST
REDMOND, WA 98052
(47.7043772180005, -122.11497709199972)",,"6666830220","Mechanical - OTC","Residential","2013-09-26T00:00:00.000","2013-09-26T00:00:00.000","Parkridge at the Woodlands-Lot 22","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2013-08979","Customer Paid For:(2) Gas Piping Only/ (1) Gas Water Heater/ (1) Heating Equipment Including Ductwork/ (8) Vent Fans","352157.93","3838.00",,,"Cassie Wharton",,"4254741630","BOBS HEATING & AIR CONDITIONING",,,,"242.73"
"ELEC-2013-09022","10901 176TH CIR NE
REDMOND, WA 98052
(47.697352896000496, -122.10948671599971)","Emerald Heights Dining Room/Kitchenette","3626059003","Electrical - OTC","Commercial","2013-09-26T00:00:00.000","2013-09-26T00:00:00.000","Emerald Heights  ","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-09022","Run dedicated circuit for microwave/ move existing range receptacle to new location.","600","9593.00",,,"Reuben Rios",,"4258852789","LINDER ELECTRIC",,,,"72.59"
"ELEC-2013-09023","14737 NE 87TH ST
REDMOND, WA 98052
(47.68046943100046, -122.1436661199997)","REDMOND HEIGHTS TECH CENTER-BLDG D/KONE ELEVATOR.","7201000020","Electrical - OTC","Commercial","2013-09-26T00:00:00.000","2013-09-26T00:00:00.000","365 Redmond Heights Tech Center","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-09023","Run pipe/pull wire for 3 dedicated circuits to feed furniture.","800","0.00",,,"Joe Perreault",,"4258852789","LINDER ELECTRIC",,,,"72.59"
"ROW-2013-09021","18406 NE 95TH CT
REDMOND, WA 98052
(47.68604941900048, -122.09432940699969)",,"339350080","Right of Way","Franchise Drop","2013-09-26T00:00:00.000","2013-09-26T00:00:00.000","Frontier Misc Drop Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-09021","Trench 37 feet to powerBore 19 feet","0","0.00",,"Tim Jones","Marie Myers","Leif Pedersen","4253487735","Pacific Cable Construction/ Inc.",,,,"120.92"
"BLDG-2013-07313","16325 CLEVELAND ST
REDMOND, WA 98052
(47.6731795770005, -122.1222296199997)","CENTER POINTE MIXED USE-SUITE 105 BECU","7198800016","Commercial","Tenant Improvement","2013-08-12T00:00:00.000","2013-09-26T00:00:00.000","7024 CENTER POINTE MIXED USE","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-07313","First tenant in space - ti on the ground floor (level L1) of Center Pointe bldg.  Area of construction 3/126 sf.","350000","3126.00",,"MATT TICKNOR","Jane Clark",,"2064678500","ABBOTT/ J R CONSTRUCTION CO.",,,,"5292.95"
"PLUM-2013-08990","15448 NE 107TH ST
REDMOND, WA 98052
(47.69564931700046, -122.1327337409997)","VERONA LOT 20","8895800200","Plumbing - OTC","Residential","2013-09-26T00:00:00.000","2013-09-26T00:00:00.000","Verona","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2013-08990","(1) Kitchen Sink/ (1) Dishwasher/ (1) Garbage Disposal/ (1) Clothes Washer/ (6) Bathroom Sink/ (4) Toilet/ (3) Bathtubs/ (2) Shower/Valve Replacement/ (1) Laundry Tray & Utility Sink/ (2) Hose Bibs/ (1) Water Service","9840","4506.00",,,"Donald McCain",,"4257544131","RAINIER CUSTOM PLUMBING INC",,,,"362.63"
"ELEC-2013-08985","17760 NE 67TH CT
REDMOND, WA 98052
(47.66521961000046, -122.10385993499972)","MICROSOFT ARCADE RM 1208","5195500090","Electrical - OTC","Commercial","2013-09-26T00:00:00.000","2013-09-26T00:00:00.000","MICROSOFT ARCADE","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-08985","Install 1 L6-30R and grounding wire for X-Ray unit Customer Paid For:(1) New Circuit","1500","1800.00",,,"Shawn Pratt",,"2538729873","CB RICHARD ELLIS INC",,,,"122.78"
"ELEC-2013-09044","8071 142ND AVE NE
REDMOND, WA 98052
(47.67613569800051, -122.15098294999973)","LAM SHORT PLAT LOT 2","325059286","Electrical - OTC","Residential","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","Lam Short Plat","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-09044","New home construction - wiring/ new 200 amp service","6663.75","3140.00",,"Phong Lam","Steven Fenton",,"2536065545","FENTON ELECTRIC LLC",,,,"161.13"
"ELEC-2013-09034","15700 NE 39TH ST
REDMOND, WA 98052
(47.644779274000484, -122.13000983099971)","MICROSOFT-BLDG 25 RMS 1106/3182/3256/3507","5503000070","Electrical - OTC","Commercial","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","4624_MICROSOFT-BLDG 25","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-09034","Add data cable to conference rooms 1106/ 3182/ 3256 & 3507 for Job#62507 Customer Paid For:(1) Low Voltage","1016","0.00",,,"Jim Thomas",,"2067623311","MCKINSTRY ELECTRIC",,,,"109.31"
"SWR-2013-09071","8372 167TH AVE NE
REDMOND, WA 98052
(47.67735579000049, -122.11795720299972)","Lot 8","7242800080","Side Sewer","Connection","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","The Retreat","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/SWR-2013-09071","The Retreat Lot 8","0","0.00",,,"Robert Pantley","Paul Beck","4258907488","Natural and Built Environments LLC",,,,"2886.95"
"ELEC-2013-09039","15010 NE 36TH ST
REDMOND, WA 98052
(47.641709594000474, -122.13686936799968)","MICROSOFT-BLDG 92  RM 2200","5503500070","Electrical - OTC","Commercial","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","781/ MICROSOFT BLDG 92","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-09039","Add data cable to conference room 2200 for Job#62507 Customer Paid For:(1) Low Voltage","254","0.00",,,"Jim Thomas",,"2067623311","MCKINSTRY ELECTRIC",,,,"72.59"
"ROW-2013-09028","15750 NE 120TH WAY
REDMOND, WA 98052
(47.707368948000465, -122.1297897449997)",,"3825310290","Right of Way","Franchise Drop","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","Frontier Misc Drop Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-09028","Trench 135 feet to power","0","0.00",,"Tim Jones","Marie Myers","Leif Pedersen","4253487735","Pacific Cable Construction/ Inc.",,,,"120.92"
"FIRE-2013-09030","14500 NE 87TH ST
REDMOND, WA 98052
(47.68057953400046, -122.1475291319997)","AT&T  WEST WILLOWS TECH CTR BLDG 1","9286900110","Fire Sprinkler - Commercial","Quick Start","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","350 WILLOWS TECH CENTER - BLDG 1","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-09030","Adding four (4) sprinkler heads.","0","1780.00",,,"Jim Thomas",,"2067623311","MCKINSTRY ELECTRIC",,,,"211.65"
"FIRE-2013-09035","2020 148TH AVE NE
REDMOND, WA 98052
(47.62815137500047, -122.1430486589997)","OVERLAKE FASHION PLAZA-BLDG A FIRE ALARM CONTROL RM","2625059274","Fire Alarm","Quick Start with Transmitter","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","522 OVERLAKE FASHION PLAZA-BLDG A","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-09035","Swap out STU transmitter for AES radio","0","0.00",,,"Mark McIlwain",,"2063281800","WASHINGTON ALARM INC",,,"Shannon Woodman","181.41"
"BLDG-2013-07274","11657 132ND CT NE
REDMOND, WA 98052
(47.70477976900048, -122.16354931399968)","MICHAEL & MONICA WEAVER","8126300050","Residential","Addition","2013-08-09T00:00:00.000","2013-09-27T00:00:00.000","Weaver/ Michael and Monica","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-07274","New entry addition 55 sf/ garage storage addition 81 sf/ and bedroom addition over existing garage 229 sf. 365 sf additional sf total.","60000","349.00","1","MICHAEL R+MONICA WEAVER","Michael Weaver",,,,,"None",,"1605.47"
"SWR-2013-09068","8382 167TH AVE NE
REDMOND, WA 98052
(47.67743114600046, -122.11795720299972)","Lot 7","7242800070","Side Sewer","Connection","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","The Retreat","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/SWR-2013-09068","The Retreat/ Lot 7 (re-connection)","0","0.00",,,"Robert Pantley",,"3606683800","NELSON & SONS CONSTRUCTION CO INC",,,,"386.95"
"ELEC-2013-09029","9931 WILLOWS RD NE
REDMOND, WA 98052
(47.68972980900048, -122.14977953999971)","DIGIPEN FLOORS 1 & 3","9430050010","Electrical - OTC","Commercial","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","1912  Digipen","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-09029","Add low voltage access card readers to 9 doors Customer Paid For:(1) Low Voltage","2600","57734.00",,,"Dan Butler",,"4257445699","PACIFIC SECURITY ENGINEERING",,,,"153.37"
"TREE-2013-09064","9412 177TH PL NE
REDMOND, WA 98052
(47.685279695000474, -122.1019598209997)","3","293118888","Tree Removal","All Others","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","2013 Tree Removal","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/TREE-2013-09064","Approval to remove (1) dead tree from the property. Tree replacement is not required for a dead/ dying/ or diseased tree.","0","0.00",,,"KRISTIN BUNZEL",,,,,,,"115.11"
"ROW-2013-09067","15315 NE 74TH WAY
REDMOND, WA 98052
(47.670509739000465, -122.13586918699968)",,"1310930070","Right of Way","Franchise Drop","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","Frontier Misc Drop Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-09067","Pull 115 feet from terminalTrench 61 feet to power","0","0.00",,"Tim Jones","Marie Myers","Leif Pedersen","4253487735","Pacific Cable Construction/ Inc.",,,,"120.92"
"ELEC-2013-09036","2020 148TH AVE NE
REDMOND, WA 98052
(47.62815137500047, -122.1430486589997)","OVERLAKE FASHION PLAZA-BLDG A FIRE ALARM CONTROL RM","2625059274","Electrical - OTC","Commercial","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","522 OVERLAKE FASHION PLAZA-BLDG A","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-09036","Run wire for fire alarm transmitter Customer Paid For:(1) Low Voltage/ (1) Fire Alarm","850","0.00",,,"Mark McIlwain",,"2063281800","WASHINGTON ALARM INC",,,,"72.59"
"ELEC-2013-09031","17063 NE 117TH ST
REDMOND, WA 98052
(47.7043772180005, -122.11497709199972)","PARKRIDGE AT THE WOODLANDS LOT 23","6666830230","Electrical - OTC","Residential","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","PARKRIDGE AT THE WOODLANDS aka 116th Assemblage","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-09031","TEMPORARY POWER AND NEW 200 AMP SFR WITH LOW VOLT Customer Paid For:(1) Low Voltage/ (1) Temporary Service/ (1) Service - New","374868.39","3994.00",,,"Cyndi Cambia",,"2536317750","PROVIDENT ELECTRIC INC",,,,"201.42"
"ROW-2013-09146","7520 134TH AVE NE
REDMOND, WA 98052
(47.671885011000484, -122.16121842599972)",,"1025059050","Right of Way","Franchise Drop","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","Frontier Misc Drop Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-09146","2 spans 272 feet","0","0.00",,"Tim Jones","Marie Myers","Leif Pedersen","4253487735","Pacific Cable Construction/ Inc.",,,,"120.92"
