Permit Number,Location,Additional Reference,Permit Type,Work Class,Issue Date,Project Name,Permit Details,Work Description,Valuation,Number of Units,Owner,Applicant,Contractor,Company,Tenant,Total Fees,Zip Codes
ELEC-2019-04471,"16070 NE 36TH WAY
REDMOND, WA 98052
(47.642227, -122.125988)",,Electrical - OTC,Commercial,06/20/2019,1171_MICROSOFT-BLDG 33,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04471,SOPA #59444 - Microsoft BLDG 33 - 206-379-6551 Communications Cabling for workstations & related connectivity Customer Paid For:(100) Low Voltage,72000,,MICROSOFT CORPORATION,Jim Thomas,,MCKINSTRY CO LLC,,1946.62,17806
ELEC-2019-04241,"15415 NE 108TH PL
REDMOND, WA 98052
(47.697974, -122.132999)",,Electrical - OTC,Residential,06/11/2019,8986_HAMANAKA SHINSUKE+YUMIKO,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04241,SOPA #59310 - Shin Hamanaka Residence 206-434-6915 - run new circuit and and switches in bathrooms Customer Paid For:(2) Circuits,420,,Shinsuke Hamanaka,Zachary Euse,,EXACT ELECTRIC LLC,,195.32,17806
ELEC-2019-04263,"11453 174TH AVE NE
REDMOND, WA 98052",,Electrical - OTC,Residential,06/12/2019,_Hawthorne Lane-Lot 26,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04263,SOPA #59331 � Hawthorne Lane � Lot #26 � Ken Miller 206.396.5484 new sfr Customer Paid For:(1) Low Voltage/ (1) Temporary Service/ (1) Service - New/ (1) Ground Ufer - per inspector visit,8000,,Rick Burnstead,Karl Browne,,REC RESIDENTIAL ELECTRIC INC,,322.42,
TREE-2019-04644,"10901 176TH CIR NE
REDMOND, WA 98052
(47.697897, -122.109002)",,Tree Removal,All Others,06/25/2019,2019 Tree Removal,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/TREE-2019-04644,Approval to remove (1) hazardous Hemlock tree (24in DBH) from the SW corner of the entrance roundabout. Tree replacements are not required for hazardous/ dead/ dying/ or diseased trees.,0,,,Steven Coe,,,,100.7,17806
ELEC-2019-04310,"2942 W LK SAMMAMISH PKWY
REDMOND, WA 98052
(47.636567, -122.093882)",,Electrical - OTC,Residential,06/13/2019,17351_WILEY ALAN,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04310,Wiring and installation of new landscape and driveway lighting. New motorized gate circuit. Shed sub-panel-125 AMP. Shed wiring - 2 lights 2 switches 6 outlets and 1 WP outlet. Paid for 5 circuits and 1 subpanel.,21000,,B ALAN+CHERYL L WILEY,Mike Morrow,,HI-TEK ELECTRIC INC,,396.01,17806
ELEC-2019-04044,"17275 NE 67TH CT
REDMOND, WA 98052
(47.665282, -122.109725)",,Electrical - OTC,Commercial,06/05/2019,102_GOOGLE,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04044,SOPA #59184 - Google 206.633.2811 - Receptacles for (2) TV's Customer Paid For:(2) Circuits,2134,,Redmond Facilities,Titan Electric,,TITAN ELECTRIC,,158.14,17806
ELEC-2019-04573,"18226 NE 27TH ST
REDMOND, WA 98052
(47.634019, -122.096473)",,Electrical - OTC,Residential,06/25/2019,15202_YUAN YU-CHUNG+YING-CHIH AN,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04573,SOPA #59510 - Yuan Residence 8665023559 - Installation of a low voltage wireless home security system Customer Paid For:(1) Low Voltage,850,,Chung Yuan Yu,Permits Team,,PROTECT YOUR HOME,,121.73,17806
MECH-2019-03979,"11791 159TH AVE NE
REDMOND, WA 98052
(47.70564, -122.126741)",,Mechanical - OTC,Residential,06/04/2019,20557_GALEN ARI,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-03979,SOPA #59144 - Galen Residence Garage - Customer paid for (1) Gas Water Heater,1777,,ARI D+BRITT R GALEN,Jaimie How,Brennan Heating & Air Conditioning,BRENNAN HEATING & AIR CONDITIONING,,127.52,17806
MECH-2019-04466,"15030 NE 36TH ST
REDMOND, WA 98052
(47.640892, -122.138406)",,Mechanical - OTC,Commercial,06/19/2019,6266_MICROSOFT-BLDG 94 (STUDIO D),https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-04466,OTC - Microsoft BLDG 94 AKA Studio D - Chill Water Room 0104 - Demo (1) existing gas water heater/ install (1) new gas water heater - Customer paid for (1) gas appliance and piping.,8500,,MICROSOFT CORPORATION,Emil Caga-anan,,ACCO ENGINEERED SYSTEMS DBA BELLEVUE MECHANICAL,,294.92,17806
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
MECH-2019-04463,"3640 150TH AVE NE
REDMOND, WA 98052
(47.64278, -122.139082)",,Mechanical - OTC,Commercial,06/19/2019,6267_MICROSOFT-BLDG 95 (STUDIO C),https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-04463,OTC - Microsoft BLDG 95 AKA Studio C - Chill Water Room 0110 - Demo (1) existing gas water heater/ install (1) new gas water heater - Customer paid for (1) gas appliance and piping.,8500,,MICROSOFT CORPORATION,Emil Caga-anan,,ACCO ENGINEERED SYSTEMS DBA BELLEVUE MECHANICAL,,294.92,17806
ELEC-2019-04503,"9840 WILLOWS RD NE
REDMOND, WA 98052
(47.687871, -122.148069)",,Electrical - OTC,Commercial,06/20/2019,78_WILLOWS RUN BLDG,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04503,SOPA #59459 - HVAC System Replacement 206-510-6549 - Replacement of existing HVAC units and connections to new HVAC system Customer Paid For:(20) Circuits,71100,,LCN Office Investors LLC,Kent Vanderweide,,ZORKO ELECTRIC INC,,1930.86,17806
FIRE-2019-04681,"3050 152ND AVE NE
REDMOND, WA 98052
(47.637594, -122.136731)",,Fire Alarm,Quick Start No Transmitter,06/26/2019,437_MICROSOFT-BLDG 22,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2019-04681,SOPA #59587 - Microsoft BLDG 22 Level 1 Lobby 1005 206-948-0104 206-291-1400 Modify existing fire alarm system relocating (1) strobe from wall to ceiling.  Joint venture between Johnson Controls Fire Protection and Precision Electric Group.,0,,MICROSOFT CORPORATION,Janet Stebbins,,JOHNSON CONTROLS FIRE PROTECTION LP,,375.24,17806
ELEC-2019-04036,"3050 152ND AVE NE
REDMOND, WA 98052
(47.637594, -122.136731)",,Electrical - OTC,Commercial,06/05/2019,437_MICROSOFT-BLDG 22,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04036,SOPA #59177 - Microsoft BLDG 22 Lobby Fire Alarm Rough In Customer Paid For:(1) Fire Alarm,1500,,MICROSOFT CORPORATION,Mike Poor,,PRECISION ELECTRICAL CONTRACTORS,,140.5,17806
ELEC-2019-03962,"5600 148TH AVE NE
REDMOND, WA 98052
(47.658921, -122.143189)",C,Electrical - OTC,Commercial,06/04/2019,3904_MICROSOFT REDWEST-BLDG C,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-03962,SOPA #59130 - Microsoft Redwest BLDG C 253-796-7251 - update cable system Customer Paid For:(1) Low Voltage,1104,,MICROSOFT CORPORATION,Aimee Curley,,JOHNSON CONTROLS SEC SOL LLC,,129.49,17806
ELEC-2019-04551,"11024 162ND AVE NE
REDMOND, WA 98052
(47.699269, -122.123298)",,Electrical - OTC,Residential,06/24/2019,9214_DAVOREN NEIL,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04551,SOPA #59498 adding a circuit for a new heat pump Customer Paid For:(1) Circuits,450,,NEIL DAVONREN,Brian Lee,,SUNDANCE ENERGY SERVICES INC,,195.32,17806
MECH-2019-04043,"10314 184TH AVE NE
REDMOND, WA 98052
(47.692314, -122.095814)",,Mechanical - OTC,Residential,06/05/2019,9995_HERR ALBERT,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-04043,SOPA #59181 - Herr Residence - 425-905-99882 - Customer paid for (1) Air Handler / furnace/ (2) gas piping/ and (2) Heat pumps,26000,,ALBERT IV+TIFFANY L HERR,Holly Williams,,THOMAS MECHANICAL LLC,,225.2,17806
ELEC-2019-04014,"10205 181ST AVE NE
REDMOND, WA 98052
(47.692092, -122.098905)",,Electrical - OTC,Residential,06/04/2019,19552_RHODES LARRY,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04014,SOPA #59166 - Rhodes Residence Garage and outside - 206-248-7900 - Run electrical circuit for 3-ton a/c Customer Paid For:(1) Circuits,300,,Larry Rhodes,Jaimie How,,BRENNAN HEATING & AIR CONDITIONING,,195.32,17806
FIRE-2018-08478,"2690 152ND AVE NE
REDMOND, WA 98052
(47.633779, -122.137692)",,Fire Installation,Place of Assembly,06/12/2019,OrangeTheory Fitness-Esterra Park,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2018-08478,OrangeTheory Fitness - Suite 190 - Place of assembly permit for new TI build out of fitness center.  Change of occupancy permit listed under BLDG-2018-01788. Level 2 assembly space (1-100 occupants),0,,AVALON OVERLAKE LLC,Andy Paroline,,WILCOX CONSTRUCTION INC,,616.53,17806
MECH-2019-04552,"11024 162ND AVE NE
REDMOND, WA 98052
(47.699269, -122.123298)",,Mechanical - OTC,Residential,06/24/2019,9214_DAVOREN NEIL,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-04552,SOPA #59497 Paid for 1 Air Handler/Furnaces and 1 heat pump,13230,,NEIL DAVONREN,Brian Lee,,SUNDANCE ENERGY SERVICES INC,,160.08,17806
PLUM-2019-04123,"10416 171ST AVE NE
REDMOND, WA 98052
(47.693519, -122.111579)",,Plumbing - OTC,Residential,06/07/2019,9682_WEST RYAN & MARY,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-04123,OTC - Ryan and Mary West Residence - Rough in for new master bath addition - Customer paid for (1) shower / valve replacement/ (2) bathroom sinks/ (1) toilet,7000,,RYAN & MARY WEST,Jason Ailor,,RUDY'S PLUMBING INC,,226.06,17806
ELEC-2019-04156,"14820 NE 36TH ST
REDMOND, WA 98052
(47.641413, -122.141817)",,Electrical - OTC,Commercial,06/10/2019,6259_MICROSOFT-BLDG 99,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04156,SOPA #59255 - Microsoft BLDG 99 Lobby 206-963-0150 - Install power for (1) monitor and (1) projector. Customer Paid For:(2) Circuits,3560,,Microsoft Corporation,Traci Kohrs,Cochran/ Inc,COCHRAN INC,,197.79,17806
ELEC-2019-04533,"2321 186TH AVE NE
REDMOND, WA 98052
(47.630889, -122.091692)",,Electrical - OTC,Residential,06/21/2019,15572_TANGUTUR RAMJEE & INDUKALA,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04533,Tangutur Residence - Install (1) new circuit for installation of new A/C unit.  Customer paid for (1) new/altered circuit.,600,,RAMJEE TANGUTUR,Rance Pedersen,,ALWAYS CURRENT ELECTRIC INC,,195.32,17806
BLDG-2019-03728,"16481 NE 47TH ST
REDMOND, WA 98052",,Residential,New,06/21/2019,_Duke's Landing-Lot 5,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-03728,RNEW � Duke's Landing � Lot 5 � Enatai Craftsman - Construction of a new 2-stories + basement/ garage right/ fire sprinkled single-family residence including 3/934 sf of dwelling area/ a 680 sf garage/ a 64 sf covered entry porch/ a 146 sf porte cochere/ a 92 sf covered front deck and a 290 sf covered rear porch. Total area of construction = 5/206 sf.,518730.58,1,TOLL BROS./ INC.,Kyle Jesus,CAMWEST/ A TOLL BROTHERS CO,CAMWEST/ A TOLL BROTHERS CO,,12353.59,
ROW-2019-04287,"14003 NE 62ND ST
REDMOND, WA 98052
(47.662421, -122.153071)",,Right of Way,ROW,06/13/2019,ROW Frontier,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2019-04287,Pull 104 feet/ hand dig 57 feet/ staple 30 feet,0,,,Krystal Buoy,,,,508.21,17806
WTR-2019-04348,"12310 RED-WOOD RD NE
REDMOND, WA 98052",,Water Meter,Install - Commercial,06/27/2019,Willows Preparatory School CUP & SPE,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/WTR-2019-04348,CNEW- Willows Prep School,0,,Yuka Shimizu,Adam Bystedt,,,,49002.4,
BLDG-2019-03958,"18200 UNION HILL RD
REDMOND, WA 98052
(47.676357, -122.095431)",,Commercial,Tenant Improvement,06/11/2019,Microsoft Millennium-BLDG A RM 1000 & 1281,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-03958,EXP COMM TI - Microsoft Millennium - BLDG A - Suite 1000 and 1281 - Non-structural interior tenant improvement: work  includes replacement of existing ceiling light fixtures to LED/ new doors /  new walls/ and ADA parking sign modifications (6) total. Total area of work = 616 sf.,10000,,,Gerson Garcia,DAVIS SCHUELLER INC,DAVIS SCHUELLER INC,,1044.41,17806
ROW-2019-04304,"14110 NE 71ST ST
REDMOND, WA 98052
(47.668761, -122.151765)",,Right of Way,Miscellaneous,06/13/2019,ROW Residential,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2019-04304,Driveway Replacement,0,,,Venkata Ramesh Babu Mattam,,,,158.57,17806
ELEC-2019-03985,"11581 179TH CT NE
REDMOND, WA 98052
(47.703523, -122.100583)",,Electrical - OTC,Residential,06/04/2019,7980_NATH YOGESH,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-03985,SOPA #59149 - Sharma Residence - Garage and Outside 206-248-7900 - Run electrical circuit for 3-ton a/c Customer Paid For:(1) Circuits,300,,YOGESH+DHRITI DIXIT NATH,Jaimie How,,BRENNAN HEATING & AIR CONDITIONING,,195.32,17806
BLDG-2019-04053,"12085 159TH CT NE
REDMOND, WA 98052",,Residential,New,06/26/2019,Greystone PRD Phase 4,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-04053,Greystone IV-Lot 183 - Fire sprinkled 2 story+habitable attic/ garage left. Plan - LS4040.7.0B Elevation B Dwelling:3881SF/ Garage:418 SF/ Covered Entry Porch:131SF/ Covered Patio: 233SF/ Total: 4/663 SF,486038.91,1,Greystone Builders LLC,Monika Konrad,Greystone Builders LLC,GREYSTONE BUILDERS LLC,,35243.39,
MECH-2019-03984,"2215 182ND AVE NE
REDMOND, WA 98052
(47.630429, -122.097514)",,Mechanical - OTC,Residential,06/05/2019,15508_ARNEVICK LORI,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-03984,SOPA #59150 inside/outside 425 885 1224 Paid for 1 Air Conditioners,6500,,LORI ARNEVICK,Patty Rice,,OVERLAKE HTG A/C & SHTMTL LLC,,127.52,17806
MECH-2019-04103,"16940 NE 92ND ST
REDMOND, WA 98052
(47.683841, -122.113706)",,Mechanical - OTC,Residential,06/07/2019,10570_LATINGA SAM,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-04103,SOPA #59215 - Latinga Residence 4258143944 - Customer paid for (1) Air Conditioner (1) Air Handler / Furnace,6500,,Sam Latinga,Ben Ward,,BLACK LION CONSTRUCTION SVCS,,160.08,17806
MECH-2019-04432,"15922 NE 120TH ST
REDMOND, WA 98052",,Mechanical - OTC,Residential,06/19/2019,_Greystone IV-Lot 180,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-04432,OTC Greystone IV-Lot 180  - Customer paid for (4) gas piping to furnace/ gas water heater/ fireplace and range.  Install (1) Air conditioner (AC Ready)/ (1) Furnace/ (1) dryer vent/ (1) ductwork system/ (7) exhaust fans/ (1) gas water heater/ (1) range.,31000,,Greystone Builders LLC,Permits MM Comfort,,MM COMFORT SYSTEMS,,537.76,
ELEC-2019-04652,"7530 164TH AVE NE
REDMOND, WA 98052
(47.67109, -122.12154)",,Electrical - OTC,Commercial,06/25/2019,Redmond Town Center-Suite A240,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04652,SOPA #59578 - Redmond Town Center - Building A - Suite 240 - Sceme F 425-454-3665 - 	(1) new receptacles/ relocate (1) receptacle/ install (1) switch - Job #59905 Customer Paid For:(3) Circuits,885,,REDMOND TOWN CENTER,Matt Bender,,PRIDE ELECTRIC INC,,84.42,17806
FIRE-2019-03841,"3910 163RD AVE NE
REDMOND, WA 98052
(47.644389, -122.123181)",,Fire Alarm,Existing System Modification,06/20/2019,1172_MICROSOFT-BLDG 30,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2019-03841,Microsoft BLDG 30 - REPLACE EXISTING DIALER WITH NEW RADIO COMMUNICATOR - Includes transmitter,0,,MICROSOFT CORPORATION,Ron Dryer,,SIEMENS INDUSTRY INC,,730.33,17806
FIRE-2018-04172,"16911 NE 82ND ST
REDMOND, WA 98052
(47.676181, -122.114789)",,Fire Sprinkler - Residential,New System,06/11/2019,Retreat East-Lot 2,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2018-04172,Retreat East Lot 2- 13-D residential fire suppression. 16 Heads.,0,,,Andy Zuanich,,LAKEWOOD PLUMBING & MECHANICAL,,814.52,17806
ELEC-2019-04367,"7579 OLD REDMOND RD
REDMOND, WA 98052
(47.672028, -122.133542)",,Electrical - OTC,Multi-Family,06/17/2019,Gull-Val Condos-Sandpiper II Bldg,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04367,Gull-Val Condos-Sandpiper II Bldg - Re-install conduit for fire system on the outside of existing multi-family structure. Conduit was previously removed under ELEC-2018-08424 in order to complete exterior re-cladding.  Customer paid for (1) fire alarm.,8000,,,Tom Burrell,,ELECTRICAL SVCS & SECURITY,,375.75,17806
ELEC-2019-04456,"14700 NE 95TH ST
REDMOND, WA 98052
(47.685923, -122.143774)",210,Electrical - OTC,Commercial,06/19/2019,Quest Factor Escape Rooms,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04456,OTC - Quest Factor Escape Rooms - Wiring 12 emergency lights and 2 exit signs - Customer paid for (1) circuit,3000,,,Slavik Lisovoy,,NASH ELECTRIC LLC,Sergey Tikhov,182.22,17806
ELEC-2019-04701,"15301 NE 90TH ST
REDMOND, WA 98052
(47.682205, -122.135665)",170,Electrical - OTC,Commercial,06/27/2019,EMB Management-Suite 170,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04701,SOPA #59598  EMB-Suite 170 Tenant Improvement - Job #60545 Customer Paid For:(15) Circuits,11805,,KEPPEL-KBS WESTPARK LLC/ATT,Matt Bender,,PRIDE ELECTRIC INC,,477.65,17806
ELEC-2019-04078,"16771 NE 72ND WAY
REDMOND, WA 98052
(47.669009, -122.116671)",,Electrical - OTC,Commercial,06/06/2019,1904_MICROSOFT RTC-BLDG 6,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04078,SOPA #59203 - Microsoft RCT6 2209-2211 Turn 10 - 2nd Floor 206-7159518 - Provide (6) 1C1D data locations Customer Paid For:(6) Low Voltage,3431.46,,MICROSOFT CORPORATION,Phyllis Reich,Cochran/ Inc,COCHRAN INC,,194.22,17806
ELEC-2019-04508,"4330 150TH AVE NE
REDMOND, WA 98052
(47.64866, -122.140409)",,Electrical - OTC,Commercial,06/20/2019,966_MICROSOFT-BLDG 124,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04508,SOPA #59467 - Microsoft BLDG 124 Rms 1402/1404/1406/1408/1432/1435 - edward g 425 533 1392 - ballast replacements Customer Paid For:(3) Circuits,1000,,MICROSOFT CORPORATION,Mike Cox,,CB RICHARD ELLIS INC,,84.42,17806
ELEC-2019-04059,"13480 NE 110TH PL
REDMOND, WA 98052",,Electrical - OTC,Residential,06/06/2019,23689_MADAL ASHOK,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04059,SOPA #59189 - Madala Residence - 1800-840-3346 -  Altering circuit for retrofit ac install onto homes existing electrical Customer Paid For:(1) Circuits,500,,Ashok Madala,Lucinda Honeycutt,,BOBS HEATING & AIR CNDTNG LLC,,195.32,
ELEC-2019-04363,"16128 NE 58TH CT
REDMOND, WA 98052
(47.659464, -122.125)",,Electrical - OTC,Residential,06/18/2019,20280_KALEFF VICTORIA H,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04363,SOPA #59387 - Kaleff Residence 8665023559 - Installation of a low voltage wireless home security system Customer Paid For:(1) Low Voltage,850,,Victoria Kaleff,Permits Team,,PROTECT YOUR HOME,,121.73,17806
ELEC-2019-03996,"2215 182ND AVE NE
REDMOND, WA 98052
(47.630429, -122.097514)",,Electrical - OTC,Residential,06/04/2019,15508_ARNEVICK LORI,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-03996,SOPA #59154 - Arnevick Residence - 425 861 7195 - AC Circuit Customer Paid For:(2) Circuits,650,,LORI ARNEVICK,Andrew Clarke,,ANM ELECTRIC INC,,195.32,17806
ELEC-2019-04322,"7317 163RD PL NE
REDMOND, WA 98052
(47.669901, -122.122857)",,Electrical - OTC,Commercial,06/14/2019,1894_REDMOND TOWN CENTER OFFICES-WEST GARAGE,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04322,SOPA #59371 - RTC Garage FACP Room 425-368-4201 - Replacement of existing fire alarm control panel with new. Customer Paid For:(1) Fire Alarm,5000,,,Carissa Thomson,,PERFORMANCE SYSTEMS INTEGRATION CORP.,,237.84,17806
ROW-2019-04180,"17950 REDMOND WAY
REDMOND, WA 98052
(47.667067, -122.10115)",,Right of Way,ROW,06/27/2019,ROW Comcast,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2019-04180,Bury approximately 67' of 2in conduit with one 12'ct FOC from existing Comcast cabinet to 17950 Redmond Way.,0,,,Mike Doner,,,,508.21,17806
ELEC-2019-04730,"17777 NE 76TH ST
REDMOND, WA 98052
(47.671366, -122.10135)",,Electrical - OTC,Commercial,06/28/2019,4402_HOME DEPOT,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04730,SOPA #59624 - The Home Depot 770-772-3473 Disconnect/reconnect for bay 52-012 Customer Paid For:(1) Circuits,1190,,,Lin Rogers,,LIN R ROGERS ELECTRICAL INC,,131.88,17806
ELEC-2019-04213,"5600 148TH AVE NE
REDMOND, WA 98052
(47.658921, -122.143189)",E,Electrical - OTC,Commercial,06/11/2019,3903_MICROSOFT REDWEST-BLDG E,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04213,SOPA #59289 - Microsoft Redwest E Garage Entry  MATT P 206-948-9809 - ADD POWER FOR PARKING COUNTER Customer Paid For:(1) Circuits,1422,,MICROSOFT CORPORATION,Mike Poor,,PRECISION ELECTRIC GROUP INC,,138.33,17806
ELEC-2019-04262,"8020 171ST AVE NE
REDMOND, WA 98052
(47.675292, -122.111227)",,Electrical - OTC,Residential,06/12/2019,10930_SAVAGE ELENA,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04262,SOPA #59330 - Savage Residence - 4253449180 Rewire Portions of the house Customer Paid For:(4) Circuits,2500,,ELENA SAVAGE,Yuliya Golubovich,,R V B ELECTRIC & CONST INC,,295.66,17806
BLDG-2019-03770,"17407 NE 45TH ST
REDMOND, WA 98052
(47.65018, -122.109012)",157,Multi-Family,Exterior Alteration,06/26/2019,Villa Marina-Bldg O/ P,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-03770,Villa Marina - BLDG O/ P - Units 157/ 159/ 161/ 163 - DECK REPAIRS - Remove existing railing and rotted deck boards/ fascia/ and/or steps.  Install new deck boards where necessary/ new cedar fascia/ new steps/ and new railing.,8000,4,BRUNO CACHO,Robert Spear,AMERICAN WEST CONTRACTING CO,AMERICAN WEST CONTRACTING CO,,828.32,17806
PLUM-2019-04480,"5922 158TH WAY NE
REDMOND, WA 98052
(47.660586, -122.129518)",,Plumbing - OTC,Residential,06/20/2019,13646_FREEMAN ROBERT E+FALCO ALIS,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-04480,OTC - Freeman residence - Replacing fiberglass shower to tile new toilet - Customer paid for (1) shower / valve replacement/ (1) bathroom sink/ and (1) toilet,1000,,Robert Freeman,Otonial Quintana,,WASHINGTON STATE KITCHEN & BATH,,193.29,17806
