Location,Apply Date,Issue Date,Project Name,Permit Details,Work Description,Valuation,Sq Ft,Company,Zip Codes
"11680 162ND AVE NE
REDMOND, WA 98052
(47.646068233000506, -122.12433876899968)",04/16/2014,05/08/2014,Greystone-Lot 2,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-03087,From Basic BPLN-2014-00067 Plan 2001.1.3.0A/ Construction of a zero lot line fire sprinklered 2 story single family residence. Consisting of 1582 sf dwelling/ 36 sf covered porch and 292 sf garage. Total area of construction 1910 sf.,188560.3,1582,GREYSTONE HOMES LLC,17806
"10611 154TH PL NE
REDMOND, WA 98052
(47.69433995000048, -122.13425733099967)",04/16/2014,04/16/2014,Mondavio-Lot 15,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-03084,Mondavio-Lot 15 - Reinstatement of permit number B100253 - Construction of a new/ 3-story/ fire-sprinklered single family residence consisting of 4121 sq ft dwelling space/ 84 sq ft covered deck/ 748 sq ft garage. Total of 4/953 sq ft,490165.97,4953,COSMOS CONSTRUCTION CORP,17806
"8417 169TH PL NE
REDMOND, WA 98052
(47.69867141800006, -122.11413945499999)",04/16/2014,06/12/2015,Shaughnessy Heights-Lot 30,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-03101,New construction of a new 3 story duplex home/ units 101 and 102.  Fire sprinklered consisting of 5477 sq ft dwelling/ 168 sq ft covered porch/ 158 sq ft covered patio/ 158 sq ft covered deck/  685 sq ft attached garage for a total of 6646 sq ft.,657069.43,6646,HILLCREST 2 LP,17806
"8455 169TH PL NE
REDMOND, WA 98052
(47.69867141800006, -122.11413945499999)",04/16/2014,06/12/2015,Shaughnessy Heights-Lot 34,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-03102,RNEW Construction of a 3 story duplex home. Fire sprinklered consisting of 5477 sf of dwelling/ 205 sf of covered porch/ 158 sq ft covered patio/ 158 sq ft covered deck & 685 sf of attached garage. 6683 sf total area of construction. Units 101 & 102,658919.43,6683,HILLCREST 2 LP,17806
"17310 NE 123RD WAY
REDMOND, WA 98052
(47.710306870000466, -122.11729758399969)",04/14/2014,04/23/2014,Willowmere Park-Lot 6,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-02996,WP35-2- Lot Specific Basic - 2 story - dwelling 3013 sq ft/ covered porch 117 sq ft/ 56 sq ft covered patio/ garage 470 sq ft for a total of 3/656 sq ft.,360721.97,3656,RICK BURNSTEAD CONSTRUCTION LLC,17806
"17333 NE 123RD WAY
REDMOND, WA 98052
(47.710306870000466, -122.11729758399969)",04/14/2014,04/23/2014,Willowmere Park-Lot 50,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-02999,RNEW WP35-2- Lot Specific Basic - 2 story - Lot 50 1st floor 3/013 sq ft dwelling area/ covered porch 117 sq ft/ covered patio 56 sq ft/ and garage 470 sq ft for a total of 3/656 sq ft.,360721.97,3656,RICK BURNSTEAD CONSTRUCTION LLC,17806
"17340 NE 36TH ST
REDMOND, WA 98052
(47.64233639000048, -122.10776997999972)",04/14/2014,06/10/2014,Redmond Short Plat-Lot 4 ,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-02989,Construction of a new 2 story fire-sprinklered SFR consisting of 3943 sq ft dwelling/ 45 sq ft covered porch/ 179 sq ft uncovered deck/ 792 sq ft garage for a total of 4939 sq ft.,477353.34,4959,D MITCHELL HOMES INC,17806
"12267 169TH PL NE
REDMOND, WA 98052
(47.67876767500047, -122.11420654799969)",04/11/2014,05/20/2014,Glenshire Div 2-Lot 7,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-02932,RNEW Construct a 2-Story fire spinklered single family residence.  3253 sf dwelling/ 593 sf garage/ 36 sf covered entry. 3882 sf total area of construction,385514.95,3253,CENTEX HOMES,17806
"17419 NE 123RD WAY
REDMOND, WA 98052
(47.710306870000466, -122.11729758399969)",04/07/2014,04/15/2014,Willowmere Park-Lot 39,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-02633,Registered Lot Specific Basic WP30-2- 3 story sprinkler house- 2984 Sq Ft dwelling/ 137 sq ft covered area/ 449 sq ft garage. Total Sq Ft 3570.,354840.3,2984,RICK BURNSTEAD CONSTRUCTION LLC,17806
"17425 NE 123RD WAY
REDMOND, WA 98052
(47.710306870000466, -122.11729758399969)",04/07/2014,04/15/2014,Willowmere Park-Lot 38,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-02631,WP35-2- Lot Specific Basic - 2 story Fire Sprinklered - 3013 sq ft dwelling/ 162 sq ft covered area/ 470 sq ft garage for a total of 3645 sq ft.,360171.97,3013,RICK BURNSTEAD CONSTRUCTION LLC,17806
"16110 NE 117TH ST
REDMOND, WA 98052
(47.70446578700046, -122.12683639699969)",04/01/2014,04/17/2014,Greystone-Lot 68,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-02436,Greystone Lot 68 Fire Sprinklered/2 story RNEW from Basic 4060 C - dwelling - 4323 sq ft/ covered porch - 62 sq ft/ garage - 558 sq ft. Total area of work 4943sf.,503353.15,4323,GREYSTONE HOMES LLC,17806
"16919 NE 82ND ST
REDMOND, WA 98052
(47.67613930700003, -122.11475212599998)",03/31/2014,02/25/2015,Retreat East-Lot 4,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-02370,RNEW Retreat East Lot 4- Zero lot line 3 story/ fire sprinklered dwelling.  1775sf dwelling/ 86sf uncovered deck/porch and 419sf garage. Total of 2280 sf.,216711.79,2280,BDR REDMOND I LLC,17806
"16911 NE 82ND ST
REDMOND, WA 98052
(47.67613998600007, -122.11484608399996)",03/31/2014,02/25/2015,Retreat East-Lot 2,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-02365,RNEW- Retreat East Lot 2- Zero lot line 3 story/ fire sprinklered dwelling.  Consisting of 1313sf dwelling/ 75sf uncovered deck/porch and 539 sf garage.  Total sf is 1927.,170379.86,1852,BDR REDMOND I LLC,17806
"8166 169TH AVE NE
REDMOND, WA 98052
(47.67589749600006, -122.11505659099998)",03/31/2014,02/25/2015,Retreat East-Lot 7,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-02383,RNEW Retreat East Lot 7- Zero lot line/ 3 story fire sprinklered 1313sf dwelling with 45sf uncovered deck/porch and 535sf garage.  Total area of construction 1893sf.,169052.12,1893,BDR REDMOND I LLC,17806
"8162 169TH AVE NE
REDMOND, WA 98052
(47.675874828000076, -122.11505659099998)",03/31/2014,02/25/2015,Retreat East-Lot 6,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-02380,RNEW Retreat East Lot 6 Zero lot line 3 story fire sprinklered SFR 1313sf dwelling/ 45sf uncovered deck/porch and 535sf garage total 1893sf.  ,169052.12,1893,BDR REDMOND I LLC,17806
"8158 169TH AVE NE
REDMOND, WA 98052
(47.675852159000044, -122.11505659099998)",03/31/2014,02/25/2015,Retreat East-Lot 5,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-02377,RNEW Retreat East Lot 5- Zero lot line / three story/ fire sprinklered SFR/ 1832sf dwelling/ 56 covered deck/porch/ 101sf uncovered deck/porch and 429sf garage.  Total sf 2408,226378.07,2408,BDR REDMOND I LLC,17806
"16915 NE 82ND ST
REDMOND, WA 98052
(47.67613964700007, -122.11479910499997)",03/31/2014,02/25/2015,Retreat East-Lot 3,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-02368,RNEW Retreat East Lot 3 zero lot line/ 3 story dwelling consisting of 1313sf dwelling unit/ 75sf uncovered deck/porch and 539sf garage for a total area of 1927sf.,170379.86,1927,BDR REDMOND I LLC,17806
"17353 NE 123RD WAY
REDMOND, WA 98052
(47.710306870000466, -122.11729758399969)",03/28/2014,04/02/2014,Willowmere Park-Lot 48,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-02315,WP35-1- Lot specific Basic - Fire Sprinklered 2 story SFR - 3194 sq ft dwelling/ covered front porch & rear covered patio 232 sq ft/ garage 461 sq ft for a total of 3/887 sq ft.,383255.92,3194,RICK BURNSTEAD CONSTRUCTION LLC,17806
"17363 NE 123RD WAY
REDMOND, WA 98052
(47.710306870000466, -122.11729758399969)",03/28/2014,04/02/2014,Willowmere Park-Lot 47,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-02314,Lot Specific Basic WP30-2- 2 story sprinkled house- 2984 dwelling Sq Ft/ 77 Sq Ft covered porch/ 127 Sq Ft rear covered patio/ garage 449 Sq Ft. Total 3637 Sq Ft.,357316.35,2984,RICK BURNSTEAD CONSTRUCTION LLC,17806
"16907 NE 82ND ST
REDMOND, WA 98052
(47.67614032500006, -122.11489306299995)",03/28/2014,02/25/2015,Retreat East-Lot 1,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-02327,RNEW Lot 1 zero lot line SFR consisting of 3 stories/ fire sprinklered dwelling.  Dwelling sf 1784/ covered deck/porch 56/ uncovered deck/porch 56 and garage 419 for a total of 2315sf.,219344.9,2315,BDR REDMOND I LLC,17806
"12317 174TH PL NE
REDMOND, WA 98052
(47.686437696000496, -122.10823703999972)",03/28/2014,04/04/2014,Willowmere Park-Lot 46,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-02313,Willowmere Lot 46 WP35-2- Lot Specific Basic - 2 story - Dwelling sq ft 3013/ covered front porch 117 sq ft/ rear covered patio 56 sq ft/ garage 470 sq ft for a total of 3/656 sq ft.,360721.97,3013,RICK BURNSTEAD CONSTRUCTION LLC,17806
"11840 163RD PL NE
REDMOND, WA 98052
(47.669667275000506, -122.12283753599968)",03/27/2014,05/01/2014,Brookside-Lot 12,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-02259,New fire sprinklered single-family house consisting of: 3/426 sf dwelling/ 667 sf garage/ 89 sf covered deck/ and 89 sf covered porch.  4/271 sf total.,414807.56,3426,TOLL BROS INC,17806
"11854 163RD PL NE
REDMOND, WA 98052
(47.669667275000506, -122.12283753599968)",03/27/2014,05/28/2014,Brookside-Lot 14,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-02272,New fire sprinklered single-family house consisting of: 3/360 sf dwelling/ 457 sf garage/ and 29 sf covered porch.  3/846 sf total.,391245.82,3846,TOLL BROS INC,17806
"11793 163RD PL NE
REDMOND, WA 98052
(47.669667275000506, -122.12283753599968)",03/27/2014,05/07/2014,Brookside-Lot 15,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-02347,New fire sprinklered single-family house consisting of: 2/684 sf dwelling/ 466 sf garage/ and 140 sf covered porch.  3/290 sf total.,322618.32,3290,TOLL BROS INC,17806
"16302 NE 118TH WAY
REDMOND, WA 98052
(47.70529832900047, -122.12047718799971)",03/27/2014,04/28/2014,Brookside-Lot 11,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-02257,New fire sprinklered single-family house consisting of: 2/771 sf dwelling/ 628 sf garage/ and 146 sf covered porch.  3/545 sf total.,339327.27,3545,TOLL BROS INC,17806
"16075 NE 117TH WAY
REDMOND, WA 98052
(47.70469606500046, -122.11958707599968)",03/26/2014,05/01/2014,Greystone-Lot 58,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-02200,RNEW Greystone Lot 58 BASIC 4010A New two story single-family residence fire sprinklered consisting of: 3/605 sf dwelling/ 81 sf covered porch/deck/ and 579 sf attached garage.  4/265 sf total.,425998.19,3605,GREYSTONE HOMES LLC,17806
"17310 NE 36TH ST
REDMOND, WA 98052
(47.64233548600049, -122.1078943389997)",03/19/2014,05/02/2014,Redmond Short Plat-Lot 1,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-01970,RNEW Redmond Short Plat Lot 1- Construction of 2-story/ fire-sprinklered SFR consisting of 3950 sq ft dwelling space/ 164 sf covered porch/ and 736 sf garage.  Total area of construction 4850sf.,474801.66,4850,D. MITCHELL HOMES INC,17806
"16331 NE 117TH CT
REDMOND, WA 98052
(47.70397866000047, -122.1017759769997)",03/18/2014,04/22/2014,Brookside-Lot 3,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-01904,New fire sprinklered single-family house consisting of: 2/924 sf dwelling/ 445 sf garage/ and 138 sf covered porch.  3/507 sf total.,348104.66,3507,TOLL BROS INC,17806
"12237 169TH PL NE
REDMOND, WA 98052
(47.67876767500047, -122.11420654799969)",03/17/2014,05/07/2014,Glenshire Div 2-Lot 4,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-01876,RNEW SFR 2-Story fire sprinklered. 1498 sf  1st floor/ 1460 sf 2nd floor/ 490 sf garage/ 213 sf  covered entry/ 240 sf rear covered outdoor living area. 3901 sf Total.,369497.22,3901,CENTEX HOMES,17806
"16301 NE 117TH CT
REDMOND, WA 98052
(47.70397866000047, -122.1017759769997)",03/17/2014,05/01/2014,Brookside-Lot 1,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-01895,New fire sprinklered single-family house consisting of: 2/539 sf dwelling/ 441 sf garage/ and 16 sf covered porch.  2/996 sf total.,299374.77,2996,TOLL BROS INC,17806
"16319 NE 117TH CT
REDMOND, WA 98052
(47.70397866000047, -122.1017759769997)",03/17/2014,04/22/2014,Brookside-Lot 2,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-01901,New fire sprinklered single-family house consisting of: 2/684 sf dwelling/ 466 sf garage/ and 140 sf covered porch.  3/290 sf total.,322618.32,3290,TOLL BROS INC,17806
"15998 NE 117TH WAY
REDMOND, WA 98052
(47.70469606500046, -122.11958707599968)",03/13/2014,04/09/2014,Greystone-Lot 42,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-01798,RNEW From Basic #BPLN-2013-01595 Greystone-Lot 42 SFR/ 2-Story Fire Sprinklered/ 3592 sf Dwelling/ 69 sf Covered Porch/ 583 sf Garage. 4244 sf total.,424132.66,3592,GREYSTONE HOMES LLC,17806
"16060 NE 117TH ST
REDMOND, WA 98052
(47.70446578700046, -122.12683639699969)",03/13/2014,04/09/2014,Greystone-Lot 70,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-01797,RNEW Greystone Lot 70 Basic 4260.3.0 A - Construction of a 2 story/ sprinklered SFR. Dwelling - 3/552 sf 80 sf covered porch/ and attached garage564 sf.  4/196 sf total.,419471.92,3552,GREYSTONE HOMES LLC,17806
"16155 NE 117TH WAY
REDMOND, WA 98052
(47.70469606500046, -122.11958707599968)",03/13/2014,04/09/2014,Greystone-Lot 61,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-01801,Permit from Basic BPLN-2-13-01595 Plan Option 4138A/ construction of a new 2 story fire-sprinklered SFR consisting of 3590 sq ft dwelling/ 74 sq ft covered porch/ 583 sq ft garage for a total of 4247 sq ft. 4/23/14 - Revision #1 - 2 sq ft more dwelling space/ covered porch 69 sq ft.,424132.66,4244,GREYSTONE HOMES LLC,17806
"16035 NE 117TH WAY
REDMOND, WA 98052
(47.70469606500046, -122.11958707599968)",03/12/2014,04/22/2014,Greystone-Lot 56,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-01763,Permit from Basic BPLN-2013-01560 Plan option 4058B/ construction of a new 2 story fire-sprinklered SFR consisting of 3/651 sq ft dwelling/ 65 sq ft covered porch/ 465 sq ft garage for a total of 4/181 sq ft.,425476.69,3651,GREYSTONE HOMES LLC,17806
"15995 NE 117TH WAY
REDMOND, WA 98052
(47.70469606500046, -122.11958707599968)",03/12/2014,04/09/2014,Greystone-Lot 54,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-01761,Permit from Basic BPLN-2013-01585 Plan option 5053B/ construction of a new 2 story fire-sprinklered SFR consisting of 3/928 sq ft dwelling/ 81 sq ft covered porch/ 627 sq ft garage for a total of 4/636 sq ft.,463640.74,3928,GREYSTONE HOMES LLC,17806
"16833 NE 121ST ST
REDMOND, WA 98052
(47.70775126400048, -122.11586087399968)",03/07/2014,05/13/2014,Prescott Park Short Plat-Lot 2,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-01673,Permit from Basic BPLN-2013-01585-5053B plan.  Construction of a new 3 story fire-sprinklered SFR consisting of 3/928 sq ft dwelling/ 81 sq ft covered porch/ 627 sq ft garage for a total of  4/636 sq ft.,463640.74,3928,OAKCREST HOMES LLC,17806
"16829 NE 121ST ST
REDMOND, WA 98052
(47.70775126400048, -122.1158687629997)",03/07/2014,05/13/2014,Prescott Park-Lot 1,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-01672,Basic 4058B.  Construction of a 2-story fire-sprinklered single-family residence consisting of: 3/598 sf dwelling/ 52 sf covered porch/ and 456 sf garage.  Total 4/115 sf,419631.32,3598,OAKCREST HOMES LLC,17806
"16837 NE 121ST ST
REDMOND, WA 98052
(47.70775126400048, -122.11585298599971)",03/07/2014,05/13/2014,Prescott Park Short Plat-Lot 3,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-01674,Permit from Basic BPLN-2013-01583-4060A Plan.  Construction of a new 3 story fire-sprinklered SFR consisting of 4/243 sq ft dwelling/ 62 sq ft covered porch/ 558 sq ft garage for a total of 4/863 sq ft.,494529.95,4243,OAKCREST HOMES LLC,17806
"16165 NE 117TH ST
REDMOND, WA 98052
(47.70446578700046, -122.12683639699969)",03/05/2014,03/28/2014,Greystone PRD-Lot 90,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-01602,Greystone Lot 90 RNEW Basic 4264.3.0 A-2 story sprinklered Dwelling - 3010 sq ft/ covered porch 189 sq ft/ garage 494 sq ft. Total Sf 3783.,362200.54,3010,GREYSTONE HOMES LLC,17806
"16145 NE 117TH ST
REDMOND, WA 98052
(47.70446578700046, -122.12683639699969)",03/05/2014,03/28/2014,Greystone Lot 89,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-01600,RNEW Greystone Lot 89 Basic 4249 A- 2865 right garage Dwelling 2847 sq ft/ 75 sq ft covered porch/ 530 sq ft garage. Total sf 3/452.,340037.43,2847,GREYSTONE HOMES LLC,17806
"16140 NE 117TH ST
REDMOND, WA 98052
(47.70446578700046, -122.12683639699969)",03/04/2014,04/09/2014,Greystone PRD-Lot 67,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-01559,BASIC 4059 A-New single-family residence fire sprinklered consisting of: 3/356 sf dwelling/ 65 sf covered porch/deck/ and 557 sf attached garage.  3/978 sf total.,396810.66,3356,GREYSTONE HOMES LLC,17806
"10755 155TH PL NE
REDMOND, WA 98052
(47.69581840300049, -122.13293986799971)",03/03/2014,04/11/2014,Verona-Lot 19,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-01534,Construction of a new 3 story fire-sprinklered SFR consisiting of 4/384 sq ft dwelling/ 79 sq ft covered front porch/  125 sq ft covered rear porch/ 112 sq ft uncovered deck/ 240 sq ft covered rear patio/ 652 sq ft garage for a total of 5/592 sq ft.,538734.48,4384,COSMOS CONSTRUCTION CORP,17806
"11760 176TH AVE NE
REDMOND, WA 98052
(47.704310199000474, -122.10523767499973)",02/27/2014,05/19/2014,Eastview-Lot 2,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-01481,EASTVIEW SHORT PLAT LOT 2 - Construction of a new 3-story/ fire-sprinklered single family residence consisting of 3743 sq ft dwelling space/ 1309 sq ft unfinished basement/ 306 sq ft covered deck/ 138 sq ft covered entry/ 94 sq ft uncovered master bedroom deck and 415 sq ft covered garage. Total of 6005 sq ft.,488828.47,6005,SEATTLE HOME BUILDERS LLC,17806
"11752 176TH AVE NE
REDMOND, WA 98052
(47.704286554000475, -122.10523809499972)",02/27/2014,06/27/2014,Eastview-Lot 1,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-01480,RNEW- 3 story/ sprinklered SFR consisting of 3410sf dwelling/ 444sf covered deck/porch/ 415sf garage and 1133sf unfinished basement. Total SF 5410. Revision #1: 05.29.14 - Added rear deck and finished basement option. RNEW- 3 story/ sprinklered SFR consisting of 4543 sf dwelling/ 138 sf covered porch/ 692 sq ft covered decks/ 415sf garage and. Total SF 5788.,560002.37,5788,SEATTLE HOME BUILDERS LLC,17806
"11645 170TH CT NE
REDMOND, WA 98052
(47.70444768300047, -122.11349937599971)",02/25/2014,03/20/2014,Parkridge at the Woodlands-Lot 19,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-01418,Parkridge at the Woodlands Lot 19- Construction of a new two story sprinklered dwelling consisting of 2/784 sf dwelling with a 397 sf garage and 42 sf covered porch.  ( the 980sf requirement will be met by a landscaped walkway. Construction total is 3223 sf.,325845.18,2784,TOLL BROS INC,17806
"16115 NE 117TH WAY
REDMOND, WA 98052
(47.70469606500046, -122.11958707599968)",02/24/2014,03/07/2014,Greystone PRD-Lot 59,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-01372,BASIC 4010 B.  New single-family residence fire sprinklered consisting of: 3/621 sf dwelling/ 50 sf covered porch/deck/ and 579 sf attached garage.  4/250 sf total.,426212.83,3621,,17806
"15978 NE 117TH WAY
REDMOND, WA 98052
(47.70469606500046, -122.11958707599968)",02/24/2014,03/12/2014,Greystone PDR-Lot 43,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-01371,BASIC 4010 A. New single-family residence fire sprinklered consisting of: 3/605 sf dwelling/ 81 sf covered porch/deck/ and 579 sf attached garage.  4/265 sf total.,425998.19,3605,GREYSTONE HOMES LLC,17806
