"rowid","permit_number","property_address","street_number","street_direction","street_name","street_type","unit_number","council_district","issued_date","issued_year","issued_month","finaled_date","finaled_year","finaled_month","permit_year","status","description","value","use","icc_value","type_of_work","contractor_name","contractor_address","cofo_date","parcel_number","total_sq_ft","applicant","number_of_dwellings","number_of_dwelling_units","residential_permit","latitude","longitude","location"
"BLD2017-01837","BLD2017-01837","5001 E MAIN ST","5001","E","MAIN","ST","240 NAVAJO RD","2","2017-03-13T00:00:00.000","2017","Mar","2017-03-16T00:00:00.000","2017","Mar","2017","Finaled","PERMIT TO REPLACE 100AMP PEDESTAL WITH 100 AMP H FRAME
ALL IN ONE METER SOCKET","2000","RES","0","Res (OTH) -- Electrical",,"   ",,"14034532",,"CIRTCELE ELECTRIC",,,"N","33.414375","-111.724678","POINT (-111.724743 33.413033)"
"PMT17-01122","PMT17-01122","11227 E SHELLEY AVE MESA","11227","E","SHELLEY","AVE",,"6","2017-07-26T00:00:00.000","2017","Jul","2018-08-30T00:00:00.000","2018","Aug","2017","C of C Issued","SWIMMING POOL: 368 SQ FT, NO SPA/NO HEAT. 
PLANS ENGINEERED SEALED BY ARIZONA REGISTERED PROFESSIONAL ENGINEER #30895 ALAN MONEY ON 07/10/17.
""THESE PLANS CONFORM TO THE REQUIREMENTS OF THE MESA RESIDENTIAL CODE INCLUDING APPENDIX ""G"" WITH ALL CITY OF MESA AMENDMENTS"", SAFETY GLAZING SHALL BE REQUIRED WITHIN 5' OF WATERS EDGE FROM SWIMMING POOL OR SPA, PER 2006 IRC.","0","RES",,"Swimming Pool","DOLPHIN POOLS","20635 N CAVE CREEK RD",,"30489369",,"Gordon Enterprises inc",,,"N","33.322814","-111.590859","POINT (-111.590859 33.322814)"
"BLD2016-03251","BLD2016-03251","10723 E BOGART AVE","10723","E","BOGART","AVE",,"6","2016-05-26T00:00:00.000","2016","May","2016-05-27T00:00:00.000","2016","May","2016","Finaled","ENCLOSE OPEN AREA ON SECOND FLOOR WITH WOOD FRAME AND DRYWALL.  ADD DOOR TO ACCESS ROOM AND CLOSET.  ","350","RES","0","Res (OTH) -- Additions",,"   ",,"22053222",,"RALPH DECKER",,,"N","33.408275","-111.599568","POINT (-111.599568 33.408275)"
"BLD2016-05928","BLD2016-05928","7807 E MAIN ST","7807","E","MAIN","ST","F24","5","2016-10-18T00:00:00.000","2016","Oct","2018-02-01T00:00:00.000","2018","Feb","2016","Issued","(City only reviews setbacks; state inspects and permits the install now)
CITY OF MESA ZONING CLEARANCE PERMIT ONLY FOR INSTALLATION OF 24' X 40' 2015 ABOVE GROUND SET CHAMPION MH WITH A/C AT REAR. GAS (SW GAS). (1) 12' X 40' R & R AWNING, (1) 8' X 40' R & R AWNING. NO OTHER ACCESSORY STRUCTURES AT THIS TIME. MIN (2) 9' X 18' COVERED UNOBSTRUCTED PAVED PARKING SPACES ARE REQUIRED BEHIND FRONT SETBACK. INTERIOR LOT. MIN SETBACKS: 3' FRONT FROM STREET, 5' REAR BETWEEN STRUCTURES, MIN 6' BETWEEN STRUCTURES ON SIDE. APPROVED AS NOTED.  SEPARATE PERMIT/APPROVAL IS REQUIRED FROM STATE OFFICE OF MANUFACTURED HOUSING FOR INSTALLATION AND SET UP.
","750","RES","0","Res(MBL) - New Mobile Home","AZ MOBILE HOME SERVICE","1000 S IDAHO RD NO 800 APACHE JUNCTION AZ 85219 ",,"21835001J",,"AZ MOBILE HOME SVCS",,,"N","33.411813","-111.664506","POINT (-111.664506 33.411813)"
"MST2016-00156","MST2016-00156","  MARACAY HOMES #5011 ADDENDA ",,,"MARACAY HOMES #5011 ADDENDA",,,"0","2016-09-20T00:00:00.000","2016","Sep",,,,"2016","Finaled","ADDENDA: REF MST2016-00066. REVISION TO PLAN 5011",,"RES","0","Res (SFR) -- Single Family (Detached)","MARACAY CONSTRUCTION","15279 N SCOTTSDALE RD SCOTTSDALE AZ 85254 ",,"MASTER PLAN",,"MARACAY HOMES",,,"N",,,
"BLD2016-05929","BLD2016-05929","901 S DOBSON RD","901","S","DOBSON","RD",,"3","2016-10-19T00:00:00.000","2016","Oct",,,,"2016","Issued","TRENCH, INSTALL NEW 1"" PE GAS LINE, 50' FROM EXISTING METER TO A NEW BBQ AREA. NEW GAS LINE SHALL BE INSTALLED A MINIMUM 12 INCHES BELOW GRADE AND COMPLY WITH THE REQUIREMENTS OF SECTION 404 AND 404.14 RESPECTIVELY (2006 IFGC)  CONTACT GAS ENGINEERING FOR NEW DEMAND ON EXISTING METER.","3000","COM","0","Com (OTH) -- Plumbing","ALLIANCE PLUMBING AZ INC","2202 W HUNTINGTON DR TEMPE AZ 85282 ",,"13427302",,"ALLIANCE PLUMBING AZ INC",,,"N","33.398014","-111.871813","POINT (-111.871432 33.397766)"
"BLD2016-05933","BLD2016-05933","2348 N CHANNING ","2348","N","CHANNING",,,"5","2016-12-08T00:00:00.000","2016","Dec","2016-12-14T00:00:00.000","2016","Dec","2016","Finaled","THIS PERMIT IS FOR INSTALLATION OF THE TEMPORARY PROTECTIVE FENCE ONLY.  NO GRADING, PLANT REMOVAL, OR CONSTRUCTION SHALL BEGIN UNTIL A SEPARATE CONSTRUCTION PERMIT IS ISSUED.  TEMPORARY PROTECTIVE FENCE IS REQUIRED TO REMAIN IN PLACE AT ALL TIMES DURING CONSTRUCTION.  ALL AREAS OUT OF THE APPROVED DISTURBANCE AREA SHALL REMAIN UNDISTURBED AT ALL TIMES.  REF POOL PERMIT #BLD2016-04843",,"RES","0","Res (OTH) -- Walls/Fences","SKY MOUNTAIN CONSTRUCTION","6446-21 E TRAILRIDGE CIR  MESA AZ ",,"21926438",,,,,"N","33.458275","-111.653606","POINT (-111.653606 33.458275)"
"BLD2016-07136","BLD2016-07136","542 N EXTENSION RD","542","N","EXTENSION","RD",,"3","2017-01-30T00:00:00.000","2017","Jan",,,,"2016","Issued","TMOBILE WILL SWAP 3 ANTENNAS, REMOVE 6 TMA'S, ADD 3 NEW TMA'S, REMOVE 12 RRU'S AND ADD 15 NEW RRU'S AND ADD NEW COAX ALL CONSTRUCTION SHALL COMPLY WITH 2006 IBC, IMC, IFC AND 2005 NEC AND CONDITIONS OF APPROVAL CT16-085.","30000","COM","0","Com (OTH) -- Communications Towers","XCELL INC OF LOUISIANA","850 OLIVE ST STE C SHREVEPORT LA 71104 ",,"30206001C",,"KAY HENNESSY",,,"N",,,
"BLD2017-03597","BLD2017-03597","9143 E KRAMER ST","9143","E","KRAMER","ST",,"5","2017-05-17T00:00:00.000","2017","May","2017-11-14T00:00:00.000","2017","Nov","2017","Issued","MASTER PLAN #1700 (PLAN 1)  FOR SANCTUARY AT MOUNTAIN BRIDGE. SES= 200A, MX.WATER DL=72 FT., MX. GAS DL=74 FT. MX GAS DEMAND=240 KBTUs, POST TENSION SLAB (SPECIAL INSPECTION) R-30 ATTIC B/I INSULATION, 2X4 FRAME WITH R-13 BATT INSULATION + R-4 FROM 1"" EPS INTEGRAL TO ONE COAT STUCCO SYSTEM (ESR 1607). CONCRETE TILE ROOFING. ENGINEER ON RECORD: MICHAEL WILLIS #35750. GAS/ELECTRIC APPLIANCES.",,"RES","241252.09","Res (SFR) -- Single Family (Detached)","MBI BUILDERS LLC","3321 E BASELINE RD GILBERT AZ 85234 ","2017-11-09T00:00:00.000","21932884",,"MBI BUILDERS LLC","1","1","Y","33.452468","-111.634883","POINT (-111.634883 33.452468)"
"BLD2017-04752","BLD2017-04752","1367 S COUNTRY CLUB DR","1367","S","COUNTRY CLUB","DR","1200","4","2017-08-24T00:00:00.000","2017","Aug",,,,"2017","Issued","MASTER PLAN 5-A,B,C -- FOR TWO STORY TRIPLEX UNITS WITH ATTACHED 2 CAR GARAGES FOR THE PALMS AT COUNTRY CLUB",,"RES","199638.42","Res (SFR) -- Single Family (Attached)","DRH CONSTRUCTION","4500 S LAKESHORE DR #601 TEMPE AZ 85282 ",,"13946582",,"TROY SPENCER","1","1","Y","33.389783","-111.83563","POINT (-111.83563 33.389783)"
"PMT17-01136","PMT17-01136","146 W 7TH PL MESA","146","W","7TH","PL",,"1","2017-09-26T00:00:00.000","2017","Sep","2018-01-02T00:00:00.000","2018","Jan","2017","C of C Issued","SWIMMING POOL; 406 SQ FT, NO SPA/NO HEAT.  PLANS ENGINEERED SEALED BY ARIZONA REGISTERED PROFESSIONAL ENGINEER #58912 JESSE LIGHT ON 7/07/17 EXPIRES 12/31/17.
""THESE PLANS CONFORM TO THE REQUIREMENTS OF THE MESA RESIDENTIAL CODE INCLUDING APPENDIX ""G"" WITH ALL CITY OF MESA AMENDMENTS"", SAFETY GLAZING SHALL BE REQUIRED WITHIN 5' OF WATERS EDGE FROM SWIMMING POOL OR SPA, PER 2006 IRC.","20000","RES",,"Swimming Pool",,,,"13724004A",,"Pat Kearney",,,"N","33.429285","-111.835004","POINT (-111.835004 33.429285)"
"BLD2016-03553","BLD2016-03553","855 W SOUTHERN AVE","855","W","SOUTHERN","AVE",,"3","2016-07-07T00:00:00.000","2016","Jul",,,,"2016","Finaled","DEFERED SUBMITTAL : VEHICLE GATES REF BLD2014-06684 AND ASSOCIATED ELECTRICAL.","0","COM","0","Com (OTH) -- Walls/Fences","PHOENIX FENCE CO.","3626 S. 16TH ST PHOENIX AZ 85040 ",,"13423003B",,"PHOENIX FENCE CO.",,,"N","33.392877","-111.851019","POINT (-111.850628 33.392793)"
"BLD2016-07152","BLD2016-07152","3431 N RESEDA CIR","3431","N","RESEDA","CIR","16","5","2016-11-09T00:00:00.000","2016","Nov","2016-11-15T00:00:00.000","2016","Nov","2016","Finaled","AFP PROGRAM REMOVE LOADER AND INSTALL NEW LOADER IN ITS PLACE",,"COM","0","Com (OTH) -- Electrical","SWAIN ELECTRIC","11258 E MELODY DR HIGLEY AZ 85236 ",,"14137008S",,"SPECIAL DEVICES INCORPORATED",,,"N","33.480018","-111.729554","POINT (-111.728462 33.478319)"
"BLD2017-00958","BLD2017-00958","4824 S BRICE ","4824","S","BRICE",,,"6","2017-02-15T00:00:00.000","2017","Feb","2017-08-14T00:00:00.000","2017","Aug","2017","Issued","MASTER PLAN #3000, WOOD FRAMED CONSTRUCTION WITH ENGINEERED TRUSSES AND POST TENSION SLAB.  MST2009-00051 ADDENDA TO ALLOW OPTIONAL 1"" WATER METER FOR INCREASED FIXTURES OR FIRE SPRINKLERS.",,"RES","368764.79","Res (SFR) -- Single Family (Detached)","PROVIDENCE DEVELOPMENT,INC.","6628 E BASELINE RD SUITE 102 MESA AZ 85206 ","2017-08-10T00:00:00.000","30489163",,"PROVIDENCE DEVELOPMENT,INC","1","1","Y","33.327591","-111.585466","POINT (-111.585466 33.327591)"
"BLD2017-03598","BLD2017-03598","2249 N ESTATES CIR","2249","N","ESTATES","CIR",,"5","2017-05-17T00:00:00.000","2017","May","2017-10-10T00:00:00.000","2017","Oct","2017","Issued","IRC 2006.  MASTER PLAN #3177 FOR MOUNTAIN BRIDGE. NOT ALL OPTIONS WILL FIT ON EACH LOT.  ALL OPTIONS SHALL COMPLY WITH THE SETBACK REQUIREMENTS.  ELEVATIONS 'A' 'B' 'C' 'D'.  1-STORY NEW SINGLE FAMILY RESIDENCE, WOOD FRAMED CONSTRUCTION WITH ENGINEERED TRUSSES AND POST TENSION SLAB, STUCCO, TILE ROOF.    ADDENDA mst2008-0028  TO **MST2007-00253.  SCOPE OF WORK IS REVISE POST TENSION FAOUNDATION TO BE 6"" THICK AND REVISE FOUNDATION DETAILS PER NEW FOUNDATION THICKNESS.  SEE ADDENDA #MST2012-00001 TO ADD A 16' MULTI SLIDE DOOR AND ADD OPTIONAL SLAB ONLY ALONG WITH STRUCTURAL CHANGES. ADDENDA BLD2013-00163 FIRE SPRINKLERS.",,"RES","413052.31","Res (SFR) -- Single Family (Detached)","MBI BUILDERS LLC","3321 E BASELINE RD GILBERT AZ 85234 ","2017-10-06T00:00:00.000","21932780",,"MBI BUILDERS LLC","1","1","Y","33.45639","-111.637047","POINT (-111.637047 33.45639)"
"BLD2016-05935","BLD2016-05935","5001 E MAIN ST","5001","E","MAIN","ST","212 DEBONAIR CIR","2","2016-09-28T00:00:00.000","2016","Sep","2017-02-16T00:00:00.000","2017","Feb","2016","Finaled","REBUILD OF A 431 SF PARK MODEL ON EXISTING CHASSIS. ENGINEERING PROVIDED BY: GARY HANCOCK #26025. TO BE CONSTRUCTED PER 2005 ANSI A119.5. NO GAS OR LP TANKS.  CONSTRUCT A 400 SF ARIZONA ROOM WITH ELECTRIC & PLUMBING FOR BATHROOM AND WASHER/DRYER AND 110 SQ FT STORAGE ROOM WITH ELECTRIC BUILT UNDER NEW CEILING JOISTS ON A RAISED DECK BUILT WITH ALL METAL CONSTRUCTION.  COVERED DECK AT FRONT OF AZ ROOM. MIN (1) 9' X 18' UNOBSTRUCTED PAVED PARKING SPACE REQUIRED BEHIND FRONT SETBACK-PARKING MAY ENCROACH INTO FRONT SETBACK. INTERIOR LOT.  MIN SETBACKS: 4' FRONT, 5' REAR, 0' PM SIDE, 3' AWNING SIDE.  APPROVED AS NOTED","0","RES","77280.45","Res(MBL) - Park Model Rebuild","SANDS BUILDERS","P O BOX 9370 PHOENIX AZ 85068 ",,"14034395",,"JOHN SCHNEE",,,"N","33.414375","-111.724678","POINT (-111.724743 33.413033)"
"BLD2017-00959","BLD2017-00959","4606 S EASTERN RUN ","4606","S","EASTERN RUN",,,"6","2017-02-21T00:00:00.000","2017","Feb","2017-09-28T00:00:00.000","2017","Sep","2017","Issued","MASTER PLAN 4927 EASTMARK DU 7N PARCEL 9. FRAME BUILT SINGLE STORY SINGLE FAMILY RESIDENCE WITH STUCCO FINISH, CONCRETE TILE ROOF OVER PRE-ENGINEERED WOOD ROOF TRUSSES. 4 BEDROOM. 3 CAR TANDEM GARAGE. ",,"RES","369834.77","Res (SFR) -- Single Family (Detached)","HSP ARIZONA INC","6710 N SCOTTSDALE RD SCOTTSDALE AZ 85253 ","2017-09-27T00:00:00.000","30494317",,"CALATLANTIC HOMES OF ARIZONA, INC","1","1","Y","33.33181","-111.601557","POINT (-111.601557 33.33181)"
"BLD2017-03454","BLD2017-03454","727 S GREENFIELD RD","727","S","GREENFIELD","RD","TS","0","2017-05-16T00:00:00.000","2017","May",,,,"2017","Issued","ELECTRICAL FOR TRAFFIC SIGNAL LOCATED AT DIAMOND & GREENFIELD","1500","COM","0","Com (OTH) -- Electrical","CITY OF MESA ENGINEERING","20 E. MAIN ST MESA AZ 85001 ",,"TRAFFIC SIGNAL",,"BRIAN BORDER",,,"N",,,
"BLD2017-03599","BLD2017-03599","8853 E JACARANDA CIR","8853","E","JACARANDA","CIR",,"5","2017-05-17T00:00:00.000","2017","May","2017-10-13T00:00:00.000","2017","Oct","2017","Issued","IRC 2006 - MASTER PLAN #2357 FOR MOUNTAIN BRIDGE. 2-STORY SINGLE FAMILY RESIDENCE. WOOD FRAMED, TRUSSES, TILE ROOF, POST TENSION SLAB, STUCCO & BRICK VENEER. MST2008-00089: VARIOUS ARCHITECTURAL CHANGES (SHEAR WALL DESIGN, GAS DESIGN, FRAMING). MST2008-00034: REVISE THICKNESS OF POST TENSION SLAB; REVISED SHEETS & STRUCTURAL DESIGN PROVIDED. MST2009-00104: ADD 3-CAR GARAGE OPTION WITH 2' & 4' EXT. MST2012-00010: ADD MULTI-SLIDE PATIO DOOR.",,"RES","325330.57","Res (SFR) -- Single Family (Detached)","MBI BUILDERS LLC","3321 E BASELINE RD GILBERT AZ 85234 ","2017-10-11T00:00:00.000","21931913",,"MBI BUILDERS LLC","1","1","Y","33.449705","-111.639722","POINT (-111.639722 33.449705)"
"BLD2016-05938","BLD2016-05938","1820 W LINDNER AVE","1820","W","LINDNER","AVE","OFFICE","3","2016-11-08T00:00:00.000","2016","Nov",,,,"2016","Issued","REMODEL EXISTING FITNESS FACILITY (INCLUDING ADDING A 2-HOUR OCCUPANCY FLOOR/ROOF SEPARATION), LEASING OFFICE AND POOL CABANA (ARCHITECTURAL, STRUCTURAL, PLUMBING, MECHANICAL AND ELECTRICAL). DEMOLITION OF EXISTING 288 SQ. FT. CABANA AND BULDING A NEW 435 SQ. FT. CABANA WITH 20 SQ FT POOL ENTRY ELEMENT. OCCUPANCY FOR THE OFFICE AND FITNESS FACILITY IS B, CONSRTUCTION TYPE VB WITH NO AFES AND THE POOL CABANA IS OCCUPANCY U AND CONSTRUCTION TYPE VB WITH NO AFES. NEW GAS LINE FOR BBQ. SPECIAL INSPECTIONS REQUIRED, EPOXY REBAR AND WELDING.
","75000","COM","20306.65","Com (OTH) -- Renovations/Remodels","RAMSTAR RENOVATIONS LLC","1400 PRESTON RD STE 400 PLANO TX 75093 ",,"30511736",,"JAMES DAY",,,"N","33.375614","-111.874481","POINT (-111.874481 33.375614)"
"PMT17-01157","PMT17-01157","7855 E EBOLA AVE MESA","7855","E","EBOLA","AVE",,"5","2017-09-26T00:00:00.000","2017","Sep","2018-02-15T00:00:00.000","2018","Feb","2017","C of C Issued","708.5 S.F. Addition to detached SFR. 230 S.F. Livable, 72 S.F. Covered Patio, 359 S.F. interior remodel and 406.5 S.F. new roof trusses and roofing on existing non-permit livable and covered patio addition - to be added to this permit. The non-permit addition was done by previous owners construction is framed walls and roof with asphalt shingles matching existing.","166033.14","RES",,"Remodeling With Addition",,,,"21867329",,"Todd E GRAFFA",,,"N","33.398315","-111.661458","POINT (-111.661458 33.398315)"
"PMT17-01214","PMT17-01214","233 N VAL VISTA DR MESA","233","N","VAL VISTA","DR",,"2","2017-08-28T00:00:00.000","2017","Aug","2021-12-15T00:00:00.000","2021","Dec","2017","C of C Issued","Replacing/Upgrading electrical infrastructure throughout mobile home park. SEE ADDENDA  PMT17-01214A  FOR CONSTRUCTION OF NEW  SES #2 INCLUDING THE INSTALATION AND UPGRADE OF NEW LOW VOLTAGE TRANSFORMERS AND FEEDERS TO THE EXISTING CLUBHOUSE BUILDING, POOL HOUSE BUILDING AND EMPTY CONDUIT PROVISIONS FOR THE FUTURE BALLROOM BUILDING.","350000","COM",,"Other Commercial","UTILITY CONSTRUCTION CO","P.O. BOX 1774",,"14020012F",,"Utility Construction Company, Inc.",,,"N","33.419334","-111.753408","POINT (-111.753408 33.419334)"
"BLD2016-03351","BLD2016-03351","3518 E DELTA AVE","3518","E","DELTA","AVE",,"2","2016-06-15T00:00:00.000","2016","Jun",,,,"2016","Finaled","ADDENDA TO BLD2015-07466 - LOWER HEIGHT OF STRUCTURE",,"RES","0","Res (OTH) -- Storage Shed/Barn",,"   ",,"14039224",,"LES MOREY",,,"N","33.401826","-111.75547","POINT (-111.75547 33.401826)"
"BLD2016-05939","BLD2016-05939","10353 E CORBIN AVE","10353","E","CORBIN","AVE",,"6","2016-09-26T00:00:00.000","2016","Sep","2017-05-15T00:00:00.000","2017","May","2016","Finaled","RYLAND HOMES PLAN #207.1. NEW SINGLE FAMILY, SINGLE STORY HOME.SEE ADDENDUM MST2015-00123 FOR ROOF VENTING",,"RES","292949.68","Res (SFR) -- Single Family (Detached)","THE RYLAND GROUP INC","890 W ELLIOT ROAD, STE 101 GILBERT AZ 85233 ","2017-05-11T00:00:00.000","30494587",,"RYLAND HOMES","1","1","Y","33.332953","-111.609642","POINT (-111.609642 33.332953)"
"BLD2017-03600","BLD2017-03600","2805 E PEARL ST","2805","E","PEARL","ST",,"1","2017-05-18T00:00:00.000","2017","May",,,,"2017","Issued","CODE MODIFICATION - APPEAL IS HEREBY MADE TO THE BUILDING OFFICIAL FOR A MODIFICATION FROM, OR INTERPRETATION OF SECTION: APPENDIX G SECTION AG105.2(1) THROUGH (9.1) OF THE 2006 IRC WITH MESA AMENDMENTS, WHICH REQUIRES THAT EITHER A FENCE OR POOL COVER BE PROVIDED AS BARRIER WHEN A MOVABLE WINDOW WALL IS PART OF THE EXTERIOR WALL OF A SFR. 
APPROVED WITH STIPULATIONS: INSTALLATION OF A TAMPER PROOF PIN 54"" FROM THE FLOOR AND A DOOR ALARM IN LIEU OF A POOL FENCE OR A POOL COVER. ""HOMEOWNER SHALL NOT CHANGE OR MODIFY THE BARRIER IN ANY WAY WITHOUT APPROVAL OF THE BUILDING OFFICIAL. HOMEOWNERS SHALL INFORM FUTURE OWNER OF THE CONDITIONS OF THIS CODE MODIFICATION.  REF POOL PERMIT BLD2017-01598
",,"RES","0","Com (OTH) -- Swimming Pool","PRESIDENTIAL POOLS & SPAS, LLC","525 E BASELINE RD GILBERT AZ 85233 ",,"14116162",,,,,"N","33.471779","-111.770311","POINT (-111.770311 33.471779)"
"BLD2016-05415","BLD2016-05415","3740 S SIGNAL BUTTE RD","3740","S","SIGNAL BUTTE","RD",,"6","2016-09-02T00:00:00.000","2016","Sep",,,,"2016","Issued","ADDENDA-REFERENCE PERMITS BLD2016-02234 & BLD2016-02279. ALTERATION & RENOVATION OF EXISTING MANUFACTING, ADMINISTRATIVE, UTILITY SUPPORT AND SITE WITH NEW CONSTRUCTION. FTZ FIRE PROTECTION. HOSE VALVES AND PIPING AND RACKS TO BE A SEPARATE PERMIT. 16'-6"" HIGH PILE STORAGE ",,"COM","0","Com (OTH) -- Fire Sprinklers","MORTENSON CONSTRUCTION","3100 W RAY RD STE 101 CHANDLER AZ 85226 ",,"30433005S",,"SHANNON FITZPATRICK",,,"N","33.347338","-111.601334","POINT (-111.601334 33.347338)"
"BLD2016-05942","BLD2016-05942","10408 E DURANT DR","10408","E","DURANT","DR",,"6","2016-09-22T00:00:00.000","2016","Sep","2017-04-26T00:00:00.000","2017","Apr","2016","Finaled","RYLAND HOMES MASTER PLAN #116.1 AT EASTMARK PARCEL 7-1. ONE STORY SINGLE FAMILY RESIDENCE. WOOD FRAMED, STUCCO, STONE VENEER, TRUSSES, CONCRETE TILE, POST-TENSION SLAB. 2-CAR SIDE ENTRY GARAGE, 3 BEDROOM, PATIO WITH OPT. EXTENDED PATIO. SEE ADDENDUM MST2015-00122",,"RES","235610.97","Res (SFR) -- Single Family (Detached)","HSP ARIZONA INC","6710 N SCOTTSDALE RD SCOTTSDALE AZ 85253 ","2017-04-24T00:00:00.000","30494577",,"RYLAND HOMES","1","1","Y","33.332496","-111.609406","POINT (-111.609406 33.332496)"
"BLD2016-03371","BLD2016-03371","1507 W JUANITA AVE","1507","W","JUANITA","AVE",,"3","2016-05-25T00:00:00.000","2016","May","2016-06-27T00:00:00.000","2016","Jun","2016","Finaled","DEMO EXISTING 9X20 BACK PATIO AND REPLACE WITH NEW 12X24 PATIO AND ADDING 2 CEILING FANS","3000","RES","0","Res (OTH) -- Renovations/Remodels",,"   ",,"30502653",,"CAROL BRANNING",,,"N","33.380962","-111.864852","POINT (-111.864852 33.380962)"
"BLD2016-04263","BLD2016-04263","8129 E FOUNTAIN ST","8129","E","FOUNTAIN","ST",,"5","2016-07-20T00:00:00.000","2016","Jul",,,,"2016","Finaled","DEFERRED FIRE SPRINKLERS: ADD NEW WET SYSTEM PER NFPA 13D DEFERRED FEES PAID 15-05091",,"RES","0","Res (OTH) -- Deferred Fire Sprinklers","METRO FIRE EQUIPMENT INC","63 S HAMILTON PL GILBERT AZ 85233 ",,"21808168",,"METRO FIRE EQUIPMENT INC",,,"N","33.434861","-111.655695","POINT (-111.655695 33.434861)"
"BLD2017-03601","BLD2017-03601","5048 S ADVANT TERR","5048","S","ADVANT","TERR",,"6","2017-05-18T00:00:00.000","2017","May",,,,"2017","Issued","CODE MODIFICATION - APPEAL IS HEREBY MADE TO THE BUILDING OFFICIAL FOR A MODIFICATION FROM, OR INTERPRETATION OF SECTION: APPENDIX G SECTION AG105.2(1) THROUGH (9.1) OF THE 2006 IRC WITH MESA AMENDMENTS, WHICH REQUIRES THAT EITHER A FENCE OR POOL COVER BE PROVIDED AS BARRIER WHEN A MOVABLE WINDOW WALL IS PART OF THE EXTERIOR WALL OF A SFR. 
APPROVED WITH STIPULATIONS: INSTALLATION OF A TAMPER PROOF PIN 54"" FROM THE FLOOR AND A DOOR ALARM IN LIEU OF A POOL FENCE OR A POOL COVER. ""HOMEOWNER SHALL NOT CHANGE OR MODIFY THE BARRIER IN ANY WAY WITHOUT APPROVAL OF THE BUILDING OFFICIAL. HOMEOWNERS SHALL INFORM FUTURE OWNER OF THE CONDITIONS OF THIS CODE MODIFICATION.  REF POOL PERMIT BLD2017-02543
",,"RES","0","Res (MSC) -- Swimming Pool","PRESIDENTIAL POOLS & SPAS, LLC","525 E BASELINE RD GILBERT AZ 85233 ",,"30450175",,,,,"N","33.323625","-111.604557","POINT (-111.604557 33.323625)"
"PMT17-01291","PMT17-01291","8865 E BASELINE RD 100 MESA","8865","E","BASELINE","RD","100","6","2017-10-24T00:00:00.000","2017","Oct","2018-05-08T00:00:00.000","2018","May","2017","C of C Issued","We are constructing a new pool and spa for the Monte Vista community. We will be constructing the pool, the respected plumbing for the pool equipment, with the water source, and sewage connection being done by others. Ref. Administrative Site Plan & Design Review approval PLN2016-00573, Z05-047.

We will be running the pool electrical needs to a panel provided by others. 

In addition we will be constructing the pool fence for the project.","86000","COM",,"Other Commercial","California Pools and Landscape","4320 W. Chandler Blvd, Suite 1",,"30403005F",,"California Pools and Landscape",,,"N","33.376959","-111.643226","POINT (-111.643226 33.376959)"
"PMT17-06155","PMT17-06155","303 N LINDSAY RD R38 MESA","303","N","LINDSAY","RD","R38","2","2017-12-27T00:00:00.000","2017","Dec",,,,"2017","Issued","CONSTRUCTION OF A 198 SQ FT ARIZONA ROOM WITH ELECTRIC ONLY BUILT UNDER EXISTING AWNING WITH CEILING JOIST ON CONCRETE SLAB, A 50 SQ FT SHED WITH ELECTRIC ONLY. NO PREVIOUS PERMITS ON FILE FOR THIS EXISTING 12'  X 32’ 1988 SCOTTSDALE PARK MODEL. MIN (1) 9’ X 18’ UNOBSTRUCTED PAVED PARKING SPACE PROVIDED BEHIND FRONT SETBACK. MIN SETBACKS FOR THIS 32'6"" X 47'6""  INTERIOR LOT ARE: 3’ FRONT MEASURED FROM EDGE OF ASPHALT,3’ REAR, 18"" SIDES. APPROVED AS NOTED.","14403.84","RES",,"Mobile Home Other Addition",,,,"14022001E",,"David Bertlesman",,,"N","33.419054","-111.768124","POINT (-111.768124 33.419054)"
"BLD2016-03389","BLD2016-03389","11249 E LAKEVIEW CIR","11249","E","LAKEVIEW","CIR",,"6","2016-07-14T00:00:00.000","2016","Jul","2016-11-30T00:00:00.000","2016","Nov","2016","Finaled","1048 SF ATTACHED GARAGE ADDITION WITH 223 SF LIVABLE ADDITION. NO NEW METERS","70000","RES","130618.79","Res (OTH) -- Garage/Carport","FARNSWORTH CONSTRUCTION CO","2351 S SIGNAL BUTTE RD MESA AZ 85209 ",,"30401038",,"FARNSWORTH CONSTRUCTION CO",,,"N","33.37502","-111.590636","POINT (-111.590636 33.37502)"
"BLD2016-05947","BLD2016-05947","6858 E POSADA CIR","6858","E","POSADA","CIR",,"6","2016-09-20T00:00:00.000","2016","Sep","2017-02-21T00:00:00.000","2017","Feb","2016","Finaled","MASTER PLAN #230.1903 FOR KB HOME FOR TWO STORY 1903 S.F. HOME WITH 2 CAR GARAGE. HOUSE HAS A POST TENSION SLAB.  FIRE SPRINKLER PLAN OPTION FOR KB HOMES  MASTER PLAN #1903  MST2015-00051. SEE ADDENDUM MST2015-00138.SEE ADDENDUM MST2016-00113 THE VILLAS AT SONORAN RIDGE.",,"RES","249691.86","Res (SFR) -- Single Family (Detached)","KB HOME PHOENIX INC","10429 S 51ST STREET SUITE 100 PHOENIX AZ 85044 ",,"30417800",,"KB HOMES","1","1","Y","33.359787","-111.685689","POINT (-111.685689 33.359787)"
