"grantee_name","address_line_1","address_line_2","city","state","zip","state_of_vermont_granting_department","grant_number","grant_description","funding_source","cfda","start_date","end_date","award_amount","year","location_1"
"Granville Town Treasurer","PO Box 66",,"Granville","VT","05747","AOT Maintenance Headquarters","08131-FE0476","Town of Granville FEMA 4022 Disaster","Federal Fund","97.036","2011-08-27T00:00:00.000","2015-09-30T00:00:00.000","525816.56","2012-01-01T00:00:00.000","
Granville, VT 05747
(43.98012332600047, -72.83420739199966)"
"Windsor Town Treasurer","29 Union St.",,"Windsor","VT","05089","Public Safety","02140-1112-2141","2012 FFY Highway Safety Any Time","Federal Fund","20.600","2011-10-01T00:00:00.000","2012-09-30T00:00:00.000","6500.00","2012-01-01T00:00:00.000","
Windsor, VT 05089
(43.48449289300049, -72.41866844599963)"
"Tivoly Inc","434 Baxter Ave",,"Derby Line","VT","05830-9299","Housing & Comm Development","07110-VTP-CT-13-038","FY 13 VT Training Program Grant","General Fund",,"2013-06-01T00:00:00.000","2014-05-31T00:00:00.000","43618.00","2013-01-01T00:00:00.000","
Derby Line, VT 05830-9299
(45.00476870900047, -72.10834675899963)"
"Hubbardton Town Treasurer","1831 Monument Hill Rd-Hubbardton",,"Castleton","VT","05735","AOT Maintenance Headquarters","08131-FE0559","Town of Hubbardton FEMA 4022 Disaster","Federal Fund","97.036","2011-08-27T00:00:00.000","2013-03-01T00:00:00.000","87884.78","2012-01-01T00:00:00.000","
Castleton, VT 05735
(43.628273470000465, -73.18102573099964)"
"St Johnsbury Community Justice","108 Cherry Street",,"St Johnsbury","VT","05819-2274","Corrections","03520-1306","Community Justice Services","General Fund",,"2012-07-01T00:00:00.000","2014-06-30T00:00:00.000","282000.00","2013-01-01T00:00:00.000","
St Johnsbury, VT 05819-2274
(44.41997878000046, -72.01735800199964)"
"Caledonia North Supervisory Union","119 Park Ave","PO Box 107","Lyndonville","VT","05851","Education Agency","05100-5840S0081301","TO SUPPORT THE EXPENSES OF THE LOCAL OR REGIONAL STANDARDS BOARD","Other Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","800.00","2013-01-01T00:00:00.000","
Lyndonville, VT 05851
(44.54575614200047, -72.01473935499968)"
"Windham Regional Commission","139 Main St Ste 505",,"Brattleboro","VT","05301","AOT Policy & Planning","08122-GR0153","STP SPR PL-1 (49)","Federal Fund","20.205","2011-10-01T00:00:00.000","2012-09-30T00:00:00.000","210724.00","2012-01-01T00:00:00.000","
Brattleboro, VT 05301
(42.84563370000046, -72.60088928699963)"
"Boys & Girls of Vergennes","PO Box 356",,"Vergennes","VT","05491","Health","03420-5841S","Healthy Retailers","Federal Fund","93.507","2011-11-01T00:00:00.000","2012-09-30T00:00:00.000","7000.00","2012-01-01T00:00:00.000","
Vergennes, VT 05491
(44.12722348700049, -73.29035910499965)"
"Palardy Farm","Guy T Palardy","207 Middle Rd","Alburgh","VT","05440","Agriculture, Food&Mrkts Agency","02200-ARM-CEAP-2012-012","CAPITAL EQUIPMENT ASSISTANCE PROGRAM","Special Fund",,"2012-12-17T00:00:00.000","2015-12-31T00:00:00.000","15997.50","2013-01-01T00:00:00.000","
Alburgh, VT 05440
(44.95382602300049, -73.28198627899963)"
"Bellows Free Academy Union #48","% Franklin Ctrl Supervisory Union","28 Catherine St","ST Albans","VT","05478","Education Agency","05100-4318U0481202","PERKINS BASIC GRANT FOR NORTHWEST TECHNICAL CENTER","Federal Fund","84.048","2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","154364.00","2012-01-01T00:00:00.000","
ST Albans, VT 05478
(44.80296743100047, -73.09478606199963)"
"Newfane Town Treasurer","PO Box 296",,"Newfane","VT","05345","AOT Maintenance Headquarters","08131-FE0451","Town of Newfane Disaster Repairs","Special Fund",,"2011-09-01T00:00:00.000","2013-12-31T00:00:00.000","172036.72","2012-01-01T00:00:00.000","
Newfane, VT 05345
(42.99563197900045, -72.64763720099967)"
"Southwestern Vermont Council on Aging","East Ridge Professional Bldg","1085 Us Rte 4 East","Rutland","VT","05701","Children and Families","03440-10265-13-OR","SNAP","General Fund",,"2012-10-01T00:00:00.000","2013-09-30T00:00:00.000","35415.00","2013-01-01T00:00:00.000","
Rutland, VT 05701
(43.619414003000486, -72.96350606599964)"
"Hartford Town School District","% Hartford Supervisory Union","73 Highland Ave","White River Jct","VT","05001","Education Agency","05100-4651T0931201","TITLE II A TEACHER AND PRINCIPAL TRAINING AND RECRUITING FUND","Federal Fund","84.367","2011-09-01T00:00:00.000","2012-06-30T00:00:00.000","194321.00","2012-01-01T00:00:00.000","
White River Jct, VT 05001
(43.659852970000486, -72.34645879999965)"
"Albany Town Treasurer","PO Box 284",,"Albany","VT","05820","Transportation Agency","08131-FE0773","FEMA 4066","Special Fund",,"2012-05-29T00:00:00.000","2013-12-22T00:00:00.000","11905.36","2013-01-01T00:00:00.000","
Albany, VT 05820
(44.748737418000474, -72.36835762699963)"
"Vermont State Dept of Motor Vehicles-","120 State St",,"Montpelier","VT","05602","Public Safety","02140-1112-1045","2012 FFY Driver Education Assessment","Federal Fund","20.600","2011-10-01T00:00:00.000","2011-12-31T00:00:00.000","30000.00","2012-01-01T00:00:00.000","
Montpelier, VT 05602
(44.263391614000454, -72.58152794299963)"
"Copley Professional Services Group, Inc.","PO Box 749",,"Morrisville","VT","05661-0749","Vermont Health Access","03410-6110-12","Blueprint For Health - Morrisville Health Service Area","Other Fund",,"2011-10-01T00:00:00.000","2014-05-30T00:00:00.000","5500.00","2012-01-01T00:00:00.000","
Morrisville, VT 05661-0749
(44.56190838100048, -72.59833735999968)"
"ST Albans Town Treasurer","PO Box 37",,"ST Albans Bay","VT","05481","Corrections","03520-1283","Transitional Housing FY13 & FY14","General Fund",,"2012-07-01T00:00:00.000","2014-06-30T00:00:00.000","133200.00","2013-01-01T00:00:00.000","
ST Albans Bay, VT 05481
(44.80859855900047, -73.13870972199965)"
"Orange County Parent Child Center, Inc.","361 VT Rte 110",,"Chelsea","VT","05038","Crime Victims' Services Center","02160-13SVP07","Supervised Visitation Programs","General Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","16999.45","2013-01-01T00:00:00.000","
Chelsea, VT 05038
(43.992072091000466, -72.46657647699965)"
"Northeast Kingdom Council on Aging Inc","481 Summer St Ste 101",,"ST Johnsbury","VT","05819","Disabilities Aging Ind. Living","03460-6-1771","AAA Allocation","Federal Fund","93.044","2011-10-01T00:00:00.000","2012-09-30T00:00:00.000","108168.00","2012-01-01T00:00:00.000","
ST Johnsbury, VT 05819
(44.42087633800048, -72.00629700999963)"
"Vermont Coffee Company LLC","1197 Exchange St Ste 3",,"Middlebury","VT","05753","Housing & Comm Development","07110-VTP-NE-13-023","FY 13 VT Training Program grant","General Fund",,"2012-10-22T00:00:00.000","2014-03-31T00:00:00.000","34254.00","2013-01-01T00:00:00.000","
Middlebury, VT 05753
(44.00681034900049, -73.17264856099968)"
"Conrad,Ross","dba Dancing Bee Gardens","PO Box 443","Middlebury","VT","05753","Agriculture, Food&Mrkts Agency","02200-WLEB-10","Dancing Bee Gardens Honey Barn Construction","Special Fund",,"2013-06-12T00:00:00.000","2014-06-11T00:00:00.000","6000.00","2013-01-01T00:00:00.000","
Middlebury, VT 05753
(44.00681034900049, -73.17264856099968)"
"Vermont Youth Conservation Corps Inc","1949 E Main St",,"Richmond","VT","05477","Forests, Parks & Recreation","06130-IRENE-VYCC-13","Irene Cleanup","Other Fund",,"2012-07-01T00:00:00.000","2013-12-31T00:00:00.000","198281.00","2013-01-01T00:00:00.000","
Richmond, VT 05477
(44.3971308830005, -72.98316721499964)"
"Norwich Town Treasurer","Nowich Police Department","PO Box 376","Norwich","VT","05055","Public Safety","02140-77152V-005","2007 Homeland Security Grant Program","Federal Fund","97.067","2011-07-13T00:00:00.000","2011-10-31T00:00:00.000","7048.00","2012-01-01T00:00:00.000","
Norwich, VT 05055
(43.7401008760005, -72.30243954899964)"
"ST Johnsbury Town School District","% ST Johnsbury Sup Union","257 Western Ave #2","ST Johnsbury","VT","05819-2622","Education Agency","05100-4226T1791201","IDEA B BASIC REGULAR GRANT","Federal Fund","84.027","2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","423973.00","2012-01-01T00:00:00.000","
ST Johnsbury, VT 05819-2622
(44.41661574700049, -72.02427959499965)"
"Lund Family Center","76 Glen Rd","PO Box 4009","Burlington","VT","05406","Education Agency","05100-4458R1141301","TEAM NUTRITION-GMHK CHALLENGE","Federal Fund","10.574","2012-10-01T00:00:00.000","2013-04-30T00:00:00.000","500.00","2013-01-01T00:00:00.000","
Burlington, VT 05406
(44.45516712200049, -73.20848616599966)"
"Rural Community Transportation Inc","1161 Portland St",,"ST Johnsbury","VT","05819","Public Transit","08143-GR0144","FY12 FTA PUBLIC TRANSIT COMBINED AGREEMENTS","Federal Fund","20.513","2011-07-01T00:00:00.000","2012-09-30T00:00:00.000","156000.00","2012-01-01T00:00:00.000","
ST Johnsbury, VT 05819
(44.42087633800048, -72.00629700999963)"
"Barre City Treasurer","LEPC #5","P O Box 418","Barre","VT","05641","Public Safety","02140-31291-005","Hazdardous Materials Emergency Prepardness, Planning & Training HMEP Grant","Federal Fund","20.703","2011-10-01T00:00:00.000","2012-09-30T00:00:00.000","3400.00","2012-01-01T00:00:00.000","
Barre, VT 05641
(44.196374249000485, -72.49216855999964)"
"Head Injury/Stroke Independence Project","PO Box 1837-A",,"Rutland","VT","05701","Disabilities Aging Ind. Living","03460-5-1800","Employment servcies for survivors of traumatic injuries","Federal Fund","84.126","2011-10-01T00:00:00.000","2012-09-30T00:00:00.000","48323.00","2012-01-01T00:00:00.000","
Rutland, VT 05701
(43.619414003000486, -72.96350606599964)"
"Copley Health Systems","528 Washington Highway",,"Morrisville","VT","05661","Health","03420-5943S","COPLEY HEALTH SYSTEM","Federal Fund","93.531","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","10000.00","2013-01-01T00:00:00.000","
Morrisville, VT 05661
(44.54626885200048, -72.60108915699965)"
"University of Vermont","Treasurer's Office","333 Waterman Bldg","Burlington","VT","05405-0160","Agriculture, Food&Mrkts Agency","02200-SCBGP65","DETERMINE EFFECTIVENESS OF 2 PROCEDURES IN REDUCING E. COLI LEVELS IN LEAFY GREEN WASH WATER","Federal Fund","10.170","2012-08-01T00:00:00.000","2012-09-30T00:00:00.000","5981.58","2013-01-01T00:00:00.000","
Burlington, VT 05405-0160
(44.4833680640005, -73.21934725299963)"
"Whitingham Town Treasurer","PO Box 529",,"Jacksonville","VT","05342","AOT Maintenance Headquarters","08131-FE0490","Town of Whitingham FEMA 4022 Disaster","Special Fund",,"2011-08-27T00:00:00.000","2013-09-30T00:00:00.000","52303.32","2012-01-01T00:00:00.000","
Jacksonville, VT 05342
(42.779072560000486, -72.80555642599967)"
"Puffer Child Care Center","PO Box 537",,"Morrisville","VT","05661","Children and Families","03440-32340-13/14 SFG","Quality early care, education and afterschool programs","General Fund",,"2013-01-01T00:00:00.000","2014-06-30T00:00:00.000","7001.04","2013-01-01T00:00:00.000","
Morrisville, VT 05661
(44.54626885200048, -72.60108915699965)"
"Windham Southeast Supervisory Union","53 Green Street",,"Brattleboro","VT","05301","Education Agency","05100-3219S0481201","ACT 230","Other Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","23958.00","2012-01-01T00:00:00.000","
Brattleboro, VT 05301
(42.84563370000046, -72.60088928699963)"
"Hinesburg Town Treasurer","10632 VT Route 115",,"Hinesburg","VT","05451-0501","Housing & Comm Development","07110 MP-2012-HINESBURG-00023","Infrastructure Planning","Special Fund",,"2011-11-15T00:00:00.000","2013-05-17T00:00:00.000","15000.00","2012-01-01T00:00:00.000","
Hinesburg, VT 05451-0501
(44.508258743000454, -73.07899631199967)"
"Springfield Town School District","% Springfield Sup Union","60 Park St","Springfield","VT","05156","Education Agency","05100-4255T1931302","SCHOOL EFFECTIVENESS DIRECTOR","Federal Fund","84.010","2013-01-02T00:00:00.000","2013-06-30T00:00:00.000","65000.00","2013-01-01T00:00:00.000","
Springfield, VT 05156
(43.30748171400046, -72.47202945899966)"
"Orleans Village Treasurer","1 Memorial Square",,"Orleans","VT","05860","Housing & Comm Development","07110-10-PG (08)","Biomass Feasibility Study","Federal Fund","14.228","2011-07-05T00:00:00.000","2012-12-31T00:00:00.000","40000.00","2012-01-01T00:00:00.000","
Orleans, VT 05860
(44.814968337000494, -72.13907603299964)"
"HowardCenter Inc","Attn Accounts Receivable Dept","208 Flynn Ave Ste 3J","Burlington","VT","05401","Health","03420-A13092P","HowardCenter, Inc.","Federal Fund","93.959","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","773880.00","2013-01-01T00:00:00.000","
Burlington, VT 05401
(44.47575810300049, -73.21083681399966)"
"Killington School District","% Windsor Central Sup Union","70 Amsden Way","Woodstock","VT","05091","Treasurer's Office","01260-201313A","US Forest Service Receipt payments to schools FY2013","Federal Fund","10.665","2013-02-25T00:00:00.000","2015-01-31T00:00:00.000","1405.72","2013-01-01T00:00:00.000","
Woodstock, VT 05091
(43.6202916950005, -72.53962905499964)"
"Association of Africans Living in","PO Box 5496",,"Burlington","VT","05401","Agriculture, Food&Mrkts Agency","02200-WLEB-01","Working Lands Enterprise Fund Enterprise Investment Area grant: Custom Goat Slaughter Facility","Special Fund",,"2013-06-05T00:00:00.000","2014-06-04T00:00:00.000","10868.00","2013-01-01T00:00:00.000","
Burlington, VT 05401
(44.47575810300049, -73.21083681399966)"
"Westford Town School District","% Chittenden Central Sup Union","51 Park St","Essex Jct","VT","05452","Education Agency","05100-3243T2321201","EARLY EDUCATION INITIATIVE","General Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","14000.00","2012-01-01T00:00:00.000","
Essex Jct, VT 05452
(44.499707773000466, -73.09464702199966)"
"Hubbardton Town Treasurer","1831 Monument Hill Rd-Hubbardton",,"Castleton","VT","05735","Public Safety","02140-70164V-128","FY10 State Homeland Security Grant Program","Federal Fund","97.067","2012-05-25T00:00:00.000","2012-09-30T00:00:00.000","2890.50","2012-01-01T00:00:00.000","
Castleton, VT 05735
(43.628273470000465, -73.18102573099964)"
"Williston Town Treasurer","7900 Williston Rd",,"Williston","VT","05495","Transportation Agency","08126-CA329","Williston Coopertive agreement","Federal Fund","20.205","2012-12-20T00:00:00.000","2017-01-15T00:00:00.000","20350.00","2013-01-01T00:00:00.000","
Williston, VT 05495
(44.436887683000464, -73.10777762899966)"
"Athens Town Treasurer","56 Brookline Rd",,"Athens","VT","05143","AOT Maintenance Headquarters","08131-FE0495","Town of Athens FEMA 4022 Disaster","Federal Fund","97.036","2011-07-27T00:00:00.000","2013-04-09T00:00:00.000","131297.82","2012-01-01T00:00:00.000","
Athens, VT 05143
(43.27570234300049, -72.61108701399962)"
"Leicester Town Treasurer","44 Schoolhouse Rd",,"Leicester","VT","05733","AOT Maintenance Headquarters","08131-FE0584","Town of Leicester FEMA 4022 Disaster","Special Fund",,"2011-08-27T00:00:00.000","2013-03-11T00:00:00.000","301.95","2012-01-01T00:00:00.000","
Leicester, VT 05733
(43.810720250000486, -73.09339565999966)"
"HomeShare Vermont","412 Farrell St Ste 300",,"S Burlington","VT","05403","Disabilities Aging Ind. Living","03460-6-1939","Homesharing and caregiving","GC Fund",,"2013-07-01T00:00:00.000","2014-06-30T00:00:00.000","179939.65","2013-01-01T00:00:00.000","
S Burlington, VT 05403
(44.45198657800046, -73.17863597799965)"
"Good Samaritan Haven","PO Box 1104",,"Barre","VT","05641","Mental Health","03150-A5007-FY13-PATH","PATH","GC Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","18620.00","2013-01-01T00:00:00.000","
Barre, VT 05641
(44.196374249000485, -72.49216855999964)"
"Essex Caledonia Supervisory Union","PO Box 255",,"Concord","VT","05824","Education Agency","05100-4250S0181301","TITLE I GRANTS TO LOCAL EDUCATION AGENCIES","Federal Fund","84.010","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","356481.00","2013-01-01T00:00:00.000","
Concord, VT 05824
(44.4403289280005, -71.89205812499966)"
"Dummerston Town Treasurer","1523 Middle Rd",,"E Dummerston","VT","05346","AOT Maintenance Headquarters","08131-FE0474","Town of Dummerston FEMA 4022 Disaster","Special Fund",,"2011-08-27T00:00:00.000","2013-03-01T00:00:00.000","2903.67","2012-01-01T00:00:00.000","
E Dummerston, VT 05346
(43.025060701000484, -72.52084994099965)"
"Lamoille Family Center","480 Cady's Falls Rd",,"Morrisville","VT","05661","Children and Families","03440-32309-13-BBFDS","Building Bright Futures Direct Services","General Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","5989.10","2013-01-01T00:00:00.000","
Morrisville, VT 05661
(44.54626885200048, -72.60108915699965)"
"Windsor Southeast Supervisory Union","105 Main St Ste 200",,"Windsor","VT","05089","Education Agency","05100-3219S0521201","ACT 230 FUNDS EFFECT POSITIVE OUTCOMES FOR STUDENTS AND SCHOOL PERSONNEL","Other Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","3886.00","2012-01-01T00:00:00.000","
Windsor, VT 05089
(43.48449289300049, -72.41866844599963)"
"MT Holly Town School District","% Rutland-Windsor Supervisory Union","609 Rt 103 S","Ludlow","VT","05149","Treasurer's Office","01260-201208","US Forest Service Receipt payments to schools FY2012","Federal Fund","10.665","2012-02-25T00:00:00.000","2014-01-31T00:00:00.000","2847.09","2012-01-01T00:00:00.000","
Ludlow, VT 05149
(43.41627196100046, -72.69694866799966)"
"Green Mountain Performing Arts Inc","37 Commercial Dr",,"Waterbury","VT","05676","BGS Capital Projects","01181-7140","Performing Arts education","Other Fund",,"2011-12-01T00:00:00.000","2012-06-30T00:00:00.000","5000.00","2012-01-01T00:00:00.000","
Waterbury, VT 05676
(44.3421404930005, -72.76712919699963)"
"Chittenden County Transportation Auth","15 Industrial Parkway",,"Burlington","VT","05401","AOT Maintenance Headquarters","08131-FE0640","Chittenden County Trans. Authority","Special Fund",,"2011-08-27T00:00:00.000","2014-03-01T00:00:00.000","35560.26","2012-01-01T00:00:00.000","
Burlington, VT 05401
(44.47575810300049, -73.21083681399966)"
