"propletter","proptitle","month","day","year","date","description","pass_fail","vote_counts_yes","vote_counts_no","percent_vote_yes","percent_vote_no","percent_required_to_pass","kind","howplaced","voter_information_pamphlet"
"E","New Charter","November","4","1969","1969-11-04T00:00:00.000","Shall the proposed new Charter for the City of San Francisco be adopted?","F","64598","108387","0.37","0.63","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November4_1969.pdf"
"F","Size of Police Force","November","4","1969","1969-11-04T00:00:00.000","Removes the limitation to the size of the police force of the City.","P","107913","64073","0.63","0.37","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November4_1969.pdf"
"G","Police, Fire Promotional Examinations","November","4","1969","1969-11-04T00:00:00.000","The Civil Service Commission shall provide promotional examinations for the uniformed forces of the Police and Fire Departments within three years from the adoption of the list resulting from the immediate prior examination.","F","64263","105248","0.38","0.62","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November4_1969.pdf"
"H","Collective Bargaining","November","4","1969","1969-11-04T00:00:00.000","To require the Board of Supervisors to enact legislation providing for collective bargaining procedures for certain City employees.","F","45120","125385","0.27","0.74","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November4_1969.pdf"
"I","Port Revenue Bonds","November","4","1969","1969-11-04T00:00:00.000","Relating to revenue bonds of the Port Commission and to expenditures of Port revenues.","P","103387","62345","0.62","0.38","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November4_1969.pdf"
"J","Progressive Payments on City Contracts","November","4","1969","1969-11-04T00:00:00.000","Relating to progressive payments on City contracts.","F","66955","95732","0.41","0.59","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November4_1969.pdf"
"K","Crafts and Trades Pay set August, not July","November","4","1969","1969-11-04T00:00:00.000","To change the dates for revising pay rates of compensation for employees whose rate of pay is established through collective bargaining agreements in private employment from July to August.","F","64166","97027","0.40","0.60","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November4_1969.pdf"
"L","Health Service, City Pay Full Costs","November","4","1969","1969-11-04T00:00:00.000","To provide for payment by the City and the Unified School District of the total cost of the health service system for members of the Unified School District, exclusive of dependents.","F","49519","119540","0.29","0.71","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November4_1969.pdf"
"M","California Academy of Sciences Admission Fee","November","4","1969","1969-11-04T00:00:00.000","To permit an admission charge to the Academy of Sciences subject to approval of the Board of Supervisors.","P","95905","75048","0.56","0.44","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November4_1969.pdf"
"N","Underwriter's Fire Patrol Retirement Credit","November","4","1969","1969-11-04T00:00:00.000","To grant credit under the retirement system to members of the Fire Department for service in Underwriters Fire Patrol upon payment of necessary contributions.","P","96282","70878","0.58","0.42","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November4_1969.pdf"
"O","Military Service Retirement Credit","November","4","1969","1969-11-04T00:00:00.000","To grant service credit under the retirement system for time in military service to employees whose entry into City service was delayed by such military service.","F","76484","91286","0.46","0.54","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November4_1969.pdf"
"P","Board of Education, Elected","November","4","1969","1969-11-04T00:00:00.000","Shall the Board of Education be elective?","P","85618","84555","0.50","0.50","50%+1","Policy Declaration","Initiative","https://webbie1.sfpl.org/multimedia/pdf/elections/November4_1969.pdf"
"Q","Election by District, Board of Education","November","4","1969","1969-11-04T00:00:00.000","To provide for the election of members of the Board of Education by districts. To divide the City into seven (7) districts and establish the boundaries thereof.","F","48160","122956","0.28","0.72","50%+1","Policy Declaration","Initiative","https://webbie1.sfpl.org/multimedia/pdf/elections/November4_1969.pdf"
"A","Public School Building Bonds $45,000,000","June","2","1970","1970-06-02T00:00:00.000","To incur a bonded indebtedness of $45,000,000 for the improvement of the public schools of the City including additions to and reconstruction, replacement, alteration and improvement of existing school buildings.","F","77448","96811","0.44","0.56","66 2/3%","Bond Issue","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/June2_1970.pdf"
"B","Street Lighting Improvement Bonds $5,000,000","June","2","1970","1970-06-02T00:00:00.000","To incur a bonded indebtedness of $5,000,000 for improvements to street lighting in the City.","F","112893","62147","0.65","0.36","66 2/3%","Bond Issue","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/June2_1970.pdf"
"C","Fire Protection Systems Improvement Bonds $5,767,000","June","2","1970","1970-06-02T00:00:00.000","To incur a bonded indebtedness of $5,767,000 for additions to and improvements of the fire protection systems in the City.","F","107495","65370","0.62","0.38","66 2/3%","Bond Issue","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/June2_1970.pdf"
"D","Creation of Airports Commission","June","2","1970","1970-06-02T00:00:00.000","To amend the Charter to allow for the creation of an Airports Commission to succeed the Public Utilities Commission in the management and control of airport and air transportation facilities owned or operated by the City.","P","86513","81074","0.52","0.48","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/June2_1970.pdf"
"E","Fire Department Pay and Work Time","June","2","1970","1970-06-02T00:00:00.000","Relating to the administration and working conditions applicable to members of the Fire Department.","F","51635","111461","0.32","0.68","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/June2_1970.pdf"
"F","Bonded Debt Limit","June","2","1970","1970-06-02T00:00:00.000","To allow for boded indebtedness for the purposes of sewage collection, water pollution control and air transportation facilities to be outside the limit of bonded indebtedness the City can carry.","P","88708","75001","0.54","0.46","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/June2_1970.pdf"
"G","Fixed Salaries, Disabled Persons","June","2","1970","1970-06-02T00:00:00.000","To authorize the Board of Supervisors to change the method of fixing the pay of disabled employees in accordance with regular salary standardization procedures.","P","88710","74433","0.54","0.46","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/June2_1970.pdf"
"H","Compulsory School Busing, Elementary School","June","2","1970","1970-06-02T00:00:00.000","Shall the San Francisco Unified School District compel elementary school children (kindergarten through sixth grades) to be bused or reassigned to schools out of their immediate neighborhoods, without parental consent?","F","39484","132007","0.23","0.77","50%+1","Policy Declaration","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/June2_1970.pdf"
"I","Police Department Pay and Fringes and Parity","June","2","1970","1970-06-02T00:00:00.000","Relating to the organization and operation of the Police Department and the working conditions of the members thereof and relating to parity pay in the Police and Fire Departments.","F","42847","137355","0.24","0.76","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/June2_1970.pdf"
"A","Water Pollution Control Bonds $65,000,000","November","3","1970","1970-11-03T00:00:00.000","To incur a bonded indebtedness of $65,000,000 for improvement of the water pollution control systems and facilities of the City.","P","177122","47624","0.79","0.21","66 2/3%","Bond Issue","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1970.pdf"
"B","School Bonds Hunters Point Redevelopment Project, $5,498,000","November","3","1970","1970-11-03T00:00:00.000","To incur a bonded indebtedness of $5,498,000 for school purposes to serve the Hunters Point Redevelopment Project including land acquisition, construction of new school buildings and grounds, and improvements to existing schools.","F","142000","81339","0.64","0.36","66 2/3%","Bond Issue","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1970.pdf"
"C","Military Service Retirement Credit, Market Street Railway","November","3","1970","1970-11-03T00:00:00.000","To permit former employs of the Market Street Railway Company to receive credit under the retirement system for time spent in military service upon payment of necessary contributions.","P","120724","91168","0.57","0.43","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1970.pdf"
"D","Military Service Retirement Credit, Eligibles","November","3","1970","1970-11-03T00:00:00.000","To permit employees whose entry into City Service was delayed due to military service to receive credit under the retirement system upon payment of necessary contributions.","F","101326","109885","0.48","0.52","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1970.pdf"
"E","Increase Maximum Rate Interest General Obligation Bonds","November","3","1970","1970-11-03T00:00:00.000","To authorize the Board of Supervisors by a two-thirds vote to increase the maximum rate of interest to not more than 7% (percent) on bonds authorized but not sold.","P","126333","77032","0.62","0.38","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1970.pdf"
"F","Increase Police Funds, Pay Exonerated Officer","November","3","1970","1970-11-03T00:00:00.000","To increase the amount of the contingent fund and narcotic fund of the Chief of Police. To permit the Police Commission to order payment of the salary of suspended members of the department upon exoneration of charges.","P","122674","85237","0.59","0.41","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1970.pdf"
