"fund_type","study_area_code","company_name","carrier","latitude","longitude","deployment_address","deployment_city","deployment_state","deployment_zip_code","deployment_date","deployment_year","census_block","locations_obligation","locations_deployed","target_build_out","milestone_certification_date","speed_tier","technology","other_technology","latency","total_state_support"
"CAF II","145115","CONSOLIDATED COMMUNICATIONS INC.","CONSOLIDATED COMMUNICATIONS OF VERMONT COMPANY","44.570128","-71.760388","75 PORRELL RD","GRANBY","VT","05858","2019-10-04T00:00:00.000","2019","500099505001029","28399","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"8789364"
"CAF II","541863","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER COMMUNICATIONS OF THE SOUTHWEST","34.834056","-114.602541","591 CIBOLA ST","NEEDLES","CA","92363","2015-12-31T00:00:00.000","2015","060710107001021","90224","1",,,"10 Mbps/1 Mbps",,,,"3933434"
"CAF II","541863","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER COMMUNICATIONS OF THE SOUTHWEST","34.424802","-117.603438","9626 MINERO RD","PI??N HILLS","CA","92372","2017-08-17T00:00:00.000","2017","060710091073086","90224","1","40","2017-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"35721414"
"CAF II","442147","WINDSTREAM HOLDINGS, INC.","WINDSTREAM SUGARLAND","31.121530","-95.239080","5145 GROVETON FLAT PRAIRIE RD","GROVETON","TX","75845","2019-01-01T00:00:00.000","2019","484559503001022","44580","1","80","2019-12-31T00:00:00.000","100 Mbps/20 Mbps",,,,"21260796"
"CAF II","105111","CONSOLIDATED COMMUNICATIONS INC.","NORTHERN NEW ENGLAND TELEPHONE OPERATIONS LLC","46.055721","-67.862480","147 HODGDON MILLS RD","HODGDON","ME","04730","2019-01-01T00:00:00.000","2019","230039529001028","35500","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13289220"
"CAF II","361375","CONSOLIDATED COMMUNICATIONS HOLDINGS, INC.","MID-COMM-HICKORYTECH","44.139590","-94.103881","54267 207TH MILITARY RD","MANKATO","MN","56001","2016-12-01T00:00:00.000","2016","270131709003040","4266","1",,,"10 Mbps/1 Mbps",,,,"3562169"
"CAF II","421885","WINDSTREAM HOLDINGS, INC.","WINDSTREAM MO","37.439083","-93.272973","5567 HIGHWAY H","PLEASANT HOPE","MO","65725","2019-01-01T00:00:00.000","2019","291679603001088","27509","1","80","2019-12-31T00:00:00.000","100 Mbps/20 Mbps",,,,"14187912"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","34.479798","-84.267168","11 WHITE ASTER LN","BIG CANOE","GA","30143","2019-01-01T00:00:00.000","2019","130859701003038","64721","1","80","2019-12-31T00:00:00.000","100 Mbps/20 Mbps",,,,"24867804"
"CAF II","361375","CONSOLIDATED COMMUNICATIONS HOLDINGS, INC.","MID-COMM-HICKORYTECH","44.203819","-94.043577","27 DANBURY CT","NORTH MANKATO","MN","56003","2016-12-01T00:00:00.000","2016","271034802002130","4266","1",,,"10 Mbps/1 Mbps",,,,"3562169"
"CAF II","401691","WINDSTREAM HOLDINGS, INC.","WINDSTREAM AR","35.184031","-92.038007","212 NURSERY RD","ROMANCE","AR","72136","2019-01-01T00:00:00.000","2019","051450710002073","32312","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13163784"
"CAF II","145115","CONSOLIDATED COMMUNICATIONS INC.","CONSOLIDATED COMMUNICATIONS OF VERMONT COMPANY","44.734119","-72.750877","245 MAXFIELD RD","WATERVILLE","VT","05492","2019-01-01T00:00:00.000","2019","500159530002014","28399","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"8789364"
"CAF II","210336","WINDSTREAM HOLDINGS, INC.","WINDSTREAM FL","30.729818","-81.942727","28036 PIKE RD","HILLIARD","FL","32046","2019-11-15T00:00:00.000","2019","120890504002178","17891","1","80","2019-12-31T00:00:00.000","100 Mbps/20 Mbps",,,,"5236620"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","31.694091","-83.527062","7001 BUSSEY RD","SYCAMORE","GA","31790","2019-01-01T00:00:00.000","2019","132879703002038","64721","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"24867804"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","37.559210","-85.376460","126 SILVERADO LN","LEBANON","KY","40033","2019-01-01T00:00:00.000","2019","211559703001051","62070","1","80","2019-12-31T00:00:00.000","100 Mbps/20 Mbps",,,,"21576984"
"CAF II","210336","WINDSTREAM HOLDINGS, INC.","WINDSTREAM FL","29.915974","-82.852103","5302 292ND TER","BRANFORD","FL","32008","2019-01-01T00:00:00.000","2019","121219706004000","17891","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"5236620"
"CAF II","170149","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-BREEZEWOOD","41.616224","-76.872218","166 BARLOW LN","CANTON TWP","PA","17765","2016-09-20T00:00:00.000","2016","420159514002061","11031","1",,,"10 Mbps/1 Mbps",,,,"14477156"
"CAF II","442109","CONSOLIDATED COMMUNICATIONS, INC.","CONSOLIDATED COMM-TX","31.415661","-94.626232","905 WATER WELL RD","LUFKIN","TX","75901","2016-12-01T00:00:00.000","2016","480050011001013","5088","1",,,"10 Mbps/1 Mbps",,,,"9648351"
"CAF II","330870","FRONTIER COMMUNICATIONS CORPORATION","RHINELNDER-FRONTIER","43.036995","-89.121362","3448 THORSTAD LN","DEERFIELD","WI","53531","2017-12-19T00:00:00.000","2017","550250119001086","76735","1","40","2017-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"30983712"
"ACAM","300633","HANSON COMMUNICATIONS","MIDDLE POINT HOME","40.855814","-84.485793","10228 CHENOWITH RD","MIDDLE POINT","OH","45863","2019-06-04T00:00:00.000","2019","391610201002127","477","1",,,"1 Gbps/500 Mbps",,,,"759309.6"
"CAF II","330870","FRONTIER COMMUNICATIONS CORPORATION","RHINELNDER-FRONTIER","45.722536","-89.684666","9232 S SHORE RD","HARSHAW","WI","54529","2017-09-30T00:00:00.000","2017","550859709003069","76735","1","40","2017-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"30983712"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","30.686570","-82.566149","80 DAY AVE","FARGO","GA","31631","2019-01-01T00:00:00.000","2019","130659702001146","64721","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"24867804"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","37.605700","-84.106120","12485 RED LICK RD","IRVINE","KY","40336","2019-01-01T00:00:00.000","2019","210659203004038","62070","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21576984"
"CAF II","351096","MUTUAL TELEPHONE COMPANY (IA)","HEARTLAND TELECOMMUNICATIONS COMPANY OF IOWA D/B/A PREMIER C","43.149379","-96.118501","3461B IBEX AVE","HULL","IA","51239","2019-12-31T00:00:00.000","2019","191670702003012","2767","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2184036"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.76743270","-84.98970510","85 BEARS TRL","GALLATIN COUNTY","KY","41045","2019-10-18T00:00:00.000","2019","210779601012010","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","442109","CONSOLIDATED COMMUNICATIONS, INC.","CONSOLIDATED COMM-TX","30.493754","-95.644691","18833 BEAR CANYON DR","MONTGOMERY","TX","77356","2016-12-01T00:00:00.000","2016","483396947001001","5088","1",,,"10 Mbps/1 Mbps",,,,"9648351"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7840907","-84.696499","845 MARS DR","GALLATIN COUNTY","KY","41092","2019-12-20T00:00:00.000","2019","210779601021071","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","335220","AT&T INC.","WISCONSIN BELL","42.794072","-89.241614","8347 N TOLLES RD","EVANSVILLE","WI","53536","2019-12-31T00:00:00.000","2019","551050029005048","24513","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"9070392"
"CAF II","401691","WINDSTREAM HOLDINGS, INC.","WINDSTREAM AR","34.103980","-94.024760","146 CHERRY SPRINGS RD","DIERKS","AR","71833","2019-01-01T00:00:00.000","2019","050619501004063","32312","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13163784"
"CAF II","320750","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER OF INDIANA","38.403077","-87.307788","1609 W COUNTY ROAD 125 S","PETERSBURG","IN","47567","2016-05-06T00:00:00.000","2016","181259541002216","59894","1",,,"10 Mbps/1 Mbps",,,,"22815084"
"CAF II","150072","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-AUSABLE VAL","42.737232","-77.580173","5921 LAWRENCE HILL RD","SPRINGWATER","NY","14560","2015-12-31T00:00:00.000","2015","360690520004035","45610","1",,,"10 Mbps/1 Mbps",,,,"13782569"
"CAF II","442147","WINDSTREAM HOLDINGS, INC.","WINDSTREAM SUGARLAND","30.995427","-93.665189","142 COUNTY ROAD 2090","BURKEVILLE","TX","75932","2019-11-15T00:00:00.000","2019","483519501001096","44580","1","80","2019-12-31T00:00:00.000","100 Mbps/20 Mbps",,,,"21260796"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7243955","-84.8501569","100 BOONE TRLS","GALLATIN COUNTY","KY","41086","2019-12-20T00:00:00.000","2019","210779601011014","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","351096","MUTUAL TELEPHONE COMPANY (IA)","HEARTLAND TELECOMMUNICATIONS COMPANY OF IOWA D/B/A PREMIER C","43.220075","-96.039918","2964 JAY AVE","BOYDEN","IA","51234","2019-12-31T00:00:00.000","2019","191670701003020","2767","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2184036"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","37.593704","-83.922378","4395 WAGERSVILLE RD","IRVINE","KY","40336","2019-01-01T00:00:00.000","2019","210659204001029","62070","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21576984"
"CAF II","320750","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER OF INDIANA","39.430732","-87.515832","2930 S ROBINSON PL","WEST TERRE HAUTE","IN","47885","2019-11-06T00:00:00.000","2019","181670104002090","59894","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"22815084"
"CAF II","200271","FRONTIER COMMUNICATIONS CORPORATION","CITIZENS-FRONTIER-WV","38.648800","-82.147220","173 MEGAN LN","APPLE GROVE","WV","25502","2015-12-31T00:00:00.000","2015","540539551024041","89190","1",,,"10 Mbps/1 Mbps",,,,"25768124"
"CAF II","401691","WINDSTREAM HOLDINGS, INC.","WINDSTREAM AR","34.971368","-92.666441","17 CAPTAIN ADAM DR","BIGELOW","AR","72016","2019-01-01T00:00:00.000","2019","051059527004000","32312","1","80","2019-12-31T00:00:00.000","100 Mbps/20 Mbps",,,,"13163784"
"CAF II","361123","FRONTIER COMMUNICATIONS CORPORATION","CITIZENS-FRONTIER-MN","45.455984","-92.717823","19124 350TH ST","TAYLORS FALLS","MN","55084","2016-12-30T00:00:00.000","2016","270251107001007","46910","1",,,"10 Mbps/1 Mbps",,,,"27551364"
"CAF II","145115","CONSOLIDATED COMMUNICATIONS INC.","CONSOLIDATED COMMUNICATIONS OF VERMONT COMPANY","44.691677","-72.959465","151 COOLUM RD","FAIRFAX","VT","05454","2019-01-01T00:00:00.000","2019","500110110002003","28399","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"8789364"
"CAF II","330870","FRONTIER COMMUNICATIONS CORPORATION","RHINELNDER-FRONTIER","45.047614","-89.767517","8303 COUNTY ROAD O","WAUSAU","WI","54401","2019-01-28T00:00:00.000","2019","550730023007041","76735","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"30983712"
"CAF II","401691","WINDSTREAM HOLDINGS, INC.","WINDSTREAM AR","35.353435","-92.232756","1249 HIGHWAY 107","QUITMAN","AR","72131","2019-01-01T00:00:00.000","2019","050450302002021","32312","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13163784"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.711005800","-84.96364240","130 CHAPEL HILL RD","GALLATIN COUNTY","KY","41045","2019-12-13T00:00:00.000","2019","210779601012186","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","105111","CONSOLIDATED COMMUNICATIONS INC.","NORTHERN NEW ENGLAND TELEPHONE OPERATIONS LLC","43.752220","-69.837510","78 SMALL POINT RD","PHIPPSBURG","ME","04562","2019-01-01T00:00:00.000","2019","230239707002025","35500","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13289220"
"CAF II","300615","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER NORTH, INC.","39.714945","-83.068164","6638 STATE ROUTE 316","CIRCLEVILLE","OH","43113","2016-07-14T00:00:00.000","2016","391290214022055","66592","1",,,"10 Mbps/1 Mbps",,,,"22927848"
"CAF II","371568","WINDSTREAM HOLDINGS, INC.","WINDSTREAM NE","40.816420","-95.949710","415 24TH ST","UNION","NE","68455","2019-01-01T00:00:00.000","2019","310259660003300","21560","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13591440"
"CAF II","541863","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER COMMUNICATIONS OF THE SOUTHWEST","34.456819","-117.096641","26035 DEL ORO RD","APPLE VALLEY","CA","92308","2019-04-25T00:00:00.000","2019","060710097081181","90224","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"38074824"
"CAF II","401691","WINDSTREAM HOLDINGS, INC.","WINDSTREAM AR","33.194637","-91.938776","150 ASHLEY ROAD 15","CROSSETT","AR","71635","2019-01-01T00:00:00.000","2019","050039602002125","32312","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13163784"
"CAF II","105111","CONSOLIDATED COMMUNICATIONS INC.","NORTHERN NEW ENGLAND TELEPHONE OPERATIONS LLC","44.438931","-67.893620","305 PIGEON HILL RD","STEUBEN","ME","04680","2019-12-09T00:00:00.000","2019","230299565002073","35500","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13289220"
"CAF II","330870","FRONTIER COMMUNICATIONS CORPORATION","RHINELNDER-FRONTIER","45.080824","-89.615382","T1150 WISCONSIN RIVER ROAD","WAUSAU","WI","54403","2019-04-08T00:00:00.000","2019","550730015002021","76735","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"30983712"
"ACAM","240527","HOME TEL CO","HOME TEL CO","33.211815","-80.268530","4081 STATE RD","RIDGEVILLE","SC","29472","2019-06-06T00:00:00.000","2019","450150201022021","3198","1",,,"25 Mbps/3 Mbps",,,,"2279643.84"
"CAF II","442147","WINDSTREAM HOLDINGS, INC.","WINDSTREAM SUGARLAND","33.524460","-94.634079","510 US HIGHWAY 259","DE KALB","TX","75559","2019-01-01T00:00:00.000","2019","480370116003001","44580","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21260796"
"CAF II","401691","WINDSTREAM HOLDINGS, INC.","WINDSTREAM AR","35.171561","-92.221426","71 HIGHWAY 107","ENOLA","AR","72047","2019-01-01T00:00:00.000","2019","050450302002194","32312","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13163784"
"CAF II","150072","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-AUSABLE VAL","42.927858","-74.388023","159 LUSSO RD","FULTONVILLE","NY","12072","2015-12-31T00:00:00.000","2015","360570727002037","45610","1",,,"10 Mbps/1 Mbps",,,,"13782569"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7860795","-84.7304794","210 MIDWAY CT","GALLATIN COUNTY","KY","41092","2019-12-20T00:00:00.000","2019","210779601021060","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","265182","AT&T INC.","SO CENTRAL BELL-KY","37.646128","-82.573717","122 OLLIE JAMES RD","PIKEVILLE","KY","41501","2019-12-31T00:00:00.000","2019","211959301002013","84333","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"30962544"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.721837300","-84.95700820","4246 KNOX LILLARD RD","GALLATIN COUNTY","KY","41083","2019-12-13T00:00:00.000","2019","210779601012159","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","545170","AT&T INC.","PACIFIC BELL","36.483735","-119.393346","38208 ROAD 80","DINUBA","CA","93618","2019-12-31T00:00:00.000","2019","061070003021007","141540","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"60240432"
"CAF II","541863","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER COMMUNICATIONS OF THE SOUTHWEST","33.547229","-117.273164","22016 WOODWARD WAY","MURRIETA","CA","92562","2015-12-31T00:00:00.000","2015","060650432721027","90224","1",,,"10 Mbps/1 Mbps",,,,"3933434"
"CAF II","421885","WINDSTREAM HOLDINGS, INC.","WINDSTREAM MO","39.099117","-91.150787","40 BIG LEAD CREEK LN","SILEX","MO","63377","2019-11-15T00:00:00.000","2019","291138102022042","27509","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"14187912"
"CAF II","145115","CONSOLIDATED COMMUNICATIONS INC.","CONSOLIDATED COMMUNICATIONS OF VERMONT COMPANY","44.929874","-72.685333","1437 MONTGOMERY RD","BERKSHIRE","VT","05476","2019-01-01T00:00:00.000","2019","500110102001028","28399","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"8789364"
"CAF II","210336","WINDSTREAM HOLDINGS, INC.","WINDSTREAM FL","30.595080","-83.050700","2955 NW COUNTY ROAD 150","JASPER","FL","32052","2019-01-01T00:00:00.000","2019","120479601003014","17891","1","80","2019-12-31T00:00:00.000","100 Mbps/20 Mbps",,,,"5236620"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7939265","-84.6931317","10015 HWY 16","GALLATIN COUNTY","KY","41092","2019-12-20T00:00:00.000","2019","210779601021072","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","200271","FRONTIER COMMUNICATIONS CORPORATION","CITIZENS-FRONTIER-WV","39.318189","-77.789270","189 FIVE FORKS DR","HARPERS FERRY","WV","25425","2016-07-01T00:00:00.000","2016","540379726022021","89190","1",,,"10 Mbps/1 Mbps",,,,"38068332"
"CAF II","210336","WINDSTREAM HOLDINGS, INC.","WINDSTREAM FL","30.351970","-82.800367","15359 SE 99TH TRL","WHITE SPRINGS","FL","32096","2019-01-01T00:00:00.000","2019","120479603002035","17891","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"5236620"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","37.466731","-85.167025","645 MARLOWE LN","BRADFORDSVILLE","KY","40009","2019-01-01T00:00:00.000","2019","211559708001049","62070","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"21576984"
"CAF II","125113","CONSOLIDATED COMMUNICATIONS INC.","NORTHERN NEW ENGLAND TELEPHONE OPERATIONS LLC","43.317311","-72.033137","885 ROUTE 103","NEWBURY","NH","03255","2015-01-01T00:00:00.000","2015","330130405002046","13131","1",,,"10 Mbps/1 Mbps",,,,"3546398"
"CAF II","145115","CONSOLIDATED COMMUNICATIONS INC.","CONSOLIDATED COMMUNICATIONS OF VERMONT COMPANY","43.966374","-72.727164","847 BENT HILL RD","BRAINTREE","VT","05060","2019-01-01T00:00:00.000","2019","500179593002023","28399","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"8789364"
"CAF II","371568","WINDSTREAM HOLDINGS, INC.","WINDSTREAM NE","40.651946","-96.834966","16300 SW 72ND ST","MARTELL","NE","68404","2019-09-10T00:00:00.000","2019","311090103001125","21560","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13591440"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7808009","-84.7370729","145 RALEIGH LN","GALLATIN COUNTY","KY","41092","2019-12-20T00:00:00.000","2019","210779601021060","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","255181","AT&T INC.","SO CENTRAL BELL-AL","32.371283","-85.849123","325 COUNTY ROAD 13","SHORTER","AL","36075","2019-12-31T00:00:00.000","2019","010872322002010","66766","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"23161776"
"CAF II","541863","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER COMMUNICATIONS OF THE SOUTHWEST","34.076595","-117.212191","27165 SAN BERNARDINO AVE","REDLANDS","CA","92374","2015-12-31T00:00:00.000","2015","060710078001024","90224","1",,,"10 Mbps/1 Mbps",,,,"3933434"
"CAF II","421885","WINDSTREAM HOLDINGS, INC.","WINDSTREAM MO","37.733390","-93.810510","10855 S 1425 RD","STOCKTON","MO","65785","2019-11-15T00:00:00.000","2019","290398701001177","27509","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"14187912"
"CAF II","361414","WINDSTREAM HOLDINGS, INC.","WINDSTREAM COMMUNICATIONS, INC.","45.401752","-94.652483","25838 COUNTY ROAD 123","PAYNESVILLE","MN","56362","2019-01-01T00:00:00.000","2019","271450110001011","4440","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"1519860"
"CAF II","255181","AT&T INC.","SO CENTRAL BELL-AL","33.74650895","-86.90345279","5808 MOUNT OLIVE RD","GARDENDALE","AL","35071","2019-12-31T00:00:00.000","2019","010730116002000","66766","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"23161776"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.5499260000","-84.5293510000","2400 TURNER RD","GRANT COUNTY","KY","41097","2019-10-25T00:00:00.000","2019","210819204001006","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","34.025970","-83.676192","554 ROCKWELL CHURCH RD","WINDER","GA","30680","2019-01-01T00:00:00.000","2019","130131803021042","64721","1","80","2019-12-31T00:00:00.000","100 Mbps/20 Mbps",,,,"24867804"
"CAF II","170149","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-BREEZEWOOD","39.866231","-76.008343","49 SPROUL RD","CHRISTIANA","PA","17509","2015-12-31T00:00:00.000","2015","420710146021003","11031","1",,,"10 Mbps/1 Mbps",,,,"10127904"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.76593440","-84.99169320","4380 U S 42 W","GALLATIN COUNTY","KY","41045","2019-10-18T00:00:00.000","2019","210779601012083","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","325080","AT&T INC.","INDIANA BELL TEL CO","40.60344934","-85.93058101","203 N MAIN ST","AMBOY","IN","46911","2019-12-31T00:00:00.000","2019","181039526002047","45136","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"17576784"
"CAF II","341037","CONSOLIDATED COMMUNICATIONS, INC.","IL CONSOLIDATED TEL","39.278021","-88.831266","1655 E 400 NORTH RD","COWDEN","IL","62422","2016-12-01T00:00:00.000","2016","171739596001017","12079","1",,,"10 Mbps/1 Mbps",,,,"7061444"
"CAF II","170149","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-BREEZEWOOD","39.877308","-76.135959","315 SOLANCO RD","QUARRYVILLE","PA","17566","2015-12-31T00:00:00.000","2015","420710146024024","11031","1",,,"10 Mbps/1 Mbps",,,,"10127904"
