"entity_name","entity_number","entity_type","parent_entity_name","parent_entity_number","parent_entity_type","fcc_registration_number","status","fcc_form_498_form_number","fcc_form_498_status_date_time","form498_status","physical_address","physical_address_2","physical_city","physical_county","physical_state","physical_zipcode","physical_zipcode_ext","mailing_address","mailing_address_2","mailing_city","mailing_county","mailing_state","mailing_zipcode","mailing_zipcode_ext","phone_number","email","website_url","account_administrator_name","general_contact_name","latitude","longitude","user_entered_urban_rural_status","urban_rural_status","is_school_library_independent","private_school_district","public_school_district","esa_school_district","charter_school_district","c2_student_count_reporting_type","c2_district_student_count","c2_school_student_count","main_library_branch_school_district_name","main_library_branch_school_district_number","private_library_system","public_library_system","esa_consortium","non_profit_purchasing_group","state_wide","state_education_agency","state_library_agency_consortium","other_state_agency","fscs_key","fscs_seq","locale_code","square_footage","academic","bookmobile","kiosk","main_branch","new_construction_library","private_library","public_library","research","state_library_agency_library","tribal_library","state_school_code","state_lea_code","nces_public_state_code","nces_public_district_code","nces_public_building_code","nces_private_school_id","number_of_full_time_students","total_number_of_part_time_students","peak_number_of_part_time_students","number_of_nslp_students","community_eligibility_program_cep","cep_percentage","alternative_discount_method","does_this_organization_have_an_endowment","bie","charter_school","dormitory","esa_school","esa_school_district_with_no_schools","head_start","juvenile_justice","new_construction_school","pre_k","private_school","public_school","tribal_school","adult_education","swing_space","detention_center","general_use_school","entity_last_modified_by","last_updated_date"
"Stanfield School District 61 R","145147","School District","Organization For Educational Technology And Curriculum","17011861","Consortium","0011749165","Active","443014185","2020-02-27T02:00:00.000","Approved","1120 N Main Street",,"Stanfield","Umatilla","OR","97875",,"1120 N Main Street",,"Stanfield","Umatilla","OR","97875",,"541-449-8766","beth.burton@stanfieldsd.org","http://www.stanfield.k12.or.us/","Beth Burton","Shelley Liscom","45.792037","-119.22347",,,"No","No","Yes","No","No","A number for each school in the district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","danielle.silin@usac.org","2020-11-20T14:32:00.000"
"Englewood Public Schools","122911","School District","Educational Services Commission Of Nj Consortium (Fka Mrces)","17001451","Consortium","0025102104","Active","443011874","2020-04-17T17:02:00.000","Approved","274 Knickerbocker Rd",,"Englewood","Bergen","NJ","07631","2206","274 Knickerbocker Rd",,"Englewood","Bergen","NJ","07631","2206","201-862-6000",,,"Cheryl Balletto","Cheryl Balletto","40.907763","-73.980753",,,"No","No","Yes","No","No","A number for each school in the district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","derrick.harrison@usac.org","2020-11-20T19:53:00.000"
"Field House","17030515","Non-Instructional Facility (Nif)",,,,,"Active",,,,"875 National Rd.",,"Bridgeport","Belmont","OH","43912",,"55781 National Rd.",,"Bridgeport","Belmont County","OH","73912",,"740-635-1713",,,,,"40.070378","-80.760395",,,"No","No","No","No","No",,,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"2021-12-07T15:35:00.000"
"Pesd Transportation And Maintenance Office","16037388","Non-Instructional Facility (Nif)","Phoenix Elementary School District 1","142894","School District",,"Active",,,,"120 East Grant St",,"Phonex","Maricopa","AZ","85004",,"120 East Grant St",,"Phonex","Maricopa","AZ","85004",,"602-257-3794",,,"Nicholas Magann",,"33.441656","-112.07287",,,"No","No","No","No","No",,,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","erate@nicelydoneconsulting.com","2022-08-25T20:53:00.000"
"Chebeague Island Elem School","3804","School","Networkmaine","16055092","Consortium",,"Active",,,,"14 School House Rd",,"Chebeague Is","Cumberland","ME","04017","9732","14 School House Rd",,"Chebeague Is","Cumberland","ME","04017","9732","207-846-4162",,,,,"43.729063","-70.126851","Rural",,"Yes","No","No","No","No",,,"10",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"10","0","0","0","No",,"Survey",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","jasmine.artis@usac.org","2021-12-07T09:09:00.000"
"Westwood Elementary School","109858","School","Santa Clara Unif School Dist","144304","School District","0012723078","Active",,,,"435 Saratoga Ave",,"Santa Clara","Santa Clara","CA","95050","6434","435 Saratoga Ave",,"Santa Clara","Santa Clara","CA","95050","6434","408-554-0308",,,"Joe Zeligs",,"37.333672","-121.959827","Urban",,"No","No","No","No","No","A number for each school in the district",,"382",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","43696746049043",,,,,,"382","0","0","120","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","EPC System","2021-08-20T11:46:00.000"
"Mt. Lebanon Dart Classroom","16041859","Non-Instructional Facility (Nif)",,,,,"Closed",,,,"Bower Hill Community Church","70 Moffett Street","Pittsburgh","Allegheny","PA","15243",,"475 East Waterfront Drive",,"Homestead","Allegheny","PA","15120","1144","412-394-5700",,,,,"40.36808","-80.08422",,,"No","No","No","No","No",,,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","lisa.reyes@usac.org","2021-01-14T15:58:00.000"
"Nettleton Upper Elementary","43048","School","Nettleton School District","128584","School District",,"Active",,,,"179 Mullens Avenue",,"Nettleton","Itawamba","MS","38858",,"Po Box 409",,"Nettleton","Lee County","MS","38858","0409","662-963-1512","hrogers@nettleton.k12.ms.us","www.nettletonschools.com","Elsie Beard",,"34.090013","-88.620034","Rural",,"No","No","No","No","No","A number for each school in the district",,"315",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","4111010","28","28","03090","1160",,"315","0","0","275","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","hrogers@nettleton.k12.ms.us","2021-01-14T19:25:00.000"
"Gaffney Lane Elementary School","113136","School","Oregon City School District 62","144847","School District",,"Active",,,,"13521 S Gaffney Ln","P.O. Box 2110","Oregon City","Clackamas","OR","97045","8909","13521 S Gaffney Ln","P.O. Box 2110","Oregon City","Clackamas","OR","97045","8909","503-785-8600","cyndi.borgmeier@orecity.k12.or.us","www.gaffneyschool.org",,,"45.325514","-122.590862","Urban",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","109","1928",,,,,"541","0","0","189","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","shannon.badger@wesd.org","2021-01-13T21:08:00.000"
"Community Magnet Charter Elementary School","16046570","School","Los Angeles Unified School District","143454","School District",,"Active",,,,"11301 Bellagio Road",,"Los Angeles","Los Angeles","CA","90049",,"11301 Bellagio Road",,"Los Angeles","Los Angeles","CA","90049",,"310-476-2281","email@notprovided.com",,"Christian Ramos",,"34.083325","-118.463021","Urban",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"463","0","0","119","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","margaret.g.smith@lausd.net","2021-12-07T08:31:00.000"
"Nicholson Elementary School","32268","School","Cobb County School District","127276","School District","0013041538","Active",,,,"1599 Shallowford Rd",,"Marietta","Cobb","GA","30066","1933","1599 Shallowford Rd",,"Marietta","Cobb","GA","30066","1933","770-928-5573","nicholson.elementary@cobbk12.org",,"Sinneshia Byrdsong",,"34.051751","-84.504233","Urban",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","0391","633",,,,,"462","0","0","174","No",,"None",,"No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","julie.aronson@cobbk12.org","2022-08-25T12:38:00.000"
"North Elementary School","73085","School","Taylorville School District 3","136630","School District","0012763405","Active",,,,"805 N Cherokee St",,"Taylorville","Christian","IL","62568","1456","805 N Cherokee St",,"Taylorville","Christian","IL","62568","1456","217-824-3315",,,"Jessica Miller",,"39.557261","-89.290649","Rural",,"No","No","No","No","No","A number for each school in the district",,"575",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"575","0","0","496","Yes","0.539",,,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","ldavis@tcusd3.org","2021-08-20T10:40:00.000"
"Athens Elementary School","62459","School","Athens School District","133205","School District",,"Active",,,,"Po Box 190",,"Athens","Marathon County","WI","54411","0190","Po Box 190",,"Athens","Marathon County","WI","54411","0190","715-257-7571","bbraun@athens1.org",,"Bev Braun",,"45.045414","-90.027282","Rural",,"No","No","No","No","No","A number for each school in the district",,"170",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","0020","0196",,,,,"170","0","0","52","No",,"None",,"No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","mdailey@cesa9.org","2021-12-07T16:10:00.000"
"Jefferson Elementary School","85797","School","Sherman Indep School District","140482","School District","0013028568","Active",,,,"608 N Lee St",,"Sherman","Grayson","TX","75090","4631","608 N Lee St",,"Sherman","Grayson","TX","75090","4631","903-891-6610",,,"Susan Whitenack",,"33.645139","-96.596055","Urban",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"235","0","0","204","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","mplyler@shermanisd.net","2021-08-20T17:55:00.000"
"Mckinley, William South End Academy","1609","School",,,,"0011831872","Closed",,,,"90 Warren Avenue",,"Boston","Suffolk","MA","02116",,"2300 Washington Street",,"Roxbury","Suffolk","MA","02119",,"617-635-9976","rc084@bostonpublicschools.org","http://www.bostonpublicschools.org/Page/886",,,"42.344254","-71.073825","Urban",,"No","No","No","No","No","A number for each school in the district",,"160",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","0363","0035",,,,,"160","0","0","160","Yes","0.925",,,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","lisa.reyes@usac.org","2021-06-21T17:38:00.000"
"Addams Junior High School","69090","School","Schaumburg School District 54","135475","School District",,"Active",,,,"700 S Springinsguth Rd",,"Schaumburg","Cook","IL","60193","2445","700 S Springinsguth Rd",,"Schaumburg","Cook","IL","60193","2445","847-301-2110",,,"Tammie Rooney",,"42.012493","-88.119398","Urban",,"No","No","No","No","No","A number for each school in the district",,"718",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"718","0","0","104","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","meg.serke@erateportal.com","2020-11-20T15:56:00.000"
"Main Dunstable Elem School","3273","School","Nashua School District","120908","School District","0013791959","Active",,,,"20 Whitford Rd",,"Nashua","Hillsborough","NH","03062","1437","20 Whitford Rd",,"Nashua","Hillsborough","NH","03062","1437","603-966-1023","farrenkopfr@nashua.edu",,"Greg Rodriguez",,"42.720045","-71.510665","Urban","Urban","No","No","No","No","No","A number for each school in the district",,"447",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,"33","04980","321",,"447","0","0","71","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Commitment Batch Update 2019","2021-01-13T21:26:00.000"
"Daniel Pearl Journ/Comm Mag","16055757","School","Los Angeles Unified School District","143454","School District",,"Active",,,,"6649 Balboa Blvd.",,"Lake Balboa","Los Angeles","CA","91406",,"6649 Balboa Blvd.",,"Lake Balboa","Los Angeles","CA","91406",,"818-654-3775","email@notprovided.com",,"Christian Ramos",,"34.191488","-118.501327","Urban",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"312","0","0","207","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","margaret.g.smith@lausd.net","2021-12-07T08:51:00.000"
"Braly Elementary School","108093","School","Santa Clara Unif School Dist","144304","School District","0012722898","Active",,,,"675 Gail Ave",,"Sunnyvale","Santa Clara","CA","94086","8016","675 Gail Ave",,"Sunnyvale","Santa Clara","CA","94086","8016","408-983-1440",,,"Joe Zeligs",,"37.364185","-122.017553","Urban",,"No","No","No","No","No","A number for each school in the district",,"400",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","43696746048813",,,,,,"400","0","0","110","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","EPC System","2021-08-20T11:46:00.000"
"Sapphire Heights Elem School","11237","School","Monroe-Woodbury Central School District","123720","School District","0012810420","Active",,,,"Po Box 1033",,"Harriman","Orange County","NY","10926","1033","Po Box 1033",,"Harriman","Orange County","NY","10926","1033","914-782-5227",,,"Bhargav Vyas",,"41.307075","-74.149144","Rural","Rural","No","No","No","No","No","A number for each school in the district",,"281",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","441201","060011",,,,,"281","0","0","75","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","julann.troiano@dcboces.org","2021-12-07T08:20:00.000"
"Browning Elementary School","81406","School","Webster Parish School District","139303","School District",,"Active",,,,"505 Herrington Dr",,"Springhill","Webster","LA","71075",,"505 Herrington Dr",,"Springhill","Webster","LA","71075",,"318-539-5663",,,"David Griffith",,"33.014158","-93.469204","Rural",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"305","0","0","305","Yes","0.6266",,,"No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","teril@eratesupport.org","2020-11-20T11:36:00.000"
"Administration Offices","17026500","Non-Instructional Facility (Nif)","Ho Ho Kus School District","122820","School District",,"Active",,,,"70 Lloyd Rd",,"Ho-Ho-Kus","Bergen","NJ","07423",,"70 Lloyd Rd",,"Ho-Ho-Kus","Bergen","NJ","07423",,"201-652-7491",,,"Mark Jacobus",,"40.999995","-74.103438",,,"No","No","No","No","No",,,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"2020-11-20T19:20:00.000"
"Warrenton-Hammond Sch Dist 30","144903","School District","Multnomah Education Service District","17005329","Consortium","0021652714","Active","443027255","2020-11-23T12:48:00.000","Approved","820 Sw Cedar Ave",,"Warrenton","Clatsop","OR","97146","9745","820 Sw Cedar Ave",,"Warrenton","Clatsop","OR","97146","9745","503-861-2281",,,"Mike Moha","Mike Moha","46.158482","-123.930851",,,"No","No","Yes","No","No","A number for each school in the district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","reinhardtj@warrentonk12.org","2022-01-31T14:44:00.000"
"Stanfield School District 61 R","145147","School District","Intermountain Esd","16060962","Consortium","0011749165","Active","443014185","2020-02-27T02:00:00.000","Approved","1120 N Main Street",,"Stanfield","Umatilla","OR","97875",,"1120 N Main Street",,"Stanfield","Umatilla","OR","97875",,"541-449-8766","beth.burton@stanfieldsd.org","http://www.stanfield.k12.or.us/","Beth Burton","Shelley Liscom","45.792037","-119.22347",,,"No","No","Yes","No","No","A number for each school in the district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","danielle.silin@usac.org","2020-11-20T14:32:00.000"
"Forest Park Academy","26003","School","Roanoke City Public Schools","126573","School District",,"Active",,,,"2730 Melrose Ave",,"Roanoke","Roanoke City","VA","24017","3204","2730 Melrose Ave",,"Roanoke","Roanoke City","VA","24017","3204","540-853-2923",,,"Dan Lyons",,"37.287282","-79.979547","Urban",,"No","No","No","No","No","A number for each school in the district",,"94",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","0560","124",,,,,"94","0","0","94","Yes","0.6564",,,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","dmkriete@gmail.com","2020-11-21T12:51:00.000"
"Edgerton Local School District","129271","School District",,,,"0002917805","Active","443015274","2022-02-01T02:00:00.000","Approved","111 E River St",,"Edgerton","Williams","OH","43517","9719","111 E River St",,"Edgerton","Williams","OH","43517","9719","419-298-2331","ssaneda@edgertonschools.org","www.edgerton.k12.oh.us","John Vanausdale","John Vanausdale","41.455497","-84.742809",,,"No","No","Yes","No","No","A number for each school in the district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,"050617",,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","jvanausdale@edgertonschools.org","2022-01-31T13:53:00.000"
