LICENSEE,DBANAME,STREET NUMBER,STREET,CITY,STATE,ZIPCODE,PHONE NUMBER,PRIMARY LICENSE,SECONDARY LICENSE,PRIMARY TYPE,SECONDARY TYPE,COUNTY,DISTRICT,SUBDIST,LATLNG,Missouri Counties,School Districts,Counties
ST. JOHN THE BAPTIST CHURCH,ST. JOHN THE BAPTIST CHURCH,4200,DELOR,ST LOUIS,MO,631162304,3143531255,75566,0,5BDW,    ,ST. LOUIS CITY,3,00,"(38.5800078, -90.264617)",54,200,2223
MAISONS MARQUES & DOMAINES USA INC.,,383,4TH STREET #400,OAKLAND,CA,946074104,0,75623,0,22S,    ,OUT OF STATE,7,00,,,,
AMERICAN LEGION POST 624,POST 624,,LR-33,SUNRISE BEACH,MO,65079,5733746091,75936,155252,RBD,SBD ,CAMDEN,2,00,,,,
ALISTANET ENTERTAINMENT GROUP INC.,PINK GALLEON BILLIARDS & GAMES,4010,BUTLER HILL ROAD,ST LOUIS,MO,63129,3148497797,76328,77483,RBD,SBD ,ST. LOUIS CO.,3,00,,,,
MIDWEST ENERGY INC.,AMERIMART #5,865,NORTH KINGSHIGHWAY,CAPE GIRARDEAU,MO,63701,5733340062,76388,187113,OPL,OPT ,CAPE GIRARDEAU,4,00,"(37.317286, -89.555167)",86,382,2695
MIDWEST ENERGY INC.,AMERIMART #5,865,NORTH KINGSHIGHWAY,CAPE GIRARDEAU,MO,63701,5733340062,76388,76389,OPL,SOP ,CAPE GIRARDEAU,4,00,"(37.317286, -89.555167)",86,382,2695
MIDWEST ENERGY INC.,AMERIMART #11,5410,HWY 61,FRUITLAND,MO,63755,5732431125,76390,76391,OPL,SOP ,CAPE GIRARDEAU,4,00,,,,
MIDWEST ENERGY INC.,AMERIMART #9,221,WINCHESTER,BENTON,MO,63736,5735453076,76408,76409,OPL,SOP ,SCOTT,4,00,,,,
QUIK TRIP CORPORATION,QUIK TRIP #605,10845,LILAC AVENUE,BELLEFONTAINE,MO,631373511,3148672777,76421,76422,OPL,SOP ,ST. LOUIS CO.,3,00,"(38.7647507, -90.20391599999999)",51,181,2210
R. WIEMERS INC.,SUNSHINE LANES,1500,W SUNSHINE,SPRINGFIELD,MO,65807,4178830511,76514,76515,RBD,SBD ,GREENE,5,00,"(37.181962, -93.311961)",93,493,1960
LOMB INC.,LOMBARDO'S RESTAURANT,10488,NATURAL BRIDGE ROAD,EDMUNDSON,MO,63134,3144215151,76586,0,RBD,    ,ST. LOUIS CO.,3,00,"(38.737982, -90.36321)",51,207,2210
MARTIN & BAYLEY INC.,HUCKS CONVENIENT FOOD STORES #264,604,GREENWAY CHASE DRIVE,ST LOUIS,MO,630311311,3148301404,76706,76707,OPL,SOP ,ST. LOUIS CO.,3,00,,,,
FOX RUN GOLF CLUB INC.,FOX RUN GOLF CLUB,1,PUTT LANE,EUREKA,MO,630252828,6369384653,76815,76816,RBD,SBD ,JEFFERSON,3,00,"(38.4426345, -90.603865)",62,256,1967
QUIK TRIP CORPORATION,QUIK TRIP #644,12200,DORSETT ROAD,MARYLAND HEIGHTS,MO,63043,3143178925,76842,76843,OPL,SOP ,ST. LOUIS CO.,3,00,,,,
CONSTELLATION BRANDS INC.,CONSTELLATION BRANDS,235,NORTH BLOOMFIELD ROAD,CANANDAIGUA,NY,144241059,5856787100,76847,0,LS,    ,OUT OF STATE,7,00,,,,
"GONZALEZ, ROBIN C.",SOULARD CORNER KITCHEN,730,CARROLL,ST LOUIS,MO,63104,3146515950,76896,0,RBD,    ,ST. LOUIS CITY,3,00,"(38.6104303, -90.1999273)",54,200,2223
R.F.O. INC.,MULLIGAN GRILL,11,CLARKSON ROAD,ELLISVILLE,MO,63011,6363916880,76978,77873,RBD,SBD ,ST. LOUIS CO.,3,00,"(38.5934896, -90.5856514)",51,219,2210
SODEXO MANAGEMENT INC.,EMERSON ELECTRIC,8000,W FLORISSANT,FERGUSON,MO,63136,3145532080,77048,0,RBD,    ,ST. LOUIS CO.,3,00,"(38.7288028, -90.2777267)",51,209,2210
SODEXO MANAGEMENT INC.,EMERSON ELECTRIC,8000,W FLORISSANT,FERGUSON,MO,63136,3145532080,77049,0,RBD,    ,ST. LOUIS CO.,3,00,"(38.7288028, -90.2777267)",51,209,2210
EAGLEVILLE FIREWORKS LP,FIREWORKS MANAGEMENT,,HWY I-35 & N,EAGLEVILLE,MO,644427114,6608675416,77069,77135,OPL,SOP ,HARRISON,1,00,,,,
EAGLEVILLE FIREWORKS LP,FIREWORKS MANAGEMENT,,HWY I-35 & N,EAGLEVILLE,MO,644427114,6608675416,77069,77135,OPL,SOP ,HARRISON,1,00,,,,
EAGLEVILLE FIREWORKS LP,FIREWORKS MANAGEMENT,,HWY I-35 & N,EAGLEVILLE,MO,644427114,6608675416,77069,77135,OPL,SOP ,HARRISON,1,00,,,,
"WITTU, DAVID L. & DEBRA J.",WITTU'S STORE,,HWY DD,BLOOMSDALE,MO,63627,5734833202,77165,77166,OPL,SOP ,STE. GENEVIEVE,4,00,,,,
"WITTU, DAVID L. & DEBRA J.",WITTU'S STORE,,HWY DD,BLOOMSDALE,MO,63627,5734833202,77165,77166,OPL,SOP ,STE. GENEVIEVE,4,00,,,,
CRAVINGS GOURMET DESSERTS INC.,CRAVINGS GOURMET DESSERTS LTD.,8149,BIG BEND BLVD,WEBSTER GROVES,MO,631193204,3149613534,77227,0,RBD,    ,ST. LOUIS CO.,3,00,"(38.591884, -90.338517)",51,228,2210
EL NOPAL INC.,EL NOPAL,3 & 4,STONEGATE SHOPPING CENTER,VALLEY PARK,MO,630881215,6368613855,77228,78063,RBD,SBD ,ST. LOUIS CO.,3,00,,,,
CITIZEN KANE INC.,CITIZEN KANE,133,W CLINTON PLACE,KIRKWOOD,MO,631225809,3149659005,77322,78312,RBD,SBD ,ST. LOUIS CO.,3,00,"(38.5767047, -90.40805960000002)",51,229,2210
SLBS MANAGEMENT INC.,SUMMIT DISTRIBUTING,3201,RIDER TRAIL SOUTH,BRIDGETON,MO,630451520,3148740400,77954,0,LWS,    ,ST. LOUIS CO.,3,00,,,,
QUIK TRIP CORPORATION,QUIK TRIP #625,8815,PAGE AVENUE,OVERLAND,MO,631146105,3144293738,77959,77960,OPL,SOP ,ST. LOUIS CO.,3,00,"(38.686936, -90.35107099999999)",51,207,2210
TOONS INC.,TOONS,301,W MCPHERSON,KIRKSVILLE,MO,63501,6606276666,78131,0,RBD,    ,ADAIR,2,00,,,,
FLORA SPRINGS WINE COMPANY,FLORA SPRINGS,1978,W ZINFANDEL LANE,ST HELENA,CA,945741611,7079635711,78217,0,22S,    ,OUT OF STATE,7,00,,,,
FLATBRANCH BREWING INC.,FLATBRANCH PUB & BREWING,115,S 5TH ST,COLUMBIA,MO,652014230,5734990400,78269,80328,RBD,SBD ,BOONE,2,00,,,,
FLATBRANCH BREWING INC.,FLATBRANCH PUB & BREWING,115,S 5TH STREET,COLUMBIA,MO,652014230,5734990400,78271,0,MICB,    ,BOONE,2,00,"(38.95000599999999, -92.332281)",40,464,2691
ZELL AREA JAYCEES INC.,ZELL AREA JAYCEES,,HWY A,STE GENEVIEVE,MO,636708030,5738835276,78415,78416,RBDE,SBD ,STE. GENEVIEVE,4,00,,,,
"NEIL, REX HARRIS",NEIL'S CORNER STORE,14643,HWY 169,HELENA,MO,644599114,8163699935,78476,0,OPL,    ,ANDREW,1,00,,,,
MFA PETROLEUM COMPANY,BREAK TIME #3073,410,E MAIN CROSS,PALMYRA,MO,63461,5734420171,78538,78539,OPL,SOP ,MARION,2,00,,,,
ARCH ENERGY LC/LLC,ARCH ENERGY MOBIL SNACK SHOP #616,203,MID RIVERS DRIVE,ST PETERS,MO,63376,5738852277,78568,247469,OPL,OPT ,ST. CHARLES,3,00,"(38.7956706, -90.62212559999999)",48,173,2177
ARCH ENERGY LC/LLC,ARCH ENERGY MOBIL SNACK SHOP #616,203,MID RIVERS DRIVE,ST PETERS,MO,63376,5738852277,78568,78569,OPL,SOP ,ST. CHARLES,3,00,"(38.7956706, -90.62212559999999)",48,173,2177
ARCH ENERGY LC/LLC,ARCH ENERGY MOBIL SNACK SHOP #608,1266,DOUGHERTY FERRY ROAD,VALLEY PARK,MO,63088,5738852277,78572,224960,OPL,OPT ,ST. LOUIS CO.,3,00,"(38.566645, -90.475706)",51,242,2210
ARCH ENERGY LC/LLC,ARCH ENERGY MOBIL SNACK SHOP #608,1266,DOUGHERTY FERRY ROAD,VALLEY PARK,MO,63088,5738852277,78572,78573,OPL,SOP ,ST. LOUIS CO.,3,00,"(38.566645, -90.475706)",51,242,2210
ARCH ENERGY LC/LLC,ARCH ENERGY MOBIL SNACK SHOP #609,16509,MANCHESTER ROAD,WILDWOOD,MO,63040,5738852277,78574,242218,OPL,OPT ,ST. LOUIS CO.,3,00,"(38.5825419, -90.61563199999999)",51,219,2210
ARCH ENERGY LC/LLC,ARCH ENERGY MOBIL SNACK SHOP #609,16509,MANCHESTER ROAD,WILDWOOD,MO,63040,5738852277,78574,78714,OPL,SOP ,ST. LOUIS CO.,3,00,"(38.5825419, -90.61563199999999)",51,219,2210
ARCH ENERGY LC/LLC,ARCH ENERGY MOBIL SNACK SHOP #613,5840,S LINDBERGH,ST LOUIS,MO,63123,5738852277,78576,78752,OPL,SOP ,ST. LOUIS CO.,3,00,"(38.52197839999999, -90.3469762)",51,239,2210
ARCH ENERGY LC/LLC,ARCH ENERGY MOBIL SNACK SHOP #611,4132,HWY 67 NORTH,ST LOUIS,MO,63034,5738852277,78577,214926,OPL,OPT ,ST. LOUIS CO.,3,00,,,,
ARCH ENERGY LC/LLC,ARCH ENERGY MOBIL SNACK SHOP #611,4132,HWY 67 NORTH,ST LOUIS,MO,63034,5738852277,78577,78713,OPL,SOP ,ST. LOUIS CO.,3,00,,,,
ARCH ENERGY LC/LLC,ARCH ENERGY MOBIL SNACK SHOP #602,1789,CLARKSON ROAD,CHESTERFIELD,MO,63017,5738852277,78602,78603,OPL,SOP ,ST. LOUIS CO.,3,00,"(38.64227400000001, -90.5677709)",51,208,2210
ARCH ENERGY LC/LLC,ARCH ENERGY MOBIL SNACK SHOP #602,1789,CLARKSON ROAD,CHESTERFIELD,MO,63017,5738852277,78602,226004,OPL,OPT ,ST. LOUIS CO.,3,00,"(38.64227400000001, -90.5677709)",51,208,2210
SHOW ME OIL COMPANY INC.,MOSER'S DISCOUNT FOODS,4420,FAUROT DRIVE,COLUMBIA,MO,65203,5734424102,78696,244622,OPL,OPT ,BOONE,2,00,,,,
SHOW ME OIL COMPANY INC.,MOSER'S DISCOUNT FOODS,4420,FAUROT DRIVE,COLUMBIA,MO,65203,5734424102,78696,78697,OPL,SOP ,BOONE,2,00,,,,
WOODS SUPER MARKET INC.,WOODS SUPER MARKET,701,E. BROADWAY,SEDALIA,MO,65301,4173267603,78698,78699,OPL,SOP ,PETTIS,2,00,,,,
WOODS SUPER MARKET INC.,WOODS SUPER MARKET,701,E. BROADWAY,SEDALIA,MO,65301,4173267603,78698,179953,OPL,OPT ,PETTIS,2,00,,,,
WEYGANDT-METZLER IMPORTING LTD.,,2226,HILLTOP VIEW ROAD,UNIONVILLE,PA,193750000,6104860800,78717,0,22S,    ,OUT OF STATE,7,00,"(39.916329, -75.77091899999999)",,,2496
LINEAR NOTIONS INC.,JAZZ A LOUISIANA KITCHEN/PAPA VICS,1823,W 39TH STREET,KANSAS CITY,MO,64111,8165615556,78736,82077,RBD,SBD ,JACKSON,1,00,"(39.0572802, -94.6071806)",43,151,525
FD CORPORATION,FRANK PAPA'S RISTORANTE,2241,S BRENTWOOD BLVD,BRENTWOOD,MO,631441832,3149613344,78859,0,RBD,    ,ST. LOUIS CO.,3,00,"(38.6201856, -90.34865099999999)",51,227,2210
QUIK TRIP CORPORATION,QUIK TRIP #635,11150,ST. CHARLES ROCK ROAD,ST. ANN,MO,63074,3147392200,78912,78913,OPL,SOP ,ST. LOUIS CO.,3,00,,,,
MFA PETROLEUM COMPANY,BREAK TIME #3079,2801,W BROADWAY,SEDALIA,MO,65301,5734420171,79007,71667,OPL,SOP ,PETTIS,2,00,,,,
JACKSON COUNTRY CLUB INC.,KIMBELAND COUNTRY CLUB,2175,E JACKSON BLVD,JACKSON,MO,637550354,5732435926,79153,79154,RBD,SBD ,CAPE GIRARDEAU,4,00,"(37.363608, -89.64388)",86,352,2695
NARDI'S INC.,"GRANFALLOON, THE",608,WARD PARKWAY,KANSAS CITY,MO,641122104,8167537850,79493,79495,RBD,EXTH,JACKSON,1,00,"(39.0401788, -94.594729)",43,151,525
NARDI'S INC.,"GRANFALLOON, THE",608,WARD PARKWAY,KANSAS CITY,MO,641122104,8167537850,79493,79494,RBD,SBD ,JACKSON,1,00,"(39.0401788, -94.594729)",43,151,525
PATTON JUNCTION SERVICES INC.,PATTON JUNCTION SERVICES,,HWY 51 & 72,PATTON,MO,636620024,5738662974,79860,79861,OPL,SOP ,BOLLINGER,4,00,,,,
"MAXSON, CHARLES V.",BONNE TERRE CONVENIENCE,919,BENHAM,BONNE TERRE,MO,63628,5733582996,80147,80148,OPL,SOP ,ST. FRANCOIS,4,00,,,,
BASS CANOE & RECREATION INC.,ROBERT BASS CANOE SERVICE,,BUTTS ROAD,STEELVILLE,MO,65565,5737868517,80280,80281,OPL,SOP ,CRAWFORD,4,00,,,,
MFA PETROLEUM COMPANY,BREAK TIME #3012,117,HWY 22 WEST,CENTRALIA,MO,65240,5734420171,80293,80294,OPL,SOP ,BOONE,2,00,"(39.219371, -92.13641)",40,126,2691
MFA PETROLEUM COMPANY,BREAK TIME #3025,1410,FORUM BLVD,COLUMBIA,MO,65201,5734420171,80297,80298,OPL,SOP ,BOONE,2,00,"(38.935986, -92.36013)",40,464,2691
QUIK-TRIP CORPORATION,QUIK-TRIP #661,3211,CLARK LANE,COLUMBIA,MO,652022415,5738860171,80306,80307,OPL,SOP ,BOONE,2,00,"(38.9640972, -92.2900566)",40,464,2691
SHOW ME OIL COMPANY INC.,MOSER'S DISCOUNT FOODS,252,W SIMON,HOLTS SUMMIT,MO,65043,5738968711,80348,80349,OPL,SOP ,CALLAWAY,2,00,,,,
SHOW ME OIL COMPANY INC.,MOSER'S DISCOUNT FOODS,252,W SIMON,HOLTS SUMMIT,MO,65043,5738968711,80348,244620,OPL,OPT ,CALLAWAY,2,00,,,,
WAGNER'S STORE INC.,WAGNER'S STORE,,HWY 30 & FF,LONEDELL,MO,63060,6366290457,80489,80490,OPL,SOP ,FRANKLIN,2,00,,,,
SUPRATIK INC.,INDIA PALACE RESTAURANT,12322,DORSETT RD.,MARYLAND HEIGHTS,MO,630433906,3147313333,80504,82942,RBD,SBD ,ST. LOUIS CO.,3,00,"(38.7130955, -90.4488946)",51,208,2210
"DICK, MARGARET A.",VINEY CREEK STORE,26015,STATE HWY J,GOLDEN,MO,65658,4172713819,80605,80606,OPL,SOP ,BARRY,5,00,,,,
ALTAVISTA INC.,EL MAGUEY,7014,CHIPPEWA,ST LOUIS,MO,631195602,3148323632,80733,80734,RBD,SBD ,ST. LOUIS CITY,3,00,"(38.5852491, -90.3146984)",54,200,2210
VIKINGS USA BOOTHEEL MO #44,VIKINGS USA BOOTHEEL MO #44,2926,N WESTWOOD BLVD,POPLAR BLUFF,MO,63901,5736863008,80857,0,RBDE,    ,BUTLER,4,00,,,,
PRESTIGE WINE IMPORTS CORPORATION,,5,"WEST 19TH STREET, FOURTH FLOOR",NEW YORK,NY,100118945,2122290080,80909,0,22S,    ,OUT OF STATE,7,00,,,,
"BUYS, JOYCE A.",BOJANGLES,114,N RUBEY STREET,MACON,MO,635521635,6603959296,81454,0,RBD,    ,MACON,2,00,,,,
PREMIUM PORT WINES INC.,PREMIUM PORT WINES,280,UTAH STREET,SAN FRANCISCO,CA,941034842,4155549920,81506,0,22S,    ,OUT OF STATE,7,00,,,,
