"license_number","licensee_name","dba_name","license_type","district","sub_district","county","street_number","street_name","city","state","zip_code","last_name","first_name","business_phone","renewal_date","latlng"
"228935","HYA INC.","EL PUEBLO MEXICAN RESTAURANT","SBD","2","00","068","434","HIGHWAY 50","TIPTON","MO","650818703","SANCHEZ","HUGO",,"04/22/2022",
"272715","BLUE HOUSE PRODUCTIONS LLC","BLUE HOUSE PRODUCTIONS","RBD","2","00","110","112","E. BOONESLICK RD.","WARRENTON","MO","633832004","COE","KEVIN",,"04/20/2022",
"247736","MARCELINE FOODS INC.","PRENGER FOODS","OPT","2","00","058","205","N CHESTNUT","MARCELINE","MO","646581170","PRENGER","RICHARD",,"04/20/2022",
"47522","AMERICAN LEGION 2","LEON OGIER POST 2","RBDE","5","00","109","402","E. CHERRY STREET","NEVADA","MO","64772","ROSE","LARRY",,"04/22/2022",
"264919","ZMC CASUAL LIBERTY LLC","RED DOOR GRILL","SBD","1","00","024","9705","N. ASH AVE.","KANSAS CITY","MO","64157","MITCHELL","ANGELA",,"04/21/2022",
"241815","MORTENSEN NAATZ ENTERPRISES LLC","RIVERWOOD WINERY","22MS","1","00","083","22200","HWY 45 N.","RUSHVILLE","MO","644840000","NAATZ","DAVID",,"04/19/2022",
"182385","PARADISE DELI & URSULA'S SCHNITZELHAUS","PARADISE DELI & URSULA'S SCHNITZELHAUS","RBDR","5","00","085","311","N. STREET","WAYNESVILLE","MO","65583","DAVIDSON","URSULA",,"04/20/2022",
"227005","MT EVEREST LLC","GOODTIMES LIQUOR & BAIT","SOP","1","00","019","361 D","LEGEND LANE","PECULIAR","MO","640782602","DAHAL","KUBER",,"04/20/2022","
,  
(38.7218862, -94.4565502)"
"230885","HYA INC.","EL PUEBLO MEXICAN RESTAURANT","RBDR","2","00","068","434","HIGHWAY 50","TIPTON","MO","650818703","SANCHEZ","HUGO",,"04/22/2022",
"242896","ST LOUIS LODGE VENTURES II LLC","TWIN PEAKS","SBD","3","00","095","2351","MAPLEWOOD COMMONS DR.","MAPLEWOOD","MO","63143","FLAVIN","BRIAN",,"04/19/2022","
,  
(38.618514, -90.333345)"
"202032","MORTENSEN NAATZ ENTERPRISES LLC","RIVERWOOD WINERY","RBD","1","00","083","22200","HWY 45 NORTH","RUSHVILLE","MO","64484","NAATZ","DAVID",,"04/19/2022",
"248479","MORTENSEN NAATZ ENTERPRISES LLC","RIVERWOOD WINERY","22WS","1","00","083","22200","HWY 45 N","RUSHVILLE","MO","644840000","NAATZ","DAVID",,"04/19/2022","
,  
(39.49396470000001, -95.00138609999999)"
"245554","SANTOSHI 2 INC.","DAVES MINI MART","OPL","5","00","049","801","S. MAIDEN LANE","JOPLIN","MO","64801","PATEL","HANSABEN",,"04/19/2022",
"190656","LINDWEDEL WINE GARDEN LLC","LINDWEDEL WINERY","22MS","5","00","105","3158","STATE HIGHWAY 265","BRANSON","MO","656166136","LINDWEDEL","STEPHEN",,"04/21/2022",
"269198","T&T 2020 LLC","QUIETSIDE QUICK SHOP","OPT","2","00","015","601","STATE ROAD AA","ROACH","MO","657876730","POPE","TIMOTHY",,"04/20/2022",
"201192","NORTHERN EMPIRE LLC","EDGE WINES","22S","7","00","999","4500","SILVERADO TRAIL","NAPA","CA","945581100","SIGNORELLO","RAYMOND",,"04/21/2022","
,  
(38.370173, -122.294808)"
"147137","UNITY SCHOOL OF CHRISTIANITY","UNITY SCHOOL OF CHRISTIANITY","RBD","1","00","048","1901","NW BLUE PARKWAY","UNITY VILLAGE","MO","64065","VEST","DAVID",,"04/19/2022","
,  
(38.9469988, -94.40836069999999)"
"201548","FETZER VINEYARDS","FETZER VINEYARDS","WDS","7","00","999","12625","OLD RIVER ROAD","HOPLAND","CA","954490611","CHEN","CHUN LUNG",,"04/21/2022",
"159647","PIANO ROOM, INC., THE","PIANO ROOM, THE","RBD","1","00","048","8410","WORNALL RD.","KANSAS CITY","MO","64114","MAUZEY","LAWRENCE",,"04/19/2022",
"44442","STATE LINE SPIRITS & BEVERAGE INC.","STATE LINE SUPERCENTER","OPL","4","00","012","21526","HWY 67 S","NEELYVILLE","MO","639548203","MARRET","JOHNNIE",,"04/21/2022","
,  
(36.5022297, -90.53836679999999)"
"259854","OVATIONS FOOD SERVICES LP","OVATIONS FOOD SERVICES LP","RBD","5","00","039","525","JOHN Q HAMMONS PARKWAY","SPRINGFIELD","MO","65804","HIGHLAND","RACHEL",,"04/21/2022",
"244291","CALIPASO WINERY LLC","CALIPASO WINERY","22S","7","00","999","4230","BUENA VISTA DRIVE","PASO ROBLES","CA","934469533","WU","SHAOQI",,"04/22/2022",
"227750","PRENGER PROPERTIES LLC","PRENGER FOODS","SOP","2","00","010","409","ROUTE B","HALLSVILLE","MO","652559465","PRENGER","RICHARD",,"04/20/2022","
,  
(39.11448499999999, -92.22694299999999)"
"196223","EHSAN CHAUDHARY LLC","SUGAR CREEK CONOCO","SOP","1","00","048","10600","EAST US 24 HIGHWAY","SUGAR CREEK","MO","64054","GRAHAM","KIM-MARIE",,"04/19/2022","
,  
(39.102994, -94.451965)"
"114463","D.L.D.'S UPPER LEVEL CORPORATION","UPPER LEVEL RESTAURANT & LOUNGE","SBD","3","00","116","2546","N GRAND AVENUE","ST LOUIS","MO","63107","DUNLEAVEY","DORIS",,"04/19/2022",
"268188","REBAR LLC.","REBAR","RBD","3","00","092","4149","OLD HIGHWAY 94","ST. CHARLES","MO","633042846","MEYER","CYTHIA",,"04/19/2022",
"232980","SHAKESPEARES PIZZA INC.","SHAKESPEARES PIZZA","SBD","2","00","010","3304","WEST BROADWAY PARK SUITE G","COLUMBIA","MO","652030109","LEWIS","NANCY",,"04/22/2022","
,  
(38.9551153, -92.3857001)"
"163572","PB & J ROBIN LLC","RED ROBIN","RBD","1","00","024","1919","STAR DR.","LIBERTY","MO","640687121","FLAVIN","BRIAN",,"04/19/2022","
,  
(39.2451748, -94.4502785)"
"259983","RONG CHENG LIN LLC","OSAKA JAPANESE RESTAURANT","SBD","2","00","010","120","E. NIFONG BLVD., STE. A","COLUMBIA","MO","652033732","LIN","JIA",,"04/19/2022",
"260036","VIKINGS USA BOOTHEEL MO POST 546","VIKINGS USA BOOTHEEL MO POST 546","RBDE","5","00","042","104","S. MAIN ST.","WINDSOR","MO","65360","KANAK","JUNE",,"04/21/2022",
"243826","ANDALE RESTAURANTS LLC","ANDALE AMIGO MEXICAN RESTAURANT","SBD","1","00","051","1080","E. 10TH STREET","HOLDEN","MO","64040","ROHRER","MELVI",,"04/22/2022",
"268902","HOT ROCKS PIZZA KITCHEN LLC","HOT ROCKS PIZZA KITCHEN","SBD","1","00","024","10235","N OAK TRAFFICWAY","KANSAS CITY","MO","64155","BEHOUNEK","MATTHEW",,"04/21/2022",
"268021","DBDW HOLDINGS, LLC","SUGARFIRE SMOKEHOUSE","SBD","5","00","039","1730","E REPUBLIC RD., STE A","SPRINGFIELD","MO","65804","BURKE","DAVID",,"04/20/2022",
"281439","Y AND M INVESTMENTS LLC","IN N OUT EXPRESS MART","OPT","1","00","048","5510","PROSPECT AVE","KANSAS CITY","MO","641303615","MURRELL","KEITH",,"04/19/2022",
"247131","GOLDEN EAGLE DISTRIBUTING COMPANY","GOLDEN EAGLE DISTRIBUTING (KIRKSVILLE)","LWS","2","00","001","1401","S. OSTEOPATHY ST.","KIRKSVILLE","MO","635011736","RIESENBECK","MICHAEL",,"04/21/2022","
,  
(40.1851179, -92.5904523)"
"274924","HEARTLAND LODGE LLC, THE","HEARTLAND LODGE, THE","RBDR","1","00","051","16","SW 1971ST RD","KINGSVILLE","MO","640619253","QUEEN","HOLLI",,"04/21/2022",
