"fiscal_year","service","department","program","expense_category","recommended_amount","approved_amount","fund","fund_type","expense_type"
"2014","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","PAYMENT IN LIEU OF TAXES: COLLEGES‚UNIVERSITIES‚HOSPITALS (48321)","8272691","8272691","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","PILOT - PROVIDENCE HOUSING AUTHORITY (48342)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","PROVIDENCE PLACE MALL (48341)","300000","300000","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","REIMB RETIREMENT JTPA (48229)","100000","100000","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","REIMBURSEMENT - W.S.B. (48227)","889340","889340","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","ROOM TAX (48236)","1818362.04","1818362.04","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","STABILIZATION TREATY - ELECTRIC CO (48340)","5222222.04","5222222.04","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","TAX STABILIZATION PLAN - MISC (48239)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Non Departmental-General Fund (101-000)","RENTAL INCOME (45200)","RENTAL INCOME (45200)","20000.04","20000.04","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Non Departmental-General Fund (101-000)","TRANSFERS FROM FUNDS (49000)","TRANSFER FROM $40MM ROAD BOND FUND (49384)","249999.96","249999.96","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Non Departmental-General Fund (101-000)","TRANSFERS FROM FUNDS (49000)","TRANSFER FROM ARRA FUND 260 (49260)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Non Departmental-General Fund (101-000)","TRANSFERS FROM FUNDS (49000)","TRANSFER FROM COMPANY 10 (49010)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Non Departmental-General Fund (101-000)","TRANSFERS FROM FUNDS (49000)","TRANSFER FROM FUND 252 (49252)","1700000.04","1700000.04","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Non Departmental-General Fund (101-000)","TRANSFERS FROM FUNDS (49000)","TRANSFER FROM FUND 256 (49256)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Non Departmental-General Fund (101-000)","TRANSFERS FROM FUNDS (49000)","TRANSFER FROM FUND 283 (49283)","4455000","4455000","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Non Departmental-General Fund (101-000)","TRANSFERS FROM FUNDS (49000)","TRANSFER FROM FUND 620 (49620)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Non Departmental-General Fund (101-000)","TRANSFERS FROM FUNDS (49000)","TRANSFER FROM FUND 856 - CAPITAL ASSETS (49856)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Non Departmental-General Fund (101-000)","TRANSFERS FROM FUNDS (49000)","TRANSFER FROM NO BURIAL GD (FD 801) (49801)","600000","600000","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Non Departmental-General Fund (101-000)","WATER SALES (47000)","WATER SUPPLY MEDICAL REIMB (47070)","397500","397500","General (101)","Tax Supported","REVENUE"
"2014","Human Services","Arts‚ Culture‚ Film‚ & Tourism (101-916)","DEPARTMENTAL REVENUE (43000)","VENDOR INCOME (43083)","2700","2700","General (101)","Tax Supported","REVENUE"
"2014","Human Services","Arts‚ Culture‚ Film‚ & Tourism (101-916)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","1350","1350","General (101)","Tax Supported","REVENUE"
"2014","Human Services","Arts‚ Culture‚ Film‚ & Tourism (101-916)","OTHER REVENUES (48200)","PAYROLL REIMBURSEMENT (48375)","95000.04","95000.04","General (101)","Tax Supported","REVENUE"
"2014","Human Services","Human Services (101-917)","DEPARTMENTAL REVENUE (43000)","MISCELLANEOUS FEES (43001)","336053.01","336053.01","General (101)","Tax Supported","REVENUE"
"2014","Human Services","PERA (101-1311)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Information Technology","Data Processing (101-204)","DEPARTMENTAL REVENUE (43000)","D P REIMBURSE SCHOOL DEPARTMENT (43025)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Law Department / City Solicitor","Law Department (101-105)","DEPARTMENTAL REVENUE (43000)","WITNESS FEES (43000)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Law Department / City Solicitor","Law Department (101-105)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Miscellaneous Departments","Board of Canvassers (101-904)","DEPARTMENTAL REVENUE (43000)","CERTIFIED LISTS (43270)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","ADVERTISING FEES (43590)","63999.96","63999.96","General (101)","Tax Supported","REVENUE"
"2014","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","CONDUCT BUSINESS 1-4 (43490)","4000","4000","General (101)","Tax Supported","REVENUE"
"2014","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","DANCE & EXHIBITIONS (43330)","170417.04","170417.04","General (101)","Tax Supported","REVENUE"
"2014","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","DETECTIVES (43410)","6000","6000","General (101)","Tax Supported","REVENUE"
"2014","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","FOOD DISPENSERS (43460)","76000","76000","General (101)","Tax Supported","REVENUE"
"2014","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","FROZEN DESSERTS (43470)","1800","1800","General (101)","Tax Supported","REVENUE"
"2014","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","HACK CARRIERS BADGES (43480)","240","240","General (101)","Tax Supported","REVENUE"
"2014","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","JUNK GATHERERS (43350)","1800","1800","General (101)","Tax Supported","REVENUE"
"2014","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","LAUNDRY (43450)","2000","2000","General (101)","Tax Supported","REVENUE"
"2014","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","LICENSE TRANSFER (43510)","1200","1200","General (101)","Tax Supported","REVENUE"
"2014","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","LIQUOR LICENSES (43310)","870000","870000","General (101)","Tax Supported","REVENUE"
"2014","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","MISCELLANEOUS FEES (43001)","110000","110000","General (101)","Tax Supported","REVENUE"
"2014","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","PAWNBROKERS (43360)","1600","1600","General (101)","Tax Supported","REVENUE"
"2014","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","PEDDLERS BADGES (43530)","18000","18000","General (101)","Tax Supported","REVENUE"
"2014","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","SECOND HAND STORES (43370)","12000","12000","General (101)","Tax Supported","REVENUE"
"2014","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","SUNDAY PARKING (43440)","60000","60000","General (101)","Tax Supported","REVENUE"
"2014","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","SUNDAY SALES (43380)","75000","75000","General (101)","Tax Supported","REVENUE"
"2014","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","TAVERNS (43400)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","TOBACCO LICENSES (43320)","30000","30000","General (101)","Tax Supported","REVENUE"
"2014","Miscellaneous Departments","Bureau of Licenses (101-905)","MISCELLANEOUS RECEIPTS (48000)","BAD CHECKS (48010)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Miscellaneous Departments","Bureau of Licenses (101-905)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","2400","2400","General (101)","Tax Supported","REVENUE"
"2014","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","AMUSEMENT CENTER (48202)","400","400","General (101)","Tax Supported","REVENUE"
"2014","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","BOUNCER REGISTRATION (48203)","7200","7200","General (101)","Tax Supported","REVENUE"
"2014","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","EXTENSION OF PREMISES FILE FEES (48209)","17000","17000","General (101)","Tax Supported","REVENUE"
"2014","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","HACKNEY CARRIAGE DRIVE (48213)","3600","3600","General (101)","Tax Supported","REVENUE"
"2014","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","MECHANICAL DEVICES (48218)","2000","2000","General (101)","Tax Supported","REVENUE"
"2014","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","MOTOR VEHICLE REPAIR (48219)","13200","13200","General (101)","Tax Supported","REVENUE"
"2014","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","PETROLEUM  STORAGE (48223)","7000","7000","General (101)","Tax Supported","REVENUE"
"2014","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","VALET LICENSES (48241)","1200","1200","General (101)","Tax Supported","REVENUE"
"2014","Miscellaneous Departments","Vital Statistics (101-903)","DEPARTMENTAL REVENUE (43000)","CERTIFIED COPIES (43002)","302000.03","302000.03","General (101)","Tax Supported","REVENUE"
"2014","Miscellaneous Departments","Vital Statistics (101-903)","DEPARTMENTAL REVENUE (43000)","MARRIAGE LICENSES (43260)","9000","9000","General (101)","Tax Supported","REVENUE"
"2014","Miscellaneous Departments","Vital Statistics (101-903)","DEPARTMENTAL REVENUE (43000)","MISCELLANEOUS FEES (43001)","1800","1800","General (101)","Tax Supported","REVENUE"
"2014","Miscellaneous Departments","Vital Statistics (101-903)","DEPARTMENTAL REVENUE (43000)","SEARCHING RECORDS (43082)","96","96","General (101)","Tax Supported","REVENUE"
"2014","Parks","North Burial Ground (101-710)","DEPARTMENTAL REVENUE (43000)","NO. BURIAL GROUNDS FEES (43860)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Personnel / Human Resources","Personnel (101-212)","DEPARTMENTAL REVENUE (43000)","WITNESS FEES (43000)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Personnel / Human Resources","Personnel (101-212)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Planning & Urban Development","Planning & Urban Development (101-908)","FEDERAL GRANTS (42100)","FEDERAL GRANTS (42100)","2198199.96","2198199.96","General (101)","Tax Supported","REVENUE"
"2014","Planning & Urban Development","Planning & Urban Development (101-908)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Property Taxes","Gen Fund‚ Property Tax (101-000)","TAX REVENUES (41000)","PROPERTY TAX REVENUE (41000)","253078501","252124928","General (101)","Tax Supported","REVENUE"
"2014","Prov. Public Schools","Non Departmental-General Fund (101-000)","DEPARTMENTAL REVENUE (43000)","REIMBURSE SCHOOL DEPARTMENT (43020)","1200000","1200000","General (101)","Tax Supported","REVENUE"
"2014","Prov. Public Schools","Non Departmental-General Fund (101-000)","GRANTS IN AID-SCHOOL FUND (42600)","STATE OF R.I. EDUCATION AID (42602)","206088489","206088489","General (101)","Tax Supported","REVENUE"
"2014","Prov. Public Schools","Non Departmental-General Fund (101-000)","GRANTS IN AID-SCHOOL FUND (42600)","STATE OF RI MEDICAID REIMBURSEMENT (42680)","4450000","4450000","General (101)","Tax Supported","REVENUE"
"2014","Prov. Public Schools","Non Departmental-General Fund (101-000)","TUITION REVENUE (48700)","TUITION REVENUE (48705)","785000","785000","General (101)","Tax Supported","REVENUE"
"2014","Public Property & Purchasing","Public Property (101-1801)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Public Property & Purchasing","Public Property (101-1801)","RENTAL INCOME (45200)","RENTAL INCOME (45200)","128000.04","128000.04","General (101)","Tax Supported","REVENUE"
"2014","Public Safety","Commissioner of Public Safety (101-301)","DEPARTMENTAL REVENUE (43000)","VIN VERIFICATION (43100)","58000","58000","General (101)","Tax Supported","REVENUE"
"2014","Public Safety","Communications (101-304)","DEPARTMENTAL REVENUE (43000)","MISCELLANEOUS FEES (43001)","675000","675000","General (101)","Tax Supported","REVENUE"
"2014","Public Safety","Communications (101-304)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","9300","9300","General (101)","Tax Supported","REVENUE"
"2014","Public Safety","Communications (101-304)","MISCELLANEOUS RECEIPTS (48000)","TELEPHONE (48005)","10000","10000","General (101)","Tax Supported","REVENUE"
"2014","Public Safety","Emergency Mgmt / Homeland Sec. (101-907)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Public Safety","Emergency Mgmt / Homeland Sec. (101-907)","OTHER REVENUES (48200)","CIVIL DEFENSE REIMBURSEMENT (48205)","150000","150000","General (101)","Tax Supported","REVENUE"
"2014","Public Safety","Fire (101-303)","DEPARTMENTAL REVENUE (43000)","FIRE DEPARTMENT INSPECTIONS (43145)","300000","300000","General (101)","Tax Supported","REVENUE"
"2014","Public Safety","Fire (101-303)","DEPARTMENTAL REVENUE (43000)","MISCELLANEOUS FEES (43001)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Public Safety","Fire (101-303)","DEPARTMENTAL REVENUE (43000)","PLAN REVIEW FEES (43121)","450000","450000","General (101)","Tax Supported","REVENUE"
"2014","Public Safety","Fire (101-303)","DEPARTMENTAL REVENUE (43000)","RESCUE BILLINGS REVENUE (43122)","30000","30000","General (101)","Tax Supported","REVENUE"
"2014","Public Safety","Fire (101-303)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Public Safety","Fire (101-303)","OTHER REVENUES (48200)","PAYROLL REIMBURSEMENT (48375)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Public Safety","Police (101-302)","DEPARTMENTAL REVENUE (43000)","BUREAU OF CRIME INDENTIFICATION (43112)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Public Safety","Police (101-302)","DEPARTMENTAL REVENUE (43000)","FALSE POLICE ALARM BILLINGS REVENUE (43662)","30000","30000","General (101)","Tax Supported","REVENUE"
"2014","Public Safety","Police (101-302)","DEPARTMENTAL REVENUE (43000)","MISCELLANEOUS FEES (43001)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Public Safety","Police (101-302)","DEPARTMENTAL REVENUE (43000)","OFFICER COURT FEES (43111)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Public Safety","Police (101-302)","DEPARTMENTAL REVENUE (43000)","POLICE - RED LIGHT CAMERAS (43850)","800000.04","800000.04","General (101)","Tax Supported","REVENUE"
"2014","Public Safety","Police (101-302)","DEPARTMENTAL REVENUE (43000)","POLICE PHOTO COPY (43114)","30000","30000","General (101)","Tax Supported","REVENUE"
"2014","Public Safety","Police (101-302)","FINES & FORFEITURES (44000)","FINES & PENALTIES (% STATE SUMMONS) (44030)","200000.04","200000.04","General (101)","Tax Supported","REVENUE"
"2014","Public Safety","Police (101-302)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Public Safety","Police (101-302)","OTHER REVENUES (48200)","PAYROLL REIMBURSEMENT (48375)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Recreation","Recreation Seasonal (101-602)","OTHER REVENUES (48200)","PAYROLL REIMBURSEMENT (48375)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Tangible Taxes","Gen Fund‚ Tangible Tax (101-000)","TAX REVENUES (41000)","TANGIBLE TAX REVENUE (41100)","39263568","39263568","General (101)","Tax Supported","REVENUE"
"2015","City Council","City Clerk (101-103)","DEPARTMENTAL REVENUE (43000)","AUCTIONEERS RETURN (43040)","0","0","General (101)","Tax Supported","REVENUE"
"2015","City Council","City Clerk (101-103)","DEPARTMENTAL REVENUE (43000)","CERTIFIED COPIES (43002)","0","0","General (101)","Tax Supported","REVENUE"
"2015","City Council","City Clerk (101-103)","DEPARTMENTAL REVENUE (43000)","DRAFT COPIES (43046)","0","0","General (101)","Tax Supported","REVENUE"
"2015","City Council","City Clerk (101-103)","DEPARTMENTAL REVENUE (43000)","MISCELLANEOUS FEES (43001)","8000","8000","General (101)","Tax Supported","REVENUE"
