"fiscal_year","service","department","program","expense_category","recommended_amount","approved_amount","fund","fund_type","description","expense_type"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","STORM DRAINAGE","INTERFUND PAYMENTS FOR SERVICES","467450","467450","STORM DRAINAGE","NON-TAX SUPPORTED FUNDS","INTERFUND IS SERVICES","OPERATING EXPENSES"
"2015","OPERATING TRANSFER OUT","COMMUNITY DEVELOPMENT & PUBLIC WORKS","WATER","INTERGOVERNMENTAL/INTERFUND","337614.35","337614.35","WATER","NON-TAX SUPPORTED FUNDS","OPERATING TRANSFERS OUT","OPERATING EXPENSES"
"2015","BUILDING/MAINTENANCE","FACILITIES","INTERNAL SERVICE","PERSONNEL BENEFITS","201031.32","201031.32","FACILITIES","NON-TAX SUPPORTED FUNDS","MEDICAL & LIFE INSURANCE","PERSONNEL COSTS"
"2015","DEBT SERVICE PRINCIPAL","PARKS","CULTURE AND RECREATION","SUPPLIES","13300","13300","GENERAL","TAX SUPPORTED FUNDS","OFFICE & OPERATING SUPPLIES","OPERATING EXPENSES"
"2015","ADMINISTRATION","ADMINISTRATION","ECONOMIC ENVIRONMENT","SALARIES & WAGES","104585.48","104585.48","GENERAL","TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","CULTURAL ARTS","PARKS","CULTURE AND RECREATION","SALARIES & WAGES","100607.04","100607.04","GENERAL","TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","BUILDING/MAINTENANCE","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INTERNAL SERVICE","OTHER SERVICES & CHARGES","3000","3000","EQUIPMENT RENTAL","NON-TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","OPERATING TRANSFER OUT","FINANCE","TRANSFERS-OUT","INTERGOVERNMENTAL/INTERFUND","658000","658000","CUMULATIVE RESERVE FUND","TAX SUPPORTED FUNDS","OPERATING TRANSFERS OUT","OPERATING EXPENSES"
"2015","OPERATIONS","POLICE","SECURITY OF PERSONS AND PROPERTY","SUPPLIES","81820","81820","GENERAL","TAX SUPPORTED FUNDS","OFFICE & OPERATING SUPPLIES","OPERATING EXPENSES"
"2015","HISTORICAL MUSEUM","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","4100","4100","GENERAL","TAX SUPPORTED FUNDS","ADVERTISING","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","WATER","PERSONNEL BENEFITS","122803.44","122803.44","WATER","NON-TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","SYSTEMS","IT","INTERNAL SERVICE","SALARIES & WAGES","1331949.61","1331949.61","INFORMATION SERVICES","NON-TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","ADMINISTRATION","CITY ATTORNEY","GENERAL GOVERNMENTAL","SALARIES & WAGES","303118.47","303118.47","GENERAL","TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","MAINTENANCE & OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","SALARIES & WAGES","663549.12","663549.12","GENERAL","TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","MAINTENANCE & OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","OTHER SERVICES & CHARGES","8400","8400","GENERAL","TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","COMPREHENSIVE PLANNING","ADMINISTRATION","ECONOMIC ENVIRONMENT","SALARIES & WAGES","96296.02","96296.02","HOUSING & COMM. DEVELOPMENT","NON-TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","WATER","SUPPLIES","106000","106000","WATER","NON-TAX SUPPORTED FUNDS","OFFICE & OPERATING SUPPLIES","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SEWER","PERSONNEL BENEFITS","24966.04","24966.04","SEWER","NON-TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","RECYCLING GRANT","FINANCE","SOLID WASTE","OTHER SERVICES & CHARGES","10000","10000","SOLID WASTE","NON-TAX SUPPORTED FUNDS","ADVERTISING","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SEWER","OTHER SERVICES & CHARGES","42100","42100","SEWER","NON-TAX SUPPORTED FUNDS","INSURANCE","OPERATING EXPENSES"
"2015","ADMINISTRATION","ADMINISTRATION","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","500","500","GENERAL","TAX SUPPORTED FUNDS","ADVERTISING","OPERATING EXPENSES"
"2015","DEBT SERVICE PRINCIPAL","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","16000","16000","GENERAL","TAX SUPPORTED FUNDS","ADVERTISING","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INTERNAL SERVICE","PERSONNEL BENEFITS","40195.63","40195.63","EQUIPMENT RENTAL","NON-TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","DEBT SERVICE PRINCIPAL","FINANCE","AIRPORT","DEBT SERVICE PRINCIPAL","135000","135000","AIRPORT","NON-TAX SUPPORTED FUNDS","DEBT SERVICE PRINCIPAL","OPERATING EXPENSES"
"2015","ADMINISTRATION","HUMAN RESOURCES","GENERAL GOVERNMENTAL","INTERFUND PAYMENTS FOR SERVICES","96400","96400","GENERAL","TAX SUPPORTED FUNDS","INTERFUND FACILITIES","OPERATING EXPENSES"
"2015","ADMINISTRATION","CITY ATTORNEY","GENERAL GOVERNMENTAL","INTERFUND PAYMENTS FOR SERVICES","5219","5219","GENERAL","TAX SUPPORTED FUNDS","INTERFUND OPERATING RENTALS & LEASES","OPERATING EXPENSES"
"2015","BUDGET, ACCT & AUDITING","FINANCE","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","2500","2500","GENERAL","TAX SUPPORTED FUNDS","TRAVEL","OPERATING EXPENSES"
"2015","TAXES","FINANCE","SOLID WASTE","OTHER SERVICES & CHARGES","948000","948000","SOLID WASTE","NON-TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","ECONOMIC ENVIRONMENT","INTERFUND PAYMENTS FOR SERVICES","9372","9372","GENERAL","TAX SUPPORTED FUNDS","INTERFUND OPERATING RENTALS & LEASES","OPERATING EXPENSES"
"2015","ADMINISTRATION","POLICE","SECURITY OF PERSONS AND PROPERTY","SALARIES & WAGES","7100","7100","GENERAL","TAX SUPPORTED FUNDS","OVERTIME","PERSONNEL COSTS"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","WATER","PERSONNEL BENEFITS","48342.63","48342.63","WATER","NON-TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","OPERATIONS","POLICE","SECURITY OF PERSONS AND PROPERTY","OTHER SERVICES & CHARGES","24000","24000","GENERAL","TAX SUPPORTED FUNDS","TRAVEL","OPERATING EXPENSES"
"2015","ANIMAL CONTROL","POLICE","PHYSICAL ENVIRONMENT","PERSONNEL BENEFITS","6402.69","6402.69","GENERAL","TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","ANIMAL CONTROL","POLICE","PHYSICAL ENVIRONMENT","PERSONNEL BENEFITS","2509.59","2509.59","GENERAL","TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","BUDGET, ACCT & AUDITING","FINANCE","GENERAL GOVERNMENTAL","SUPPLIES","2000","2000","GENERAL","TAX SUPPORTED FUNDS","SMALL TOOLS & MINOR EQUIPMENT","OPERATING EXPENSES"
"2015","ADMINISTRATION","PARKS","CEMETERY","SUPPLIES","4300","4300","CEMETERY","NON-TAX SUPPORTED FUNDS","SMALL TOOLS & MINOR EQUIPMENT","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SEWER","OTHER SERVICES & CHARGES","8500","8500","SEWER","NON-TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","INTERFUND PAYMENTS FOR SERVICES","600","600","LOCAL STREET FUND","TAX SUPPORTED FUNDS","INTERFUND PRINTING SERVICES","OPERATING EXPENSES"
"2015","BUILDING/MAINTENANCE","FACILITIES","INTERNAL SERVICE","SALARIES & WAGES","651357.07","651357.07","FACILITIES","NON-TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","ADMINISTRATION","FINANCE","SOLID WASTE","PERSONNEL BENEFITS","200","200","SOLID WASTE","NON-TAX SUPPORTED FUNDS","OTHER FRINGE BENEFITS","PERSONNEL COSTS"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","STORM DRAINAGE","OTHER SERVICES & CHARGES","33500","33500","STORM DRAINAGE","NON-TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SEWER METRO SUB-FUND","INTERGOVERNMENTAL/INTERFUND","16056900","16056900","SEWER METRO SUB-FUND","NON-TAX SUPPORTED FUNDS","INTERGOVERNMENTAL","OPERATING EXPENSES"
"2015","ADMINISTRATION","HUMAN RESOURCES","GENERAL GOVERNMENTAL","SUPPLIES","7500","7500","GENERAL","TAX SUPPORTED FUNDS","OFFICE & OPERATING SUPPLIES","OPERATING EXPENSES"
"2015","CEMETERY OPERATIONS","PARKS","CEMETERY","OTHER SERVICES & CHARGES","60300","60300","CEMETERY","NON-TAX SUPPORTED FUNDS","UTILITIES","OPERATING EXPENSES"
"2015","ADMINISTRATION","PARKS","CEMETERY","INTERFUND PAYMENTS FOR SERVICES","13150","13150","CEMETERY","NON-TAX SUPPORTED FUNDS","INTERFUND IS SERVICES","OPERATING EXPENSES"
"2015","COMMUNITY SERVICES","ADMINISTRATION","ECONOMIC ENVIRONMENT","OTHER SERVICES & CHARGES","2500","2500","GENERAL","TAX SUPPORTED FUNDS","ADVERTISING","OPERATING EXPENSES"
"2015","ADMINISTRATION","PARKS","CULTURE AND RECREATION","SUPPLIES","263800","263800","GENERAL","TAX SUPPORTED FUNDS","OFFICE & OPERATING SUPPLIES","OPERATING EXPENSES"
"2015","BUILDING/MAINTENANCE","FACILITIES","INTERNAL SERVICE","SUPPLIES","8000","8000","FACILITIES","NON-TAX SUPPORTED FUNDS","SMALL TOOLS & MINOR EQUIPMENT","OPERATING EXPENSES"
"2015","ADMINISTRATION - EMERGENCY SERVICES","ADMINISTRATION","GENERAL GOVERNMENTAL","INTERFUND PAYMENTS FOR SERVICES","3600","3600","GENERAL","TAX SUPPORTED FUNDS","INTERFUND OPERATING RENTALS & LEASES","OPERATING EXPENSES"
"2015","PUBLIC SERVICES","ADMINISTRATION","MENTAL AND PHYSICAL HEALTH","OTHER SERVICES & CHARGES","840000","840000","GENERAL","TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","BUILDING/PERMITS & INSPECTIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SECURITY OF PERSONS AND PROPERTY","INTERFUND PAYMENTS FOR SERVICES","72700","72700","GENERAL","TAX SUPPORTED FUNDS","INTERFUND FACILITIES","OPERATING EXPENSES"
"2015","SERVICES - PROGRAMS","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","12000","12000","GENERAL","TAX SUPPORTED FUNDS","COMMUNICATION","OPERATING EXPENSES"
"2015","PROSECUTION/CRIMINAL","CITY ATTORNEY","GENERAL GOVERNMENTAL","SALARIES & WAGES","482975.34","482975.34","GENERAL","TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2013","POLICE OPERATIONS","POLICE","SECURITY OF PERSONS AND PROPERTY","SALARIES & WAGES","450000","450000","GENERAL","TAX SUPPORTED FUNDS","OVERTIME","PERSONNEL COSTS"
"2015","LEGISLATIVE SERVICES","MAYOR AND COUNCIL","GENERAL GOVERNMENTAL","INTERFUND PAYMENTS FOR SERVICES","8400","8400","GENERAL","TAX SUPPORTED FUNDS","INTERFUND PRINTING SERVICES","OPERATING EXPENSES"
"2015","SUPPORT SERVICES","POLICE","SECURITY OF PERSONS AND PROPERTY","OTHER SERVICES & CHARGES","4000","4000","GENERAL","TAX SUPPORTED FUNDS","TRAVEL","OPERATING EXPENSES"
"2015","OPERATING TRANSFER OUT","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSFERS-OUT","INTERGOVERNMENTAL/INTERFUND","10053.35","10053.35","LOCAL STREET FUND","TAX SUPPORTED FUNDS","OPERATING TRANSFERS OUT","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","ECONOMIC ENVIRONMENT","SALARIES & WAGES","5000","5000","GENERAL","TAX SUPPORTED FUNDS","OVERTIME","PERSONNEL COSTS"
"2015","CITY CLERK","CITY ATTORNEY","GENERAL GOVERNMENTAL","INTERGOVERNMENTAL/INTERFUND","287000","287000","GENERAL","TAX SUPPORTED FUNDS","INTERGOVERNMENTAL","OPERATING EXPENSES"
"2015","ADMINISTRATION","PARKS","CEMETERY","OTHER SERVICES & CHARGES","10800","10800","CEMETERY","NON-TAX SUPPORTED FUNDS","INSURANCE","OPERATING EXPENSES"
"2015","CEMETERY OPERATIONS","PARKS","CEMETERY","OTHER SERVICES & CHARGES","10000","10000","CEMETERY","NON-TAX SUPPORTED FUNDS","REPAIRS & MAINTENANCE","OPERATING EXPENSES"
"2015","CAPITAL OUTLAY","FINANCE","CAPITAL OUTLAY","CAPITAL OUTLAY","57649","57649","CAPITAL IMPROVEMENT PROJECTS","TAX SUPPORTED FUNDS","CAPITAL OUTLAY","OPERATING EXPENSES"
"2015","OPERATIONS","FINANCE","AIRPORT","OTHER SERVICES & CHARGES","5000","5000","AIRPORT","NON-TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","INVESTIGATIONS","POLICE","SECURITY OF PERSONS AND PROPERTY","SUPPLIES","59740","59740","DRUG FORFEITURE FUND","NON-TAX SUPPORTED FUNDS","SMALL TOOLS & MINOR EQUIPMENT","OPERATING EXPENSES"
"2015","BUILDING/MAINTENANCE","FACILITIES","INTERNAL SERVICE","PERSONNEL BENEFITS","70130.37","70130.37","FACILITIES","NON-TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","ECONOMIC ENVIRONMENT","INTERFUND PAYMENTS FOR SERVICES","112740","112740","GENERAL","TAX SUPPORTED FUNDS","INTERFUND IS SERVICES","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","PERSONNEL BENEFITS","6744.27","6744.27","LOCAL STREET FUND","TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","CITY CLERK","CITY ATTORNEY","GENERAL GOVERNMENTAL","PERSONNEL BENEFITS","61163.52","61163.52","GENERAL","TAX SUPPORTED FUNDS","HEALTH INSURANCE","OPERATING EXPENSES"
"2015","BUILDING/MAINTENANCE","FACILITIES","INTERNAL SERVICE","INTERFUND PAYMENTS FOR SERVICES","6600","6600","FACILITIES","NON-TAX SUPPORTED FUNDS","EQUIPMENT RENTAL CHARGE-FUEL","OPERATING EXPENSES"
"2015","DEBT SERVICE PRINCIPAL","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","5000","5000","GENERAL","TAX SUPPORTED FUNDS","REPAIRS & MAINTENANCE","OPERATING EXPENSES"
"2015","DEBT SERVICE PRINCIPAL","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SEWER","DEBT SERVICE PRINCIPAL","288262","288262","SEWER","NON-TAX SUPPORTED FUNDS","INTERGOVERNMENTAL","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INTERNAL SERVICE","SUPPLIES","802100","802100","EQUIPMENT RENTAL","NON-TAX SUPPORTED FUNDS","FUEL","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","STORM DRAINAGE","PERSONNEL BENEFITS","89337.68","89337.68","STORM DRAINAGE","NON-TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","ANIMAL CONTROL","COMMUNITY DEVELOPMENT & PUBLIC WORKS","PHYSICAL ENVIRONMENT","SUPPLIES","4301.77","4301.77","GENERAL","TAX SUPPORTED FUNDS","OFFICE & OPERATING SUPPLIES","OPERATING EXPENSES"
"2015","LEGISLATIVE SERVICES","MAYOR AND COUNCIL","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","16000","16000","GENERAL","TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","ADMINISTRATION","HUMAN RESOURCES","GENERAL GOVERNMENTAL","PERSONNEL BENEFITS","36229.59","36229.59","GENERAL","TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","PROSECUTION/CRIMINAL","CITY ATTORNEY","GENERAL GOVERNMENTAL","PERSONNEL BENEFITS","2128.42","2128.42","GENERAL","TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","OTHER SERVICES & CHARGES","300","300","LOCAL STREET FUND","TAX SUPPORTED FUNDS","COMMUNICATION","OPERATING EXPENSES"
"2015","EQUIPMENT RENTAL","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INTERNAL SERVICE","SUPPLIES","36150","36150","EQUIPMENT RENTAL","NON-TAX SUPPORTED FUNDS","SMALL TOOLS & MINOR EQUIPMENT","OPERATING EXPENSES"
"2015","ADMINISTRATION","ADMINISTRATION","GENERAL GOVERNMENTAL","INTERFUND PAYMENTS FOR SERVICES","15600","15600","GENERAL","TAX SUPPORTED FUNDS","INTERFUND FACILITIES","OPERATING EXPENSES"
"2015","ADMINISTRATION","HUMAN RESOURCES","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","61300","61300","GENERAL","TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","ANIMAL CONTROL","FINANCE","GENERAL GOVERNMENTAL","SUPPLIES","698.23","698.23","GENERAL","TAX SUPPORTED FUNDS","OFFICE & OPERATING SUPPLIES","OPERATING EXPENSES"
"2015","CAPITAL OUTLAY","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INCREASE IN FIXED ASSETS","PERSONNEL BENEFITS","11040.05","11040.05","WATER","NON-TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","CITY CLERK","CITY ATTORNEY","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","3500","3500","GENERAL","TAX SUPPORTED FUNDS","TRAVEL","OPERATING EXPENSES"
"2015","ADMINISTRATION - EMERGENCY SERVICES","ADMINISTRATION","SECURITY OF PERSONS AND PROPERTY","SALARIES & WAGES","41081.46","41081.46","GENERAL","TAX SUPPORTED FUNDS","OTHER WAGES","PERSONNEL COSTS"
"2015","ADMINISTRATION","CITY ATTORNEY","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","11500","11500","GENERAL","TAX SUPPORTED FUNDS","TRAVEL","OPERATING EXPENSES"
"2015","CEMETERY OPERATIONS","PARKS","CEMETERY","SUPPLIES","110000","110000","CEMETERY","NON-TAX SUPPORTED FUNDS","INVENTORY","OPERATING EXPENSES"
"2015","ANIMAL CONTROL","POLICE","PHYSICAL ENVIRONMENT","OTHER SERVICES & CHARGES","3500","3500","GENERAL","TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","ADMINISTRATION","ADMINISTRATION","ECONOMIC ENVIRONMENT","PERSONNEL BENEFITS","7654.61","7654.61","GENERAL","TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","PERSONNEL BENEFITS","1000","1000","GENERAL","TAX SUPPORTED FUNDS","OTHER FRINGE BENEFITS","PERSONNEL COSTS"
"2015","ADMINISTRATION","MAYOR AND COUNCIL","GENERAL GOVERNMENTAL","PERSONNEL BENEFITS","23992.62","23992.62","GENERAL","TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","EQUIPMENT RENTAL","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INTERNAL SERVICE","OTHER SERVICES & CHARGES","62300","62300","EQUIPMENT RENTAL","NON-TAX SUPPORTED FUNDS","INSURANCE","OPERATING EXPENSES"
"2015","BUILDING/MAINTENANCE","FACILITIES","INTERNAL SERVICE","PERSONNEL BENEFITS","1500","1500","FACILITIES","NON-TAX SUPPORTED FUNDS","OTHER FRINGE BENEFITS","PERSONNEL COSTS"
"2015","CEMETERY OPERATIONS","PARKS","CEMETERY","SALARIES & WAGES","6000","6000","CEMETERY","NON-TAX SUPPORTED FUNDS","OVERTIME","PERSONNEL COSTS"
"2015","MAINTENANCE & OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","OTHER SERVICES & CHARGES","2000","2000","GENERAL","TAX SUPPORTED FUNDS","COMMUNICATION","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","ECONOMIC ENVIRONMENT","PERSONNEL BENEFITS","179764.49","179764.49","GENERAL","TAX SUPPORTED FUNDS","HEALTH INSURANCE","OPERATING EXPENSES"
"2015","ANIMAL CONTROL","NON DEPARTMENTAL","PHYSICAL ENVIRONMENT","OTHER SERVICES & CHARGES","250000","250000","GENERAL","TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","SPECIAL EVENTS","PARKS","CULTURE AND RECREATION","INTERFUND PAYMENTS FOR SERVICES","51300","51300","GENERAL","TAX SUPPORTED FUNDS","INTERFUND PRINTING SERVICES","OPERATING EXPENSES"
"2015","LEGISLATIVE SERVICES","MAYOR AND COUNCIL","GENERAL GOVERNMENTAL","INTERFUND PAYMENTS FOR SERVICES","96500","96500","GENERAL","TAX SUPPORTED FUNDS","INTERFUND FACILITIES","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INTERNAL SERVICE","SALARIES & WAGES","370364.01","370364.01","EQUIPMENT RENTAL","NON-TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","ADMINISTRATION","HUMAN RESOURCES","GENERAL GOVERNMENTAL","INTERFUND PAYMENTS FOR SERVICES","13568","13568","GENERAL","TAX SUPPORTED FUNDS","INTERFUND OPERATING RENTALS & LEASES","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","ECONOMIC ENVIRONMENT","OTHER SERVICES & CHARGES","330016","330016","GENERAL","TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","ADMINISTRATION","HUMAN RESOURCES","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","5000","5000","GENERAL","TAX SUPPORTED FUNDS","ADVERTISING","OPERATING EXPENSES"
"2015","ADMINISTRATION","FINANCE","GENERAL GOVERNMENTAL","SUPPLIES","2000","2000","GENERAL","TAX SUPPORTED FUNDS","SMALL TOOLS & MINOR EQUIPMENT","OPERATING EXPENSES"
"2015","ADMINISTRATION","ADMINISTRATION","GENERAL GOVERNMENTAL","PERSONNEL BENEFITS","185.82","185.82","GENERAL","TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","BUDGET, ACCT & AUDITING","FINANCE","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","52630","52630","GENERAL","TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","ADMINISTRATION","PARKS","CULTURE AND RECREATION","INTERFUND PAYMENTS FOR SERVICES","281280","281280","GENERAL","TAX SUPPORTED FUNDS","INTERFUND IS SERVICES","OPERATING EXPENSES"
"2015","CAPITAL OUTLAY","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INCREASE IN FIXED ASSETS","SALARIES & WAGES","240001","240001","WATER","NON-TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","SENIOR CITIZEN SERVICES","PARKS","CULTURE AND RECREATION","PERSONNEL BENEFITS","2638.86","2638.86","GENERAL","TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","HISTORICAL MUSEUM","PARKS","CULTURE AND RECREATION","SALARIES & WAGES","157927.68","157927.68","GENERAL","TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","ADMINISTRATION","FINANCE","SOLID WASTE","INTERFUND PAYMENTS FOR SERVICES","55260","55260","SOLID WASTE","NON-TAX SUPPORTED FUNDS","INTERFUND IS SERVICES","OPERATING EXPENSES"
"2015","OPERATING TRANSFER OUT","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SEWER","INTERGOVERNMENTAL/INTERFUND","422081.35","422081.35","SEWER","NON-TAX SUPPORTED FUNDS","OPERATING TRANSFERS OUT","OPERATING EXPENSES"
"2015","LEGISLATIVE SERVICES","MAYOR AND COUNCIL","GENERAL GOVERNMENTAL","PERSONNEL BENEFITS","11006.62","11006.62","GENERAL","TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","COMPREHENSIVE PLANNING","ADMINISTRATION","ECONOMIC ENVIRONMENT","PERSONNEL BENEFITS","22099.93","22099.93","HOUSING & COMM. DEVELOPMENT","NON-TAX SUPPORTED FUNDS","MEDICAL & LIFE INSURANCE","PERSONNEL COSTS"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","PERSONNEL BENEFITS","21974.64","21974.64","LOCAL STREET FUND","TAX SUPPORTED FUNDS","MEDICAL & LIFE INSURANCE","PERSONNEL COSTS"
"2015","CIVIL SERVICE COMMISSION","HUMAN RESOURCES","GENERAL GOVERNMENTAL","PERSONNEL BENEFITS","5452.19","5452.19","GENERAL","TAX SUPPORTED FUNDS","HEALTH INSURANCE","OPERATING EXPENSES"
"2015","ADMINISTRATION","PARKS","CEMETERY","INTERFUND PAYMENTS FOR SERVICES","46100","46100","CEMETERY","NON-TAX SUPPORTED FUNDS","INTERFUND FACILITIES","OPERATING EXPENSES"
"2015","CAPITAL OUTLAY","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INCREASE IN FIXED ASSETS","PERSONNEL BENEFITS","3875.94","3875.94","STORM DRAINAGE","NON-TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
