"pais","idpilar","titulopilar","idcomponente","titulocomponente","idindicador","tituloindicador","idrequisito","t_tulorequisito","respuestarequisito","porcentaje","dias","promedio","titulosector","a_o_texto","a_o_fechayhora","id_paisrequisito"
"Trin. & Tob.","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","2","Se cuenta con un plan sectorial de mediano plazo que contiene los objetivos prioritarios","5","Existencia de líneas de base para medir el progreso.","El requisito se cumple parcialmente, es decir, el plan sectorial de mediano plazo cuenta con líneas de base para la medición del cumplimiento y definición de metas. Sin embargo, las líneas de base no incluyen la fuente primaria ni secundaria de información.",,,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","Trin. & Tob.41625"
"Perú","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","2","Existe una entidad o unidad del gobierno encargada de la planificación","2","Manuales y metodologías para los procesos técnicos.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Perú1122"
"Ecuador","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","6","Los ministerios sectoriales cuentan con un plan propio de mediano plazo que contiene los objetivos prioritarios con sus correspondientes estrategias y metas","1","Existencia de planes sectoriales de mediano plazo.",,,,"1.25",,"2013","2013-01-01T00:00:00.000","Ecuador1161"
"Colombia","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","2","Se cuenta con un plan sectorial de mediano plazo que contiene los objetivos prioritarios","8","Difusión del plan sectorial de mediano plazo.","El requisito se cumple en su totalidad, es decir, el plan de mediano plazo está a disposición de la ciudadanía a través de Internet o aplicaciones de telefonía móvil .",,,,"Salud","2013","2013-01-01T00:00:00.000","Colombia41628"
"Bahamas","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","10","ANÁLISIS, MITIGACIÓN Y CALIFICACIÓN DE RIESGO","2","Se definen mecanismos para mitigar los efectos de los riesgos fiscales","3","Vigencia de mecanismos de mitigación de riesgos fiscales.","El requisito se cumple parcialmente, es decir, está vigente uno de los siguientes cuatro mecanismos de mitigación de riesgos fiscales: pólizas de seguro o reaseguro contra desastres naturales, fondos presupuestarios para cubrir catástrofes naturales, bonos para eventos catastróficos, o fondos de estabilización por cambios en el precio de materias primas.",,,,,"2013","2013-01-01T00:00:00.000","Bahamas31023"
"El Salvador","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","17","PRESUPUESTACIÓN SECTORIAL CON BASE EN RESULTADOS","1","El presupuesto de gasto sectorial se estructura con base en programas","1","Porcentaje del presupuesto de gasto sectorial estructurado con base en programas.",,"0",,,"Educación","2013","2013-01-01T00:00:00.000","El Salvador41711"
"México","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","3","PLANIFICACIÓN PARTICIPATIVA","2","El Poder Legislativo participa en la discusión de los objetivos y metas del gobierno","1","    Existencia de un marco legal que establece la presentación del plan al Poder Legislativo.","El requisito se cumple en su totalidad, es decir, está en vigencia una ley (o decreto) y un reglamento que establece la obligación de presentar el plan de gobierno de mediano plazo al Poder Legislativo.",,,,,"2013","2013-01-01T00:00:00.000","México1321"
"Guatemala","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","6","Los ministerios sectoriales cuentan con un plan propio de mediano plazo que contiene los objetivos prioritarios con sus correspondientes estrategias y metas","1","Existencia de planes sectoriales de mediano plazo.",,,,"1.25",,"2013","2013-01-01T00:00:00.000","Guatemala1161"
"Nicaragua","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","5","El gobierno cuenta con un plan de gobierno de mediano plazo que contiene los objetivos prioritarios con sus correspondientes estrategias y metas.","8","Difusión del plan de gobierno de mediano plazo.","El requisito se cumple en su totalidad, es decir, el plan nacional de mediano plazo está a disposición de la ciudadanía a través de Internet o aplicaciones de telefonía móvil..",,,,,"2013","2013-01-01T00:00:00.000","Nicaragua1158"
"Rep. Domin.","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","1","Existe un sistema de información sectorial compuesto por datos sobre la producción de bienes y servicios, e indicadores de desempeño","2","Inclusión de información sobre la calidad de los bienes y servicios producidos.","El requisito no se cumple.",,,,"Infraestructura","2013","2013-01-01T00:00:00.000","Rep. Domin.42012"
"Perú","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","5","FORMULACIÓN DE LA PERSPECTIVA PRESUPUESTARIA DE MEDIANO PLAZO","2","Se elaboran proyecciones presupuestales plurianuales consistentes con el  plan de gobierno","3","Elaboración de un Marco de Gasto de Mediano Plazo (MGMP).","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Perú2523"
"Panamá","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","1","El sector cuenta con una visión de largo plazo que supere el periodo de gobierno","4","Existencia de líneas de base para medir el progreso de las metas sectoriales.","El requisito no se cumple.",,,,"Infraestructura","2013","2013-01-01T00:00:00.000","Panamá41614"
"Nicaragua","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","8","RENDICIÓN DE CUENTAS PRESUPUESTARIAS A LA CIUDADANÍA","1","La información sobre el presupuesto está a disposición de la ciudadanía","1","Publicación expedita y clara de la propuesta presupuestaria.","El requisito se cumple parcialmente, es decir, la propuesta presupuestaria se hace pública, pero no al mismo tiempo que  se la presenta al Poder Legislativo (o fuera de las fechas establecidas por la Ley, siempre y cuando estas fechas sean antes de la aprobación presupuestaria), y/o no incluye vínculos entre los montos presupuestados y las metas y objetivos establecidos en el plan nacional, y/o no va acompañada de esquemas, resúmenes y guías que faciliten la lectura y análisis por parte del público.",,,,,"2013","2013-01-01T00:00:00.000","Nicaragua2811"
"Brasil","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","6","Los ministerios sectoriales cuentan con un plan propio de mediano plazo que contiene los objetivos prioritarios con sus correspondientes estrategias y metas","4","Existencia de un sistema de indicadores de desempeño para medir el progreso.",,,,"2.33",,"2013","2013-01-01T00:00:00.000","Brasil1164"
"Surinam","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","3","Las visiones de largo plazo y los planes de mediano plazo sectoriales se encuentran articulados","1","Articulación con la visión sectorial de largo plazo.",,,,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","Surinam41631"
"Surinam","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","2","Existe una estrategia para mejorar la calidad de los bienes y servicios que produce el sector","3","Existencia de procedimientos y criterios institucionalizados para mejorar la calidad.","El requisito no se cumple.",,,,"Salud","2013","2013-01-01T00:00:00.000","Surinam41923"
"Costa Rica","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","1","Existe un marco legal que regula el sistema de planificación","5","Definición de responsabilidades institucionales.","El requisito se cumple en su totalidad, es decir, el marco legal o reglamentario que regula el sistema de planificación específica a todas las entidades responsables de la planificación, e incluye aspectos relevantes para el desempeño de la entidad o unidad normativa del sistema de planificación, como sus funciones, objetivos y definición de procesos medulares.",,,,,"2013","2013-01-01T00:00:00.000","Costa Rica1115"
"Belice","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","4","Los principales sectores cuentan con una visión propia de largo plazo que supera el periodo de gobierno","4","Existencia de líneas de base para medir el progreso.",,,,"0",,"2013","2013-01-01T00:00:00.000","Belice1144"
"Guyana","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","2","PLANIFICACIÓN OPERATIVA Y VINCULACIÓN AL PRESUPUESTO","1","Los objetivos de la planificación se articulan en programas operativos","1","Definición programática de los objetivos de la planificación de mediano plazo.","El requisito no se cumple",,,,,"2013","2013-01-01T00:00:00.000","Guyana1211"
"Rep. Domin.","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","15","SISTEMA NACIONAL DE INVERSIÓN PÚBLICA (SNIP)","3","Las evaluaciones ex–ante cubren todos los proyectos de inversión del gobierno central y de los gobiernos subnacionales","2","Porcentaje de los proyectos de inversión del gobierno central que son evaluados (en monto de los proyectos).",,"0.9",,,,"2013","2013-01-01T00:00:00.000","Rep. Domin.41532"
"Surinam","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","15","SISTEMA NACIONAL DE INVERSIÓN PÚBLICA (SNIP)","3","Las evaluaciones ex–ante cubren todos los proyectos de inversión del gobierno central y de los gobiernos subnacionales","2","Porcentaje de los proyectos de inversión del gobierno central que son evaluados (en monto de los proyectos).",,"0",,,,"2013","2013-01-01T00:00:00.000","Surinam41532"
"Belice","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","4","ESTRUCTURACIÓN DEL PRESUPUESTO DE GASTO CON BASE EN PROGRAMAS","5","Existe armonización/vinculación entre los programas del plan y los programas del presupuesto","3","Capacitación para la elaboración del presupuesto con base en los objetivos definidos.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Belice2453"
"Trin. & Tob.","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","10","ANÁLISIS, MITIGACIÓN Y CALIFICACIÓN DE RIESGO","1","Se realizan actividades para detectar los riesgos fiscales","2","Análisis de las obligaciones indirectas o contingentes.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Trin. & Tob.31012"
"Chile","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","4","Los principales sectores cuentan con una visión propia de largo plazo que supera el periodo de gobierno","6","Difusión de la visión de largo plazo.",,,,"2",,"2013","2013-01-01T00:00:00.000","Chile1146"
"Nicaragua","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","13","SISTEMA DE ADQUISICIONES Y CONTRATACIONES PÚBLICAS","3","El sistema electrónico de adquisiciones y contrataciones públicas se utiliza en la mayor parte de las compras del gobierno","1","Porcentaje del valor de las compras realizado a través del sistema electrónico de adquisiciones y contrataciones públicas.",,"0",,,,"2013","2013-01-01T00:00:00.000","Nicaragua31331"
"Surinam","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","6","EVALUACIÓN DE LA EFECTIVIDAD DEL GASTO","1","Existe información de desempeño para evaluar los resultados del gasto del gobierno","6","Utilización de evaluaciones rápidas de desempeño.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Surinam2616"
"Ecuador","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","5","El gobierno cuenta con un plan de gobierno de mediano plazo que contiene los objetivos prioritarios con sus correspondientes estrategias y metas.","4","Existencia de un sistema de indicadores de desempeño para medir el progreso.","El requisito se cumple en su totalidad, es decir, existe un sistema de indicadores de desempeño para medir el cumplimiento de todas las metas y objetivos del plan de mediano plazo.",,,,,"2013","2013-01-01T00:00:00.000","Ecuador1154"
"Jamaica","5","QUINTO PILAR: SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN","22","SEGUIMIENTO DE LA GESTIÓN DEL GOBIERNO","3","Existe un sistema de seguimiento de la gestión mediante indicadores de desempeño","1","Existencia de un sistema de seguimiento mediante indicadores de desempeño.","El requisito se cumple en su totalidad, es decir, existe un sistema de seguimiento de la gestión gubernamental compuesto por indicadores de desempeño.",,,,,"2013","2013-01-01T00:00:00.000","Jamaica52231"
"Perú","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","1","El sector cuenta con una visión de largo plazo que supere el periodo de gobierno","1","Existencia de una visión sectorial de largo plazo.","El requisito se cumple en su totalidad, es decir, el sector cuenta con una visión sectorial de largo plazo que está en vigencia durante más de una administración gubernamental.",,,,"Infraestructura","2013","2013-01-01T00:00:00.000","Perú41611"
"México","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","3","Las visiones de largo plazo y los planes de mediano plazo sectoriales se encuentran articulados","2","Articulación efectiva de los planes de mediano plazo.","El requisito se cumple en su totalidad, es decir, el plan sectorial de mediano plazo está articulado con el plan nacional de mediano plazo. Para verificar el cumplimiento de esta condición, los objetivos y metas trazados en el plan sectorial de mediano plazo deben estar explícitamente vinculados a objetivos y metas del plan nacional de mediano plazo.",,,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","México41632"
"Trin. & Tob.","5","QUINTO PILAR: SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN","23","EVALUACIÓN DE LA GESTIÓN DEL GOBIERNO","3","Existe un programa de evaluaciones que cuenta con financiamiento","2","Realización de diferentes tipos de evaluaciones.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Trin. & Tob.52332"
"Rep. Domin.","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","3","Los niveles de jefatura y/o gerentes públicos del sector firman contratos de gestión con las autoridades del gobierno","1","Uso de contratos de gestión para gerentes públicos o directivos.","El requisito no se cumple.",,,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","Rep. Domin.41931"
"Barbados","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","18","GESTIÓN SECTORIAL PARA LAS ADQUISICIONES Y COMPRAS PÚBLICAS","2","La gestión sectorial de compras públicas se realiza a través de licitaciones","1","Porcentaje del valor de las compras sectoriales realizado a través de licitación pública.",,,,,"Salud","2013","2013-01-01T00:00:00.000","Barbados41821"
"Ecuador","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","3","PLANIFICACIÓN PARTICIPATIVA","2","El Poder Legislativo participa en la discusión de los objetivos y metas del gobierno","3","  Aprobación del Poder Legislativo.","El requisito no se cumple",,,,,"2013","2013-01-01T00:00:00.000","Ecuador1323"
"Honduras","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","1","Existe una cartera de los bienes y servicios que produce el sector","2","Existencia de metas de producción de bienes y servicios.","El requisito se cumple en su totalidad, es decir, se cuenta con un detalle de las metas anuales y plurianuales de producción de los bienes y servicios.",,,,"Infraestructura","2013","2013-01-01T00:00:00.000","Honduras41912"
