Permit Number,Permit Type,Issued,Address,City,State,Zipcode,Applicant,Contractor License Number,License Type,Fees,Value of Work,Plans Submitted,SBL,Land Use,Inspector,Expiration Date,Description of Work,Location,Latitude,Longitude,Council District,Police District,Census Tract,Census Block Group,Census Block,Neighborhood,Police Districts,Tracts,Council Districts,Zip Codes,Block Groups,Blocks,Local Historic Districts,Neighborhoods,Neighborhoods ,Tax Districts
ELEC17-9438000,ELECTRICAL,09/11/2017,62 SUSAN LANE,BUFFALO,NY,14220,HOT WIRED ELECTRICAL,MEL13-10025838,MASTER ELECTRICIAN,100.00,1000.00,0,1338100002017000,210,CHARLES   MOORE,03/11/2018,install 150 amp service upgrade,"(42.833882156573104, -78.81121452560001)",42.833882156573104,-78.81121452560001,SOUTH,District A,7,4,4004,South Park,4,30,6,9,182,2797,,1,33,12
ELEC17-9426869,ELECTRICAL,02/09/2017,464 FILLMORE,BUFFALO,NY,14206,GREER ELECTRIC INC,MEL11-192896,MASTER ELECTRICIAN,100.00,1600.00,0,1116000003014000,220,CHARLES   MOORE,08/09/2017,service upgrade ESR # 22752398,"(42.88599952841732, -78.83930630499223)",42.88599952841732,-78.83930630499223,FILLMORE,District C,16.02,1,1020,Broadway Fillmore,3,34,5,17,251,2242,,16,23,10
ELEC17-9441439,ELECTRICAL,10/17/2017,969 FILLMORE,BUFFALO,NY,14211,ABEDE DACOSTA,10036364,MASTER ELECTRICIAN,125.00,2000.00,0,1008400005042000,220,CHARLES   MOORE,04/17/2018,150 amp upgradeesr 25136334,"(42.899732108279466, -78.83921440671588)",42.899732108279466,-78.83921440671588,FILLMORE,District C,27.03,1,1006,Broadway Fillmore,3,62,5,4,80,2563,,16,23,10
ELEC17-9426074,ELECTRICAL,01/12/2017,11 ABBOTTSFORD,BUFFALO,NY,14213,MICHAEL D. DIXON DELTEX ELECTRIC  INC.,MEL11-552373,MASTER ELECTRICIAN,75.00,250.00,0,0886800005028000,210,CHARLES   MOORE,07/12/2017,Meter turn on inspection Acct # 7134904178,"(42.92619672382329, -78.88338002323118)",42.92619672382329,-78.88338002323118,NIAGARA,District D,63.01,5,5002,Elmwood Bidwell,5,76,3,2,125,2105,,27,27,3
ELEC17-9444707,ELECTRICAL,12/14/2017,215 COMMONWEALTH,BUFFALO,NY,14216,RAFFEL ELECTRIC,MEL11-210579,MASTER ELECTRICIAN,100.00,1200.00,0,0785600004023000,220,CHARLES   MOORE,06/14/2018,"New Kitchen wiring 5 new counter top circuits refrigerator, microwave and dishwasher wiring.  Extension and replacement of 5 recessed soffit cans in soffit","(42.95101720117049, -78.86170280378998)",42.95101720117049,-78.86170280378998,DELAWARE,District D,49.02,2,2005,North Park,5,51,7,5,226,2085,,28,25,2
ELEC17-9433513,ELECTRICAL,06/15/2017,35 SANDERS,BUFFALO,NY,14216,AFFORDABLE ELECTRIC SERVICES,MEL13-10025839,MASTER ELECTRICIAN,75.00,1100.00,0,0783900004004000,210,CHARLES   MOORE,12/15/2017,100 amp service replacement ESR - 24342976,"(42.95690158074243, -78.86797652815476)",42.95690158074243,-78.86797652815476,DELAWARE,District D,51,2,2001,North Park,5,46,7,5,129,1531,,28,25,2
ELEC17-9433003,ELECTRICAL,06/03/2017,132 SHEPARD,BUFFALO,NY,14212,GREER ELECTRIC INC,MEL11-192896,MASTER ELECTRICIAN,100.00,300.00,0,1018000004004000,220,CHARLES   MOORE,12/03/2017,"METER RELEASE LOWER # 31551-05199, UPPER # 31751-05186","(42.899701526945755, -78.81602875469373)",42.899701526945755,-78.81602875469373,FILLMORE,District C,28.01,2,2000,Genesee-Moselle,3,66,5,8,245,1758,,7,1,11
ELEC17-9437834,ELECTRICAL,09/07/2017,131 MERCER,BUFFALO,NY,14214,IN HIS HANDS ELECTRIC,MEL13-10025823,MASTER ELECTRICIAN,100.00,1.00,0,0902200002005000,210,CHARLES   MOORE,03/07/2018,INSTALL NEW 100 AMP SERVICE,"(42.94146879803902, -78.83014994117899)",42.94146879803902,-78.83014994117899,MASTEN,District E,45,2,2009,Central Park,2,64,9,18,118,411,,37,24,7
ELEC17-9426420,ELECTRICAL,01/26/2017,928 FILLMORE,BUFFALO,NY,14211,GREER ELECTRIC INC,MEL11-192896,MASTER ELECTRICIAN,100.00,15000.00,0,1008400003013000,220,CHARLES   MOORE,07/26/2017,"SERVICE ESR # 23077183, & COMPLETE REWIRE","(42.8986235023857, -78.83936454459639)",42.8986235023857,-78.83936454459639,FILLMORE,District C,166,2,2005,Broadway Fillmore,3,26,5,4,139,3068,,16,23,10
ELEC17-9432692,ELECTRICAL,05/25/2017,84 TENNYSON,BUFFALO,NY,14216,EMPIRE ELECTRIC ENT LLC,MEL11-520449,MASTER ELECTRICIAN,75.00,2000.00,0,0786300002003000,210,CHARLES   MOORE,11/25/2017,KITCHEN WIRING,"(42.94936907473076, -78.86734058227943)",42.94936907473076,-78.86734058227943,DELAWARE,District D,50,1,1000,North Park,5,70,7,5,94,1601,,5,25,2
ELEC17-9434549,ELECTRICAL,07/13/2017,79 CAMBRIDGE,BUFFALO,NY,14215,JAMESON ELECTRICAL WORKS INC,MEL11-147429,MASTER ELECTRICIAN,75.00,11200.00,0,1012300003012000,210,CHARLES   MOORE,01/13/2018,"100Amp Service, Smoke/Co, 11KW Generator Generac (Backyard), AC circuit line","(42.91686820618425, -78.8225565341099)",42.91686820618425,-78.8225565341099,MASTEN,District E,36,4,4006,Genesee-Moselle,2,18,9,11,165,2450,,29,1,8
ELEC17-9433549,ELECTRICAL,06/17/2017,55 ZITTEL,BUFFALO,NY,14210,ROBERT KINDZIA,MEL11-192784,MASTER ELECTRICIAN,75.00,1000.00,0,1238200004004000,210,CHARLES   MOORE,12/17/2017,"esr; 24272666  Install 100 amp Service upgrade, Install CO, Smk in basement","(42.85509384143847, -78.8062231986152)",42.85509384143847,-78.8062231986152,SOUTH,District A,10,2,2000,Seneca-Cazenovia,4,22,6,19,148,2956,,24,19,12
ELEC17-9427962,ELECTRICAL,03/14/2017,169 KOESTER,BUFFALO,NY,14220,COMMUNITY ELECTRIC,MEL11-195028,MASTER ELECTRICIAN,75.00,1200.00,0,1332200004005000,210,CHARLES   MOORE,09/14/2017,NEW SERVICE,"(42.852401877172156, -78.82695164795867)",42.852401877172156,-78.82695164795867,LOVEJOY,District A,2,2,2004,Hopkins-Tifft,4,1,2,9,253,1474,,48,10,14
ELEC16-9419957,ELECTRICAL,05/01/2017,145 SCHILLER,BUFFALO,NY,14206,JOE MALLOY,MEL16-10036806,MASTER ELECTRICIAN,75.00,1000.00,0,1125100005049000,210,CHARLES   MOORE,11/01/2017,new 100 amp electrical service,"(42.88888953139316, -78.8011140347919)",42.88888953139316,-78.8011140347919,LOVEJOY,District C,23,1,1001,Lovejoy,3,3,2,17,163,1698,,23,8,11
ELEC17-9435286,ELECTRICAL,08/01/2017,232 AUBURN,BUFFALO,NY,14213,NABALI ELECTRIC,MEL11-564182,MASTER ELECTRICIAN,100.00,1.00,0,0992700001022000,220,CHARLES   MOORE,02/01/2018,2 METER 150 AMP 2 METERSVC UPGRADE,"(42.918510132669816, -78.89209520802578)",42.918510132669816,-78.89209520802578,NIAGARA,District D,61,4,4002,Upper West Side,5,43,3,2,19,2851,,14,26,3
ELEC17-9427044,ELECTRICAL,02/14/2017,81 WEYAND,BUFFALO,NY,14210,AFFORDABLE ELECTRIC SERVICES,MEL13-10025839,MASTER ELECTRICIAN,100.00,1500.00,0,1238200001006000,220,CHARLES   MOORE,08/14/2017,"150 amp, 2 meter service replacement ESR - 23585052","(42.856897665459506, -78.80788557769307)",42.856897665459506,-78.80788557769307,SOUTH,District A,10,5,5007,Seneca-Cazenovia,4,22,6,19,152,686,,24,19,12
ELEC17-9435994,ELECTRICAL,08/16/2017,549 WOODLAWN,BUFFALO,NY,14208,GREER ELECTRIC INC,MEL11-192896,MASTER ELECTRICIAN,75.00,900.00,0,1004300001033000,210,CHARLES   MOORE,02/16/2018,SERVICE UPGRADE # 24675356,"(42.91375591560623, -78.8448700682344)",42.91375591560623,-78.8448700682344,MASTEN,District C,33.02,3,3008,Masten Park,3,65,9,22,115,572,,39,16,6
ELEC17-9438059,ELECTRICAL,09/13/2017,23 CROWLEY,BUFFALO,NY,14207,NIAGARA ELECTRICAL CONTRACTING,MEL11-501375,MASTER ELECTRICIAN,100.00,1.00,0,0775600001033000,220,CHARLES   MOORE,03/13/2018,<P>SERVICE UPGARDE 200AMP </P><P>ESR#24916881</P>,"(42.95256221134096, -78.90823571128105)",42.95256221134096,-78.90823571128105,NORTH,District D,58.02,2,2002,Riverside,5,5,1,10,282,382,,50,18,1
ELEC17-9432135,ELECTRICAL,05/10/2017,11 FIFTEENTH,BUFFALO,NY,14213,RICHARD DERRAH,MEL11-192790,MASTER ELECTRICIAN,100.00,400.00,0,0996800004001100,220,CHARLES   MOORE,11/10/2017,Hard Wired Smoke/CO2 Alarms,"(42.90561593960353, -78.88434167094798)",42.90561593960353,-78.88434167094798,NIAGARA,District B,69.03,1,1005,West Side,1,17,3,2,178,651,,40,29,4
ELEC17-9441561,ELECTRICAL,10/18/2017,1021 TONAWANDA,BUFFALO,NY,14207,M & M ELECTRIC CONSTUCTION CO,MEL11-561026,MASTER ELECTRICIAN,125.00,1000.00,0,0774000007001100,433,CHARLES   MOORE,04/18/2018,Energy efficient lighting through National Grid lighting program,"(42.95611554215711, -78.90704291338844)",42.95611554215711,-78.90704291338844,NORTH,District D,58.02,3,3002,Riverside,5,5,1,10,14,1865,,50,18,1
ELEC17-9444362,ELECTRICAL,12/05/2017,168 DODGE,BUFFALO,NY,14209,TIMOTHY   GALLAGHER,MEL11-551531,MASTER ELECTRICIAN,100.00,300.00,0,1006400002036000,210,CHARLES   MOORE,06/05/2018,Power on inspection acct # 37301-08178,"(42.90579598084247, -78.86125462222633)",42.90579598084247,-78.86125462222633,ELLICOTT,District B,168.01,1,1007,Masten Park,1,25,4,21,160,1516,,30,16,5
ELEC17-9442164,ELECTRICAL,11/06/2017,365 ABBOTT,BUFFALO,NY,14220,RIES ELECTRICAL CONSTRUCTION,MEL11-210581,MASTER ELECTRICIAN,100.00,1.00,0,1332400009006000,220,CHARLES   MOORE,05/06/2018,150 AMP SVC ESR#25280290,"(42.85212543512326, -78.81771090478199)",42.85212543512326,-78.81771090478199,SOUTH,District A,8,3,3000,South Park,4,71,6,9,211,527,,41,33,12
ELEC17-9432490,ELECTRICAL,05/19/2017,145 MARINER,BUFFALO,NY,14201,SIMON ELECTRIC CO INC,MEL11-210490,MASTER ELECTRICIAN,75.00,3275.00,0,1006900004011000,210,CHARLES   MOORE,11/19/2017,150amp w/1 meter  ESO# 23766916   Phone 310-0836,"(42.90078335749711, -78.87802736962672)",42.90078335749711,-78.87802736962672,FILLMORE,District B,68.02,1,1001,Allentown,1,13,5,15,141,2664,1,32,2,4
ELEC17-9435651,ELECTRICAL,08/09/2017,15 GODFREY,BUFFALO,NY,14215,MICHAEL J MURPHY,MEL11-551521,MASTER ELECTRICIAN,100.00,2000.00,0,0903400003028000,220,CHARLES   MOORE,02/09/2018,Two family service upgrade,"(42.937710903972636, -78.80510146598485)",42.937710903972636,-78.80510146598485,UNIVERSITY,District E,44.01,1,1000,Kensington-Bailey,2,24,8,11,219,254,,25,13,7
ELEC17-9441371,ELECTRICAL,10/20/2017,89 PARKRIDGE,BUFFALO,NY,14215,TIMOTHY   GALLAGHER,MEL11-551531,MASTER ELECTRICIAN,100.00,300.00,0,0903100003022000,220,CHARLES   MOORE,04/20/2018,"Power on meter release, upper unit.","(42.93723497368522, -78.82152024144227)",42.93723497368522,-78.82152024144227,UNIVERSITY,District E,42,5,5005,Kensington-Bailey,2,39,8,11,20,2043,,43,13,7
ELEC17-9437035,ELECTRICAL,08/18/2017,58 NAVEL,BUFFALO,NY,14211,ABEDE DACOSTA,10036364,MASTER ELECTRICIAN,75.00,1400.00,0,1012500008029000,210,CHARLES   MOORE,02/18/2018,100 amp service upgradeEsr 24741198,"(42.91788655836885, -78.81187860382065)",42.91788655836885,-78.81187860382065,LOVEJOY,District E,37,4,4002,Schiller Park,2,15,2,4,286,1409,,53,12,8
ELEC17-9428185,ELECTRICAL,03/21/2017,944 NIAGARA,BUFFALO,NY,14213,MICHAEL D. DIXON DELTEX ELECTRIC  INC.,MEL11-195047,MASTER ELECTRICIAN,75.00,1300.00,0,0995700001003000,210,CHARLES   MOORE,09/21/2017,Replace service cable from meter to panel checked wiring though out.,"(42.908764185456576, -78.89929205350178)",42.908764185456576,-78.89929205350178,NIAGARA,District B,70,1,1007,West Side,1,69,3,2,256,1321,,40,29,4
ELEC17-9431736,ELECTRICAL,05/01/2017,281 FILLMORE,BUFFALO,NY,14206,MICHAEL D. DIXON DELTEX ELECTRIC  INC.,MEL11-195047,MASTER ELECTRICIAN,75.00,2400.00,0,1117600003007000,210,CHARLES   MOORE,11/01/2017,2-family service 150amp overhead same P.O.A ESR # 23800316,"(42.8808214463991, -78.83914359978439)",42.8808214463991,-78.83914359978439,FILLMORE,District C,17,1,1012,Broadway Fillmore,3,42,5,17,63,1240,,34,23,11
ELEC17-9435549,ELECTRICAL,08/07/2017,396 GOODYEAR,BUFFALO,NY,14211,MORGAN F &AMP; W ELECTRIC LLC,MEL11-210514,MASTER ELECTRICIAN,100.00,100.00,0,1015500003027000,220,CHARLES   MOORE,02/07/2018,Meter release for upper 1615104134 and lower 1595106154.  Updated the grounding plus additional work.,"(42.90692181905021, -78.82224422652112)",42.90692181905021,-78.82224422652112,FILLMORE,District C,29,3,3003,Genesee-Moselle,3,23,5,4,65,2010,,29,1,8
ELEC17-9433177,ELECTRICAL,06/07/2017,564 MAIN,BUFFALO,NY,14202,GORDON & ZOERB ELECTRIC,MEL11-192891,MASTER ELECTRICIAN,125.00,8370.00,0,1114600002001110,463,CHARLES   MOORE,12/07/2017,"Install lights and receptacles in copy room, corridor and small conference room","(42.889340977248935, -78.87326303056469)",42.889340977248935,-78.87326303056469,ELLICOTT,District B,165,2,2017,Central,1,77,4,3,31,2217,,15,4,9
ELEC17-9438743,ELECTRICAL,09/28/2017,551 HUMBOLDT,BUFFALO,NY,14208,GREER ELECTRIC INC,MEL11-192896,MASTER ELECTRICIAN,125.00,1800.00,0,0898300003023000,220,CHARLES   MOORE,03/28/2018,service upgrade ESR # 25048915,"(42.92005600353652, -78.8437816621422)",42.92005600353652,-78.8437816621422,MASTEN,District E,33.01,2,2005,Hamlin Park,2,59,9,22,4,207,3,26,31,6
ELEC17-9441835,ELECTRICAL,10/24/2017,1671 GENESEE,BUFFALO,NY,14211,"SUB-CITY ELECTRICAL, INC.",MEL11-561144,MASTER ELECTRICIAN,125.00,510.00,0,1014800002003210,431,CHARLES   MOORE,04/24/2018,Install disconnect for radio equipment on light pole at 1671 GeneseeFinal termination by National Grid at Base of PoleESR #25113331,"(42.910437561763935, -78.8190473218175)",42.910437561763935,-78.8190473218175,FILLMORE,District C,36,3,3005,Genesee-Moselle,3,18,5,4,81,392,,29,1,8
ELEC17-9437120,ELECTRICAL,09/01/2017,35 MANDAN,BUFFALO,NY,14216,SIMON ELECTRIC CO INC,MEL11-210490,MASTER ELECTRICIAN,75.00,225.00,0,0787000002014000,210,CHARLES   MOORE,03/01/2018,Reset single fam meterEMO# 91349-23157   Phone 310-9564,"(42.94683680187359, -78.87524719650244)",42.94683680187359,-78.87524719650244,NORTH,District D,50,1,1005,North Park,5,70,1,5,94,2746,,5,25,2
ELEC17-9426505,ELECTRICAL,01/28/2017,725 WEST,BUFFALO,NY,14213,DENNIS FIEGL,MEL11-147310,MASTER ELECTRICIAN,75.00,4800.00,0,0995000006046000,281,CHARLES   MOORE,07/28/2017,"Re-wiring entire structure. Second floor is ready for rough-in inspection as the owner would like to insulate, drywall, & paint.","(42.91038938801894, -78.89544111242668)",42.91038938801894,-78.89544111242668,NIAGARA,District B,69.01,3,3009,West Side,1,41,3,2,233,266,,40,29,4
ELEC17-9429973,ELECTRICAL,05/01/2017,37 HOLLAND,BUFFALO,NY,14209,ABEDE DACOSTA,10036364,MASTER ELECTRICIAN,200.00,700.00,0,1005600002040000,230,CHARLES   MOORE,11/01/2017,Repair to service riserRelease meters Acct #3013465960 lower 1230106163 upper2027043083 upper rear.   1136000042 house,"(42.90832044497856, -78.86361784892314)",42.90832044497856,-78.86361784892314,ELLICOTT,District B,168.01,2,2010,Masten Park,1,25,4,21,283,2386,,30,16,5
ELEC17-9434615,ELECTRICAL,07/17/2017,37 OXFORD,BUFFALO,NY,14209,BIGLER ELECTRIC,MEL11-561315,MASTER ELECTRICIAN,75.00,500.00,0,1003200001036000,210,CHARLES   MOORE,01/17/2018,BATHROOM REMODEL,"(42.9163673298774, -78.86511238096145)",42.9163673298774,-78.86511238096145,ELLICOTT,District D,169,3,3005,Elmwood Bidwell,5,50,4,21,32,679,,33,27,5
ELEC17-9428262,ELECTRICAL,03/22/2017,766 ELLICOTT,BUFFALO,NY,14203,JAY PARK,,,145.00,700.00,0,1007900004010000,464,CHARLES   MOORE,09/22/2017,Rough wire,"(42.89914134749731, -78.86768292750371)",42.89914134749731,-78.86768292750371,ELLICOTT,District B,31,4,4008,Fruit Belt,1,35,4,14,153,2576,,55,32,9
ELEC17-9434356,ELECTRICAL,07/10/2017,46 WEBER,BUFFALO,NY,14215,MORGAN F &AMP; W ELECTRIC LLC,MEL11-210514,MASTER ELECTRICIAN,75.00,1.00,0,0908200004029000,210,CHARLES   MOORE,01/10/2018,Power on inspection plus additional work ESR 244-67037,"(42.919946815941664, -78.8034771118823)",42.919946815941664,-78.8034771118823,LOVEJOY,District E,38,1,1004,Schiller Park,2,14,2,11,169,2582,,53,12,8
ELEC17-9434833,ELECTRICAL,07/20/2017,412 BAYNES,BUFFALO,NY,14213,MR ANTHONY FANTI,MEL11-197488,MASTER ELECTRICIAN,75.00,2000.00,0,0886800003015000,220,CHARLES   MOORE,01/20/2018,2 family service change   esr  24573816,"(42.926437724060285, -78.88476005040484)",42.926437724060285,-78.88476005040484,NIAGARA,District D,63.01,5,5004,Elmwood Bidwell,5,76,3,2,125,3119,,27,27,3
ELEC17-9429738,ELECTRICAL,04/05/2017,204 FRANKLIN,BUFFALO,NY,14202,MICHAEL D. DIXON DELTEX ELECTRIC  INC.,,,130.00,6925.00,0,1113700004009000,464,CHARLES   MOORE,10/05/2017,Cellular phone booster system for basement of the curtiss hotel,"(42.889079131784726, -78.87570551906332)",42.889079131784726,-78.87570551906332,ELLICOTT,District B,165,2,2021,Central,1,77,4,3,31,2790,,15,4,9
ELEC17-9432331,ELECTRICAL,05/16/2017,887 SMITH,BUFFALO,NY,14206,MICHAEL GULINO ELECTRIC CORP,MEL11-551576,MASTER ELECTRICIAN,75.00,375.00,0,1115900005041000,210,CHARLES   MOORE,11/16/2017,Hard wired smoke / co detector in the basement,"(42.88580039752122, -78.8439512130988)",42.88580039752122,-78.8439512130988,FILLMORE,District C,16.02,1,1024,Broadway Fillmore,3,34,5,17,251,733,,16,23,10
ELEC17-9438470,ELECTRICAL,09/21/2017,1405 KENSINGTON,BUFFALO,NY,14215,MICHAEL D. DIXON DELTEX ELECTRIC  INC.,MEL11-195047,MASTER ELECTRICIAN,125.00,900.00,0,0902700005001000,426,CHARLES   MOORE,03/21/2018,Add one 30 amp /208 volt twist lock outlet on dedicated circuit.,"(42.94180406340598, -78.80404148483032)",42.94180406340598,-78.80404148483032,UNIVERSITY,District E,44.01,4,4002,Kensington-Bailey,2,24,8,11,277,2815,,25,13,7
ELEC17-9441785,ELECTRICAL,10/24/2017,100 RIVER ROCK,BUFFALO,NY,14207,RYAN CZUBAJ,MEL11-551593,MASTER ELECTRICIAN,425.00,1.00,0,0777400005009110,710,CHARLES   MOORE,04/24/2018,OFFICE BUILD OUT,"(42.94679585815734, -78.89820197315862)",42.94679585815734,-78.89820197315862,NORTH,District D,57,1,1004,Black Rock,5,9,1,10,64,2869,,50,9,1
ELEC17-9426657,ELECTRICAL,02/01/2017,286 BEDFORD,BUFFALO,NY,14216,AFFORDABLE ELECTRIC SERVICES,MEL13-10025839,MASTER ELECTRICIAN,100.00,1500.00,0,0892200005005000,220,CHARLES   MOORE,08/01/2017,"150 amp, 2 meter service replacement ESR - 23531812","(42.93956216580683, -78.87492942416593)",42.93956216580683,-78.87492942416593,NORTH,District D,54,3,3000,Parkside,5,36,1,5,127,387,,9,28,2
ELEC17-9441211,ELECTRICAL,10/11/2017,157 CHANDLER,BUFFALO,NY,14207,SALVATORE SCIANDRA II,MEL11-210504,MASTER ELECTRICIAN,2092.00,1.00,0,0778400001005000,330,CHARLES   MOORE,04/11/2018,<P>RENOVATION MIXED USE</P><P>JOB # 17-144</P>,"(42.943272997189204, -78.88578759023866)",42.943272997189204,-78.88578759023866,NORTH,District D,55,1,1001,Grant-Amherst,5,78,1,10,223,3196,,38,17,1
ELEC17-9444450,ELECTRICAL,12/06/2017,193 SHEFFIELD,BUFFALO,NY,14220,JM&R ELECTRICAL & AC,MEL13-10025811,MASTER ELECTRICIAN,100.00,1000.00,0,1335600002036000,210,CHARLES   MOORE,06/06/2018,ELECTRICAL CONNECTIONS OF SOLAR PANEL INSTALLATION,"(42.84275016291082, -78.81818247685476)",42.84275016291082,-78.81818247685476,SOUTH,District A,6,1,1002,South Park,4,74,6,9,83,400,,2,33,12
ELEC17-9441633,ELECTRICAL,10/20/2017,175 SPRENGER,BUFFALO,NY,14211,SIMON ELECTRIC CO INC,MEL11-210490,MASTER ELECTRICIAN,100.00,450.00,0,1014300001011000,210,CHARLES   MOORE,04/20/2018,Reset single meterEMO# 07063-09186  PHone 807-4763,"(42.91437737202714, -78.80358543099902)",42.91437737202714,-78.80358543099902,LOVEJOY,District C,38,2,2005,Schiller Park,3,14,2,4,35,854,,53,12,8
ELEC17-9434411,ELECTRICAL,07/10/2017,37 HIGHGATE,BUFFALO,NY,14214,MICHAEL GULINO ELECTRIC CORP,MEL11-551576,MASTER ELECTRICIAN,75.00,375.00,0,0796200003011000,210,CHARLES   MOORE,01/10/2018,Hard wired smoke / co detector with circuit,"(42.94923766262858, -78.82629512387648)",42.94923766262858,-78.82629512387648,UNIVERSITY,District E,47.02,3,3003,University Heights,2,56,8,18,216,3118,,43,30,7
ELEC17-9441521,ELECTRICAL,10/17/2017,42 DELAWARE,BUFFALO,NY,14202,GORDON & ZOERB ELECTRIC,MEL11-561123,MASTER ELECTRICIAN,125.00,24850.00,0,1116100001001100,464,CHARLES   MOORE,04/17/2018,WIRE NEW CHILLER.  80A 240V 3PH ON ROOF TO REPLACE CHILLER IN BASEMENT,"(42.88489053689374, -78.87871211729366)",42.88489053689374,-78.87871211729366,ELLICOTT,District B,165,1,1040,Central,1,77,4,3,31,751,9,15,4,13
ELEC17-9442199,ELECTRICAL,11/29/2017,758 PROSPECT,BUFFALO,NY,14213,TIMOTHY   GALLAGHER,MEL11-551531,MASTER ELECTRICIAN,125.00,1200.00,0,0995800006016000,220,CHARLES   MOORE,05/29/2018,Complete 150 amp two meter service and all grounding per NEC. Esr # 25286891,"(42.90688411817213, -78.89586798112403)",42.90688411817213,-78.89586798112403,NIAGARA,District B,70,1,1009,West Side,1,69,3,2,256,141,,40,29,4
ELEC17-9443149,ELECTRICAL,11/29/2017,326 NORTHUMBERLAND,BUFFALO,NY,14215,CHRISTOPHER   RICE,MEL13-10025807,MASTER ELECTRICIAN,100.00,500.00,0,0907100004021000,210,CHARLES   MOORE,05/29/2018,METER RELEASE. ESR: 2536 7312,"(42.92343528068669, -78.82077715847421)",42.92343528068669,-78.82077715847421,MASTEN,District E,170,1,1008,Delavan Grider,2,16,9,11,192,1173,,19,7,7
ELEC17-9444653,ELECTRICAL,12/13/2017,633 NORTHUMBERLAND,BUFFALO,NY,14215,MORGAN F &AMP; W ELECTRIC LLC,MEL11-210514,MASTER ELECTRICIAN,125.00,1000.00,0,0904700004049000,210,CHARLES   MOORE,06/13/2018,"New 100 amp service  plus smoke, ESR 254-73647","(42.93276886678441, -78.82062172561687)",42.93276886678441,-78.82062172561687,MASTEN,District E,42,4,4003,Kensington-Bailey,2,39,9,11,48,2377,,43,13,7
ELEC17-9435017,ELECTRICAL,07/26/2017,60 WHEELOCK,BUFFALO,NY,14206,HOT WIRED ELECTRICAL,MEL13-10025838,MASTER ELECTRICIAN,75.00,1500.00,0,1233500005001000,210,CHARLES   MOORE,01/26/2018,install new service upgrade per code,"(42.87267715554623, -78.80102528662088)",42.87267715554623,-78.80102528662088,LOVEJOY,District A,167,1,1006,Kaisertown,4,53,2,17,9,2070,,10,34,11
ELEC17-9435977,ELECTRICAL,08/16/2017,558 JEFFERSON,BUFFALO,NY,14204,M & M ELECTRIC CONSTUCTION CO,MEL11-561026,MASTER ELECTRICIAN,125.00,250.00,0,1114100005022100,435,CHARLES   MOORE,02/16/2018,Energy efficient lighting through National Grid lighting program,"(42.89033323333227, -78.85404821634376)",42.89033323333227,-78.85404821634376,ELLICOTT,District B,25.02,2,2012,Pratt-Willert,1,2,4,16,58,2359,,52,22,9
ELEC17-9432007,ELECTRICAL,05/05/2017,587 ASHLAND,BUFFALO,NY,14222,JM&R ELECTRICAL & AC,MEL13-10025811,MASTER ELECTRICIAN,75.00,775.00,0,0897700004028000,210,CHARLES   MOORE,11/05/2017,Solar connections,"(42.92070633940043, -78.87853668886808)",42.92070633940043,-78.87853668886808,DELAWARE,District D,63.01,2,2007,Elmwood Bidwell,5,76,7,12,95,3207,,27,27,3
ELEC17-9438939,ELECTRICAL,10/03/2017,96 DAVEY,BUFFALO,NY,14206,LANCE CHANDLER ELECTRIC,MEL11-561184,MASTER ELECTRICIAN,100.00,1000.00,0,1125000005028000,220,CHARLES   MOORE,04/03/2018,Service upgrade,"(42.887451891553816, -78.8038485941)",42.887451891553816,-78.8038485941,LOVEJOY,District C,23,2,2000,Lovejoy,3,3,2,17,34,3294,,23,8,11
ELEC17-9444680,ELECTRICAL,12/14/2017,1 CARTER,BUFFALO,NY,14220,LANCE CHANDLER ELECTRIC,MEL11-561184,MASTER ELECTRICIAN,125.00,1000.00,0,1337000001002100,449,CHARLES   MOORE,06/14/2018,Emergency repair on riser service,"(42.83798966354758, -78.83201744007174)",42.83798966354758,-78.83201744007174,SOUTH,District A,1.10,1,1003,Hopkins-Tifft,4,79,6,9,77,1209,,2,10,14
