"nombre_punto_de_recolecci","direcci_n_punto_de_recolecci","ciudad","departamento","pa_s","categoria_residuo","tipo_residuo","nombre_residuo","ubicacion","horario","nombre_programa_posconsumo","persona_contacto","correo_electr_nico"
"Ecosistema Sierra Nevada","Fundación, Magdalena, Colombia","Fundación","Magdalena","Colombia","Pilas","De todo tipo","Pilas","(10.517179, -74.1819979)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"Energiteca 27 C.C. Carrera","Av. de Las Américas #50-10, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Llantas","Para buses","Llantas","(4.6272363, -74.1083799)","LUN,MAR,MIE,JUE,VIE,SAB 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"MEDICAMENTOS POS ENVIGADO","Cra. 48 #19 Sur-2 a 19 Sur-52, Envigado, Antioquia, Colombia","Envigado","Antioquia","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(6.187167723349, -75.581534136154)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"HOMECENTER  SANTA MARTA","# 355, Cra. 35 #9f29, Santa Marta, Magdalena, Colombia","Santa Marta","Magdalena","Colombia","Plaguicidas","Uso doméstico","Plaguicidas","(11.2254185, -74.1737218)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Cierra el ciclo","JAIME EDUARDO FORERO CABRERA","info@cierraelciclo.com"
"REFINERÍA CARTAGENA","Variante Mamonal Gambote, Cartagena, Bolívar, Colombia","Cartagena","Bolívar","Colombia","Plaguicidas","Uso doméstico","Plaguicidas","(10.314007928725, -75.483321232141)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Cierra el ciclo","JAIME EDUARDO FORERO CABRERA","info@cierraelciclo.com"
"Sols. Acaritama","Medellín, Antioquia, Colombia","Medellín","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(6.2485659221435, -75.571261597809)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"Ikerplast","Cl. 109 #74-29, Medellín, Antioquia, Colombia","Medellín","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(6.3073512, -75.5705503)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"La estrella","Cra. 50 #79 Sur-07, La Estrella, Antioquia, Colombia","La Estrella","Antioquia","Colombia","Llantas","Para camionetas","Llantas","(6.1543288124922, -75.627706497237)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Kenworth de la montaña","Cristian Andres Medina","gestion.integral@kenworthcolombia.com"
"Full Tire","Cl. 23 #7-75, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Llantas","Para vehículos de carga","Llantas","(4.609424, -74.071147)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"FARMATODO CENTRO COMERCIAL SANTAFE","Cl. 185 #45-3, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(4.7632224, -74.0452014)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"La Esquina De Las Llantas","Carrera 10 # 7 - 06 Sur, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Llantas","Para carros","Llantas","(4.5842293697407, -74.088106889541)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"TRANSPORTES ESPECIALES ACAR LTDA","Cl. 49 Nte., Cali, Valle del Cauca, Colombia","Cali","Valle del Cauca","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(3.47533, -76.507567)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"DON CELL","Cra. 7 #17-46, Pereira, Risaralda, Colombia","Pereira","Risaralda","Colombia","Pilas","De todo tipo","Pilas","(4.8145476, -75.6928635)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"DROGUERIA BOY FAMILIAR","Cra. 11 #12-9, Tunja, Boyacá, Colombia","Tunja","Boyacá","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(5.5260849, -73.365528)","LUN,MAR,MIE,JUE,VIE,SAB,DOM 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"Centro Comercial Tintal Plaza","Av. Ciudad de Cali con Av. de las Américas, Bogota, Cundinamarca","Bogota","Cundinamarca","Colombia","Computadores","Portátiles","Computadores Portátiles O impresoras O perisféricos","(4.570868, -74.297333)","LUN,MAR,MIE,JUE,VIE,SAB,DOM 08:00:00 a 17:00:00","Corporación Ecocomputo","Edgar Erazo","logistica@ecocomputo.com"
"Autoruta Michelin","Avenida Quito # 78 - 40, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Llantas","Para vehículos de carga","Llantas","(4.6723723, -74.0696957)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"CACHARRERIA EL PORVENIR","Cra. 26h 2 #72u-2 a 72u-114 Cali, Valle del Cauca","Cali","Valle del Cauca","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(3.4339275, -76.5374127)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"Universidad Pontificia Bolivariana","Medellín, Antioquia, Colombia","Medellín","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(6.2440685229996, -75.589548620901)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"CENTRO COMERCIAL EL PUENTE - SAN GIL","Cl. 10 #8-85, San Gil, Santander, Colombia","San Gil","Santander","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(6.5514427992043, -73.132985858475)","LUN,MAR,MIE,JUE,VIE,SAB,DOM 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"SECRETARIA DE SALUD DE CIENAGA","Carrera 11 A No. 8A-23","indefinido","indefinido","Colombia","Plaguicidas","Uso doméstico","Plaguicidas","(4.570868, -74.297333)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Cierra el ciclo","JAIME EDUARDO FORERO CABRERA","info@cierraelciclo.com"
"MACAREYVA","Cra. 16, Barranquilla, Atlántico, Colombia","Barranquilla","Atlántico","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(10.9529211, -74.7885796)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"DROGAS SANAR 2","Cl. 21 #10-46, Villavicencio, Meta, Colombia","Villavicencio","Meta","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(4.1377896, -73.610719)","LUN,MAR,MIE,JUE,VIE,SAB,DOM 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"Centro Comercial Villanueva PH","Cl. 57 #49-44, Medellín, Antioquia, Colombia","Medellín","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(6.2552443, -75.5640921)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"DROGUERÍA Y PERFUMERÍA EL LAGO","Cl. 29 #11-126, Floridablanca, Santander, Colombia","Floridablanca","Santander","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(7.0724393, -73.1044477)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"Energiteca Cali Tequendama","Cra. 44 #5C-142, Cali, Valle del Cauca, Colombia","Cali","Valle del Cauca","Colombia","Baterías plomo ácido","Para carros","Baterías plomo ácido","(3.4177025921268, -76.543893300594)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Mac Johnson Controls Colombia SAS","Luis Fernando Londoño","carolina.alvarez.serrano@jci.com"
"Cortolima","Vía al Nevado del Tolima, Ibagué, Tolima, Colombia","Ibagué","Tolima","Colombia","Pilas","De todo tipo","Pilas","(4.4911404324523, -75.286812465942)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"PAVCO BOGOTÁ","Cra. 72 #59 Sur-48 a 59 Sur-98, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.593369890093, -74.165812874344)","LUN,MAR,MIE,JUE,VIE,SAB,DOM 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"CENTRO COMERCIAL DIVERPLAZA","Cl. 71b #100-11, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(4.7024589, -74.1173434)","LUN,MAR,MIE,JUE,VIE,SAB,DOM 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"Alcaldía de manzanares","Cra. 4 #5-60, Manzanares, Caldas, Colombia","Manzanares","Caldas","Colombia","Pilas","De todo tipo","Pilas","(5.2537276, -75.1546954)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"SALUD MARKET TESORO","Cra. 25a #1 Sur-45, Medellín, Antioquia, Colombia","Medellín","Antioquia","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(6.1975675, -75.5573048)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"Servicentro Metropolis","Carrera 68 C # 74 B 15, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Llantas","Para vehículos de carga","Llantas","(4.680696, -74.082542)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"HOTEL BOSQUES DE ATHAN","Via Bogota Ibague, Ibagué, Tolima, Colombia","Ibagué","Tolima","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.4277157, -75.1978359)","SAB,DOM 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"Energiteca Centro Comercial Carrera","Calle 52 # 1 B 160 , Cali, Valle del Cauca, Colombia","Cali","Valle del Cauca","Colombia","Llantas","Para camionetas","Llantas","(3.4733631, -76.5035013)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"Foto Serrano","Cra. 10 #16-26, Girardot, Cundinamarca, Colombia","Girardot","Cundinamarca","Colombia","Pilas","De todo tipo","Pilas","(4.2952128, -74.8067128)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"CLINICA JOSE A RIVAS CENTRO DE IMPLANTE COCLEAR","Ak 45 #103b-1 a 103b-99, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.6916642222382, -74.056852726875)","LUN,MAR,MIE,JUE,VIE,SAB 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"BERTHA VILLEGAS","Cra. 23 #49-1 a 49-133, Manizales, Caldas, Colombia","Manizales","Caldas","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(5.0642741479077, -75.498082621951)","SAB,DOM 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"IMEC S.A. E.S.P.","Cra. 45, Villavicencio, Meta, Colombia","Villavicencio","Meta","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.1300879, -73.6348852)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"MINIMERCADO","Cucunubá, Cundinamarca, Colombia","Cundinamarca","Colombia","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.570868, -74.297333)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"DROGUERÍA SAN PEDRO DE LOS MILAGROS","Cra. 49 #49-4, San Pedro de los Milagros, Antioquia, Colombia","San Pedro de los Milagros","Antioquia","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(6.4610451, -75.5556103)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"Universidad Nacional - Biblioteca Central","Unnamed Road, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Bombillas","Fluorescentes de todo tipo","Residuos de iluminación con mercurio","(4.635942699561, -74.082952850818)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Lúmina","Indira Forero","coordinacion@lumina.com.co"
"Compu Estar","Cra. 43 #50-12, Barranquilla, Atlántico, Colombia","Barranquilla","Atlántico","Colombia","Pilas","De todo tipo","Pilas","(10.984015, -74.7894918)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"Universidad Nacional de Colombia","Manizales, Caldas, Colombia","Manizales","Caldas","Colombia","Pilas","De todo tipo","Pilas","(5.0560976837334, -75.491236436462)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"Mundo Accesorios Ocaña","Cl. 11 Nte. #11-54, Bucaramanga, Santander, Colombia","Bucaramanga","Santander","Colombia","Pilas","De todo tipo","Pilas","(7.1493709, -73.1328677)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"SUPERMERCADO COMFAMILIAR DEL NORTE","Cl. 11 #5-1 a 5-165, Neiva, Huila, Colombia","Neiva","Huila","Colombia","Plaguicidas","Uso doméstico","Plaguicidas","(2.9299632629264, -75.289410384656)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Cierra el ciclo","JAIME EDUARDO FORERO CABRERA","info@cierraelciclo.com"
"Farmacia Anserma","Anserma, Caldas, Colombia","Anserma","Caldas","Colombia","Pilas","De todo tipo","Pilas","(5.2334738361908, -75.786251280457)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"Cortolima","Av. Ferrocarril, Ibagué, Tolima, Colombia","Ibagué","Tolima","Colombia","Pilas","De todo tipo","Pilas","(4.4331770971443, -75.211141985214)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"Droguería Salud","Maceo, Antioquia, Colombia","Maceo","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(6.551367, -74.787294)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"CENTRO COMERCIAL SALITRE PLAZA","Ac. 24 #68c-2 a 68c-94, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.653330939162, -74.109971901328)","LUN,MAR,MIE,JUE,VIE,SAB,DOM 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"Universidad Nacional de Colombia","Cl. 59a #63-20, Medellín, Antioquia, Colombia","Medellín","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(6.2593658, -75.5782117)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"Michelín","Avenida 18 # 26 - 41, Manizales, Caldas, Colombia","Manizales","Caldas","Colombia","Llantas","Para vehículos de carga","Llantas","(5.070323, -75.5150383)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"ÉXITO USME","Av. Caracas, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Plaguicidas","Uso doméstico","Plaguicidas","(4.5313820857612, -74.118508632263)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Cierra el ciclo","JAIME EDUARDO FORERO CABRERA","info@cierraelciclo.com"
"Hospital San Jose","Cl. 32 #33-4, Medellín, Antioquia, Colombia","Medellín","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(6.2310919, -75.5615432)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"CONCO","Cra. 7 #17-60, Pereira, Risaralda, Colombia","Pereira","Risaralda","Colombia","Pilas","De todo tipo","Pilas","(4.8145624, -75.6929765)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"Todo Celulares","Barranquilla, Atlántico, Colombia","Barranquilla","Atlántico","Colombia","Pilas","De todo tipo","Pilas","(10.985023376899, -74.789729331616)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"FERRETERIA VINIKOLOR","Cl. 2 Oe. #25-8, Cali, Valle del Cauca, Colombia","Cali","Valle del Cauca","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(3.4379937, -76.5438766)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"Merkar Nº 2","Cra. 2 #2-9, Ibagué, Tolima, Colombia","Ibagué","Tolima","Colombia","Pilas","De todo tipo","Pilas","(4.4483955, -75.249636)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"Falabella Plaza Imperial","Cra. 104 #148-7, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Computadores","Portátiles","Computadores Portátiles O impresoras O perisféricos","(4.7485162, -74.0952772)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Ecocomputo","Edgar Erazo","logistica@ecocomputo.com"
"Accesorios Nanfuny","Cl. 49 #40-1, El Santuario, Antioquia, Colombia","El Santuario","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(6.135998, -75.2595109)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"Autoruta Michelin","Avenida de las Américas # 50 - 19, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Llantas","Para camionetas","Llantas","(4.627225, -74.108620830688)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"Grupo Zunos S.A.S.","Carrera 27 #36 Sur 199, Envigado, Antioquia, Colombia","Envigado","Antioquia","Colombia","Llantas","Para buses","Llantas","(6.1637549, -75.5697718)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"TIENDA","Cl. 58b Sur, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.6363461, -74.195395)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"Maurollantas","Avenida Vasquez Cobo  # 34 Norte 10,cali,valle del cauca,colombia","Cali","Valle del Cauca","Colombia","Llantas","Para buses","Llantas","(3.4692744, -76.5250643)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"ÉXITO SABANETA","Cl. 74a Sur #44-11, Sabaneta, Antioquia, Colombia","Sabaneta","Antioquia","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(6.1493736, -75.6173934)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"CENTRO COMERCIAL TREBOLIS EL PORVENIR","Cra 95A #49c Sur-42, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(4.6401399, -74.1841232)","LUN,MAR,MIE,JUE,VIE,SAB,DOM 09:00:00 a 22:00:00","Corporación Punto Azul","Daniela Duarte","coordinacion@puntoazul.com.co"
"DHL GLOBAL FORWARDING","Cl. 26 #102-20, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(4.6896483, -74.1305843)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"DROGUERÍA EL PORTAL DE LA 170","Cl. 172 #21A-51, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(4.752922, -74.043903)","LUN,MAR,MIE,JUE,VIE,SAB,DOM 09:00:00 a 18:00:00","Corporación Punto Azul","Daniela Duarte","coordinacion@puntoazul.com.co"
"ENIAC ELECTRONICA","Cl. 16 #6-34, Pereira, Risaralda, Colombia","Pereira","Risaralda","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.8148998, -75.6919059)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"ALCALDIA MUNICIPAL DE EL SOCORRO","Cl. 15 #14-66, Socorro, Santander, Colombia","Socorro","Santander","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(6.4706098, -73.2615725)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"CARDER","Pereira, Risaralda, Colombia","Pereira","Risaralda","Colombia","Computadores","Portátiles","Computadores Portátiles O impresoras O perisféricos","(4.8074607, -75.7188861)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Ecocomputo","Edgar Erazo","logistica@ecocomputo.com"
"La Milagrosa","Cra. 75 #45C-67, Medellín, Antioquia, Colombia","Medellín","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(6.2514285, -75.5936176)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"POLICIA NACIONAL","Cl. 67 #25-2 a 25-182, Barrancabermeja, Santander, Colombia","Barrancabermeja","Santander","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(7.0719473892561, -73.853312480812)","SAB,DOM 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
